"projectid","buildingid","reportingconstructiontype","boroid","block","lot","bin","housenumber","streetname","countedrentalunits","countedhomeownershipunits","allcountedunits","totalbuildingunits","basesquarefootage","stories","bbl","community_board_cb","council_district","census_tract","nta","latitude","longitude","postcode"
"48660","65832","Preservation","2","2908","15","2009523","442","EAST 176 STREET","0","0","0","24","3888","4","2029080015","206","15","395","Claremont-Bathgate","40.846264","-73.899621","10457"
"48660","65833","Preservation","2","2908","17","2009524","446","EAST 176 STREET","0","0","0","24","3888","4","2029080017","206","15","395","Claremont-Bathgate","40.846234","-73.899535","10457"
"48660","74399","Preservation","2","2909","12","2009533","440","EAST TREMONT AVENUE","0","0","0","9","2880","4","2029090012","206","15","395","Claremont-Bathgate","40.847235","-73.899128","10457"
"48660","119759","Preservation","2","2917","6","2009562","1824","WASHINGTON AVENUE","0","0","0","8","2403","4","2029170006","206","15","395","Claremont-Bathgate","40.845163","-73.899095","10457"
"48660","119798","Preservation","2","3046","3","2011471","2028","WASHINGTON AVENUE","0","0","0","34","5925","6","2030460003","206","15","395","Claremont-Bathgate","40.850043","-73.896359","10457"
"48676","42813","Preservation","1","2118","46","1062802","515","WEST 159 STREET","0","0","0","15","0","5","1021180046","112","7","245","Washington Heights South","40.83437","-73.941703","10032"
"48676","42815","Preservation","1","2118","48","1062803","517","WEST 159 STREET","0","0","0","20","0","5","1021180048","112","7","245","Washington Heights South","40.834386","-73.941747","10032"
"48676","42818","Preservation","1","2118","50","1062804","521","WEST 159 STREET","0","0","0","20","0","5","1021180050","112","7","245","Washington Heights South","40.834422","-73.94183","10032"
"48677","58929","Preservation","2","2329","83","2091147","485","COURTLANDT AVENUE","0","0","0","12","7000","4","2023290083","201","8","65","Melrose South-Mott Haven North","40.815108","-73.920214","10451"
"48677","58933","Preservation","2","2329","72","2000874","515","COURTLANDT AVENUE","0","0","0","8","6400","4","2023290072","201","8","65","Melrose South-Mott Haven North","40.815649","-73.919967","10451"
"48677","806394","Preservation","2","2329","83","2091145","483","COURTLANDT AVENUE","0","0","0","8","7000","4","2023290083","201","8","65","Melrose South-Mott Haven North","40.815073","-73.920228","10451"
"48677","806497","Preservation","2","2329","83","2091148","357","EAST 146 STREET","0","0","0","8","9400","4","2023290083","201","8","65","Melrose South-Mott Haven North","40.814755","-73.92064","10451"
"48678","58930","Preservation","2","2329","82","2000877","495","COURTLANDT AVENUE","0","0","0","4","5200","4","2023290082","201","8","65","Melrose South-Mott Haven North","40.815287","-73.92013","10451"
"48678","58944","Preservation","2","2397","5","2001653","580","COURTLANDT AVENUE","0","0","0","10","9635","5","2023970005","201","17","65","Melrose South-Mott Haven North","40.817427","-73.919142","10451"
"48678","88544","Preservation","2","2579","10","2003919","512","JACKSON AVENUE","0","0","0","8","4600","4","2025790010","201","8","35","Mott Haven-Port Morris","40.812164","-73.909448","10455"
"48678","125023","Preservation","2","2284","4","2000280","288","WILLIS AVENUE","0","0","0","7","7425","3","2022840004","201","8","39","Mott Haven-Port Morris","40.81009","-73.922163","10454"
"48678","940965","Preservation","2","2284","6","2000281","292","WILLIS AVENUE","0","0","0","3","3000","3","2022840006","201","8","39","Mott Haven-Port Morris","40.810177","-73.922102","10454"
"48679","63048","Preservation","2","2285","69","2000347","445","EAST 140 STREET","21","0","21","21","3300","5","2022850069","201","8","39","Mott Haven-Port Morris","40.809775","-73.92043","10454"
"48679","63052","Preservation","2","2285","67","2000346","451","EAST 140 STREET","20","0","20","20","3331","5","2022850067","201","8","39","Mott Haven-Port Morris","40.809718","-73.920296","10454"
"48679","63053","Preservation","2","2285","66","2000345","455","EAST 140 STREET","21","0","21","21","3331","5","2022850066","201","8","39","Mott Haven-Port Morris","40.809679","-73.920206","10454"
"48679","63054","Preservation","2","2285","64","2000344","461","EAST 140 STREET","20","0","20","20","3331","5","2022850064","201","8","39","Mott Haven-Port Morris","40.809624","-73.920072","10454"
"48679","63055","Preservation","2","2285","63","2000343","465","EAST 140 STREET","10","0","10","10","3300","5","2022850063","201","8","39","Mott Haven-Port Morris","40.809586","-73.919982","10454"
"48679","63057","Preservation","2","2285","61","2000342","471","EAST 140 STREET","11","0","11","11","3300","5","2022850061","201","8","39","Mott Haven-Port Morris","40.809528","-73.919848","10454"
"48679","63059","Preservation","2","2285","58","2000340","481","EAST 140 STREET","11","0","11","11","3300","5","2022850058","201","8","39","Mott Haven-Port Morris","40.809435","-73.919624","10454"
"48681","340340","Preservation","3","2835","2","3069873","512","MORGAN AVENUE","0","0","0","8","1400","4","3028350002","301","34","449","East Williamsburg","40.721661","-73.938486","11222"
"48681","375409","Preservation","3","3031","13","3327900","18","STAGG STREET","0","0","0","10","1977","3","3030310013","301","34","511","East Williamsburg","40.708882","-73.94986","11206"
"48681","375410","Preservation","3","3031","14","3327902","20","STAGG STREET","0","0","0","9","1977","3","3030310014","301","34","511","East Williamsburg","40.708887","-73.949791","11206"
"48681","375411","Preservation","3","3031","15",,"22 FRONT","STAGG STREET","0","0","0","9","1977","3",,"301","34","511","East Williamsburg","40.708895","-73.949719","11206"
"48683","18986","Preservation","1","1610","9","1051500","21","EAST 104 STREET","0","0","0","36","4400","6","1016100009","111","8","168","East Harlem South","40.792638","-73.951231","10029"
"48683","18990","Preservation","1","1610","13","1051501","29","EAST 104 STREET","0","0","0","34","4400","6","1016100013","111","8","168","East Harlem South","40.792536","-73.950992","10029"
"48685","317155","Preservation","3","1835","7","3052414","346","JEFFERSON AVENUE","0","0","0","9","4000","4","3018350007","303","36","267","Bedford","40.684014","-73.943612","11221"
"48685","330794","Preservation","3","1818","86","3051446","223","MADISON STREET","0","0","0","8","3600","4","3018180086","303","36","249","Bedford","40.684829","-73.949698","11216"
"48685","332710","Preservation","3","1819","8","3051453","817","MARCY AVENUE","0","0","0","4","2000","3","3018190008","303","36","265","Bedford","40.685624","-73.947256","11216"
"48685","346832","Preservation","3","1827","60","3051874","456","NOSTRAND AVENUE","0","0","0","12","4000","4","3018270060","303","36","245","Bedford","40.683432","-73.950196","11216"
"48685","346837","Preservation","3","1832","50","3052225","466","NOSTRAND AVENUE","0","0","0","7","2757","4","3018320050","303","36","245","Bedford","40.682987","-73.95011","11216"
"48685","381637","Preservation","3","1820","4","3051468","351","TOMPKINS AVENUE","0","0","0","3","2500","4","3018200004","303","36","265","Bedford","40.685771","-73.944382","11216"
"48686","32921","Preservation","1","1033","6","1024937","351","WEST 42 STREET","0","0","0","308","8000","21","1010330006","104","3","121","Clinton","40.757848","-73.991229","10036"
"48688","52798","Preservation","2","2282","45","2091021","211S","BROWN PLACE","0","0","0","2","1235","2","2022820045","201","8","25","Mott Haven-Port Morris","40.807338","-73.920472","10454"
"48688","62690","Preservation","2","2282","75","2091035","405","EAST 137 STREET","0","0","0","2","2210","2","2022820075","201","8","25","Mott Haven-Port Morris","40.808331","-73.923112","10454"
"48688","814505","Preservation","2","2282","45","2091021","213F","BROWN PLACE","0","0","0","2","1220","2","2022820045","201","8","25","Mott Haven-Port Morris","40.807382","-73.920443","10454"
"48688","814506","Preservation","2","2282","45","2091021","215F","BROWN PLACE","0","0","0","2","2455","2","2022820045","201","8","25","Mott Haven-Port Morris","40.807423","-73.920411","10454"
"48688","814507","Preservation","2","2282","75","2091028","411","EAST 137 STREET","0","0","0","2","2470","2","2022820075","201","8","25","Mott Haven-Port Morris","40.808232","-73.922877","10454"
"48688","814508","Preservation","2","2282","75","2091029","413","EAST 137 STREET","0","0","0","2","2470","2","2022820075","201","8","25","Mott Haven-Port Morris","40.808199","-73.922798","10454"
"48688","814509","Preservation","2","2282","45","2091019","465S","EAST 137 STREET","0","0","0","2","2500","3","2022820045","201","8","25","Mott Haven-Port Morris","40.807512","-73.921173","10454"
"48688","814510","Preservation","2","2282","45","2091019","467S","EAST 137 STREET","0","0","0","2","2460","2","2022820045","201","8","25","Mott Haven-Port Morris","40.807495","-73.921133","10454"
"48688","814511","Preservation","2","2282","45","2091019","469S","EAST 137 STREET","0","0","0","2","1625","2","2022820045","201","8","25","Mott Haven-Port Morris","40.807479","-73.921093","10454"
"48688","814512","Preservation","2","2282","75","2091026","407","EAST 137 STREET","0","0","0","2","2470","2","2022820075","201","8","25","Mott Haven-Port Morris","40.808298","-73.923032","10454"
"48688","814513","Preservation","2","2282","75","2091027","409","EAST 137 STREET","0","0","0","2","2465","2","2022820075","201","8","25","Mott Haven-Port Morris","40.808265","-73.922953","10454"
"48688","814514","Preservation","2","2282","75","2091030","415","EAST 137 STREET","0","0","0","2","2470","2","2022820075","201","8","25","Mott Haven-Port Morris","40.808149","-73.922686","10454"
"48688","814515","Preservation","2","2282","75","2091031","417","EAST 137 STREET","0","0","0","4","3240","2","2022820075","201","8","25","Mott Haven-Port Morris","40.808127","-73.922632","10454"
"48688","814516","Preservation","2","2282","75","2091032","419","EAST 137 STREET","0","0","0","4","1180","3","2022820075",,,,,,,
"48688","814518","Preservation","2","2282","75","2091033","421","EAST 137 STREET","0","0","0","2","2470","2","2022820075","201","8","25","Mott Haven-Port Morris","40.808009","-73.922354","10454"
"48688","814519","Preservation","2","2282","75","2091034","423","EAST 137 STREET","0","0","0","2","2515","2","2022820075","201","8","25","Mott Haven-Port Morris","40.807984","-73.922292","10454"
"48688","814520","Preservation","2","2283","40","2091053","473","EAST 138 STREET","0","0","0","2","1200","2","2022830040","201","8","39","Mott Haven-Port Morris","40.808195","-73.920702","10454"
"48688","814521","Preservation","2","2283","40","2091036","475","EAST 138 STREET","0","0","0","2","1200","2","2022830040","201","8","39","Mott Haven-Port Morris","40.808173","-73.920656","10454"
"48688","814522","Preservation","2","2283","40","2091037","477","EAST 138 STREET","0","0","0","2","575","2","2022830040","201","8","39","Mott Haven-Port Morris","40.808153","-73.920609","10454"
"48688","814523","Preservation","2","2283","40","2091038","479","EAST 138 STREET","0","0","0","2","1120","2","2022830040","201","8","39","Mott Haven-Port Morris","40.808134","-73.920562","10454"
"48688","814524","Preservation","2","2283","40","2091039","481","EAST 138 STREET","0","0","0","2","1215","2","2022830040","201","8","39","Mott Haven-Port Morris","40.808115","-73.920515","10454"
"48688","814525","Preservation","2","2283","40","2091040","483","EAST 138 STREET","0","0","0","4","3250","2","2022830040","201","8","39","Mott Haven-Port Morris","40.808093","-73.920468","10454"
"48688","814526","Preservation","2","2283","40","2091041","485","EAST 138 STREET","0","0","0","4","1175","2","2022830040","201","8","39","Mott Haven-Port Morris","40.807859","-73.919915","10454"
"48688","814528","Preservation","2","2283","40","2091043","489","EAST 138 STREET","0","0","0","2","1240","2","2022830040","201","8","39","Mott Haven-Port Morris","40.807815","-73.919811","10454"
"48688","814529","Preservation","2","2283","40","2091044","491","EAST 138 STREET","0","0","0","2","1125","2","2022830040","201","8","39","Mott Haven-Port Morris","40.807793","-73.919757","10454"
"48688","814530","Preservation","2","2283","40","2091046","472F","EAST 139 STREET","0","0","0","2","1240","2","2022830040","201","8","39","Mott Haven-Port Morris","40.808793","-73.920088","10454"
"48688","814531","Preservation","2","2283","40","2091047","474F","EAST 139 STREET","0","0","0","2","1245","2","2022830040","201","8","39","Mott Haven-Port Morris","40.808773","-73.920037","10454"
"48688","814532","Preservation","2","2283","40","2091048","476F","EAST 139 STREET","0","0","0","4","1175","2","2022830040","201","8","39","Mott Haven-Port Morris","40.808751","-73.91999","10454"
"48688","814533","Preservation","2","2283","40","2091049","478F","EAST 139 STREET","0","0","0","2","1175","2","2022830040","201","8","39","Mott Haven-Port Morris","40.808732","-73.91994","10454"
"48688","814534","Preservation","2","2283","40","2091049","478A","EAST 139 STREET","0","0","0","2","3255","2","2022830040","201","8","39","Mott Haven-Port Morris","40.808732","-73.91994","10454"
"48688","814535","Preservation","2","2283","40","2091050","480F","EAST 139 STREET","0","0","0","2","1340","2","2022830040","201","8","39","Mott Haven-Port Morris","40.80871","-73.919889","10454"
"48688","814536","Preservation","2","2283","40","2091051","482F","EAST 139 STREET","0","0","0","2","1240","2","2022830040","201","8","39","Mott Haven-Port Morris","40.808691","-73.919842","10454"
"48688","814537","Preservation","2","2283","40","2091052","484F","EAST 139 STREET","0","0","0","2","1260","2","2022830040","201","8","39","Mott Haven-Port Morris","40.808669","-73.919792","10454"
"48688","954143","Preservation","2","2282","45","2114797","471","EAST 137 STREET","0","0","0","2","570","3","2022820045","201","8","25","Mott Haven-Port Morris","40.807459","-73.92105","10454"
"48688","954320","Preservation","2","2282","45","2114797","473","EAST 137 STREET","0","0","0","2","1200","3","2022820045","201","8","25","Mott Haven-Port Morris","40.807443","-73.92101","10454"
"48688","954321","Preservation","2","2282","45","2114797","475","EAST 137 STREET","0","0","0","2","1195","3","2022820045","201","8","25","Mott Haven-Port Morris","40.807426","-73.920971","10454"
"48688","954324","Preservation","2","2282","45","2114797","477","EAST 137 STREET","0","0","0","2","1240","3","2022820045","201","8","25","Mott Haven-Port Morris","40.80741","-73.920931","10454"
"48690","744417","Preservation","5","1020","20","5110130","160","HEBERTON AVENUE","0","0","0","43","11102","4","5010200020","501","49","207","Port Richmond","40.636179","-74.131816","10302"
"48704","57040","Preservation","2","2948","18","2009923","1781","CLINTON AVENUE","0","0","0","24","4410","5","2029480018","206","17","36902","East Tremont","40.84174","-73.893079","10457"
"48704","57048","Preservation","2","2948","14","2009922","1805","CLINTON AVENUE","0","0","0","11","2234","5","2029480014","206","17","36902","East Tremont","40.842195","-73.892612","10457"
"48704","63982","Preservation","2","2401","12","2001712","374","EAST 155 STREET","0","0","0","21","4375","5","2024010012","201","17","67","Melrose South-Mott Haven North","40.820428","-73.916901","10455"
"48704","806523","Preservation","2","2400","15","2001690","384","EAST 154 STREET","0","0","0","31","6562","5","2024000015","201","17","67","Melrose South-Mott Haven North","40.819698","-73.916899","10455"
"48726","943722","New Construction","4","6","7502",,"18264","50 AVENUE","0","0","0","619","10357","37",,"411","20","1417","Auburndale","40.744479","-73.792974","11365"
"48729","46169","Preservation","2","3069","24","2011996","2091","ARTHUR AVENUE","55","0","55","55","66393","6","2030690024","206","15","37504","East Tremont","40.849109","-73.89177","10457"
"48729","57116","Preservation","2","3098","50","2012772","2131","CLINTON AVENUE","28","0","28","28","34128","6","2030980050","206","15","371","East Tremont","40.848829","-73.886771","10457"
"48729","90293","Preservation","2","3061","70","2011846","565","EAST 178 STREET","20","0","20","20","17028","5","2030610070","206","15","37504","East Tremont","40.847395","-73.89422","10457"
"48729","122170","Preservation","2","2862","8","2008383","62","WEST TREMONT AVENUE","90","0","90","90","73531","6","2028620008","205","14","217","University Heights-Morris Heights","40.851489","-73.91178","10453"
"48730","118661","Preservation","2","2580","24","2003946","539","WALES AVENUE","0","0","0","12","0","4","2025800024","201","8","35","Mott Haven-Port Morris","40.812637","-73.907334","10455"
"48731","104337","Preservation","2","2962","44","2010202","1409","PROSPECT AVENUE","11","0","11","11","16236","5","2029620044","203","16","151","Morrisania-Melrose","40.832348","-73.896625","10459"
"48731","121088","Preservation","2","2866","72","2008461","66","WEST 176 STREET","20","0","20","20","18395","5","2028660072","205","14","21502","University Heights-Morris Heights","40.848688","-73.914419","10453"
"48731","941024","Preservation","2","2850","40","2008213","1770","TOWNSEND AVENUE","57","0","57","57","54122","6","2028500040","205","14","22701","Mount Hope","40.847854","-73.911077","10453"
"48731","941025","Preservation","2","2866","74","2008462","62","WEST 176 STREET","12","0","12","12","12408","3","2028660074","205","14","21502","University Heights-Morris Heights","40.848677","-73.914372","10453"
"48732","43250","Preservation","1","2131","52","1063173","503","WEST 174 STREET","26","0","26","26","22000","5","1021310052","112","10","261","Washington Heights South","40.843693","-73.934474","10033"
"48733","386227","Preservation","3","1159","4","3028779","665","VANDERBILT AVENUE","0","0","0","7","1716","4","3011590004","308","35","205","Prospect Heights","40.677068","-73.969064","11238"
"48735","1327","Preservation","1","1785","27","1054590","2353","2 AVENUE","0","0","0","9","1616","5","1017850027","111","8","194","East Harlem North","40.799822","-73.935691","10035"
"48735","20752","Preservation","1","1751","44","1054106","70","EAST 127 STREET","0","0","0","17","1827","6","1017510044","111","9","206","Central Harlem North-Polo Grounds","40.806726","-73.938993","10035"
"48735","39110","Preservation","1","1906","57","1057695","158","WEST 122 STREET","0","0","0","8","936","4","1019060057","110","9","220","Central Harlem South","40.806495","-73.948475","10027"
"48735","39419","Preservation","1","1908","56","1057806","152","WEST 124 STREET","0","0","0","19","1885","5","1019080056","110","9","222","Central Harlem South","40.80771","-73.947448","10027"
"48742","951656","New Construction","1","1171","7509","1089742","40","RIVERSIDE BOULEVARD","55","0","55","274","37995","33","1011717509","107","6","151","Lincoln Square","40.774319","-73.991624","10069"
"48746","353050","Preservation","3","3738","1","3083921","277","PENNSYLVANIA AVENUE","0","0","0","16","3240","4","3037380001","305","42","1144","East New York (Pennsylvania Ave)","40.670934","-73.89561","11207"
"48748","381140","Preservation","3","1760","41","3418278","266A","THROOP AVENUE","0","0","0","6","1800","4","3017600041","303","36","25901","Bedford","40.695179","-73.943376","11206"
"48752","110157","Preservation","2","2600","131","2004084","490","SOUTHERN BOULEVARD","0","0","0","137","50500","5","2026000131","201","8","31","Mott Haven-Port Morris","40.811082","-73.905693","10455"
"48753","89051","Preservation","2","2504","36","2003035","941","JEROME AVENUE","0","85","85","85","114941","6","2025040036","204","8","189","Highbridge","40.830182","-73.928481","10452"
"48754","865282","Preservation","1","2026","33","1085368","202","WEST 141 STREET","0","0","0","69","8775","6","1020260033","110","9","230","Central Harlem North-Polo Grounds","40.819312","-73.941463","10030"
"48755","72098","Preservation","2","5000","1","2068251","855","EAST 233 STREET","0","0","0","108","9537","12","2050000001","212","12","430","Woodlawn-Wakefield","40.89194","-73.852775","10466"
"48760","45408","Preservation","2","2508","43","2003145","1001","ANDERSON AVENUE","0","0","0","22","4350","6","2025080043","204","8","189","Highbridge","40.832284","-73.927189","10452"
"48763","3607","Preservation","1","2029","35","1060435","2472","ADAM C POWELL BOULEVARD","8","0","8","8","1450","5","1020290035","110","9","232","Central Harlem North-Polo Grounds","40.820755","-73.939732","10030"
"48763","4163","Preservation","1","2045","74","1060834","2797","FREDERICK DOUGLASS BOULEVARD","8","0","8","8","2050","5","1020450074",,,,,,,
"48763","7470","Preservation","1","2046","41","1060868","204","BRADHURST AVENUE","20","0","20","20","3944","5","1020460041","110","9","23502","Central Harlem North-Polo Grounds","40.827452","-73.939827","10039"
"48763","42323","Preservation","1","2034","52","1060577","232","WEST 149 STREET","18","0","18","18","3480","6","1020340052","110","9","234","Central Harlem North-Polo Grounds","40.824655","-73.938359","10039"
"48765","19048","Preservation","1","1655","13","1052409","229","EAST 105 STREET","0","0","0","8","2535","4","1016550013","111","8","170","East Harlem South","40.790571","-73.944378","10029"
"48765","19049","Preservation","1","1655","14","1052410","231","EAST 105 STREET","0","0","0","8","2523","4","1016550014","111","8","170","East Harlem South","40.790557","-73.944345","10029"
"48765","19506","Preservation","1","1643","8","1052233","117","EAST 115 STREET","0","0","0","21","4423","6","1016430008","111","8","182","East Harlem North","40.79839","-73.943176","10029"
"48765","24535","Preservation","1","2038","9","1060610","67","MACOMBS PLACE","0","0","0","34","6675","6","1020380009","110","9","236","Central Harlem North-Polo Grounds","40.826949","-73.937218","10039"
"48765","26937","Preservation","1","1710","26","1053086","307","PLEASANT AVENUE","0","0","0","17","3780","6","1017100026","111","8","178","East Harlem North","40.795316","-73.932976","10035"
"48765","28116","Preservation","1","1958","56","1059441","428","ST NICHOLAS AVENUE","0","0","0","11","3188","5","1019580056","110","9","215","Central Harlem North-Polo Grounds","40.814592","-73.949271","10027"
"48765","28117","Preservation","1","1958","55","1059440","430","ST NICHOLAS AVENUE","0","0","0","11","3188","5","1019580055","110","9","215","Central Harlem North-Polo Grounds","40.814633","-73.949242","10027"
"48765","28118","Preservation","1","1958","54","1059439","432","ST NICHOLAS AVENUE","0","0","0","10","2490","5","1019580054","110","9","215","Central Harlem North-Polo Grounds","40.814675","-73.949217","10027"
"48765","42524","Preservation","1","2038","7","1060609","259","WEST 152 STREET","0","0","0","24","5000","6","1020380007","110","9","236","Central Harlem North-Polo Grounds","40.8269","-73.937869","10039"
"48765","85438","Preservation","2","2749","20","2006112","1046","HOE AVENUE","0","0","0","21","4000","5","2027490020","202","17","119","Hunts Point","40.824367","-73.890495","10459"
"48765","85441","Preservation","2","2749","22","2006113","1050","HOE AVENUE","0","0","0","21","4000","5","2027490022","202","17","119","Hunts Point","40.824446","-73.890498","10459"
"48765","309680","Preservation","3","4478","1","3098665","996","HEGEMAN AVENUE","0","0","0","24","6600","4","3044780001","305","42","1116","East New York","40.666658","-73.876011","11208"
"48765","313692","Preservation","3","1550","31","3042158","178","THOMAS S BOYLAND STREET","0","0","0","28","10000","4","3015500031","316","41","301","Ocean Hill","40.678316","-73.913574","11233"
"48765","313693","Preservation","3","1550","36","3042159","186","THOMAS S BOYLAND STREET","0","0","0","32","10000","4","3015500036","316","41","301","Ocean Hill","40.67808","-73.913582","11233"
"48765","822049","Preservation","2","2964","29","2114127","1412","BRISTOW STREET","0","0","0","80","40000","5","2029640029","203","16","153","Crotona Park East","40.833678","-73.895196","10459"
"48766","65697","Preservation","2","2997","26","2010803","978","EAST 174 STREET","0","0","0","38","7441","6","2029970026","203","17","161","Crotona Park East","40.836512","-73.885242","10460"
"48766","85558","Preservation","2","2983","38","2010611","1685","HOE AVENUE","0","0","0","37","7122","6","2029830038","203","17","161","Crotona Park East","40.835944","-73.887502","10460"
"48766","89105","Preservation","2","2872","252","2008697","1604","JESUP AVENUE","0","0","0","29","4688","6","2028720252","205","14","21301","University Heights-Morris Heights","40.845823","-73.91824","10452"
"48766","93706","Preservation","2","2872","365","2008721","1601","MACOMBS ROAD","0","0","0","53","9282","6","2028720365","205","14","21301","University Heights-Morris Heights","40.84594","-73.917166","10452"
"48766","109403","Preservation","2","2873","103","2008741","1551","SHAKESPEARE AVENUE","0","0","0","72","12958","6","2028730103","205","14","21301","University Heights-Morris Heights","40.845865","-73.91923","10452"
"48766","118493","Preservation","2","2997","1","2010798","1662","VYSE AVENUE","0","0","0","37","7384","6","2029970001","203","17","161","Crotona Park East","40.835367","-73.886787","10460"
"48766","118495","Preservation","2","2997","5","2010799","1668","VYSE AVENUE","0","0","0","37","6989","6","2029970005","203","17","161","Crotona Park East","40.835438","-73.886744","10460"
"48766","118497","Preservation","2","2997","9","2010800","1680","VYSE AVENUE","0","0","0","37","6977","5","2029970009","203","17","161","Crotona Park East","40.835581","-73.88666","10460"
"48766","118500","Preservation","2","2997","13","2010801","1690","VYSE AVENUE","0","0","0","37","6995","6","2029970013","203","17","161","Crotona Park East","40.835701","-73.886588","10460"
"48766","118502","Preservation","2","2997","17","2010802","1698","VYSE AVENUE","0","0","0","37","7001","6","2029970017","203","17","161","Crotona Park East","40.835797","-73.886533","10460"
"48768","65052","Preservation","2","2480","1","2101464","50","EAST 168 STREET","132","0","132","132","0","10","2024800001","204","16","197","West Concourse","40.836725","-73.919292","10452"
"48771","50377","Preservation","2","2614","41","2004286","1187","BOSTON ROAD","0","0","0","20","4203","5","2026140041","203","16","185","Morrisania-Melrose","40.829082","-73.902842","10456"
"48771","50382","Preservation","2","2663","1","2004739","729","EAST 168 STREET","0","0","0","20","3235","5","2026630001","203","17","151","Morrisania-Melrose","40.829529","-73.9018","10456"
"48771","56602","Preservation","2","2928","14","2009645","538","CLAREMONT PARKWAY","0","0","0","12","3469","5","2029280014","203","16","169","Claremont-Bathgate","40.838072","-73.900917","10457"
"48771","56847","Preservation","2","2427","18","2002100","1268","CLAY AVENUE","0","0","0","12","2315","5","2024270018","204","16","17701","East Concourse-Concourse Village","40.833784","-73.909798","10456"
"48771","64901","Preservation","2","2633","20","2004506","656","EAST 166 STREET","0","0","0","15","2510","5","2026330020","203","16","185","Morrisania-Melrose","40.826989","-73.904615","10456"
"48771","64911","Preservation","2","2679","21","2005028","818","EAST 166 STREET","0","0","0","15","2700","5","2026790021","203","17","131","Longwood","40.825882","-73.899988","10459"
"48771","64974","Preservation","2","2613","24","2004267","600","EAST 167 STREET","0","0","0","20","3428","5","2026130024","203","16","185","Morrisania-Melrose","40.828433","-73.904237","10456"
"48771","113800","Preservation","2","2927","9","2009633","3758","3 AVENUE","0","0","0","18","3523","5","2029270009","203","16","169","Claremont-Bathgate","40.83638","-73.90256","10456"
"48771","116817","Preservation","2","2876","83","2008826","1632","DR M L KING JR BOULEVARD","0","0","0","25","4113","5","2028760083","205","14","21502","University Heights-Morris Heights","40.847635","-73.919401","10453"
"48771","116824","Preservation","2","2876","95","2008831","94","BRANDT PLACE","0","0","0","21","3580","5","2028760095","205","14","21502","University Heights-Morris Heights","40.848096","-73.918161","10453"
"48771","116827","Preservation","2","2876","100","2008832","1700","DR M L KING JR BOULEVARD","0","0","0","22","4196","5","2028760100","205","14","21502","University Heights-Morris Heights","40.848433","-73.918262","10453"
"48771","120450","Preservation","2","2427","44","2002113","1241","WEBSTER AVENUE","0","0","0","8","1967","4","2024270044","204","16","17701","East Concourse-Concourse Village","40.832826","-73.909326","10456"
"48771","120452","Preservation","2","2427","42","2002111","1245","WEBSTER AVENUE","0","0","0","7","1950","4","2024270042","204","16","17701","East Concourse-Concourse Village","40.832927","-73.909268","10456"
"48771","120457","Preservation","2","2427","32","2002106","1267","WEBSTER AVENUE","0","0","0","11","1987","5","2024270032","204","16","17701","East Concourse-Concourse Village","40.833682","-73.908848","10456"
"48771","120458","Preservation","2","2427","31","2002105","1273","WEBSTER AVENUE","0","0","0","10","2011","5","2024270031","204","16","17701","East Concourse-Concourse Village","40.83378","-73.908794","10456"
"48771","806301","Preservation","2","2663","1","2004740","1214","BOSTON ROAD","0","0","0","16","3177","5","2026630001","203","17","151","Morrisania-Melrose","40.829891","-73.901876","10456"
"48771","806302","Preservation","2","2663","1","2004741","1216","BOSTON ROAD","0","0","0","17","2846","5","2026630001","203","17","151","Morrisania-Melrose","40.829921","-73.901839","10456"
"48771","806680","Preservation","2","2608","19","2004201","1109","FRANKLIN AVENUE","0","0","0","24","4269","5","2026080019","203","16","185","Morrisania-Melrose","40.827831","-73.906312","10456"
"48772","944105","New Construction","3","4452","7505","3398158","526","SCHROEDERS AVENUE","0","0","0","47","53245","5","3044527505","305","42","1070","East New York","40.655079","-73.87249","11239"
"48772","944106","New Construction","3","4452","7503","3398159","516","VANDALIA AVENUE","0","0","0","64","77190","6","3044527503","305","42","1070","East New York","40.655427","-73.873963","11239"
"48772","944107","New Construction","3","4452","7504","3398170","524","VANDALIA AVENUE","0","0","0","64","77190","6","3044520000","305","42","1070","East New York","40.655758","-73.873187","11239"
"48775","946628","New Construction","3","3040","24","3000000","40","SCHOLES STREET","6","0","6","6","2511","2","3030400024","301","34","511","East Williamsburg","40.70825","-73.948944","11206"
"48775","946629","New Construction","3","2700","6","3000000","568","GRAHAM AVENUE","4","0","4","4","3051","4","3027000006","301","33","499","Greenpoint","40.722437","-73.947346","11222"
"48775","946631","New Construction","3","3022","101","3400412","7","STAGG STREET","4","0","4","4","1490","2","3030220101","301","34","511","East Williamsburg","40.708862","-73.950228","11206"
"48775","946632","New Construction","3","3063","101","3325861","198","MONTROSE AVENUE","4","0","4","4","2785",,"3030630101","301","34","493","Bushwick South","40.707299","-73.94136","11206"
"48775","340323","Preservation","3","3008","6","3070688","44","MORGAN AVENUE","6","0","6","6","2500","3","3030080006","301","34","453","Bushwick North","40.705414","-73.93162","11237"
"48787","215645","Preservation","3","3349","3","3076548","1089","BUSHWICK AVENUE","1","15","16","16","12480","4","3033490003","304","34","399","Bushwick South","40.690255","-73.919451","11221"
"48788","9827","Preservation","1","1841","4","1055594","927","COLUMBUS AVENUE","0","0","0","12","2500","5","1018410004","107","7","189","Upper West Side","40.79887","-73.96312","10025"
