"incident_key","occur_date","occur_time","boro","loc_of_occur_desc","precinct","jurisdiction_code","loc_classfctn_desc","location_desc","statistical_murder_flag","perp_age_group","perp_sex","perp_race","vic_age_group","vic_sex","vic_race","x_coord_cd","y_coord_cd","latitude","longitude","geocoded_column"
"245281702","2022-05-18T00:00:00.000","15:37:00","BRONX","OUTSIDE","40","0","STREET","(null)","Y","18-24","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC","1003364","237018","40.81721463","-73.93094485","POINT (-73.93094485 40.81721463)"
"242046759","2022-03-12T00:00:00.000","06:00:00","MANHATTAN","OUTSIDE","5","0","STREET","STORE UNCLASSIFIED","Y","25-44","M","BLACK","45-64","M","BLACK","984185","201363","40.719373","-74.000231","POINT (-74.000231 40.719373)"
"246139914","2022-06-04T00:00:00.000","22:32:00","MANHATTAN","OUTSIDE","34","0","STREET","(null)","N","18-24","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","1005771","254641","40.865582","-73.92219","POINT (-73.92219 40.865582)"
"246109874","2022-06-04T00:00:00.000","02:10:00","MANHATTAN","OUTSIDE","32","0","STREET","MULTI DWELL - APT BUILD","N","25-44","M","BLACK","25-44","M","BLACK","1000301","234255","40.809638","-73.942015","POINT (-73.942015 40.809638)"
"243566884","2022-04-12T00:00:00.000","22:08:00","BRONX","OUTSIDE","49","0","STREET","(null)","Y","(null)","(null)","(null)","18-24","M","BLACK","1027434","251387","40.8565767275976","-73.8438936779283","POINT (-73.8438936779283 40.8565767275976)"
"244377525","2022-04-29T00:00:00.000","18:43:00","BROOKLYN","OUTSIDE","67","0","STREET","PVT HOUSE","N","25-44","M","BLACK","18-24","M","BLACK","999615","171167","40.636478","-73.944639","POINT (-73.944639 40.636478)"
"244106024","2022-04-24T00:00:00.000","13:30:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","Y","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1014171","186296","40.677966","-73.892125","POINT (-73.892125 40.677966)"
"238555360","2022-01-02T00:00:00.000","15:52:00","BRONX","OUTSIDE","49","0","STREET","(null)","N","(null)","(null)","(null)","45-64","M","BLACK","1030251","254037","40.86383","-73.83369","POINT (-73.83369 40.86383)"
"246769431","2022-06-16T00:00:00.000","13:05:00","BROOKLYN","INSIDE","81","0","DWELLING","PVT HOUSE","N","45-64","M","WHITE HISPANIC","18-24","F","WHITE","1002882","192219","40.694256","-73.932807","POINT (-73.932807 40.694256)"
"244794146","2022-05-09T00:00:00.000","03:13:00","BRONX","OUTSIDE","52","0","STREET","(null)","N","25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC","1010014","253631","40.862797","-73.906854","POINT (-73.906854 40.862797)"
"242379643","2022-03-19T00:00:00.000","02:56:00","QUEENS","OUTSIDE","111","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","1048659","216392","40.7603961392658","-73.7675025349456","POINT (-73.7675025349456 40.7603961392658)"
"246109874","2022-06-04T00:00:00.000","02:10:00","MANHATTAN","OUTSIDE","32","0","STREET","MULTI DWELL - APT BUILD","N","25-44","M","BLACK","25-44","F","BLACK","1000301","234255","40.809638","-73.942015","POINT (-73.942015 40.809638)"
"238998455","2022-01-11T00:00:00.000","19:44:00","BROOKLYN","INSIDE","67","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","1006227","178986","40.657926","-73.92079","POINT (-73.92079 40.657926)"
"241213161","2022-02-24T00:00:00.000","21:35:00","BRONX","OUTSIDE","47","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","BLACK","1026784","267827","40.901695","-73.846137","POINT (-73.846137 40.901695)"
"245066580","2022-05-14T00:00:00.000","14:55:00","BRONX","OUTSIDE","43","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","1023801","242376","40.831854","-73.857076","POINT (-73.857076 40.831854)"
"239279571","2022-01-16T00:00:00.000","15:09:00","MANHATTAN","OUTSIDE","25","0","STREET","(null)","N","18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1000558","231080","40.8009303727402","-73.9410982410066","POINT (-73.9410982410066 40.8009303727402)"
"238555659","2022-01-02T00:00:00.000","21:45:00","BROOKLYN","INSIDE","79","0","COMMERCIAL","GROCERY/BODEGA","Y","25-44","M","BLACK","25-44","F","BLACK HISPANIC","996226","190937","40.690747","-73.956814","POINT (-73.956814 40.690747)"
"245764484","2022-05-27T00:00:00.000","17:15:00","BROOKLYN","OUTSIDE","77","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1005440","184756","40.673764","-73.923607","POINT (-73.923607 40.673764)"
"245121729","2022-05-16T00:00:00.000","00:15:00","MANHATTAN","OUTSIDE","7","0","HOUSING","MULTI DWELL - PUBLIC HOUS","N","<18","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","986406","198433","40.711331","-73.992223","POINT (-73.992223 40.711331)"
"242882171","2022-03-30T00:00:00.000","20:49:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK HISPANIC","<18","M","BLACK","1001038","226536","40.78845","-73.939372","POINT (-73.939372 40.78845)"
"244914822","2022-05-11T00:00:00.000","10:33:00","BRONX","OUTSIDE","40","0","DWELLING","MULTI DWELL - APT BUILD","N","18-24","M","BLACK","25-44","M","BLACK HISPANIC","1009346","237071","40.817348","-73.90933","POINT (-73.90933 40.817348)"
"246769431","2022-06-16T00:00:00.000","13:05:00","BROOKLYN","INSIDE","81","0","DWELLING","PVT HOUSE","N","45-64","M","WHITE HISPANIC","45-64","M","BLACK","1002882","192219","40.694256","-73.932807","POINT (-73.932807 40.694256)"
"242158426","2022-03-15T00:00:00.000","20:16:00","BRONX","OUTSIDE","43","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK","25-44","M","BLACK","1020219","239110","40.8229123084767","-73.8700413043181","POINT (-73.8700413043181 40.8229123084767)"
"242393699","2022-03-18T00:00:00.000","18:24:00","BRONX","OUTSIDE","42","0","STREET","(null)","N","18-24","M","WHITE HISPANIC","<18","M","WHITE HISPANIC","1008690","238862","40.8222710411331","-73.911697780277","POINT (-73.911697780277 40.8222710411331)"
"240953545","2022-02-19T00:00:00.000","01:30:00","BROOKLYN","OUTSIDE","94","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","997282","204143","40.7270006940205","-73.9529831112437","POINT (-73.9529831112437 40.7270006940205)"
"239347884","2022-01-18T00:00:00.000","19:21:00","MANHATTAN","OUTSIDE","24","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","F","BLACK","25-44","F","WHITE HISPANIC","993952","229422","40.796382","-73.964958","POINT (-73.964958 40.796382)"
"247200781","2022-06-25T00:00:00.000","15:50:00","QUEENS","OUTSIDE","106","0","VEHICLE","(null)","Y","(null)","(null)","(null)","25-44","M","ASIAN / PACIFIC ISLANDER","1037176","184263","40.672281","-73.809201","POINT (-73.809201 40.672281)"
"244106024","2022-04-24T00:00:00.000","13:30:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","Y","(null)","(null)","(null)","45-64","M","WHITE HISPANIC","1014171","186296","40.677966","-73.892125","POINT (-73.892125 40.677966)"
"242116699","2022-03-15T00:00:00.000","01:06:00","BRONX","OUTSIDE","46","0","STREET","MULTI DWELL - APT BUILD","Y","25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1009397","247739","40.846626","-73.909106","POINT (-73.909106 40.846626)"
"243788459","2022-04-17T00:00:00.000","19:51:00","QUEENS","INSIDE","103","0","HOUSING","(null)","N","(null)","(null)","(null)","<18","M","BLACK","1041197","192977","40.696171","-73.794633","POINT (-73.794633 40.696171)"
"247172991","2022-06-25T00:00:00.000","23:22:00","BROOKLYN","OUTSIDE","81","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","25-44","F","BLACK","1003167","190352","40.689129","-73.931787","POINT (-73.931787 40.689129)"
