"building_id","registration_id","borough","house_number","street_name","postcode","of_dwelling_units","infested_dwelling_unit_count","eradicated_unit_count","re_infested_dwelling_unit","filing_date","filing_period_start_date","filling_period_end_date","latitude","longitude","community_board","city_council_district","census_tract_2010","bin","bbl","nta"
"927117","143991","MANHATTAN","312","WEST 112 STREET","10026","8","0","0","0","2022-06-13T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.801995","-73.957585","10","9","19702","1089839","1018460055","Central Harlem South"
"104324","204820","BRONX","1382","PROSPECT AVENUE","10459","15","0","0","0","2022-06-02T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.831245","-73.896844","3","16","153","2010387","2029710012","Crotona Park East"
"159797","378061","BROOKLYN","931","57 STREET","11219","3","0","0","0","2022-05-18T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.635390","-74.004778","12","38","116","3139953","3056870067","Borough Park"
"360094","348072","BROOKLYN","444","RALPH AVENUE","11233","6","0","0","0","2022-05-30T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.674027","-73.922109","8","41","307","3035972","3013570055","Crown Heights North"
"98825","221080","BRONX","1309","NEEDHAM AVENUE","10469","3","0","0","0","2022-05-15T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.877991","-73.852362","12","12","382","2059948","2047110054","Williamsbridge-Olinville"
"21560","131983","MANHATTAN","19","ESSEX STREET","10002","7","0","0","0","2022-05-23T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.715268","-73.989910","3","1","16","1003814","1002970020","Chinatown"
"71264","220900","BRONX","854","EAST 229 STREET","10466","3","0","0","0","2022-06-05T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.889217","-73.854492","12","12","406","2064050","2048530083","Williamsbridge-Olinville"
"28488","139050","MANHATTAN","169","SUFFOLK STREET","10002","3","0","0","0","2022-06-03T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.721191","-73.984971","3","2","3001","1004338","1003550061","Chinatown"
"375020","320896","BROOKLYN","859","ST MARKS AVENUE","11213","4","0","0","0","2022-06-04T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.674854","-73.943382","8","36","313","3030796","3012220069","Crown Heights North"
"426427","406967","QUEENS","31-62","38 STREET","11103","8","0","0","0","2022-06-06T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.760309","-73.919030","1","22","61","4010477","4006570066","Astoria"
