"_10_digit_bbl","borocode","block","lot","streetnumber","street_address","postcode","dof_square_footage","borough","latitude","longitude","community_board","council_district","census_tract","bin","nta"
"1015647502","1","1564","7502","401","E 84TH ST","10028","107790","MANHATTAN","40.775428","-73.949994","108","5","14401","1073786","Yorkville"
"1015650001","1","1565","1","9","E 38TH ST","10028","193836","MANHATTAN","40.750628","-73.981918","105","4","82","1017229","Murray Hill-Kips Bay"
"1015650009","1","1565","9","505","8TH AVE","10028","86612","MANHATTAN","40.753047","-73.99285","104","3","111","1013575","Hudson Yards-Chelsea-Flatiron-Union Square"
"1015650028","1","1565","28","446","EAST   86 STREET","10028","82430","MANHATTAN","40.776105","-73.94756","108","5","14401","1050542","Yorkville"
"1015650029","1","1565","29","800","CENTRAL BLVD","10028","384646",,,,,,,,
"1015650035","1","1565","35","271","MADISON AVE","10028","205967","MANHATTAN","40.75124","-73.980416","106","4","82","1017589","Murray Hill-Kips Bay"
"1015657501","1","1565","7501","136","GLENWOOD RD","10028","51750",,,,,,,,
"1015660001","1","1566","1","622","3RD AVE","10028","184745","MANHATTAN","40.749581","-73.975324","106","4","80","1089024","Murray Hill-Kips Bay"
"1015660010","1","1566","10","425","E 86TH ST","10028","112332","MANHATTAN","40.77647","-73.948387","108","5","14402","1050548","Yorkville"
"1015660017","1","1566","17","770","LEXINGTON AVE","10028","153347","MANHATTAN","40.763097","-73.967562","108","4","11402","1041920","Upper East Side-Carnegie Hill"
"1015667501","1","1566","7501","675","3RD AVE","10028","174648","MANHATTAN","40.750791","-73.973963","106","4","88","1037549","Turtle Bay-East Midtown"
"1015680001","1","1568","1","640","5TH AVE","10128","227259","MANHATTAN","40.759432","-73.977122","105","4","104","1034516","Midtown-Midtown South"
"1015690010","1","1569","10","417","E 89TH ST","10128","55220","MANHATTAN","40.778517","-73.947251","108","5","152","1050633","Yorkville"
"1015690016","1","1569","16","4","PARK AVE","10128","391194","MANHATTAN","40.746752","-73.981598","105","2","74","1017084","Midtown-Midtown South"
"1015697501","1","1569","7501","9","E 38TH ST","10128","109500","MANHATTAN","40.750628","-73.981918","105","4","82","1017229","Murray Hill-Kips Bay"
"1015697502","1","1569","7502","770","LEXINGTON AVE","10128","196806","MANHATTAN","40.763097","-73.967562","108","4","11402","1041920","Upper East Side-Carnegie Hill"
"1015697503","1","1569","7503","400","EAST   90 STREET","10128","123982","MANHATTAN","40.779286","-73.947175","108","5","152","1087460","Yorkville"
"1015700012","1","1570","12","152","W 57TH ST","10128","50676","MANHATTAN","40.765185","-73.979279","105","4","137","1084455","Midtown-Midtown South"
"1015700021","1","1570","21","1200","UNION TPKE","10128","279945",,,,,,,,
"1015710022","1","1571","22","1200","UNION TPKE","10128","346325",,,,,,,,
"1015710049","1","1571","49",,"PO BOX 1368","10128","194212",,,,,,,,
"1015717501","1","1571","7501","P.O.BOX","130156","10128","124009",,,,,,,,
"1015730020","1","1573","20","250","BROADWAY","10128","386322","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1015730022","1","1573","22","1200","UNION TPKE","10128","347118",,,,,,,,
"1015760001","1","1576","1","201","E 42ND ST","10075","215732","MANHATTAN","40.750714","-73.974295","106","4","88","1037549","Turtle Bay-East Midtown"
"1015760005","1","1576","5","1133","BROADWAY","10075","260000","MANHATTAN","40.743523","-73.989073","105","3","58","1015625","Hudson Yards-Chelsea-Flatiron-Union Square"
"1015760014","1","1576","14","201","E 42ND ST","10075","232400","MANHATTAN","40.750714","-73.974295","106","4","88","1037549","Turtle Bay-East Midtown"
"1015760023","1","1576","23","2","EAST END AVENUE","10075","147991","MANHATTAN","40.7705","-73.948009","108","5","136","1050767","Yorkville"
"1015760027","1","1576","27","18","E 64TH ST","10075","230473","MANHATTAN","40.767014","-73.969856","108","4","122","1041050","Upper East Side-Carnegie Hill"
"1015760037","1","1576","37",,"PO BOX 20605","10075","62767",,,,,,,,
"1015767501","1","1576","7501","770","LEXINGTON AVE","10075","91800","MANHATTAN","40.763097","-73.967562","108","4","11402","1041920","Upper East Side-Carnegie Hill"
"1015770001","1","1577","1","1200","UNION TPKE","10028","281902",,,,,,,,
"1015770008","1","1577","8","235","PARK AVE S","10075","154780","MANHATTAN","40.737813","-73.988103","105","2","50","1017906","Gramercy"
"1015770027","1","1577","27","98","CUTTERMILL RD","10028","109723",,,,,,,,
"1015777501","1","1577","7501","1116","BEVERLY RD","10028","111108",,,,,,,,
"1015777502","1","1577","7502","770","LEXINGTON AVE","10075","152729","MANHATTAN","40.763097","-73.967562","108","4","11402","1041920","Upper East Side-Carnegie Hill"
"1015780001","1","1578","1","1540","YORK AVENUE","10028","309204","MANHATTAN","40.772996","-73.949252","108","5","136","1051129","Yorkville"
"1015787501","1","1578","7501","352","PARK AVE S","10028","121052","MANHATTAN","40.74176","-73.98523","105","2","56","1016745","Hudson Yards-Chelsea-Flatiron-Union Square"
"1015790015","1","1579","15","525","E 82ND ST","10028","94727","MANHATTAN","40.773031","-73.948248","108","5","136","1051163","Yorkville"
"1015790023","1","1579","23","60","E END AVE","10028","345242","MANHATTAN","40.772501","-73.946559","108","5","136","1051164","Yorkville"
"1015790049","1","1579","49","260","MADISON AVE","10028","255420","MANHATTAN","40.750707","-73.980828","105","4","82","1017230","Murray Hill-Kips Bay"
"1015800023","1","1580","23","205","E 42ND ST","10028","182000","MANHATTAN","40.750643","-73.974126","106","4","88","1037550","Turtle Bay-East Midtown"
"1015807501","1","1580","7501","90","EAST END AVENUE","10028","127680","MANHATTAN","40.773401","-73.945901","108","5","136","1082303","Yorkville"
"1015810023","1","1581","23","100","E END AVE","10028","130918","MANHATTAN","40.773763","-73.945634","108","5","14401","1081314","Yorkville"
"1015810030","1","1581","30","276","RIVERSIDE DR","10028","150754","MANHATTAN","40.79839","-73.972955","107","6","187","1057094","Upper West Side"
"1015810045","1","1581","45","780","3RD AVE","10028","77768","MANHATTAN","40.754757","-73.971554","106","4","92","1036228","Turtle Bay-East Midtown"
"1015810049","1","1581","49","1200","UNION TPKE","10028","241983",,,,,,,,
"1015820005","1","1582","5","1740","BROADWAY","10028","81215","MANHATTAN","40.765098","-73.982095","105","4","137","1024877","Midtown-Midtown South"
"1015820023","1","1582","23","201","E 42ND ST","10028","211270","MANHATTAN","40.750714","-73.974295","106","4","88","1037549","Turtle Bay-East Midtown"
"1015820030","1","1582","30","130","EAST END AVENUE","10028","94409","MANHATTAN","40.774698","-73.944951","108","5","14401","1051246","Yorkville"
"1015820031","1","1582","31","345","PARK AVE","10028","74396","MANHATTAN","40.758171","-73.973246","105","4","100","1036460","Turtle Bay-East Midtown"
"1015820034","1","1582","34","18","E 64TH ST","10028","120835","MANHATTAN","40.767014","-73.969856","108","4","122","1041050","Upper East Side-Carnegie Hill"
"1015820040","1","1582","40","520","E 86TH ST","10028","114640","MANHATTAN","40.775558","-73.946264","108","5","14401","1051249","Yorkville"
"1015820046","1","1582","46","415","MADISON AVE","10028","123333","MANHATTAN","40.756808","-73.976343","105","4","94","1035439","Midtown-Midtown South"
"1015830012","1","1583","12","201","E 42ND ST","10028","223473","MANHATTAN","40.750714","-73.974295","106","4","88","1037549","Turtle Bay-East Midtown"
"1015830015","1","1583","15","201","E 42ND ST","10028","320600","MANHATTAN","40.750714","-73.974295","106","4","88","1037549","Turtle Bay-East Midtown"
"1015830050","1","1583","50","1654","YORK AVENUE","10028","121501","MANHATTAN","40.776483","-73.946704","108","5","14402","1051311","Yorkville"
"1015840001","1","1584","1","9","W 57TH ST","10128","202322","MANHATTAN","40.763255","-73.974633","105","4","11201","1035071","Midtown-Midtown South"
"2030060067","2","3006","67","15","W 39TH ST","10459","88511",,,,,,,,
"1015847501","1","1584","7501","170","EAST END AVENUE","10128","300000","MANHATTAN","40.776035","-73.943978","108","5","14402","1087742","Yorkville"
"1015850001","1","1585","1","150","E 58TH ST","10128","67425","MANHATTAN","40.761398","-73.968183","106","4","11203","1036915","Turtle Bay-East Midtown"
"1015850023","1","1585","23","211","E 46TH ST","10128","416668","MANHATTAN","40.753118","-73.972085","106","4","90","1037599","Turtle Bay-East Midtown"
"1015860001","1","1586","1","370","7TH AVE","10128","135098","MANHATTAN","40.74879","-73.992244","105","3","101","1014343","Midtown-Midtown South"
"1015860005","1","1586","5","515","EAST   89 STREET","10128","71000","MANHATTAN","40.777586","-73.945042","108","5","152","1051369","Yorkville"
"1015860021","1","1586","21","18","E 64TH ST","10128","254928","MANHATTAN","40.767014","-73.969856","108","4","122","1041050","Upper East Side-Carnegie Hill"
"1015860035","1","1586","35","530","EAST   90 STREET","10128","71000","MANHATTAN","40.778118","-73.944406","108","5","152","1051372","Yorkville"
"1015860043","1","1586","43","504","EAST   90 STREET","10128","71000","MANHATTAN","40.778302","-73.944843","108","5","152","1051373","Yorkville"
"1015890002","1","1589","2","770","LEXINGTON AVE","10075","115835","MANHATTAN","40.763097","-73.967562","108","4","11402","1041920","Upper East Side-Carnegie Hill"
"1015890019","1","1589","19","25","EAST END AVENUE","10028","89264","MANHATTAN","40.771318","-73.947394","108","5","136","1051377","Yorkville"
"1015890023","1","1589","23","9","E 38TH ST","10028","89400","MANHATTAN","40.750628","-73.981918","105","4","82","1017229","Murray Hill-Kips Bay"
"1015890034","1","1589","34","45","EAST END AVENUE","10028","195000","MANHATTAN","40.771938","-73.946942","108","5","136","1051379","Yorkville"
"1015890041","1","1589","41","307","7TH AVE","10028","210000","MANHATTAN","40.746869","-73.993616","105","3","95","1015061","Midtown-Midtown South"
"1015900007","1","1590","7","415","MADISON AVE","10028","222200","MANHATTAN","40.756808","-73.976343","105","4","94","1035439","Midtown-Midtown South"
"1015900008","1","1590","8","1740","BROADWAY","10028","296940","MANHATTAN","40.765098","-73.982095","105","4","137","1024877","Midtown-Midtown South"
"1015900019","1","1590","19","610","E 83RD ST","10028","117180","MANHATTAN","40.772879","-73.945963","108","5","136","1051383","Yorkville"
"1015900030","1","1590","30","200","MADISON AVE","10028","230940","MANHATTAN","40.748528","-73.982413","105","4","82","1017122","Murray Hill-Kips Bay"
"1015900036","1","1590","36","85","E END AVE","10028","169386","MANHATTAN","40.773195","-73.946028","108","5","136","1051386","Yorkville"
"1015900042","1","1590","42","1","GRACIE SQ","10028","53736","MANHATTAN","40.773538","-73.945558","108","5","136","1051388","Yorkville"
"1015900044","1","1590","44","770","LEXINGTON AVE","10028","87869","MANHATTAN","40.763097","-73.967562","108","4","11402","1041920","Upper East Side-Carnegie Hill"
"1015940002","1","1594","2","55","CENTRAL PARK NORTH","10026","56643","MANHATTAN","40.797834","-73.951465","110","9","186","1051391","Central Harlem South"
"1015940007","1","1594","7","270","W 123RD ST","10026","53136","MANHATTAN","40.808448","-73.951158","110","9","222","1058592","Central Harlem South"
"1015940017","1","1594","17","693","3RD AVE","10026","69645","MANHATTAN","40.751793","-73.973689","106","4","88","1037555","Turtle Bay-East Midtown"
"1015940042","1","1594","42","8","WEST  111 STREET","10026","50536","MANHATTAN","40.797732","-73.949399","110","9","186","1078798","Central Harlem South"
"1015950001","1","1595","1","15","W 39TH ST","10026","142639","MANHATTAN","40.751923","-73.983073","105","4","84","1016044","Midtown-Midtown South"
"1015950031","1","1595","31","1330","5 AVENUE","10026","113070","MANHATTAN","40.797811","-73.948558","110","9","186","1084511","Central Harlem South"
"1015960001","1","1596","1","250","BROADWAY","10026","599600","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1015997501","1","1599","7501","1400","5 AVENUE","10026","214870","MANHATTAN","40.800159","-73.94684","110","9","190","1086518","Central Harlem South"
"1015997502","1","1599","7502","40","WEST  116 STREET","10026","484897","MANHATTAN","40.801283","-73.947945","110","9","190","1087782","Central Harlem South"
"1016000021","1","1600","21","5","WEST  116 STREET","10026","106008","MANHATTAN","40.800818","-73.946804","110","9","190","1051430","Central Harlem South"
"1016007501","1","1600","7501","130","LENOX AVENUE","10026","376441","MANHATTAN","40.802359","-73.949425","110","9","190","1085936","Central Harlem South"
"1016010027","1","1601","27","174","E 104TH ST","10026","162530","MANHATTAN","40.790536","-73.94631","111","8","166","1051932","East Harlem South"
"1016020001","1","1602","1","415","MADISON AVE","10128","163969","MANHATTAN","40.756808","-73.976343","105","4","94","1035439","Midtown-Midtown South"
"1016020009","1","1602","9","1740","BROADWAY","10128","73125","MANHATTAN","40.765098","-73.982095","105","4","137","1024877","Midtown-Midtown South"
"1016020013","1","1602","13","1740","BROADWAY","10128","85290","MANHATTAN","40.765098","-73.982095","105","4","137","1024877","Midtown-Midtown South"
"1016020020","1","1602","20","10915","14TH AVE","10029","141058",,,,,,,,
"1016020060","1","1602","60","675","3RD AVE","10029","121369","MANHATTAN","40.750791","-73.973963","106","4","88","1037549","Turtle Bay-East Midtown"
"1016020069","1","1602","69","1158","5 AVENUE","10029","157824","MANHATTAN","40.788352","-73.954993","111","4","16002","1051458","East Harlem South"
"1016027501","1","1602","7501","65","EAST   96 STREET","10128","112700","MANHATTAN","40.78685","-73.953243","111","4","16002","1051446","East Harlem South"
"1016030001","1","1603","1","524","NORTH AVE","10029","88349",,,,,,,,
"1016030039","1","1603","39","42","EAST   98 STREET","10029","240000","MANHATTAN","40.788417","-73.952956","111","4","16002","1051470","East Harlem South"
"1016030060","1","1603","60","1","UNION SQ W","10029","52000","MANHATTAN","40.735319","-73.99165","105","2","52","1016063","Hudson Yards-Chelsea-Flatiron-Union Square"
"1016030063","1","1603","63","4","E 98TH ST","10029","58306","MANHATTAN","40.789071","-73.954516","111","4","16002","1051479","East Harlem South"
"1016030069","1","1603","69","770","LEXINGTON AVE","10029","155979","MANHATTAN","40.763097","-73.967562","108","4","11402","1041920","Upper East Side-Carnegie Hill"
"1016040001","1","1604","1","1170","5 AVENUE","10029","153064","MANHATTAN","40.789156","-73.954433","111","8","168","1051482","East Harlem South"
"1016040006","1","1604","6","1","GUSTAVE L LEVY PL","10029","2215000","MANHATTAN","40.790443","-73.953793","111","8","168","1083923","East Harlem South"
"1016040013","1","1604","13","1","GUSTAVE L LEVY PL","10029","59918","MANHATTAN","40.790443","-73.953793","111","8","168","1083923","East Harlem South"
"1016040023","1","1604","23","1","GUSTAVE L LEVY PL","10029","914600","MANHATTAN","40.790443","-73.953793","111","8","168","1083923","East Harlem South"
"1016050024","1","1605","24","250","BROADWAY","10029","484479","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016070003","1","1607","3","3","EAST  101 STREET","10029","64000","MANHATTAN","40.790973","-73.953146","111","8","168","1051487","East Harlem South"
"1016077501","1","1607","7501","1200","5TH AVE","10029","122755","MANHATTAN","40.791138","-73.953388","111","8","168","1051486","East Harlem South"
"1016077502","1","1607","7502","1212","5 AVENUE","10029","123753","MANHATTAN","40.791505","-73.95312","111","8","168","1051490","East Harlem South"
"1016080001","1","1608","1","770","LEXINGTON AVE","10029","124081","MANHATTAN","40.763097","-73.967562","108","4","11402","1041920","Upper East Side-Carnegie Hill"
"1016080005","1","1608","5","1","GUSTAVE L LEVY PL","10029","160915","MANHATTAN","40.790443","-73.953793","111","8","168","1083923","East Harlem South"
"1016080023","1","1608","23","250","BROADWAY","10029","310551","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016080069","1","1608","69","1216","5TH AVE","10029","98099","MANHATTAN","40.792101","-73.952174","111","8","168","1051496","East Harlem South"
"1016100023","1","1610","23","250","BROADWAY","10029","405000","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016110001","1","1611","1","5","AVE & 106 ST","10029","488783",,,,,,,,
"1016110015","1","1611","15","1249","5TH AVE","10029","85182","MANHATTAN","40.794181","-73.951175","111","8","168","1051513","East Harlem South"
"1016120001","1","1612","1","60","E 42ND ST","10029","532700","MANHATTAN","40.752532","-73.978662","105","4","82","1035335","Murray Hill-Kips Bay"
"1016130006","1","1613","6","15","W 39TH STREET, 7TH F","10029","245000","MANHATTAN","40.751923","-73.983073","105","4","84","1016044","Midtown-Midtown South"
"1016130023","1","1613","23","250","BROADWAY","10029","170612","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016130070","1","1613","70","1261","5TH AVE","10029","130000","MANHATTAN","40.795237","-73.950409","111","9","17401","1085970","East Harlem South"
"1016137501","1","1613","7501","415","MADISON AVE","10029","79832","MANHATTAN","40.756808","-73.976343","105","4","94","1035439","Midtown-Midtown South"
"1016140001","1","1614","1","1270","5 AVENUE","10029","212000","MANHATTAN","40.795745","-73.950029","111","9","17401","1051578","East Harlem South"
"1016140069","1","1614","69","888","7TH AVE","10029","56670","MANHATTAN","40.765015","-73.980416","105","4","137","1024895","Midtown-Midtown South"
"1016150014","1","1615","14","1632","MADISON AVENUE","10029","59280","MANHATTAN","40.795585","-73.948065","111","9","17401","1051601","East Harlem South"
"1016150023","1","1615","23","250","BROADWAY","10029","312560","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016150060","1","1615","60","174","EAST 104TH STREET GROUND FL","10029","57512","MANHATTAN","40.790536","-73.94631","111","8","166","1051932","East Harlem South"
"1016157501","1","1615","7501","1280","5 AVENUE","10029","243228","MANHATTAN","40.796304","-73.949614","111","9","17401","1089046","East Harlem South"
"1016160001","1","1616","1","1307","5 AVENUE","10029","680000","MANHATTAN","40.797287","-73.948916","111","9","17402","1078884","East Harlem South"
"1016170001","1","1617","1","1321","5 AVENUE","10029","102811","MANHATTAN","40.797577","-73.948706","111","9","17402","1086046","East Harlem South"
"1016170007","1","1617","7","15","W 39TH ST","10029","130000","MANHATTAN","40.751923","-73.983073","105","4","84","1016044","Midtown-Midtown South"
"1016200023","1","1620","23","250","BROADWAY","10029","662000","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016217501","1","1621","7501","1405","5 AVENUE","10029","103600","MANHATTAN","40.800187","-73.946797","111","9","184","1088766","East Harlem North"
"1016217502","1","1621","7502","23","E 115TH ST","10029","72801","MANHATTAN","40.799415","-73.945645","111","9","184","1074184","East Harlem North"
"1016220005","1","1622","5","200","W 57TH ST","10029","75840","MANHATTAN","40.765628","-73.980315","105","4","137","1024896","Midtown-Midtown South"
"1016220017","1","1622","17","250","BROADWAY","10035","122000","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016220020","1","1622","20","1","N MACQUESTEN PKWY","10029","96446",,,,,,,,
"1016220037","1","1622","37","1","N MACQUESTEN PKWY","10035","70300",,,,,,,,
"1016220043","1","1622","43","62","EAST  117 STREET","10035","63882","MANHATTAN","40.800397","-73.943748","111","8","184","1086216","East Harlem North"
"1016220073","1","1622","73","413","E 120TH ST","10035","53681","MANHATTAN","40.798371","-73.932987","111","8","192","1054888","East Harlem North"
"1016237501","1","1623","7501","1787","MADISON AVENUE","10035","123475","MANHATTAN","40.800833","-73.944218","111","9","184","1086215","East Harlem North"
"1016240001","1","1624","1","1249","PARK AVE","10128","212482","MANHATTAN","40.78696","-73.952239","111","5","15802","1051717","East Harlem South"
"1016240015","1","1624","15","1490","LEXINGTON AVE","10029","186100","MANHATTAN","40.78604","-73.950813","111","5","15802","1086030","East Harlem South"
"1016240033","1","1624","33","1710","3 AVENUE","10029","509090","MANHATTAN","40.785301","-73.949268","111","5","15802","1082901","East Harlem South"
"1016240045","1","1624","45","1500","LEXINGTON AVE","10029","133370","MANHATTAN","40.786377","-73.950567","111","5","15802","1086030","East Harlem South"
"2030060084","2","3006","84","15","W 39TH ST","10459","98190",,,,,,,,
"1016240069","1","1624","69","1249","PARK AVE","10029","126605","MANHATTAN","40.78696","-73.952239","111","5","15802","1051717","East Harlem South"
"1016250016","1","1625","16","1500","LEXINGTON AVE","10029","303547","MANHATTAN","40.786377","-73.950567","111","5","15802","1086030","East Harlem South"
"1016250033","1","1625","33","512","7TH AVE","10029","247615","MANHATTAN","40.753283","-73.98897","105","3","109","1014460","Midtown-Midtown South"
"1016260001","1","1626","1","250","BROADWAY","10029","193950","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016260021","1","1626","21","250","BROADWAY","10029","200300","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016280037","1","1628","37","527","3 AVENUE","10029","84206","MANHATTAN","40.746535","-73.97752","106","4","78","1020178","Murray Hill-Kips Bay"
"1016290020","1","1629","20","1595","LEXINGTON AVENUE","10029","54777","MANHATTAN","40.789291","-73.94842","111","8","166","1085680","East Harlem South"
"1016300041","1","1630","41","1085","E 12TH ST","10029","65019",,,,,,,,
"1016320001","1","1632","1","250","BROADWAY","10029","124100","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016330020","1","1633","20","50","WEBSTER AVE","10029","70837",,,,,,,,
"1016350017","1","1635","17","405","PARK AVE","10029","108000","MANHATTAN","40.759826","-73.972036","105","4","100","1036476","Turtle Bay-East Midtown"
"1016360001","1","1636","1","1481","PARK AVENUE","10029","257548","MANHATTAN","40.79425","-73.946925","111","8","172",,"East Harlem South"
"1016370001","1","1637","1","250","BROADWAY","10029","267988","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016370028","1","1637","28","174","E 104TH ST","10029","59400","MANHATTAN","40.790536","-73.94631","111","8","166","1051932","East Harlem South"
"1016380001","1","1638","1","8714","116TH ST","10029","71856",,,,,,,,
"1016380008","1","1638","8","5401","254TH ST","10029","60720",,,,,,,,
"1016387501","1","1638","7501","161","EAST  110 STREET","10029","85511","MANHATTAN","40.794509","-73.943685","111","8","172","1087779","East Harlem South"
"1016400021","1","1640","21","250","BROADWAY","10029","502522","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016440059","1","1644","59","136","EAST  117 STREET","10035","55725","MANHATTAN","40.799498","-73.941615","111","8","182","1052315","East Harlem North"
"1016467502","1","1646","7502","215","EAST   96 STREET","10128","490807","MANHATTAN","40.784795","-73.948369","111","5","15602","1086570","East Harlem South"
"1016470001","1","1647","1","250","BROADWAY","10029","395000","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016490001","1","1649","1","250","BROADWAY","10029","575000","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016490009","1","1649","9","52","CHAMBERS ST","10029","77000","MANHATTAN","40.713814","-74.00557","101","1","31","1079146","SoHo-TriBeCa-Civic Center-Little Italy"
"1016540011","1","1654","11","250","BROADWAY","10029","180319","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016550015","1","1655","15","3092","HULL AVE","10029","52520",,,,,,,,
"1016620001","1","1662","1","250","BROADWAY","10029","557872","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016620016","1","1662","16","250","BROADWAY","10029","95284","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016710031","1","1671","31","326","EAST  100 STREET","10029","84180","MANHATTAN","40.786226","-73.943869","111","8","164","1082387","East Harlem South"
"1016710039","1","1671","39","250","BROADWAY","10029","112171","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016720001","1","1672","1","15","W 39TH ST","10029","93939","MANHATTAN","40.751923","-73.983073","105","4","84","1016044","Midtown-Midtown South"
"1016720017","1","1672","17","5420","13TH AVE","10029","250090",,,,,,,,
"1016730006","1","1673","6","250","BROADWAY","10029","286777","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016737501","1","1673","7501","325","EAST  101 STREET","10029","51774","MANHATTAN","40.787181","-73.944132","111","8","164","1052654","East Harlem South"
"1016740010","1","1674","10","250","BROADWAY","10029","294167","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016747501","1","1674","7501","1200","UNION TPKE","10029","424623",,,,,,,,
"1016760011","1","1676","11","325","E 104TH ST","10029","101375","MANHATTAN","40.788997","-73.942628","111","8","170","1052712","East Harlem South"
"1016770014","1","1677","14","177","E 104TH ST","10029","82500","MANHATTAN","40.790476","-73.946126","111","8","166","1051963","East Harlem South"
"1016780001","1","1678","1","2086","2ND AVE","10029","992000","MANHATTAN","40.791363","-73.941885","111","8","170","1081081","East Harlem South"
"1016830013","1","1683","13","10","ST & AVE A","10029","56646",,,,,,,,
"1016830018","1","1683","18","250","BROADWAY","10029","54971","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016840001","1","1684","1","250","BROADWAY","10029","733050","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016910001","1","1691","1","125","WORTH ST","10029","103950","MANHATTAN","40.715428","-74.002673","101","1","31","1001831","SoHo-TriBeCa-Civic Center-Little Italy"
"1016940003","1","1694","3","455","EAST  102 STREET","10029","175885","MANHATTAN","40.786238","-73.939958","111","8","162","1083942","East Harlem South"
"1016940005","1","1694","5","1962","1 AVENUE","10029","412985","MANHATTAN","40.786516","-73.942305","111","8","162","1083931","East Harlem South"
"2030070036","2","3007","36","250","BROADWAY","10459","86796",,,,,,,,
"1016940007","1","1694","7","1940","1 AVENUE","10029","412985","MANHATTAN","40.786071","-73.942634","111","8","162","1083932","East Harlem South"
"1016960001","1","1696","1","250","BROADWAY","10029","810774","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1016990001","1","1699","1","250","BROADWAY","10029","448226","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1017040001","1","1704","1","2138","1 AVENUE","10029","257400","MANHATTAN","40.792278","-73.938114","111","8","162","1081440","East Harlem South"
"1017090016","1","1709","16","448","E 116TH ST","10029","334463","MANHATTAN","40.795325","-73.933821","111","8","178","1081444","East Harlem North"
"1017100012","1","1710","12","8714","116TH ST","10029","51003",,,,,,,,
"1017110033","1","1711","33","434","E 118TH ST","10035","70210","MANHATTAN","40.796928","-73.933574","111","8","178","1079411","East Harlem North"
"1017150022","1","1715","22","517","EAST  116 STREET","10029","617062","MANHATTAN","40.794693","-73.932279","111","8","178","1081374","East Harlem North"
"1017160008","1","1716","8","300","ROBBINS LN","10035","507265",,,,,,,,
"1017170033","1","1717","33","1200","ZEREGA AVE","10035","79352",,,,,,,,
"1017170069","1","1717","69","8714","116TH ST","10026","68750",,,,,,,,
"1017180037","1","1718","37","2","WEST  120 STREET","10027","77093","MANHATTAN","40.803323","-73.944851","110","9","200","1053262","Central Harlem South"
"1017210056","1","1721","56","270","W 123RD ST","10027","50500","MANHATTAN","40.808448","-73.951158","110","9","222","1058592","Central Harlem South"
"1017220007","1","1722","7","63","W 124TH ST","10027","52074","MANHATTAN","40.806677","-73.94496","110","9","200","1086521","Central Harlem South"
"1017260069","1","1726","69","1946","CONEY ISLAND AVE","10027","62244",,,,,,,,
"1017277501","1","1727","7501","380","LENOX AVENUE","10027","152983","MANHATTAN","40.810379","-73.94357","110","9","208","1081375","Central Harlem North-Polo Grounds"
