"unique_key","account","opendate","complaint_type","descriptor","zip","borough","city","council_dist","community_board","closedate"
"NYCC06533508","NYCC06","2022-09-06T00:00:00.000","Transportation","Bicycles","10025","Manhattan","New York","NYCC06","07 Manhattan","2022-09-06T00:00:00.000"
"NYCC48530231","NYCC48","2022-09-06T00:00:00.000",,,"11230","Brooklyn","Brooklyn","NYCC48","14 Brooklyn",
"NYCC08508679","NYCC08","2022-09-06T00:00:00.000",,,"10029","Manhattan","New York","NYCC08","11 Manhattan",
"NYCC23519170","NYCC23","2022-09-06T00:00:00.000","Sanitation","Dirty Sidewalk",,,,," ","2022-09-12T00:00:00.000"
"NYCC46514617","NYCC46","2022-09-06T00:00:00.000","Immigration","U.S. Citizenship","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-06T00:00:00.000"
"NYCC50535964","NYCC50","2022-09-06T00:00:00.000","Sanitation","Missed Collection","10305","Staten Island","Staten Island","NYCC49","01 Staten Island",
"NYCC33504862","NYCC33","2022-09-06T00:00:00.000","Parks",,"11211","Brooklyn","Brooklyn","NYCC33","01 Brooklyn",
"NYCC22505497","NYCC22","2022-09-06T00:00:00.000","Parks",,"11105","Queens","Astoria","NYCC22","01 Queens",
"NYCC48530223","NYCC48","2022-09-06T00:00:00.000","Parks","Park Maintenance","11235","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-09-06T00:00:00.000"
"NYCC27504275","NYCC27","2022-09-06T00:00:00.000",,,"11411","Queens","Cambria Heights","NYCC27","13 Queens",
"NYCC23519166","NYCC23","2022-09-06T00:00:00.000","Health","INSECTS","11426","Queens","Bellerose","NYCC23","13 Queens",
"NYCC46514621","NYCC46","2022-09-06T00:00:00.000","Immigration","Literary Services for Immigrants","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn",
"NYCC06533504","NYCC06","2022-09-06T00:00:00.000","Aging","Senior Centers","10023","Manhattan","New York","NYCC06","07 Manhattan","2022-09-07T00:00:00.000"
"NYCC48530224","NYCC48","2022-09-06T00:00:00.000","Housing and Buildings","Bed Bugs","11235","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-09-12T00:00:00.000"
"NYCC27504278","NYCC27","2022-09-06T00:00:00.000","Housing and Buildings","Construction General","11412","Queens","Saint Albans","NYCC27","12 Queens",
"NYCC13509781","NYCC13","2022-09-06T00:00:00.000","Education","Pre-K","10465","Bronx","Bronx","NYCC13","10 Bronx","2022-09-06T00:00:00.000"
"NYCC03555305","NYCC03","2022-09-06T00:00:00.000","Housing and Buildings","Landlord/Managing Agent Issues","10001","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC50535965","NYCC50","2022-09-06T00:00:00.000","Environment","Catch Basins","10314","Staten Island","Staten Island","NYCC50","01 Staten Island",
"NYCC27504276","NYCC27","2022-09-06T00:00:00.000","Housing and Buildings","Section 8","11412","Queens","Saint Albans","NYCC27","12 Queens",
"NYCC46514618","NYCC46","2022-09-06T00:00:00.000",,,"11234","Brooklyn","Brooklyn","NYCC45","18 Brooklyn",
"NYCC46514615","NYCC46","2022-09-06T00:00:00.000","Transportation","Traffic Signals","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn",
"NYCC38511566","NYCC38","2022-09-06T00:00:00.000","Legal Services","Immigration","11220","Brooklyn","Brooklyn","NYCC38","07 Brooklyn",
"NYCC03555303","NYCC03","2022-09-06T00:00:00.000","Transportation","Carriage Horses","10036","Manhattan","New York","NYCC03","04 Manhattan","2022-09-06T00:00:00.000"
"NYCC46514613","NYCC46","2022-09-06T00:00:00.000","Public Safety","Abandoned Vehicle","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn",
"NYCC46514620","NYCC46","2022-09-06T00:00:00.000","Transportation","Access-A-Ride",,,"Brooklyn",," ","2022-09-07T00:00:00.000"
"NYCC46514614","NYCC46","2022-09-06T00:00:00.000","Quality of Life","Noise - Residential","11234",,"Brooklyn",," ","2022-09-09T00:00:00.000"
"NYCC46514619","NYCC46","2022-09-06T00:00:00.000","Health","Birth Certificates","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn",
"NYCC06533503","NYCC06","2022-09-06T00:00:00.000","Governmental Operations","DMV","10025","Manhattan","New York","NYCC06","07 Manhattan","2022-09-06T00:00:00.000"
"NYCC43510051","NYCC43","2022-09-06T00:00:00.000","Parks","Tree Planting/Pruning",,,,," ",
"NYCC43510052","NYCC43","2022-09-06T00:00:00.000","Parks","Dead Tree Removal","11209","Brooklyn","Brooklyn","NYCC43","10 Brooklyn","2022-09-06T00:00:00.000"
"NYCC50535966","NYCC50","2022-09-06T00:00:00.000","Public Safety","Community Policing","10314","Staten Island","Staten Island","NYCC50","02 Staten Island","2022-09-07T00:00:00.000"
"NYCC43510054","NYCC43","2022-09-06T00:00:00.000","General Welfare","Food Stamps","11209","Brooklyn","Brooklyn","NYCC43","10 Brooklyn","2022-09-09T00:00:00.000"
"NYCC27504277","NYCC27","2022-09-06T00:00:00.000","Housing and Buildings","Repair Assistance","11433","Queens","Jamaica","NYCC27","12 Queens",
"NYCC23519167","NYCC23","2022-09-06T00:00:00.000","Parks","Playground/Park Hours","11364","Queens","Oakland Gardens","NYCC23","11 Queens",
"NYCC48530225","NYCC48","2022-09-06T00:00:00.000","Utilities","Con Edison","11235","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-09-06T00:00:00.000"
"NYCC10511060","NYCC10","2022-09-06T00:00:00.000","Housing and Buildings","NYCHA New Application","10040","Manhattan","New York","NYCC10","12 Manhattan","2022-09-06T00:00:00.000"
"NYCC03555300","NYCC03","2022-09-06T00:00:00.000","Governmental Operations","Volunteer","10011","Manhattan","New York","NYCC03","02 Manhattan","2022-09-06T00:00:00.000"
"NYCC03555301","NYCC03","2022-09-06T00:00:00.000","Transportation","Driving Instructor","10025","Manhattan","New York","NYCC06","07 Manhattan","2022-09-06T00:00:00.000"
"NYCC02530439","NYCC02","2022-09-06T00:00:00.000","Transportation","Bicycles","10003","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC03555306","NYCC03","2022-09-06T00:00:00.000","Public Safety","Loitering","10036","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC48530226","NYCC48","2022-09-06T00:00:00.000","Utilities","Lifeline","11229","Brooklyn","Brooklyn","NYCC46","15 Brooklyn","2022-09-06T00:00:00.000"
"NYCC32502719","NYCC32","2022-09-06T00:00:00.000","Transportation",,"11694","Queens","Rockaway Park","NYCC32","14 Queens",
"NYCC35504919","NYCC35","2022-09-06T00:00:00.000","Housing and Buildings",,"11385","Queens","Ridgewood","NYCC30","05 Queens",
"NYCC06533500","NYCC06","2022-09-06T00:00:00.000","Housing and Buildings","Eviction","10024","Manhattan","New York","NYCC06","07 Manhattan","2022-09-06T00:00:00.000"
"NYCC09503683","NYCC09","2022-09-06T00:00:00.000","Aging",,"10029","Manhattan","New York","NYCC09","11 Manhattan",
"NYCC10511057","NYCC10","2022-09-06T00:00:00.000","Housing and Buildings","Rent Reductions","10040","Manhattan","New York","NYCC10","12 Manhattan","2022-09-06T00:00:00.000"
"NYCC38511565","NYCC38","2022-09-06T00:00:00.000","General Welfare","Food Stamps",,,,," ","2022-09-06T00:00:00.000"
"NYCC02530440","NYCC02","2022-09-06T00:00:00.000","Transportation","Bicycles","10010","Manhattan","New York","NYCC02","06 Manhattan","2022-09-08T00:00:00.000"
"NYCC08508671","NYCC08","2022-09-06T00:00:00.000","General Welfare","Medicaid",,"Manhattan","New York",,,"2022-09-06T00:00:00.000"
"NYCC47507872","NYCC47","2022-09-06T00:00:00.000","Environment","Noise Level Measuring Request","11224",,"Brooklyn",," ","2022-09-06T00:00:00.000"
"NYCC38511564","NYCC38","2022-09-06T00:00:00.000","General Welfare","Public Assistance",,,,," ","2022-09-06T00:00:00.000"
"NYCC50535967","NYCC50","2022-09-06T00:00:00.000","Parks","Tree Planting/Pruning","10306","Staten Island","Staten Island","NYCC50","02 Staten Island",
"NYCC02530435","NYCC02","2022-09-06T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC02530441","NYCC02","2022-09-06T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10009","Manhattan","New York","NYCC02","03 Manhattan","2022-09-09T00:00:00.000"
"NYCC14511296","NYCC14","2022-09-06T00:00:00.000","Housing and Buildings","Landlord/Managing Agent Issues","10458","Bronx","Bronx","NYCC15","05 Bronx","2022-09-06T00:00:00.000"
"NYCC23519168","NYCC23","2022-09-06T00:00:00.000",,,"11423",,"Queens Village",," ",
"NYCC06533506","NYCC06","2022-09-06T00:00:00.000","Environment",,,,,," ",
"NYCC02530442","NYCC02","2022-09-06T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10009","Manhattan","New York","NYCC02","03 Manhattan","2022-09-12T00:00:00.000"
"NYCC06533501","NYCC06","2022-09-06T00:00:00.000","Utilities","Con Edison","10024","Manhattan","New York","NYCC06","07 Manhattan","2022-09-06T00:00:00.000"
"NYCC50535963","NYCC50","2022-09-06T00:00:00.000","Transportation","Pot Holes","10314","Staten Island","Staten Island","NYCC50","02 Staten Island","2022-09-12T00:00:00.000"
"NYCC31504634","NYCC31","2022-09-06T00:00:00.000","Public Safety",,"11691","Queens","Far Rockaway","NYCC31","14 Queens",
"NYCC39513500","NYCC39","2022-09-06T00:00:00.000","Housing and Buildings",,"11215","Brooklyn","Brooklyn","NYCC39","06 Brooklyn",
"NYCC31504633","NYCC31","2022-09-06T00:00:00.000","Economy/Jobs",,"11413","Queens","Springfield Gardens","NYCC31","13 Queens",
"NYCC31504632","NYCC31","2022-09-06T00:00:00.000","Public Safety",,"11691","Queens","Far Rockaway","NYCC31","14 Queens",
"NYCC48530237","NYCC48","2022-09-06T00:00:00.000","Public Safety","Illegal Parking",,,,," ",
"NYCC31504635","NYCC31","2022-09-06T00:00:00.000","Public Safety",,"11691","Queens","Far Rockaway","NYCC31","14 Queens",
"NYCC48530238","NYCC48","2022-09-06T00:00:00.000","Parks","Tree Sidewalk Prog","11210","Brooklyn","Brooklyn","NYCC48","14 Brooklyn",
"NYCC08508675","NYCC08","2022-09-06T00:00:00.000","General Welfare","Social Security Disability","10029","Manhattan","New York","NYCC08","11 Manhattan","2022-09-06T00:00:00.000"
"NYCC21513113","NYCC21","2022-09-06T00:00:00.000","Immigration",,"11378","Queens","Maspeth","NYCC30","05 Queens",
"NYCC02530437","NYCC02","2022-09-06T00:00:00.000","Sanitation","Dirty Sidewalk","10009","Manhattan","New York","NYCC02","03 Manhattan","2022-09-12T00:00:00.000"
"NYCC06533498","NYCC06","2022-09-06T00:00:00.000","Finance","SCRIE","10024","Manhattan","New York","NYCC06","07 Manhattan","2022-09-07T00:00:00.000"
"NYCC10511055","NYCC10","2022-09-06T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10040","Manhattan","New York","NYCC10","12 Manhattan","2022-09-06T00:00:00.000"
"NYCC47507870","NYCC47","2022-09-06T00:00:00.000","Housing and Buildings","Senior Housing","11204","Brooklyn","Brooklyn","NYCC47","11 Brooklyn",
"NYCC48530236","NYCC48","2022-09-06T00:00:00.000","Public Safety","Abandoned Vehicle","11229","Brooklyn","Brooklyn","NYCC48","15 Brooklyn",
"NYCC21513112","NYCC21","2022-09-06T00:00:00.000","Please choose an issue...",,"10465","Bronx","Bronx","NYCC13","10 Bronx",
"NYCC06533493","NYCC06","2022-09-06T00:00:00.000","Housing and Buildings","Accessibility","10016","Manhattan","New York","NYCC02","06 Manhattan","2022-09-07T00:00:00.000"
"NYCC07508768","NYCC07","2022-09-06T00:00:00.000","General Welfare","Letter of Support","10031",,"New York","NYCC"," ",
"NYCC07508766","NYCC07","2022-09-06T00:00:00.000","Legal Services","Housing","10031","Manhattan","New York","NYCC07","09 Manhattan","2022-09-06T00:00:00.000"
"NYCC48530233","NYCC48","2022-09-06T00:00:00.000","Housing and Buildings","Building Maintenance","11229","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-09-07T00:00:00.000"
"NYCC07508765","NYCC07","2022-09-06T00:00:00.000","General Welfare","Homeless Encampment","10025","Manhattan","New York","NYCC07","09 Manhattan","2022-09-06T00:00:00.000"
"NYCC07508764","NYCC07","2022-09-06T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10031","Manhattan","New York","NYCC07","09 Manhattan",
"NYCC07508767","NYCC07","2022-09-06T00:00:00.000","General Welfare","Letter of Support","10031","Manhattan","New York","NYCC07","09 Manhattan",
"NYCC06533494","NYCC06","2022-09-06T00:00:00.000","Housing and Buildings","Eviction","10027","Manhattan","New York","NYCC09","10 Manhattan","2022-09-07T00:00:00.000"
"NYCC06533492","NYCC06","2022-09-06T00:00:00.000","Housing and Buildings","Senior Housing","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC48530234","NYCC48","2022-09-06T00:00:00.000","General Welfare","Public Assistance","11229","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-09-06T00:00:00.000"
"NYCC23519169","NYCC23","2022-09-06T00:00:00.000","Parks","Playground/Park Hours","11426","Queens","Bellerose","NYCC23","13 Queens",
"NYCC14511297","NYCC14","2022-09-06T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10468","Bronx","Bronx","NYCC14","07 Bronx","2022-09-06T00:00:00.000"
"NYCC06533488","NYCC06","2022-09-06T00:00:00.000","Legal Services",,,,,," ",
"NYCC48530239","NYCC48","2022-09-06T00:00:00.000","Public Safety","Abandoned Vehicle","11235","Brooklyn","Brooklyn","NYCC48","15 Brooklyn",
"NYCC47507871","NYCC47","2022-09-06T00:00:00.000","Sanitation","Litter Baskets","11235","Brooklyn","Brooklyn","NYCC47","13 Brooklyn","2022-09-06T00:00:00.000"
"NYCC08508682","NYCC08","2022-09-06T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10029","Manhattan","New York","NYCC08","11 Manhattan",
"NYCC06533489","NYCC06","2022-09-06T00:00:00.000","Transportation","Traffic Enforcement","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC06533507","NYCC06","2022-09-06T00:00:00.000","Transportation","Traffic Enforcement","10025","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC10511056","NYCC10","2022-09-06T00:00:00.000","General Welfare","Public Assistance","10040","Manhattan","New York","NYCC10","12 Manhattan","2022-09-06T00:00:00.000"
"NYCC02530438","NYCC02","2022-09-06T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10002","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC48530227","NYCC48","2022-09-06T00:00:00.000","Transportation","Parking Restrictions",,,,," ","2022-09-08T00:00:00.000"
"NYCC10511058","NYCC10","2022-09-06T00:00:00.000","General Welfare","Public Assistance","10040","Manhattan","New York","NYCC10","12 Manhattan","2022-09-06T00:00:00.000"
"NYCC06533495","NYCC06","2022-09-06T00:00:00.000","Quality of Life","Noise - Bar/Restaurant","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC48530232","NYCC48","2022-09-06T00:00:00.000","Legal Services","Misc (Wills/Court Docs/etc.)",,"Brooklyn","Brooklyn",,,"2022-09-06T00:00:00.000"
"NYCC02530434","NYCC02","2022-09-06T00:00:00.000","Transportation","Sidewalks","10016","Manhattan","New York","NYCC02","06 Manhattan",
"NYCC06533499","NYCC06","2022-09-06T00:00:00.000","Legal Services","Housing","10025","Manhattan","New York","NYCC07","07 Manhattan","2022-09-06T00:00:00.000"
"NYCC06533491","NYCC06","2022-09-06T00:00:00.000","Housing and Buildings","NYCHA Misc.","10025","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC03555308","NYCC03","2022-09-06T00:00:00.000","Public Safety",,"10014","Manhattan","New York","NYCC03","02 Manhattan",
"NYCC08508680","NYCC08","2022-09-06T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10029","Manhattan","New York","NYCC08","11 Manhattan",
"NYCC48530235","NYCC48","2022-09-06T00:00:00.000","Immigration","UKRAINE WAR","11235","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-09-06T00:00:00.000"
"NYCC38511562","NYCC38","2022-09-06T00:00:00.000","Education","Transfers","11231","Brooklyn","Brooklyn","NYCC38","06 Brooklyn","2022-09-06T00:00:00.000"
"NYCC38511561","NYCC38","2022-09-05T00:00:00.000","Utilities",,"11215","Brooklyn","Brooklyn","NYCC38","07 Brooklyn",
"NYCC03555297","NYCC03","2022-09-05T00:00:00.000","Land Use and Zoning","Zoning","10011","Manhattan","New York","NYCC03","04 Manhattan","2022-09-06T00:00:00.000"
"NYCC22505496","NYCC22","2022-09-05T00:00:00.000","Health",,"11102","Queens","Astoria","NYCC22","01 Queens",
"NYCC28507773","NYCC28","2022-09-05T00:00:00.000","Parks",,"10030","Manhattan","New York","NYCC09","10 Manhattan",
"NYCC47507869","NYCC47","2022-09-05T00:00:00.000","Consumer Complaints",,"11214","Brooklyn","Brooklyn","NYCC47","11 Brooklyn",
"NYCC10511054","NYCC10","2022-09-05T00:00:00.000","Public Safety",,"10040","Manhattan","New York","NYCC10","12 Manhattan",
"NYCC18502556","NYCC18","2022-09-05T00:00:00.000","Economy/Jobs",,"10473","Bronx","Bronx","NYCC18","09 Bronx",
"NYCC03555288","NYCC03","2022-09-04T00:00:00.000","Housing and Buildings",,"10036","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC03555290","NYCC03","2022-09-04T00:00:00.000","Environment",,"10011","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC03555293","NYCC03","2022-09-04T00:00:00.000","Sanitation",,"10036","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC03555294","NYCC03","2022-09-04T00:00:00.000","Land Use and Zoning",,"10011","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC48530222","NYCC48","2022-09-04T00:00:00.000","Parks","Private Use of Public Space","11235","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-09-04T00:00:00.000"
"NYCC23519165","NYCC23","2022-09-04T00:00:00.000","Public Safety","Police Precinct","10009","Manhattan","New York","NYCC02","03 Manhattan","2022-09-06T00:00:00.000"
"NYCC28507772","NYCC28","2022-09-04T00:00:00.000","General Welfare",,"11434","Queens","Jamaica","NYCC28","12 Queens",
"NYCC29509210","NYCC29","2022-09-04T00:00:00.000","General Welfare","Public Assistance","11415","Queens","Kew Gardens","NYCC29","09 Queens",
"NYCC48530220","NYCC48","2022-09-03T00:00:00.000","Public Safety","Illegal Parking",,,"Brooklyn",," ","2022-09-03T00:00:00.000"
"NYCC48530221","NYCC48","2022-09-03T00:00:00.000","Health","Disability Services",,,,,,"2022-09-03T00:00:00.000"
"NYCC03555287","NYCC03","2022-09-03T00:00:00.000","Public Safety","Police Precinct","10011","Manhattan","New York","NYCC01","02 Manhattan","2022-09-06T00:00:00.000"
"NYCC10511052","NYCC10","2022-09-03T00:00:00.000","Governmental Operations",,"10007","Manhattan","New York","NYCC01","01 Manhattan",
"NYCC10511053","NYCC10","2022-09-03T00:00:00.000","Governmental Operations",,"10007","Manhattan","New York","NYCC01","01 Manhattan",
"NYCC41501965","NYCC41","2022-09-03T00:00:00.000","Parks",,"10019","Manhattan","New York","NYCC04","05 Manhattan",
"NYCC48530219","NYCC48","2022-09-03T00:00:00.000","Sanitation","Dirty Sidewalk","11235","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-09-03T00:00:00.000"
"NYCC07508762","NYCC07","2022-09-03T00:00:00.000","Public Safety",,"10031",,"Nyc",," ",
"NYCC06533483","NYCC06","2022-09-02T00:00:00.000","General Welfare","Medicaid",,"Manhattan","New York",,,
"NYCC02530417","NYCC02","2022-09-02T00:00:00.000","Sanitation","Recycling","10016","Manhattan","New York","NYCC02","06 Manhattan",
"NYCC02530425","NYCC02","2022-09-02T00:00:00.000","Public Safety","Community Policing","10009",,"New York",," ",
"NYCC02530426","NYCC02","2022-09-02T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10009","Manhattan","New York","NYCC02","03 Manhattan","2022-09-08T00:00:00.000"
"NYCC48530218","NYCC48","2022-09-02T00:00:00.000","Cultural Affairs","Theaters","10009","Manhattan","New York","NYCC02","03 Manhattan","2022-09-04T00:00:00.000"
"NYCC06533482","NYCC06","2022-09-02T00:00:00.000",,,"10025","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC02530427","NYCC02","2022-09-02T00:00:00.000","Housing and Buildings","Landlord/Managing Agent Issues","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC06533484","NYCC06","2022-09-02T00:00:00.000","Finance","SCRIE",,,,," ",
"NYCC37506331","NYCC37","2022-09-02T00:00:00.000","Public Safety",,"11207","Brooklyn","Brooklyn","NYCC37","05 Brooklyn",
"NYCC10511051","NYCC10","2022-09-02T00:00:00.000","General Welfare","Public Assistance","10033","Manhattan","New York","NYCC10","12 Manhattan","2022-09-02T00:00:00.000"
"NYCC38511560","NYCC38","2022-09-02T00:00:00.000","Governmental Operations","Voting Information","10009","Manhattan","New York","NYCC02","03 Manhattan","2022-09-06T00:00:00.000"
"NYCC38511554","NYCC38","2022-09-02T00:00:00.000","Housing and Buildings","Senior Housing",,,,," ","2022-09-02T00:00:00.000"
"NYCC02530418","NYCC02","2022-09-02T00:00:00.000","Education","School Registration/Placement","10708",,"Yonkers","NYCC"," ","2022-09-02T00:00:00.000"
"NYCC38511559","NYCC38","2022-09-02T00:00:00.000","Quality of Life","Panhandling","11232","Brooklyn","Brooklyn","NYCC38","07 Brooklyn","2022-09-02T00:00:00.000"
"NYCC38511553","NYCC38","2022-09-02T00:00:00.000","Housing and Buildings","HPD Housing Lottery",,,,," ","2022-09-02T00:00:00.000"
"NYCC38511558","NYCC38","2022-09-02T00:00:00.000","General Welfare","Medicaid",,"Brooklyn","Brooklyn",,,"2022-09-02T00:00:00.000"
"NYCC06533474","NYCC06","2022-09-02T00:00:00.000","Land Use and Zoning","Zoning","10025","Manhattan","New York","NYCC06","07 Manhattan","2022-09-02T00:00:00.000"
"NYCC06533478","NYCC06","2022-09-02T00:00:00.000","Health","Rats/Rodents","10024","Manhattan","New York","NYCC06","07 Manhattan","2022-09-02T00:00:00.000"
"NYCC06533485","NYCC06","2022-09-02T00:00:00.000","Housing and Buildings","NYCHA Misc.","10024",,"New York",," ",
"NYCC12501879","NYCC12","2022-09-02T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10466","Bronx","Bronx","NYCC12","12 Bronx",
"NYCC36502683","NYCC36","2022-09-02T00:00:00.000","Housing and Buildings",,"11221",,"Brooklyn",," ",
"NYCC06533472","NYCC06","2022-09-02T00:00:00.000","Health","Hospital Facility or Clinic","10025","Manhattan","New York","NYCC07","09 Manhattan","2022-09-02T00:00:00.000"
"NYCC03555285","NYCC03","2022-09-02T00:00:00.000","Housing and Buildings","Landlord/Managing Agent Issues","10011","Manhattan","New York","NYCC03","04 Manhattan","2022-09-06T00:00:00.000"
"NYCC03555286","NYCC03","2022-09-02T00:00:00.000","Public Safety",,"10019","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC02530422","NYCC02","2022-09-02T00:00:00.000","Housing and Buildings","Scaffolding","10016","Manhattan","New York","NYCC04","06 Manhattan",
"NYCC51505956","NYCC51","2022-09-02T00:00:00.000","Utilities","Con Edison","10308","Staten Island","Staten Island","NYCC51","03 Staten Island",
"NYCC24502056","NYCC24","2022-09-02T00:00:00.000","Housing and Buildings",,"11365",,"Flushing",," ",
"NYCC19511421","NYCC19","2022-09-02T00:00:00.000","Public Safety",,"11357","Queens","Whitestone","NYCC19","07 Queens",
"NYCC45507683","NYCC45","2022-09-02T00:00:00.000","Immigration","Passport",,,,," ",
"NYCC45507679","NYCC45","2022-09-02T00:00:00.000","Finance","Property Tax Bill","11203","Brooklyn","Brooklyn","NYCC45","17 Brooklyn","2022-09-06T00:00:00.000"
"NYCC45507680","NYCC45","2022-09-02T00:00:00.000",,,"11210",,,," ",
"NYCC45507678","NYCC45","2022-09-02T00:00:00.000","Housing and Buildings","Senior Housing","11226","Brooklyn","Brooklyn","NYCC40","17 Brooklyn",
"NYCC13509776","NYCC13","2022-09-02T00:00:00.000",,,"10462","Bronx","Bronx","NYCC13","11 Bronx",
"NYCC45507677","NYCC45","2022-09-02T00:00:00.000",,,"11210","Brooklyn","Brooklyn","NYCC45","14 Brooklyn",
"NYCC45507681","NYCC45","2022-09-02T00:00:00.000","Immigration",,"11226","Brooklyn","Brooklyn","NYCC45","17 Brooklyn",
"NYCC45507675","NYCC45","2022-09-02T00:00:00.000",,,,,,," ",
"NYCC13509774","NYCC13","2022-09-02T00:00:00.000",,,"10461","Bronx","Bronx","NYCC13","10 Bronx",
"NYCC06533487","NYCC06","2022-09-02T00:00:00.000","Housing and Buildings","Eviction","10031","Manhattan","New York","NYCC07","09 Manhattan","2022-09-02T00:00:00.000"
"NYCC38511552","NYCC38","2022-09-02T00:00:00.000","Immigration","U.S. Citizenship","11220","Brooklyn","Brooklyn","NYCC38","07 Brooklyn","2022-09-02T00:00:00.000"
"NYCC45507682","NYCC45","2022-09-02T00:00:00.000","Legal Services","Misc (Wills/Court Docs/etc.)",,"Brooklyn","Brooklyn",,,
"NYCC13509773","NYCC13","2022-09-02T00:00:00.000","Environment","Street Flooding","10453","Bronx","Bronx","NYCC14","05 Bronx","2022-09-02T00:00:00.000"
"NYCC13509772","NYCC13","2022-09-02T00:00:00.000",,,"10462","Bronx","Bronx","NYCC13","11 Bronx",
"NYCC02530423","NYCC02","2022-09-02T00:00:00.000","Education","CUNY - Transfer Credit Issue","10002","Manhattan","New York","NYCC02","03 Manhattan","2022-09-12T00:00:00.000"
"NYCC45507676","NYCC45","2022-09-02T00:00:00.000","Immigration",,,,,," ",
"NYCC13509775","NYCC13","2022-09-02T00:00:00.000",,,"10462","Bronx","Bronx","NYCC13","11 Bronx",
"NYCC02530419","NYCC02","2022-09-02T00:00:00.000","Health","Hospital Facility or Clinic","10003","Manhattan","New York","NYCC02","03 Manhattan","2022-09-02T00:00:00.000"
"NYCC14511293","NYCC14","2022-09-02T00:00:00.000","Youth Services","Disconnected Youth","10009","Manhattan","New York","NYCC02","03 Manhattan","2022-09-09T00:00:00.000"
"NYCC14511294","NYCC14","2022-09-02T00:00:00.000","Housing and Buildings","Repair Assistance","10468","Bronx","Bronx","NYCC14","07 Bronx",
"NYCC06533477","NYCC06","2022-09-02T00:00:00.000","Education","Curriculum","10025","Manhattan","New York","NYCC07","07 Manhattan",
"NYCC14511295","NYCC14","2022-09-02T00:00:00.000","Aging",,"10468","Bronx","Bronx","NYCC14","07 Bronx",
"NYCC46514611","NYCC46","2022-09-02T00:00:00.000","Parks","Tree Planting/Pruning","11229","Brooklyn","Brooklyn","NYCC46","15 Brooklyn",
"NYCC46514608","NYCC46","2022-09-02T00:00:00.000","General Welfare","Social Security Disability","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-02T00:00:00.000"
"NYCC48530215","NYCC48","2022-09-02T00:00:00.000","Housing and Buildings","Carbon Monoxide And/",,,"Brooklyn",," ","2022-09-02T00:00:00.000"
"NYCC46514609","NYCC46","2022-09-02T00:00:00.000","Housing and Buildings","Maintenance","11229",,"Brooklyn",," ",
"NYCC46514612","NYCC46","2022-09-02T00:00:00.000","Economy/Jobs","Unemployment Insuran","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-02T00:00:00.000"
"NYCC46514603","NYCC46","2022-09-02T00:00:00.000","Finance","Property Tax Rebate","11229","Brooklyn","Brooklyn","NYCC46","15 Brooklyn",
"NYCC23519163","NYCC23","2022-09-02T00:00:00.000","Housing and Buildings","Landlord/Managing Agent Issues","11426","Queens","Bellerose","NYCC23","13 Queens",
