"site_id","site_name","initial_submission_a_","gf_permit_appl_id","gf_doitt_submitted_to_cb_a","gf_cb_comment_period_ends_a","street_address","cross_street_1","cross_street_2","longitude","latitude","postcode","cb","council_district","zoningnumb","greenfield_in_bid_location","bid","ppt_id","historic_district","neighborhood_tabulation_area_nta","bin","bbl","census_tract","borough","location_1"
"bk-16-GF34603","CityBridge - GF34603","2021-08-31T00:00:00.000","90020","2021-09-23T00:00:00.000","2021-11-22T00:00:00.000","1220 EAST NEW YORK AVENUE","UNION STREET","RALPH AVENUE","-73.9220364387041","40.66732983925425","11212","316","41","C8-2","No",,"GF34603","0","Baisley Park","4261995","4120640036","QU-790","Queens","(40.66732983925425, -73.9220364387041)"
"qu-12-GF44643","CityBridge - GF44643","2021-10-08T00:00:00.000","90082","2021-10-28T00:00:00.000","2021-12-27T00:00:00.000","122-01 MERRICK BOULEVARD","SUNBURY ROAD","BAISLEY BOULEVARD","-73.7691067","40.6835596","11434","412","27","C1-3","No",,"GF44643","0","Mount Hope",,"2031560034","BX-235.02","Bronx","(40.6835596, -73.7691067)"
"bx-07-GF22259","CityBridge -GF22259","2021-12-21T00:00:00.000","90110","2022-02-10T00:00:00.000","2022-04-12T00:00:00.000","2861 WEBSTER AVENUE","EAST 199 STREET","BEDFORD PARK BOULEVARD","-73.88433501666603","40.86700955610328","10458","207","15","C2-4","No",,"GF22259","0","Jamaica",,"4097580021","446.01","Queens","(40.86700955610328, -73.88433501666603)"
"BK-02-GF34811","CityBridge - GF34811","2022-04-21T00:00:00.000","90190","2022-06-29T00:00:00.000","2022-08-29T00:00:00.000","153 PIERREPONT STREET","Cadman Plaza West","Clinton Street","-73.99117531356728","40.694739634541804","11201","302","33","C6-4","No",,"GF34811","0","Ocean Hill","3039059","3014520051","303","Brooklyn","(40.694739634541804, -73.99117531356728)"
"bx-02-GF22613","CityBridge - GF22613","2021-11-30T00:00:00.000","90098","2022-02-10T00:00:00.000","2022-04-12T00:00:00.000","895 REV JAMES POLITE AVE","WESTCHESTER AVENUE","DAWSON STREET","-73.89899256994056","40.82083037018064","10459","202","17","C1-4","No",,"GF22613","0","Springfield Gardens North",,"4130240095","QN-330","Queens","(40.82083037018064, -73.89899256994056)"
"qu-14-GF44724","CityBridge - GF44724","2021-10-08T00:00:00.000","90051","2021-10-28T00:00:00.000","2021-12-27T00:00:00.000","1400 BRUNSWICK AVENUE","WHEATLEY AVENUE","MINTON STREET","-73.749884","40.608905","11691","414","31","M1-1","No",,"GF44724",,,,,,"Queens","(40.608905, -73.749884)"
"MN-12-GF0844","CityBridge - GF0844","2022-04-09T00:00:00.000","90189","2022-04-09T00:00:00.000","2022-06-09T00:00:00.000","302 DYCKMAN STREET","STAFF STREET","HENSHA WEST STREET","-73.9299091","40.867637","10034","112","10","C8-3","No",,"GF0844","0","St. Albans",,"4127110015","QN-352","Queens","(40.867637, -73.9299091)"
"MN-12-GF0370","CityBridge - GF0370","2022-04-09T00:00:00.000","90182","2022-04-09T00:00:00.000","2022-06-09T00:00:00.000","5030 BROADWAY","10 AVENUE","BROADWAY","-73.915961","40.868953","10034","112","10","C6-2","No",,"GF0370","0","Longwood",,"2027150049","BX-129.01","Bronx","(40.868953, -73.915961)"
"bk-01-GF34839","CityBridge - GF34839","2022-06-16T00:00:00.000","90214","2022-06-29T00:00:00.000","2022-08-29T00:00:00.000","135 HAVEMEYER STREET","SOUTH 1ST STREET","SOUTH 2ND STREET","-73.95716","40.712118","11211","301","34","C1-3",,,"GF34839","0","North Side-South Side",,,,"Brooklyn","(40.712118, -73.95716)"
"QU-03-GF44726","CityBridge - GF44726","2022-04-21T00:00:00.000","90196","2022-05-06T00:00:00.000","2022-07-06T00:00:00.000","69-02 NORTHERN BOULEVARD","70th Street","69th Street","-73.8966898687172","40.7542720449326","11377","403","25","C2-2","No",,"GF44726","0","Bedford Park-Fordham North","2016419","2032790050","2040702","Bronx","(40.7542720449326, -73.8966898687172)"
