"borough","community_board","school_type","school_name_id","address","postcode","latitude","longitude","council_district","census_tract","bin","bbl","nta"
"Brooklyn","17","Private","SAINT STEPHEN'S LUTHERAN PAROCHIAL SCHOOL","2806 Newkirk Avenue","11226","40.639872","-73.950135","45","828","3120497","3052150037","Erasmus                                                                    "
"Brooklyn","18","Public","P.S. 207 ECC (ANNEX)","3920 Flatlands Avenue","11234","40.621135","-73.935492","45","650","3337372","3078610025","Flatlands                                                                  "
"Queens","2","Private","RAZI SCHOOL","55-11 Queens Boulevard","11377","40.742129","-73.90972","26","251","4030990","4013250001","Woodside                                                                   "
"Queens","3","Public","I.S. 230","73-10 34th Avenue","11372","40.752866","-73.893193","25","289","4028931","4012600001","Jackson Heights                                                            "
"Queens","3","Public","P.S. 69 JACKSON HEIGHTS SCHOOL","77-02 37th Avenue","11372","40.749266","-73.888817","25","287","4029892","4012880001","Jackson Heights                                                            "
"Queens","3","Public","P.S. 92 HARRY T. STEWART SCHOOL","99-01 34th Avenue","11368","40.755418","-73.869017","21","377","4042496","4017140018","North Corona                                                               "
"Queens","3","Public","P.S. 148 RUBY ALLEN SCHOOL","89-02 32nd Avenue","11369","40.758377","-73.879089","25","339","4034841","4014190001","Jackson Heights                                                            "
"Queens","4","Public","P.S. 13","86-37 53rd Avenue","11373","40.735609","-73.878535","25","475","4064938","4028640036","Elmhurst                                                                   "
"Queens","4","Public","P.S. 16","41-15 104th Street","11368","40.748987","-73.86123","21","403","4048820","4019850001","North Corona                                                               "
"Queens","4","Private","SAINT BARTHOLOMEW SCHOOL","44-15 Judge Street","11373","40.742964","-73.877449","25","467","4439252","4015710019","Elmhurst                                                                   "
"Queens","4","Private","SAINT LEO SCHOOL","104-19 49th Avenue","11368","40.744482","-73.858608","21","415","4437347","4019920001","Corona                                                                     "
"Queens","5","Public","P.S. 88 SENECA SCHOOL","60-85 Catalpa Avenue","11385","40.703779","-73.896374","30","585","4085173","4035340012","Ridgewood                                                                  "
"Queens","5","Public","P.S. 239","1715 Weirfield Street","11385","40.699149","-73.903799","34","553","4435561","4035610001","Ridgewood                                                                  "
"Queens","7","Public","P.S. 20 JOHN BOWNE SCHOOL","142-30 Barclay Avenue","11355","40.758689","-73.824832","20","855","4114657","4050470001","Flushing                                                                   "
"Queens","7","Public","P.S. 169 BAY TERRACE SCHOOL","18-25 212nd Street","11360","40.782298","-73.779099","19","99704","4131147","4058650050","Ft. Totten-Bay Terrace-Clearview                                           "
"Queens","9","Private","HOLY CHILD JESUS SCHOOL","111-02 86th Avenue","11418","40.698724","-73.8379","32","130","4448716","4092250001","Richmond Hill                                                              "
"Queens","9","Public","P.S. 97 FOREST PARK SCHOOL","85-52 85th Street","11421","40.694518","-73.859659","32","12","4181565","4088550020","Woodhaven                                                                  "
"Queens","9","Public","P.S. 161 ARTHUR R. ASHE SCHOOL","101-33 124th Street","11419","40.690798","-73.821657","28","156","4200748","4094910001","Richmond Hill                                                              "
"Queens","9","Public","P.S. 62 CHESTER PARK SCHOOL","97-25 108th Street","11419","40.68867","-73.836205","28","110","4197909","4094100001","Richmond Hill                                                              "
"Queens","10","Public","M.S. 137 AMERICA'S SCHOOL OF HEROES","109-15 98th Street","11417","40.6781","-73.839948","32","86","4467457","4091720001","Ozone Park                                                                 "
"Queens","10","Public","P.S. 100","111-11 118 St","11420","40.679984","-73.822078","28","102","4250416","4116230001","South Ozone Park                                                           "
"Queens","10","Private","SAINT ANTHONY OF PADUA SCHOOL","125-18 Rockaway Boulevard","11420","40.675333","-73.812364","28","840","4254718","4117470052","South Ozone Park                                                           "
"Queens","11","Private","WILLIAM SPYROPOULOS SCHOOL","43-15 196th Street","11358","40.757643","-73.78562","19","145101","4124560","4055200001","Auburndale                                                                 "
"Queens","12","Private","ALLEN CHRISTIAN SCHOOL","171-10 Linden Boulevard","11434","40.691712","-73.778923","27","432","4268543","4123930001","St. Albans                                                                 "
"Queens","12","Public","I.S. 59 SPRINGFIELD GARDENS SCHOOL","132-55 Rigedale Street","11413","40.68173","-73.753429","27","352","4274083","4127230076","SPRINGFIELD GARDENS"
"Queens","12","Public","P.S. 35 NATHANIEL WOODHULL SCHOOL","191-02 90th Avenue","11423","40.713759","-73.769439","23","482","4222137","4104470007","Hollis                                                                     "
"Queens","12","Public","P.S. 45 C. E. WITHERSPOON SCHOOL","126-28 150th Street","11436","40.672727","-73.788164","28","788","4262725","4121040001","Baisley Park                                                               "
"Queens","12","Public","P.S. 118 LORRAINE HANSBERRY SCHOOL","190-20 109th Rd","11412","40.703585","-73.765838","27","504","4233850","4109260050","Hollis                                                                     "
"Queens","12","Public","P.S. 95 EASTWOOD SCHOOL","179-01 90th Avenue","11432","40.710624","-73.783423","27","468","4446042","4099140001","Jamaica                                                                    "
"Queens","12","Private","SAINT GERARD MAJELLA SCHOOL","188-16 91st Avenue","11423","40.711874","-73.771126","23","480","4445482","4104430001","Jamaica                                                                    "
"Queens","13","Private","CAMBRIA CENTER FOR GIFTED CHILDREN","233-10 Linden Boulevard","11411","40.691037","-73.728899","27","622","4274720","4127500005","Cambria Heights                                                            "
"Queens","13","Private","GRACE LUTHERAN DAY SCHOOL","100-05 Springfield Boulevard","11429","40.714825","-73.735606","27","568","4230907","4107730010","Queens Village                                                             "
"Queens","13","Public","MERRICK ACADEMY-QUEENS PUBLIC CHARTER SCHOOL","207-01 Jamaica Avenue","11428","40.714136","-73.752992","23","496","4224473","4105400005","Queens Village                                                             "
"Queens","13","Public","THE BELLAIRE SCHOOL","207-11 89th Avenue","11427","40.720154","-73.757367","23","492","4225816","4105820016","Jamaica Estates-Holliswood                                                 "
"Queens","14","Private","SAINT ROSE OF LIMA SCHOOL","154 Beach 84th Street","11693","40.586636","-73.80974","32","94203","4538543","4161300013","Hammels-Arverne-Edgemere                                                   "
"Staten Island","1","Public","P.S. 20 PORT RICHMOND SCHOOL","161 Park Avenue","10302","40.636598","-74.132919","49","207","5106979","5010200001","Port Richmond                                                              "
"Staten Island","1","Public","P.S. 31 WILLIAM T. DAVIS SCHOOL","55 Layton Avenue","10301","40.641595","-74.085135","49","9","5001150","5000490182","West New Brighton-New Brighton-St. George                                  "
"Staten Island","1","Private","SAINT ADALBERT SCHOOL","355 Morningstar Road","10303","40.629704","-74.147406","49","247","5107102","5011360063","Port Richmond                                                              "
"Staten Island","1","Private","SAINT JOSEPH PAROCHIAL SCHOOL","139 Saint Marys Avenue","10305","40.614373","-74.071846","49","8","5042592","5028460001","Stapleton-Rosebank                                                         "
"Staten Island","1","Private","SAINT ROCH SCHOOL","465 Villa Avenue","10302","40.629048","-74.14319","49","247","5107099","5011320046","Port Richmond                                                              "
"Staten Island","2","Private","OUR LADY QUEEN OF PEACE SCHOOL","22 Steele Avenue","10306","40.576347","-74.117943","50","122","5107549","5036260013","New Dorp-Midland Beach                                                     "
"Staten Island","2","Public","P.S. 41 THE NEW DORP SCHOOL","216 Clawson Street","10306","40.574044","-74.109282","50","122","5052791","5036450007","New Dorp-Midland Beach                                                     "
"Staten Island","2","Private","SAINT SYLVESTER SCHOOL","884 Targee Street","10304","40.606875","-74.090244","50","50","5046160","5031520052","Grasmere-Arrochar-Ft. Wadsworth                                            "
"Manhattan","2","Public","THE LITTLE RED SCHOOL HOUSE","196 Bleecker Street","10012","40.729338","-74.001566","3","65","1008299","1005260020","West Village                                                               "
"Manhattan","3","Public","EAST SIDE COMMUNITY HIGH SCHOOL","420 East 12th Street","10009","40.729589","-73.982555","2","34","1005974","1004390017","East Village                                                               "
"Manhattan","3","Public","P.S.  20 ANNA SILVER SCHOOL","166 Essex Street","10002","40.72154","-73.986648","1","3001","1004325","1003550001","Chinatown                                                                  "
"Manhattan","4","Private","WINSTON PREPARATORY","126 West 17th Street","10011","40.739664","-73.996402","3","81","1014587","1007920050","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"Manhattan","6","Private","FRIENDS SEMINARY","222 East 16th Street","10003","40.734426","-73.985776","2","48","1082120","1008970016","Gramercy                                                                   "
"Manhattan","6","Public","P.S. 116 MARY L. MURRAY SCHOOL","210 East 33rd Street","10016","40.744838","-73.978116","2","70","1020080","1009130007","Murray Hill-Kips Bay                                                       "
"Manhattan","6","Public","P.S. 47 AMERICAN SIGN LANGUAGE SCHOOL","225 East 23rd Street","10010","40.738534","-73.982423","2","64","1019775","1009040024","Gramercy                                                                   "
"Manhattan","7","Private","BLESSED SACRAMENT SCHOOL","147 West 70th Street","10023","40.776565","-73.980813","6","157","1029777","1011420061","Lincoln Square                                                             "
"Manhattan","7","Private","HOLY NAME OF JESUS SCHOOL","202 West 97th Street","10025","40.794829","-73.970114","7","183","1087521","1018680029","Upper West Side                                                            "
"Manhattan","7","Public","P.S. 75 EMILY DICKINSON SCHOOL","735 West End Avenue","10025","40.795157","-73.973292","6","183","1034190","1012530065","Upper West Side                                                            "
"Manhattan","7","Public","THE CALHOUN SCHOOL","433 West End Avenue","10024","40.785436","-73.980381","6","167","1033742","1012440046","Upper West Side                                                            "
"Manhattan","8","Private","PARK AVENUE CHRISTIAN CHURCH DAY","1010 Park Avenue","10028","40.779304","-73.957852","4","15001","1046823","1014967502","Upper East Side-Carnegie Hill                                              "
"Manhattan","8","Private","RAMAZ LOWER SCHOOL","125 East 85th Street","10028","40.779095","-73.956725","4","14801","1047930","1015140013","Upper East Side-Carnegie Hill                                              "
"Manhattan","8","Private","ST JOSEPH'S SCHOOL(YORKVILLE)","420 East 87th Street","10128","40.777269","-73.948227","5","14402","1073877","1015660036","Yorkville                                                                  "
"Manhattan","9","Public","KIPP STAR COLLEGE PREP CHARTER","433 West 123rd Street","10027","40.810511","-73.955997","7","20901","1059526","1019640012","Morningside Heights                                                        "
"Manhattan","9","Private","OUR LADY OF LOURDES SCHOOL","468 West 143rd Street","10031","40.823701","-73.948003","7","227","1061255","1020580055","Hamilton Heights                                                           "
"Manhattan","10","Public","P.S. 154","250 West 127th Street","10027","40.810928","-73.948938","9","224","1058671","1019320010","Central Harlem North-Polo Grounds                                          "
"Manhattan","11","Public","P.S. 83 LUIS MUNOZ RIVERA SCHOOL","219 East 109th Street","10029","40.793194","-73.942548","8","180","1052436","1016590012","East Harlem North                                                          "
"Manhattan","11","Private","SAINT ANN SCHOOL","314 East 110th Street","10029","40.792929","-73.939977","8","180","1081359","1016810011","East Harlem North                                                          "
"Manhattan","12","Private","COMMUNITY HEALTH ACAD OF THE HEIGHTS","511 West 182nd Street","10033","40.848908","-73.930948","10","269","1063703","1021550035","Washington Heights North                                                   "
"Manhattan","12","Public","P.S. 128 AUDUBON SCHOOL","560 West 169th Street","10032","40.841321","-73.938506","10","251","1062994","1021250001","Washington Heights South                                                   "
"Manhattan","12","Public","P.S. 4  DUKE ELLINGTON SCHOOL","500 West 160th Street","10032","40.834899","-73.941085","7","245","1062792","1021180022","Washington Heights South                                                   "
"Manhattan","12","Private","SAINT ELIZABETH SCHOOL","612 West 187th Street","10033","40.853229","-73.93141","10","271","1063977","1021660066","Washington Heights North                                                   "
