"physical_address_id","location_id","address_1","address_2","city","borough","state_province","postcode","site_catchment","site_intersection_street_1","site_intersection_street_2","street_number","street_name","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"148","134","20 NEW YORK AVENUE",,"BROOKLYN","Brooklyn","NY","11216",,,,"20","NEW YORK AVENUE","40.6796013723208","-73.9468174955526","303","36","247","3053759","3018610037","BK61"
"149","135","412 EAST 147 STREET",,"BRONX","Bronx","NY","10455",,,,"412","EAST 147 STREET","40.81447795249814","-73.91807579913613","201","8","43","2000506","2022910012","BX39"
"150","136","413 EAST 120TH STREET","2ND FLOOR","NEW YORK","MANHATTAN","NY","10035",,,,"413","EAST 120TH STREET","40.79837055866898","-73.93298700210931","111","8","192","1054888","1018080008","MN34"
"151","137","412 EAST 147TH STREET",,"BRONX","BRONX","NY","10455",,,,"412","EAST 147TH STREET","40.81447795249814","-73.91807579913613","201","8","43","2000506","2022910012","BX39"
"152","138","20 NEW YORK AVENUE",,"BROOKLYN","BROOKLYN","NY","11216",,,,"20","NEW YORK AVENUE","40.6796013723208","-73.9468174955526","303","36","247","3053759","3018610037","BK61"
"153","139","151 LAWRENCE STREET","5TH FLOOR","BROOKLYN","BROOKLYN","NY","11201",,,,"151","LAWRENCE STREET","40.69150594135338","-73.98629722814603","302","33","11","3000404","3001520006","BK38"
"154","140","50 BAY STREET",,"STATEN ISLAND","Staten Island","NY","10301",,,,"50","BAY STREET","40.64090103482147","-74.07576571212064","501","49","3","5000034","5000050099","SI22"
"155","141","4510 16 AVENUE",,"BROOKLYN","Brooklyn","NY","11204",,,,"4510","16 AVENUE","40.63315978192305","-73.98331524847845","312","44","232","3320669","3054337502","BK88"
"156","142","1668 PITKIN AVENUE",,"BROOKLYN","Brooklyn","NY","11212",,,,"1668","PITKIN AVENUE","40.66951750904275","-73.91180125072363","316","41","924","3000000","3035200040","BK81"
"157","143","50 BAY STREET",,"STATEN ISLAND","STATEN IS","NY","10301",,,,"50","BAY STREET","40.64090103482147","-74.07576571212064","501","49","3","5000034","5000050099","SI22"
"158","143","50 BAY STREET",,"STATEN ISLAND","STATEN IS","NY","10301-1827",,,,"50","BAY STREET","40.64090103482147","-74.07576571212064","501","49","3","5000034","5000050099","SI22"
"159","144","1668 PITKIN AVENUE",,"BROOKLYN","BROOKLYN","NY","11212",,,,"1668","PITKIN AVENUE","40.66951750904275","-73.91180125072363","316","41","924","3000000","3035200040","BK81"
"160","145","98 CHESTER AVENUE",,"BROOKLYN","BROOKLYN","NY","11212",,,,"98","CHESTER AVENUE","40.64307672143659","-73.98349293749799","312","39","496","3123811","3053100013","BK41"
"161","146","PO BOX 1161",,"NEW YORK","Manhattan","NY","10035",,,,,,,,,,,,,
"162","147","1375 JEROME AVENUE",,"BRONX","Bronx","NY","10452",,,,"1375","JEROME AVENUE","40.8397707113057","-73.91835907305769","204","16","219","2008289","2028560020","BX26"
"163","148","1910 MONTEREY AVENUE",,"BRONX","Bronx","NY","10457",,,,"1910","MONTEREY AVENUE","40.84693206117053","-73.89509871898471","206","15","37504","2011826","2030600032","BX17"
"164","149","845 BARRETTO STREET",,"BRONX","Bronx","NY","10474",,,,"845","BARRETTO STREET","40.81782559515594","-73.89051655189272","202","17","93","2005939","2027390015","BX27"
"165","150","2857-2865 WEST 8 STREET",,"BROOKLYN","Brooklyn","NY","11224",,,,"2857-2865","WEST 8 STREET","40.57850692361382","-73.97631271209798","313","48","354","3345783","3072790162","BK23"
"166","151","404 PINE STREET",,"BROOKLYN","Brooklyn","NY","11208",,,,"404","PINE STREET","40.67587991885114","-73.87109068754243","305","42","1196","3094690","3042140001","BK82"
"167","152","275 BERGEN STREET",,"BROOKLYN","Brooklyn","NY","11217",,,,"275","BERGEN STREET","40.68374875225442","-73.98281583848336","302","33","39","3335918","3001970028","BK38"
"168","153","500 DEKALB AVENUE",,"BROOKLYN","Brooklyn","NY","11205",,,,"500","DEKALB AVENUE","40.69075749891354","-73.9566348182552","303","36","233","3055395","3019410020","BK75"
"169","154","30 THORNTON STREET",,"BROOKLYN","Brooklyn","NY","11206",,,,"30","THORNTON STREET","40.7011023408413","-73.94354005626053","301","33","507","3061504","3022760012","BK75"
"170","155","2322 THIRD AVENUE",,"NEW YORK","Manhattan","NY","10035",,,,"2322","THIRD AVENUE","40.804467900639","-73.9352673311556","111","9","242","1054497","1017750033","MN34"
"171","156","132 WEST 125 STREET",,"NEW YORK","Manhattan","NY","10027",,,,"132","WEST 125 STREET","40.80845104915412","-73.94711189701422","110","9","222","1057820","1019090012","MN11"
"172","157","4055 10 AVENUE",,"NEW YORK","Manhattan","NY","10034",,,,"4055","10 AVENUE","40.87038786678559","-73.91456116001805","112","10","299","1064513","1022130001","MN01"
"173","158","12 WEST 14 STREET",,"NEW YORK","Manhattan","NY","10011",,,,"12","WEST 14 STREET","40.73630112224507","-73.99434200240498","102","3","63","1009716","1005770034","MN23"
"174","159","165-08 88 AVENUE",,"JAMAICA","Queens","NY","11432",,,,"165-08","88 AVENUE","40.70866043726674","-73.7967029534621","412","27","460","4210062","4098150056","QN61"
"175","159","165-08 88 AVENUE",,"QUEENS","Queens","NY","11432",,,,"165-08","88 AVENUE","40.70866043726674","-73.7967029534621","412","27","460","4210062","4098150056","QN61"
"176","160","32-20 NORTHERN BOULEVARD",,"LONG ISLAND CITY","Queens","NY","11101",,,,"32-20","NORTHERN BOULEVARD","40.75197006181406","-73.93179931060918","401","26","171","4003105","4002147501","QN31"
"177","160","32-20 NORTHERN BOULEVARD",,"QUEENS","Queens","NY","11101",,,,"32-20","NORTHERN BOULEVARD","40.75197006181406","-73.93179931060918","401","26","171","4003105","4002147501","QN31"
"178","161","219 BEACH 59 STREET",,"ROCKAWAY","Queens","NY","11692",,,,"219","BEACH 59 STREET","40.59290161351103","-73.78905107497408","414","31","964","4301932","4159000008","QN12"
"179","161","219 BEACH 59 STREET",,"QUEENS","Queens","NY","11692",,,,"219","BEACH 59 STREET","40.59290161351103","-73.78905107497408","414","31","964","4301932","4159000008","QN12"
"180","162","201 BAY STREET",,"STATEN ISLAND","Staten Island","NY","10301",,,,"201","BAY STREET","40.63699216301067","-74.07621165505614","501","49","21","5013238","5004970009","SI37"
"181","163","1365 JEROME AVENUE",,"BRONX","Bronx","NY","10452",,,,"1365","JEROME AVENUE","40.83960332760019","-73.91842071683445","204","16","219","2008289","2028560020","BX26"
"182","164","847 BARRETTO STREET",,"BRONX","Bronx","NY","10474",,,,"847","BARRETTO STREET","40.81786133134891","-73.89057429857277","202","17","93","2005939","2027390015","BX27"
"183","165","2541-2549 BAINBRIDGE AVENUE",,"BRONX","Bronx","NY","10458",,,,"2541-2549","BAINBRIDGE AVENUE","40.86232001926245","-73.89335719934802","207","15","39901","2016777","2032930008","BX05"
"184","166","300 CANAL PLACE",,"BRONX","Bronx","NY","10451",,,,"300","CANAL PLACE","40.81315312297499","-73.9275785284788","201","8","51","2000978","2023400072","BX39"
"185","167","495 CLERMONT AVENUE",,"BROOKLYN","Brooklyn","NY","11238",,,,"495","CLERMONT AVENUE","40.68285101214268","-73.9688086063479","302","35","199","3335094","3020090001","BK69"
"186","168","3050 WEST 21 STREET",,"BROOKLYN","Brooklyn","NY","11224",,,,"3050","WEST 21 STREET","40.57352960611365","-73.98744811286747","313","47","352","3189654","3070710123","BK21"
"187","169","88 3 AVENUE","1ST FLOOR","BROOKLYN","Brooklyn","NY","11217",,,,"88","3 AVENUE","40.68377054895738","-73.98176661072922","302","33","39","3335918","3001970028","BK38"
"188","169","88 THIRD AVENUE",,"BROOKLYN","Brooklyn","NY","11217",,,,"88","THIRD AVENUE","40.68377054895738","-73.98176661072922","302","33","39","3335918","3001970028","BK38"
"189","170","35 FOURTH AVENUE",,"BROOKLYN","Brooklyn","NY","11217",,,,"35","FOURTH AVENUE","40.68341874276478","-73.9789796126375","306","39","12901","3018375","3009280001","BK37"
"190","171","25 CHAPEL STREET",,"BROOKLYN","Brooklyn","NY","11201",,,,"25","CHAPEL STREET","40.69725345224851","-73.98601475518967","302","33","13","3335884","3001180006","BK38"
"191","172","109 EAST 16 STREET","12TH FL","NEW YORK","Manhattan","NY","10003",,,,"109","EAST 16 STREET","40.73568039390173","-73.98871297726997","105","2","50","1017821","1008720013","MN21"
"192","173","34-00 NORTHERN BOULEVARD",,"QUEENS","Queens","NY","11432",,,,"34-00","NORTHERN BOULEVARD","40.75202073933534","-73.92935578329792","401","26","171","4003107","4002140243","QN31"
"193","174","1790 GRAND CONCOURSE",,"BRONX","Bronx","NY","10457",,,,"1790","GRAND CONCOURSE","40.84671602316936","-73.90896031668022","205","15","22901","2094521","2027950014","BX41"
"194","175","888 GARRISON AVENUE",,"BRONX","Bronx","NY","10474",,,,"888","GARRISON AVENUE","40.81725596908765","-73.89186867961526","202","17","93","2005939","2027390015","BX27"
"195","176","94 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11217",,,,"94","FLATBUSH AVENUE","40.68561723570268","-73.97860392948085","302","33","39","3000602","3001740018","BK38"
"196","177","400 8 AVENUE",,"NEW YORK","Manhattan","NY","10001",,,,"400","8 AVENUE","40.74957478067056","-73.9953550422079","105","3","95","1014306","1007790075","MN17"
"197","178","530 WEST 135 STREET",,"NEW YORK","Manhattan","NY","10031",,,,"530","WEST 135 STREET","40.81934199548082","-73.95321268945766","109","7","22301","1059778","1019880053","MN06"
"198","179","33-28 NORTHERN BOULEVARD",,"QUEENS","Queens","NY","11101",,,,"33-28","NORTHERN BOULEVARD","40.75200740782483","-73.92999824727713","401","26","171","4461879","4002140240","QN31"
"199","180","207 BAY STREET",,"STATEN ISLAND","Staten Island","NY","10301",,,,"207","BAY STREET","40.63690156835921","-74.07623677289368","501","49","21","5013238","5004970009","SI37"
"200","181","1958 FULTON STREET",,"BROOKLYN","Brooklyn","NY","11223",,,,"1958","FULTON STREET","40.67879287837813","-73.92038403516622","303","41","301","3042090","3015480019","BK79"
"201","182","1117 EASTERN PARKWAY",,"BROOKLYN","Brooklyn","NY","11213",,,,"1117","EASTERN PARKWAY","40.66883660008808","-73.93167523951374","308","35","351","3259314","3013900044","BK61"
"202","183","2244 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2244","CHURCH AVENUE","40.65042344936604","-73.95782505318891","314","40","794","3117228","3051030042","BK95"
"203","184","120 STUYVESANT PLACE",,"STATEN ISLAND","Staten Island","NY","10301",,,,"120","STUYVESANT PLACE","40.64299177328803","-74.07695359555755","501","49","3","5000084","5000080060","SI22"
"204","185","209 BAY STREET",,"STATEN ISLAND","Staten Island","NY","10301",,,,"209","BAY STREET","40.63687136854787","-74.07624754751696","501","49","21","5114330","5004970007","SI37"
"205","186","1720 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1720","CHURCH AVENUE","40.64933839482823","-73.96330698789974","314","40","512","3341487","3050970085","BK42"
"206","187","2211 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2211","CHURCH AVENUE","40.65042357702177","-73.95817461904521","314","40","79602","3116881","3050890071","BK60"
"207","187","2211 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2211","CHURCH AVENUE","40.65042357702177","-73.95817461904521","314","40","79602","3116881","3050890071","BK60"
"208","188","885 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"885","FLATBUSH AVENUE","40.65022887206683","-73.95865764521642","314","40","794","3117223","3051030028","BK95"
"209","189","1077 REMSEN AVENUE",,"BROOKLYN","Brooklyn","NY","11236",,,,"1077","REMSEN AVENUE","40.64279197214023","-73.90880614974807","318","46","964","3229159","3081600022","BK50"
"210","190","1137 HERKIMER STREET",,"BROOKLYN","Brooklyn","NY","11233",,,,"1137","HERKIMER STREET","40.67780427206701","-73.91584259623642","316","41","301","3042157","3015500001","BK79"
"211","191","1137 HERKIMER STREET",,"BROOKLYN","Brooklyn","NY","11233",,,,"1137","HERKIMER STREET","40.67780427206701","-73.91584259623642","316","41","301","3042157","3015500001","BK79"
"212","192","1150 EAST NEW YORK AVENUE",,"BROOKLYN","Brooklyn","NY","11212",,,,"1150","EAST NEW YORK AVENUE","40.66651797547949","-73.92405739945748","316","41","900","3080779","3035080012","BK81"
"2257","2146",,,"BRONX","BRONX","NY","10458",,,,,,,,,,,,,
"213","193","164 TROY AVENUE",,"BROOKLYN","Brooklyn","NY","11213",,,,"164","TROY AVENUE","40.67383746184422","-73.93624490999665","308","36","343","3324617","3013520080","BK61"
"214","194","18 MARLBOROUGH ROAD",,"BROOKLYN","Brooklyn","NY","11226",,,,"18","MARLBOROUGH ROAD","40.64970978170476","-73.96604562138982","314","40","506","3116438","3050750001","BK42"
"215","195","1957 NOSTRAND AVENUE",,"BROOKLYN","Brooklyn","NY","11210",,,,"1957","NOSTRAND AVENUE","40.63771114306233","-73.94815880138563","317","45","788","3113780","3049940023","BK42"
"216","196","1957 NOSTRAND AVENUE",,"BROOKLYN","Brooklyn","NY","11210",,,,"1957","NOSTRAND AVENUE","40.63771114306233","-73.94815880138563","317","45","788","3113780","3049940023","BK42"
"217","197","214 STUYVESANT AVENUE",,"BROOKLYN","Brooklyn","NY","11221",,,,"214","STUYVESANT AVENUE","40.68798496443789","-73.93306548786478","303","36","293","3044631","3016350041","BK35"
"218","198","2500 NOSTRAND AVENUE",,"BROOKLYN","Brooklyn","NY","11210",,,,"2500","NOSTRAND AVENUE","40.62356089139684","-73.94627857276379","314","45","748","3208638","3076290030","BK43"
"219","199","2702 LINDEN BOULEVARD",,"BROOKLYN","Brooklyn","NY","11208",,,,"2702","LINDEN BOULEVARD","40.66920803898867","-73.8645140240984","305","42","1214","3326995","3044880001","BK82"
"220","200","280 RALPH AVENUE",,"BROOKLYN","Brooklyn","NY","11233",,,,"280","RALPH AVENUE","40.6797931867901","-73.92215307304389","303","41","381","3325173","3016880001","BK61"
"221","201","330 RUGBY ROAD",,"BROOKLYN","Brooklyn","NY","11226",,,,"330","RUGBY ROAD","40.64193639697446","-73.96552349311533","314","40","1522","3328235","3051440064","BK42"
"222","202","3679 NOSTRAND AVENUE",,"BROOKLYN","Brooklyn","NY","11229",,,,"3679","NOSTRAND AVENUE","40.59413117718296","-73.940663498932","315","46","572","3344548","3074051001","BK17"
"223","203","4211 14 AVENUE",,"BROOKLYN","Brooklyn","NY","11219",,,,"4211","14 AVENUE","40.63748591963045","-73.9859552196805","312","44","232","3135976","3056000001","BK88"
"224","204","4211 14 AVENUE",,"BROOKLYN","Brooklyn","NY","11219",,,,"4211","14 AVENUE","40.63748591963045","-73.9859552196805","312","44","232","3135976","3056000001","BK88"
"225","205","475 FOUNTAIN AVENUE",,"BROOKLYN","Brooklyn","NY","11208",,,,"475","FOUNTAIN AVENUE","40.66828724510903","-73.87300506037002","305","42","1210","3337041","3042920061","BK82"
"226","206","50 JEFFERSON AVENUE",,"BROOKLYN","Brooklyn","NY","11216",,,,"50","JEFFERSON AVENUE","40.68266267260064","-73.9553384914436","303","36","227","3057406","3019980001","BK69"
"227","207","600 KINGSTON AVENUE",,"BROOKLYN","Brooklyn","NY","11203",,,,"600","KINGSTON AVENUE","40.65889267472618","-73.9424584694874","309","40","810","3107227","3048110001","BK60"
"228","208","600 KINGSTON AVENUE",,"BROOKLYN","Brooklyn","NY","11203",,,,"600","KINGSTON AVENUE","40.65889267472618","-73.9424584694874","309","40","810","3107227","3048110001","BK60"
"229","209","601 PARKSIDE AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"601","PARKSIDE AVENUE","40.65604593835338","-73.95374168430227","309","40","802","3115866","3050490055","BK60"
"230","210","7109 6 AVENUE",,"BROOKLYN","Brooklyn","NY","11209",,,,"7109","6 AVENUE","40.6308427996082","-74.01913041565113","310","43","134","3146921","3058990001","BK31"
"231","211","72 VERONICA PLACE",,"BROOKLYN","Brooklyn","NY","11226",,,,"72","VERONICA PLACE","40.64860720352341","-73.95282069741032","317","40","794","3117381","3051100025","BK95"
"232","212","726 STANLEY AVENUE",,"BROOKLYN","Brooklyn","NY","11207",,,,"726","STANLEY AVENUE","40.66022428055892","-73.88186177072448","305","42","1110","3324277","3043770001","BK82"
"233","213","800 VAN SICLEN AVENUE",,"BROOKLYN","Brooklyn","NY","11207",,,,"800","VAN SICLEN AVENUE","40.66010982143633","-73.88538697745423","305","42","1104","3097675","3043490050","BK82"
"234","214","800 VAN SICLEN AVENUE",,"BROOKLYN","Brooklyn","NY","11207",,,,"800","VAN SICLEN AVENUE","40.66010982143633","-73.88538697745423","305","42","1104","3097675","3043490050","BK82"
"235","215","832 MARCY AVENUE",,"BROOKLYN","Brooklyn","NY","11216",,,,"832","MARCY AVENUE","40.68500323961874","-73.94715211763611","303","36","249","3051641","3018230038","BK75"
"236","216","895 PENNSYLVANIA AVENUE",,"BROOKLYN","Brooklyn","NY","11207",,,,"895","PENNSYLVANIA AVENUE","40.65596566203373","-73.88865218058505","305","42","1104","3324011","3043690001","BK82"
"237","217","90 WATKINS STREET",,"BROOKLYN","Brooklyn","NY","11212",,,,"90","WATKINS STREET","40.67084314851018","-73.90818020087585","316","41","906","3348343","3034890001","BK81"
"238","218","2211 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2211","CHURCH AVENUE","40.65042357702177","-73.95817461904521","314","40","79602","3116881","3050890071","BK60"
"239","219","2241 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2241","CHURCH AVENUE","40.6504371891283","-73.95786828978287","314","40","79602","3116879","3050890064","BK60"
"240","220","72 VERONICA PLACE",,"BROOKLYN","Brooklyn","NY","11226",,,,"72","VERONICA PLACE","40.64860720352341","-73.95282069741032","317","40","794","3117381","3051100025","BK95"
"241","221","885 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"885","FLATBUSH AVENUE","40.65022887206683","-73.95865764521642","314","40","794","3117223","3051030028","BK95"
"242","222","880 WILLOUGHBY AVENUE",,"BROOKLYN","Brooklyn","NY",,,,,"880","WILLOUGHBY AVENUE","40.69597764999603","-73.93292042673593","304","34","393","3072828","3032040008","BK78"
"243","223","1247 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY",,,,,"1247","FLATBUSH AVENUE","40.63995380196189","-73.95508242338659","314","45","790","3394972","3052100017","BK95"
"244","224","730 ROCKAWAY AVENUE",,"BROOKLYN","Brooklyn","NY",,,,,"730","ROCKAWAY AVENUE","40.66195053823604","-73.90877635370354","316","42","916","3397844","3035890038","BK81"
"245","225","690-738 ALBANY AVENUE",,"BROOKLYN","Brooklyn","NY",,,,,"690-738","ALBANY AVENUE","40.65724162708993","-73.93965947583904","309","40","808","3327709","3048290004","BK60"
"246","226","690-738 ALBANY AVENUE",,"BROOKLYN","Brooklyn","NY",,,,,"690-738","ALBANY AVENUE","40.65724162708995","-73.93965947583904","309","40","808","3327709","3048290004","BK60"
"247","227","12 PATCHEN AVENUE",,"BROOKLYN","Brooklyn","NY",,,,,"12","PATCHEN AVENUE","40.69237900325562","-73.92795852883287","303","36","387","3393735","3016120039","BK35"
"248","228","854 MYRTLE AVENUE",,"BROOKLYN","Brooklyn","NY",,,,,"854","MYRTLE AVENUE","40.69551333235384","-73.94795879024761","303","36","25901","3391267","3017550020","BK75"
"249","229","2027 MADISON AVENUE",,"NEW YORK","Manhattan","NY","10035",,,,"2027","MADISON AVENUE","40.80796123149193","-73.93900989158993","111","9","206","1054197","1017530052","MN03"
"250","230","1490 DUMONT AVENUE",,"BROOKLYN","Brooklyn","NY",,,,,"1490","DUMONT AVENUE","40.67095134113512","-73.86250977126981","305","42","1208","3395103","3044690001","BK82"
"251","231","560 WINTHROP STREET",,"BROOKLYN","Brooklyn","NY",,,,,"560","WINTHROP STREET","40.65764607031691","-73.9415188581885","309","40","808","3000000","3048290005","BK60"
"252","232","97 CROOKE AVENUE",,"BROOKLYN","Brooklyn","NY",,,,,"97","CROOKE AVENUE","40.65282949871673","-73.96250139757423","314","40","50804","3116108","3050590051","BK42"
"253","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY",,"NEW YORK CITY",,,,,,,,,,,,
"254","233","NO ADDRESS",,"NEW YORK","Manhattan","NY",,"NEW YORK CITY",,,,,,,,,,,,
"255","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY",,"BROOKLYN",,,,,,,,,,,,
"256","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11226","BEDFORD AVENUE",,,,,,,,,,,,
"257","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11226",,"GREENE AVENUE","BROADWAY",,,,,,,,,,
"258","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11233","BEDFORD AVENUE",,,,,,,,,,,,
"259","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11233",,,,,,,,,,,,,
"260","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11221","RONALD MCNAIR PARK WASHINGTON AVENUE",,,,,,,,,,,,
"261","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11226","FLATBUSH AVENUE BETWEEN NOSTRAND AVE. AND BEDFORD AVENUE",,,,,,,,,,,,
"262","233","10 GRAND PLAZA",,"BROOKLYN","Brooklyn","NY","11238",,,,"10","GRAND PLAZA",,,,,,,,
"263","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11207","MARTIN LUTHER KING PLAYGROUND BLAKE AVENUE",,,,,,,,,,,,
"264","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11207","MARTIN LUTHER KING PARK",,,,,,,,,,,,
"265","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11232",,,,,,,,,,,,,
"266","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11225",,"NEWIRK AVENUE","NOSTRAND AVENUE",,,,,,,,,,
"267","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11216","NOSTRAND AVE",,,,,,,,,,,,
"268","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11225",,"FLATBUSH AVENUE","LINCOLN ROAD",,,,,,,,,,
"269","233","885 33 STREET",,"BROOKLYN","Brooklyn","NY","11232",,,,"885","33 STREET",,,,,,,,
"270","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11226","CHURCH AVE STATION",,,,,,,,,,,,
"271","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11233","NEWKIRK AVE",,,,,,,,,,,,
"272","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11226","LIVONIA AVE",,,,,,,,,,,,
"273","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11226","ROCKAWAY AVE",,,,,,,,,,,,
"274","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11226","SARATOGA AVE",,,,,,,,,,,,
"275","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11210",,"SUTTER AVE","RUTLAND ROAD",,,,,,,,,,
"276","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11234","KINGS PLAZA MALL",,,,,,,,,,,,
"277","233","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11216","PROSPECT PARK",,,,,,,,,,,,
"278","234","19 WINTHROP STREET",,"BROOKLYN","Brooklyn","NY",,,,,"19","WINTHROP STREET","40.65653665214005","-73.95941780595541","309","40","79601","3115690","3050450100","BK60"
"279","234","19 WINTHROP STREET",,"BROOKLYN","Brooklyn","NY","11225",,,,"19","WINTHROP STREET","40.65653665214005","-73.95941780595541","309","40","79601","3115690","3050450100","BK60"
"280","234","19 WINTHROP STREET",,"BROOKLYN","Brooklyn","NY","11226",,,,"19","WINTHROP STREET","40.65653665214005","-73.95941780595541","309","40","79601","3115690","3050450100","BK60"
"281","235","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11225",,"FLATBUSH AVENUE","NOSTRAND AVENUE",,,"40.6328855972474","-73.9476977854403","314","45","774",,,
"282","236","650 FULTON STREET",,"BROOKLYN","Brooklyn","NY","11217",,,,"650","FULTON STREET","40.68681886909987","-73.97570092382816","302","35","35","3059247","3021130022","BK68"
"283","237","650 FULTON STREET",,"BROOKLYN","Brooklyn","NY","11217",,,,"650","FULTON STREET","40.68681886909987","-73.97570092382816","302","35","35","3059247","3021130022","BK68"
"284","238","25 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11217",,,,"25","FLATBUSH AVENUE","40.68795882290475","-73.98026905811204","302","35","33","3059164","3021060024","BK68"
"285","239","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11226",,"FLATBUSH AVENUE","CHURCH AVENUE",,,"40.6503880875762","-73.9587079993454","314","40","50801",,,
"286","239","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11226",,"CHURCH AVENUE","FLATBUSH AVE",,,"40.6503880875762","-73.9587079993454","314","40","50801",,,
"287","240","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11226",,"FLATBUSH AVE","NEWKIRK AVENUE",,,"40.6396243048077","-73.9547691677079","314","40","51601",,,
"288","241","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11226",,"AVENUE H","FLATBUSH AVENUE",,,"40.6317075229257","-73.9464809751139","314","45","774",,,
"289","242","753 A FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"753 A","FLATBUSH AVENUE","40.6543985312663","-73.95959930594474","314","40","79602","3116191","3050640015","BK60"
"290","243","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11226",,"FLUSHING AVENUE","BROADWAY",,,"40.7007255077179","-73.9419318799525","301","34","491",,,
"291","244","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11226",,"MYRTLE AVE","BROADWAY",,,"40.6969862994393","-73.9352238312201","304","34","389",,,
"292","245","352-358 CLASSON AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"352-358","CLASSON AVENUE","40.68847779134089","-73.95993563461478","302","35","231","3335008","3019480035","BK69"
"293","246","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11201",,"ALBEE SQUARE W","FULTON STREET",,,"40.6899218436904","-73.9835101876069","302","33","33",,,
"294","247","180 REMSEN STREET",,"BROOKLYN","Brooklyn","NY","11201",,,,"180","REMSEN STREET","40.69327682563049","-73.99158699585692","302","33","9","3335934","3002550036","BK09"
"295","248","670 LAFAYETTE AVENUE",,"BROOKLYN","Brooklyn","NY","11216",,,,"670","LAFAYETTE AVENUE","40.69036106064564","-73.94721277784446","303","36","261","3049973","3017900001","BK75"
"296","249","301 GROVE STREET",,"BROOKLYN","Brooklyn","NY","11237",,,,"301","GROVE STREET","40.69844754365545","-73.91562900679867","304","37","433","3075926","3033170041","BK77"
"297","250","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11207",,"GREENE AVENUE","MYRTLE AVE",,,"40.698757273153","-73.9188491178829","304","37","431",,,
"298","251","992 4 AVENUE",,"BROOKLYN","Brooklyn","NY","11232",,,,"992","4 AVENUE","40.65302211184813","-74.00577346782615","307","38","84","3010427","3007040040","BK32"
"299","252","941 4 AVENUE",,"BROOKLYN","Brooklyn","NY","11232",,,,"941","4 AVENUE","40.65422163844158","-74.0044977636687","307","38","84","3010335","3006970010","BK32"
"300","253","870 4 AVENUE",,"BROOKLYN","Brooklyn","NY","11232",,,,"870","4 AVENUE","40.65683474382089","-74.00180926747018","307","38","101","3010002","3006760042","BK32"
"301","254","1439 ST JOHNS PLACE",,"BROOKLYN","Brooklyn","NY","11213",,,,"1439","ST JOHNS PLACE","40.67056787795439","-73.9305451442892","308","36","349","3036880","3013790078","BK61"
"302","255","223 UTICA AVENUE",,"BROOKLYN","Brooklyn","NY","11213",,,,"223","UTICA AVENUE","40.67108959584839","-73.93089427531662","308","36","349","3036854","3013790007","BK61"
