"dbn","school_name","cohort_year","category","gender","total_cohort","total_grads","total_grads_of_cohort","total_regents","total_regents_of_cohort","total_regents_of_grads","advanced_regents","advanced_regents_of_cohort","advanced_regents_of_grads","regents_w_o_advanced","regents_w_o_advanced_of_cohort","regents_w_o_advanced_of_grads","local","local_of_cohort","local_of_grads","still_enrolled","still_enrolled_of_cohort","dropped_out","dropped_out_of_cohort"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2005","6 Year","Female","26","20","0.769230769","13","0.5","0.65","0","0","0","13","0.5","0.65","7","0.269230769","0.35","0","0","4","0.153846154"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2006","4 Year  June","Female","34","17","0.5","13","0.382352941","0.764705882","0","0","0","13","0.382352941","0.764705882","4","0.117647059","0.235294118","8","0.235294118","5","0.147058824"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2006","4 Year August","Female","34","17","0.5","13","0.382352941","0.764705882","0","0","0","13","0.382352941","0.764705882","4","0.117647059","0.235294118","8","0.235294118","5","0.147058824"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2006","5 Year  June","Female","31","18","0.580645161","13","0.419354839","0.722222222","0","0","0","13","0.419354839","0.722222222","5","0.161290323","0.277777778","0","0","8","0.258064516"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2006","5 Year August","Female","31","18","0.580645161","13","0.419354839","0.722222222","0","0","0","13","0.419354839","0.722222222","5","0.161290323","0.277777778","0","0","8","0.258064516"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2006","6 Year","Female","32","18","0.5625","13","0.40625","0.722222222","0","0","0","13","0.40625","0.722222222","5","0.15625","0.277777778","1","0.03125","9","0.28125"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2007","4 Year  June","Female","30","18","0.6","11","0.366666667","0.611111111","0","0","0","11","0.366666667","0.611111111","7","0.233333333","0.388888889","9","0.3","1","0.0333333"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2007","4 Year August","Female","30","20","0.666666667","11","0.366666667","0.55","0","0","0","11","0.366666667","0.55","9","0.3","0.45","7","0.233333333","1","0.0333333"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2007","5 Year  June","Female","32","22","0.6875","11","0.34375","0.5","0","0","0","11","0.34375","0.5","11","0.34375","0.5","0","0","7","0.21875"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2007","5 Year August","Female","32","22","0.6875","11","0.34375","0.5","0","0","0","11","0.34375","0.5","11","0.34375","0.5","0","0","7","0.21875"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2007","6 Year","Female","32","23","0.71875","11","0.34375","0.47826087","0","0","0","11","0.34375","0.47826087","12","0.375","0.52173913","0","0","6","0.1875"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2008","4 Year  June","Female","33","10","0.303030303","10","0.303030303","1","0","0","0","10","0.303030303","1","0","0","0","14","0.424242424","7","0.212121212"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2008","4 Year August","Female","33","10","0.303030303","10","0.303030303","1","0","0","0","10","0.303030303","1","0","0","0","14","0.424242424","7","0.212121212"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2008","5 Year  June","Female","33","12","0.363636364","12","0.363636364","1","0","0","0","12","0.363636364","1","0","0","0","11","0.333333333","8","0.242424242"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2008","5 Year August","Female","33","13","0.393939394","13","0.393939394","1","0","0","0","13","0.393939394","1","0","0","0","10","0.303030303","8","0.242424242"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2008","6 Year","Female","33","13","0.393939394","13","0.393939394","1","0","0","0","13","0.393939394","1","0","0","0","6","0.181818182","12","0.363636364"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2009","4 Year  June","Female","28","17","0.607142857","14","0.5","0.823529412","0","0","0","14","0.5","0.823529412","3","0.107142857","0.176470588","8","0.285714286","3","0.107142857"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2009","4 Year August","Female","28","17","0.607142857","14","0.5","0.823529412","0","0","0","14","0.5","0.823529412","3","0.107142857","0.176470588","8","0.285714286","3","0.107142857"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2009","5 Year  June","Female","26","20","0.769230769","17","0.653846154","0.85","0","0","0","17","0.653846154","0.85","3","0.115384615","0.15","3","0.115384615","3","0.115384615"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2009","5 Year August","Female","26","21","0.807692308","18","0.692307692","0.857142857","0","0","0","18","0.692307692","0.857142857","3","0.115384615","0.142857143","2","0.076923077","3","0.115384615"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2009","6 Year","Female","26","21","0.807692308","18","0.692307692","0.857142857","0","0","0","18","0.692307692","0.857142857","3","0.115384615","0.142857143","2","0.076923077","3","0.115384615"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2010","4 Year  June","Female","34","13","0.382352941","13","0.382352941","1","1","0.0294118","0.076923077","12","0.352941176","0.923076923","0","0","0","11","0.323529412","10","0.294117647"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2010","4 Year August","Female","34","14","0.411764706","14","0.411764706","1","1","0.0294118","0.071428571","13","0.382352941","0.928571429","0","0","0","10","0.294117647","10","0.294117647"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2010","5 Year  June","Female","28","14","0.5","14","0.5","1","1","0.0357143","0.071428571","13","0.464285714","0.928571429","0","0","0","4","0.142857143","8","0.285714286"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2010","5 Year August","Female","28","14","0.5","14","0.5","1","1","0.0357143","0.071428571","13","0.464285714","0.928571429","0","0","0","4","0.142857143","8","0.285714286"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2011","4 Year  June","Female","23","15","0.652173913","14","0.608695652","0.933333333","0","0","0","14","0.608695652","0.933333333","1","0.0434783","0.066666667","5","0.217391304","2","0.086956522"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2011","4 Year August","Female","23","15","0.652173913","14","0.608695652","0.933333333","0","0","0","14","0.608695652","0.933333333","1","0.0434783","0.066666667","5","0.217391304","2","0.086956522"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2003","4 Year  June","Male","4","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2003","5 Year  June","Male","4","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2003","6 Year","Male","4","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2004","4 Year  June","Male","27","19","0.703703704","9","0.333333333","0.473684211","0","0","0","9","0.333333333","0.473684211","10","0.37037037","0.526315789","6","0.222222222","2","0.074074074"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2004","5 Year  June","Male","28","20","0.714285714","10","0.357142857","0.5","0","0","0","10","0.357142857","0.5","10","0.357142857","0.5","2","0.071428571","5","0.178571429"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2004","6 Year","Male","28","21","0.75","10","0.357142857","0.476190476","0","0","0","10","0.357142857","0.476190476","11","0.392857143","0.523809524","1","0.0357143","5","0.178571429"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2005","4 Year  June","Male","39","23","0.58974359","14","0.358974359","0.608695652","0","0","0","14","0.358974359","0.608695652","9","0.230769231","0.391304348","9","0.230769231","4","0.102564103"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2005","4 Year August","Male","39","24","0.615384615","14","0.358974359","0.583333333","0","0","0","14","0.358974359","0.583333333","10","0.256410256","0.416666667","8","0.205128205","4","0.102564103"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2005","5 Year  June","Male","39","26","0.666666667","15","0.384615385","0.576923077","0","0","0","15","0.384615385","0.576923077","11","0.282051282","0.423076923","4","0.102564103","5","0.128205128"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2005","6 Year","Male","39","27","0.692307692","16","0.41025641","0.592592593","0","0","0","16","0.41025641","0.592592593","11","0.282051282","0.407407407","1","0.025641","7","0.179487179"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2006","4 Year  June","Male","44","26","0.590909091","23","0.522727273","0.884615385","0","0","0","23","0.522727273","0.884615385","3","0.068181818","0.115384615","8","0.181818182","6","0.136363636"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2006","4 Year August","Male","44","27","0.613636364","24","0.545454545","0.888888889","0","0","0","24","0.545454545","0.888888889","3","0.068181818","0.111111111","7","0.159090909","6","0.136363636"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2006","5 Year  June","Male","40","26","0.65","23","0.575","0.884615385","0","0","0","23","0.575","0.884615385","3","0.075","0.115384615","0","0","11","0.275"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2006","5 Year August","Male","40","26","0.65","23","0.575","0.884615385","0","0","0","23","0.575","0.884615385","3","0.075","0.115384615","0","0","11","0.275"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2006","6 Year","Male","41","26","0.634146341","23","0.56097561","0.884615385","0","0","0","23","0.56097561","0.884615385","3","0.073170732","0.115384615","0","0","12","0.292682927"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2007","4 Year  June","Male","47","23","0.489361702","17","0.361702128","0.739130435","0","0","0","17","0.361702128","0.739130435","6","0.127659574","0.260869565","16","0.340425532","4","0.085106383"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2007","4 Year August","Male","47","25","0.531914894","18","0.382978723","0.72","0","0","0","18","0.382978723","0.72","7","0.14893617","0.28","15","0.319148936","4","0.085106383"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2007","5 Year  June","Male","45","29","0.644444444","19","0.422222222","0.655172414","0","0","0","19","0.422222222","0.655172414","10","0.222222222","0.344827586","2","0.0444444","9","0.2"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2007","5 Year August","Male","45","29","0.644444444","19","0.422222222","0.655172414","0","0","0","19","0.422222222","0.655172414","10","0.222222222","0.344827586","2","0.0444444","9","0.2"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2007","6 Year","Male","45","30","0.666666667","20","0.444444444","0.666666667","0","0","0","20","0.444444444","0.666666667","10","0.222222222","0.333333333","2","0.0444444","8","0.177777778"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2008","4 Year  June","Male","37","25","0.675675676","19","0.513513514","0.76","0","0","0","19","0.513513514","0.76","6","0.162162162","0.24","5","0.135135135","6","0.162162162"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2008","4 Year August","Male","37","26","0.702702703","20","0.540540541","0.769230769","0","0","0","20","0.540540541","0.769230769","6","0.162162162","0.230769231","4","0.108108108","6","0.162162162"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2008","5 Year  June","Male","35","27","0.771428571","21","0.6","0.777777778","0","0","0","21","0.6","0.777777778","6","0.171428571","0.222222222","3","0.085714286","4","0.114285714"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2008","5 Year August","Male","35","27","0.771428571","21","0.6","0.777777778","0","0","0","21","0.6","0.777777778","6","0.171428571","0.222222222","3","0.085714286","4","0.114285714"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2008","6 Year","Male","35","27","0.771428571","21","0.6","0.777777778","0","0","0","21","0.6","0.777777778","6","0.171428571","0.222222222","1","0.0285714","6","0.171428571"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2009","4 Year  June","Male","57","30","0.526315789","28","0.49122807","0.933333333","0","0","0","28","0.49122807","0.933333333","2","0.0350877","0.066666667","22","0.385964912","5","0.087719298"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2009","4 Year August","Male","57","32","0.561403509","30","0.526315789","0.9375","0","0","0","30","0.526315789","0.9375","2","0.0350877","0.0625","20","0.350877193","5","0.087719298"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2009","5 Year  June","Male","56","35","0.625","32","0.571428571","0.914285714","0","0","0","32","0.571428571","0.914285714","3","0.0535714","0.085714286","9","0.160714286","12","0.214285714"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2009","5 Year August","Male","56","36","0.642857143","32","0.571428571","0.888888889","0","0","0","32","0.571428571","0.888888889","4","0.071428571","0.111111111","8","0.142857143","12","0.214285714"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2009","6 Year","Male","56","40","0.714285714","35","0.625","0.875","0","0","0","35","0.625","0.875","5","0.089285714","0.125","4","0.071428571","12","0.214285714"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2010","4 Year  June","Male","27","11","0.407407407","11","0.407407407","1","0","0","0","11","0.407407407","1","0","0","0","9","0.333333333","7","0.259259259"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2010","4 Year August","Male","27","12","0.444444444","12","0.444444444","1","0","0","0","12","0.444444444","1","0","0","0","8","0.296296296","7","0.259259259"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2010","5 Year  June","Male","27","14","0.518518519","13","0.481481481","0.928571429","0","0","0","13","0.481481481","0.928571429","1","0.037037","0.071428571","3","0.111111111","10","0.37037037"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2010","5 Year August","Male","27","14","0.518518519","13","0.481481481","0.928571429","0","0","0","13","0.481481481","0.928571429","1","0.037037","0.071428571","3","0.111111111","10","0.37037037"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2011","4 Year  June","Male","50","31","0.62","27","0.54","0.870967742","0","0","0","27","0.54","0.870967742","4","0.08","0.129032258","13","0.26","5","0.1"
"01M292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2011","4 Year August","Male","50","31","0.62","27","0.54","0.870967742","0","0","0","27","0.54","0.870967742","4","0.08","0.129032258","13","0.26","5","0.1"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2001","4 Year  June","Female","27","19","0.703703704","15","0.555555556","0.789473684","2","0.074074074","0.105263158","13","0.481481481","0.684210526","4","0.148148148","0.210526316","5","0.185185185","1","0.037037"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2001","5 Year  June","Female","27","23","0.851851852","16","0.592592593","0.695652174","2","0.074074074","0.086956522","14","0.518518519","0.608695652","7","0.259259259","0.304347826","0","0","2","0.074074074"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2001","6 Year","Female","27","23","0.851851852","16","0.592592593","0.695652174","2","0.074074074","0.086956522","14","0.518518519","0.608695652","7","0.259259259","0.304347826","0","0","2","0.074074074"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2002","4 Year  June","Female","29","19","0.655172414","11","0.379310345","0.578947368","4","0.137931034","0.210526316","7","0.24137931","0.368421053","8","0.275862069","0.421052632","8","0.275862069","1","0.0344828"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2002","5 Year  June","Female","29","24","0.827586207","12","0.413793103","0.5","4","0.137931034","0.166666667","8","0.275862069","0.333333333","12","0.413793103","0.5","2","0.068965517","2","0.068965517"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2002","6 Year","Female","29","24","0.827586207","12","0.413793103","0.5","4","0.137931034","0.166666667","8","0.275862069","0.333333333","12","0.413793103","0.5","2","0.068965517","2","0.068965517"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2003","4 Year  June","Female","45","42","0.933333333","21","0.466666667","0.5","7","0.155555556","0.166666667","14","0.311111111","0.333333333","21","0.466666667","0.5","1","0.0222222","2","0.0444444"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2003","5 Year  June","Female","45","42","0.933333333","21","0.466666667","0.5","7","0.155555556","0.166666667","14","0.311111111","0.333333333","21","0.466666667","0.5","1","0.0222222","2","0.0444444"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2003","6 Year","Female","46","43","0.934782609","21","0.456521739","0.488372093","7","0.152173913","0.162790698","14","0.304347826","0.325581395","22","0.47826087","0.511627907","0","0","2","0.0434783"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2004","4 Year  June","Female","68","49","0.720588235","25","0.367647059","0.510204082","5","0.073529412","0.102040816","20","0.294117647","0.408163265","24","0.352941176","0.489795918","18","0.264705882","1","0.0147059"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2004","5 Year  June","Female","68","51","0.75","26","0.382352941","0.509803922","5","0.073529412","0.098039216","21","0.308823529","0.411764706","25","0.367647059","0.490196078","3","0.0441176","10","0.147058824"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2004","6 Year","Female","68","51","0.75","26","0.382352941","0.509803922","5","0.073529412","0.098039216","21","0.308823529","0.411764706","25","0.367647059","0.490196078","1","0.0147059","12","0.176470588"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2005","4 Year  June","Female","59","31","0.525423729","19","0.322033898","0.612903226","3","0.0508475","0.096774194","16","0.271186441","0.516129032","12","0.203389831","0.387096774","20","0.338983051","6","0.101694915"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2005","4 Year August","Female","59","34","0.576271186","19","0.322033898","0.558823529","3","0.0508475","0.088235294","16","0.271186441","0.470588235","15","0.254237288","0.441176471","17","0.288135593","6","0.101694915"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2005","5 Year  June","Female","54","38","0.703703704","19","0.351851852","0.5","3","0.0555556","0.078947368","16","0.296296296","0.421052632","19","0.351851852","0.5","2","0.037037","10","0.185185185"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2005","6 Year","Female","52","39","0.75","19","0.365384615","0.487179487","3","0.0576923","0.076923077","16","0.307692308","0.41025641","20","0.384615385","0.512820513","0","0","11","0.211538462"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2006","4 Year  June","Female","65","34","0.523076923","28","0.430769231","0.823529412","5","0.076923077","0.147058824","23","0.353846154","0.676470588","6","0.092307692","0.176470588","19","0.292307692","9","0.138461538"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2006","4 Year August","Female","65","39","0.6","28","0.430769231","0.717948718","5","0.076923077","0.128205128","23","0.353846154","0.58974359","11","0.169230769","0.282051282","14","0.215384615","9","0.138461538"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2006","5 Year  June","Female","60","41","0.683333333","29","0.483333333","0.707317073","5","0.083333333","0.12195122","24","0.4","0.585365854","12","0.2","0.292682927","5","0.083333333","9","0.15"
"01M696","BARD HIGH SCHOOL EARLY COLLEGE","2008","6 Year","Male","45","45","1","45","1","1","0","0","0","45","1","1","0","0","0","0","0","0","0"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2006","5 Year August","Female","60","43","0.716666667","29","0.483333333","0.674418605","5","0.083333333","0.11627907","24","0.4","0.558139535","14","0.233333333","0.325581395","3","0.05","9","0.15"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2006","6 Year","Female","60","43","0.716666667","29","0.483333333","0.674418605","5","0.083333333","0.11627907","24","0.4","0.558139535","14","0.233333333","0.325581395","0","0","12","0.2"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2007","4 Year  June","Female","62","42","0.677419355","28","0.451612903","0.666666667","7","0.112903226","0.166666667","21","0.338709677","0.5","14","0.225806452","0.333333333","11","0.177419355","6","0.096774194"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2007","4 Year August","Female","62","46","0.741935484","29","0.467741935","0.630434783","7","0.112903226","0.152173913","22","0.35483871","0.47826087","17","0.274193548","0.369565217","7","0.112903226","6","0.096774194"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2007","5 Year  June","Female","60","48","0.8","29","0.483333333","0.604166667","7","0.116666667","0.145833333","22","0.366666667","0.458333333","19","0.316666667","0.395833333","0","0","9","0.15"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2007","5 Year August","Female","60","48","0.8","29","0.483333333","0.604166667","7","0.116666667","0.145833333","22","0.366666667","0.458333333","19","0.316666667","0.395833333","0","0","9","0.15"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2007","6 Year","Female","60","48","0.8","29","0.483333333","0.604166667","7","0.116666667","0.145833333","22","0.366666667","0.458333333","19","0.316666667","0.395833333","0","0","8","0.133333333"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2008","4 Year  June","Female","56","39","0.696428571","35","0.625","0.897435897","6","0.107142857","0.153846154","29","0.517857143","0.743589744","4","0.071428571","0.102564103","11","0.196428571","4","0.071428571"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2008","4 Year August","Female","56","43","0.767857143","37","0.660714286","0.860465116","6","0.107142857","0.139534884","31","0.553571429","0.720930233","6","0.107142857","0.139534884","8","0.142857143","4","0.071428571"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2008","5 Year  June","Female","57","46","0.807017544","38","0.666666667","0.826086957","6","0.105263158","0.130434783","32","0.561403509","0.695652174","8","0.140350877","0.173913043","4","0.070175439","5","0.087719298"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2008","5 Year August","Female","57","47","0.824561404","38","0.666666667","0.808510638","6","0.105263158","0.127659574","32","0.561403509","0.680851064","9","0.157894737","0.191489362","3","0.0526316","5","0.087719298"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2008","6 Year","Female","56","48","0.857142857","39","0.696428571","0.8125","6","0.107142857","0.125","33","0.589285714","0.6875","9","0.160714286","0.1875","1","0.0178571","5","0.089285714"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2009","4 Year  June","Female","39","30","0.769230769","19","0.487179487","0.633333333","4","0.102564103","0.133333333","15","0.384615385","0.5","11","0.282051282","0.366666667","5","0.128205128","4","0.102564103"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2009","4 Year August","Female","39","33","0.846153846","20","0.512820513","0.606060606","4","0.102564103","0.121212121","16","0.41025641","0.484848485","13","0.333333333","0.393939394","2","0.0512821","4","0.102564103"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2009","5 Year  June","Female","39","34","0.871794872","21","0.538461538","0.617647059","4","0.102564103","0.117647059","17","0.435897436","0.5","13","0.333333333","0.382352941","0","0","5","0.128205128"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2009","5 Year August","Female","39","34","0.871794872","21","0.538461538","0.617647059","4","0.102564103","0.117647059","17","0.435897436","0.5","13","0.333333333","0.382352941","0","0","5","0.128205128"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2009","6 Year","Female","39","34","0.871794872","21","0.538461538","0.617647059","4","0.102564103","0.117647059","17","0.435897436","0.5","13","0.333333333","0.382352941","0","0","5","0.128205128"
"01M448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2010","4 Year  June","Female","34","24","0.705882353","22","0.647058824","0.916666667","0","0","0","22","0.647058824","0.916666667","2","0.0588235","0.083333333","3","0.088235294","7","0.205882353"
