"date","program_area","program_type","service_category","provider","program_site_name","borough","street_address","city","state","zipcode","latitude","longitude","x_coordinate","y_coordinate","communitydistrict","community_name","city_council_district","census_tract_2010","nda","nta","bin","bbl","geocoded_column","ntaname","totalslots","totalparticipants","contract","portfolioid"
"2020","CSBG","Opportunity Youth Support","Community Services; Educational Services; Family Support; Immigrant Services; Jobs and Internships","ST. NICKS ALLIANCE CORP.","St. Nicks Alliance","Brooklyn","790 BROADWAY","Brooklyn","NY","11206","40.69998376","-73.94063781","1000710","194305","Brooklyn CD 003","Brooklyn CD 003","Council District 036 Brooklyn","28501","Brooklyn Neighborhood Development Area 004","BK78","3042818","3015780014","POINT (-73.94063781 40.69998376)","Bushwick South","N/A","N/A","820415A",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","New York Edge, Inc.","J.H.S. 162 The Willoughby","Brooklyn","1390 WILLOUGHBY AVENUE","Brooklyn","NY","11237","40.70722829","-73.91980544","1006484","196949","Brooklyn CD 004","Brooklyn CD 004","Council District 034 Brooklyn","445","NDA004K","BK77","3073018","3032120001","POINT (-73.91980544 40.70722829)","Bushwick North","120","134","134219B",
"2021","Compass","COMPASS Explore","Afterschool Programs; Community Services; Educational Services","Haitian Americans United For Progress, Inc.","P.S. 189 The Bilingual Center","Brooklyn","1100 EAST NEW YORK AVENUE","Brooklyn","NY","11212","40.66556422","-73.92624647","1004711","181768","Brooklyn CD 017","Brooklyn CD 017","Council District 041 Brooklyn","892","NDA016K","BK81","3099537","3045990001","POINT (-73.92624647 40.66556422)","Brownsville","37","37","210007A","210007"
"2021","Discretionary","Under Threshold","Community Services","Atlantic Avenue Association Local Development Corporation","Atlantic avenue art walk","Brooklyn","494 ATLANTIC AVENUE","New York","NY","11217","40.6855771","-73.981925","989249","189033","Brooklyn CD 002","Brooklyn CD 002","Council District 033 Brooklyn","39","Brooklyn Neighborhood Development Area 002","BK38","3000977","3001850014","POINT (-73.981925 40.6855771)","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","N/A","N/A","28545S",
"2020","Discretionary","Over Threshold","Community Services","The New York Immigration Coalition Inc","P2G at Bronx Regional HS","Bronx","1010 REV JAMES A POLITE AVENUE","Bronx","NY","10459","40.82349","-73.89853","1012239","239328","Bronx CD 002","Bronx CD 002","Council District 017 Bronx","12901","Out of NDA","BX33","2005366","2026980012","POINT (-73.89853 40.82349)","Longwood","N/A","N/A","38334R",
"2020","Literacy and Immigrant Services","Young Adult Literacy Program (YALP)",,"Brooklyn Public Library - Bedford Learning Center","Bedford","Brooklyn","496 FRANKLIN AVENUE","Brooklyn","NY","11238","40.68163142","-73.95580955","996513","187625","Brooklyn CD 003","Brooklyn CD 003","Council District 035 Brooklyn","227","NDA002K","BK69","3057384","3019970032","POINT (-73.95580955 40.68163142)","Clinton Hill","N/A","N/A","766569A",
"2020","Discretionary","Over Threshold","Community Services","Hispanic Federation, Inc","PS 28 Wright Brothers","Manhattan","400 WEST 155 STREET","New York","NY","10032","40.83049613","-73.94046355","1000714","241862","Manhattan CD 009","Manhattan CD 009","Council District 009 Manhattan","23501","NDA Not-defined","MN04","1089726","1020697501","POINT (-73.94046355 40.83049613)","Hamilton Heights","N/A","N/A","34195R",
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Jacob A. Riis Neighborhood Settlement","P.S. 166 Henry Gradstein","Queens","33-09 35 AVENUE","QUEENS","NY","11106","40.75730823","-73.92673325","1004548","215193","Queens CD 001","Queens CD 001","Council District 026 Queens","57","NDA Not-defined","QN70","4008220","4006100001","POINT (-73.92673325 40.75730823)","Astoria","165","121","126041A","126041"
"2020","Discretionary","Under Threshold","Community Services","Neighborhood Housing Services of Jamaica, Inc.","Construction Services","Queens","89-70 162 STREET","Jamaica","NY","11432","40.704792","-73.798217","1040196","196245","Queens CD 012","Queens CD 012","Council District 024 Queens","44601","NDA012Q","QN61","4208874","4097600081","POINT (-73.798217 40.704792)","Jamaica","N/A","N/A","48283R",
"2021","RHY","Transitional Independent Living (TIL)",,"SCO Family of Services",,"Brooklyn",,"Brooklyn","NY","11207",,,,,"Brooklyn CD 005","Brooklyn CD 005","Council District 042 Brooklyn",,"Brooklyn Neighborhood Development Area 005","BK85",,,,"East New York (Pennsylvania Ave)","N/A","N/A","9546",
"2020","SYEP","SYEP School-Based","Educational Services; Jobs and Internships","BronxWorks, Inc.","Careers in Sports High School (07X548)","Bronx","730 CONCOURSE VILLAGE WEST","BRONX","NY","10451","40.82230984","-73.92382902","1005332","238876","Bronx CD 004","Bronx CD 004","Council District 017 Bronx","61","NDA005X","BX14","2103486","2024430078","POINT (-73.92382902 40.82230984)","East Concourse-Concourse Village","N/A","N/A","91041",
"2020","Discretionary","Over Threshold","Community Services","Loisaida, Inc.","Loisaida, Inc.","Queens","35-40 21ST ST","Queens","NY","11106","40.76080776","-73.93591981","1002002","216466","Queens CD 001","Queens CD 001","Council District 026 Queens","43","NDA001Q","QN68","4430693","4003320002","POINT (-73.93591981 40.76080776)","Queensbridge-Ravenswood-Long Island City","N/A","N/A","33300R",
"2020","Discretionary","Over Threshold","Community Services","African Refuge Inc.","African Refuge","Staten Island","185 PARK HILL AVE","Staten Island","NY","10304","40.6151566","-74.082151","961317","163231","Richmond CD 001","Richmond CD 001","Council District 049 Richmond","40","Richmond Neighborhood Development Area 001","SI08","5106233","5029220150","POINT (-74.082151 40.6151566)","Grymes Hill-Clifton-Fox Hills","N/A","N/A","58198R",
"2020","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL","Educational Services","RiseBoro Community Partnership Inc","Ridgewood Bushwick Senior Citizens Council","Brooklyn","1474 GATES AVENUE","Brooklyn","NY","11237","40.69780111","-73.91382024","1008123","193511","Brooklyn CD 004","Brooklyn CD 004","Council District 037 Brooklyn","433","NDA004K","BK77","3387654","3033440016","POINT (-73.91382024 40.69780111)","Bushwick North","105","117","766581A",
"2021","CSBG","Seniors","Community Services; Family Support; Housing Support; Immigrant Services","Conscientious Musical Revues","Jasa","Bronx","3880 SEDGWICK AVENUE","Bronx","NY","10463","40.88246155","-73.89389801","1013559","260995","Bronx CD 008","Bronx CD 008","Council District 011 Bronx","409","NDA008X","BX28","2086830","2032460076","POINT (-73.89389801 40.88246155)","Van Cortlandt Village","N/A","N/A","810708B",
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","New York Edge, Inc.","J.H.S. 127 The Castle Hill","Bronx","1560 PURDY STREET","Bronx","NY","10462","40.8384278","-73.8529844","1024766","244690","Bronx CD 009","Bronx CD 009","Council District 018 Bronx","222","NDA010X","BX46","2041247","2039480055","POINT (-73.8529844 40.8384278)","Parkchester","100","106","134115C","134115"
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Global Kids, Inc.","M.S. 224 Manhattan East School for Arts & Academics","Manhattan","410 EAST 100 STREET","New York","NY","10029","40.78567036","-73.94254752","1000160","225523","Manhattan CD 011","Manhattan CD 011","Council District 008 Manhattan","162","NDA011M","MN33","1052998","1016930001","POINT (-73.94254752 40.78567036)","East Harlem South","80","86","142040A","142040"
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Manhattan Youth Recreation and Resources, Inc.","Quest to Learn","Manhattan","351 WEST 18 STREET","New York","NY","10011","40.74286669","-74.00213639","983658","209923","Manhattan CD 004","Manhattan CD 004","Council District 003 Manhattan","89","Out of NDA","MN13","1013096","1007420007","POINT (-74.00213639 40.74286669)","Hudson Yards-Chelsea-Flatiron-Union Square","101","126","142059A","142059"
"2020","SYEP","WLG (OY)",,"Infinity Educational Programs, Inc.","Infinity SYEP Marine Park","Brooklyn","1972 EAST 34 STREET","Brooklyn","NY","11234","40.6089583","-73.933341","1002737","161286","Brooklyn CD 018","Brooklyn CD 018","Council District 046 Brooklyn","636","NDA Not-defined","BK45","3240023","3085000077","POINT (-73.933341 40.6089583)","Georgetown-Marine Park-Bergen Beach-Mill Basin","N/A","N/A","91108",
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Coalition for Hispanic Family Services","I.S. 230","Queens","73-10 34 AVENUE","JACKSON HEIGHTS","NY","11372","40.75286571","-73.89319315","1013842","213584","Queens CD 003","Queens CD 003","Council District 025 Queens","289","NDA003Q","QN28","4028931","4012600001","POINT (-73.89319315 40.75286571)","Jackson Heights","120","125","134401C","134401"
"2021","CSBG","High School","Afterschool Programs; Community Services; Educational Services; Family Support; Immigrant Services","Argus Community Inc","Argus Community, Inc.","Bronx","760 EAST 160 STREET","bronx","NY","10456","40.82038075","-73.90466183","1010617","238199","Bronx CD 001","Bronx CD 001","Council District 017 Bronx","77","NDA001X","BX34","2004691","2026560007","POINT (-73.90466183 40.82038075)","Melrose South-Mott Haven North","N/A","N/A","810106B","810106"
"2020","WIOA","Learn and Earn","Afterschool Programs; Educational Services; Jobs and Internships","Chinese-American Planning Council Inc","Chinese American Planning Council","Queens","133-14 41 AVENUE","Flushing","NY","11355","40.76030932","-73.82973298","1031258","215411","Queens CD 007","Queens CD 007","Council District 020 Queens","849","NDA007Q","QN22","4617434","4050410005","POINT (-73.82973298 40.76030932)","Flushing","N/A","N/A","90334",
"2020","Discretionary","Over Threshold","Community Services","Health Essential Association Inc","Health Essential Association","Brooklyn","2101 EAST 16TH ST.","Brooklyn","NY","11229","40.59880078","-73.95538643","996687","157408","Brooklyn CD 015","Brooklyn CD 015","Council District 048 Brooklyn","580","NDA Not-defined","BK44","3199610","3073490001","POINT (-73.95538643 40.59880078)","Madison","N/A","N/A","28645R",
"2020","Discretionary","Under Threshold","Community Services","Josephine Herrick Project, Inc.","Harlem Veterans Center","Manhattan","2279 3RD AVE","New York","NY","10035","40.8027536","-73.936051","1001944","231756","Manhattan CD 011","Manhattan CD 011","Council District 008 Manhattan","194","Manhattan Neighborhood Development Area 011","MN34","1087594","1017887501","POINT (-73.936051 40.8027536)","East Harlem North","N/A","N/A","34229R",
"2020","Discretionary","Under Threshold","Community Services","Berean Community & Family Life Center, Inc","Summer band camp","Brooklyn","118 ROCHESTER AVENUE","Brooklyn","NY","11233","40.6751717","-73.927876","1004184","185330","Brooklyn CD 008","Brooklyn CD 008","Council District 036 Brooklyn","307","Brooklyn Neighborhood Development Area 008","BK61","3396730","3013490033","POINT (-73.927876 40.6751717)","Crown Heights North","N/A","N/A","23467R",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Federation of Italian-American Organizations of Brooklyn LTD","St. Athanasius Catholic Academy","Brooklyn","6120 BAY PARKWAY","Brooklyn","NY","11204","40.6158568","-73.97969","990014","163690","Brooklyn CD 011","Brooklyn CD 011","Council District 047 Brooklyn","246","NDA012K","BK88","3132669","3055290034","POINT (-73.97969 40.6158568)","Borough Park","45","47","143154A","143154"
"2020","RHY","Transitional Independent Living (TIL)",,"Under 21",,"Bronx",,"Bronx","NY","10455",,,,,"Bronx CD 002","Bronx CD 002","Council District 017 Bronx",,"Bronx Neighborhood Development Area 002","BX33",,,,"Longwood","N/A","N/A","9536",
"2021","Discretionary","Under Threshold","Community Services","Islamic Circle of North America, Inc.","ICNA","Queens","166-26 89TH AVENUE","Jamaica","NY","11432","40.70813622","-73.79517162","1041278","197347","Queens CD 012","Queens CD 012","Council District 028 Queens","460","Queens Neighborhood Development Area 012","QN61","4209637","4097980036","POINT (-73.79517162 40.70813622)","Jamaica","N/A","N/A","93067S",
"2021","SYEP","SYEP School-Based","Educational Services; Jobs and Internships","Global Kids, Inc.","Bronx Studio School for Writers and Artists - BSSWA (08X269)","Bronx","928 SIMPSON STREET","Bronx","NY","10459","40.82059264","-73.89307268","1013830","238254","Bronx CD 002","Bronx CD 002","Council District 017 Bronx","89","NDA002X","BX27","2116211","2027230033","POINT (-73.89307268 40.82059264)","Hunts Point","N/A","N/A","91051",
"2021","CSBG","Seniors","Community Services; Family Support; Housing Support; Immigrant Services","Riverstone Senior Life Services, Inc.","Riverstone Senior Life Services","Manhattan","99 FT WASHINGTON AVENUE","New York","NY","10032","40.8392417","-73.9447535","999824","244799","Manhattan CD 012","Manhattan CD 012","Council District 007 Manhattan","247","NDA012M","MN36","1063346","1021360235","POINT (-73.9447535 40.8392417)","Washington Heights South","N/A","N/A","831214B",
"2021","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL (Discretionary)","Educational Services","Fordham University","Our Lady of Mt Carmel Center","Bronx","2380 BELMONT AVENUE","Bronx","NY","10458","40.8544222","-73.8863193","1015627","250579","Bronx CD 006","Bronx CD 006","Council District 015 Bronx","391","NDA006X","BX06","2012171","2030740041","POINT (-73.8863193 40.8544222)","Belmont","92","166","76773S",
"2020","Cornerstone","Cornerstone","Afterschool Programs; Community Services; Educational Services; Family Support","University Settlement Society of New York","Ingersoll Community Center","Brooklyn","177 MYRTLE ST.","Brooklyn","NY","11201","40.6938275","-73.9821728","989157","191979","Brooklyn CD 002","Brooklyn CD 002","Council District 035 Brooklyn","15","NDA Not-defined","BK38",,,"POINT (-73.9821728 40.6938275)","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","336","599","99237A","99237-3"
"2021","Discretionary","Under Threshold","Community Services","Christ Church-New Brighton","CHRIST CHURCH - NEW BRIGHTON","Staten Island","76 FRANKLIN AVENUE","Staten Island","NY","10301","40.69691733","-73.95856485","958635","173766","Richmond CD 001","Richmond CD 001","Council District 049 Richmond","81","Richmond Neighborhood Development Area 001","SI22","5106503","5000660158","POINT (-73.95856485 40.69691733)","West New Brighton-New Brighton-St. George","N/A","N/A","93028S",
"2021","SYEP","SYEP School-Based","Educational Services; Jobs and Internships","Queens Community House, Inc.","Newtown High School (24Q455)","Queens","48-01 90 STREET","QUEENS","NY","11373","40.74112153","-73.8747211","1018966","209312","Queens CD 004","Queens CD 004","Council District 025 Queens","461","Out of NDA","QN29","4045629","4018490001","POINT (-73.8747211 40.74112153)","Elmhurst","N/A","N/A","91174",
"2020","Discretionary","Over Threshold","Community Services","SCO Family of Services","PS 1","Brooklyn","309 47 STREET","Brooklyn","NY","11220","40.64904167","-74.01228861","980840","175740","Brooklyn CD 007","Brooklyn CD 007","Council District 038 Brooklyn","80","NDA007K","BK32","3011821","3007550022","POINT (-74.01228861 40.64904167)","Sunset Park West","N/A","N/A","68476R",
"2021","Discretionary","Over Threshold","Community Services","The Crenulated Company LTD","Young Women’s Leadership Development Program","Bronx","1525 TOWNSEND AVENUE","Bronx","NY","10452","40.8428059","-73.915016","1007830","246308","Bronx CD 004","Bronx CD 004","Council District 014 Bronx","209","Bronx Neighborhood Development Area 004","BX63","2008143","2028460061","POINT (-73.915016 40.8428059)","West Concourse","N/A","N/A","68216S",
"2020","Discretionary","Under Threshold","Community Services","Roman Catholic Church of Our Lady of Perpetual Help","Roman Catholic Church of our lady of perpetual Help","Brooklyn","451 58 STREET","Brooklyn","NY","11220","40.64132309","-74.01567841","979795","172914","Brooklyn CD 007","Brooklyn CD 007","Council District 038 Brooklyn","74","NDA007K","BK32","3015697","3008470054","POINT (-74.01567841 40.64132309)","Sunset Park West","N/A","N/A","93208R",
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Phipps Neighborhoods, Inc.","P.S. 68 Bronx Edward A. Fogel","Bronx","4011 MONTICELLO AVENUE","Bronx","NY","10466","40.8914828","-73.838736","1028910","264201","Bronx CD 012","Bronx CD 012","Council District 012 Bronx","426","Out of NDA","BX62","2067852","2049860081","POINT (-73.838736 40.8914828)","Woodlawn-Wakefield","145","125","126118A","126118"
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Kings Bay YM-YWHA, Inc.","P.S. 206 Joseph F. Lamb","Brooklyn","2200 GRAVESEND NECK ROAD","Brooklyn","NY","11229","40.5972728","-73.9484272","998428","156918","Brooklyn CD 015","Brooklyn CD 015","Council District 048 Brooklyn","59401","Out of NDA","BK17","3201080","3073810201","POINT (-73.9484272 40.5972728)","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","90","57","143158A","143158-2"
"2020","WIOA","Train and Earn","Jobs and Internships","NYSARC INC NEW YORK CITY CHAPTER","EBS","Brooklyn","2211 CHURCH AVENUE","Brooklyn","NY","11226","40.6505647","-73.9582671","995856","176246","Brooklyn CD 014","Brooklyn CD 014","Council District 040 Brooklyn","79602","NDA009K","BK60","3116881","3050890071","POINT (-73.9582671 40.6505647)","Prospect Lefferts Gardens-Wingate","N/A","N/A","90533",
"2020","Discretionary","Over Threshold","Community Services","The Child Center of NY Inc","Queens High School for Information, Research, and Technology","Queens","821 BAY 25 STREET","Far Rockaway","NY","11691","40.60200984","-73.76279497","1050119","158694","Queens CD 014","Queens CD 014","Council District 031 Queens","100802","NDA014Q","QN15","4300730","4157360001","POINT (-73.76279497 40.60200984)","Far Rockaway-Bayswater","N/A","N/A","42231R",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx Alliance Middle School","Bronx","3750 BAYCHESTER AVENUE","BRONX","NY","10466","40.88495225","-73.84052377","1028347","261730","Bronx CD 012","Bronx CD 012","Council District 012 Bronx","484","NDA012X","BX03","2066190","2049350001","POINT (-73.84052377 40.88495225)","Eastchester-Edenwald-Baychester","117","132","142118A","142118"
"2020","Discretionary","Over Threshold","Community Services","Muslim Community Network","Al-Mamoor Islamic School","Queens","78-31 PARSONS BOULEVARD","Fresh Meadows","NY","11366","40.721455","-73.80919","1037155","202141","Queens CD 008","Queens CD 008","Council District 025 Queens","1257","NDA Not-defined","QN37","4147931","4068300001","POINT (-73.80919 40.721455)","Kew Gardens Hills","N/A","N/A","38708R",
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","The Crenulated Company LTD","New Settlement Apartments","Bronx","1512 TOWNSEND AVENUE","Bronx","NY","10452","40.842242","-73.91474","1007792","246226","Bronx CD 004","Bronx CD 004","Council District 014 Bronx","209","NDA004X","BX63","2092057","2028450007","POINT (-73.91474 40.842242)","West Concourse","100","145","126159A","126159"
"2020","Discretionary","Over Threshold","Community Services","The Hope Program Inc","Sustainable South Bronx","Bronx","1360 GARRISON AVENUE","Bronx","NY","10474","40.821101","-73.885036","1016068","238448","Bronx CD 002","Bronx CD 002","Council District 017 Bronx","115.02","Bronx Neighborhood Development Area 002","BX27","2006405","2027610219","POINT (-73.885036 40.821101)","Hunts Point","N/A","N/A","23053R",
"2021","Cornerstone","Learning Labs","Community Services; Educational Services; Family Support","YMCA of Greater New York - Virtual Y","Two Bridges Community Center","Manhattan","286 SOUTH ST.","New York","NY","10002","40.7104778","-73.98657107","987973","198123","Manhattan CD 003","Manhattan CD 003","Council District 001 Manhattan","201","NDA003M","MN28","1003142","1002450001","POINT (-73.98657107 40.7104778)","Lower East Side","45","6","99238A","99238-LL"
"2020","Discretionary","Over Threshold","Community Services","Chinese-American Planning Council Inc","CPC Brooklyn Community Center","Brooklyn","4101 8TH AVENUE","Brooklyn","NY","11232","40.64606971","-73.99854417","984654","174657","Brooklyn CD 012","Brooklyn CD 012","Council District 038 Brooklyn","92","NDA Not-defined","BK34","3018218","3009230009","POINT (-73.99854417 40.64606971)","Sunset Park East","N/A","N/A","68440R",
"2020","CSBG","NDA Healthy Families","Community Services; Family Support; Housing Support; Immigrant Services","Polonians Organized to Minister to Our Community, Inc","Polonians Organized to Minister to Our Community, Inc","Queens","66-60 FRESH POND ROAD","Ridgewood","NY","11385","40.70719119","-73.89729157","1012726","196942","Queens CD 005","Queens CD 005","Council District 030 Queens","587","NDA005Q","QN20","4084940","4035290077","POINT (-73.89729157 40.70719119)","Ridgewood","N/A","N/A","840502A",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Bergen Basin Community Development Corporation","Scholars' Academy","Queens","320 BEACH 104 STREET","Far Rockaway","NY","11694","40.58410832","-73.82571091","1032661","152131","Queens CD 014","Queens CD 014","Council District 032 Queens","938","Out of NDA","QN10","4303722","4161590012","POINT (-73.82571091 40.58410832)","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","101","102","142206A","142206"
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Bergen Beach Youth Organization, Inc.","P.S. 312 Bergen Beach","Brooklyn","7103 AVENUE T","Brooklyn","NY","11234","40.6219849","-73.9092523","1009516","165687","Brooklyn CD 018","Brooklyn CD 018","Council District 046 Brooklyn","69602","Out of NDA","BK45","3236665","3083930001","POINT (-73.9092523 40.6219849)","Georgetown-Marine Park-Bergen Beach-Mill Basin","157","159","126101A","126101"
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Casita Maria, Inc.","Bronx Studio School for Writers and Artists","Bronx","928 SIMPSON STREET","Bronx","NY","10459","40.82059264","-73.89307268","1013830","238254","Bronx CD 002","Bronx CD 002","Council District 017 Bronx","89","NDA002X","BX27","2116211","2027230033","POINT (-73.89307268 40.82059264)","Hunts Point","157","129","126015A","126015"
"2021","Discretionary","Over Threshold","Community Services","Good Shepherd Services","52nd Precinct Community Council","Bronx","3016 WEBSTER AVENUE","Bronx","NY","10467","40.8690833","-73.879624","1017478","256069","Bronx CD 007","Bronx CD 007","Council District 011 Bronx","425","NDA Not-defined","BX43","2017718","2033250005","POINT (-73.879624 40.8690833)","Norwood","N/A","N/A","68438S",
"2020","Discretionary","Under Threshold","Community Services","Bank Street College of Education","Bank Street College of Education","Brooklyn","600 KINGSTON AVENUE","Brooklyn","NY","11203","40.65889267","-73.94245847","1000215","179334","Brooklyn CD 009","Brooklyn CD 009","Council District 040 Brooklyn","810","NDA009K","BK60","3107227","3048110001","POINT (-73.94245847 40.65889267)","Prospect Lefferts Gardens-Wingate","N/A","N/A","33331R",
"2020","Discretionary","Over Threshold","Community Services","New York City H2O, Inc.","Maspeth High School","Queens","54-40 74 STREET","Elmhurst","NY","11373","40.72993884","-73.88748223","1015435","205233","Queens CD 005","Queens CD 005","Council District 030 Queens","49302","Out of NDA","QN30","4062864","4028030001","POINT (-73.88748223 40.72993884)","Maspeth","N/A","N/A","68460R",
"2021","Compass","Learning Labs","Community Services; Educational Services; Family Support","NYC Parks & Recreation/The Arsenal","St. John's","Brooklyn","1251 PROSPECT PL.","Brooklyn","NY","11213","40.67348807","-73.93479963","1002336","184653","Brooklyn CD 008","Brooklyn CD 008","Council District 036 Brooklyn","345","Out of NDA","BK61","3393257","3013530001","POINT (-73.93479963 40.67348807)","Crown Heights North","45","0","500014","Parks-8"
"2020","Discretionary","Over Threshold","Community Services","CHAZAQ Organization USA Inc","Chazaq Organization USA","Queens","141-24 JEWEL AVENUE","Flushing","NY","11367","40.7296799","-73.823923","1033063","205153","Queens CD 008","Queens CD 008","Council District 024 Queens","779.02","NDA Not-defined","QN37","4143179","4066160036","POINT (-73.823923 40.7296799)","Kew Gardens Hills","N/A","N/A","68450R",
"2021","Discretionary","Over Threshold","Community Services","Masbia of Boro Park","Masbia of Boro Park","Brooklyn","5402 NEW UTRECHT AVENUE","Brooklyn","NY","11219","40.6323632","-73.9955253","985549","169644","Brooklyn CD 012","Brooklyn CD 012","Council District 044 Brooklyn","218","NDA012K","BK88","3139372","3056760033","POINT (-73.9955253 40.6323632)","Borough Park","N/A","N/A","28737S",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Coalition for Hispanic Family Services","I.S. 71 Juan Morel Campos Secondary School","Brooklyn","215 HEYWARD STREET","Brooklyn","NY","11206","40.70360206","-73.95323664","997241","195629","Brooklyn CD 001","Brooklyn CD 001","Council District 033 Brooklyn","529","NDA001K","BK72","3061064","3022270001","POINT (-73.95323664 40.70360206)","Williamsburg","91","107","142122A","142122"
"2021","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL","Educational Services","Jewish Community Center of Staten Island, Inc.","Berman Early Childhood Center","Staten Island","2221 RICHMOND AVENUE","Staten Island","NY","10314","40.59264733","-74.16312413","938946","155236","Richmond CD 002","Richmond CD 002","Council District 051 Richmond","27706","NDA Not-defined","SI24","5038357","5023800110","POINT (-74.16312413 40.59264733)","Todt Hill-Emerson Hill-Heartland Village-Lighthous","350","201","766578A",
"2020","RHY","Drop-in Centers","Educational Services; Family Support; Housing Support; Jobs and Internships","SCO Family of Services","SCO Drop-In Center","Brooklyn","398 GRANT AVE.","Brooklyn","NY","11208","40.680988","-73.867026","1021193","187488","Brooklyn CD 005","Brooklyn CD 005","Council District 037 Brooklyn","1186","Brooklyn Neighborhood Development Area 005","BK83","3093771","3041740072","POINT (-73.867026 40.680988)","Cypress Hills-City Line","N/A","N/A","9557",
"2020","Discretionary","Under Threshold","Community Services","Imani House, Inc.","Hanson Place United Methodist Church","Brooklyn","144 SAINT FELIX STREET","Brooklyn","NY","11217","40.6854398","-73.977647","990593","189084","Brooklyn CD 002","Brooklyn CD 002","Council District 015 Brooklyn","35","Brooklyn Neighborhood Development Area 002","BK68","3059187","3021110045","POINT (-73.977647 40.6854398)","Fort Greene","N/A","N/A","28652R",
"2021","Cornerstone","Learning Labs","Community Services; Educational Services; Family Support","Graham Windham","Manhattanville Community Center","Manhattan","530 WEST 133RD STREET","New York","NY","10027","40.81812659","-73.95447804","996850","237346","Manhattan CD 009","Manhattan CD 009","Council District 007 Manhattan","219","NDA009M","MN06","1084130","1019840001","POINT (-73.95447804 40.81812659)","Manhattanville","30","61","99215A","99215-LL"
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Italian American Civil Rights League Canarsie Inc","P.S. 184 Newport","Brooklyn","273 NEWPORT STREET","Brooklyn","NY","11212","40.65996567","-73.90490085","1010635","179734","Brooklyn CD 016","Brooklyn CD 016","Council District 042 Brooklyn","918","NDA016K","BK81","3082391","3036060001","POINT (-73.90490085 40.65996567)","Brownsville","100","37","134209B",
"2020","SYEP","Older Youth (OY)","Educational Services; Jobs and Internships","Henry Street Settlement","High School for Public Service","Brooklyn","600 KINGSTON AVENUE","Brooklyn","NY","11203","40.65889267","-73.94245847","1000215","179334","Brooklyn CD 009","Brooklyn CD 009","Council District 040 Brooklyn","810","NDA009K","BK60","3107227","3048110001","POINT (-73.94245847 40.65889267)","Prospect Lefferts Gardens-Wingate","N/A","N/A","91106",
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","SCAN-HARBOR INC","P.S. 114 Luis Llorens Torres School","Bronx","1155 CROMWELL AVENUE","Bronx","NY","10452","40.8349464","-73.9232607","1005539","243418","Bronx CD 004","Bronx CD 004","Council District 016 Bronx","63","NDA004X","BX63","2003022","2024950100","POINT (-73.9232607 40.8349464)","West Concourse","302","307","126061A","126061"
"2020","Cornerstone","Cornerstone","Afterschool Programs; Community Services; Educational Services; Family Support","Community Association of Progressive Dominicans Inc","Sedgwick Community Center","Bronx","1553 UNIVERSITY AVENUE","Bronx","NY","10453","40.84611053","-73.92166206","1005924","247548","Bronx CD 005","Bronx CD 005","Council District 016 Bronx","20501","NDA006X","BX36","2092105","2028770001","POINT (-73.92166206 40.84611053)","University Heights-Morris Heights","176","242","99208A","99208-2"
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","School Settlement Association","School Settlement Association","Brooklyn","120 JACKSON AVENUES","Brooklyn","NY","11211","40.7162947","-73.9466994","999016","200303","Brooklyn CD 001","Brooklyn CD 001","Council District 034 Brooklyn","501","Brooklyn Neighborhood Development Area 001","BK90",,,"POINT (-73.9466994 40.7162947)","East Williamsburg","100","102","126154A","126154"
