"feeid","buildingid","boroid","boro","housenumber","streetname","zip","block","lot","lifecycle","feetypeid","feetype","feesourcetypeid","feesourcetype","feesourceid","feeissueddate","feeamount","dofaccounttype","doftransferdate","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"1085879","547305","4","QUEENS","127-02","135 AVENUE","11420","11861","31","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1148983","2020-01-28T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.669017","-73.812487","10","28","818","4257342","4118610031","South Ozone Park"
"1085880","379262","3","BROOKLYN","152","MARCUS GARVEY BOULEVARD","11206","1777","33","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1148297","2020-01-27T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.693251","-73.940096","3","36","281","3049571","3017770033","Stuyvesant Heights"
"1085881","111945","2","BRONX","1149","STRATFORD AVENUE","10472","3743","63","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1149478","2020-01-28T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.827966","-73.875222","9","18","48","2023994","2037430063","Soundview-Bruckner"
"1085882","396399","3","BROOKLYN","607","WILLOUGHBY AVENUE","11206","1760","70","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1149734","2020-01-29T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.694373","-73.944934","3","36","25901","3048877","3017600070","Bedford"
"1085883","80968","2","BRONX","3135","GODWIN TERRACE","10463","5707","20","Standing Building","8","INSPECTION FEE","2","Complaint","167851","2020-01-29T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.880061","-73.905143","8","11","289","2083171","2057070020","Spuyten Duyvil-Kingsbridge"
"1085884","9840","1","MANHATTAN","944","COLUMBUS AVENUE","10025","1861","31","Standing Building","8","INSPECTION FEE","2","Complaint","167880","2020-01-29T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.799501","-73.962686","7","7","193","1055968","1018610031","Morningside Heights"
"1085885","114449","2","BRONX","2364","TIEBOUT AVENUE","10458","3022","1","Standing Building","8","INSPECTION FEE","2","Complaint","167935","2020-01-29T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.858579","-73.896266","5","15","39902","2010979","2030220001","Bedford Park-Fordham North"
"1085886","122235","2","BRONX","1531","WESTCHESTER AVENUE","10472","3773","5","Standing Building","8","INSPECTION FEE","2","Complaint","167936","2020-01-29T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.828642","-73.878571","9","18","54","2025162","2037730005","West Farms-Bronx River"
"1085887","40189","1","MANHATTAN","418","WEST 130 STREET","10027","1969","55","Standing Building","8","INSPECTION FEE","2","Complaint","167937","2020-01-29T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.814604","-73.951883","9","9","21303","1059616","1019690055","Manhattanville"
"1085888","37304","1","MANHATTAN","305","WEST 99 STREET","10025","1888","63","Standing Building","8","INSPECTION FEE","2","Complaint","167938","2020-01-29T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.797322","-73.972092","7","6","187","1057089","1018880063","Upper West Side"
"1085889","120578","2","BRONX","2099","WEBSTER AVENUE","10457","3143","121","Standing Building","8","INSPECTION FEE","2","Complaint","167939","2020-01-29T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.852490","-73.898000","5","15","379","2013310","2031430121","Mount Hope"
"1085890","65778","2","BRONX","870","EAST 175 STREET","10460","2957","34","Standing Building","8","INSPECTION FEE","2","Complaint","167940","2020-01-29T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.840023","-73.888597","6","17","367","2010103","2029570034","East Tremont"
"1085891","81940","2","BRONX","3235","GRAND CONCOURSE","10468","3323","22","Standing Building","8","INSPECTION FEE","2","Complaint","167941","2020-01-29T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.877488","-73.885258","7","11","411","2017667","2033230022","Bedford Park-Fordham North"
"1085892","351061","3","BROOKLYN","300","PALMETTO STREET","11237","3362","10","Standing Building","8","INSPECTION FEE","2","Complaint","167942","2020-01-29T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.696945","-73.913565","4","37","435","3076845","3033620010","Bushwick North"
"1085893","295736","3","BROOKLYN","335","FRANKLIN AVENUE","11238","1954","54","Standing Building","8","INSPECTION FEE","2","Complaint","167943","2020-01-29T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.688013","-73.957030","3","36","233","3055842","3019540054","Bedford"
"1085894","287885","3","BROOKLYN","576","EASTERN PARKWAY","11225","1269","20","Standing Building","8","INSPECTION FEE","2","Complaint","167944","2020-01-29T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.669790","-73.949313","9","35","319","3032934","3012690020","Crown Heights South"
"1085895","297545","3","BROOKLYN","1593","FULTON STREET","11213","1684","1","Standing Building","8","INSPECTION FEE","2","Complaint","167945","2020-01-29T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.679718","-73.937018","3","36","273","3047699","3016840001","Stuyvesant Heights"
"1085896","88712","2","BRONX","797","JENNINGS STREET","10459","2963","43","Standing Building","5","Heat Inspection Fee","7","VIOLATION","13572447","2020-01-30T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.832043","-73.895993","3","16","153","2010229","2029630043","Crotona Park East"
"1085897","116943","2","BRONX","2328","UNIVERSITY AVENUE","10468","3212","42","Standing Building","6","Hot Water Inspection Fee","7","VIOLATION","13573615","2020-01-30T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.861234","-73.906291","7","14","253","2014603","2032120042","Kingsbridge Heights"
"1085898","815232","4","QUEENS","22-29","DIX AVENUE","11691","15661","55","Standing Building","6","Hot Water Inspection Fee","7","VIOLATION","13571702","2020-01-30T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.606588","-73.755868","14","31","103201","4458767","4156610055","Far Rockaway-Bayswater"
"1085899","45417","2","BRONX","1080","ANDERSON AVENUE","10452","2505","6","Standing Building","8","INSPECTION FEE","2","Complaint","167953","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.834171","-73.925716","4","8","193","2003056","2025050006","Highbridge"
"1085900","292856","3","BROOKLYN","647","FLATBUSH AVENUE","11225","5042","6","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1149615","2020-01-29T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.657580","-73.960307","9","40","79601","3115494","3050420006","Prospect Lefferts Gardens-Wingate"
"1085901","386849","3","BROOKLYN","632","VERMONT STREET","11207","3824","48","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1149735","2020-01-29T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.663921","-73.891858","5","42","1126","3085101","3038240048","East New York (Pennsylvania Ave)"
"1085902","209769","3","BROOKLYN","2107","BEVERLEY ROAD","11226","5125","74","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1149732","2020-01-29T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.645009","-73.958668","14","40","51001","3117664","3051250074","Flatbush"
"1085903","321678","3","BROOKLYN","399","KOSCIUSZKO STREET","11221","1601","55","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1149734","2020-01-29T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.692078","-73.938777","3","36","281","3043225","3016010055","Stuyvesant Heights"
"1085904","162087","3","BROOKLYN","438","60 STREET","11220","5782","20","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1150322","2020-01-30T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.640233","-74.017443","7","38","122","3143425","3057820020","Sunset Park West"
"1085905","50369","2","BRONX","1133","BOSTON ROAD","10456","2613","26","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1150410","2020-01-30T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.827911","-73.904195","3","16","185","2004268","2026130026","Morrisania-Melrose"
"1085906","27533","1","MANHATTAN","20","SEAMAN AVENUE","10034","2247","41","Standing Building","8","INSPECTION FEE","2","Complaint","167973","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.866700","-73.927368","12","10","295","1065061","1022470041","Marble Hill-Inwood"
"1085907","7748","1","MANHATTAN","230","WEST 76 STREET","10023","1167","7503","Standing Building","8","INSPECTION FEE","2","Complaint","168008","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.781901","-73.981444","7","6","163","1079378","1011677503","Upper West Side"
"1085908","122294","2","BRONX","1267","THIERIOT AVENUE","10472","3765","45","Standing Building","8","INSPECTION FEE","2","Complaint","168054","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.831555","-73.864386","9","18","70","2024785","2037650045","Soundview-Bruckner"
"1085909","658803","4","QUEENS","41-96","GLEANE STREET","11373","1556","24","Standing Building","8","INSPECTION FEE","2","Complaint","168076","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.744997","-73.876587","4","25","469","4038911","4015560024","Elmhurst"
"1085910","585860","4","QUEENS","40-32","192 STREET","11358","5356","12","Standing Building","8","INSPECTION FEE","2","Complaint","168077","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.760782","-73.789833","11","19","1181","4450058","4053560012","Auburndale"
"1085911","21666","1","MANHATTAN","124","FT GEORGE AVENUE","10040","2161","33","Standing Building","8","INSPECTION FEE","2","Complaint","168078","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.857094","-73.927523","12","10","277","1063870","1021610033","Washington Heights North"
"1085912","66278","2","BRONX","882","EAST 180 STREET","10460","3123","56","Standing Building","8","INSPECTION FEE","2","Complaint","168079","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.845191","-73.882878","6","17","363","2013150","2031230056","East Tremont"
"1085913","41907","1","MANHATTAN","247","WEST 145 STREET","10039","2031","7","Standing Building","8","INSPECTION FEE","2","Complaint","168080","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.822238","-73.940471","10","9","232","1060473","1020310007","Central Harlem North-Polo Grounds"
"1085914","258822","3","BROOKLYN","388","EAST 34 STREET","11203","4904","33","Standing Building","8","INSPECTION FEE","2","Complaint","168081","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.647572","-73.945351","17","45","856","3110155","3049040033","East Flatbush-Farragut"
"1085915","911735","4","QUEENS","30-10","LEWMAY ROAD","11691","15808","157","Standing Building","8","INSPECTION FEE","2","Complaint","168082","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.594094","-73.762899","14","31","99802","4532803","4158080157","Far Rockaway-Bayswater"
"1085916","37671","1","MANHATTAN","210","WEST 107 STREET","10025","1878","37","Standing Building","8","INSPECTION FEE","2","Complaint","168084","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.801295","-73.965669","7","7","195","1056642","1018780037","Morningside Heights"
"1085917","208629","3","BROOKLYN","2000","BERGEN STREET","11233","1453","35","Standing Building","8","INSPECTION FEE","2","Complaint","168085","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.674161","-73.914632","16","41","303","3039091","3014530035","Ocean Hill"
"1085918","27014","1","MANHATTAN","9","POST AVENUE","10034","2217","7","Standing Building","8","INSPECTION FEE","2","Complaint","168086","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.862803","-73.924748","12","10","291","1064708","1022170007","Marble Hill-Inwood"
"1085919","94506","2","BRONX","1967","MARMION AVENUE","10460","3107","36","Standing Building","8","INSPECTION FEE","2","Complaint","168087","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.843515","-73.886672","6","17","36501","2012951","2031070036","East Tremont"
"1085920","42500","1","MANHATTAN","510","WEST 151 STREET","10031","2082","42","Standing Building","8","INSPECTION FEE","2","Complaint","168088","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.829272","-73.945451","9","7","237","1062159","1020820042","Hamilton Heights"
"1085921","301889","3","BROOKLYN","257","GRAFTON STREET","11212","3567","14","Standing Building","8","INSPECTION FEE","2","Complaint","168089","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.661900","-73.917499","16","41","894","3081855","3035670014","Brownsville"
"1085922","87241","2","BRONX","2115","HUGHES AVENUE","10457","3070","28","Standing Building","8","INSPECTION FEE","2","Complaint","168090","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.849428","-73.890175","6","15","373","2012041","2030700028","East Tremont"
"1085923","265110","3","BROOKLYN","1495","EAST 46 STREET","11234","7826","20","Standing Building","8","INSPECTION FEE","2","Complaint","168091","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.624272","-73.931343","18","45","730","3217542","3078260020","Flatlands"
"1085924","347968","3","BROOKLYN","134","OCEAN PARKWAY","11218","5328","23","Standing Building","8","INSPECTION FEE","2","Complaint","168092","2020-01-30T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.647116","-73.975124","12","39","500","3124302","3053280023","Windsor Terrace"
"1085925","19796","1","MANHATTAN","136","EAST 117 STREET","10035","1644","59","Standing Building","5","Heat Inspection Fee","7","VIOLATION","13573854","2020-01-31T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.799498","-73.941615","11","8","182","1052315","1016440059","East Harlem North"
"1085926","42449","1","MANHATTAN","521","WEST 150 STREET","10031","2082","120","Standing Building","5","Heat Inspection Fee","7","VIOLATION","13574670","2020-01-31T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.828803","-73.946232","9","7","237","1062172","1020820120","Hamilton Heights"
"1085927","62216","2","BRONX","1441","EDWARD L GRANT HIGHWAY","10452","2522","98","Standing Building","5","Heat Inspection Fee","7","VIOLATION","13575196","2020-01-31T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.843189","-73.922963","4","16","211","2003389","2025220098","Highbridge"
"1085928","115582","2","BRONX","1821","TOPPING AVENUE","10457","2800","44","Standing Building","5","Heat Inspection Fee","7","VIOLATION","13575453","2020-01-31T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.847043","-73.905570","5","15","22901","2007522","2028000044","Mount Hope"
"1085929","314175","3","BROOKLYN","553","HOWARD AVENUE","11233","1476","6","Standing Building","5","Heat Inspection Fee","7","VIOLATION","13573184","2020-01-31T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.668777","-73.920064","16","41","361","3039579","3014760006","Ocean Hill"
"1085930","314175","3","BROOKLYN","553","HOWARD AVENUE","11233","1476","6","Standing Building","6","Hot Water Inspection Fee","7","VIOLATION","13573189","2020-01-31T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.668777","-73.920064","16","41","361","3039579","3014760006","Ocean Hill"
"1085931","19869","1","MANHATTAN","322","EAST 117 STREET","10035","1688","42","Standing Building","8","INSPECTION FEE","2","Complaint","168096","2020-01-31T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.797264","-73.936315","11","8","188","1052970","1016880042","East Harlem North"
"1085932","324088","3","BROOKLYN","180","LENOX ROAD","11226","5084","42","Standing Building","8","INSPECTION FEE","2","Complaint","168097","2020-01-31T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.653911","-73.953804","17","40","822","3116652","3050840042","Prospect Lefferts Gardens-Wingate"
"1085933","326545","3","BROOKLYN","326","LINCOLN PLACE","11238","1179","23","Standing Building","8","INSPECTION FEE","2","Complaint","168101","2020-01-31T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.673340","-73.965525","8","35","215","3029624","3011790023","Prospect Heights"
"1085934","78265","2","BRONX","1072","FINDLAY AVENUE","10456","2433","52","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1149739","2020-01-29T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.829478","-73.914270","4","16","175","2002228","2024330052","East Concourse-Concourse Village"
"1085935","42967","1","MANHATTAN","531","WEST 162 STREET","10032","2122","13","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1149730","2020-01-29T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.836472","-73.940874","12","7","245","1062917","1021220013","Washington Heights South"
"1085936","46172","2","BRONX","2110","ARTHUR AVENUE","10457","3070","5","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1150307","2020-01-30T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.849868","-73.891292","6","15","373","2012027","2030700005","East Tremont"
"1085937","65952","2","BRONX","156","EAST 178 STREET","10453","2808","9","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1150412","2020-01-30T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.850752","-73.906287","5","14","23501","2007682","2028080009","Mount Hope"
"1085938","81791","2","BRONX","2250","GRAND CONCOURSE","10457","3158","14","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1150412","2020-01-30T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.856598","-73.900434","5","15","38301","2013721","2031580014","Fordham South"
"1085939","6011","1","MANHATTAN","700","AMSTERDAM AVENUE","10025","1241","36","Standing Building","3","AEP Complaint Inspection Fee","3","Route for Inspection","1150317","2020-01-30T00:00:00.000","200","236","2020-02-05T00:00:00.000","40.792716","-73.971354","7","6","179","1033650","1012410036","Upper West Side"
"1085940","79321","2","BRONX","1412","FRANKLIN AVENUE","10456","2936","5","Standing Building","8","INSPECTION FEE","2","Complaint","168115","2020-01-31T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.834566","-73.899921","3","16","149","2009801","2029360005","Morrisania-Melrose"
"1085941","379523","3","BROOKLYN","348","SUMPTER STREET","11233","1528","23","Standing Building","8","INSPECTION FEE","2","Complaint","168119","2020-01-31T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.681111","-73.910156","16","37","369","3041563","3015280023","Ocean Hill"
"1085942","302248","3","BROOKLYN","64","GRAHAM AVENUE","11206","3106","1","Standing Building","8","INSPECTION FEE","2","Complaint","168134","2020-01-31T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.703161","-73.942503","1","34","491","3071509","3031060001","East Williamsburg"
"1085943","876311","3","BROOKLYN","1575","EAST NEW YORK AVENUE","11212","1461","125","Standing Building","8","INSPECTION FEE","2","Complaint","168157","2020-01-31T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.672676","-73.909933","16","41","363","3391263","3014610125","Ocean Hill"
"1085944","373826","3","BROOKLYN","1629","ST JOHNS PLACE","11233","1381","57","Standing Building","8","INSPECTION FEE","2","Complaint","168174","2020-01-31T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.670179","-73.923408","8","41","359","3036936","3013810057","Crown Heights North"
"1085945","109425","2","BRONX","1127","SHERIDAN AVENUE","10456","2456","75","Standing Building","8","INSPECTION FEE","2","Complaint","168180","2020-01-31T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.832201","-73.917862","4","16","18102","2002742","2024560075","East Concourse-Concourse Village"
"1085946","324293","3","BROOKLYN","80","LENOX ROAD","11226","5083","44","Standing Building","8","INSPECTION FEE","2","Complaint","168201","2020-01-31T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.653709","-73.957127","14","40","79602","3116615","3050830044","Prospect Lefferts Gardens-Wingate"
"1085947","323673","3","BROOKLYN","105","LEFFERTS PLACE","11238","2015","66","Standing Building","8","INSPECTION FEE","2","Complaint","168246","2020-02-01T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.681040","-73.959500","2","36","227","3057679","3020150066","Clinton Hill"
"1085948","65791","2","BRONX","124","EAST 176 STREET","10453","2826","27","Standing Building","8","INSPECTION FEE","2","Complaint","168268","2020-02-01T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.848111","-73.909063","5","14","22701","2007883","2028260027","Mount Hope"
"1085949","43150","1","MANHATTAN","635","WEST 170 STREET","10032","2142","6","Standing Building","8","INSPECTION FEE","2","Complaint","168291","2020-02-01T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.842817","-73.940138","12","10","253","1063470","1021420006","Washington Heights South"
"1085950","10632","1","MANHATTAN","54","EAST 3 STREET","10003","444","16","Standing Building","8","INSPECTION FEE","2","Complaint","168328","2020-02-01T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.725253","-73.989115","3","2","3602","1006120","1004440016","East Village"
"1085951","221450","3","BROOKLYN","80","CLARKSON AVENUE","11226","5064","47","Standing Building","8","INSPECTION FEE","2","Complaint","168342","2020-02-01T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.654974","-73.957368","14","40","79602","3116206","3050640047","Prospect Lefferts Gardens-Wingate"
"1085952","114412","2","BRONX","2176","TIEBOUT AVENUE","10457","3143","130","Standing Building","8","INSPECTION FEE","2","Complaint","168346","2020-02-01T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.854439","-73.898423","5","15","38302","2013317","2031430130","Fordham South"
"1085953","178268","3","BROOKLYN","2250","83 STREET","11214","6331","18","Standing Building","8","INSPECTION FEE","2","Complaint","168354","2020-02-02T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.602963","-73.990914","11","47","296","3165282","3063310018","Bensonhurst West"
"1085954","118343","2","BRONX","1314","VIRGINIA AVENUE","10462","3929","7501","Standing Building","8","INSPECTION FEE","2","Complaint","168360","2020-02-02T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.833651","-73.861639","9","18","21602","2096601","2039297501","Parkchester"
"1085955","27533","1","MANHATTAN","20","SEAMAN AVENUE","10034","2247","41","Standing Building","8","INSPECTION FEE","2","Complaint","168376","2020-02-02T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.866700","-73.927368","12","10","295","1065061","1022470041","Marble Hill-Inwood"
"1085956","37671","1","MANHATTAN","210","WEST 107 STREET","10025","1878","37","Standing Building","8","INSPECTION FEE","2","Complaint","168399","2020-02-02T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.801295","-73.965669","7","7","195","1056642","1018780037","Morningside Heights"
"1085957","183916","3","BROOKLYN","2020","ALBEMARLE ROAD","11226","5124","7","Standing Building","8","INSPECTION FEE","2","Complaint","168411","2020-02-02T00:00:00.000","200","243","2020-02-05T00:00:00.000","40.647315","-73.959755","14","40","51001","3117621","3051240007","Flatbush"
"1085958","49426","2","BRONX","2113","BELMONT AVENUE","10457","3081","17","Standing Building","5","Heat Inspection Fee","7","VIOLATION","13582010","2020-02-03T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.848999","-73.889558","6","15","373","2012357","2030810017","East Tremont"
"1085959","53655","2","BRONX","1452","BRYANT AVENUE","10459","2999","24","Standing Building","5","Heat Inspection Fee","7","VIOLATION","13582727","2020-02-03T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.831276","-73.888203","3","17","123","2010824","2029990024","Crotona Park East"
"1085960","67191","2","BRONX","391","EAST 198 STREET","10458","3279","1","Standing Building","5","Heat Inspection Fee","7","VIOLATION","13583157","2020-02-03T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.866233","-73.886153","7","15","40702","2016405","2032790001","Bedford Park-Fordham North"
"1085961","67191","2","BRONX","391","EAST 198 STREET","10458","3279","1","Standing Building","6","Hot Water Inspection Fee","7","VIOLATION","13583145","2020-02-03T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.866233","-73.886153","7","15","40702","2016405","2032790001","Bedford Park-Fordham North"
"1085962","70554","2","BRONX","925","EAST 225 STREET","10466","4861","35","Standing Building","5","Heat Inspection Fee","7","VIOLATION","13575576","2020-02-03T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.885698","-73.853816","12","12","404","2064436","2048610035","Williamsbridge-Olinville"
"1085963","100437","2","BRONX","3560","OLINVILLE AVENUE","10467","4642","33","Standing Building","5","Heat Inspection Fee","7","VIOLATION","13582693","2020-02-03T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.879615","-73.867354","12","12","378","2057282","2046420033","Williamsbridge-Olinville"
"1085964","116943","2","BRONX","2328","UNIVERSITY AVENUE","10468","3212","42","Standing Building","5","Heat Inspection Fee","7","VIOLATION","13582516","2020-02-03T00:00:00.000","200","240","2020-02-05T00:00:00.000","40.861234","-73.906291","7","14","253","2014603","2032120042","Kingsbridge Heights"
