"the_geom","ats_code","loc_code","loc_name","managed_by","lcc","primarybui","bin","bbl","address","city","boronum","state","zip","geodistric","adimindist","xcoordinat","ycoordinat"
"POINT (-73.98866531387878 40.76132731795493)","02M212","M212","P.S. 212 Midtown West","1","2","M017","1025092","1010380014.0","328 WEST  48 STREET","MANHATTAN","1","NY","10036","2","2","987390","216649"
"POINT (-73.73770240439862 40.71098671281902)","29Q034","Q034","P.S. 034 John Harvard","1","2","Q034","4240503","4111510081.0","104-12 SPRINGFIELD BOULEVARD","QUEENS","4","NY","11429","29","29","1056968","198417"
"POINT (-73.94070782764723 40.66180674321865)","17K091","K091","P.S. 091 The Albany Avenue School","1","2","K091","3106599","3047940026.0","532 ALBANY AVENUE","BROOKLYN","3","NY","11203","17","17","1000700","180396"
"POINT (-74.19343130285691 40.528152084906814)","31R455","R455","Tottenville High School","1","5","R455","5082634","5066130001.0","100 LUTEN AVENUE","STATEN ISLAND","5","NY","10312","31","31","930477","131756"
"POINT (-73.91994936765849 40.818645755585536)","07X522","X522","Bronx Design and Construction Academy","1","5","X600","2001874","2024110022.0","333 EAST 151 STREET","BRONX","2","NY","10451","7","7","1006407","237542"
"POINT (-73.75398591238611 40.7360631879031)","26Q188","Q188","P.S. 188 Kingsbury","1","2","Q188","4164350","4077740165.0","218-12 HARTLAND AVENUE","QUEENS","4","NY","11364","26","26","1052428","207540"
"POINT (-73.88901114459547 40.87995882758101)","10X353","X353","World View High School","1","5","X440","2095215","2032510201.0","100 WEST MOSHOLU PARKWAY SOUTH","BRONX","2","NY","10468","10","10","1014942","259890"
"POINT (-73.90993685479067 40.84890706655492)","09X236","X236","P.S. 236 Langston Hughes","1","2","X173","2098479","2028510021.0","1871 WALTON AVENUE","BRONX","2","NY","10453","9","9","1009167","248570"
"POINT (-74.00023817524172 40.74182095806584)","02M550","M550","Liberty High School Academy for Newcomers","1","5","M451","1013858","1007670068.0","250 WEST  18 STREET","MANHATTAN","1","NY","10011","2","2","984184","209542"
"POINT (-73.94838529454843 40.80605548296908)","84M861","M861","Future Leaders Institute Charter School","2","15","M144","1057683","1019060011.0","134 WEST 122 STREET","MANHATTAN","1","NY","10027","3","84","998539","232949"
"POINT (-73.90835855102578 40.81389699243613)","07X005","X005","P.S. 5 Port Morris","1","15","X005","2004548","2026420001.0","564 JACKSON AVENUE","BRONX","2","NY","10455","7","7","1009617","235815"
"POINT (-73.88679896844044 40.83055201038752)","75X811","X811","P.S. X811","1","4","X084","2010910","2030070008.0","1434 LONGFELLOW AVENUE","BRONX","2","NY","10459","12","75","1015577","241890"
"POINT (-73.87526820310627 40.8806611577255)","10X094","X094","P.S. 094 Kings College School","1","2","X094","2018628","2033560036.0","3530 KINGS COLLEGE PLACE","BRONX","2","NY","10467","10","10","1018742","260151"
"POINT (-73.9854383231184 40.71112542337419)","01M184","M184","P.S. 184m Shuang Wen","1","15","M137","1003143","1002450007.0","327 CHERRY STREET","MANHATTAN","1","NY","10002","1","1","988287","198359"
"POINT (-73.79565110380537 40.73409706753941)","26Q173","Q173","P.S. 173 Fresh Meadows","1","2","Q173","4149690","4069270022.0","174-10 67 AVENUE","QUEENS","4","NY","11365","26","26","1040883","206794"
"POINT (-73.89779727200606 40.83138844085277)","75X186","X186","P186X Walter J. Damrosch School","1","7","X136","2010344","2029690001.0","750 JENNINGS STREET","BRONX","2","NY","10459","12","75","1012533","242191"
"POINT (-73.90666218819634 40.655644079602936)","23K518","K518","Kappa V (Knowledge and Power Preparatory Academy)","1","3","K275","3082940","3036360007.0","985 ROCKAWAY AVENUE","BROOKLYN","3","NY","11212","23","23","1010148","178159"
"POINT (-73.89108663457915 40.842564256904176)","12X044","X044","P.S. 044 David C. Farragut","1","2","X044","2009957","2029490064.0","1825 PROSPECT AVENUE","BRONX","2","NY","10457","12","12","1014385","246265"
"POINT (-73.91175118719372 40.696457424118094)","32K168","K168","The Brooklyn School for Math and Research","1","5","K480","3076908","3033650098.0","400 IRVING AVENUE","BROOKLYN","3","NY","11237","32","32","1008721","193027"
"POINT (-73.93970685592708 40.65267159085165)","84K934","K934","East Flatbush Ascend Charter School","2","2","KAJJ","3108932","3048770001.0","870 ALBANY AVENUE","BROOKLYN","3","NY","11203","18","84","1000980","177068"
"POINT (-73.82384115542827 40.7374483307439)","25Q425","Q425","John Bowne High School","1","5","Q425","4439900","4065070001.0","63-25 MAIN STREET","QUEENS","4","NY","11367","25","25","1033068","207998"
"POINT (-73.88429152084244 40.788796764773785)","79Q344","Q344","East River Academy","1","5","Q535","0","2026050040.0","18-00 HAZEN ST","QUEENS","4","NY","11370","7","79","1016291","226678"
"POINT (-73.98706400797131 40.735361830024594)","02M438","M438","International High School at Union Square","1","5","M460","1017828","1008720057.0","40 IRVING PLACE","MANHATTAN","1","NY","10003","2","2","987835","207189"
"POINT (-73.94793259700837 40.71981820725488)","14K126","K126","John Ericsson Middle School 126","1","3","K126","3067788","3027120001.0","424 LEONARD STREET","BROOKLYN","3","NY","11222","14","14","998683","201530"
"POINT (-73.89313649199195 40.855680382254086)","10X159","X159","P.S. 159 Luis Munoz Marin Biling","1","2","X159","2094616","2030380065.0","2315 WASHINGTON AVENUE","BRONX","2","NY","10458","10","10","1013812","251043"
"POINT (-73.89826521848029 40.82312451288138)","12X446","X446","Arturo A. Schomburg Satellite Academy Bronx","1","5","X401","2005366","2026980012.0","1010 REV. J. A. POLITE AVENUE","BRONX","2","NY","10459","12","12","1012407","239180"
"POINT (-73.92442224638829 40.68810038335772)","84K712","K712","Excellence Girls Charter School","2","7","K309","3045047","3016430036.0","794 MONROE STREET","BROOKLYN","3","NY","11221","16","84","1005210","189979"
"POINT (-73.93928207408084 40.67590592171621)","17K751","K751","Academy for Health Careers","1","5","K625","3030553","3012160046.0","150 ALBANY AVENUE","BROOKLYN","3","NY","11213","17","17","1001092","185533"
"POINT (-73.88699514919179 40.83418894975402)","12X314","X314","Fairmont Neighborhood School","1","2","X050","2010786","2029960010.0","1550 VYSE AVENUE","BRONX","2","NY","10460","12","12","1015521","243215"
"POINT (-73.81839953707426 40.7599633302707)","25Q263","Q263","Flushing International High School","1","5","Q189","4114763","4050510027.0","144-80 BARCLAY AVENUE","QUEENS","4","NY","11355","25","25","1034559","216204"
"POINT (-73.92009519143548 40.67312471727837)","17K484","K484","Ronald Edmonds Learning Center II","1","3","K012","3039174","3014570032.0","430 HOWARD AVENUE","BROOKLYN","3","NY","11233","23","17","1006415","184524"
"POINT (-73.9533044640123 40.70399695575974)","84K037","K037","Beginning with Children Charter School II","2","15","K071","3061064","3022270001.0","215 HEYWARD STREET","BROOKLYN","3","NY","11206","14","84","997197","195765"
"POINT (-73.7986581507141 40.714551405057364)","28Q904","Q904","Jamaica Evening High School T/","1","8","Q470","4448806","4.0985801E+9","167-01 GOTHIC DRIVE","JAMAICA","4","NY","11432","28","28","1040066","199671"
"POINT (-73.98706400797131 40.735361830024594)","02M902","M902","Washington Irving Evng Hs T/R @NTHS","1","8","M460","1017828","1008720057.0","40 IRVING PLACE","MANHATTAN","1","NY","10003","2","2","987835","207189"
"POINT (-73.74989164387614 40.60401913060031)","27Q053","Q053","M.S. 053 Brian Piccolo","1","3","Q053","4298234","4155570025.0","10-45 NAMEOKE STREET","QUEENS","4","NY","11691","27","27","1053700","159436"
"POINT (-73.9802666382584 40.68395145738416)","15K447","K447","The Math & Science Exploratory School","1","3","K655","3001190","3001920013.0","345 DEAN STREET","BROOKLYN","3","NY","11217","15","15","989723","188459"
"POINT (-73.95773159873033 40.76380411382107)","02M183","M183","P.S. 183 Robert L. Stevenson","1","2","M183","1045569","1014610007.0","419 EAST  66 STREET","MANHATTAN","1","NY","10065","2","2","995959","217554"
"POINT (-73.80318303246406 40.706750360766755)","28Q182","Q182","P.S. 182 Samantha Smith","1","2","Q277","4594831","4097630023.0","153-27 88TH AVENUE","QUEENS","4","NY","11432","28","28","1038818","196826"
"POINT (-73.91789967287316 40.69075559803887)","32K299","K299","P.S. 299 Thomas Warren Field","1","2","K299","3076734","3033580001.0","88 WOODBINE STREET","BROOKLYN","3","NY","11221","32","32","1007018","190948"
"POINT (-73.85604189428068 40.671281038534)","84Q386","Q386","Our World Neighborhood Charter School 2","2","2","QBQB","0","0.0","135-25 79 Street","Queens","4","NY","11414","27","84","1024184","183875"
"POINT (-73.7688949785449 40.713438766922465)","29Q035","Q035","P.S. 035 Nathaniel Woodhull","1","2","Q035","4222137","4104470007.0","191-02 90 AVENUE","QUEENS","4","NY","11423","29","29","1048318","199286"
"POINT (-73.93607353940308 40.84886412783386)","84M295","M295","School in the Square Public Charter School","2","3","MAHR","1081878","1021630041.0","120 WADSWORTH AVENUE","MANHATTAN","1","NY","10033","6","84","1001936","248548"
"POINT (-74.19703361986262 40.544535277296006)","31R075","R075","I.S. 075 Frank D. Paulo","1","3","R075","5079651","5060500002.0","455 HUGUENOT AVENUE","STATEN ISLAND","5","NY","10312","31","31","929489","137727"
"POINT (-73.97858033975511 40.669255633642216)","79K987","K987","ALC - John Jay","1","8","K460","3025510","3010820001.0","237 7 AVENUE","BROOKLYN","3","NY","11215","15","79","990192","183105"
"POINT (-73.94808813869628 40.80264914516927)","84M351","M351","Success Academy Charter School - Harlem 1","2","7","M149","1051434","1016010001.0","34 WEST 118 STREET","MANHATTAN","1","NY","10026","3","84","998622","231708"
"POINT (-73.87412983278176 40.7408244493197)","24Q236","Q236","International High School for Health Sciences","1","5","Q455","4045629","4018490001.0","48-01 90 STREET","QUEENS","4","NY","11373","24","24","1019130","209204"
"POINT (-73.83102571690236 40.679083362762)","27Q108","Q108","P.S. 108 Captain Vincent G. Fowler","1","2","Q108","4247572","4114750011.0","108-10 109 AVENUE","QUEENS","4","NY","11420","27","27","1031118","186730"
"POINT (-73.83829904482552 40.82571564962427)","84X619","X619","Bronx Arts and Science Charter School","2","2","XAGG","2097748","2055420001.0","925 HUTCHINSON RIVER PARKWAY","BRONX","2","NY","10465","8","84","1029002","240149"
"POINT (-73.93225424962799 40.69146760469697)","16K688","K688","The Brooklyn Academy of Global Finance","1","5","K057","3043822","3016160001.0","125 STUYVESANT AVENUE","BROOKLYN","3","NY","11221","16","16","1003037","191204"
"POINT (-73.99356543837214 40.594648615601095)","21K281","K281","I.S. 281 Joseph B Cavallaro","1","3","K281","3186626","3068910001.0","8787 24 AVENUE","BROOKLYN","3","NY","11214","21","21","986037","155923"
"POINT (-73.80300189161902 40.70946188404463)","28Q086","Q086","P.S. Q086","1","2","Q086","4438678","4097740001.0","87-41 PARSONS BOULEVARD","QUEENS","4","NY","11432","28","28","1038866","197814"
"POINT (-74.01142010329713 40.648959412468294)","15K001","K001","P.S. 001 The Bergen","1","2","K001","3011821","3007550022.0","309 47 STREET","BROOKLYN","3","NY","11220","15","15","981081","175710"
"POINT (-73.77067414326163 40.7551380212238)","26Q376","Q376","P.S. 376","1","2","Q332","4157240","4073270028.0","210-21 48 AVENUE","QUEENS","4","NY","11364","26","26","1047785","214477"
"POINT (-74.01232856732594 40.70927022459325)","02M489","M489","High School of Economics and Finance","1","5","M833","1001037","1000520001.0","100 TRINITY PLACE","MANHATTAN","1","NY","10006","2","2","980832","197683"
"POINT (-73.99548415838963 40.76156383495302)","02M051","M051","P.S. 051 Elias Howe","1","2","M338","1088462","1010730014.0","525 WEST 44TH STREET","MANHATTAN","1","NY","10036","2","2","985501","216735"
"POINT (-74.00164842829557 40.71131297639896)","02M280","M280","Manhattan Early College School for Advertising","1","5","M520","1001388","1.0011301E+9","411 PEARL STREET","MANHATTAN","1","NY","10038","2","2","983793","198427"
"POINT (-73.9227318719479 40.64388910832883)","84K927","K927","Ivy Hill Preparatory Charter School","2","2","KBXX","3221961","0.0","475 EAST   57 STREET","BROOKLYN","3","NY","11203","18","84","1005693","173872"
"POINT (-74.14552200446867 40.623077858223745)","31R051","R051","I.S. 051 Edwin Markham","1","3","R051","5107210","5.0147805E+9","80 WILLOWBROOK ROAD","STATEN ISLAND","5","NY","10302","31","31","943853","166314"
"POINT (-73.9087725578193 40.814951294032355)","84X497","X497","Storefront Academy Charter School","2","2","XBBX","2004435","2026230211.0","609 JACKSON AVENUE","BRONX","2","NY","10455","7","84","1009502","236199"
"POINT (-73.82381665776637 40.86407374119298)","84X488","X488","The Equality Charter School","2","4","X160","2072352","2.0513502E+9","4140 HUTCHINSON RIVER PKWAY EA","BRONX","2","NY","10475","11","84","1032982","254132"
"POINT (-73.94192625523158 40.72374308448212)","14K110","K110","P.S. 110 The Monitor","1","2","K110","3067144","3026880042.0","124 MONITOR STREET","BROOKLYN","3","NY","11222","14","14","1000347","202961"
"POINT (-73.901599714107 40.81607896564495)","08X302","X302","M.S. 302 Luisa Dessus Cruz","1","3","X052","2005133","2026860020.0","681 KELLY STREET","BRONX","2","NY","10455","8","8","1011487","236612"
"POINT (-73.87805120706192 40.885428914678705)","10X308","X308","Bronx Dance Academy School","1","3","X852","2017858","2033290124.0","3617 BAINBRIDGE AVENUE","BRONX","2","NY","10467","10","10","1017970","261887"
"POINT (-73.78521092488377 40.70764870615881)","29Q268","Q268","P.S./I.S. 268","1","15","Q268","4217573","4102150001.0","92-07 175 STREET","QUEENS","4","NY","11433","29","29","1043800","197165"
"POINT (-73.92599562839362 40.81368185010436)","07X551","X551","The Urban Assembly Bronx Academy of Letters","1","4","X183","2000957","2023330070.0","339 MORRIS AVENUE","BRONX","2","NY","10451","7","7","1004735","235732"
"POINT (-73.9491306719271 40.68151278151165)","79K755","K755","Adult and Continuing Education","1","5","K743","3053020","3018440001.0","475 NOSTRAND AVENUE","BROOKLYN","3","NY","11216","13","79","998359","187574"
"POINT (-73.91268517268394 40.67445603846988)","23K493","K493","Brooklyn Collegiate: A College Board School","1","5","K055","3038939","3014480001.0","2021 BERGEN STREET","BROOKLYN","3","NY","11233","23","23","1008470","185011"
"POINT (-73.94560338193718 40.80669098000075)","84M380","M380","Harlem Village Academy West 2 Charter School","2","2","MAGD","1053438","1017210070.0","74 WEST 124 STREET","MANHATTAN","1","NY","10027","5","84","999309","233181"
"POINT (-73.83861615842156 40.68006591086798)","27Q480","Q480","John Adams High School","1","5","Q480","4529513","4095220032.0","101-01 ROCKAWAY BOULEVARD","QUEENS","4","NY","11417","27","27","1029012","187084"
"POINT (-73.97767401622674 40.69533903434955)","84K536","K536","Community Roots Charter School","2","15","K067","3332507","3020390002.0","51 SAINT EDWARDS STREET","BROOKLYN","3","NY","11205","13","84","990441","192608"
"POINT (-73.94446331979061 40.70976526914435)","14K586","K586","Lyons Community School","1","4","K049","3070825","3030250001.0","223 GRAHAM AVENUE","BROOKLYN","3","NY","11206","14","14","999647","197868"
"POINT (-73.79557143206354 40.67891329739458)","27Q123","Q123","P.S. 123","1","2","Q123","4260828","4120190010.0","145-01 119 AVENUE","QUEENS","4","NY","11436","27","27","1040952","186689"
"POINT (-74.00613743435692 40.61353557492922)","20K204","K204","P.S. 204 Vince Lombardi","1","2","K204","3163702","3062940001.0","8101 15 AVENUE","BROOKLYN","3","NY","11228","20","20","982546","162804"
"POINT (-73.93331670940243 40.74325362705546)","24Q530","Q530","International High School at LaGuardia Community College","1","5","Q520","4003534","4002490001.0","45-35 VAN DAM STREET","QUEENS","4","NY","11101","24","24","1002728","210071"
"POINT (-74.00516811003632 40.654306699435416)","75K503","K999","Home Instruction - Brooklyn","1","8","K231","3337060","3006960031.0","360 36 STREET","BROOKLYN","3","NY","11232","15","75","982816","177658"
"POINT (-73.87189548106765 40.76177540782565)","30Q329","Q329","East Elmhurst Community School","1","2","Q329","4437125","4013770016.0","26-25 97TH STREET","QUEENS","4","NY","11369","30","30","1019738","216838"
"POINT (-73.9473796709929 40.78045218376827)","02M114","M114","East Side Middle School","1","3","M114","1081267","1015540032.0","331 EAST 91ST STREET","MANHATTAN","1","NY","10128","2","2","998823","223621"
"POINT (-73.98948111442049 40.73852128661259)","02M442","M442","Ballet Tech, NYC Public School for Dance","1","15","M905","1016163","1008487502.0","890 BROADWAY","MANHATTAN","1","NY","10003","2","2","987165","208340"
"POINT (-73.89436835002638 40.822056058077806)","84X346","X346","South Bronx Classical Charter School","2","15","X116","2005660","2027140004.0","977 FOX STREET","BRONX","2","NY","10459","12","84","1013486","238792"
"POINT (-73.9005846890546 40.75309465656825)","30Q152","Q152","P.S. 152 Gwendoline N. Alleyne School","1","2","Q152","4027102","4011840014.0","33-52 62 STREET","QUEENS","4","NY","11377","30","30","1011794","213665"
"POINT (-73.91977302940388 40.80908027694775)","07X369","X369","Young Leaders Elementary School","1","2","X040","2000308","2022840034.0","468 EAST 140 STREET","BRONX","2","NY","10454","7","7","1006459","234057"
"POINT (-73.91352346194098 40.83701973248079)","09X088","X088","P.S. X088 - S. Silverstein Little Sparrow School","1","1","X088","2094535","2028300017.0","1340 SHERIDAN AVENUE","BRONX","2","NY","10456","9","9","1008179","244238"
"POINT (-73.9456006012762 40.681920137947635)","75K140","K140","P.S. K140","1","15","K258","3053075","3018450001.0","141 MACON STREET","BROOKLYN","3","NY","11216","13","75","999338","187723"
"POINT (-73.99270058516925 40.76547494997142)","02M303","M303","Facing History School, The","1","5","M535","1083802","1010790029.0","525 WEST  50TH STREET","MANHATTAN","1","NY","10019","2","2","986272","218160"
"POINT (-73.99031825140897 40.76365501054391)","02M393","M393","Business Of Sports School","1","5","M625","1026646","1010590015.0","439 WEST 49TH STREET","MANHATTAN","1","NY","10019","2","2","986932","217497"
"POINT (-74.08082968239526 40.594455680318745)","31R046","R046","P.S. 046 Albert V. Maniscalco","1","2","R046","5047613","5032430001.0","41 REID AVENUE","STATEN ISLAND","5","NY","10305","31","31","961802","155863"
"POINT (-73.88832583406975 40.710973365502326)","84Q298","Q298","Middle Village Prep Charter School","2","3","QABC","4089211","4036670023.0","68-02 METROPOLITAN AVENUE","QUEENS","4","NY","11379","24","84","1015210","198323"
"POINT (-73.94134583908244 40.70275908334504)","14K257","K257","P.S. 257 John F. Hylan","1","2","K257","3071571","3031140011.0","60 COOK STREET","BROOKLYN","3","NY","11206","14","14","1000513","195316"
"POINT (-73.97200915993952 40.58251885802894)","21K344","K344","Rachel Carson High School for Coastal Studies","1","5","K303","3196292","3072500025.0","521 WEST AVENUE","BROOKLYN","3","NY","11224","21","21","992025","151505"
"POINT (-73.87999102382959 40.750442827372105)","30Q222","Q222","P.S. Q222 - Fire Fighter Christopher A. Santora School","1","1","Q222","4035854","4014600034.0","86-15 37 AVENUE","QUEENS","4","NY","11372","30","30","1017501","212706"
"POINT (-73.90059360868166 40.826933466845134)","12X267","X267","Bronx Latin","1","4","X158","2004868","2026710011.0","800 HOME STREET","BRONX","2","NY","10456","12","12","1011761","240567"
"POINT (-73.85315715342932 40.82228815849599)","08X138","X138","P.S. 138 Samuel Randall","1","2","X138","2022289","2036090016.0","2060 LAFAYETTE AVENUE","BRONX","2","NY","10473","8","8","1024892","238893"
"POINT (-73.95683218521103 40.681101467810755)","84K879","K879","Brooklyn Prospect Charter School Downtown","2","15","KBEQ","3393703","3020160030.0","1104 FULTON STREET","BROOKLYN","3","NY","11238","13","84","996223","187423"
"POINT (-73.91136654119627 40.83930718418114)","09X413","X413","Bronx High School for Medical Science","1","4","X410","2007806","2028170002.0","240 EAST 172 STREET","BRONX","2","NY","10457","9","9","1008775","245072"
"POINT (-73.78125541986411 40.68748636930702)","28Q140","Q140","P.S. 140 Edward K Ellington","1","2","Q140","4267260","4123410031.0","166-01 116 AVENUE","QUEENS","4","NY","11434","28","28","1044915","189822"
"POINT (-73.90465762104661 40.90327519064193)","10X081","X081","P.S. 081 Robert J. Christen","1","2","X081","2084806","2058501550.0","5550 RIVERDALE AVENUE","BRONX","2","NY","10471","10","10","1010606","268380"
"POINT (-73.86873559430899 40.819221878400434)","08X107","X107","P.S. 107","1","2","X107","2021972","2035910050.0","1695 SEWARD AVENUE","BRONX","2","NY","10473","8","8","1020582","237769"
"POINT (-73.91178853039341 40.66823294399018)","75K396","K396","P.S. K396","1","15","K396","3081032","3035200008.0","110 CHESTER STREET","BROOKLYN","3","NY","11212","23","75","1008721","182744"
"POINT (-73.91406707833296 40.827438342945506)","09X328","X328","New Millennium Bronx Academy of the Arts","1","3","X145","2097111","2024240001.0","1000 TELLER AVENUE","BRONX","2","NY","10456","9","9","1008032","240747"
"POINT (-73.91170880299443 40.85372813814157)","84X429","X429","Charter High School for Law and Social Justice","2","5","XABN","2094543","2028680111.0","1960 UNIVERSITY AVENUE","BRONX","2","NY","10453","10","84","1008675","250326"
"POINT (-73.98866531387878 40.76132731795493)","02M408","M408","Professional Performing Arts High School","1","4","M017","1025092","1010380014.0","328 WEST  48 STREET","MANHATTAN","1","NY","10036","2","2","987390","216649"
"POINT (-73.87494763747614 40.7569315385364)","30Q228","Q228","The Ivan Lafayette Early Childhood School of the Arts","1","1","Q228","4000000","4014230057.0","32-63 93 STREET","QUEENS","4","NY","11369","30","30","1018895","215072"
"POINT (-73.90392073618278 40.8274550382814)","09X297","X297","Morris Academy for Collaborative Studies","1","5","X400","2004526","2026340001.0","1110 BOSTON ROAD","BRONX","2","NY","10456","9","9","1010840","240756"
"POINT (-73.95627998482813 40.64897362774198)","17K006","K006","Norma Adams Clemons Academy","1","2","K006","3117230","3051030079.0","43 SNYDER AVENUE","BROOKLYN","3","NY","11226","17","17","996382","175718"
"POINT (-73.89719397365555 40.81724711754996)","79X997","X997","ALC - PAL Longwood","1","8","X965","2100984","2027090001.0","991 LONGWOOD AVENUE","BRONX","2","NY","10459","8","79","1012706","237039"
"POINT (-73.8545704332787 40.74102099188059)","24Q014","Q014","P.S. 014 Fairview","1","2","Q014","4437311","4019540037.0","107-01 OTIS AVENUE","QUEENS","4","NY","11368","24","24","1024550","209284"
"POINT (-73.82082136589527 40.738599215063594)","25Q499","Q499","The Queens College School for Math, Science and Technology","1","15","Q499","4467571","4065070150.0","148-20 REEVES AVENUE","QUEENS","4","NY","11367","25","25","1033904","208419"
"POINT (-73.91071928686439 40.68067968044182)","23K664","K664","Brooklyn Environmental Exploration School (BEES)","1","3","K073","3041561","3015280001.0","251 MAC DOUGAL STREET","BROOKLYN","3","NY","11233","23","23","1009013","187279"
"POINT (-73.89276091628217 40.66936135333803)","19K149","K149","P.S. 149 Danny Kaye","1","2","K149","3084348","3037740016.0","700 SUTTER AVENUE","BROOKLYN","3","NY","11207","19","19","1013999","183161"
"POINT (-73.94816650144348 40.697377124530576)","14K297","K297","P.S. 297 Abraham Stockton","1","2","K297","3048508","3017390011.0","700 PARK AVENUE","BROOKLYN","3","NY","11206","14","14","998623","193354"
"POINT (-73.92842584139119 40.83819644528594)","09X361","X361","The Highbridge Green School","1","3","X285","2117349","2025270032.0","200 West 167th Street","BRONX","2","NY","10452","9","9","1004055","244663"
"POINT (-73.86523860051662 40.74591963022155)","24Q311","Q311","Corona Arts & Sciences Academy","1","3","Q311","4040713","4016280021.0","98-11 44TH AVENUE","QUEENS","4","NY","11368","24","24","1021591","211064"
"POINT (-73.9571732973207 40.64960251926943)","17K543","K543","Science, Technology and Research Early College High School at Erasmus","1","4","K465","3336215","3051030010.0","911 FLATBUSH AVENUE","BROOKLYN","3","NY","11226","17","17","996134","175947"
"POINT (-74.15054400040474 40.62484727384189)","31R022","R022","P.S. 022 Graniteville","1","2","R022","5107239","5017060001.0","1860 FOREST AVENUE","STATEN ISLAND","5","NY","10303","31","31","942460","166961"
"POINT (-73.86655771338066 40.74860004396736)","24Q019","Q019","P.S. 019 Marino Jeantet","1","2","Q019","4437176","4016070001.0","98-02 ROOSEVELT AVENUE","QUEENS","4","NY","11368","24","24","1021224","212040"
"POINT (-73.9551886523501 40.66956180490129)","17K646","K646","Aspirations Diploma Plus High School","1","5","K824","3032886","3012670001.0","402 EASTERN PARKWAY","BROOKLYN","3","NY","11225","17","17","996681","183219"
"POINT (-73.97760212061675 40.78053612883176)","03M245","M245","M.S. M245 The Computer School","1","3","M044","1030178","1011480014.0","100 WEST  77 STREET","MANHATTAN","1","NY","10024","3","3","990453","223648"
"POINT (-73.91692770115236 40.63445122762312)","79K925","K925","YABC Programs - Brooklyn and Queens","1","5","K515","3224139","3079980005.0","6565 FLATLANDS AVENUE","BROOKLYN","3","NY","11236","18","79","1007307","170435"
"POINT (-73.88818967191807 40.820101481412316)","84X606","X606","Emblaze Academy Charter School","2","2","XBPS","2006325","2027610030.0","1164 Garrison Avenue","Bronx","2","NY","10474","8","84","1015197","238082"
"POINT (-73.9151067164378 40.678124871096806)","84K777","K777","Ocean Hill Collegiate Charter School","2","3","K271","3042157","3015500001.0","1137 HERKIMER STREET","BROOKLYN","3","NY","11233","23","84","1007797","186347"
"POINT (-73.8812455025488 40.876819403854974)","10X280","X280","P.S./M.S. 280 Mosholu Parkway","1","15","X080","2018046","2033360035.0","3202 STEUBEN AVENUE","BRONX","2","NY","10467","10","10","1017091","258749"
"POINT (-73.95074529628208 40.770215799216956)","02M158","M158","P.S. 158 Bayard Taylor","1","2","M158","1046411","1014890001.0","1458 YORK AVENUE","MANHATTAN","1","NY","10075","2","2","997893","219891"
"POINT (-73.85593070513221 40.82121847122283)","08X561","X561","Bronx Compass High School","1","5","X450","2022205","2036040039.0","1980 LAFAYETTE AVENUE","BRONX","2","NY","10473","8","8","1024125","238502"
"POINT (-73.92825093170761 40.62841756926978)","22K326","K326","P.S. 326","1","1","K852","3215550","3077750001.0","1800 UTICA AVENUE","BROOKLYN","3","NY","11234","22","22","1004166","168234"
"POINT (-73.98932934127878 40.717329010237115)","02M294","M294","Essex Street Academy","1","5","M445","1005283","1004080030.0","350 GRAND STREET","MANHATTAN","1","NY","10002","2","2","987208","200619"
"POINT (-74.097941582095 40.63449716412337)","31R061","R061","I.S. 061 William A Morris","1","3","R061","5002227","5.0010001E+9","445 CASTLETON AVENUE","STATEN ISLAND","5","NY","10301","31","31","957066","170456"
"POINT (-73.99244741198524 40.57864086875915)","21K239","K239","Mark Twain I.S. 239 for the Gifted & Talented","1","3","K239","3188221","3069650140.0","2401 NEPTUNE AVENUE","BROOKLYN","3","NY","11224","21","21","986348","150091"
"POINT (-74.00164842829557 40.71131297639896)","02M135","M135","The Urban Assembly School for Emergency Management","1","5","M520","1001388","1.0011301E+9","411 PEARL STREET","MANHATTAN","1","NY","10038","2","2","983793","198427"
"POINT (-73.90065462234158 40.83447050665391)","09X128","X128","Mott Hall III","1","3","X110","2009718","2029320001.0","580 CROTONA PARK SOUTH","BRONX","2","NY","10456","9","9","1011741","243313"
"POINT (-73.80898724734601 40.792053374944544)","25Q193","Q193","P.S. 193 Alfred J. Kennedy","1","2","Q193","4103056","4045380001.0","152-20 11 AVENUE","QUEENS","4","NY","11357","25","25","1037141","227901"
"POINT (-73.98268895980786 40.72804922868709)","79M998","M998","ALC - Thompkins Park","1","8","MBEL","1005949","1004380032.0","287 EAST 10TH STREET","NEW YORK","1","NY","10009","1","79","989048","204525"
"POINT (-73.75939602864575 40.664809245250765)","29Q355","Q355","Collaborative Arts Middle School","1","3","Q231","4285682","4133310001.0","145-00 SPRINGFIELD BOULEVARD","QUEENS","4","NY","11413","29","29","1051000","181576"
"POINT (-73.87993193015087 40.839297957701085)","12X214","X214","P.S. 214","1","15","X167","2094603","2030210038.0","1970 WEST FARMS ROAD","BRONX","2","NY","10460","12","12","1017473","245079"
"POINT (-73.8915625898348 40.86098716774762)","10X228","X228","Jonas Bronck Academy","1","3","X283","2116415","2030337501.0","400 EAST FORDHAM ROAD","BRONX","2","NY","10458","10","10","1014245","252977"
"POINT (-73.96589017879162 40.6858968818143)","13K011","K011","P.S. 011 Purvis J. Behan","1","2","K011","3332865","3019620010.0","419 WAVERLY AVENUE","BROOKLYN","3","NY","11238","13","13","993710","189169"
