"the_geom","ats_code","loc_code","loc_name","managed_by","lcc","primarybui","bin","bbl","address","city","boronum","state","zip","geodistric","adimindist","xcoordinat","ycoordinat"
"POINT (-73.87819156818601 40.832508456586545)","84X597","X597","The Urban Assembly Charter School for Computer Science","2","5","X420","2027459","2038640001.0","1300 BOYNTON AVENUE","BRONX","2","NY","10472","12","84","1017958","242606"
"POINT (-73.82438868957738 40.758347723969884)","25Q020","Q020","P.S. 020 John Bowne","1","2","Q020","4114657","4050470001.0","142-30 BARCLAY AVENUE","QUEENS","4","NY","11355","25","25","1032901","215612"
"POINT (-73.98861005207708 40.767848819178006)","79M973","M973","Restart Academy","1","8","M834","1026841","1010650001.0","444 WEST 56 STREET","MANHATTAN","1","NY","10019","2","79","987405","219025"
"POINT (-73.90554787963616 40.87247778947298)","10X310","X310","P.S. 310 Marble Hill","1","2","X122","2096486","2032390041.0","260 W KINGSBRIDGE RD","BRONX","2","NY","10463","10","10","1010372","257159"
"POINT (-73.91692770115236 40.63445122762312)","18K637","K637","Academy for Conservation and the Environment","1","5","K515","3224139","3079980005.0","6565 FLATLANDS AVENUE","BROOKLYN","3","NY","11236","18","18","1007307","170435"
"POINT (-73.97847281213402 40.6226711370523)","21K121","K121","P.S. 121 Nelson A. Rockefeller","1","15","K121","3253281","3054951101.0","5301 20 AVENUE","BROOKLYN","3","NY","11204","21","21","990226","166133"
"POINT (-73.98267154978532 40.656251560141165)","15K442","K442","M.S. 442 Carroll Gardens School for Innovation","1","3","K280","3017307","3008890001.0","500 19 STREET","BROOKLYN","3","NY","11215","15","15","989058","178367"
"POINT (-73.75858719010976 40.59946762047892)","27Q362","Q362","Wave Preparatory Elementary School","1","2","Q215","4301194","4157720031.0","535 BRIAR PLACE","QUEENS","4","NY","11691","27","27","1051290","157771"
"POINT (-73.91255705439298 40.80791675585953)","84X491","X491","Academic Leadership Charter School","2","15","X065","2003834","2025710001.0","677 EAST 141 STREET","BRONX","2","NY","10454","7","84","1008457","233635"
"POINT (-73.75277244688861 40.68188149592883)","84Q339","Q339","Success Academy Charter School - Springfield Gardens - New York 6","2","2","Q059","4274083","4127230076.0","132-55 RIDGEDALE STREET","QUEENS","4","NY","11413","29","84","1052820","187801"
"POINT (-74.08901272797894 40.58255091716188)","31R052","R052","P.S. 052 John C. Thompson","1","2","R052","5053746","5037050001.0","450 BUEL AVENUE","STATEN ISLAND","5","NY","10305","31","31","959525","151528"
"POINT (-73.91233942861955 40.871673463441645)","06M278","M278","Paula Hedbavny School","1","15","M918","1082045","1022150831.0","421 W 219TH ST","MANHATTAN","1","NY","10034","6","6","1008494","256864"
"POINT (-73.91622634636683 40.84299696126165)","09X555","X555","Mount Eden Children's Academy","1","2","X240","2008336","2028590077.0","1501 JEROME AVENUE","BRONX","2","NY","10452","9","9","1007429","246415"
"POINT (-73.89900589691291 40.85170035915298)","09X163","X163","P.S. 163 Arthur A. Schomburg","1","2","X163","2013297","2031420048.0","2075 WEBSTER AVENUE","BRONX","2","NY","10457","9","9","1012190","249591"
"POINT (-73.97872053246172 40.64789303486381)","84K928","K928","Brooklyn Prospect Charter School 15.2","2","3","KAGI","3123973","3053160001.0","3002 FORT HAMILTON PARKWAY","BROOKLYN","3","NY","11218","15","84","990155","175322"
"POINT (-73.89706686426072 40.869061623909836)","10X433","X433","High School for Teaching and the Professions","1","5","X430","2015241","2032470070.0","2780 RESERVOIR AVENUE","BRONX","2","NY","10468","10","10","1012719","255917"
"POINT (-73.93514005717674 40.84611615598157)","06M115","M115","P.S. 115 Alexander Humboldt","1","2","M115","1063228","1021330040.0","586 WEST 177 STREET","MANHATTAN","1","NY","10033","6","6","1002195","247547"
"POINT (-73.9534803476449 40.64835220828156)","79K993","K993","ALC - M.S. 246","1","8","K246","3117381","3051100025.0","72 VERONICA PLACE","BROOKLYN","3","NY","11226","17","79","997159","175492"
"POINT (-73.9459330452777 40.783286825612244)","02M655","M655","Life Sciences Secondary School","1","4","M645","1050338","1015580034.0","320 EAST  96 STREET","MANHATTAN","1","NY","10128","2","2","999223","224654"
"POINT (-73.76899407976903 40.75770100993555)","26Q031","Q031","P.S. 031 Bayside","1","2","Q031","4156949","4073160018.0","211-45 46 ROAD","QUEENS","4","NY","11361","26","26","1048248","215412"
"POINT (-73.85891621011311 40.757623909813496)","24Q330","Q330","Helen M. Marshall School","1","2","Q287","4540038","4017250001.0","110-08 NORTHERN BOULEVARD","QUEENS","4","NY","11368","24","24","1023336","215331"
"POINT (-73.93183951314573 40.691514020898204)","16K681","K681","Madiba Prep Middle School","1","3","K026","3043822","3016160001.0","1014 LAFAYETTE AVENUE","BROOKLYN","3","NY","11221","16","16","1003152","191221"
"POINT (-74.01290854217079 40.705424747008834)","84M263","M263","New York City Charter School of the Arts","2","3","MBNS","1000811","1000220013.0","26 Broadway","MANHATTAN","1","NY","10004","2","84","980671","196282"
"POINT (-73.9004303942794 40.643825300203076)","84K759","K759","Canarsie Ascend Charter School","2","2","KAGD","3326730","0.0","9719 FLATLANDS AVENUE","BROOKLYN","3","NY","11236","18","84","1011882","173855"
"POINT (-73.97818319554945 40.6160396647462)","21K840","K840","Brooklyn's Daily Discovery Pre-K Center","1","36","K597","3329154","3065490001.0","2202 60th Street","BROOKLYN","3","NY","11204","21","21","990307","163717"
"POINT (-73.8215328217489 40.73703855242069)","25Q525","Q525","Townsend Harris High School","1","5","Q515","4141869","4.0650701E+9","149-11 MELBOURNE AVENUE","QUEENS","4","NY","11367","25","25","1033708","207850"
"POINT (-73.91203854694886 40.81485776666875)","07X500","X500","Hostos-Lincoln Academy of Science","1","4","X162","2004314","2026160001.0","600 SAINT ANN'S AVENUE","BRONX","2","NY","10455","7","7","1008598","236164"
"POINT (-73.92304402958702 40.766898703588154)","30Q234","Q234","P.S. 234","1","2","Q234","4007619","4005920015.0","30-15 29 STREET","QUEENS","4","NY","11102","30","30","1005567","218688"
"POINT (-73.72922681455492 40.684987744857224)","29Q176","Q176","P.S. 176 Cambria Heights","1","2","Q176","4276382","4128200001.0","120-45 235 STREET","QUEENS","4","NY","11411","29","29","1059347","188952"
"POINT (-73.98107095330838 40.74651018054297)","02M432","M432","Murray Hill Academy","1","5","M620","1018491","1008897501.0","111 EAST  33RD STREET","MANHATTAN","1","NY","10016","2","2","989495","211251"
"POINT (-73.99270058516925 40.76547494997142)","02M300","M300","Urban Assembly School of Design and Construction, The","1","5","M535","1083802","1010790029.0","525 WEST  50TH STREET","MANHATTAN","1","NY","10019","2","2","986272","218160"
"POINT (-73.93390775701168 40.76588165899662)","30Q450","Q450","Long Island City High School","1","5","Q452","4467709","4005290002.0","14-30 BROADWAY","QUEENS","4","NY","11106","30","30","1002558","218315"
"POINT (-73.85925412951428 40.86248107847625)","11X089","X089","P.S. 089 Bronx","1","15","X089","2051571","2044440016.0","980 MACE AVENUE","BRONX","2","NY","10469","11","11","1023181","253534"
"POINT (-73.99082657345669 40.716126934246624)","02M042","M042","P.S. 042 Benjamin Altman","1","2","M042","1003998","1003090001.0","71 HESTER STREET","MANHATTAN","1","NY","10002","2","2","986793","200181"
"POINT (-73.7313981280218 40.72061730988694)","29Q295","Q295","P.S./I.S. 295","1","15","Q263","4231378","4108130005.0","222-14 JAMAICA AVENUE","QUEENS","4","NY","11428","29","29","1058705","201931"
"POINT (-74.09899498267738 40.61354800632368)","31R035","R035","P.S. 35 The Clove Valley School","1","2","R035","5015603","5006100127.0","60 FOOTE AVENUE","STATEN ISLAND","5","NY","10301","31","31","956765","162824"
"POINT (-73.9031394078369 40.85533789203353)","10X447","X447","Creston Academy","1","3","X079","2013849","2031700001.0","125 EAST 181 STREET","BRONX","2","NY","10453","10","10","1011045","250915"
"POINT (-73.8295623703641 40.84537993767139)","08X071","X071","P.S. 071 Rose E. Scala","1","15","X071","2046140","2041710001.0","3040 ROBERTS AVENUE","BRONX","2","NY","10461","8","8","1031406","247318"
"POINT (-74.15934313136701 40.58195887963255)","31R047","R047","CSI High School for International Studies","1","5","R043","5149609","5024500320.0","100 ESSEX DRIVE","STATEN ISLAND","5","NY","10314","31","31","939989","151340"
"POINT (-73.93099105455583 40.84931133104908)","06M348","M348","Washington Heights Expeditionary Learning School","1","7","M143","1063703","1021550035.0","511 WEST 182ND STREET","MANHATTAN","1","NY","10033","6","6","1003342","248712"
"POINT (-73.98610528974463 40.695444662271335)","13K674","K674","City Polytechnic High School of Engineering, Architecture, and Technology","1","5","K580","3348044","3001310001.0","105 TECH PLACE","BROOKLYN","3","NY","11201","13","13","988103","192646"
"POINT (-73.99225403522439 40.66298554965862)","84K362","K362","Hellenic Classical Charter School","2","15","KAWR","3397029","3006340034.0","646 FIFTH AVENUE","BROOKLYN","3","NY","11215","15","84","986399","180820"
"POINT (-74.16131786572423 40.608078417249445)","84R077","R077","Hellenic Classical Charter School - Staten Island","2","2","RAKJ","5107219","5015600015.0","1641 Richmond Avenue","Staten Island","5","NY","10314","31","84","939458","160857"
"POINT (-73.95415273692261 40.80261054578897)","03M860","M860","Frederick Douglass Academy II Secondary School","1","4","M088","1055204","1018300019.0","215 WEST 114 STREET","MANHATTAN","1","NY","10026","3","3","996943","231693"
"POINT (-73.98936977273031 40.690007622931944)","15K423","K423","Brooklyn Frontiers High School","1","5","K520","3000533","3001690009.0","112 SCHERMERHORN STREET","BROOKLYN","3","NY","11201","15","15","987198","190665"
"POINT (-73.91877451045383 40.810314703507075)","07X334","X334","International Community High School","1","5","X139","2000391","2022860036.0","345 BROOK AVENUE","BRONX","2","NY","10454","7","7","1006735","234507"
"POINT (-73.82867459859368 40.74521504889465)","25Q120","Q120","P.S. 120 Queens","1","2","Q120","4139491","4063730001.0","58-01 136 STREET","QUEENS","4","NY","11355","25","25","1031723","210825"
"POINT (-73.78397333375268 40.77010889850834)","26Q159","Q159","P.S. 159","1","2","Q159","4134525","4060380013.0","205-01 33 AVENUE","QUEENS","4","NY","11361","26","26","1044087","219922"
"POINT (-73.95948462705235 40.66519920154933)","17K352","K352","Ebbets Field Middle School","1","3","K320","3034356","3013010001.0","46 MCKEEVER PLACE","BROOKLYN","3","NY","11225","17","17","995490","181629"
"POINT (-73.93206669494677 40.687970656228735)","16K267","K267","M.S. 267 Math, Science & Technology","1","3","K324","3044657","3016360001.0","800 GATES AVENUE","BROOKLYN","3","NY","11221","16","16","1003090","189930"
"POINT (-73.93700402586948 40.74417519446532)","24Q264","Q264","Academy of Finance and Enterprise","1","5","Q735","4003517","4002740001.0","30-20 THOMSON AVENUE","QUEENS","4","NY","11101","24","24","1001706","210406"
"POINT (-73.85876901501913 40.8491769011033)","11X083","X083","P.S. 083 Donald Hertz","1","15","X083","2045344","2041250001.0","950 RHINELANDER AVENUE","BRONX","2","NY","10462","11","11","1023323","248687"
"POINT (-73.92114057671385 40.82257426918292)","07X031","X031","P.S./M.S. 031 The William Lloyd Garrison","1","15","X151","2002458","2024430190.0","250 EAST 156 STREET","BRONX","2","NY","10451","7","7","1006076","238973"
"POINT (-73.86694957454374 40.89935142370172)","11X019","X019","P.S. 019 Judith K. Weiss","1","15","X019","2019463","2033860001.0","4318 KATONAH AVENUE","BRONX","2","NY","10470","11","11","1021032","266964"
"POINT (-73.91991324031677 40.81264028056811)","84X407","X407","Bronx Charter School for Children","2","2","XAFR","2102176","2022880007.0","388 WILLIS AVENUE","BRONX","2","NY","10454","7","84","1006419","235354"
"POINT (-73.96584821234497 40.67631486669633)","79K988","K988","ALC - Fundamentals Academy","1","8","K813","3028862","3011600001.0","355 PARK PLACE","BROOKLYN","3","NY","11238","13","79","993723","185678"
"POINT (-73.90049071062722 40.859496606586234)","10X363","X363","Academy For Personal Leadership And Excellence","1","3","X115","2013899","2031720046.0","120 EAST 184 STREET","BRONX","2","NY","10468","10","10","1011776","252431"
"POINT (-73.98572390578398 40.74188869227716)","02M411","M411","Baruch College Campus High School","1","5","M874","1016745","1008550016.0","55 EAST  25 STREET","MANHATTAN","1","NY","10010","2","2","988206","209567"
"POINT (-73.94785571247071 40.79503242025429)","04M108","M108","P.S. 108 Assemblyman Angelo Del Toro Educational Complex","1","15","M108","1051584","1016140021.0","1615 MADISON AVENUE","MANHATTAN","1","NY","10029","4","4","998688","228933"
"POINT (-73.93581544821178 40.83913948512304)","06M319","M319","M.S. 319 - Maria Teresa","1","3","M090","1076741","1021120058.0","21 JUMEL PLACE","MANHATTAN","1","NY","10032","6","6","1002010","245005"
"POINT (-73.8320050964842 40.76975252800395)","25Q242","Q242","P.S. 242 Leonard P. Stavisky Early Childhood School","1","1","Q242","4462993","4043710173.0","29-66 137 STREET","QUEENS","4","NY","11354","25","25","1030783","219763"
"POINT (-73.80416642759224 40.70840987938509)","28Q896","Q896","Young Women's Leadership School, Queens","1","4","Q680","4207510","4097070048.0","150-91 87 ROAD","QUEENS","4","NY","11432","28","28","1038544","197430"
"POINT (-73.83958399261854 40.83977588386207)","08X293","X293","Renaissance High School for Musical Theater and the Arts","1","5","X405","2074045","2053680001.0","3000 EAST TREMONT AVENUE","BRONX","2","NY","10461","11","8","1028637","245271"
"POINT (-73.89654000846645 40.84748779467562)","84X620","X620","Bronx Charter School for Excellence 5","2","2","XADW","2011434","2030430050.0","1946 BATHGATE AVENUE","BRONX","2","NY","10457","9","84","1012874","248057"
"POINT (-73.75654659248139 40.6860506333079)","29Q015","Q015","P.S. 015 Jackie Robinson","1","2","Q015","4273142","4126720001.0","121-15 LUCAS STREET","QUEENS","4","NY","11413","29","29","1051769","189317"
"POINT (-73.86523860051662 40.74591963022155)","24Q311","Q311","Corona Arts & Sciences Academy","1","3","Q311","4040713","4016280021.0","98-11 44TH AVENUE","QUEENS","4","NY","11368","24","24","1021591","211064"
"POINT (-73.96113474525701 40.691275124249906)","84K702","K702","Community Partnership Charter School","2","15","K270","3331567","3019230001.0","241 EMERSON PLACE","BROOKLYN","3","NY","11205","13","84","995028","191129"
"POINT (-74.13321660451874 40.570765884449955)","31R023","R023","P.S. 023 Richmondtown","1","2","R023","5059927","5043730001.0","30 NATICK STREET","STATEN ISLAND","5","NY","10306","31","31","947240","147250"
"POINT (-73.94536846765746 40.82884075601935)","84M353","M353","New Heights Academy Charter School","2","4","MANN","1062155","1020820028.0","1818 AMSTERDAM AVENUE","MANHATTAN","1","NY","10031","6","84","999369","241251"
"POINT (-73.91428269995154 40.651642627858514)","84K736","K736","New American Academy Charter School","2","2","K233","3104990","3047530001.0","9301 AVENUE B","BROOKLYN","3","NY","11236","18","84","1008035","176699"
"POINT (-74.15221218784585 40.54756783903831)","31R008","R008","P.S. 8 Shirlee Solomon","1","2","R008","5066295","5052210001.0","112 LINDENWOOD ROAD","STATEN ISLAND","5","NY","10308","31","31","941948","138807"
"POINT (-73.89597673472045 40.673766929852775)","19K409","K409","East New York Family Academy","1","4","K660","3083660","3037040001.0","145 PENNSYLVANIA AVENUE","BROOKLYN","3","NY","11207","19","19","1013105","184765"
"POINT (-73.98259033850428 40.73266589224323)","75M226","M226","P.S. M226","1","7","M475","1020419","1009220008.0","345 EAST  15TH STREET","MANHATTAN","1","NY","10003","2","75","989075","206207"
"POINT (-73.90305760582355 40.70560971938711)","24Q093","Q093","I.S. 093 Ridgewood","1","3","Q093","4083511","4034900001.0","66-56 FOREST AVENUE","QUEENS","4","NY","11385","24","24","1011128","196364"
"POINT (-73.85607051781415 40.815043019941676)","08X282","X282","Women's Academy of Excellence","1","5","X174","2020580","2034780018.0","456 WHITE PLAINS ROAD","BRONX","2","NY","10473","8","8","1024090","236252"
"POINT (-73.94787351818736 40.68465498355101)","84K780","K780","Brooklyn East Collegiate Charter School","2","3","K458","3051641","3018230038.0","832 MARCY AVENUE","BROOKLYN","3","NY","11216","13","84","998707","188719"
