"vac_date","num","pf","location_1","typ","sf","bor","date_of_lif","area_vac","div","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"9/20/2011","70-78",,"WILLOUGHBY","ST",,"BR",,"ENTIRE BLDG EXCEPT PET","11",,,,,,,,,
"10/3/2011","1345",,"MYRTLE","AVE",,"BR",,"1ST FLOOR AND CELLAR","11","11221","40.698275","-73.923552","4","37","421","3074114","3032560010","Bushwick South                                                             "
"10/17/2011","1126",,"60","ST",,"BR",,"CELLAR","8","11219","40.631051","-74.002219","12","44","214","3141236","3057170017","Borough Park                                                               "
"10/20/2011","2932",,"HOLLAND","AVE",,"BX",,"3 FLOOR AND BASEMENT","7","10467","40.868417","-73.865294","11","15","338","2054854","2045480018","Bronxdale                                                                  "
"10/28/2011","13-15",,"CORNAGA","AVE",,"QU",,"BASEMENT","13",,,,,,,,,
"11/3/2011","719",,"CAULDWELL","AVE",,"BX",,"2 FRONT RMS 1 REAR RM","6","10455","40.818215","-73.908985","1","17","75","2004447","2026240056","Melrose South-Mott Haven North                                             "
"11/14/2011","83",,"HUMBOLDT","ST",,"BR",,"2ND FLOOR","11","11206","40.704247","-73.940969","1","34","491","3071459","3030970023","East Williamsburg                                                          "
"11/16/2011","176",,"SUYDAM","ST",,"BR",,"BASEMENT","11","11221","40.699682","-73.926108","4","34","423","3073123","3032180021","Bushwick South                                                             "
"11/25/2011","2443",,"MORRIS","AVE",,"BX",,"1A, 1B, 2A, 2B, 2D (1=BSMT)","7","10468","40.861574","-73.899981","5","14","239","2014029","2031840050","Fordham South                                                              "
"12/5/2011","2027",,"MORRIS","AVE",,"BX",,"3C, 1C & BSMT 1","7","10453","40.852448","-73.906252","5","14","241","2007950","2028290057","Mount Hope                                                                 "
"12/15/2011","686",,"GREENE","AVE",,"BR",,"TOP FLOOR FRONT","11","11221","40.689546","-73.941134","3","36","279","3050515","3018010019","Stuyvesant Heights                                                         "
"12/15/2011","1193",,"ATLANTIC","AVE",,"BR",,"2ND FLOOR","11","11216","40.678541","-73.951101","3","36","247","3053926","3018660008","Crown Heights North                                                        "
"12/19/2011","370",,"WILLIS","AVE",,"BX",,"2ND 3RD & 4TH FLOORS","6","10454","40.812081","-73.920709","1","8","41","2000416","2022870007","Mott Haven-Port Morris                                                     "
"1/4/2012","1655","E","4","ST",,"BR",,"BASEMENT","15",,,,,,,,,
"1/4/2012","1655","E","4","ST",,"BR",,"BASEMENT","15",,,,,,,,,
"1/15/2012","3034",,"GRAND",,,"BX",,"BASEMENT METER ROOM","7",,,,,,,,,
"1/19/2012","309",,"LINCOLN","RD",,"BR",,"BASEMENT","15","11225","40.661475","-73.952383","9","40","800","3035379","3013290068","Prospect Lefferts Gardens-Wingate                                          "
"1/30/2012","541",,"LEXINGTON","AVE",,"BR",,"BSMT, 1 & 2 FLOOR","11","11221","40.688922","-73.940197","3","36","279","3050544","3018010056","Stuyvesant Heights                                                         "
"2/3/2012","1702",,"CLAY","AVE",,"BX",,"3 BSMT SROS","7","10457","40.844026","-73.90488","4","15","165","2009330","2028890015","Claremont-Bathgate                                                         "
"2/10/2012","1322",,"COMMERCE","AVE",,"BX",,"HOUSE BOAT AT SLIP # 2","6","10461","40.836168","-73.840221","10","13","96","2027189","2038380225","Westchester-Unionport                                                      "
"2/24/2012","248",,"ECHO","PL",,"BX",,"ALL FLOORS","6","10457","40.849638","-73.904247","5","15","23502","2007708","2028090028","Mount Hope                                                                 "
"3/5/2012","461",,"WILLIS","AVE",,"BX",,"BASEMENT 5 SROS","6","10455","40.813966","-73.919341","1","8","43","2000664","2023070016","Mott Haven-Port Morris                                                     "
"3/19/2012","727",,"PROSPECT","AVE",,"BX",,"3 FLOOR, 3 ROOMS","6","10455","40.816786","-73.902827","1","17","79","2004959","2026750054","Melrose South-Mott Haven North                                             "
"3/23/2012","64",,"STANHOPE","ST",,"BR",,"3RD FLOOR 4 ROOMS","15","11221","40.696184","-73.924857","4","34","421","3338471","3032650021","Bushwick South                                                             "
"3/30/2012","432","E","142","ST",,"BX",,"3RD FLOOR FRONT AND REAR","6","10454","40.811219","-73.920031","1","8","41","2000382","2022860027","Mott Haven-Port Morris                                                     "
"3/30/2012","1309",,"HARROD","AVE",,"BX",,"BASEMENT (RIGHT REAR APT)","6","10472","40.832354","-73.874336","9","18","62","2027572","2038680063","West Farms-Bronx River                                                     "
"4/9/2012","95",,"COOPER","ST",,"BR",,"2ND FLOOR MIDDLE ROOM","15","11207","40.686111","-73.909003","4","37","403","3079678","3034330041","Bushwick South                                                             "
"4/10/2012","26",,"MALCOLM X","BLV",,"BR",,"2ND FLOOR 2 ROOMS","11","11221","40.693356","-73.931145","3","36","289","3043280","3016030039","Stuyvesant Heights                                                         "
"4/13/2012","269",,"ALEXANDER","AVE",,"BX",,"2ND & 3RD FLOOR FRONT AND","6","10454","40.810536","-73.924803","1","8","39","2000695","2023140025","Mott Haven-Port Morris                                                     "
"4/13/2012","1460",,"BRYANT","AVE",,"BX",,"ENTIRE BUILDING","6","10460","40.831876","-73.887845","3","17","157","2010842","2030000004","Crotona Park East                                                          "
"4/16/2012","2094",,"VALENTINE","AVE",,"BX",,"1ST 2ND 3RD FLOOR REAR","7","10457","40.852975","-73.899799","5","15","379","2013386","2031440066","Mount Hope                                                                 "
"4/17/2012","930",,"FLUSHING","AVE",,"BR",,"2ND FLOOR (REST. SUPPLY","11","11206","40.702555","-73.934382","4","34","391","3071838","3031400001","Bushwick South                                                             "
"4/19/2012","80",,"EVERGREEN","AVE",,"BR",,"ENTIRE BUILDING","11","11206","40.700647","-73.933067","4","34","391","3259586","3031520003","Bushwick South                                                             "
"5/2/2012","882",,"IRVINE","ST",,"BX",,"BASEMENT - 5 ROOMS","6","10474","40.81921","-73.88865","2","17","11502","2006339","2027610053","Hunts Point                                                                "
"5/8/2012","70","A","LINDEN","STR",,"BR",,"3RD FLOOR & 4TH FLOOR","15","11221","40.691985","-73.920776","4","34","399","3076241","3033310007","Bushwick South                                                             "
"5/11/2012","132",,"GRAHAM","AVE",,"BR",,"BASEMENT 3 ROOMS","11","11206","40.705996","-73.942973","1","34","493","3338419","3030710001","Bushwick South                                                             "
"5/23/2012","96","N","6","ST",,"BR",,"2ND FLOOR - 8 ROOMS","11","11215","40.674871","-73.993709","6","39","119",,,"Park Slope-Gowanus                                                         "
"6/1/2012","757",,"COSTER","ST",,"BX",,"BASEMENT, 2ND AND 3RD","6","10474","40.815649","-73.887746","2","17","93","2006501","2027630086","Hunts Point                                                                "
"6/6/2012","993",,"MORRIS","AVE",,"BX",,"BASEMENT","6","10456","40.828692","-73.91675","4","16","18302","2002523","2024470059","East Concourse-Concourse Village                                           "
"6/6/2012","1699",,"TOPPING","AVE",,"BX",,"2ND AND 3RD FLOOR","6","10457","40.844224","-73.905816","4","15","22902","2007352","2027910050","Mount Hope                                                                 "
"6/27/2012","930",,"FLUSHING","AVE",,"BR",,"RESTURANT SUPPLY","11","11206","40.702555","-73.934382","4","34","391","3071838","3031400001","Bushwick South                                                             "
"6/28/2012","1233",,"BOYNTON","AVE",,"BX",,"2ND FLOOR","6","10472","40.82974","-73.878497","9","18","54","2025209","2037730061","West Farms-Bronx River                                                     "
"7/2/2012","1536",,"JESUP","AVE",,"BX",,"BASEMENT","6","10452","40.844198","-73.918513","4","16","21302","2008706","2028720279","Highbridge                                                                 "
"7/2/2012","1423",,"ST MARKS","AVE",,"BR",,"REAR ROOMS ON ALL FLOORS","15","11233","40.673625","-73.920891","16","41","303","3039010","3014510063","Ocean Hill                                                                 "
"7/7/2012","64",,"WASHINGTON","AVE",,"BR",,"2R & 3R","11","11205","40.696833","-73.967576","2","35","543","3319495","3018740043","park-cemetery-etc-Brooklyn                                                 "
"7/16/2012","1216",,"OLMSTEAD","AVE",,"BX",,"ENTIRE BUILDING","6","10462","40.83202","-73.854205","9","18","92","2092865","2038120009","Westchester-Unionport                                                      "
"8/28/2012","1234",,"INTERVALE","AVE",,"BX",,"ENTIRE 1ST AND 2ND FLOOR","6","10459","40.82894","-73.894516","3","17","125","2010459","2029740009","Morrisania-Melrose                                                         "
"9/14/2012","3042",,"BRIGHTON 14","ST",,"BR",,"BASEMENT 3 SROS","8","11235","40.578745","-73.955361","13","48","61004","3245629","3087160044","Brighton Beach                                                             "
"9/26/2012","921",,"MONTGOMERY","ST",,"BR",,"ENTIRE BASEMENT","15","11213","40.664482","-73.933893","9","35","355","3038260","3014190001","Crown Heights South                                                        "
"9/27/2012","899",,"MONTGOMERY","ST",,"BR",,"ENTIRE BASEMENT","15","11213","40.664552","-73.935194","9","35","355","3038244","3014180049","Crown Heights South                                                        "
"10/4/2012","20","E","BROADWAY",,,"MA",,"2ND - 5TH FLOORS","1","10004","40.705485","-74.013338","1","1","9","1000811","1000220013","Battery Park City-Lower Manhattan                                          "
"10/17/2012","346","E","173","ST",,"BR",,"APT 3A & 3E","6",,,,,,,,,
"10/31/2012","1102",,"STRATFORD","AVE",,"BX",,"4 APTS ON 3RD FLOOR","6","10472","40.826659","-73.874896","9","18","48","2024014","2037440045","Soundview-Bruckner                                                         "
"11/7/2012","61-11",,"159","ST",,"QU",,"3RD FLOOR","14",,,,,,,,,
