"borough","restaurantname","seatingchoice","legalbusinessname","businessaddress","restaurantinspectionid","issidewaycompliant","isroadwaycompliant","skippedreason","inspectedon","agencycode","postcode","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta"
"Brooklyn","Best Bites Restaurant & Bakery","both","Best Bites Restauranrt & Baker","4601 4601 Church Avenue","10195",,"Skipped Inspection","No Seating","2020-07-14T18:55:48.000","DOB","11203",,,,,,,,
"Manhattan","Wo Hop Next Door","both","Wo Hop Next Door","15 Mott St","10196",,"Compliant",,"2020-07-14T18:56:20.000","DOT","10013","40.714187","-73.998756","3","1","29","1079264","1001640048","Chinatown"
"Manhattan","Buddha Bodai","both","Buddha Bodai Vegetarian Restaurant Inc.","5 Mott St","10197",,"Compliant",,"2020-07-14T18:56:21.000","DEP","10013","40.713882","-73.998709","3","1","29","1001825","1001640053","Chinatown"
"Manhattan","Harlem Food Bar","both","Six Lounge LLC","2100 Frederick Douglass Blvd","10198",,"Compliant",,"2020-07-14T18:57:43.000","DOB","10026","40.802853","-73.956500","10","9","216","1087078","1018297501","Central Harlem South"
"Manhattan","Irving Farm","both","West 79th Street Coffee Corp","224  West 79th Street","10199",,"Skipped Inspection","No Seating","2020-07-14T18:57:48.000","DOB","10024","40.783526","-73.979255","7","6","167","1030917","1011700044","Upper West Side"
"Queens","Sunswick 35/35","both","Sunswick 35/35 Corp","35-10  35th Street","102",,"Non-Compliant",,"2020-07-02T10:46:04.000","DOT","11106","40.756292","-73.925587","1","26","57","4009585","4006380025","Astoria"
"Queens","Fitoor","both","Static Auto Group and Services Inc","179-20 Union Turnpike","10200",,"Compliant",,"2020-07-14T18:58:57.000","DOB","11366","40.726805","-73.788476","8","24","1277","4155490","4072290016","Jamaica Estates-Holliswood"
"Queens","Fitoor Cafe & Grill Lounge","both","Junoon Lounge & Restaurant Inc","179-22 Union Turnpike","10201",,"Compliant",,"2020-07-14T18:59:45.000","DOB","11366","40.726822","-73.788425","8","24","1277","4155490","4072290016","Jamaica Estates-Holliswood"
"Manhattan","The Green Door Bar","both","Shannons Green Door Inc","600 West 57th Street","10202",,"Compliant",,"2020-07-14T19:00:16.000","DOB","10019","40.770366","-73.991548","4","6","135","1027167","1011040036","Clinton"
"Staten Island","FRUTAS LOCAS MARY CORP","both","FRUTAS LOCAS MARY CORP","48 NEW DOLP PLZ S","10203",,"Skipped Inspection","Sidewalk Seating Only","2020-07-14T19:00:49.000","DOT","10306",,,,,,,,
"Brooklyn","El changarito","both","El changarito LLC","602  Marlborough rd","9972",,"Skipped Inspection","No Seating","2020-07-14T16:28:39.000","DOB","11226","40.635060","-73.963282","14","40","520","3121147","3052350008","Flatbush"
"Staten Island","Maizal Restaurant","both","Maizal Restaurant LLC","990 Bay Street","10204",,"Skipped Inspection","Sidewalk Seating Only","2020-07-14T19:02:21.000","DOB","10305","40.618437","-74.069343","1","49","8","5042490","5028420071","Stapleton-Rosebank"
"Manhattan","The Daisy","both","The Tequila Gastropub LLC","1641 2nd Avenue","10206",,"Non-Compliant",,"2020-07-14T19:06:59.000","DOT","10028","40.777353","-73.952134","8","5","14601","1048768","1015310021","Yorkville"
"Manhattan","AJISEN RAMEN","both","AJISEN NOODLE RESTAURANT INC.","14 MOTT STREET","10207",,"Compliant",,"2020-07-14T19:07:59.000","DOT","10013","40.714096","-73.998719","3","1","29","1001685","1001620008","Chinatown"
"Manhattan","The Daisy","both","The Tequila Gastropub LLC","251 East 85th Street","10208",,"Non-Compliant",,"2020-07-14T19:08:43.000","DOT","10028","40.777666","-73.953339","8","5","14601","1048768","1015310021","Yorkville"
"Manhattan","Pinklady Cheese Tart","both","Jean Erh lim","11 Mott st","10209",,"Compliant",,"2020-07-14T19:09:10.000","DOT","10013","40.714066","-73.998737","3","1","29","1001823","1001640050","Chinatown"
"Brooklyn","393 NEWLOTS INC","both","393 NEWLOTS INC","393 NEW LOTS AVE","1021",,"Compliant",,"2020-07-04T14:20:45.000","DOT","11207","40.661984","-73.892787","5","42","1128","3085585","3038400049","East New York (Pennsylvania Ave)"
"Manhattan","Budapest Cafe","both","B&E Pastries Inc","1631  2nd Ave.","10210",,"Compliant",,"2020-07-14T19:19:10.000","DOT","10028","40.776955","-73.952426","8","5","14601","1048742","1015300027","Yorkville"
"Brooklyn","ALOHA BROOKLYN","both","ALOHA BROOKLYN GRILL CORP.","3221A  FULTON STREET","10211",,"Skipped Inspection","No Seating","2020-07-14T19:21:53.000","DOT","11208","40.682536","-73.876140","5","37","117601",,,"Cypress Hills-City Line"
"Manhattan","Harding's","both","Gravy New York, LLC","32 East 21st","10212",,"Non-Compliant",,"2020-07-14T19:24:33.000","DEP","10010","40.739589","-73.988950","5","2","52","1016220","1008490055","Hudson Yards-Chelsea-Flatiron-Union Square"
"Manhattan","Hummus Place","both","EDO FOOD III LLC","305 Amsterdam avenue","10213",,"Cease and Desist",,"2020-07-14T19:25:48.000","DOB","10023","40.780150","-73.980498","7","6","161","1030099","1011460103","Upper West Side"
"Manhattan","Margarita Mexican Tapas Inc","both","Margarita Mexican Tapas Inc","3775  10 avenue","10214",,"Non-Compliant",,"2020-07-14T19:26:05.000","DOT","10034","40.861357","-73.921185","12","10","299","1064490","1021990001","Marble Hill-Inwood"
"Brooklyn","Coney Island Taste","both","Coney Island Taste INC","2580 Coney Island Ave","10215",,"Skipped Inspection","No Seating","2020-07-14T19:26:33.000","DOB","11223","40.593932","-73.960871","15","47","392","3194147","3071590251","Homecrest"
"Brooklyn","Chateau De Captain","both","CHATEAU Seafood Inc","2570 Coney Island Ave","10216",,"Compliant",,"2020-07-14T19:28:23.000","DOB","11223","40.594176","-73.960885","15","47","392","3194110","3071590148","Homecrest"
"Brooklyn","M & R CAFE & LOUNGE INC","both","M & R CAFE & LOUNGE INC","9008 AVENUE A","10217",,"Skipped Inspection","No Seating","2020-07-14T19:28:50.000","DOB","11236","40.651253","-73.917970","17","42","930","3104850","3047500038","Rugby-Remsen Village"
"Manhattan","LIDO RESTAURANT","both","SKDL Corporation","2168 Frederick Douglass Blvd","10218",,"Non-Compliant",,"2020-07-14T19:34:52.000","DOB","10026","40.804991","-73.954939","10","9","218","1085332","1019220061","Central Harlem South"
"Queens","Levante","both","Cibo 2621 LLC","26-21 Jackson Avenue","10219",,"Compliant",,"2020-07-14T19:36:57.000","DOT","11101","40.747411","-73.941588","2","26","19","4005141","4004330004","Hunters Point-Sunnyside-West Maspeth"
"Queens","49-14 Worldwide Inc.","both","Priviledged Gentlemn's Club","49-14 Queens Blvd.","1022",,"Non-Compliant",,"2020-07-04T14:20:57.000","DOT","11377","40.742795","-73.915609","2","26","235","4052836","4022820029","Hunters Point-Sunnyside-West Maspeth"
"Queens","Flamingo Restaurant & Mantra Lounge","both","Gita Ganesh Ram Restaurant Corp","120-04/06 Rockaway Blvd","10220",,"Non-Compliant",,"2020-07-14T19:43:34.000","DOB","11420",,,,,,,,
"Queens","Dive Bar LIC","both","Wolfe L.I.C., INC","33-10 36th Avenue","10221",,"Non-Compliant",,"2020-07-14T19:49:47.000","DOB","11375","40.755745","-73.927980","1","26","55","4007959","4006020033","Queensbridge-Ravenswood-Long Island City"
"Brooklyn","HasenStuble","sidewalk","Kuddelmuddel Corp","1184 Nostrand Ave","10222",,"Skipped Inspection","No Seating","2020-07-14T19:57:45.000","DOB","11225","40.658436","-73.950399","9","40","802","3115617","3050440041","Prospect Lefferts Gardens-Wingate"
"Queens","Arepas cafe","both","Arepas Enterprise","3307 36th ave","10223",,"Cease and Desist",,"2020-07-14T20:01:08.000","DOB","11106","40.755770","-73.927995","1","26","57","4436871","4006060001","Astoria"
"Manhattan","Quality Eats","both","Bacon & Bagels, LLC","1496  Second Avenue","10224",,"Compliant",,"2020-07-14T20:02:24.000","DOT","10075","40.772557","-73.955614","8","5","134","1045225","1014520049","Lenox Hill-Roosevelt Island"
"Manhattan","Heidi's House by the Side ofthe Road","roadway","Heidi's House LLC","308 East 78th Street","10225",,"Compliant",,"2020-07-14T20:03:30.000","DOT","10075","40.772441","-73.955069","8","5","134","1045223","1014520047","Lenox Hill-Roosevelt Island"
"Manhattan","Xian Famous Foods","roadway","Lou Guan Tai Inc","328 E 78th St","10226",,"Skipped Inspection","No Seating","2020-07-14T20:06:46.000","DOT","10075","40.772298","-73.954730","8","5","134","1045221","1014520040","Lenox Hill-Roosevelt Island"
"Brooklyn","Finn's Corner","both","Finnister LLC.","660 Washington Ave","10227",,"Compliant",,"2020-07-14T20:19:07.000","DOT","11238","40.678365","-73.963882","8","35","205","3341614","3011460023","Prospect Heights"
"Brooklyn","The Bakery on Bergen","both","The Bakery on Bergen LLC.","740 Bergen Street","10228",,"Compliant",,"2020-07-14T20:22:14.000","DOT","11238","40.678576","-73.964235","8","35","205","3028224","3011460023","Prospect Heights"
"Manhattan","Oda House","both","Oda House UES INC","406 East 73rd street","10229",,"Compliant",,"2020-07-14T20:34:33.000","DOT","10021","40.768297","-73.955072","8","5","124","1045860","1014670043","Lenox Hill-Roosevelt Island"
"Brooklyn","Bedford Manor","both","Bar Life Inc","1177  Bedford Ave","1023",,"Compliant",,"2020-07-04T14:21:04.000","DCAS","11216","40.683154","-73.953860","3","36","245","3329694","3018270002","Bedford"
"Brooklyn","LITTLE MISS MUFFIN 'N' HER STUFFIN","both","LITTLE MISS MUFFIN 'N' HER STUFFIN CORP","768 WASHINGTON AVENUE","10230",,"Skipped Inspection","No Seating","2020-07-14T20:39:48.000","DOT","11238","40.674887","-73.963210","8","35","207","3029235","3011660157","Prospect Heights"
"Manhattan","The Shadmoor","both","Shadmoor LLC","1066  2nd Ave","10231",,"Non-Compliant",,"2020-07-14T20:48:22.000","DOT","10022","40.758729","-73.965701","6","5","108","1039976","1013490001","Turtle Bay-East Midtown"
"Manhattan","Maz Mezcal, Inc","both","Maz Mezcal","316 East 86th Street","10232",,"Compliant",,"2020-07-14T20:48:59.000","DOT","10028","40.777602","-73.951123","8","5","14601","1076328","1015487501","Yorkville"
"Manhattan","City Swiggers","both","City Swiggers LLC","320 East 86th","10233",,"Skipped Inspection","Sidewalk Seating Only","2020-07-14T20:50:32.000","DOT","10012","40.777575","-73.951054","8","5","14601","1083415","1015487501","Yorkville"
"Bronx","Fokkus Room & Cucine","roadway","138 West Fordham Rd Food Corp","136-138  West Fordham Rd","10234",,"Non-Compliant",,"2020-07-14T20:57:02.000","DOT","10468","40.862790","-73.906925","7","14","255","2086825","2032250111","Kingsbridge Heights"
"Brooklyn","Good Life BK","both","Good Life BK llc","706  Washington Avenue","10235",,"Skipped Inspection","No Seating","2020-07-14T21:00:42.000","DOT","11238","40.676891","-73.963605","8","35","205","3028565","3011530038","Prospect Heights"
"Bronx","LUPITA VILLA CORP.","sidewalk","LUPITA VILLA CORP","132 WEST FORDHAM ROAD","10236",,"Skipped Inspection","No Seating","2020-07-14T21:01:57.000","DOT","10468","40.862788","-73.906784","7","14","255","2014948","2032250114","Kingsbridge Heights"
"Brooklyn","BCakeNY","both","BCakeNY","702 Washington Avenue","10237",,"Skipped Inspection","Sidewalk Seating Only","2020-07-14T21:02:14.000","DOT","11238","40.676987","-73.963623","8","35","205","3028564","3011530037","Prospect Heights"
"Queens","Crazy Willy's","both","One Republic Management","117-10  Jamaica Avenue","10239",,"Non-Compliant",,"2020-07-14T21:09:37.000","DOT","11418","40.699578","-73.832359","9","29","122","4195868","4093270005","Richmond Hill"
"Bronx","Gurra Cafe","both","Prishtina Restaurant Corporation","2325 Arthur ave","1024",,"Compliant",,"2020-07-04T14:21:19.000","DDC","10458","40.854038","-73.888888","6","15","391","2011905","2030650070","Belmont"
"Manhattan","Ravagh Persian Grill","both","First Avenue Persian Grille, Inc","1135 First Ave","10240",,"Compliant",,"2020-07-14T21:14:18.000","DOT","10065","40.761632","-73.960502","8","5","110","1044372","1014370026","Lenox Hill-Roosevelt Island"
"Queens","EL GRAN CANARIO II RESTAURANT","both","EL GRAN CANARIO 11 RESTAURANT INC","11117 JAMAICA AVE","10242",,"Non-Compliant",,"2020-07-14T21:29:43.000","DOT","11418","40.697013","-73.836970","9","32","130","4192669","4092250060","Richmond Hill"
"Bronx","Diamante Poblano Restaurant  Corp","both","Diamante Poblano Restaurant Corp","2431 Jerome Avenue","10243",,"Compliant",,"2020-07-14T21:40:10.000","DOT","10468","40.862086","-73.901615","7","14","253","2014332","2031990098","Kingsbridge Heights"
"Manhattan","Anand Indian cuisine","both","Anand restaurant Nyc inc","304 E 78","10245",,"Non-Compliant",,"2020-07-14T21:51:00.000","DOT","10075",,,,,,,,
"Queens","Don Miguel Restaurante","both","Don Miguel Restuarante","104-26 Jamaica Avenue","10246",,"Skipped Inspection","No Seating","2020-07-14T21:54:07.000","DOT","11418","40.695193","-73.842694","9","32","12602","4194283","4092890011","Richmond Hill"
"Manhattan","TONCHIN","both","FOODEX NEW YORK INC","13 W 36th St","10247",,"Skipped Inspection","No Seating","2020-07-14T21:59:12.000","DOT","10018","40.750041","-73.984354","5","4","84","1015931","1008380034","Midtown-Midtown South"
"Brooklyn","Le Succulent","both","Le Comptoir","291 5th Ave","10248",,"Non-Compliant",,"2020-07-15T07:02:57.000","DOT","11215","40.673624","-73.982581","6","39","135","3020791","3009700004","Park Slope-Gowanus"
"Brooklyn","Broken Land","roadway","Green Bottle LLC","105 Franklin Street","10249",,"Compliant",,"2020-07-15T07:56:27.000","DOT","11222","40.729561","-73.957555","1","33","565","3064796","3025620023","Greenpoint"
"Manhattan","taglierini corp","both","Piccola strada","77 77 east 4th street","1025",,"Non-Compliant",,"2020-07-04T14:21:32.000","DEP","10003",,,,,,,,
"Manhattan","Madman Espresso","both","Baffione LLC","54 University Place","10250",,"Compliant",,"2020-07-15T08:39:12.000","DOT","10003","40.732607","-73.993935","2","2","59","1009238","1005670019","West Village"
"Manhattan","LA DIAGONAL","both","ADMIRAL SERVICES NY LLC","185 SAINT NICHOLAS AVENUE","10251",,"Compliant",,"2020-07-15T08:43:51.000","DOT","10026","40.806096","-73.952832","10","9","220","1058443","1019250005","Central Harlem South"
"Manhattan","Baker's Pizza","both","Baker's Pizza HK LLC","754 10th avenue","10252",,"Skipped Inspection","No Seating","2020-07-15T08:56:32.000","DOT","10019","40.765525","-73.991163","4","3","133","1026711","1010610003","Clinton"
"Manhattan","CrispinGCOs","both","CrispinGCOs LLC","764 10th Ave","10253",,"Skipped Inspection","No Seating","2020-07-15T08:57:09.000","DOT","10019","40.765837","-73.990935","4","3","133","1026733","1010610061","Clinton"
"Manhattan","Ardesia Wine Bar","both","The Vendange Group, LLC","510  West 52nd Street","10254",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T08:58:01.000","DOT","10019","40.766384","-73.991968","4","3","135","1087481","1010807501","Clinton"
"Manhattan","Rojas Food Services LLC","both","Rojas Food Services LLC","820 10th Ave","10255",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T09:00:31.000","DOT","10019","40.767473","-73.989744","4","3","139","1026810","1010640064","Clinton"
"Manhattan","Noodies Thai Kitchen","both","Thong Sook Corporation","830 9th Ave","10256",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T09:04:57.000","DOT","10019","40.766301","-73.986881","4","3","139","1025421","1010450061","Clinton"
"Bronx","Metate","both","Ballinas and V+isquez Corp","3515 Johnson ave","10257",,"Under Review",,"2020-07-15T09:30:21.000","DOT","10463","40.885909","-73.909912","8","11","297","2084161","2057940509","Spuyten Duyvil-Kingsbridge"
"Brooklyn","glorietta baldy","both","502 franklin ave llc","502 franklin avenue","10258",,"Compliant",,"2020-07-15T09:35:11.000","DOT","11238","40.681502","-73.955754","3","35","227","3057386","3019970039","Clinton Hill"
"Manhattan","169 Bar","both","Cafe 169 Inc","169  East Broadway","10259",,"Compliant",,"2020-07-15T09:35:18.000","DOT","10002","40.714080","-73.989813","3","1","6","1003625","1002840026","Lower East Side"
"Manhattan","Famous BenGCOs pizza","both","177 nap inc","177 Spring st","1026",,"Compliant",,"2020-07-04T14:22:26.000","DEP","10012","40.724839","-74.002511","2","1","49","1007739","1005020044","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","Dim sum palace","both","Dim sum palace Yan inc","28 west  56th street","10260",,"Skipped Inspection","No Seating","2020-07-15T09:38:21.000","DOT","10019","40.762745","-73.975558","5","4","104","1084506","1012710154","Midtown-Midtown South"
"Manhattan","pasha turkish restaurant","both","pasha inc","70 west 71st street","10261",,"Compliant",,"2020-07-15T09:40:19.000","DOT","10023","40.776414","-73.978568","7","6","157","1028585","1011230061","Lincoln Square"
"Manhattan","Crave Fishbar","roadway","Midtown Hospitality LLC","945 2nd avenue","10262",,"Skipped Inspection","No Seating","2020-07-15T09:40:51.000","DOT","10022","40.755025","-73.968428","6","4","98","1038439","1013240023","Turtle Bay-East Midtown"
"Manhattan","SOCARRAT MIDTOWN","both","SILO EAST INC.","953 2 AVE","10263",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T09:42:06.000","DOT","10022","40.755220","-73.968287","6","4","98","1038442","1013240026","Turtle Bay-East Midtown"
"Manhattan","Barkogi","both","Golden Abacus Inc.","957  Second Ave","10264",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T09:42:50.000","DOT","10022","40.755316","-73.968215","6","4","98","1038444","1013240028","Turtle Bay-East Midtown"
"Manhattan","Sommtime","both","Elevated 959 LLC","959  2nd Ave","10265",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T09:43:46.000","DOT","10022","40.755365","-73.968179","6","4","98","1038460","1013240029","Turtle Bay-East Midtown"
"Manhattan","Cornerstone Tavern","both","Elevated Entertainment LLC","961  2nd Ave","10266",,"Compliant",,"2020-07-15T09:45:51.000","DOT","10022","40.755414","-73.968147","6","4","98","1038445","1013240029","Turtle Bay-East Midtown"
"Manhattan","Jamesons","both","Jamesons","975  2nd avenue","10267",,"Skipped Inspection","No Seating","2020-07-15T09:47:12.000","DOT","10022","40.755895","-73.967793","6","4","98","1038474","1013250029","Turtle Bay-East Midtown"
"Manhattan","Murphys Pub and Restaurant","both","Murphys Pub and Restaurant","977 2nd avenue","10268",,"Skipped Inspection","No Seating","2020-07-15T09:47:36.000","DOT","10022","40.755944","-73.967757","6","4","98","1038475","1013250030","Turtle Bay-East Midtown"
"Manhattan","M. M. Jombo's","both","M. M Jimbo's Inc","991 First Avenue","10269",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T09:49:46.000","DOT","10022","40.756626","-73.964161","6","5","108","1039951","1013470030","Turtle Bay-East Midtown"
"Manhattan","Teppen Ramen","both","Tomo New York Inc.","Ground East 55th Street","10270",,"Skipped Inspection","No Seating","2020-07-15T09:50:37.000","DOT","10022",,,,,,,,
"Queens","101 cafe restaurant","both","101 Cafe restaurant","98-05  101 ave","10271",,"Under Review",,"2020-07-15T09:51:15.000","DOT","11416","40.685071","-73.843201","9","32","38","4188699","4090750057","Woodhaven"
"Manhattan","GRAND SICHUAN EASTERN NY INC","both","GRAND SICHUAN EASTERN NY INC","1329-23 1049 2ND AVE","10272",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T09:51:21.000","DOT","10022","40.767593","-73.959263","8","4","126","1072227","1014257501","Lenox Hill-Roosevelt Island"
"Brooklyn","Buddy's Burrito & Taco Bar","sidewalk","BUDDIES BURRITO & TACO BAR INC","260 Court Street","10273",,"Under Review",,"2020-07-15T09:51:29.000","DOT","11231","40.685156","-73.994563","6","39","67","3336007","3003260037","Carroll Gardens-Columbia Street-Red Hook"
"Manhattan","Dai Hachi Sushi & Bar Corp.","both","Dai Hachi Sushi & Bar Corp.","1074 Second Ave.","10274",,"Skipped Inspection","No Seating","2020-07-15T09:52:26.000","DOT","10022","40.758968","-73.965528","6","5","108","1039979","1013490004","Turtle Bay-East Midtown"
"Manhattan","Palace restaurant","sidewalk","Crosstown diner Corp","122 E 57 str","10275",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T09:53:33.000","DOT","10022","40.761171","-73.969736","5","4","11203","1036902","1013110161","Turtle Bay-East Midtown"
"Manhattan","Amaze","both","58Asian Corp","1066-1068 1 avenue","10276",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T09:56:38.000","DOT","10022","40.759071","-73.962355","6","5","10601","1078275","1013700001","Turtle Bay-East Midtown"
"Manhattan","Maki Kosaka","both","Hwaban Inc","55 West  19 Street","10277",,"Under Review",,"2020-07-15T09:59:50.000","DOT","10011","40.739820","-73.993093","5","3","54","1015461","1008210010","Hudson Yards-Chelsea-Flatiron-Union Square"
"Manhattan","Pick A Bagel","both","39 WEA Food Group Inc","39 west end avenue","10278",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T10:04:04.000","DOT","10023","40.773223","-73.989295","7","6","151",,,"Lincoln Square"
"Manhattan","Vin Sur Vingt","both","GVI Riverside, LLC","100 Riverside Blvd","10279",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T10:04:37.000","DOT","10069","40.776007","-73.989721","7","6","151","1087705","1011717505","Lincoln Square"
"Brooklyn","Chez Moi","both","Le Montague llc","135  Atlantic ave","1028",,"Non-Compliant",,"2020-07-04T14:23:38.000","DEP","11201","40.690577","-73.995550","2","33","7","3002741","3002750017","Brooklyn Heights-Cobble Hill"
"Brooklyn","zablozki's Bar","both","Fly Trap Productions, inc","107 North 6th street","10280",,"Under Review",,"2020-07-15T10:12:05.000","DOT","11249","40.718292","-73.959929","1","33","555","3062062","3023260031","North Side-South Side"
"Manhattan","PHO SHOP","both","PHO GROUP CORPORATION","141 WEST 72nd Street","10281",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T10:12:37.000","DOT","10023","40.778045","-73.980271","7","6","157","1029963","1011440115","Lincoln Square"
"Brooklyn","Bayridge Sushi","both","Bayridge Japanese Cuisine, Inc","6914 3rd Ave","10282",,"Compliant",,"2020-07-15T10:14:55.000","DOT","11209","40.635524","-74.026136","10","43","68","3145624","3058710050","Bay Ridge"
"Manhattan","zorba mediterranean grill","sidewalk","pinar foods inc","723 3rd ave","10283",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T10:23:20.000","DOT","10017","40.752830","-73.972930","6","4","90","1037583","1013190002","Turtle Bay-East Midtown"
"Manhattan","ARTURO'S RESTAURANT","both","LA CASA DI ARTURO INC","106 WEST HOUSTON STREET","10284",,"Under Review",,"2020-07-15T10:31:58.000","DOT","10012","40.727241","-74.000516","2","1","65","1008279","1005250064","West Village"
"Queens","I love Paraguay Restaurant","roadway","I love Paraguay Corp","4316  Greenpoint Avenue","10285",,"Compliant",,"2020-07-15T10:39:33.000","DOT","11104","40.741010","-73.921721","2","26","18502","4002112","4001730025","Hunters Point-Sunnyside-West Maspeth"
"Brooklyn","Winemak'Her Bar","both","Winemak'Her LLC","492 5TH AVENUE","10286",,"Compliant",,"2020-07-15T10:39:42.000","DOT","11215","40.667610","-73.987621","6","39","139","3022894","3010220051","Park Slope-Gowanus"
"Bronx","Gameday sports bar","both","5757 broadway LLC","5757  Broadway","10287",,"Skipped Inspection","No Seating","2020-07-15T10:41:37.000","DOT","10463","40.883204","-73.901790","8","11","287","2083690","2057600150","Spuyten Duyvil-Kingsbridge"
"Brooklyn","The Diamond","roadway","Isabella Beach LLC","43  Franklin Street","10288",,"Skipped Inspection","Sidewalk Seating Only","2020-07-15T10:42:20.000","DOT","11222","40.726802","-73.957254","1","33","561","3065239","3025890016","Greenpoint"
"Brooklyn","Dziupla Polish Restaurant","roadway","194 BEDFORD AVE REST CORP","194  Bedford Avenue","10289",,"Compliant",,"2020-07-15T10:49:28.000","DOT","11249","40.717468","-73.958133","1","33","553","3335703","3023270028","North Side-South Side"
"Manhattan","JONES WOOD FOUNDRY","both","BLUE NUN RESTAURANT GROUP LLC","401 East 76th Street","1029",,"Non-Compliant",,"2020-07-04T14:24:22.000","DOT","10021","40.770256","-73.953771","8","5","132","1077052","1014710101","Lenox Hill-Roosevelt Island"
"Brooklyn","Park Slope Ale House","roadway","PSAL LLC","356 6th Avenue","10290",,"Non-Compliant",,"2020-07-15T10:49:39.000","DOT","11215","40.670544","-73.981860","6","39","135","3341910","3009850052","Park Slope-Gowanus"
"Brooklyn","BASIL LLC","both","BASIL LLC","268 Kingston Avenue","10291",,"Compliant",,"2020-07-15T10:50:00.000","DOT","11213","40.670232","-73.942128","8","35","337","3032779","3012640035","Crown Heights North"
"Manhattan","Characters NYC Bar & Grill","roadway","243 West 54th Street Cafe Inc","243  West 54th Street","10292",,"Skipped Inspection","No Seating","2020-07-15T10:52:56.000","DOT","10019","40.764305","-73.983095","5","3","137","1024845","1010260009","Midtown-Midtown South"
"Manhattan","Lenox Coffee","both","Lenox Coffee LLC","60 WEST 129TH STREET","10293",,"Non-Compliant",,"2020-07-15T10:53:46.000","DOT","10027","40.809819","-73.942462","10","9","208","1053712","1017260069","Central Harlem North-Polo Grounds"
"Manhattan","CAFFEBENE","both","HOUSE OF CAFFE BENE, INC","9 Edward M Morgan place","10294",,"Compliant",,"2020-07-15T10:53:57.000","DOT","10032","40.834665","-73.945422","12","7","241","1076745","1021340180","Washington Heights South"
"Brooklyn","Park Slope Ale House","roadway","PSAL LLC","356 6th Avenue","10295",,"Non-Compliant",,"2020-07-15T10:54:43.000","DOT","11215","40.670544","-73.981860","6","39","135","3341910","3009850052","Park Slope-Gowanus"
"Brooklyn","Gold Sounds","both","44 Wilson ave LLC","44 Wilson ave","10296",,"Non-Compliant",,"2020-07-15T10:55:08.000","DOT","11237","40.702777","-73.929386","4","34","425","3071959","3031570031","Bushwick South"
"Manhattan","Garret Nolita","both","Cherry Lane, Inc.","349 Broome Street","10297",,"Under Review",,"2020-07-15T10:56:07.000","DOT","10013","40.719753","-73.994996","2","1","41","1006944","1004700050","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","Morning Star Cafe","both","Morningstar Caf+? Inc","949  2nd Ave","10298",,"Non-Compliant",,"2020-07-15T10:56:51.000","DOT","10022","40.755121","-73.968356","6","4","98","1038459","1013240124","Turtle Bay-East Midtown"
"Manhattan","Little Ways","both","B&G Hospitality, LLC","343 West Broadway","10299",,"Under Review",,"2020-07-15T10:57:32.000","DOT","10013","40.722693","-74.003492","2","1","47","1090893","1004750004","SoHo-TriBeCa-Civic Center-Little Italy"
"Bronx","Estrelllita Poblana","both","La leona Corp","2328  Arthur Ave","1030",,"Compliant",,"2020-07-04T14:24:46.000","DDC","10458","40.853997","-73.888895","6","15","391","2012122","2030730007","Belmont"
"Brooklyn","Gold Sounds","both","44 Wilson ave LLC","44 Wilson ave","10300",,"Compliant",,"2020-07-15T11:00:14.000","DOT","11237","40.702777","-73.929386","4","34","425","3071959","3031570031","Bushwick South"
"Manhattan","Soho Park","both","17 Stone Street LLC","832 Eighth Avenue","10301",,"Skipped Inspection","No Seating","2020-07-15T11:00:48.000","DOT","10019","40.762444","-73.985983","5","3","131","1024809","1010220002","Midtown-Midtown South"
"Brooklyn","Mood Ring","both","Mood Ring LLC","1260 Myrtle Avenue","10302",,"Compliant",,"2020-07-15T11:03:16.000","DOT","11221","40.697907","-73.926896","4","34","423","3073398","3032270031","Bushwick South"
"Bronx","TRIPLE DEUCE","both","TWO TWO TWO BAR AND GRILL","3601  Boston Road","10303",,"Skipped Inspection","No Seating","2020-07-15T11:04:26.000","DOT","10466","40.879165","-73.843174","12","12","460","2065574","2048880002","Eastchester-Edenwald-Baychester"
"Brooklyn","LSC","both","Latino Sports Club","665  Franklin Avenue","10304",,"Compliant",,"2020-07-15T11:04:35.000","DOT","11238","40.675700","-73.956140","8","35","221","3030865","3012240011","Crown Heights North"
