"company_name","street_number","street_name","city","state","zip_code","unit","borough_name","borough_code","community_district","census_tract","nta_neighborhood_tabulation","nta_name","latitude","longitude","bbl_borough_block_lot","bin_building_identification"
"Aptim Engineering New York, PC","45","Rockefeller Plaza","New York","NY","10111","Suite 2000","MANHATTAN","1","105","104","MN17","Midtown-Midtown South","40.759204","-73.978335","1012660001","1083860"
"Aptim Engineering New York, PC","45","Rockefeller Plaza","New York","NY","10111","Suite 2000","MANHATTAN","1","105","104","MN17","Midtown-Midtown South","40.759204","-73.978335","1012660001","1083860"
"Aptim Engineering New York, PC","45","Rockefeller Plaza","New York","NY","10111","Suite 2000","MANHATTAN","1","105","104","MN17","Midtown-Midtown South","40.759204","-73.978335","1012660001","1083860"
"Aptim Engineering New York, PC","45","Rockefeller Plaza","New York","NY","10111","Suite 2000","MANHATTAN","1","105","104","MN17","Midtown-Midtown South","40.759204","-73.978335","1012660001","1083860"
"Aptim Engineering New York, PC","45","Rockefeller Plaza","New York","NY","10111","Suite 2000","MANHATTAN","1","105","104","MN17","Midtown-Midtown South","40.759204","-73.978335","1012660001","1083860"
"Arcadia Electrical Co. Inc.","1005","Wyckoff Avenue","Ridgewood","NY","11385",,"QUEENS","4","405","555","QN20","Ridgewood","40.695840","-73.904485","4035520008","4085635"
"Arcadia Electrical Co. Inc.","1005","Wyckoff Avenue","Ridgewood","NY","11385",,"QUEENS","4","405","555","QN20","Ridgewood","40.695840","-73.904485","4035520008","4085635"
"Arcadia Electrical Co. Inc.","1005","Wyckoff Avenue","Ridgewood","NY","11385",,"QUEENS","4","405","555","QN20","Ridgewood","40.695840","-73.904485","4035520008","4085635"
"ARUP (OVE ARUP & PARTNERS)","77","Water Street","New York","NY","10005","Floor 5","MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.704275","-74.008681","1000330001","1000863"
"ARUP (OVE ARUP & PARTNERS)","77","Water Street","New York","NY","10005","Floor 5","MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.704275","-74.008681","1000330001","1000863"
"Atelier Ten dba Atelier Ten USA, LLC","45","East 20th Street","New York","NY","10003","4th Floor","MANHATTAN","1","105","52","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.738840","-73.988951","1008490031","1016211"
"Atelier Ten dba Atelier Ten USA, LLC","45","East 20th Street","New York","NY","10003","4th Floor","MANHATTAN","1","105","52","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.738840","-73.988951","1008490031","1016211"
"Atelier Ten dba Atelier Ten USA, LLC","45","East 20th Street","New York","NY","10003","4th Floor","MANHATTAN","1","105","52","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.738840","-73.988951","1008490031","1016211"
"AWL Industries Inc.","460","Morgan Avenue","Brooklyn","NY","11222",,"BROOKLYN","3","301","449","BK90","East Williamsburg","40.719833","-73.937680","3028600001","3338294"
"AWL Industries Inc.","460","Morgan Avenue","Brooklyn","NY","11222",,"BROOKLYN","3","301","449","BK90","East Williamsburg","40.719833","-73.937680","3028600001","3338294"
"AWL Industries Inc.","460","Morgan Avenue","Brooklyn","NY","11222",,"BROOKLYN","3","301","449","BK90","East Williamsburg","40.719833","-73.937680","3028600001","3338294"
"C.D.E Air Conditioning Co., Inc","321","39th Street","Brooklyn","NY","11232",,"BROOKLYN","3","307","84","BK32","Sunset Park West","40.653390","-74.007406","3007040063","3010434"
"C.D.E Air Conditioning Co., Inc","321","39th Street","Brooklyn","NY","11232",,"BROOKLYN","3","307","84","BK32","Sunset Park West","40.653390","-74.007406","3007040063","3010434"
"C.D.E Air Conditioning Co., Inc","321","39th Street","Brooklyn","NY","11232",,"BROOKLYN","3","307","84","BK32","Sunset Park West","40.653390","-74.007406","3007040063","3010434"
"Carrier Corporation","1350","Broadway","New York","NY","10018","Suite 2300","MANHATTAN","1","105","109","MN17","Midtown-Midtown South","40.751306","-73.987656","1008110031","1080606"
"Carrier Corporation","1350","Broadway","New York","NY","10018","Suite 2300","MANHATTAN","1","105","109","MN17","Midtown-Midtown South","40.751306","-73.987656","1008110031","1080606"
"Carrier Corporation","1350","Broadway","New York","NY","10018","Suite 2300","MANHATTAN","1","105","109","MN17","Midtown-Midtown South","40.751306","-73.987656","1008110031","1080606"
"Cycle Architecture PLLC dba Cycle Architecture +
Planning","141","Flushing Avenue","Brooklyn","NY","11205","Building 77, Suite 1122","BROOKLYN","3","302","543","BK99","park-cemetery-etc-Brooklyn","40.697844","-73.970594","3020230001","3335143"
"Eckenfelder Engineering dba
Brown and Caldwell","1350","Broadway","New York","NY","10018","Room 2000","MANHATTAN","1","105","109","MN17","Midtown-Midtown South","40.751306","-73.987656","1008110031","1080606"
"Eckenfelder Engineering dba
Brown and Caldwell","1350","Broadway","New York","NY","10018","Room 2000","MANHATTAN","1","105","109","MN17","Midtown-Midtown South","40.751306","-73.987656","1008110031","1080606"
"Eckenfelder Engineering dba
Brown and Caldwell","1350","Broadway","New York","NY","10018","Room 2000","MANHATTAN","1","105","109","MN17","Midtown-Midtown South","40.751306","-73.987656","1008110031","1080606"
"Eckenfelder Engineering dba
Brown and Caldwell","1350","Broadway","New York","NY","10018","Room 2000","MANHATTAN","1","105","109","MN17","Midtown-Midtown South","40.751306","-73.987656","1008110031","1080606"
"Eckenfelder Engineering dba
Brown and Caldwell","1350","Broadway","New York","NY","10018","Room 2000","MANHATTAN","1","105","109","MN17","Midtown-Midtown South","40.751306","-73.987656","1008110031","1080606"
"EME Consulting Engineering and Architecture Group LLC","129","West 27th Street","New York","NY","10001",,"MANHATTAN","1","105","95","MN17","Midtown-Midtown South","40.745894","-73.992064","1008030018","1015066"
"EME Consulting Engineering and Architecture Group LLC","129","West 27th Street","New York","NY","10001",,"MANHATTAN","1","105","95","MN17","Midtown-Midtown South","40.745894","-73.992064","1008030018","1015066"
"EME Consulting Engineering and Architecture Group LLC","129","West 27th Street","New York","NY","10001",,"MANHATTAN","1","105","95","MN17","Midtown-Midtown South","40.745894","-73.992064","1008030018","1015066"
"EME Consulting Engineering and Architecture Group LLC","129","West 27th Street","New York","NY","10001",,"MANHATTAN","1","105","95","MN17","Midtown-Midtown South","40.745894","-73.992064","1008030018","1015066"
"EME Consulting Engineering and Architecture Group LLC","129","West 27th Street","New York","NY","10001",,"MANHATTAN","1","105","95","MN17","Midtown-Midtown South","40.745894","-73.992064","1008030018","1015066"
"EME Consulting Engineering and Architecture Group LLC","129","West 27th Street","New York","NY","10001",,"MANHATTAN","1","105","95","MN17","Midtown-Midtown South","40.745894","-73.992064","1008030018","1015066"
"EME Consulting Engineering and Architecture Group LLC","129","West 27th Street","New York","NY","10001",,"MANHATTAN","1","105","95","MN17","Midtown-Midtown South","40.745894","-73.992064","1008030018","1015066"
"Fulcrum Facilities Services dba The Fulcrum Group","80","Broad Street","New York","NY","10004","Suite 623","MANHATTAN","1","101","9","MN25","Battery Park City-Lower Manhattan","40.704322","-74.011581","1000110021","1000038"
"Fulcrum Facilities Services dba The Fulcrum Group","80","Broad Street","New York","NY","10004","Suite 623","MANHATTAN","1","101","9","MN25","Battery Park City-Lower Manhattan","40.704322","-74.011581","1000110021","1000038"
"Fulcrum Facilities Services dba The Fulcrum Group","80","Broad Street","New York","NY","10004","Suite 623","MANHATTAN","1","101","9","MN25","Battery Park City-Lower Manhattan","40.704322","-74.011581","1000110021","1000038"
"FXCollaborative Architects LLP","22","W 19th Street","New York","NY","10011",,"MANHATTAN","1","105","54","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.739480","-73.992332","1008200026","1015446"
"Gotham Energy 360 LLC dba Gotham 360","48","Wall Street","New York","NY","10005","5th Floor","MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.706331","-74.009396","1000400014","1001005"
"Gotham Energy 360 LLC dba Gotham 360","48","Wall Street","New York","NY","10005","5th Floor","MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.706331","-74.009396","1000400014","1001005"
"Guth DeConzo, Consulting Engineers, PC","242","West 30th Street","New York","NY","10001","3rd Floor","MANHATTAN","1","105","95","MN17","Midtown-Midtown South","40.749004","-73.993742","1007790066","1014303"
"Guth DeConzo, Consulting Engineers, PC","242","West 30th Street","New York","NY","10001","3rd Floor","MANHATTAN","1","105","95","MN17","Midtown-Midtown South","40.749004","-73.993742","1007790066","1014303"
"Guth DeConzo, Consulting Engineers, PC","242","West 30th Street","New York","NY","10001","3rd Floor","MANHATTAN","1","105","95","MN17","Midtown-Midtown South","40.749004","-73.993742","1007790066","1014303"
"Guth DeConzo, Consulting Engineers, PC","242","West 30th Street","New York","NY","10001","3rd Floor","MANHATTAN","1","105","95","MN17","Midtown-Midtown South","40.749004","-73.993742","1007790066","1014303"
"Guth DeConzo, Consulting Engineers, PC","242","West 30th Street","New York","NY","10001","3rd Floor","MANHATTAN","1","105","95","MN17","Midtown-Midtown South","40.749004","-73.993742","1007790066","1014303"
"Horizon Engineering Associates LLP","30","Broad Street","New York","NY","10004","Suite 1500","MANHATTAN","1","101","9","MN25","Battery Park City-Lower Manhattan","40.706046","-74.011318","1000240029","1000819"
"Horizon Engineering Associates LLP","30","Broad Street","New York","NY","10004","Suite 1500","MANHATTAN","1","101","9","MN25","Battery Park City-Lower Manhattan","40.706046","-74.011318","1000240029","1000819"
"ICF Resources LLC","40","Wall Street","New York","NY","10005","Suite 3400","MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.706625","-74.009875","1000430002","1001018"
"Institute for Building Technology and Safety dba IBTS","85","Broad Street","New York","NY","10004","16th Floor","MANHATTAN","1","101","9","MN25","Battery Park City-Lower Manhattan","40.704215","-74.011559","1000290001","1066031"
"Institute for Building Technology and Safety dba IBTS","85","Broad Street","New York","NY","10004","16th Floor","MANHATTAN","1","101","9","MN25","Battery Park City-Lower Manhattan","40.704215","-74.011559","1000290001","1066031"
"Intelligreen Partners LLC","257","East 78th Street","New York","NY","10075",,"MANHATTAN","1","108","134","MN31","Lenox Hill-Roosevelt Island","40.773087","-73.956556","1014330119","1044188"
"Jaros, Baum & Bolles Consulting Engineers LLP","80","Pine Street","New York","NY","10005",,"MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.705892","-74.007181","1000390012","1000880"
"Jaros, Baum & Bolles Consulting Engineers LLP","80","Pine Street","New York","NY","10005",,"MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.705892","-74.007181","1000390012","1000880"
"Jaros, Baum & Bolles Consulting Engineers LLP","80","Pine Street","New York","NY","10005",,"MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.705892","-74.007181","1000390012","1000880"
"Jaros, Baum & Bolles Consulting Engineers LLP","80","Pine Street","New York","NY","10005",,"MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.705892","-74.007181","1000390012","1000880"
"Jaros, Baum & Bolles Consulting Engineers LLP","80","Pine Street","New York","NY","10005",,"MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.705892","-74.007181","1000390012","1000880"
"Jaros, Baum & Bolles Consulting Engineers LLP","80","Pine Street","New York","NY","10005",,"MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.705892","-74.007181","1000390012","1000880"
"Kilowatt Engineering, Inc. dba kW Engineering","116","Nassau St","New York","NY","10038","#525","MANHATTAN","1","101","1501","MN25","Battery Park City-Lower Manhattan","40.710844","-74.006998","1000920024","1079094"
"Kilowatt Engineering, Inc. dba kW Engineering","61","Nassau St","New York","NY","10038","#525","MANHATTAN","1","101","1502","MN25","Battery Park City-Lower Manhattan","40.709238","-74.008718","1000650004","1001095"
"Kilowatt Engineering, Inc. dba kW Engineering","61","Nassau St","New York","NY","10038","#525","MANHATTAN","1","101","1502","MN25","Battery Park City-Lower Manhattan","40.709238","-74.008718","1000650004","1001095"
"Kinetic Communities Consulting Corporation","51-05","Flushing Avenue","Queens","NY","11358","Suite 201","QUEENS","4","405","535","QN30","Maspeth","40.713629","-73.915476","4026110450","4437481"
"Loring Consulting Engineers Inc","360","West 31st Street","New York","NY","10001","14th Floor","MANHATTAN","1","104","103","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.750978","-73.996492","1007540078","1013540"
"Loring Consulting Engineers Inc","360","West 31st Street","New York","NY","10001","14th Floor","MANHATTAN","1","104","103","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.750978","-73.996492","1007540078","1013540"
"Loring Consulting Engineers Inc","360","West 31st Street","New York","NY","10001","14th Floor","MANHATTAN","1","104","103","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.750978","-73.996492","1007540078","1013540"
"Loring Consulting Engineers Inc","360","West 31st Street","New York","NY","10001","14th Floor","MANHATTAN","1","104","103","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.750978","-73.996492","1007540078","1013540"
"Loring Consulting Engineers Inc","360","West 31st Street","New York","NY","10001","14th Floor","MANHATTAN","1","104","103","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.750978","-73.996492","1007540078","1013540"
"Medco Electrical Contracting, Inc.","3309","Avenue N","Brooklyn","NY","11234",,"BROOKLYN","3","318","746","BK58","Flatlands","40.617554","-73.942044","3076690007","3210455"
"Mt. Weather Engineering, PLLC","463","East 40th Street","Brooklyn","NY","11220",,"BROOKLYN","3","317","854","BK91","East Flatbush-Farragut","40.644388","-73.939275","3049400034","3111091"
"Mt. Weather Engineering, PLLC","463","East 40th Street","Brooklyn","NY","11220",,"BROOKLYN","3","317","854","BK91","East Flatbush-Farragut","40.644388","-73.939275","3049400034","3111091"
"Noresco LLC","90","Broad Street","New York","NY","10004","8th Floor","MANHATTAN","1","101","9","MN25","Battery Park City-Lower Manhattan","40.703954","-74.011592","1000100016","1000025"
"Noresco LLC","90","Broad Street","New York","NY","10004","8th Floor","MANHATTAN","1","101","9","MN25","Battery Park City-Lower Manhattan","40.703954","-74.011592","1000100016","1000025"
"Noresco LLC","90","Broad Street","New York","NY","10004","8th Floor","MANHATTAN","1","101","9","MN25","Battery Park City-Lower Manhattan","40.703954","-74.011592","1000100016","1000025"
"Noresco LLC","90","Broad Street","New York","NY","10004","8th Floor","MANHATTAN","1","101","9","MN25","Battery Park City-Lower Manhattan","40.703954","-74.011592","1000100016","1000025"
"Noresco LLC","90","Broad Street","New York","NY","10004","8th Floor","MANHATTAN","1","101","9","MN25","Battery Park City-Lower Manhattan","40.703954","-74.011592","1000100016","1000025"
"Noresco LLC","90","Broad Street","New York","NY","10004","8th Floor","MANHATTAN","1","101","9","MN25","Battery Park City-Lower Manhattan","40.703954","-74.011592","1000100016","1000025"
"Noresco LLC","90","Broad Street","New York","NY","10004","8th Floor","MANHATTAN","1","101","9","MN25","Battery Park City-Lower Manhattan","40.703954","-74.011592","1000100016","1000025"
"Northeast Electrical Contractors Inc","105-08","150th Street","Queens","NY","11435","Suite 2","QUEENS","4","412","204","QN61","Jamaica","40.696812","-73.801892","4100620024","4442237"
"Northeast Electrical Contractors Inc","105-08","150th Street","Queens","NY","11435","Suite 2","QUEENS","4","412","204","QN61","Jamaica","40.696812","-73.801892","4100620024","4442237"
"NY Building Systems Consultant Inc.","14728","Hillside Avenue","Jamaica","NY","11435","Suite # 2F","QUEENS","4","412","238","QN61","Jamaica","40.705970","-73.808891","4096920067","4207087"
"NY Building Systems Consultant Inc.","14728","Hillside Avenue","Jamaica","NY","11435","Suite # 2F","QUEENS","4","412","238","QN61","Jamaica","40.705970","-73.808891","4096920067","4207087"
"Paul A. Castrucci, Architects, PLLC","179","Rivington Street","New York","NY","10002","Suite 1A","MANHATTAN","1","103","1402","MN28","Lower East Side","40.718858","-73.984362","1003480056","1087316"
"Setty & Associates LTD. dba Setty & Associates, Ltd. PC","149","W 36th Stree","New York","NY","10018","8th Floor","MANHATTAN","1","105","109","MN17","Midtown-Midtown South","40.751781","-73.988486","1008120013","1080608"
"Setty & Associates LTD. dba Setty & Associates, Ltd. PC","149","W 36th Stree","New York","NY","10018","8th Floor","MANHATTAN","1","105","109","MN17","Midtown-Midtown South","40.751781","-73.988486","1008120013","1080608"
"Solar Energy Systems, LLC","1205","Manhattan Avenue","Brooklyn","NY","11222","Suite 1210","BROOKLYN","3","301","563","BK76","Greenpoint","40.738925","-73.955247","3024720350","3404803"
"Stantec Consulting Services Inc.","475","Fifth Avenue","New York","NY","10017","12 Floor","MANHATTAN","1","105","82","MN20","Murray Hill-Kips Bay","40.752664","-73.981470","1012750069","1035328"
"Stantec Consulting Services Inc.","475","Fifth Avenue","New York","NY","10017","12 Floor","MANHATTAN","1","105","82","MN20","Murray Hill-Kips Bay","40.752664","-73.981470","1012750069","1035328"
"Stantec Consulting Services Inc.","475","Fifth Avenue","New York","NY","10017","12 Floor","MANHATTAN","1","105","82","MN20","Murray Hill-Kips Bay","40.752664","-73.981470","1012750069","1035328"
"Stas Zakrzewski Architect PC dba ZH Architects","515","Canal Street","New York","NY","10013","Suite #1C","MANHATTAN","1","102","37","MN24","SoHo-TriBeCa-Civic Center-Little Italy","40.724510","-74.009034","1005947501","1010288"
"Technico Construction Services Inc.","41-33","38th Street","Long Island City","NY","11101",,"QUEENS","4","402","179","QN31","Hunters Point-Sunnyside-West Maspeth","40.747263","-73.926401","4002150013","4003112"
"Technico Construction Services Inc.","41-33","38th Street","Long Island City","NY","11101",,"QUEENS","4","402","179","QN31","Hunters Point-Sunnyside-West Maspeth","40.747263","-73.926401","4002150013","4003112"
"Technico Construction Services Inc.","41-33","38th Street","Long Island City","NY","11101",,"QUEENS","4","402","179","QN31","Hunters Point-Sunnyside-West Maspeth","40.747263","-73.926401","4002150013","4003112"
"UGE USA Inc.","417","5th Avenue","New York","NY","10016","Suite 804","MANHATTAN","1","105","82","MN20","Murray Hill-Kips Bay","40.750691","-73.982907","1008670070","1017224"
"Vidaris Inc.","360","Park Avenue South","New York","NY","10010","15th Floor","MANHATTAN","1","105","56","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.741955","-73.985089","1008550024","1016748"
"Volmar Construction Inc.","4400","Second Avenue","Brooklyn","NY","11232",,"BROOKLYN","3","307","18","BK32","Sunset Park West","40.652374","-74.013529","3007350075","3258479"
"Volmar Construction Inc.","4400","Second Avenue","Brooklyn","NY","11232",,"BROOKLYN","3","307","18","BK32","Sunset Park West","40.652374","-74.013529","3007350075","3258479"
"Volmar Construction Inc.","4400","Second Avenue","Brooklyn","NY","11232",,"BROOKLYN","3","307","18","BK32","Sunset Park West","40.652374","-74.013529","3007350075","3258479"
"Willdan Energy Solutions/ Genesys Engineering PC","88","Pine Street","New York","NY","10005","10th Floor Suite 1002","MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.705360","-74.006290","1000380017","1000876"
"Willdan Energy Solutions/ Genesys Engineering PC","88","Pine Street","New York","NY","10005","10th Floor Suite 1002","MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.705360","-74.006290","1000380017","1000876"
"Willdan Energy Solutions/ Genesys Engineering PC","88","Pine Street","New York","NY","10005","10th Floor Suite 1002","MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.705360","-74.006290","1000380017","1000876"
"Windsor Electrical Contracting Inc.","95-01","Brisbin Street","Jamaica","NY","11435",,"QUEENS","4","412","208","QN61","Jamaica","40.697138","-73.809706","4100070001","4214121"
"ZHL Group, Inc.","2383","McDonald Avenue","Brooklyn","NY","11223",,"BROOKLYN","3","315","398","BK26","Gravesend","40.594259","-73.973603","3071470001","3389069"
"ZHL Group, Inc.","2383","McDonald Avenue","Brooklyn","NY","11223",,"BROOKLYN","3","315","398","BK26","Gravesend","40.594259","-73.973603","3071470001","3389069"
"E-J Electric Installation Co","46-41","Vernon Boulevard","Long Island City","NY","11101",,"QUEENS","4","402","7","QN31","Hunters Point-Sunnyside-West Maspeth","40.745956","-73.953012","4000470001","4311868"
"E-J Electric Installation Co","46-41","Vernon Boulevard","Long Island City","NY","11101",,"QUEENS","4","402","7","QN31","Hunters Point-Sunnyside-West Maspeth","40.745956","-73.953012","4000470001","4311868"
"E-J Electric Installation Co","46-41","Vernon Boulevard","Long Island City","NY","11101",,"QUEENS","4","402","7","QN31","Hunters Point-Sunnyside-West Maspeth","40.745956","-73.953012","4000470001","4311868"
"Energy Conservation & Supply, Inc.","55","9th Street","Brooklyn","NY","11215","STE C","BROOKLYN","3","306","119","BK37","Park Slope-Gowanus","40.673570","-73.995346","3009900050","3337604"
"Energy Conservation & Supply, Inc.","55","9th Street","Brooklyn","NY","11215","STE C","BROOKLYN","3","306","119","BK37","Park Slope-Gowanus","40.673570","-73.995346","3009900050","3337604"
"Energy Conservation & Supply, Inc.","55","9th Street","Brooklyn","NY","11215","STE C","BROOKLYN","3","306","119","BK37","Park Slope-Gowanus","40.673570","-73.995346","3009900050","3337604"
"Colliers Project Leaders USA NE, LLC","20","West 37th Street","New York","NY","10018","11th Floor","MANHATTAN","1","105","84","MN17","Midtown-Midtown South","40.750716","-73.984087","1008380062","1015945"
"Colliers Project Leaders USA NE, LLC","20","West 37th Street","New York","NY","10018","11th Floor","MANHATTAN","1","105","84","MN17","Midtown-Midtown South","40.750716","-73.984087","1008380062","1015945"
"Dewberry Engineers Inc","132","West 31st Street","New York","NY","10001","Suite 301","MANHATTAN","1","105","101","MN17","Midtown-Midtown South","40.748345","-73.990245","1008060058","1015171"
"Elementa Engineering DPC","54","West 40th Street","New York","NY","10018",,"MANHATTAN","1","105","84","MN17","Midtown-Midtown South","40.753658","-73.985317","1008410080","1016057"
"NV5 New York - Engineers, Architects,Landscape Architects and Surveyors","32","Old Slip","New York","NY","10005","4th Floor","MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.703573","-74.008036","1000350001","1000867"
"NV5 New York - Engineers, Architects,Landscape Architects and Surveyors","32","Old Slip","New York","NY","10005","4th Floor","MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.703573","-74.008036","1000350001","1000867"
"NY Building Systems Consultant Inc.","14728","Hillside Avenue","Jamaica","NY","11435","Suite #2F","QUEENS","4","412","238","QN61","Jamaica","40.705970","-73.808891","4096920067","4207087"
"Thornton Tomasetti, Inc","51","Madison Avenue","New York","NY","10010",,"MANHATTAN","1","105","56","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.743023","-73.986402","1008560024","1016880"
"Thornton Tomasetti, Inc","51","Madison Avenue","New York","NY","10010",,"MANHATTAN","1","105","56","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.743023","-73.986402","1008560024","1016880"
"Thornton Tomasetti, Inc","51","Madison Avenue","New York","NY","10010",,"MANHATTAN","1","105","56","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.743023","-73.986402","1008560024","1016880"
"Thornton Tomasetti, Inc","51","Madison Avenue","New York","NY","10010",,"MANHATTAN","1","105","56","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.743023","-73.986402","1008560024","1016880"
"Thornton Tomasetti, Inc","51","Madison Avenue","New York","NY","10010",,"MANHATTAN","1","105","56","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.743023","-73.986402","1008560024","1016880"
"Vidaris Inc.","360","Park Avenue South","New York","NY","10010","15th Floor","MANHATTAN","1","105","56","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.741955","-73.985089","1008550024","1016748"
"Vidaris Inc.","360","Park Avenue South","New York","NY","10010","15th Floor","MANHATTAN","1","105","56","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.741955","-73.985089","1008550024","1016748"
"Vidaris Inc.","360","Park Avenue South","New York","NY","10010","15th Floor","MANHATTAN","1","105","56","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","40.741955","-73.985089","1008550024","1016748"
"WDP Consulting Engineers, P.C.","202","W 40th Street","New York","NY","10018","Ste. 301","MANHATTAN","1","105","113","MN17","Midtown-Midtown South","40.754938","-73.988360","1007890044","1014505"
"WSP USA Buildings Inc.","250","W 34th Street","New York","NY","10119","4th Floor","MANHATTAN","1","105","101","MN17","Midtown-Midtown South","40.752257","-73.993640","1007830070","1014387"
"WSP USA Buildings Inc.","250","W 34th Street","New York","NY","10119","4th Floor","MANHATTAN","1","105","101","MN17","Midtown-Midtown South","40.752257","-73.993640","1007830070","1014387"
"WSP USA Buildings Inc.","250","W 34th Street","New York","NY","10119","4th Floor","MANHATTAN","1","105","101","MN17","Midtown-Midtown South","40.752257","-73.993640","1007830070","1014387"
"WSP USA Buildings Inc.","250","W 34th Street","New York","NY","10119","4th Floor","MANHATTAN","1","105","101","MN17","Midtown-Midtown South","40.752257","-73.993640","1007830070","1014387"
"NV5 New York - Engineers, Architects,Landscape Architects and Surveyors","32","Old Slip","New York","NY","11238","4th Floor","MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.703573","-74.008036","1000350001","1000867"
"NV5 New York - Engineers, Architects,Landscape Architects and Surveyors","32","Old Slip","New York","NY","11238","4th Floor","MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.703573","-74.008036","1000350001","1000867"
"NV5 New York - Engineers, Architects,Landscape Architects and Surveyors","32","Old Slip","New York","NY","11238","4th Floor","MANHATTAN","1","101","7","MN25","Battery Park City-Lower Manhattan","40.703573","-74.008036","1000350001","1000867"
