"building_id","boro","phn","street_address","total_units","aep_start_date","of_b_c_violations_at_start","current_status","discharge_date","aep_round","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"118921","Bronx","2739","WALLACE AVENUE","4","2011-01-31T00:00:00.000","280","AEP Discharged","2018-11-08T00:00:00.000","Aep Round 4","10467","40.866157","-73.864449","11","15","338","2053681","2045110043","Bronxdale"
"305647","Brooklyn","1328","HALSEY STREET","6","2011-01-31T00:00:00.000","303","AEP Discharged","2013-07-16T00:00:00.000","Aep Round 4","11237","40.694283","-73.906806","4","37","437","3078927","3034130036","Bushwick North"
"354272","Brooklyn","2488","PITKIN AVENUE","3","2015-02-02T00:00:00.000","328","AEP Discharged","2015-10-05T00:00:00.000","Aep Round 8","11208","40.674161","-73.880485","5","37","1166","3089314","3040210019","East New York"
"309707","Brooklyn","173","HEMLOCK STREET","4","2014-01-31T00:00:00.000","130","AEP Discharged","2015-06-12T00:00:00.000","Aep Round 7","11208","40.685633","-73.871577","5","37","1184","3092361","3041320030","Cypress Hills-City Line"
"214801","Brooklyn","304","BROOKLYN AVENUE","3","2009-11-12T00:00:00.000","126","AEP Discharged","2010-03-26T00:00:00.000","Aep Round 3","11213","40.668778","-73.945042","9","35","337","3032993","3012700045","Crown Heights North"
"109998","Bronx","1208","SOUTHERN BOULEVARD","24","2018-01-31T00:00:00.000","236","AEP Discharged","2019-12-20T00:00:00.000","Aep Round 11","10459","40.828919","-73.891875","3","17","125","2010531","2029790002","Morrisania-Melrose"
"339810","Brooklyn","346","MONTGOMERY STREET","24","2019-01-31T00:00:00.000","244","AEP Discharged","2019-06-20T00:00:00.000","Aep Round 12","11225","40.665513","-73.953191","9","35","321","3034431","3013050015","Crown Heights South"
"230054","Brooklyn","1511","DE KALB AVENUE","6","2021-02-01T00:00:00.000","127","AEP Discharged","2021-08-03T00:00:00.000","Aep Round 14","11237","40.70193","-73.921586","4","37","429","3073622","3032360046","Bushwick North"
"432731","Queens","28-02","44 STREET","24","2012-01-31T00:00:00.000","723","AEP Discharged","2015-09-03T00:00:00.000","Aep Round 5","11103","40.763893","-73.91059","1","22","147","4012089","4006990023","Astoria"
"328555","Brooklyn","584","LOGAN STREET","9","2018-01-31T00:00:00.000","662","AEP Discharged","2018-03-19T00:00:00.000","Aep Round 11","11208","40.67162","-73.875418","5","42","1194","3095633","3042620037","East New York"
"387868","Brooklyn","238","WALWORTH STREET","3","2008-11-13T00:00:00.000","54","AEP Discharged","2009-03-19T00:00:00.000","Aep Round 2","11205","40.691698","-73.953695","3","33","241","3322073","3017630060","Bedford"
"22678","Manhattan","146","HENRY STREET","7","2007-11-13T00:00:00.000","535","AEP Discharged","2011-01-06T00:00:00.000","Aep Round 1","10002","40.713393","-73.989896","3","1","6","1003244","1002710061","Lower East Side"
"59207","Bronx","2333","CRESTON AVENUE","30","2012-01-31T00:00:00.000","1359","AEP Discharged","2015-08-27T00:00:00.000","Aep Round 5","10468","40.858649","-73.90042","5","14","23703","2013888","2031720025","Fordham South"
"328938","Brooklyn","719","LORIMER STREET","6","2019-01-31T00:00:00.000","88","AEP Discharged","2021-02-19T00:00:00.000","Aep Round 12","11211","40.718497","-73.950109","1","33","515","3067878","3027210032","North Side-South Side"
