"nyc_cooling_tower","bin","address","borough","zip","intended_use","make","model","serial_number","cooling_capacity","cooling_capacity_1","date_registered","date_commissioned","latitude","longitude","community_board","council_district","census_tract","bbl","nta","deleted","location_1"
"1000000799","2097550","1400 PELHAM PARKWAY SOUTH","BRONX","10461","AIR CONDITIONING","MARLEY","NC8303G25G","NC804813-A1","500",,"2015-08-21T00:00:00.000","2005-10-11T00:00:00.000","40.856351","-73.846592","11","13","296","2042050001","Pelham Parkway                                                             ","No","(40.856351, -73.846592)"
"1000001242","1038577","919 THIRD AVE","MANHATTAN","10022","BASE BUILDING HVAC","MARLEY","760","Main_System","5400","BTU/HR","2015-08-25T00:00:00.000","1969-01-01T00:00:00.000","40.758963","-73.967589","6","4","108","1013290001","Turtle Bay-East Midtown                                                    ","No","(40.758963, -73.967589)"
"1000000088","5151735","26 CENTRAL AVENUE","STATEN ISLAND","10301","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","NULL","U108311501",,"REFRIGERATION TONS","2015-08-12T00:00:00.000",,"40.640659","-74.077196","1","49","3","5000060021","West New Brighton-New Brighton-St. George                                  ","No","(40.640659, -74.077196)"
"1000001018","1081243","420 EAST 76 STREET","MANHATTAN","10021","NULL","MARLEY","NULL","NC-808277-A1","350","REFRIGERATION TONS","2015-08-24T00:00:00.000",,"40.769663","-73.952991","8","5","132","1014700033","Lenox Hill-Roosevelt Island                                                ","No","(40.769663, -73.952991)"
"1000000777","3397430","2601 OCEAN PARKWAY","BROOKLYN","11235","AIR CONDITIONING","MARLEY","4821","71896-1/B22148A/4821","240000","BTU/HR","2015-08-21T00:00:00.000","2016-08-04T00:00:00.000","40.586652","-73.966168","13","48","370","3072390001","Brighton Beach                                                             ","No","(40.586652, -73.966168)"
"1000000484","3397443","236 LIVINGSTON ST","BROOKLYN","11201","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","VTO-102/LX","U083002401","135000000","BTU/HR","2015-08-19T00:00:00.000","2008-02-28T00:00:00.000","40.688956","-73.984967","2","33","37","3001657501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","No","(40.688956, -73.984967)"
"1000000169","1051485","1425 MADISON AVENUE","MANHATTAN","10029","NULL","MARLEY","NC9055CS","60963-NC9055CS-94","4500","REFRIGERATION TONS","2015-08-15T00:00:00.000",,"40.788516","-73.952216","11","8","168","1016040023","East Harlem South                                                          ","No","(40.788516, -73.952216)"
"1000000962","1080710","1170 BROADWAY","MANHATTAN","10001",,"BALTIMORE AIRCOIL COMPANY (BAC)","FXV - 442","U110501901-01","2249100","BTU/HR","2015-08-21T00:00:00.000","2011-09-09T00:00:00.000","40.744903","-73.988488","5","2","58","1008290050","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","No","(40.744903, -73.988488)"
"1000000122","1024795","750 7TH AVENUE","MANHATTAN","10019","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","3868-3CS","88401174","21600000","REFRIGERATION TONS","2015-08-14T00:00:00.000",,"40.760885","-73.983911","5","4","125","1010210026","Midtown-Midtown South                                                      ","No","(40.760885, -73.983911)"
"1000000607","2086830","3880 SEDGWICK AVE","BRONX","10463","NULL","OTHER","GPTC75A","TWD03100","1125000","REFRIGERATION TONS","2015-08-20T00:00:00.000",,"40.882409","-73.893929","8","11","409","2032460076","Van Cortlandt Village                                                      ","No","(40.882409, -73.893929)"
"1000000464","1015265","1407 BROADWAY","MANHATTAN","10018","CONDENSATE WATER","BALTIMORE AIRCOIL COMPANY (BAC)","15282","U54091501","3384000",,"2015-08-19T00:00:00.000","2005-10-01T00:00:00.000","40.753392","-73.987566","5","3","113","1008140015","Midtown-Midtown South                                                      ","No","(40.753392, -73.987566)"
"1000001058","1023163","1335 AVENUE OF THE AMERICAS","MANHATTAN","10019","NULL","MARLEY","NULL","458-1-144","30000",,"2015-08-24T00:00:00.000",,"40.762444","-73.979713","5","4","131","1010067502","Midtown-Midtown South                                                      ","No","(40.762444, -73.979713)"
"1000001129","1012154","95 HORATIO STREET","MANHATTAN","10014","AIR CONDITIONING","BAC","FXV23831M","V123314402-02","375",,"2015-08-24T00:00:00.000","2013-04-25T00:00:00.000","40.73906","-74.008837","2","3","79","1006430001","West Village                                                               ","No","(40.73906, -74.008837)"
"1000000448","1035454","444 MADISON AVENUE","MANHATTAN","10022","AIR CONDITIONING","MARLEY","SPX","825997-A3MCW90174908","400","REFRIGERATION TONS","2015-08-19T00:00:00.000","2008-04-01T00:00:00.000","40.75759","-73.976105","5","4","102","1012850015","Midtown-Midtown South                                                      ","No","(40.75759, -73.976105)"
"1000000776","1016884","241 FIFTH AVENUE","MANHATTAN","10016","NULL","NULL","MD5008NJCILCAF","10057686-a1","200",,"2015-08-21T00:00:00.000","2012-08-03T00:00:00.000","40.744211","-73.987243","5","2","56","1008577502","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","No","(40.744211, -73.987243)"
"1000000323","2096863","09-09 HAZEN","BRONX","11370","NULL","MARLEY","90-3345","A405891JIT","1080000","BTU/HR","2015-08-18T00:00:00.000","2013-04-01T00:00:00.000","40.789326","-73.875037",,,,,,"No","(40.789326, -73.875037)"
"1000001113","1024938","350 W 43RD ST","MANHATTAN","10036","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","FXV-444","U014241101","130","REFRIGERATION TONS","2015-08-24T00:00:00.000",,"40.758509","-73.99129","4","3","121","1010330109","Clinton                                                                    ","No","(40.758509, -73.99129)"
"1000000654","1055912","881 AMSTERDAM AVENUE","MANHATTAN","10025","NULL","EVAPCO","LSWE536K12-C","13-521165","100","REFRIGERATION TONS","2015-08-20T00:00:00.000","2015-03-01T00:00:00.000","40.798622","-73.966443","7","7","189","1018550050","Upper West Side                                                            ","No","(40.798622, -73.966443)"
"1000001192","1001016","90 MAIDEN LANE","MANHATTAN","10005","NULL","EVAPCO","LSWA-58B","895153","1344","REFRIGERATION TONS","2015-08-24T00:00:00.000","1988-04-15T00:00:00.000","40.70691","-74.007491","1","1","7","1000420036","Battery Park City-Lower Manhattan                                          ","No","(40.70691, -74.007491)"
"1000000595","2116700","2300 SOUTHERN BLVD","BRONX","10460","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","VTI-375PMCS","911008I2","400","REFRIGERATION TONS","2015-08-20T00:00:00.000","1992-05-01T00:00:00.000","40.849995","-73.878301","6","15","334","2031200020","park-cemetery-etc-Bronx                                                    ","No","(40.849995, -73.878301)"
"1000001412","1001395","21 BARCLAY","MANHATTAN","10007","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","31056A/QX","U025392601","12000000","BTU/HR","2015-08-26T00:00:00.000","2003-05-01T00:00:00.000","40.712518","-74.008747",,,,,,"No","(40.712518, -74.008747)"
"1000000845","2097550","1400 PELHAM PARKWAY SOUTH","BRONX","10461","NULL","EVAPCO","A719214","T012103","1500",,"2015-08-21T00:00:00.000","2016-06-28T00:00:00.000","40.856351","-73.846592","11","13","296","2042050001","Pelham Parkway                                                             ","No","(40.856351, -73.846592)"
"1000001171","1035355","521 FIFTH AVE","MANHATTAN","10017","NULL","EVAPCO","USS 224-818","Main_System","18000","BTU/HR","2015-08-24T00:00:00.000",,"40.754171","-73.97982","5","4","94","1012780001","Midtown-Midtown South                                                      ","No","(40.754171, -73.97982)"
"1000004570","1005388","180 ORCHARD/ALSO 171 LUDLOW STREET","MANHATTAN","10002","AIR CONDITIONING","BALTIMORE AIRCOIL COMPANY (BAC)","FXV-1218C-24T-L","U136619107-01-01","3600000",,"2015-09-14T00:00:00.000","2015-10-15T00:00:00.000","40.721757","-73.98816",,,,,,"No","(40.721757, -73.98816)"
"1000000983","1007825","160 VARICK STREET","MANHATTAN","10013","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","BAC","CTI#92-11-01","70","REFRIGERATION TONS","2015-08-21T00:00:00.000","1996-08-01T00:00:00.000","40.726917","-74.005221","2","3","37","1005067501","SoHo-TriBeCa-Civic Center-Little Italy                                     ","No","(40.726917, -74.005221)"
"1000000700","1082908","4 PENN PLAZA","MANHATTAN","10001","BASE BUILDING HVAC","MARLEY","NC8405S","10028584-B1","6228100","BTU/HR","2015-08-20T00:00:00.000","2012-11-16T00:00:00.000","40.750495","-73.993395","5","3","101","1007810001","Midtown-Midtown South                                                      ","No","(40.750495, -73.993395)"
"1000000839","2097550","1400 PELHAM PARKWAY SOUTH","BRONX","10461","AIR CONDITIONING","BALTIMORE AIRCOIL COMPANY (BAC)","3828A-2","J026199363","1500",,"2015-08-21T00:00:00.000","2016-06-28T00:00:00.000","40.856351","-73.846592","11","13","296","2042050001","Pelham Parkway                                                             ","No","(40.856351, -73.846592)"
"1000000107","1030994","11 RIVERSIDE DR","MANHATTAN","10023","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","NULL","unknown","27000000",,"2015-08-14T00:00:00.000",,"40.781125","-73.984495","7","6","159","1011840031","Lincoln Square                                                             ","No","(40.781125, -73.984495)"
"1000000610","1056035","1111 AMSTERDAM AVE","MANHATTAN","10025","AIR CONDITIONING","BALTIMORE AIRCOIL COMPANY (BAC)","3269-4CSY","90400918","3600","REFRIGERATION TONS","2015-08-20T00:00:00.000","1992-03-31T00:00:00.000","40.805696","-73.96148","9","7","20101","1018670001","Morningside Heights                                                        ","No","(40.805696, -73.96148)"
"1000000470","1023449","881 SEVENTH AVENUE","MANHATTAN","10019","BASE BUILDING HVAC","BALTIMORE AIRCOIL COMPANY (BAC)","VT1-750-QMAX","V00-2092901","12450000","REFRIGERATION TONS","2015-08-19T00:00:00.000","2001-09-07T00:00:00.000","40.76501","-73.979921","5","4","137","1010090001","Midtown-Midtown South                                                      ","No","(40.76501, -73.979921)"
"1000000532","5000025","60 BAY ST","STATEN ISLAND","10301","CONDENSATE WATER","MARLEY","NCCLASS","NC-250485-A1","3000000","REFRIGERATION TONS","2015-08-20T00:00:00.000","2006-05-04T00:00:00.000","40.640551","-74.076237","1","49","3","5000050051","West New Brighton-New Brighton-St. George                                  ","No","(40.640551, -74.076237)"
"1000001210","1001228","140 WEST ST","MANHATTAN","10007","NULL","MARLEY","NC7132SM","222-512","400",,"2015-08-25T00:00:00.000",,"40.713803","-74.012935","1","1","21","1000847501","SoHo-TriBeCa-Civic Center-Little Italy                                     ","No","(40.713803, -74.012935)"
"1000000214","1013043","111 8TH AVE","MANHATTAN","10011","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","1-33269-2","97418171","6456000","BTU/HR","2015-08-17T00:00:00.000",,"40.74136","-74.003208","4","3","83","1007390001","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","No","(40.74136, -74.003208)"
"1000000661","1089439","250 WEST 55 STREET","MANHATTAN","10019","NULL","MARLEY","NC841VLN5CGF","NC-1005039-A1,A2,A3,A4,A5","75000000","REFRIGERATION TONS","2015-08-20T00:00:00.000","2013-08-02T00:00:00.000","40.764892","-73.983528","5","3","137","1010260055","Midtown-Midtown South                                                      ","No","(40.764892, -73.983528)"
"1000000727","4442431","82-50 164TH STREET","QUEENS","11432","AIR CONDITIONING","MARLEY","NC8305G2","NC-251386-A2","1000",,"2015-08-20T00:00:00.000","2005-01-01T00:00:00.000","40.717081","-73.80416","8","24","1267","4068580001","Pomonok-Flushing Heights-Hillcrest                                         ","No","(40.717081, -73.80416)"
"1000000964","1038570","909 3RD AVE","MANHATTAN","10022","NULL","EVAPCO","AT 19-311","9-372078","200","REFRIGERATION TONS","2015-08-21T00:00:00.000","2010-03-12T00:00:00.000","40.758299","-73.967903","6","4","108","1013280001","Turtle Bay-East Midtown                                                    ","No","(40.758299, -73.967903)"
"1000001239","1036466","600 LEXINGTON AVE","MANHATTAN","10022","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","15425-2","Main_System","970","REFRIGERATION TONS","2015-08-25T00:00:00.000",,"40.758061","-73.971603","5","4","100","1013070014","Turtle Bay-East Midtown                                                    ","No","(40.758061, -73.971603)"
"1000000136","1035780","450 PARK AVE","MANHATTAN","10022","AIR CONDITIONING","MARLEY","NC SERIES","1-1095-470","1000",,"2015-08-14T00:00:00.000","1973-02-07T00:00:00.000","40.761495","-73.971328","5","4","11202","1012920037","Midtown-Midtown South                                                      ","No","(40.761495, -73.971328)"
"1000000858","1035377","350 MADISON AVE","MANHATTAN","10017","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","33707-2FW","U000618201","1400","REFRIGERATION TONS","2015-08-21T00:00:00.000","2000-11-01T00:00:00.000","40.754698","-73.978408","5","4","94","1012790057","Midtown-Midtown South                                                      ","No","(40.754698, -73.978408)"
"1000000910","1053899","506 LENOX AVE","MANHATTAN","10037","BASE BUILDING HVAC","MARLEY","N/A","6310-1119","1850","REFRIGERATION TONS","2015-08-21T00:00:00.000","2016-08-04T00:00:00.000","40.814124","-73.939767","10","9","212","1017330001","Central Harlem North-Polo Grounds                                          ","No","(40.814124, -73.939767)"
"1000000274","1034204","42 WEST 44TH STREET","MANHATTAN","10036","AIR CONDITIONING","BALTIMORE AIRCOIL COMPANY (BAC)","YTO-116-MO","93100499","100","REFRIGERATION TONS","2015-08-18T00:00:00.000","2001-04-01T00:00:00.000","40.755406","-73.982177","5","4","96","1012590014","Midtown-Midtown South                                                      ","No","(40.755406, -73.982177)"
"1000000370","1087137","1248 YORK AVE.","MANHATTAN","10065","NULL","NULL","310560","U084251 & U084514","15.2",,"2015-08-19T00:00:00.000","2013-08-01T00:00:00.000","40.762765","-73.954639","8","5","116","1014800010","Lenox Hill-Roosevelt Island                                                ","No","(40.762765, -73.954639)"
"1000001228","1045572","1250 FIRST AVENUE","MANHATTAN","10065","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","F1743-L","97123271","6000000","BTU/HR","2015-08-25T00:00:00.000",,"40.764795","-73.957803","8","5","116","1014620001","Lenox Hill-Roosevelt Island                                                ","No","(40.764795, -73.957803)"
"1000000418","1044023","207 EAST 74 STREET","MANHATTAN","10021","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","3358C","U107264101",,,"2015-08-19T00:00:00.000","2011-12-22T00:00:00.000","40.770927","-73.958724","8","4","134","1014290005","Lenox Hill-Roosevelt Island                                                ","No","(40.770927, -73.958724)"
"1000000922","1036205","245 PARK AVE","MANHATTAN","10167","AIR CONDITIONING","MARLEY","NC8132CM","94355-nc8132cm-1996","1000","REFRIGERATION TONS","2015-08-21T00:00:00.000","1996-11-07T00:00:00.000","40.754626","-73.974723","5","4","92","1013010001","Turtle Bay-East Midtown                                                    ","No","(40.754626, -73.974723)"
"1000020958","2001501","470 E161","BRONX","10451","AIR CONDITIONING","BALTIMORE AIRCOIL COMPANY (BAC)","FXT-136","U175167001-01-01","1632000","REFRIGERATION TONS","2017-05-03T00:00:00.000","2017-05-05T00:00:00.000","40.823235","-73.911825",,,,,,"No","(40.823235, -73.911825)"
"1000001093","3347736","330 JAY STREET","BROOKLYN","11201","AIR CONDITIONING","BALTIMORE AIRCOIL COMPANY (BAC)","33860FW","Uo13612604","15975000","REFRIGERATION TONS","2015-08-24T00:00:00.000","2002-06-10T00:00:00.000","40.694603","-73.987696","2","33","11","3001407502","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","No","(40.694603, -73.987696)"
"1000000575","4040898","102-10 DITMARS BLVD","QUEENS","11369","NULL","MARLEY","493B","238130",,,"2015-08-20T00:00:00.000",,"40.768359","-73.868269","3","21","357","4016390001","East Elmhurst                                                              ","No","(40.768359, -73.868269)"
"1000000141","1083846","200 CENTRAL PARK WEST","MANHATTAN","10024","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","VT1-600","UO53804303","600","REFRIGERATION TONS","2015-08-14T00:00:00.000",,"40.781354","-73.97406","7","6","165","1011300001","Upper West Side                                                            ","No","(40.781354, -73.97406)"
"1000000321","1085502","300 VESEY ST","MANHATTAN","10282","NULL","MARLEY","NC9155CN","88705-NC9155CN-1996","8100","REFRIGERATION TONS","2015-08-18T00:00:00.000","1997-01-01T00:00:00.000","40.714532","-74.016907","1","1","31703","1000160225","Battery Park City-Lower Manhattan                                          ","No","(40.714532, -74.016907)"
"1000000500","1081307","410 E 92ND ST","MANHATTAN","10128","NULL","EVAPCO","AT 19-48","4-119987",,"REFRIGERATION TONS","2015-08-19T00:00:00.000",,"40.780208","-73.946119","8","5","152","1015717501","Yorkville                                                                  ","No","(40.780208, -73.946119)"
"1000001098","1087484","125 MAIDEN LANE","MANHATTAN","10038","NULL","MARLEY","NULL","MD10066512-A1 / MD5018RCD1LSBF","8221100","BTU/HR","2015-08-24T00:00:00.000",,"40.706598","-74.006258","1","1","1502","1000707501","Battery Park City-Lower Manhattan                                          ","No","(40.706598, -74.006258)"
"1000000565","1035434","12 EAST 49TH STREET","MANHATTAN","10017","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","3685-FWX","97401289","3000",,"2015-08-20T00:00:00.000","2006-05-05T00:00:00.000","40.757231","-73.977022","5","4","94","1012840007","Midtown-Midtown South                                                      ","No","(40.757231, -73.977022)"
"1000000814","1001877","66 LEONARD STREET","MANHATTAN","10013","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","15-201-2","USA000073101","60","REFRIGERATION TONS","2015-08-21T00:00:00.000","2000-09-20T00:00:00.000","40.717349","-74.005649","1","1","33","1001737501","SoHo-TriBeCa-Civic Center-Little Italy                                     ","No","(40.717349, -74.005649)"
"1000000645","1035393","45 EAST 45TH STREET","MANHATTAN","10017","AIR CONDITIONING","MARLEY","NC-214621-A1","NC8305F1CS","400","REFRIGERATION TONS","2015-08-20T00:00:00.000","2007-03-01T00:00:00.000","40.754846","-73.977181","5","4","94","1012810021","Midtown-Midtown South                                                      ","No","(40.754846, -73.977181)"
"1000000760","1000875","100 WALL ST","MANHATTAN","10005","NULL","MARLEY","91160","1-1493-85","250","REFRIGERATION TONS","2015-08-21T00:00:00.000",,"40.705244","-74.006755","1","1","7","1000380001","Battery Park City-Lower Manhattan                                          ","Yes","(40.705244, -74.006755)"
"1000000363","1087130","1198 YORK AVENUE","MANHATTAN","10065","REFRIGERATION","BALTIMORE AIRCOIL COMPANY (BAC)","F1843-MM","U002307701 ","0.7","REFRIGERATION TONS","2015-08-19T00:00:00.000","2000-10-19T00:00:00.000","40.761772","-73.956938","8","5","116","1014800010","Lenox Hill-Roosevelt Island                                                ","No","(40.761772, -73.956938)"
"1000000851","1036461","575 LEXINGTON AVE","MANHATTAN","10022","NULL","MARLEY","NC8413SLN3SG","NC-10080232-A3","600",,"2015-08-21T00:00:00.000","2013-12-14T00:00:00.000","40.757209","-73.971272","6","4","100","1013060023","Turtle Bay-East Midtown                                                    ","No","(40.757209, -73.971272)"
"1000000257","1018162","387 PARK AVENUE SOUTH","MANHATTAN","10016",,"EVAPCO","AT-210-924","13-524816","900","REFRIGERATION TONS","2015-08-18T00:00:00.000",,"40.74272","-73.983981","5","2","68","1008830001","Gramercy                                                                   ","No","(40.74272, -73.983981)"
"1000000742","1010378","345 HUDSON STREET","MANHATTAN","10014","NULL","MARLEY","MARLEY NC","24B693-A1-NC8306H1CS-04","500","REFRIGERATION TONS","2015-08-20T00:00:00.000","2008-05-01T00:00:00.000","40.727746","-74.007858","2","3","37","1005980058","SoHo-TriBeCa-Civic Center-Little Italy                                     ","No","(40.727746, -74.007858)"
"1000001075","1044756","353 EAST 68TH STREET","MANHATTAN","10065","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","VTO-166-OMJX","U002408201","8000000","BTU/HR","2015-08-24T00:00:00.000",,"40.765707","-73.958297","8","5","118","1014430020","Lenox Hill-Roosevelt Island                                                ","No","(40.765707, -73.958297)"
"1000000020","1006849","235 EAST 11TH STREET","MANHATTAN","10003","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","VTO 102L","V148042301-01-01","100","REFRIGERATION TONS","2015-08-11T00:00:00.000",,"40.730861","-73.986942","3","2","40","1004677501","East Village                                                               ","No","(40.730861, -73.986942)"
"1000000509","2003976","900 EAST 132ND STREET","BRONX","10454","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","1-334558-1","99410591","7500000","BTU/HR","2015-08-20T00:00:00.000",,"40.798045","-73.912819","1","17","19","2025830030","Mott Haven-Port Morris                                                     ","No","(40.798045, -73.912819)"
"1000000508","1081220","205 EAST 67TH STREET","MANHATTAN","10065","CONDENSATE WATER","BALTIMORE AIRCOIL COMPANY (BAC)","VT1-340-QMX","U037835701 / U037835702","3780000","REFRIGERATION TONS","2015-08-20T00:00:00.000","2003-07-01T00:00:00.000","40.766402","-73.961965","8","4","118","1014220005","Lenox Hill-Roosevelt Island                                                ","No","(40.766402, -73.961965)"
"1000000074","4207071","88-11 SUTPHIN BLVD","QUEENS","11435","NULL","MARLEY","NC80305JL3ES","NC-210918-A1","800","REFRIGERATION TONS","2015-08-12T00:00:00.000",,"40.704501","-73.808416","12","24","238","4096910001","Jamaica                                                                    ","No","(40.704501, -73.808416)"
"1000000672","4099377","143-10 20TH AVENUE","QUEENS","11357","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","VXT 55CM","93100827","960000","BTU/HR","2015-08-20T00:00:00.000",,"40.78134","-73.824119","7","19","88901","4041910094","Flushing                                                                   ","No","(40.78134, -73.824119)"
"1000000694","1082908","4 PENN PLAZA","MANHATTAN","10001","BASE BUILDING HVAC","MARLEY","NC8409S","10028583-B1","9715800","BTU/HR","2015-08-20T00:00:00.000","2012-11-16T00:00:00.000","40.750495","-73.993395","5","3","101","1007810001","Midtown-Midtown South                                                      ","No","(40.750495, -73.993395)"
"1000000176","3397447","2 NORTHSIDE PIERS","BROOKLYN","11249","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","22AKCABBFA","U084548901 and 02","272",,"2015-08-17T00:00:00.000",,"40.719696","-73.964228","1","33","555","3023407503","North Side-South Side                                                      ","No","(40.719696, -73.964228)"
"1000000633","1087284","425 EAST 67TH STREET","MANHATTAN","10065",,"MARLEY","NC9152CN","105053-002-96","18000000","BTU/HR","2015-08-20T00:00:00.000",,"40.764375","-73.9568","8","5","116","1014620005","Lenox Hill-Roosevelt Island                                                ","No","(40.764375, -73.9568)"
"1000001005","4462481","8000 UTOPIA PKWY","QUEENS","11432","AIR CONDITIONING","BALTIMORE AIRCOIL COMPANY (BAC)","15340","96400114","4928000",,"2015-08-24T00:00:00.000","1990-03-07T00:00:00.000","40.725601","-73.791694","8","24","1267","4070210001","Pomonok-Flushing Heights-Hillcrest                                         ","No","(40.725601, -73.791694)"
"1000000895","1016045","11 WEST 39 STREET","MANHATTAN","10018","NULL","MARLEY","NULL","NC807123-A2 NC8311J4BG","1000","REFRIGERATION TONS","2015-08-21T00:00:00.000","2008-08-01T00:00:00.000","40.752157","-73.983069","5","4","84","1008410031","Midtown-Midtown South                                                      ","No","(40.752157, -73.983069)"
"1000000599","2116700","2300 SOUTHERN BLVD","BRONX","10460","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","FXBT42","u071143901","300","REFRIGERATION TONS","2015-08-20T00:00:00.000","2008-05-01T00:00:00.000","40.849995","-73.878301","6","15","334","2031200020","park-cemetery-etc-Bronx                                                    ","No","(40.849995, -73.878301)"
"1000001023","1045942","416 E 76TH ST","MANHATTAN","10021","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","B085","64487401","30","REFRIGERATION TONS","2015-08-24T00:00:00.000",,"40.76983","-73.953388","8","5","132","1014700041","Lenox Hill-Roosevelt Island                                                ","No","(40.76983, -73.953388)"
"1000000874","1038669","777 UNITED NATIONS PLAZA","MANHATTAN","10017","NULL","MARLEY","WB254TTP8832AA","NC132124790","8100000","BTU/HR","2015-08-21T00:00:00.000",,"40.75012","-73.96929","6","4","88","1013360030","Turtle Bay-East Midtown                                                    ","No","(40.75012, -73.96929)"
"1000000928","1087535","125 WEST 31ST STREET","MANHATTAN","10001","NULL","EVAPCO","LSWA-232D","5-126479","6500000","BTU/HR","2015-08-21T00:00:00.000",,"40.748724","-73.99014","5","3","101","1008077501","Midtown-Midtown South                                                      ","No","(40.748724, -73.99014)"
"1000001133","4050415","96-05 QUEENS BLVD.","QUEENS","11374","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","3269-2","R95425808",,,"2015-08-24T00:00:00.000",,"40.731369","-73.862129","6","29","71701","4020840101","Rego Park                                                                  ","No","(40.731369, -73.862129)"
"1000001175","1036207","750 THIRD AVE","MANHATTAN","10017","NULL","MARLEY","NC 00-1302","nc8312K2BM 204697-B1 and B2","3324","REFRIGERATION TONS","2015-08-24T00:00:00.000",,"40.753813","-73.972796","6","4","92","1013010033","Turtle Bay-East Midtown                                                    ","No","(40.753813, -73.972796)"
"1000000456","1015241","1356 BROADWAY","MANHATTAN","10018","NULL","BALTIMORE AIRCOIL COMPANY (BAC)","NULL","37-5224","150","REFRIGERATION TONS","2015-08-19T00:00:00.000",,"40.751455","-73.987151","5","4","109","1008120029","Midtown-Midtown South                                                      ","No","(40.751455, -73.987151)"
