"pub_dt","fisc_yr","act_frcst","cmpnt","amt"
"20210426","2022","F","Refunds","-1215"
"20220426","2021","A","Withholding","9834"
"20220426","2021","A","Estimated_Payments","4208"
"20220426","2021","A","Final_Returns","750"
"20220426","2021","A","Other","1523"
"20220426","2021","A","Refunds","-1214"
"20220426","2022","F","Withholding","10858"
"20220426","2022","F","Estimated_Payments","3667"
"20220426","2022","F","Final_Returns","611"
"20220426","2022","F","Other","887"
"20220426","2022","F","Refunds","-1307"
"20220426","2023","F","Withholding","11141"
"20220426","2023","F","Estimated_Payments","3037"
"20220426","2023","F","Final_Returns","523"
"20220426","2023","F","Other","923"
"20220426","2023","F","Refunds","-1508"
"20220426","2023","F","PTET","375"
"20220426","2024","F","Withholding","11429"
"20220426","2024","F","Estimated_Payments","1892"
"20220426","2024","F","Final_Returns","544"
"20220426","2024","F","Other","1002"
"20220426","2024","F","Refunds","-1524"
"20220426","2024","F","PTET","1500"
"20220426","2025","F","Withholding","11970"
"20220426","2025","F","Estimated_Payments","2039"
"20220426","2025","F","Final_Returns","553"
"20220426","2025","F","Other","953"
"20220426","2025","F","Refunds","-1551"
"20220426","2025","F","PTET","1500"
"20220426","2026","F","Withholding","12517"
"20220426","2026","F","Estimated_Payments","2217"
"20220426","2026","F","Final_Returns","545"
"20220426","2026","F","Other","1035"
"20220426","2026","F","Refunds","-1572"
"20220426","2026","F","PTET","1125"
