"pub_dt","fisc_yr","act_frcst","cmpnt","amt"
"20200416","2001","A","Withholding","4178"
"20200416","2002","A","Withholding","3797"
"20200416","2003","A","Withholding","3901"
"20200416","2004","A","Withholding","4510"
"20200416","2005","A","Withholding","4845"
"20200416","2006","A","Withholding","5128"
"20200416","2007","A","Withholding","5568"
"20200416","2008","A","Withholding","5985"
"20200416","2009","A","Withholding","5694"
"20200416","2010","A","Withholding","5754"
"20200416","2011","A","Withholding","6096"
"20200416","2012","A","Withholding","6157"
"20200416","2013","A","Withholding","6542"
"20200416","2014","A","Withholding","6976"
"20200416","2015","A","Withholding","7513"
"20200416","2016","A","Withholding","7753"
"20200416","2017","A","Withholding","8169"
"20200416","2018","A","Withholding","9360"
"20200416","2019","A","Withholding","9641"
"20200416","2020","A","Withholding","9972"
"20200416","2020","F","Withholding","10030"
"20200416","2021","F","Withholding","8827"
"20200416","2001","A","Estimated_Payments","1391"
"20200416","2002","A","Estimated_Payments","933"
"20200416","2003","A","Estimated_Payments","738"
"20200416","2004","A","Estimated_Payments","1108"
"20200416","2005","A","Estimated_Payments","1563"
"20200416","2006","A","Estimated_Payments","1954"
"20200416","2007","A","Estimated_Payments","2191"
"20200416","2008","A","Estimated_Payments","3129"
"20200416","2009","A","Estimated_Payments","1927"
"20200416","2010","A","Estimated_Payments","1691"
"20200416","2011","A","Estimated_Payments","2110"
"20200416","2012","A","Estimated_Payments","2109"
"20200416","2013","A","Estimated_Payments","2893"
"20200416","2014","A","Estimated_Payments","2680"
"20200416","2015","A","Estimated_Payments","3167"
"20200416","2016","A","Estimated_Payments","3021"
"20200416","2017","A","Estimated_Payments","2633"
"20200416","2018","A","Estimated_Payments","3717"
"20200416","2019","A","Estimated_Payments","3129"
"20200416","2020","A","Estimated_Payments","3059"
"20200416","2020","F","Estimated_Payments","2725"
"20200416","2021","F","Estimated_Payments","2406"
"20200416","2001","A","Final_Returns","485"
"20200416","2002","A","Final_Returns","248"
"20200416","2003","A","Final_Returns","217"
"20200416","2004","A","Final_Returns","325"
"20200416","2005","A","Final_Returns","500"
"20200416","2006","A","Final_Returns","587"
"20200416","2007","A","Final_Returns","522"
"20200416","2008","A","Final_Returns","459"
"20200416","2009","A","Final_Returns","341"
"20200416","2010","A","Final_Returns","288"
"20200416","2011","A","Final_Returns","317"
"20200416","2012","A","Final_Returns","327"
"20200416","2013","A","Final_Returns","382"
"20200416","2014","A","Final_Returns","380"
"20200416","2015","A","Final_Returns","429"
"20200416","2016","A","Final_Returns","439"
"20200416","2017","A","Final_Returns","408"
"20200416","2018","A","Final_Returns","410"
"20200416","2019","A","Final_Returns","541"
"20200416","2020","A","Final_Returns","556"
"20200416","2020","F","Final_Returns","511"
"20200416","2021","F","Final_Returns","427"
"20200416","2001","A","Other","445"
"20200416","2002","A","Other","341"
"20200416","2003","A","Other","401"
"20200416","2004","A","Other","425"
"20200416","2005","A","Other","515"
"20200416","2006","A","Other","618"
"20200416","2007","A","Other","623"
"20200416","2008","A","Other","568"
"20200416","2009","A","Other","131"
"20200416","2010","A","Other","427"
"20200416","2011","A","Other","302"
"20200416","2012","A","Other","527"
"20200416","2013","A","Other","576"
"20200416","2014","A","Other","810"
"20200416","2015","A","Other","837"
"20200416","2016","A","Other","896"
"20200416","2017","A","Other","1038"
"20200416","2018","A","Other","1146"
"20200416","2019","A","Other","1332"
"20200416","2020","A","Other","1236"
"20200416","2020","F","Other","1299"
"20200416","2021","F","Other","1170"
"20200416","2001","A","Refunds","-748"
"20200416","2002","A","Refunds","-849"
"20200416","2003","A","Refunds","-798"
"20200416","2004","A","Refunds","-816"
"20200416","2005","A","Refunds","-920"
"20200416","2006","A","Refunds","-973"
"20200416","2007","A","Refunds","-1214"
"20200416","2008","A","Refunds","-1393"
"20200416","2009","A","Refunds","-1504"
"20200416","2010","A","Refunds","-1301"
"20200416","2011","A","Refunds","-1181"
"20200416","2012","A","Refunds","-1166"
"20200416","2013","A","Refunds","-1225"
"20200416","2014","A","Refunds","-1307"
"20200416","2015","A","Refunds","-1317"
"20200416","2016","A","Refunds","-1376"
"20200416","2017","A","Refunds","-1183"
"20200416","2018","A","Refunds","-1253"
"20200416","2019","A","Refunds","-1299"
"20200416","2020","A","Refunds","-1272"
"20200416","2020","F","Refunds","-1312"
"20200416","2021","F","Refunds","-1162"
"20200416","2001","A","Less TFA Retention","-419"
"20200416","2002","A","Less TFA Retention","-451"
"20200416","2003","A","Less TFA Retention","-537"
"20200416","2004","A","Less TFA Retention","-109"
"20200416","2005","A","Less TFA Retention","-497"
"20200416","2006","A","Less TFA Retention","-350"
"20200416","2007","A","Less TFA Retention","-685"
"20200416","2008","A","Less TFA Retention","-164"
"20200416","2009","A","Less TFA Retention","-138"
"20210426","2021","F","Withholding","9753"
"20210426","2022","F","Withholding","10287"
"20210426","2021","F","Estimated_Payments","2889"
"20210426","2022","F","Estimated_Payments","3044"
"20210426","2021","F","Final_Returns","614"
"20210426","2022","F","Final_Returns","530"
"20210426","2021","F","Other","1291"
"20210426","2022","F","Other","1181"
"20210426","2021","F","Refunds","-1203"
