"building_id","boro","phn","street_name","total_units","order_issue_date","current_status","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"25930","Manhattan","200","NAGLE AVENUE","49","2019-10-30T00:00:00.000","Discharged","10034","40.862103","-73.923371","112","10","291","1064715","1022170035","Marble Hill-Inwood"
"26998","Manhattan","26","POST AVENUE","26","2019-10-30T00:00:00.000","Discharged","10034","40.862971","-73.924346","112","10","291","1064759","1022200039","Marble Hill-Inwood"
"27337","Manhattan","706","RIVERSIDE DRIVE","51","2018-10-03T00:00:00.000","Discharged","10031","40.828742","-73.950518","109","7","233","1062427","1020947501","Hamilton Heights"
"27351","Manhattan","765","RIVERSIDE DRIVE","100","2019-10-31T00:00:00.000","Discharged","10032","40.834192","-73.948526","112","7","241","1063276","1021340199","Washington Heights South"
"27553","Manhattan","65","SEAMAN AVENUE","47","2019-10-31T00:00:00.000","Discharged","10034","40.867912","-73.925512","112","10","295","1064958","1022390001","Marble Hill-Inwood"
"27668","Manhattan","4","SOUTH PINEHURST AVENUE","43","2014-10-06T00:00:00.000","Discharged","10033","40.84775","-73.940557","112","10","255","1063448","1021390517","Washington Heights South"
"27943","Manhattan","1238","ST NICHOLAS AVENUE","40","2016-10-24T00:00:00.000","Discharged","10032","40.843593","-73.937904","112","10","253","1063086","1021290001","Washington Heights South"
"27999","Manhattan","1471","ST NICHOLAS AVENUE","19","2018-10-03T00:00:00.000","Discharged","10033","40.850858","-73.93262","112","10","271","1063957","1021650063","Washington Heights North"
"28339","Manhattan","69","ST NICHOLAS PLACE","60","2017-10-27T00:00:00.000","Discharged","10032","40.829155","-73.941039","109","9","23501","1061700","1020690001","Hamilton Heights"
"28991","Manhattan","15","WADSWORTH AVENUE","25","2019-10-30T00:00:00.000","Discharged","10033","40.845138","-73.938361","112","10","263","1063522","1021430008","Washington Heights South"
"32822","Manhattan","404","WEST 40 STREET","8","2017-10-27T00:00:00.000","Discharged","10018","40.75726","-73.99386","104","3","115","1013003","1007370041","Clinton"
"33534","Manhattan","503","WEST 47 STREET","20","2016-10-24T00:00:00.000","Discharged","10036","40.763065","-73.993751","104","3","129","1026990","1010760028","Clinton"
"33752","Manhattan","430","WEST 49 STREET","10","2016-10-24T00:00:00.000","Discharged","10019","40.763288","-73.990448","104","3","127","1026617","1010580048","Clinton"
"37670","Manhattan","209","WEST 107 STREET","10","2014-10-06T00:00:00.000","Discharged","10025","40.801383","-73.965831","107","7","195","1056653","1018790023","Morningside Heights"
"37946","Manhattan","238","WEST 112 STREET","10","2018-10-03T00:00:00.000","Active","10026","40.801324","-73.955992","110","9","216","1055098","1018270049","Central Harlem South"
"38348","Manhattan","240","WEST 116 STREET","4","2017-11-03T00:00:00.000","Discharged","10026","40.803915","-73.954192","110","9","218","1081574","1018310053","Central Harlem South"
"38387","Manhattan","361","WEST 116 STREET","10","2016-10-24T00:00:00.000","Discharged","10026","40.805206","-73.957218","110","9","20102","1059005","1019430011","Central Harlem South"
"39322","Manhattan","245","WEST 123 STREET","10","2018-10-02T00:00:00.000","Active","10027","40.808244","-73.950634","110","9","222","1058621","1019290012","Central Harlem South"
"39384","Manhattan","524","WEST 123 STREET","11","2014-10-06T00:00:00.000","Discharged","10027","40.811788","-73.959081","109","7","211","1059684","1019770044","Morningside Heights"
"39725","Manhattan","560","WEST 126 STREET","19","2015-10-21T00:00:00.000","Discharged","10027","40.815866","-73.957211","109","7","219","1059717","1019820071","Manhattanville"
"39830","Manhattan","364","WEST 127 STREET","8","2019-10-31T00:00:00.000","Active","10027","40.812379","-73.952401","109","9","21303","1059357","1019530055","Manhattanville"
"39842","Manhattan","405","WEST 127 STREET","18","2015-10-21T00:00:00.000","Discharged","10027","40.812854","-73.953492","109","7","21303","1059574","1019670069","Manhattanville"
"40023","Manhattan","140","WEST 129 STREET","10","2018-10-02T00:00:00.000","Discharged","10027","40.810923","-73.945091","110","9","224","1057961","1019130051","Central Harlem North-Polo Grounds"
"40629","Manhattan","124","WEST 134 STREET","10","2017-10-27T00:00:00.000","Discharged","10030","40.813881","-73.942426","110","9","226","1058234","1019180050","Central Harlem North-Polo Grounds"
"40631","Manhattan","128","WEST 134 STREET","10","2017-10-27T00:00:00.000","Discharged","10030","40.813933","-73.942552","110","9","226","1058235","1019180052","Central Harlem North-Polo Grounds"
"40758","Manhattan","502","WEST 135 STREET","25","2017-10-27T00:00:00.000","Discharged","10031","40.819123","-73.95266","109","7","22301","1059769","1019880037","Manhattanville"
"40957","Manhattan","105","WEST 137 STREET","17","2017-10-27T00:00:00.000","Discharged","10030","40.815639","-73.940448","110","9","228","1060000","1020060027","Central Harlem North-Polo Grounds"
"41124","Manhattan","137","WEST 138 STREET","11","2017-10-27T00:00:00.000","Discharged","10030","40.816839","-73.941365","110","9","230","1060020","1020070009","Central Harlem North-Polo Grounds"
"41269","Manhattan","66","WEST 138 STREET","20","2018-10-03T00:00:00.000","Discharged","10037","40.815707","-73.938703","110","9","212","1053926","1017350067","Central Harlem North-Polo Grounds"
"41388","Manhattan","518","WEST 139 STREET","42","2015-10-21T00:00:00.000","Discharged","10031","40.821768","-73.951162","109","7","225","1061724","1020700043","Hamilton Heights"
"41507","Manhattan","212","WEST 141 STREET","18","2017-10-27T00:00:00.000","Discharged","10030","40.819397","-73.941662","110","9","230","1060415","1020260043","Central Harlem North-Polo Grounds"
"41510","Manhattan","224","WEST 141 STREET","16","2016-10-24T00:00:00.000","Discharged","10030","40.819496","-73.941901","110","9","230","1060420","1020260051","Central Harlem North-Polo Grounds"
"41668","Manhattan","541","WEST 142 STREET","19","2016-10-24T00:00:00.000","Discharged","10031","40.823974","-73.95055","109","7","229","1061845","1020740007","Hamilton Heights"
"41883","Manhattan","133","WEST 145 STREET","29","2019-10-30T00:00:00.000","Discharged","10039","40.820883","-73.937264","110","9","232","1060186","1020140020","Central Harlem North-Polo Grounds"
"41884","Manhattan","135","WEST 145 STREET","30","2015-10-21T00:00:00.000","Discharged","10039","40.820899","-73.937304","110","9","232","1060185","1020140018","Central Harlem North-Polo Grounds"
"41975","Manhattan","475","WEST 145 STREET","20","2018-10-03T00:00:00.000","Discharged","10031","40.824966","-73.946943","109","7","231","1061341","1020600011","Hamilton Heights"
"41995","Manhattan","533","WEST 145 STREET","15","2019-10-31T00:00:00.000","Discharged","10031","40.825678","-73.948637","109","7","229","1061930","1020770010","Hamilton Heights"
"42069","Manhattan","506","WEST 146 STREET","18","2014-10-06T00:00:00.000","Discharged","10031","40.826122","-73.947651","109","7","229","1061947","1020770037","Hamilton Heights"
"42415","Manhattan","417","WEST 150 STREET","10","2016-10-24T00:00:00.000","Discharged","10031","40.827561","-73.943274","109","9","23501","1061577","1020650021","Hamilton Heights"
"42488","Manhattan","286","WEST 151 STREET","18","2017-10-27T00:00:00.000","Discharged","10039","40.826192","-73.93814","110","9","236","1060598","1020360053","Central Harlem North-Polo Grounds"
"42499","Manhattan","508","WEST 151 STREET","14","2015-10-21T00:00:00.000","Discharged","10031","40.829256","-73.94541100000001","109","7","237","1062158","1020820040","Hamilton Heights"
"42639","Manhattan","528","WEST 153 STREET","10","2016-10-24T00:00:00.000","Discharged","10031","40.830669","-73.944886","109","7","237","1062245","1020840049","Hamilton Heights"
"42697","Manhattan","535","WEST 155 STREET","21","2014-10-06T00:00:00.000","Discharged","10032","40.83203","-73.94405","112","7","241","1062695","1021140066","Washington Heights South"
"42739","Manhattan","504","WEST 157 STREET","9","2019-10-31T00:00:00.000","Active","10032","40.833039","-73.942467","112","7","241","1062711","1021150032","Washington Heights South"
"42827","Manhattan","538","WEST 159 STREET","10","2015-10-21T00:00:00.000","Discharged","10032","40.834579","-73.942245","112","7","245","1062752","1021170017","Washington Heights South"
"42827","Manhattan","538","WEST 159 STREET","10","2018-10-03T00:00:00.000","Discharged","10032","40.834579","-73.942245","112","7","245","1062752","1021170017","Washington Heights South"
"42882","Manhattan","655","WEST 160 STREET","43","2019-10-31T00:00:00.000","Discharged","10032","40.836804","-73.945586","112","7","247","1063324","1021360098","Washington Heights South"
"43335","Manhattan","534","WEST 178 STREET","21","2015-10-21T00:00:00.000","Discharged","10033","40.846582","-73.933369","112","10","261","1063185","1021320029","Washington Heights South"
"43373","Manhattan","517","WEST 180 STREET","26","2018-10-03T00:00:00.000","Discharged","10033","40.847742","-73.932117","112","10","269","1063619","1021520089","Washington Heights North"
"43389","Manhattan","716","WEST 180 STREET","21","2014-10-06T00:00:00.000","Discharged","10033","40.849661","-73.937027","112","10","265","1064265","1021760040","Washington Heights South"
"43548","Manhattan","523","WEST 187 STREET","43","2015-10-21T00:00:00.000","Discharged","10033","40.852223","-73.928982","112","10","269","1063851","1021590029","Washington Heights North"
"43669","Manhattan","590","WEST 204 STREET","51","2019-10-30T00:00:00.000","Discharged","10034","40.864838","-73.921727","112","10","291","1064769","1022210017","Marble Hill-Inwood"
"43721","Manhattan","509","WEST 212 STREET","45","2014-10-06T00:00:00.000","Discharged","10034","40.867818","-73.916994","112","10","303","1064881","1022300027","Marble Hill-Inwood"
"45664","Bronx","2000","ANTHONY AVENUE","48","2013-10-03T00:00:00.000","Discharged","10457","40.851443","-73.902863","205","15","381","2007779","2028140065","Mount Hope"
"46172","Bronx","2110","ARTHUR AVENUE","27","2017-10-27T00:00:00.000","Discharged","10457","40.849868","-73.891292","206","15","373","2012027","2030700005","East Tremont"
"46269","Bronx","2474","ARTHUR AVENUE","6","2016-10-24T00:00:00.000","Discharged","10458","40.857184","-73.886164","206","15","389","2012247","2030770042","Belmont"
"46443","Bronx","789","ASTOR AVENUE","73","2013-10-03T00:00:00.000","Discharged","10467","40.859627","-73.864137","211","13","328","2050092","2043520001","Bronxdale"
"46645","Bronx","2609","BAINBRIDGE AVENUE","11","2014-10-14T00:00:00.000","Discharged","10458","40.864279","-73.892327","207","15","39901","2016799","2032930054","Bedford Park-Fordham North"
"47647","Bronx","3601","BARNES AVENUE","7","2018-10-03T00:00:00.000","Discharged","10467","40.878557","-73.861639","212","12","380","2057823","2046610075","Williamsbridge-Olinville"
"49166","Bronx","2407","BEAUMONT AVENUE","13","2016-10-24T00:00:00.000","Discharged","10458","40.854445","-73.884322","206","15","389","2012543","2030900025","Belmont"
"49185","Bronx","2470","BEAUMONT AVENUE","12","2017-10-27T00:00:00.000","Discharged","10458","40.855951","-73.883325","206","15","389","2012912","2031050023","Belmont"
"51009","Bronx","1053","BOYNTON AVENUE","20","2017-10-27T00:00:00.000","Discharged","10472","40.8251","-73.877417","209","18","5001","2023476","2037140042","Soundview-Bruckner"
"51040","Bronx","1158","BOYNTON AVENUE","66","2014-10-06T00:00:00.000","Discharged","10472","40.827881","-73.878041","209","18","5002","2023896","2037410030","Soundview-Bruckner"
"52403","Bronx","3038","BRONXWOOD AVENUE","7","2018-10-04T00:00:00.000","Discharged","10469","40.870098","-73.861407","212","12","342","2055756","2045740021","Allerton-Pelham Gardens"
"56823","Bronx","1182","CLAY AVENUE","12","2017-10-27T00:00:00.000","Discharged","10456","40.831748","-73.910954","204","16","17701","2002077","2024260054","East Concourse-Concourse Village"
"56833","Bronx","1208","CLAY AVENUE","11","2016-10-20T00:00:00.000","Discharged","10456","40.832475","-73.910555","204","16","17701","2002083","2024260060","East Concourse-Concourse Village"
"56846","Bronx","1264","CLAY AVENUE","20","2017-11-15T00:00:00.000","Discharged","10456","40.833724","-73.909835","204","16","17701","2002099","2024270016","East Concourse-Concourse Village"
"56848","Bronx","1272","CLAY AVENUE","12","2015-10-21T00:00:00.000","Discharged","10456","40.833844","-73.909762","204","16","17701","2002101","2024270019","East Concourse-Concourse Village"
"57770","Bronx","1220","COLLEGE AVENUE","11","2015-10-21T00:00:00.000","Discharged","10456","40.833205","-73.913109","204","16","175","2002292","2024350014","East Concourse-Concourse Village"
"57815","Bronx","1311","COLLEGE AVENUE","26","2017-10-27T00:00:00.000","Discharged","10456","40.835981","-73.911501","204","16","17702","2007287","2027850067","East Concourse-Concourse Village"
"60040","Bronx","861","CROTONA PARK NORTH","16","2019-10-30T00:00:00.000","Discharged","10460","40.839569","-73.889646","206","17","367","2010092","2029570009","East Tremont"
"60447","Bronx","1824","DAVIDSON AVENUE","47","2016-10-24T00:00:00.000","Discharged","10453","40.849752","-73.912","205","14","217","2008372","2028610135","University Heights-Morris Heights"
"60471","Bronx","2059","DAVIDSON AVENUE","21","2016-10-24T00:00:00.000","Discharged","10453","40.854231","-73.908144","205","14","251","2014158","2031930028","University Heights-Morris Heights"
"60793","Bronx","2553","DECATUR AVENUE","15","2017-10-27T00:00:00.000","Discharged","10458","40.86236","-73.891282","207","15","39901","2016323","2032750050","Bedford Park-Fordham North"
"60825","Bronx","2704","DECATUR AVENUE","27","2017-10-27T00:00:00.000","Discharged","10458","40.865025","-73.888584","207","15","40502","2016375","2032780003","Bedford Park-Fordham North"
"60873","Bronx","2860","DECATUR AVENUE","48","2018-10-03T00:00:00.000","Discharged","10458","40.86764","-73.884816","207","15","40702","2016424","2032790062","Bedford Park-Fordham North"
"61064","Bronx","3569","DEKALB AVENUE","54","2019-10-30T00:00:00.000","Discharged","10467","40.884184","-73.878979","207","11","431","2017838","2033290040","Norwood"
"62591","Bronx","439","EAST 135 STREET","10","2017-10-27T00:00:00.000","Discharged","10454","40.806569","-73.922839","201","8","25","2000207","2022800060","Mott Haven-Port Morris"
"62720","Bronx","699","EAST 137 STREET","23","2018-10-03T00:00:00.000","Active","10454","40.804496","-73.914082","201","8","2702","2003795","2025660026","Mott Haven-Port Morris"
"62821","Bronx","526","EAST 138 STREET","29","2019-10-30T00:00:00.000","Discharged","10454","40.807249","-73.918533","201","8","25","2000039","2022650033","Mott Haven-Port Morris"
"62913","Bronx","378","EAST 139 STREET","10","2018-10-03T00:00:00.000","Discharged","10454","40.810109","-73.923204","201","8","39","2000589","2023010021","Mott Haven-Port Morris"
"62967","Bronx","537","EAST 139 STREET","21","2018-10-03T00:00:00.000","Discharged","10454","40.807918","-73.917972","201","8","39","2000084","2022670065","Mott Haven-Port Morris"
"63265","Bronx","536","EAST 142 STREET","11","2014-10-06T00:00:00.000","Discharged","10454","40.809935","-73.916369","201","8","41","2000098","2022680020","Mott Haven-Port Morris"
"63921","Bronx","377","EAST 153 STREET","24","2016-10-20T00:00:00.000","Discharged","10455","40.819136","-73.917427","201","17","67","2001699","2024000033","Melrose South-Mott Haven North"
"64058","Bronx","497","EAST 156 STREET","20","2014-10-06T00:00:00.000","Discharged","10455","40.819873","-73.912361","201","17","71","2001187","2023640022","Melrose South-Mott Haven North"
"64076","Bronx","727","EAST 156 STREET","25","2019-10-30T00:00:00.000","Discharged","10455","40.818282","-73.906723","201","17","77","2004589","2026460039","Melrose South-Mott Haven North"
"64089","Bronx","809","EAST 156 STREET","4","2014-10-06T00:00:00.000","Discharged","10455","40.817659","-73.903946","201","17","79","2004980","2026760019","Melrose South-Mott Haven North"
"64403","Bronx","422","EAST 161 STREET","10","2015-10-21T00:00:00.000","Discharged","10451","40.823933","-73.913002","203","17","141","2001493","2023820014","Morrisania-Melrose"
"64403","Bronx","422","EAST 161 STREET","10","2018-10-04T00:00:00.000","Discharged","10451","40.823933","-73.913002","203","17","141","2001493","2023820014","Morrisania-Melrose"
"64641","Bronx","851","EAST 163 STREET","36","2019-10-31T00:00:00.000","Discharged","10459","40.822053","-73.900326","202","17","12901","2005206","2026900100","Longwood"
"64839","Bronx","865","EAST 165 STREET","12","2019-10-30T00:00:00.000","Discharged","10459","40.823922","-73.899153","202","17","131","2005248","2026910044","Longwood"
"64956","Bronx","494","EAST 167 STREET","17","2017-10-27T00:00:00.000","Discharged","10456","40.829607","-73.907076","203","16","185","2001296","2023710029","Morrisania-Melrose"
"64966","Bronx","584","EAST 167 STREET","12","2017-04-17T00:00:00.000","Discharged","10456","40.828697","-73.904649","203","16","185","2004263","2026130017","Morrisania-Melrose"
"65593","Bronx","346","EAST 173 STREET","20","2019-10-30T00:00:00.000","Discharged","10457","40.843477","-73.905394","204","16","22902","2007315","2027900018","Mount Hope"
"65741","Bronx","701","EAST 175 STREET","20","2014-10-06T00:00:00.000","Discharged","10457","40.842784","-73.893323","206","17","36902","2009949","2029490039","East Tremont"
"65741","Bronx","701","EAST 175 STREET","20","2018-10-03T00:00:00.000","Discharged","10457","40.842784","-73.893323","206","17","36902","2009949","2029490039","East Tremont"
"65791","Bronx","124","EAST 176 STREET","71","2019-10-30T00:00:00.000","Discharged","10453","40.848108","-73.90906","205","14","22701","2007883","2028260027","Mount Hope"
"65814","Bronx","265","EAST 176 STREET","21","2015-10-21T00:00:00.000","Discharged","10457","40.847382","-73.904373","205","15","23302","2007568","2028020044","Mount Hope"
"65858","Bronx","878","EAST 176 STREET","21","2019-10-30T00:00:00.000","Discharged","10460","40.840881","-73.887508","206","17","367","2010121","2029580050","East Tremont"
"65867","Bronx","105","EAST 177 STREET","46","2015-11-12T00:00:00.000","Discharged","10453","40.849617","-73.907709","205","14","23301","2007635","2028060001","Mount Hope"
"65935","Bronx","63","EAST 177 STREET","12","2017-10-27T00:00:00.000","Discharged","10453","40.849834","-73.908797","205","14","23301","2007920","2028280042","Mount Hope"
"66100","Bronx","54","EAST 179 STREET","27","2013-10-03T00:00:00.000","Discharged","10453","40.852125","-73.907442","205","14","241","2007926","2028290009","Mount Hope"
"66415","Bronx","546","EAST 182 STREET","25","2018-10-03T00:00:00.000","Discharged","10457","40.852905","-73.892436","206","15","37504","2011528","2030480030","East Tremont"
"66750","Bronx","689","EAST 187 STREET","6","2016-10-20T00:00:00.000","Discharged","10458","40.854334","-73.885034","206","15","389","2012546","2030900031","Belmont"
"66780","Bronx","311","EAST 188 STREET","11","2017-10-27T00:00:00.000","Discharged","10458","40.860675","-73.895077","205","15","39902","2011050","2030230098","Bedford Park-Fordham North"
"66884","Bronx","357","EAST 193 STREET","11","2019-10-30T00:00:00.000","Discharged","10458","40.863207","-73.891049","207","15","39901","2016343","2032760035","Bedford Park-Fordham North"
"67128","Bronx","206","EAST 198 STREET","26","2016-10-24T00:00:00.000","Discharged","10458","40.869896","-73.890547","207","15","40302","2017146","2033040126","Bedford Park-Fordham North"
"67520","Bronx","374","EAST 209 STREET","27","2019-10-30T00:00:00.000","Discharged","10467","40.876199","-73.873349","207","11","42901","2018585","2033550037","Norwood"
"68346","Bronx","712","EAST 216 STREET","7","2019-10-30T00:00:00.000","Discharged","10467","40.881211","-73.863257","212","12","390","2057900","2046630021","Williamsbridge-Olinville"
"69315","Bronx","864","EAST 221 STREET","7","2016-10-20T00:00:00.000","Discharged","10467","40.883448","-73.857232","212","12","396","2058602","2046790073","Williamsbridge-Olinville"
"72742","Bronx","278","EAST 237 STREET","17","2019-10-30T00:00:00.000","Active","10470","40.898837","-73.868445","212","11","44902","2019149","2033770051","Woodlawn-Wakefield"
"73532","Bronx","261","EAST BURNSIDE AVENUE","20","2015-10-21T00:00:00.000","Discharged","10457","40.851476","-73.902328","205","15","381","2013678","2031560091","Mount Hope"
"73803","Bronx","359","EAST MOSHOLU PARKWAY NORTH","21","2017-10-27T00:00:00.000","Discharged","10467","40.870931","-73.880124","207","11","425","2017935","2033320087","Norwood"
"74905","Bronx","264","ECHO PLACE","27","2014-10-06T00:00:00.000","Discharged","10457","40.849583","-73.903976","205","15","23502","2007710","2028090031","Mount Hope"
"77585","Bronx","805","FAIRMOUNT PLACE","35","2018-10-03T00:00:00.000","Discharged","10460","40.842664","-73.888943","206","17","36502","2010049","2029550040","East Tremont"
"77973","Bronx","3349","FENTON AVENUE","3","2019-10-30T00:00:00.000","Active","10469","40.875282","-73.847547","212","12","364","2060747","2047370017","Eastchester-Edenwald-Baychester"
"78261","Bronx","1056","FINDLAY AVENUE","9","2017-10-27T00:00:00.000","Discharged","10456","40.829253","-73.914404","204","16","175","2002224","2024330046","East Concourse-Concourse Village"
"78361","Bronx","1359","FINDLAY AVENUE","11","2013-10-02T00:00:00.000","Discharged","10456","40.836677","-73.909964","204","16","17702","2007201","2027830052","East Concourse-Concourse Village"
"81436","Bronx","1750","GRAND AVENUE","52","2019-10-30T00:00:00.000","Discharged","10453","40.849341","-73.913428","205","14","217","2008514","2028670118","University Heights-Morris Heights"
"81669","Bronx","1236","GRAND CONCOURSE","30","2018-10-03T00:00:00.000","Discharged","10456","40.835266","-73.916955","204","16","17901","2002767","2024570010","East Concourse-Concourse Village"
"81739","Bronx","1881","GRAND CONCOURSE","17","2018-10-04T00:00:00.000","Discharged","10453","40.848842","-73.906539","205","14","23301","2007631","2028050056","Mount Hope"
"81766","Bronx","2060","GRAND CONCOURSE","40","2019-10-30T00:00:00.000","Discharged","10457","40.852791","-73.903295","205","15","23502","2013629","2031560003","Mount Hope"
"81866","Bronx","2701","GRAND CONCOURSE","65","2014-10-06T00:00:00.000","Discharged","10468","40.867269","-73.893479","207","14","40304","2017427","2033140051","Van Cortlandt Village"
"82201","Bronx","3804","GREYSTONE AVENUE","40","2019-10-30T00:00:00.000","Discharged","10463","40.887609","-73.905219","208","11","335","2084037","2057790810","North Riverdale-Fieldston-Riverdale"
"84203","Bronx","2709","HEATH AVENUE","37","2016-10-20T00:00:00.000","Discharged","10463","40.871495","-73.905434","207","14","269","2015177","2032390077","Kingsbridge Heights"
"85467","Bronx","1160","HOE AVENUE","10","2017-10-27T00:00:00.000","Discharged","10459","40.827633","-73.890883","203","17","12101","2006168","2027520017","Morrisania-Melrose"
"85470","Bronx","1163","HOE AVENUE","10","2017-10-27T00:00:00.000","Discharged","10459","40.827672","-73.890905","203","17","125","2006063","2027450036","Morrisania-Melrose"
