"date","project_id","title","borough","level_of_review","agency","certificate_number","public_private","action","project_type"
"2021-11-15T00:00:00.000","22512","Construction of Lorraine Hansberry Plaza, Tenth Avenue between West 48th Street and West 49th Street, Manhattan","Manhattan","Final","DPR/DEP","27941","Public","Calendared for Consent","Landscape architecture"
"2021-11-15T00:00:00.000","22511","Construction of ADA ramps and restoration of the Conservatory Garden, Phase II, Central Park, Fifth Avenue at East 105th Street, Manhattan","Manhattan","Final","DPR/CPC","27940","Public","Calendared for Consent","Landscape architecture"
"2021-11-15T00:00:00.000","22510","Installation of a flagpole, benches, and adjacent site work (9/11 Memorial Grove) Ferry Point Park west of the Whitestone Bridge, between the Hutchinson River Parkway and the East River, Bronx","Bronx","Final","DPR","27939","Public","Calendared for Consent","Landscape architecture"
"2021-11-15T00:00:00.000","22509","Construction of dunes, ramps, and accessible pathways, Rockaway Beach between Beach 9th Street and Beach 149th Street, Rockaway Park, Queens","Queens","Final","DPR","27938","Public","Calendared for Consent","Landscape architecture"
"2021-11-15T00:00:00.000","22508","Construction of an adult fitness area, Classic Playground, Van Cortlandt Park, Van Cortlandt Park South between Orloff Avenue and Gouverneur Avenues, Bronx","Bronx","Final","DPR","27937","Public","Calendared for Consent","Landscape architecture"
"2021-11-15T00:00:00.000","22506","Construction of an education building, Queens Botanical Garden, 43-50 Main Street, Elder Avenue between 134th Street and 136th Street, Flushing, Queens","Queens","Final","DDC/DPR/DCLA","27929","Public","Calendared for Consent","Architecture"
"2021-11-15T00:00:00.000","22505","Installation of rooftop equipment and chemical addition equipment, Main Building, Oakwood Beach Wastewater Resource Recovery Facility, 751 Mill Road, Staten Island","Staten Island","Preliminary and Final","DEP","27930","Public","Calendared for Consent","Building systems & Modifications"
"2021-11-15T00:00:00.000","22504","Installation of louvers (Suite 704), Building 303 (formerly Building 399), Sands Street between Navy Street, Third Street, and Chauncey Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","27922","Private","Calendared for Consent","Building systems & Modifications"
"2021-11-15T00:00:00.000","22503","Conservation and reinstallation of Grand Finale of an Opera (1938) and Circus (1938) by Max Spivak, Astoria Library, 14-01 Astoria Boulevard, Astoria, Queens","Queens","Preliminary","DCLA%/DDC/QL","27927","Public","Calendared for Consent","Artwork"
"2021-11-15T00:00:00.000","22502","Installation of louvers (Suite 504), Building 303 (formerly Building 399), Sands Street between Navy Street, Third Street, and Chauncey Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","27921","Private","Calendared for Consent","Building systems & Modifications"
"2021-11-15T00:00:00.000","22501","Installation of rooftop telecommunications equipment, Building 77, Brooklyn Navy Yard Industrial Park, 63 Flushing Avenue, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","27923","Private","Calendared for Consent","Building systems & Modifications"
"2021-11-15T00:00:00.000","22500","Construction of a garden shed, Edgemere Coalition Community Garden, 4-80 Beach 43rd Street, Far Rockaway, Queens","Queens","Preliminary and Final","DPR","27934","Public","Calendared for Committee and Consent","Architecture"
"2021-11-15T00:00:00.000","22499","Installation of Paradise Parados by Teresita Fernandez, Robert W. Wilson Sculpture Terrace at BAM Strong (formerly the Brooklyn Academy of Music Harvey Theater), 651 Fulton Street, Brooklyn","Brooklyn","Final","DCLA","27926","Public and Private","Calendared for Consent","Artwork"
"2021-11-15T00:00:00.000","22498","Rehabilitation of masonry façade elements, Heckscher Building, 1230 Fifth Avenue, Manhattan","Manhattan","Preliminary and Final","DCAS","27925","Public and Private","Calendared for Consent","Building systems & Modifications"
"2021-11-15T00:00:00.000","22489","Reconstruction of the esplanade and adjacent site work (Lower Manhattan Coastal Resiliency), The Battery, Battery Place, State Street, Peter Minuit Plaza, and the Upper New York Bay, Manhattan","Manhattan","Preliminary","EDC/DPR","27945","Public","Calendared for Consent","Distinctive sidewalks"
"2021-11-15T00:00:00.000","22488","Installation of security bollards, 240 Greenwich Street, Manhattan","Manhattan","Preliminary and Final","DOT","27933","Public","Calendared for Consent","Landscape architecture"
"2021-11-15T00:00:00.000","22483","Construction of a garage, Bronx Districts 9/10/11, 800-850 Zerega Avenue, Bronx","Bronx","Final","DSNY","27942","Public","Calendared for Consent","Architecture"
"2021-11-15T00:00:00.000","22482","Long term loan of Thomas Jefferson (1833) by Pierre-Jean David (David D'Angers), City Council Chamber, City Hall to the New-York Historical Society, 170 Central Park West, Manhattan","Manhattan","Preliminary","DCAS","27924","Public","Calendared for Committee and Consent","Artwork"
"2021-11-15T00:00:00.000","22453","Construction of a distinctive sidewalk as part of the Downtown Brooklyn and Fulton Mall streetscape master plan, 9 DeKalb Avenue, Flatbush Avenue, DeKalb Avenue, and Fleet Street, Brooklyn","Brooklyn","Preliminary","DOT","27931","Public and Private","Calendared for Consent","Distinctive sidewalks"
"2021-11-15T00:00:00.000","22450","Design of a prototypical streetscape toolkit as part of the Downtown Brooklyn and Fulton Mall streetscape master plan, Brooklyn","Brooklyn","Preliminary","DOT","27932","Public and Private","Calendared for Consent","Street furniture"
"2021-11-15T00:00:00.000","22404","Installation of The Feeling is Mutual by Justin Valdes, Arverne Community Library, 312 Beach 54th Street, Arverne, Queens","Queens","Conceptual","DCLA%/DDC/QL","27920","Public","Calendared for Consent","Artwork"
"2021-11-15T00:00:00.000","21551","Installation of Möbiusky by Eduardo Coimbra, Bronx Animal Care Center, 2050 Bartow Avenue at Co-Op City Boulevard, Bronx","Bronx","Conceptual","DCLA%/DDC/DOHMH","27919","Public","Calendared for Consent","Artwork"
"2021-11-15T00:00:00.000","22369","Installation of Flexus by Grimanesa Amorós, Harper Street Yard, 30-01 Harper Street, Corona, Queens","Queens","Conceptual","DCLA%/DDC/DOT","27947","Public","Calendared for Public Hearing","Artwork"
"2021-11-15T00:00:00.000","22367","Construction of a boathouse, and adjacent site work, Sherman Creek Park, 3725 Tenth Avenue, Harlem River Drive, Academy Street, and Sherman Creek, Manhattan","Manhattan","Final","DPR","27935","Public and Private","Calendared for Consent","Architecture"
"2021-10-18T00:00:00.000","22468","Construction of Thursby Basin Park, Elizabeth Road, Beach 63rd Street, Thursby Avenue, and Sommerville Basin, Arverne, Queens","Queens","Final","DPR","27912","Public","Calendared for Consent","Landscape architecture"
"2021-10-18T00:00:00.000","22482","Long term loan of Thomas Jefferson (1833) by Pierre-Jean David (David D'Angers), City Council Chamber, City Hall to the New-York Historical Society, 170 Central Park West, Manhattan","Manhattan","Preliminary","DCAS","27899","Public","Calendared for Public Hearing","Artwork"
"2021-10-18T00:00:00.000","22481","Reconstruction of the Baptist Church Road Bridge over Hunter Brook, Baptist Church Road between Croton Avenue and Hunterbrook Road, Town of Yorktown, Westchester County","Upstate","Preliminary and Final","DEP","27905","Public","Calendared for Consent","Bridge"
"2021-10-18T00:00:00.000","22480","Reconstruction of a roof, Engine Company 325, 41-24 51st Street, Woodside, Queens","Queens","Preliminary and Final","FDNY","27918","Public","Calendared for Consent","Architecture"
"2021-10-18T00:00:00.000","22479","Construction of a fenced-in area, including an ADA lift and planters, 309 East 119th Street, Manhattan","Manhattan","Preliminary and Final","DOT","27906","Public","Calendared for Consent","Landscape architecture"
"2021-10-18T00:00:00.000","22478","Installation of rooftop mechanical equipment, 77th Precinct Annex, 653 Grand Avenue, Brooklyn","Brooklyn","Preliminary and Final","DDC","27901","Public","Calendared for Consent","Building systems & Modifications"
"2021-10-18T00:00:00.000","22477","Installation of metal panels, rooftop mechanical unit, and signage (Target and CVS Pharmacy), 700 Exterior Street, Bronx","Bronx","Preliminary and Final","EDC","27917","Private","Calendared for Consent","Building systems & Modifications"
"2021-10-18T00:00:00.000","22476","Installation of rooftop HVAC equipment, Garage Building, 1801 Richmond Terrace, Port Richmond Wastewater Resource Recovery Facility, Staten Island","Staten Island","Preliminary and Final","DEP","27904","Public","Calendared for Consent","Building systems & Modifications"
"2021-10-18T00:00:00.000","22475","Construction of an open space area for animal statues, Flushing Meadows Corona Park, Corona, Queens","Queens","Preliminary and Final","DPR","27909","Public","Calendared for Consent","Landscape architecture"
"2021-10-18T00:00:00.000","22474","Reconstruction of a portion of Linden Park, adjacent to J.H.S. 166, Van Siclen Avenue and Stanley Avenue, Brooklyn","Brooklyn","Final","DPR","27916","Public","Calendared for Consent","Landscape architecture"
"2021-10-18T00:00:00.000","22473","Reconstruction of a playground, Linden Park, Van Siclen Avenue and Stanley Avenue, Brooklyn","Brooklyn","Final","DPR","27915","Public","Calendared for Consent","Landscape architecture"
"2021-10-18T00:00:00.000","22472","Installation of an ADA ramp and adjacent site work, 80 Centre Street, Manhattan","Manhattan","Final","DDC/DOT","27902","Public","Calendared for Consent","Landscape architecture"
"2021-10-18T00:00:00.000","22471","Reconstruction of Tide Gate Bridge over Flushing Creek and reconstruction of a control house, Meridian Road, Avenue of Commerce, Avenue of Progress, and Avenue of Enterprise, Flushing Meadows Corona Park, Corona, Queens","Queens","Final","DDC/DPR/DOT","27903","Public","Calendared for Consent","Bridge"
"2021-10-18T00:00:00.000","22470","Reconstruction of Daniel M. O’Connell Playground, 196th Street, 113th Avenue, and 197th Street, St. Albans, Queens","Queens","Preliminary and Final","DPR","27910","Public","Calendared for Consent","Landscape architecture"
"2021-10-18T00:00:00.000","22469","Reconstruction of a playground, Frederick Cabell Park (Cambria Heights Playground), Francis Lewis Boulevard and 121st Avenue, Cambria Heights, Queens","Queens","Preliminary","DPR","27908","Public","Calendared for Consent","Landscape architecture"
"2021-10-18T00:00:00.000","22467","Reconstruction of a playground, John J. Carty Park, Fort Hamilton Expressway between 95th Street and 97th Street, Brooklyn","Brooklyn","Final","DPR","27914","Public","Calendared for Consent","Landscape architecture"
"2021-10-18T00:00:00.000","22466","Installation of a synthetic turf and adjacent site work, Bennett Park, Fort Washington Avenue, West 183rd Street, Pinehurst Avenue, and West 185th Street, Manhattan","Manhattan","Final","DPR","27913","Public","Calendared for Consent","Landscape architecture"
"2021-10-18T00:00:00.000","22449","Installation of The Phoenix Ladder by Shellyne Rodriguez, Grand Concourse Boulevard, Grand Concourse Service Road, Morris Avenue, and Henwood Place, Bronx","Bronx","Preliminary","DCLA%/DDC/DOT","27900","Public","Calendared for Consent","Artwork"
"2021-10-18T00:00:00.000","22448","Construction of an office building, boat lift dock, and adjacent site work, World’s Fair Marina, Flushing Bay Promenade and Marina Road, Flushing Meadows Corona Park, Corona Queens","Queens","Final","DPR","27911","Public and Private","Calendared for Consent","Architecture"
"2021-10-18T00:00:00.000","22437","Construction of a dog run, Riverside Park, Riverside Drive at West 142nd Street, Manhattan","Manhattan","Preliminary","DPR","27907","Public","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","18624","Reconstruction of the esplanade Harlem River Greenway as part of the Manhattan Waterfront Greenway, Harlem River Drive between East 125th Street and East 132nd Street, Manhattan","Manhattan","Preliminary","EDC/DPR/DOT","27891","Public","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","22461","Construction of an ADA ramp, 5502 5th Avenue, Brooklyn","Brooklyn","Preliminary and Final","DOT","27870","Public","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","22458","Installation of Water Offering by William Lamson, Queens Botanical Garden, 43-50 Main Street, Elder Avenue between 134th Street and 136th Street, Flushing, Queens","Queens","Conceptual","DCLA%/DDC/DPR/DCLA","27896","Public","Calendared for Public Hearing","Artwork"
"2021-09-20T00:00:00.000","22457","Installation of The Fore by Katrín Sigurdardóttir, Rego Park Library, 91-41 63rd Drive, Rego Park, Queens","Queens","Conceptual","DCLA%/DDC/QL","27894","Public","Calendared for Public Hearing","Artwork"
"2021-09-20T00:00:00.000","22456","Construction of two soundstage buildings, a parking structure and lot, rehabilitation of two industrial buildings, and adjacent site work, (Steiner Studios Sequel), Made in NY-South Campus, Bush Terminal, between 43rd Street, 1st Avenue, and 51st Street, Brooklyn","Brooklyn","Preliminary","EDC","27888","Private","Calendared for Consent","Architecture"
"2021-09-20T00:00:00.000","22444","Construction of an education building, Queens Botanical Garden, 43-50 Main Street, Elder Avenue between 134th Street and 136th Street, Flushing, Queens","Queens","Preliminary","DDC/DPR/DCLA","27895","Public","Calendared for Public Hearing","Architecture"
"2021-09-20T00:00:00.000","22443","Construction of a café kiosk (German Doner Kebab), Columbus Park, Joralemon Street between Court Street and Brooklyn Bridge Boulevard, east of Brooklyn Borough Hall, Brooklyn","Brooklyn","Final","DPR","27884","Private","Calendared for Consent","Architecture"
"2021-09-20T00:00:00.000","22442","Reconstruction of Captain Dermody Triangle, 216th Street and 48th Avenue, Oakland Gardens, Queens","Queens","Final","DPR","27885","Public","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","22441","Installation of handrails, Morningside Park, near Morningside Drive and West 113th Street, Manhattan","Manhattan","Preliminary","DPR","27879","Public","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","22440","Installation of gas-line conduit, 472 2nd Avenue, Brooklyn","Brooklyn","Preliminary and Final","EDC","27889","Public","Calendared for Consent","Building systems & Modifications"
"2021-09-20T00:00:00.000","22439","Construction of a parking lot and adjacent site work, Cary Leeds Tennis Center, Crotona Avenue between Claremont Parkway and Crotona Park North, Crotona Park, Bronx","Bronx","Preliminary","DPR","27875","Public and Private","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","22438","Installation of an emergency generator hook-up system, Communications Center, Tallman Island Wastewater Resource Recovery Facility, 127-01 Powell's Cove Boulevard, Queens","Queens","Preliminary and Final","DEP","27866","Public","Calendared for Consent","Building systems & Modifications"
"2021-09-20T00:00:00.000","22436","Construction of an air intake totem, Penn Station, 392 Seventh Avenue and 4 Penn Plaza at West 33rd Street between Seventh Avenue and Eighth Avenue, Manhattan","Manhattan","Preliminary and Final","DOT","27871","Public","Calendared for Consent","Street furniture"
"2021-09-20T00:00:00.000","22435","Installation of sports lighting, Curtis High School, 105 Hamilton Avenue, Staten Island","Staten Island","Preliminary and Final","DOE","27868","Public","Calendared for Consent","Distinctive lighting"
"2021-09-20T00:00:00.000","22433","Construction of The Breakneck Bridge over the Metro-North Railroad, Hudson Highlands Fjord Trail, Breakneck Point adjacent to Route 9D, Dutchess County","Upstate","Preliminary","DEP","27865","Public","Calendared for Consent","Bridge"
"2021-09-20T00:00:00.000","22432","Reconstruction of Berths 10 and 11 and the Small Boat Basin, between Dry Dock 6 and Pier G, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","27860","Public","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","22430","Construction of a parking garage and community facility as part of the Borough-Based Jails Program, Union Turnpike between 126th Street and 132nd Street, Kew Gardens, Queens","Queens","Final","DDC/DOT","27864","Public","Calendared for Consent","Architecture"
"2021-09-20T00:00:00.000","22429","Rehabilitation of the Arverne East Nature Preserve, Rockaway Beach between Beach 44th Street and Beach 56th Place, Arverne, Queens","Queens","Final","DPR/DOT","27886","Public","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","22419","Construction of a fenced-in area and stairs, 224 West 22nd Street, Manhattan","Manhattan","Preliminary and Final","DOT","27869","Public","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","22415","Installation of louvers (Suite 601), Building 303 (formerly Building 399), Sands Street between Navy Street, Third Street, and Chauncey Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","27859","Private","Calendared for Consent","Building systems & Modifications"
"2021-09-20T00:00:00.000","22414","Construction of a restaurant, parking lot, and adjacent site work, 2 Soundview Avenue, Clason Point Park, Bronx River Avenue, East River, Bronx","Bronx","Preliminary","DPR","27876","Private","Calendared for Consent","Architecture"
"2021-09-20T00:00:00.000","22412","Installation of rooftop photovoltaic panels, 201-15 115th Avenue, Roy Wilkins School, Jamaica, Queens","Queens","Preliminary and Final","DOE","27867","Public","Calendared for Consent","Building systems & Modifications"
"2021-09-20T00:00:00.000","22409","Installation of signage (Shake Shack), High Line Park, 820 Washington Street at Gansevoort Street, Manhattan","Manhattan","Preliminary and Final","DPR/FHL","27887","Private","Calendared for Consent","Signage"
"2021-09-20T00:00:00.000","22408","Construction of a portion of the Jamaica Bay Greenway (Paerdegat Avenue North Connector), Flatlands Avenue from Ralph Avenue to East 76th Street, Paerdegat Avenue North from Flatlands Avenue to Paerdegat 2nd Street, Paerdegat Avenue North from Paerdegat 14th Street to Seaview Avenue, Brooklyn","Brooklyn","Preliminary and Final","DDC/DOT","27863","Public","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","22406","Reconstruction of Woodlawn Playground, Van Cortlandt Park, Van Cortlandt Park East between Oneida Avenue and Kepler Avenue, Bronx","Bronx","Preliminary","DPR","27881","Public","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","22405","Reconstruction of a guardrail, 3960 Broadway, Manhattan","Manhattan","Preliminary and Final","EDC","27890","Public","Calendared for Consent","Building systems & Modifications"
"2021-09-20T00:00:00.000","22399","Reconstruction of streetscape, including green infrastructure swales and tree pits, Edgemere Avenue (Shore Front Parkway) between Beach 32nd and Beach 38th, Arverne East, Far Rockaway, Queens","Queens","Preliminary and Final","DOT/HPD","27873","Public","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","22394","Reconstruction of steps and a handrail, Coignet Building, 360 3rd Avenue, Brooklyn","Brooklyn","Preliminary and Final","DOT","27872","Public","Calendared for Consent","Building systems & Modifications"
"2021-09-20T00:00:00.000","22391","Rehabilitation of the Hammonds Cove Marina, 140 Reynolds Avenue, Bronx","Bronx","Preliminary","DPR","27882","Public and Private","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","22390","Reconstruction of a portion of Detective Keith L. Williams Park (formerly Liberty Park), Liberty Avenue, 173rd Street, and 172nd Street, Jamaica, Queens","Queens","Preliminary","DPR","27880","Public","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","22389","Construction of dunes, ramps, and accessible pathways, Rockaway Beach between Beach 9th Street and Beach 149th Street, Rockaway Park, Queens","Queens","Preliminary","DPR","27877","Public","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","22375","Installation of roll-up doors, Brooklyn Districts 1 & 4 Garage, 161 Varick Avenue, Brooklyn","Brooklyn","Preliminary and Final","DDC","27862","Public","Calendared for Consent","Building systems & Modifications"
"2021-09-20T00:00:00.000","22371","Installation of Emanativ by Eto Otitigbe, Harlem River Greenway as part of the Manhattan Waterfront Greenway, Harlem River Drive between East 125th Street and East 132nd Street, Manhattan","Manhattan","Conceptual","EDC/DPR","27898","Public","Calendared for Public Hearing","Artwork"
"2021-09-20T00:00:00.000","22370","Installation of Reflections by Oasa DuVerney, Eastern Parkway Library, 1044 Eastern Parkway, Brooklyn","Brooklyn","Conceptual","DCLA%/DDC/BPL","27897","Public","Calendared for Public Hearing","Artwork"
"2021-09-20T00:00:00.000","22367","Construction of a boathouse, and adjacent site work, Sherman Creek Park, 3725 Tenth Avenue, Harlem River Drive, Academy Street, and Sherman Creek, Manhattan","Manhattan","Final","DPR","27892","Public and Private","Calendared for Public Hearing","Architecture"
"2021-09-20T00:00:00.000","22356","Construction of Rego Park Library, 91-41 63rd Drive, Rego Park, Queens","Queens","Preliminary","DDC","27893","Public","Calendared for Public Hearing","Architecture"
"2021-09-20T00:00:00.000","22334","Installation of a flagpole, benches, and adjacent site work (9/11 Memorial Grove) Ferry Point Park west of the Whitestone Bridge, between the Hutchinson River Parkway and the East River, Bronx","Bronx","Preliminary","DPR","27878","Public","Calendared for Consent","Landscape architecture"
"2021-09-20T00:00:00.000","22333","Installation of a marker (NYC Marathon), West 67th Street east of West Drive, Central Park, Manhattan","Manhattan","Preliminary and Final","DPR","27883","Public and Private","Calendared for Consent","Signage"
"2021-09-20T00:00:00.000","22126","Installation of Questions Worth Having Answers To by Kameelah Janan Rasheed, Abolitionist Place (formerly Willoughby Square Park), Willoughby Street, Abolitionist Place (Duffield Street) and Gold Street, Brooklyn","Brooklyn","Conceptual","DCLA%/EDC","27861","Public","Calendared for Consent","Artwork"
"2021-09-20T00:00:00.000","22035","Conservation of Lafayette and Washington (1890) by Frederic-Auguste Bartholdi, Lafayette Square, Morningside Avenue, West 114th Street, and Manhattan Avenue, Manhattan","Manhattan","Preliminary","DPR","27874","Public","Calendared for Consent","Artwork"
"2021-07-19T00:00:00.000","22372","Reconstruction of Berth 9 between Dry Docks 5 and 6, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","27829","Public","Calendared for Consent","Building systems & Modifications"
"2021-07-19T00:00:00.000","22398","Construction of sidewalk extensions and pedestrian ramps, Morningside Drive between West 113th and West 114th Street, Manhattan","Manhattan","Preliminary and Final","DOT","27845","Public","Calendared for Consent","Landscape architecture"
"2021-07-19T00:00:00.000","22397","Installation of rooftop photovoltaic panels, P.S. 199 (Maurice A. Fitzgerald School), 39-20 48th Avenue, Sunnyside, Queens","Queens","Preliminary and Final","DOE","27841","Public","Calendared for Consent","Building systems & Modifications"
"2021-07-19T00:00:00.000","22396","Installation of rooftop photovoltaic panels, Lafayette Educational Campus, 2630 Benson Avenue, Brooklyn","Brooklyn","Preliminary and Final","DOE","27840","Public","Calendared for Consent","Building systems & Modifications"
"2021-07-19T00:00:00.000","22393","Reconstruction of a streetscape, including an expanded median, Delancey Street from Bowery Street to Clinton Street, Manhattan","Manhattan","Preliminary","DDC/DOT","27836","Public","Calendared for Consent","Landscape architecture"
"2021-07-19T00:00:00.000","22387","Reconstruction of a plaza, 300 Cadman Plaza West (One Pierrepont Plaza), Brooklyn","Brooklyn","Final","EDC","27856","Public","Calendared for Consent","Landscape architecture"
"2021-07-19T00:00:00.000","22386","Reconstruction of the playground, Scarangella Park, West 13th Street, Avenue V, and Stillwell Avenue, Brooklyn","Brooklyn","Preliminary","DPR","27851","Public","Calendared for Consent","Landscape architecture"
"2021-07-19T00:00:00.000","22385","Reconstruction of the playground, Captain Mario Fajardo Park, Kissena Boulevard and Booth Memorial Avenue, Flushing, Queens","Queens","Preliminary","DPR","27850","Public","Calendared for Consent","Landscape architecture"
"2021-07-19T00:00:00.000","22384","Reconstruction of the basketball court, Sol Bloom Playground, adjacent to P.S 84 (The Lillian Weber School of the Arts), Columbus Avenue between West 91st Street and West 92nd Street, Manhattan","Manhattan","Preliminary","DPR","27849","Public","Calendared for Consent","Landscape architecture"
"2021-07-19T00:00:00.000","22383","Reconstruction of Russell Pedersen Playground 83rd Street, Colonial Road, and 85th Street, Brooklyn","Brooklyn","Preliminary","DPR","27848","Public","Calendared for Consent","Landscape architecture"
"2021-07-19T00:00:00.000","22382","Reconstruction of Dyckman Rest, Highbridge Park, Nagle Avenue, Dyckman Street, and Fort George Hill, Manhattan","Manhattan","Preliminary","DPR","27847","Public","Calendared for Consent","Landscape architecture"
"2021-07-19T00:00:00.000","22380","Installation of a rooftop condenser unit, 625 Atlantic Avenue, Brooklyn","Brooklyn","Preliminary and Final","EDC","27855","Private","Calendared for Consent","Building systems & Modifications"
"2021-07-19T00:00:00.000","22379","Replacement of a foundation and façade repairs, Bronx Districts 7 & 8 Garage, 423 West 215th Street, Manhattan","Manhattan","Preliminary and Final","DSNY","27854","Public","Calendared for Consent","Building systems & Modifications"
"2021-07-19T00:00:00.000","22378","Rehabilitation of a façade and construction of a fueling station, Bronx District 12 Garage, 1635 East 233rd Street, Bronx","Bronx","Preliminary and Final","DSNY","27853","Public","Calendared for Consent","Building systems & Modifications"
"2021-07-19T00:00:00.000","22377","Installation of rooftop photovoltaic panels, P.S. 21 (Philip H. Sheridan School), 715 E 225th St, Bronx","Bronx","Preliminary and Final","DOE","27843","Public","Calendared for Consent","Building systems & Modifications"
"2021-07-19T00:00:00.000","22376","Installation of rooftop photovoltaic panels, P.S. 197 (John B. Russwurm School), 2230 Fifth Avenue, Manhattan","Manhattan","Preliminary and Final","DOE","27842","Public","Calendared for Consent","Building systems & Modifications"
"2021-07-19T00:00:00.000","22374","Rehabilitation of the façade, Building 5, 7th Avenue, Paulding Street, 8th Avenue, and Farragut Street, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","27831","Public","Calendared for Consent","Building systems & Modifications"
"2021-07-19T00:00:00.000","22373","Rehabilitation of the façade, Building 3, 7th Floor, South Street between 7th Avenue and 8th Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","Preliminary and Final","BNYDC","27830","Public","Calendared for Consent","Building systems & Modifications"
"2021-07-19T00:00:00.000","22368","Installation of The Hawk and the Heron by Tatiana Arocha, Music Hall, Snug Harbor Cultural Center, 1000 Richmond Terrace, Staten Island","Staten Island","Preliminary","DCLA%/DDC","27833","Public","Calendared for Consent","Artwork"
"2021-07-19T00:00:00.000","22365","Reconstruction of the Prospect Park Tennis Center, Prospect Park Parade Ground, Parkside Avenue between Coney Island Avenue and Parade Place, Brooklyn","Brooklyn","Preliminary","DPR","27852","Public and Private","Calendared for Consent","Architecture"
"2021-07-19T00:00:00.000","22364","Construction of EMS Station 17, 1257 Morris Avenue, Bronx","Bronx","Final","DDC/FDNY","27838","Public","Calendared for Consent","Architecture"
"2021-07-19T00:00:00.000","22363","Rehabilitation of the Corona Health Center, 34-33 Junction Boulevard, Jackson Heights, Queens","Queens","Final","DDC/DOHMH","27834","Public","Calendared for Consent","Architecture"
"2021-07-19T00:00:00.000","22357","Installation of a distinctive sidewalk, 1 Pennsylvania Plaza, Eighth Avenue, West 34th Street, Seventh Avenue, and West 33rd Street, Manhattan","Manhattan","Preliminary","DOT","27844","Public and Private","Calendared for Consent","Distinctive sidewalks"
"2021-07-19T00:00:00.000","22331","Reconstruction of Cuyler Gore Park, Green Avenue, Carlton Street, and Fulton Street, Brooklyn","Brooklyn","Preliminary","DPR","27846","Public","Calendared for Consent","Landscape architecture"
"2021-07-19T00:00:00.000","22226","Construction of a parking garage and community facility as part of the Borough-Based Jails Program, Union Turnpike between 126th Street and 132nd Street, Kew Gardens, Queens","Queens","Preliminary","DDC/DOT","27858","Public","Calendared for Public Hearing","Architecture"
"2021-07-19T00:00:00.000","22171","Construction of an electrical addition, Primary Sludge Pumping Station, Tallman Wastewater Resource Recovery Facility, 127-01 Powell’s Cove Boulevard, Queens","Queens","Preliminary and Final","DEP","27839","Public","Calendared for Consent","Architecture"
"2021-07-19T00:00:00.000","21943","Construction of a plaza, Osborn Street south of Belmont Avenue, Brooklyn","Brooklyn","Preliminary","DDC/DOT","27835","Public","Calendared for Consent","Landscape architecture"
"2021-07-19T00:00:00.000","21102","Installation of Life Could be a Dream by Jeffrey Gibson, 40th Police Precinct, 549 East 149th Street, Bronx","Bronx","Conceptual","DCLA%/DDC","27832","Public","Calendared for Consent","Artwork"
"2021-07-19T00:00:00.000","18548","Reconstruction of Tide Gate Bridge over Flushing Creek and reconstruction of a control house, Meridian Road, Avenue of Commerce, Avenue of Progress, and Avenue of Enterprise, Flushing Meadows Corona Park, Corona, Queens","Queens","Preliminary","DDC/DPR/DOT","27837","Public","Calendared for Consent","Bridge"
"2021-06-21T00:00:00.000","22283","Installation of Memory of a Forest by Blane de St. Croix, Emergency Medical Station 17 (EMS 17), 1257 Morris Avenue, Bronx","Bronx","Conceptual","DCLA%/DDC","27805","Public","Calendared for Consent","Artwork"
"2021-06-21T00:00:00.000","22360","Installation of a distinctive sidewalk, 50 Hudson Yards, West 33rd Street, 10th Avenue, West 34th Street, and Hudson Boulevard East, Manhattan","Manhattan","Preliminary and Final","DOT","27814","Public","Calendared for Consent","Distinctive sidewalks"
"2021-06-21T00:00:00.000","22355","Rehabilitation of the façade, 96 Baxter Street, Manhattan","Manhattan","Preliminary and Final","HPD","27825","Private","Calendared for Consent","Building systems & Modifications"
