"trackerid","fmsid","title","summary","currentphase","designpercentcomplete","procurementpercentcomplete","constructionpercentcomplete","designstart","designprojectedcompletion","designadjustedcompletion","designactualcompletion","procurementstart","procurementprojectedcompletion","procurementadjustedcompletion","procurementactualcompletion","constructionstart","constructionprojectedcom","constructionadjustedcompletion","constructionactualcompletion","totalfunding","projectliaison","lastupdated","fundingsource","name","parkid","latitude","longitude","borough"
"4689","846 P-1CROUL7","Old Croton Aqueduct Signage Installation","This project will construct signage at several locations along the Old Croton Aqueduct.","completed","100.0","100.0","100.0","2010-06-01T00:00:00.000","2012-06-01T00:00:00.000","2015-09-01T00:00:00.000","2015-09-01T00:00:00.000","2015-09-01T00:00:00.000","2016-06-01T00:00:00.000",,"2016-06-01T00:00:00.000","2016-07-01T00:00:00.000","2017-07-01T00:00:00.000",,"2017-04-01T00:00:00.000","$353,000","Contact Us","2022-08-17T00:00:00.000","Mayoral","University Av bet W 174 St & W Tremont Av","X082","40.849006","-73.917574","Bronx"
"4689","846 P-1CROUL7","Old Croton Aqueduct Signage Installation","This project will construct signage at several locations along the Old Croton Aqueduct.","completed","100.0","100.0","100.0","2010-06-01T00:00:00.000","2012-06-01T00:00:00.000","2015-09-01T00:00:00.000","2015-09-01T00:00:00.000","2015-09-01T00:00:00.000","2016-06-01T00:00:00.000",,"2016-06-01T00:00:00.000","2016-07-01T00:00:00.000","2017-07-01T00:00:00.000",,"2017-04-01T00:00:00.000","$353,000","Contact Us","2022-08-17T00:00:00.000","Mayoral","NYC - Westchester County Line, Van Cortlandt Park S. bet. Broadway and Jerome Ave.","X092","40.895759","-73.885644","Bronx"
"4538","846 P-1AQWALK","Aqueduct Walk Plaza Reconstruction","This project will reconstruct the plaza, paths, and landscape in Aqueduct Walk.","completed","100.0","100.0","100.0","2015-03-01T00:00:00.000","2016-05-01T00:00:00.000","2017-02-01T00:00:00.000","2017-03-01T00:00:00.000","2017-03-01T00:00:00.000","2017-12-01T00:00:00.000","2018-08-01T00:00:00.000","2018-07-01T00:00:00.000","2018-10-01T00:00:00.000","2019-10-01T00:00:00.000",,"2019-10-01T00:00:00.000","$2,832,000","Mike Ortiz","2022-08-17T00:00:00.000","Borough PresidentCity CouncilMayoral","Aqueduct Avenue between West 180th Street and West 181st Street","X001","40.853109","-73.911628","Bronx"
"4642","846 P-1CROT14","Aqueduct Walk 182nd Street Comfort Station Construction","This project will construct a comfort station in Aqueduct Walk.","completed","100.0","100.0","100.0","2006-08-01T00:00:00.000","2013-12-01T00:00:00.000",,"2015-05-01T00:00:00.000","2015-05-01T00:00:00.000","2016-02-01T00:00:00.000","2016-07-01T00:00:00.000","2016-07-01T00:00:00.000","2016-09-01T00:00:00.000","2018-03-01T00:00:00.000","2019-03-01T00:00:00.000","2019-08-01T00:00:00.000","$1,356,000","Mike Ortiz","2022-08-17T00:00:00.000","Mayoral","Aqueduct Avenue East between West 182nd Street and West 183rd Street","X001A","40.858183","-73.908118","Bronx"
"10365","846 P-1AWRWR","Aqueduct Walk Retaining Wall Reconstruction","This project will reconstruct the retaining wall at Aqueduct Walk.","design","5.0","0.0","0.0","2021-12-01T00:00:00.000","2022-12-01T00:00:00.000",,,,,,,,,,,"Between $1 million and $3 million","Mike Ortiz","2022-08-17T00:00:00.000","Mayoral","between West 190th Street and West Fordham Road","X001A","40.856643","-73.909451","Bronx"
"9847","846 NDF-SOAQK","Aqueduct Walk Reconstruction at West Burnside Avenue","This project will construct an ADA-accessible entrance, pathways, a plaza, stairs, retaining walls, park security lighting and landscaping at Aqueduct Walk.","design","5.0","0.0","0.0","2021-06-01T00:00:00.000","2022-12-01T00:00:00.000",,,,,,,,,,,"Greater than $10 million","Mike Ortiz","2022-08-17T00:00:00.000","Mayoral","East of University Avenue between West 180th Street and West Burnside Avenue","X001A","40.855393","-73.910419","Bronx"
"4655","846 P-1CROT32","Aqueduct Walk 182nd Place Pathway Reconstruction","This project will install new pavements, curbs and fencing as well as reconstruct an existing staircase.  Plantings, trees and benches will be installed to complete the elevated walk experience.","completed","100.0","100.0","100.0","2011-05-01T00:00:00.000",,,"2012-01-01T00:00:00.000","2012-01-01T00:00:00.000","2012-10-01T00:00:00.000","2015-11-01T00:00:00.000","2012-12-01T00:00:00.000","2013-02-01T00:00:00.000","2014-08-01T00:00:00.000","2014-06-01T00:00:00.000","2014-06-01T00:00:00.000","$3,858,000","Mike Ortiz","2022-08-17T00:00:00.000","Mayoral","Kingsbridge Road and West 182nd Place, the Bronx","X001","40.86343306","-73.90348639","Bronx"
"9119","846 NDF-MORTN","Morton Playground Reconstruction","This project will reconstruct Morton Playground, including the basketball courts, play equipment, safety surface, water and drainage systems, park lighting, and landscaping.","completed","100.0","100.0","100.0","2018-09-01T00:00:00.000","2019-09-01T00:00:00.000",,"2019-09-01T00:00:00.000","2019-09-01T00:00:00.000","2020-06-01T00:00:00.000","2021-07-01T00:00:00.000","2021-04-01T00:00:00.000","2021-07-01T00:00:00.000","2022-07-01T00:00:00.000",,"2022-05-01T00:00:00.000","$4,918,000","Mike Ortiz","2022-08-17T00:00:00.000","Mayoral","University Avenue and Morton Place","X001","40.857635","-73.908681","Bronx"
"1378111","846 P-6SUSTN1","St. Albans Park Ballfield Lighting Reconstruction","This project will reconstruct the ballfield lighting at St. Albans Park with energy-efficient LED fixtures.","design-procurement","30.0","40.0","0.0","2021-10-01T00:00:00.000","2022-06-01T00:00:00.000",,,"2021-12-01T00:00:00.000","2022-05-01T00:00:00.000",,,,,,,"Less than $1 million","Cristin Leoutsakos","2022-08-17T00:00:00.000","Mayoral",,"Q051","40.693065","-73.779084","Queens"
"6255","846 P-4PLG13J","Queens General Site Work (QG-614MA)","This multisite contract will reconstruct pavements, fencing, drainage, play equipment, ballfields and miscellaneous site work in Queens.","completed","100.0","100.0","100.0","2013-11-01T00:00:00.000","2014-03-01T00:00:00.000","2014-06-01T00:00:00.000","2015-02-01T00:00:00.000","2015-02-01T00:00:00.000","2015-11-01T00:00:00.000","2016-07-01T00:00:00.000","2016-07-01T00:00:00.000","2016-08-01T00:00:00.000","2017-07-01T00:00:00.000",,"2017-05-01T00:00:00.000","$2,434,000","Mike Dockett","2022-08-17T00:00:00.000","Borough PresidentCity CouncilMayoral","Merrick Bl, 173 Pl, Sayers Av","Q051","40.693511","-73.777949","Queens"
"6255","846 P-4PLG13J","Queens General Site Work (QG-614MA)","This multisite contract will reconstruct pavements, fencing, drainage, play equipment, ballfields and miscellaneous site work in Queens.","completed","100.0","100.0","100.0","2013-11-01T00:00:00.000","2014-03-01T00:00:00.000","2014-06-01T00:00:00.000","2015-02-01T00:00:00.000","2015-02-01T00:00:00.000","2015-11-01T00:00:00.000","2016-07-01T00:00:00.000","2016-07-01T00:00:00.000","2016-08-01T00:00:00.000","2017-07-01T00:00:00.000",,"2017-05-01T00:00:00.000","$2,434,000","Mike Dockett","2022-08-17T00:00:00.000","Borough PresidentCity CouncilMayoral","224th Street & 101st Avenue","Q133","40.713109","-73.729513","Queens"
"6255","846 P-4PLG13J","Queens General Site Work (QG-614MA)","This multisite contract will reconstruct pavements, fencing, drainage, play equipment, ballfields and miscellaneous site work in Queens.","completed","100.0","100.0","100.0","2013-11-01T00:00:00.000","2014-03-01T00:00:00.000","2014-06-01T00:00:00.000","2015-02-01T00:00:00.000","2015-02-01T00:00:00.000","2015-11-01T00:00:00.000","2016-07-01T00:00:00.000","2016-07-01T00:00:00.000","2016-08-01T00:00:00.000","2017-07-01T00:00:00.000",,"2017-05-01T00:00:00.000","$2,434,000","Mike Dockett","2022-08-17T00:00:00.000","Borough PresidentCity CouncilMayoral","Southeast of Fence Running from 118th Road to Hospital","Q448","40.687021","-73.772853","Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","East 163 Street & Teller Avenue","X219","40.827102","-73.91431","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Southern Boulevard, Webster, Burke Avenues, Bronx Pak East, 180 Street","X002","40.860605","-73.871215","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Lafayette Avenue, Bronx Park, Burke Avenue, City Line","X004","40.890814","-73.864247","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","St. Raymond Avenue, Odell Street","X160","40.837338","-73.854029","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Hutchinson River Pkwy. E. bet. Wilkinson Ave. and E. 197 St.","X122","40.852779","-73.834582","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Fulton Avenue, Crotona Park North, South, East","X010","40.838136","-73.893443","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Crescent, 28 Streets, 36 Avenue, 37 Avenue","Q218","40.757245","-73.933249","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Adee & Tenboeck Avenues","X156","40.86979","-73.852808","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Felix & 75 Avenues & 60th Street","Q302","40.697537","-73.896669","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Bayside Avenue, 25th Avenue, 149 to 150 Streets","Q086","40.774617","-73.816665","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Grand Central Parkway., Whitestone Expressway between 111 Street and College Point Boulevard, Park Drive E","Q099","40.737444","-73.845704","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral",,"Q015","40.700909","-73.858548","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","3 Avenue, St. Pauls Place, Washington Avenue","X222","40.835721","-73.903433","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","E 158 st bet Eagle Av & Caildwell Av","X235","40.819882","-73.908839","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Palisade Avenue, Kappock Street & Independence Avenue","X080","40.881329","-73.919963","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","East 163 Street, Cauldwell Avenue & East 161 Street","X112","40.822863","-73.907349","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Hoffman Drive between 58 Avenue and Woodhaven Boulevard","Q360N","40.732802","-73.872122","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Vleigh Place & 141 Street","Q336","40.718018","-73.820585","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Morris Park, Tomlinson, Van Nest & Haight Avenues","X163","40.849058","-73.852119","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Queens Boulevard between 62 Avenue & 62 Road","Q401","40.732219","-73.865102","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","East 166 Street & Morris Avenue","X115","40.83128","-73.914733","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Vernon Boulevard, 33 Road, 34 Avenue, East River","Q048","40.766334","-73.940823","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Randall & Castle Hill Avenues","X203","40.819301","-73.849601","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Guy Brewer Boulevard, 134 Avenue","Q413","40.674128","-73.774415","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Jerome Avenue, East 193 Street, Creston Avenue, East 191 Street","X044","40.864612","-73.89909","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","St. Mary's Street, St. Ann's Avenue, East 149 Street, Jackson Avenue","X045","40.813878","-73.912799","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Broadway, Jerome Avenue, City Line, Van Cortlandt Park South","X092","40.891083","-73.893949","Bronx, Queens"
"5072","846 P-6ROOF9A","Bronx and Queens Roofing Systems Reconstruction (CNYG-3009M)","This project will reconstruct roofs at various park facilities in the Bronx and Queens.","completed","100.0","100.0","100.0","2006-12-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000",,"2010-09-01T00:00:00.000","2010-10-01T00:00:00.000","2013-10-01T00:00:00.000","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","$4,806,000","Cristin Leoutsakos","2022-08-17T00:00:00.000","Borough PresidentMayoral","Riverdale & Mosholu Avenues","X152","40.902446","-73.904939","Bronx, Queens"
"8670","846 P-5ARDTR","Arden Woods Trailhead Parking Construction","This project will construct an off-street parking lot and trailhead at Arden Woods.","completed","100.0","100.0","100.0","2016-12-01T00:00:00.000","2018-03-01T00:00:00.000","2018-12-01T00:00:00.000","2018-12-01T00:00:00.000","2018-12-01T00:00:00.000","2019-09-01T00:00:00.000","2020-11-01T00:00:00.000","2021-03-01T00:00:00.000","2021-04-01T00:00:00.000","2022-04-01T00:00:00.000",,"2021-11-01T00:00:00.000","$1,652,000","Joseph Homsey","2022-08-17T00:00:00.000","Borough PresidentMayoral","Arden Avenue between Kyle Court and Forest Green","R120","40.55808","-74.190937","Staten Island"
"9723","846 P-6TRAI20","Arden Woods Trail Construction","This project will construct hiking trails at Arden Woods.","construction","100.0","100.0","0.0","2020-03-01T00:00:00.000","2020-09-01T00:00:00.000",,"2020-07-01T00:00:00.000","2020-07-01T00:00:00.000","2021-03-01T00:00:00.000","2022-07-01T00:00:00.000","2022-06-01T00:00:00.000","2022-08-01T00:00:00.000","2023-07-01T00:00:00.000",,,"$567,000",,"2022-08-17T00:00:00.000","Borough PresidentCity CouncilMayoral","Between Arthur Kill Road and Woodrow Road","R120","40.556815","-74.191909","Staten Island"
"1024111","846 EXPENSE","Arrochar Playground Pavement Reconstruction","This project will reconstruct the pavement at Arrochar Playground.","completed","100.0","100.0","100.0","2015-03-01T00:00:00.000","2015-07-01T00:00:00.000",,"2015-06-01T00:00:00.000","2015-09-01T00:00:00.000","2016-02-01T00:00:00.000",,"2015-09-01T00:00:00.000","2015-10-01T00:00:00.000","2015-11-01T00:00:00.000",,"2015-11-01T00:00:00.000","$71,000","Joseph Homsey","2022-08-17T00:00:00.000","Mayoral",,"R062","40.597714","-74.071025","Staten Island"
