"pub_date","agency","agency_name","fyear","unipedname","agy_grp","city","total"
"20200416","002","Mayoralty","2021","Civilian","Mayoral Agencies & Elected Officials","1106","1331"
"20200416","002","Mayoralty","2022","Civilian","Mayoral Agencies & Elected Officials","1100","1325"
"20200416","002","Mayoralty","2023","Civilian","Mayoral Agencies & Elected Officials","1098","1298"
"20200416","002","Mayoralty","2024","Civilian","Mayoral Agencies & Elected Officials","1098","1298"
"20200416","003","Board of Elections","2021","Civilian","Mayoral Agencies & Elected Officials","1079","1079"
"20200416","003","Board of Elections","2022","Civilian","Mayoral Agencies & Elected Officials","1079","1079"
"20200416","003","Board of Elections","2023","Civilian","Mayoral Agencies & Elected Officials","1079","1079"
"20200416","003","Board of Elections","2024","Civilian","Mayoral Agencies & Elected Officials","1079","1079"
"20200416","004","Campaign Finance Board","2021","Civilian","Mayoral Agencies & Elected Officials","151","151"
"20200416","004","Campaign Finance Board","2022","Civilian","Mayoral Agencies & Elected Officials","110","110"
"20200416","004","Campaign Finance Board","2023","Civilian","Mayoral Agencies & Elected Officials","110","110"
"20200416","004","Campaign Finance Board","2024","Civilian","Mayoral Agencies & Elected Officials","110","110"
"20200416","008","Office of the Actuary","2021","Civilian","Mayoral Agencies & Elected Officials","46","46"
"20200416","008","Office of the Actuary","2022","Civilian","Mayoral Agencies & Elected Officials","46","46"
"20200416","008","Office of the Actuary","2023","Civilian","Mayoral Agencies & Elected Officials","46","46"
"20200416","008","Office of the Actuary","2024","Civilian","Mayoral Agencies & Elected Officials","46","46"
"20200416","010","Borough President - Manhattan","2021","Civilian","Mayoral Agencies & Elected Officials","58","58"
"20200416","010","Borough President - Manhattan","2022","Civilian","Mayoral Agencies & Elected Officials","58","58"
"20200416","010","Borough President - Manhattan","2023","Civilian","Mayoral Agencies & Elected Officials","58","58"
"20200416","010","Borough President - Manhattan","2024","Civilian","Mayoral Agencies & Elected Officials","58","58"
"20200416","011","Borough President - Bronx","2021","Civilian","Mayoral Agencies & Elected Officials","71","71"
"20200416","011","Borough President - Bronx","2022","Civilian","Mayoral Agencies & Elected Officials","71","71"
"20200416","011","Borough President - Bronx","2023","Civilian","Mayoral Agencies & Elected Officials","71","71"
"20200416","011","Borough President - Bronx","2024","Civilian","Mayoral Agencies & Elected Officials","71","71"
"20200416","012","Borough President - Brooklyn","2021","Civilian","Mayoral Agencies & Elected Officials","69","69"
"20200416","012","Borough President - Brooklyn","2022","Civilian","Mayoral Agencies & Elected Officials","69","69"
"20200416","012","Borough President - Brooklyn","2023","Civilian","Mayoral Agencies & Elected Officials","69","69"
"20200416","012","Borough President - Brooklyn","2024","Civilian","Mayoral Agencies & Elected Officials","69","69"
"20200416","013","Borough President - Queens","2021","Civilian","Mayoral Agencies & Elected Officials","60","60"
"20200416","013","Borough President - Queens","2022","Civilian","Mayoral Agencies & Elected Officials","60","60"
"20200416","013","Borough President - Queens","2023","Civilian","Mayoral Agencies & Elected Officials","60","60"
"20200416","013","Borough President - Queens","2024","Civilian","Mayoral Agencies & Elected Officials","60","60"
"20200416","014","Borough President - Staten Island","2021","Civilian","Mayoral Agencies & Elected Officials","48","48"
"20200416","014","Borough President - Staten Island","2022","Civilian","Mayoral Agencies & Elected Officials","48","48"
"20200416","014","Borough President - Staten Island","2023","Civilian","Mayoral Agencies & Elected Officials","48","48"
"20200416","014","Borough President - Staten Island","2024","Civilian","Mayoral Agencies & Elected Officials","48","48"
"20200416","015","Office of the Comptroller","2021","Civilian","Mayoral Agencies & Elected Officials","658","802"
"20200416","015","Office of the Comptroller","2022","Civilian","Mayoral Agencies & Elected Officials","658","802"
"20200416","015","Office of the Comptroller","2023","Civilian","Mayoral Agencies & Elected Officials","658","802"
