"meeting_date","project_id","title","borough","lead_agency","secondary_agency","public_private","project_type","construction_type","result","review_cycles","previous_year_submission"
"2021-09-20T00:00:00.000","22461","Construction of an ADA ramp, 5502 5th Avenue, Brooklyn","Brooklyn","DOT",,"Public","Building systems & Modifications","Construction","Approved","1",
"2021-09-20T00:00:00.000","22408","Construction of a portion of the Jamaica Bay Greenway (Paerdegat Avenue North Connector), Flatlands Avenue from Ralph Avenue to East 76th Street, Paerdegat Avenue North from Flatlands Avenue to Paerdegat 2nd Street, Paerdegat Avenue North from Paerdegat 14th Street to Seaview Avenue, Brooklyn","Brooklyn","DDC","DOT","Public","Landscape Architecture","Construction","Approved","1",
"2021-09-20T00:00:00.000","22126","Installation of Questions Worth Having Answers To by Kameelah Janan Rasheed, Abolitionist Place (formerly Willoughby Square Park), Willoughby Street, Abolitionist Place (Duffield Street) and Gold Street, Brooklyn","Brooklyn","DCLA%","EDC","Public","Artwork","Installation of specific elements","Approved w/ conditions","2",
"2021-09-20T00:00:00.000","22412","Installation of rooftop photovoltaic panels, 201-15 115th Avenue, Roy Wilkins School, Jamaica, Queens","Queens","DOE",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-09-20T00:00:00.000","6562","Renovation of and addition to the Stapleton Branch Library, 132 Canal Street, Staten Island","Staten Island","DDC",,"Public","Architecture","Renovation","Commented",,
"2021-09-20T00:00:00.000","22459","Installation of an interim guardbooth, sallyport, walkway and swing space, Queens House of Detention, 125-01 Queens Boulevard, Kew Gardens, Queens","Queens","DDC",,"Public","Architecture","Installation of specific elements","Commented",,
"2021-09-20T00:00:00.000","21402","Construction of flood protection measures as part of the South Battery Park City Resiliency Master Plan, 1st Place between Battery Place and the Hudson River, Pier A Plaza, and The Battery, Manhattan","Manhattan","DPR","EDC/DOT","Public","Landscape Architecture","Construction","Commented",,
"2021-09-20T00:00:00.000","22454","Construction of a connection chamber as part of the Kensico-Eastview Connection Project, Catskill-Delaware Ultraviolet Treatment Facility, 10 Walker Road, Town of Mount Pleasant, Westchester County","Upstate","DEP",,"Public","Architecture","Construction","Commented",,
"2021-09-20T00:00:00.000","22410","Reconstruction of an asphalt plant, including construction of an interim administration building, and adjacent site work, Harper Street Yard, 32-11 Harper Street, Corona, Queens","Queens","DDC","DOT","Public","Architecture","Reconstruction","Commented",,
"2021-09-20T00:00:00.000","13579","Reconstruction and expansion of Zion Triangle, Legion Street, East New York Avenue and Pitkin Avenue, Brooklyn","Brooklyn","DDC","DPR/DOT","Public","Landscape Architecture","Reconstruction","Commented",,
"2021-09-20T00:00:00.000","NULL","Reconstruction of a fueling station, 47th Police Precinct, 4111 Laconia Avenue, Bronx","Bronx","DDC",,"Public","Building systems & Modifications","Reconstruction","Commented",,
"2021-09-20T00:00:00.000","22436","Construction of an air intake totem, Penn Station, 392 Seventh Avenue and 4 Penn Plaza at West 33rd Street between Seventh Avenue and Eighth Avenue, Manhattan","Manhattan","DOT",,"Public","Building systems & Modifications","Construction","Approved","1",
"2021-09-20T00:00:00.000","22452","Construction of Lower Concourse Park, East 144th Street, East 146th Street and the Harlem River, Bronx","Bronx","EDC","DPR","Public","Landscape Architecture","Construction","Commented",,
"2021-09-20T00:00:00.000","22068","Design of the Downtown Brooklyn and Fulton Mall streetscape master plan (Public Realm Action Plan), Willoughby Street, Adams Street, Boerum Place, Schermerhorn Street, Flatbush Avenue, Atlantic Avenue at the Barclays Center, and University Place, Brooklyn","Brooklyn","DOT",,"Public and Private","Landscape Architecture","Master plan/Prototype","Commented",,
"2021-09-20T00:00:00.000","22350","Installation of prototypical pipe bollards, Livonia Avenue between Rockaway Avenue and Watkins Street, Brooklyn","Brooklyn","DOT",,"Public","Street furniture","Installation of specific elements","Commented",,
"2021-09-20T00:00:00.000","22019","Design of yard-wide entrances, including reconstruction of gates and adjacent site work, Clymer Street at Kent Street, Flushing Avenue at Clinton Avenue, Flushing Avenue at Cumblerland Street, and Navy Street at Sands Street, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Public","Architecture","Master plan/Prototype","Commented",,
"2021-09-20T00:00:00.000","NULL","Reconstruction of fuel tank access hatches, Betts Avenue Incinerator, 58-62 53rd Avenue, Woodside, Queens","Queens","DDC",,"Public","Building systems & Modifications","Reconstruction","Commented",,
"2021-09-20T00:00:00.000","NULL","Reconstruction of fuel tank access hatches, 104th Police Precinct, 64-02 Catalpa Avenue, Ridgewood, Queens","Queens","DDC",,"Public","Building systems & Modifications","Reconstruction","Commented",,
"2021-09-20T00:00:00.000","20472","Construction of a playground and reconstruction of athletic courts, Pulaski Park, Bruckner Boulevard and the Willis Avenue Bridge, Bronx","Bronx","DPR",,"Public","Landscape Architecture","Construction","Commented",,
"2021-09-20T00:00:00.000","22229","Installation of manholes, FDNY Fire Communications, 1129 East 180th Street, Bronx Park, Bronx","Bronx","DDC","DPR","Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-09-20T00:00:00.000","22462","Reconstruction of a mall as part of the Park Avenue Malls master plan (Reimagining Park Avenue), Phase I, Park Avenue between East 47th Street and East 48th Street, Manhattan","Manhattan","DOT",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-09-20T00:00:00.000","22449","Installation of The Phoenix Ladder by Shellyne Rodriguez, Grand Concourse Boulevard, Grand Concourse Service Road, Morris Avenue, and Henwood Place, Bronx","Bronx","DCLA%","DDC/DOT","Public","Artwork","Installation of specific elements","Commented",,
"2021-09-20T00:00:00.000","22101","Construction of streetscape improvements, Bush Terminal Industrial Campus (Made in NY), between 41st Street, 1st Avenue, and 44th Street, and the waterfront, Brooklyn","Brooklyn","EDC",,"Public","Landscape Architecture","Construction","Commented",,
"2021-09-20T00:00:00.000","22455","Rehabilitation of the Upper Effluent Chamber as part of the Kensico-Eastview Connection Project, Kensico Reservoir, 19 Westlake Drive, Mount Pleasant, Westchester County","Upstate","DEP",,"Public","Architecture","Rehabilitation","Commented",,
"2021-09-20T00:00:00.000","22035","Conservation of Lafayette and Washington (1890) by Frederic-Auguste Bartholdi, Lafayette Square, Morningside Avenue, West 114th Street, and Manhattan Avenue, Manhattan","Manhattan","DPR",,"Public","Artwork","Conservation","Approved","1",
"2021-09-20T00:00:00.000","22447","Reconstruction of the Passerelle bridge and plaza, Flushing Meadows Corona Park, Roosevelt Avenue and Meridian Road, Corona, Queens","Queens","DPR","DOT","Public","Bridge","Reconstruction","Found Incomplete",,
"2021-09-20T00:00:00.000","21128","Construction of a mixed-use development, Beach 21st Street, Mott Avenue, and Beach 22nd Street, Far Rockaway, Queens","Queens","EDC","DOT/HPD","Public and Private","Architecture","Construction","Commented",,
"2021-09-20T00:00:00.000","22202","Installation of a plaque commemorating Spanish casualties of the American Revolution, Fort Greene Park, Myrtle Avenue, Washington Park, Dekalb Avenue and Saint Edward Street, Brooklyn","Brooklyn","DPR",,"Public","Artwork","Installation of specific elements","Commented",,
"2021-09-20T00:00:00.000","22456","Construction of two soundstage buildings, a parking structure and lot, rehabilitation of two industrial buildings, and adjacent site work, (Steiner Studios Sequel), Made in NY-South Campus, Bush Terminal, between 43rd Street, 1st Avenue, and 51st Street, Brooklyn","Brooklyn","EDC",,"Public and Private","Architecture","Construction","Approved w/ conditions","1",
"2021-09-20T00:00:00.000","22446","Design of commemorative markers (Harlem Heritage Markers), Hudson River, 125th Street to 162nd Street, and the Bronx River, Manhattan","Manhattan","DOT",,"Public and Private","Signage","Master plan/Prototype","Commented",,
"2021-09-20T00:00:00.000","20388","Construction of an interim parking lot and installation of a trailer, 17 Bristol Street, Brooklyn","Brooklyn","DDC",,"Public","Landscape Architecture","Construction","Commented",,
"2021-09-20T00:00:00.000","22434","Design of prototypical public communications structures (Link Form Factor) for installation citywide","Citywide","DoITT",,"Public and Private","Street furniture","Master plan/Prototype","Commented",,
"2021-09-20T00:00:00.000","22453","Construction of a distinctive sidewalk as part of the Downtown Brooklyn and Fulton Mall streetscape master plan, 9 Dekalb Avenue, Flatbush Avenue, Dekalb Avenue, and Fleet Street, Brooklyn","Brooklyn","DOT",,"Public and Private","Distinctive sidewalks","Construction","Commented",,
"2021-09-20T00:00:00.000","22445","Construction of a boathouse, 79th Street Boat Basin, Riverside Park and the Hudson River between 80th Street and 73rd Street, Manhattan","Manhattan","EDC","DPR","Public and Private","Architecture","Construction","Commented",,
"2021-09-20T00:00:00.000","22443","Construction of a café kiosk (German Doner Kebab), Columbus Park, Joralemon Street between Court Street and Brooklyn Bridge Boulevard, east of Brooklyn Borough Hall, Brooklyn","Brooklyn","DPR",,"Private","Architecture","Construction","Approved","1",
"2021-09-20T00:00:00.000","20782","Installation of rooftop photovoltaic panels and mechanical equipment, Staten Island District 3 Garage, 1000 West Service Road, Staten Island","Staten Island","DDC",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-09-20T00:00:00.000","22356","Construction of Rego Park Library, 91-41 63rd Drive, Rego Park, Queens","Queens","DDC",,"Public","Architecture","Construction","Approved w/ conditions","2",
"2021-09-20T00:00:00.000","22444","Construction of an education building, Queens Botanical Garden, 43-50 Main Street, Elder Avenue between 134th Street and 136th Street, Flushing, Queens","Queens","DDC","DPR/DCLA","Public","Architecture","Construction","Approved","1",
"2021-09-20T00:00:00.000","22432","Reconstruction of Berths 10 and 11 and the Small Boat Basin, between Dry Dock 6 and Pier G, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Public","Landscape Architecture","Reconstruction","Approved","1",
"2021-09-20T00:00:00.000","22405","Reconstruction of a guardrail, 3960 Broadway, Manhattan","Manhattan","EDC",,"Public","Building systems & Modifications","Reconstruction","Approved","1",
"2021-09-20T00:00:00.000","22458","Installation of Water Offering by William Lamson, Queens Botanical Garden, 43-50 Main Street, Elder Avenue between 134th Street and 136th Street, Flushing, Queens","Queens","DCLA%","DDC/DPR/DCLA","Public","Artwork","Installation of specific elements","Approved w/ conditions","1",
"2021-09-20T00:00:00.000","18624","Reconstruction of the esplanade Harlem River Greenway as part of the Manhattan Waterfront Greenway, Harlem River Drive between East 125th Street and East 132nd Street, Manhattan","Manhattan","EDC","DPR/DOT","Public","Landscape Architecture","Reconstruction","Approved w/ conditions","2",
"2021-09-20T00:00:00.000","22213","Installation of a rooftop mechanical unit, Alexandria Launch Labs, Columbia University, 3960 Broadway, Manhattan","Manhattan","EDC",,"Private","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-09-20T00:00:00.000","17784","Installation of an ADA ramp at the comfort station, Sara D. Roosevelt Park, Stanton Street between Chrystie Street and Forsyth Street, Manhattan","Manhattan","DPR",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-09-20T00:00:00.000","22370","Installation of Reflections by Oasa DuVerney, Eastern Parkway Library, 1044 Eastern Parkway, Brooklyn","Brooklyn","DCLA%","DDC/BPL","Public","Artwork","Installation of specific elements","Approved w/ conditions","2",
"2021-09-20T00:00:00.000","22429","Rehabilitation of the Arverne East Nature Preserve, Rockaway Beach between Beach 44th Street and Beach 56th Place, Arverne, Queens","Queens","DPR","DOT","Public","Landscape Architecture","Rehabilitation","Approved","1",
"2021-09-20T00:00:00.000","22460","Installation of an interim sallyport, Manhattan Detention Complex, 125 White Street, Manhattan","Manhattan","DDC",,"Public","Architecture","Installation of specific elements","Commented",,
"2021-09-20T00:00:00.000","17063","Reconstruction of Black Rock Playground, adjacent to P.S. 119, Blackrock Avenue, Virginia Avenue, Watson Avenue, and Pugsley Avenue, Bronx","Bronx","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-09-20T00:00:00.000","10872","Reconstruction of Grand Avenue Playground, Grand Avenue and West 181st Street, Bronx","Bronx","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-09-20T00:00:00.000","22406","Reconstruction of Woodlawn Playground, Van Cortlandt Park, Van Cortlandt Park East between Oneida Avenue and Kepler Avenue, Bronx","Bronx","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","1",
"2021-09-20T00:00:00.000","22323","Installation of prototypical pipe bollards, Jerome Avenue, River Avenue, and East 168th Street, Bronx","Bronx","DDC","DOT/DPR","Public","Street furniture","Installation of specific elements","Commented",,
"2021-09-20T00:00:00.000","22441","Installation of handrails, Morningside Park, near Morningside Drive and West 113th Street, Manhattan","Manhattan","DPR",,"Public","Landscape Architecture","Installation of specific elements","Approved w/ conditions","1",
"2021-09-20T00:00:00.000","22391","Rehabilitation of the Hammonds Cove Marina, 140 Reynolds Avenue, Bronx","Bronx","DPR",,"Public and Private","Landscape Architecture","Rehabilitation","Approved w/ conditions","2",
"2021-09-20T00:00:00.000","22375","Installation of roll-up doors, Brooklyn Districts 1 & 4 Garage, 161 Varick Avenue, Brooklyn","Brooklyn","DDC",,"Public","Building systems & Modifications","Installation of specific elements","Approved","2",
"2021-09-20T00:00:00.000","22390","Reconstruction of a portion of Detective Keith L. Williams Park (formerly Liberty Park), Liberty Avenue, 173rd Street, and 172nd Street, Jamaica, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Approved w/ conditions","2",
"2021-09-20T00:00:00.000","22457","Installation of The Fore by Katrín Sigurdardóttir, Rego Park Library, 91-41 63rd Drive, Rego Park, Queens","Queens","DCLA%","DDC/QL","Public","Artwork","Installation of specific elements","Approved w/ conditions","1",
"2021-09-20T00:00:00.000","22430","Construction of a parking garage and community facility as part of the Borough-Based Jails Program, Union Turnpike between 126th Street and 132nd Street, Kew Gardens, Queens","Queens","DDC","DOT","Public","Architecture","Construction","Approved w/ conditions","1",
"2021-09-20T00:00:00.000","22440","Installation of gas-line conduit, 472 2nd Avenue, Brooklyn","Brooklyn","EDC",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-09-20T00:00:00.000","22389","Construction of dunes, ramps, and accessible pathways, Rockaway Beach between Beach 9th Street and Beach 149th Street, Rockaway Park, Queens","Queens","DPR",,"Public","Landscape Architecture","Construction","Approved","2",
"2021-09-20T00:00:00.000","22450","Design of a prototypical streetscape toolkit as part of the Downtown Brooklyn and Fulton Mall streetscape master plan, Brooklyn","Brooklyn","DOT",,"Public and Private","Street furniture","Master plan/Prototype","Commented",,
"2021-09-20T00:00:00.000","22435","Installation of sports lighting, Curtis High School, 105 Hamilton Avenue, Staten Island","Staten Island","DOE",,"Public","Distinctive lighting","Installation of specific elements","Approved","1",
"2021-09-20T00:00:00.000","22414","Construction of a restaurant, parking lot, and adjacent site work, 2 Soundview Avenue, Clason Point Park, Bronx River Avenue, East River, Bronx","Bronx","DPR",,"Private","Architecture","Construction","Approved","1",
"2021-09-20T00:00:00.000","9174","Reconstruction of a retaining wall and adjacent site work, Jerome Avenue and Parkview Terrace between East 196th Street and Morris Avenue, Bronx","Bronx","DDC","DPR/DOT","Public","Landscape Architecture","Reconstruction","Commented",,
"2021-09-20T00:00:00.000","22442","Reconstruction of Captain Dermody Triangle, 216th Street and 48th Avenue, Oakland Gardens, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Approved","1",
"2021-09-20T00:00:00.000","22439","Construction of a parking lot and adjacent site work, Cary Leeds Tennis Center, Crotona Avenue between Claremont Parkway and Crotona Park North, Crotona Park, Bronx","Bronx","DPR",,"Public and Private","Landscape Architecture","Construction","Approved","1",
"2021-09-20T00:00:00.000","21127","Construction of the East Midtown Greenway, including reconstruction of Sutton Place Park and construction of a pedestrian bridge at East 54th Street, East River between East 53rd Street and East 61st Street, Manhattan","Manhattan","EDC","DPR/DOT","Public","Landscape Architecture","Construction","Commented",,
"2021-08-16T00:00:00.000","22417","Installation of an interim guard booth, doors, and fencing, Kings County Criminal Court, State Street between Boerum Place and Smith Street, Brooklyn","Brooklyn","DDC","DOC/MOCJ","Public","Architecture","Installation of specific elements","Commented",,
"2021-08-16T00:00:00.000","22411","Installation of a sign, Brooklyn Bridge, Tillary Street and Adams Street, Brooklyn","Brooklyn","DOT",,"Public","Signage","Installation of specific elements","Commented",,
"2021-08-16T00:00:00.000","21427","Installation of a generator, Engine Company 161/Ladder 81, 278 McClean Avenue, Staten Island","Staten Island","FDNY",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-08-16T00:00:00.000","21271","Installation of a generator, Engine Company 165, 3067 Richmond Road, Staten Island","Staten Island","FDNY",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-08-16T00:00:00.000","22408","Construction of a portion of the Jamaica Bay Greenway (Paerdegat Avenue North Connector), Flatlands Avenue from Ralph Avenue to East 76th Street, Paerdegat Avenue North from Flatlands Avenue to Paerdegat 2nd Street and Paerdegat 14th Street to Seaview Avenue, Brooklyn","Brooklyn","DDC","DOT","Public","Landscape Architecture","Construction","Commented",,
"2021-08-16T00:00:00.000","20784","Rehabilitation of a sanitation garage and installation of rooftop mechanical equipment, Brooklyn District 6, 127 Second Avenue, Brooklyn","Brooklyn","DDC",,"Public","Building systems & Modifications","Rehabilitation","Commented",,
"2021-08-16T00:00:00.000","17789","Rehabilitation of Engine Company 227, including the installation of vents and rooftop photovoltaic panels, 423 Ralph Avenue, Brooklyn","Brooklyn","FDNY",,"Public","Architecture","Rehabilitation","Commented",,
"2021-08-16T00:00:00.000","20783","Reconstruction of the roof and installation of photovoltaic panels, mechanical equipment, and a door, Brooklyn Districts 17 and 18 Garage, 10502 Avenue D, 105th Street between Avenue D and Foster Avenue, Brooklyn","Brooklyn","DDC",,"Public","Building systems & Modifications","Reconstruction","Commented",,
"2021-08-16T00:00:00.000","22388","Reconstruction of Goble Playground, Macombs Road, Goble Place, and Inwood Avenue, Bronx","Bronx","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-08-16T00:00:00.000","NULL","Reconstruction of fuel tank access hatch, Hester Street Administration Headquarters, Sara D. Roosevelt Park, 263 Grand Street, Manhattan","Manhattan","DDC","DPR","Public","Building systems & Modifications","Reconstruction","Commented",,
"2021-08-16T00:00:00.000","22406","Reconstruction of Woodlawn Playground, Van Cortlandt Park, Van Cortlandt Park East between Oneida Avenue and Kepler Avenue, Bronx","Bronx","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-08-16T00:00:00.000","22407","Reconstruction of a multipurpose play area, Jamaica Playground, adjacent to P.S. 40 (Samuel Huntington School), Brinkerhoff Avenue and 160th Street, Jamaica, Queens","Queens","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-08-16T00:00:00.000","22403","Reconstruction of a multi-service center, 444 Thomas S. Boyland Street at East New York Avenue, Brooklyn","Brooklyn","DDC","HRA","Public","Architecture","Reconstruction","Commented",,
"2021-08-16T00:00:00.000","11031","Construction of Melrose Commons Park, Melrose Avenue between East 159th Street and East 160th Street, Bronx","Bronx","DPR",,"Public","Landscape Architecture","Construction","Commented",,
"2021-08-16T00:00:00.000","22413","Construction of a golf club house (Drive Shack) and adjacent site work, Randall's Island Park, Bronx Shore Road between Randall's Island Greenway and Robert F. Kennedy Bridge, Manhattan","Manhattan","DPR",,"Public and Private","Architecture","Construction","Commented",,
"2021-08-16T00:00:00.000","17170","Construction of the Dalton Recreation Center, 6 Victory Boulevard, adjacent to at the Lyons Pool, Hannah Street, Murray Hulbert Avenue, and the Tompkinsville Esplanade, Staten Island","Staten Island","DDC","DPR","Public","Architecture","Construction","Commented",,
"2021-08-16T00:00:00.000","22410","Reconstruction of an asphalt plant, including construction of an interim administration building, and adjacent site work, Harper Street Yard, 32-11 Harper Street, Corona, Queens","Queens","DDC","DOT","Public","Architecture","Reconstruction","Commented",,
"2021-08-16T00:00:00.000","22402","Construction of a recreation Center (Shirley Chisholm Recreation Center) and adjacent site work, 3002 Foster Avenue between Nostrand Avenue and New York Avenue, Brooklyn","Brooklyn","DDC","DPR","Public","Architecture","Construction","Commented",,
"2021-08-16T00:00:00.000","21221","Construction of boardwalk access ramps, Rockaway Beach, Rockaway Beach between Beach 24th Street and Beach 25th Street, Far Rockaway, Queens","Queens","DPR",,"Public","Landscape Architecture","Construction","Commented",,
"2021-08-16T00:00:00.000","22418","Construction of a distinctive sidewalk (Tiffany and Company), 727 Fifth Avenue at East 57th Street, Manhattan","Manhattan","DOT",,"Public","Distinctive sidewalks","Construction","Commented",,
"2021-08-16T00:00:00.000","21238","Installation of a generator, Engine Company 95/Ladder, 29 Vermilyea Avenue, Manhattan","Manhattan","FDNY",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-08-16T00:00:00.000","17169","Installation of windows, louvers, and exhaust vent, 345 Adams Street, Brooklyn","Brooklyn","DCAS",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-08-16T00:00:00.000","22126","Installation of Questions Worth Having Answers To by Kameelah Janan Rasheed, Abolitionist Place (formerly Willoughby Square Park), Willoughby Street, Abolitionist Place (Duffield Street) and Gold Street, Brooklyn","Brooklyn","DCLA%","EDC","Public","Artwork","Installation of specific elements","Commented",,
"2021-08-16T00:00:00.000","22021","Design of prototypical shrouds for 4G and 5G mobile telecommunications equipment for installation on light poles citywide","Citywide","DoITT","DOT","Public and Private","Street furniture","Master plan/Prototype","Commented",,
"2021-08-16T00:00:00.000","21635","Installation of a rooftop generator, Engine Company 241, 6630 3rd Avenue, Brooklyn","Brooklyn","FDNY",,"Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2021-08-16T00:00:00.000","22371","Installation of Emanativ by Eto Otitigbe, Harlem River Greenway as part of the Manhattan Waterfront Greenway, Harlem River Drive, Lexington Avenue, and East 131st Street, Manhattan","Manhattan","EDC","DPR","Public","Artwork","Installation of specific elements","Commented",,
"2021-08-16T00:00:00.000","22063","Installation of a barge, gangway, storage shed, and adjacent site work to accommodate citywide ferry service, including a parking lot and pathway, Ferry Point Park west of the Whitestone Bridge, between the Hutchinson River Parkway and the East River, Bronx","Bronx","EDC","DPR","Public and Private","Landscape Architecture","Installation of specific elements","Commented",,
"2021-08-16T00:00:00.000","20719","Reconstruction of Prescott Playground, adjacent to I.S. 7, Edith Avenue and Irvington Street, Staten Island","Staten Island","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-08-16T00:00:00.000","NULL","Reconstruction of fuel tank access hatches, Bronx 6-6A Garage, 800 East 176th Street, Bronx","Bronx","DDC",,"Public","Building systems & Modifications","Reconstruction","Commented",,
"2021-08-16T00:00:00.000","21652","Construction of the esplanade, Phase V, East River Waterfront between Peck Slip and Catherine Slip, Manhattan","Manhattan","EDC",,"Public","Landscape Architecture","Construction","Commented",,
"2021-08-16T00:00:00.000","15074","Construction of a prototypical planted median, Atlantic Avenue from Georgia Avenue to Conduit Boulevard, Brooklyn","Brooklyn","DDC","DOT","Public","Landscape Architecture","Construction","Commented",,
"2021-08-16T00:00:00.000","21175","Reconstruction of the entrance plaza and promenade, Manhattan Beach Park, Oriental Boulevard between Girard Street and Irwin Street, Brooklyn","Brooklyn","DPR",,"Public","Landscape Architecture","Reconstruction","Commented",,
"2021-08-16T00:00:00.000","15058","Rehabilitation of a stormwater control system, Kensico Reservoir, Eastview Drive and Halsey Place, Mount Pleasant, Westchester County","Upstate","DEP",,"Public","Landscape Architecture","Rehabilitation","Commented",,
"2021-08-16T00:00:00.000","22416","Reconstruction of the Manhattan Detention Complex, 125 White Street, Manhattan","Manhattan","DDC","DOC/MOCJ/HHC","Public","Architecture","Reconstruction","Commented",,
"2021-08-16T00:00:00.000","22399","Reconstruction of streetscape (Arverne East), Edgemere Avenue (Shore Front Parkway) between Beach 32nd Street to Beach 38th Street, Far Rockaway, Queens","Queens","DOT","HPD","Public","Landscape Architecture","Reconstruction","Commented",,
"2021-08-16T00:00:00.000","NULL","Reconstruction of fuel tank access hatches, Manhattan Repair Shop, 30 Pike Street, Manhattan","Manhattan","DDC","DEP","Public","Building systems & Modifications","Reconstruction","Commented",,
"2021-08-16T00:00:00.000","8714","Construction of the esplanade, Phase IV, East River Waterfront between Catherine Slip and Pike Slip, Manhattan","Manhattan","EDC",,"Public","Landscape Architecture","Construction","Commented",,
"2021-08-16T00:00:00.000","21274","Rehabilitation of Engine Company 218, 650 Hart Street, Brooklyn","Brooklyn","FDNY",,"Public","Architecture","Rehabilitation","Commented",,
"2021-08-16T00:00:00.000","16694","Construction of a prototypical planted median, Grand Concourse Boulevard, Phase II and III, from East 165th Street to East 175th Street, Bronx","Bronx","DDC","DOT","Public","Landscape Architecture","Construction","Commented",,
"2021-08-16T00:00:00.000","NULL","Reconstruction of a fueling station, Van Cortlandt Yard, Van Cortlandt Park, Mosholu Avenue east of Broadway, Bronx","Bronx","DDC","DPR","Public","Building systems & Modifications","Reconstruction","Commented",,
"2021-08-16T00:00:00.000","22400","Construction of a streetscape and plazas, 126th Street and Roosevelt Avenue, Willets Point, Corona, Queens","Queens","EDC",,"Public and Private","Landscape Architecture","Construction","Commented",,
"2021-08-16T00:00:00.000","22404","Installation of The Feeling is Mutual by Justin Valdes, Arverne Community Library, 312 Beach 54th Street, Arverne, Queens","Queens","DCLA%","DDC","Public","Artwork","Installation of specific elements","Commented",,
"2021-08-16T00:00:00.000","20288","Reconstruction of the Rugby Branch of the Brooklyn Public Library, 100 Utica Avenue, Brooklyn","Brooklyn","DDC",,"Public","Architecture","Reconstruction","Commented",,
"2021-07-19T00:00:00.000","22334","Installation of a flagpole, benches, and adjacent site work (9/11 Memorial Grove) Ferry Point Park west of the Whitestone Bridge, between the Hutchinson River Parkway and the East River, Bronx","Bronx","DPR",,"Public","Landscape Architecture","Installation of specific elements","Commented",,
"2021-07-19T00:00:00.000","22380","Installation of a rooftop condenser unit, 625 Atlantic Avenue, Brooklyn","Brooklyn","EDC",,"Private","Building systems & Modifications","Installation of specific elements","Approved","1",
"2021-07-19T00:00:00.000","22333","Installation of a marker (NYC Marathon), West 67th Street east of West Drive, Central Park, Manhattan","Manhattan","DPR",,"Public and Private","Signage","Installation of specific elements","Commented",,
"2021-07-19T00:00:00.000","22359","Installation of a distinctive sidewalk, 2 Pennsylvania Plaza, Seventh Avenue, West 31st Street, and West 33rd Street, Manhattan","Manhattan","DOT",,"Public and Private","Distinctive sidewalks","Installation of specific elements","Commented",,
"2021-07-19T00:00:00.000","22369","Installation of Flexus by Grimanesa Amorós, Harper Street Yard, 30-01 Harper Street, Corona, Queens","Queens","DCLA%","DDC/DOT","Public","Artwork","Installation of specific elements","Commented",,
"2021-07-19T00:00:00.000","22371","Rehabilitation of the Hammonds Cove Marina, 140 Reynolds Avenue, Bronx","Bronx","DPR",,"Public and Private","Landscape Architecture","Rehabilitation","Commented",,
"2021-07-19T00:00:00.000","22357","Installation of a distinctive sidewalk, 1 Pennsylvania Plaza, Eighth Avenue, West 34th Street, Seventh Avenue, and West 33rd Street, Manhattan","Manhattan","DOT",,"Public and Private","Distinctive sidewalks","Installation of specific elements","Approved w/ conditions","3",
"2021-07-19T00:00:00.000","21150","Installation of an interim prefabricated tensile membrane structure, Fresh Kills Park, between Muldoon Avenue, West Shore Expressway, and the Fresh Kills Inlet, Staten Island","Staten Island","EDC",,"Public","Architecture","Installation of specific elements","Commented",,
"2021-07-19T00:00:00.000","22374","Rehabilitation of the façade, Building 5, 7th Avenue, Paulding Street, 8th Avenue, and Farragut Street, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Public","Building systems & Modifications","Rehabilitation","Approved","1",
"2021-07-19T00:00:00.000","22021","Design of prototypical shrouds for 4G and 5G mobile telecommunications equipment for installation on light poles citywide","Citywide","DoITT",,"Public and Private","Street Furniture","Master plan/Prototype","Commented",,
"2021-07-19T00:00:00.000","22391","Installation of Emanativ by Eto Otitigbe, Harlem River Greenway as part of the Manhattan Waterfront Greenway, Harlem River Drive between East 125th Street and East 132nd Street, Manhattan","Manhattan","EDC","DPR","Public","Artwork","Installation of specific elements","Commented",,
