"brooklyn_cooperatives_comparable_properties_boro_block_lot","brooklyn_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","brooklyn_cooperatives_comparable_properties_neighborhood","brooklyn_cooperatives_comparable_properties_building_classification","brooklyn_cooperatives_comparable_properties_total_units","brooklyn_cooperatives_comparable_properties_year_built","brooklyn_cooperatives_comparable_properties_gross_sqft","brooklyn_cooperatives_comparable_properties_est_gross_income","brooklyn_cooperatives_comparable_properties_gross_income_per_sqft","brooklyn_cooperatives_comparable_properties_full_market_value","brooklyn_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-06620-0001","100 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"GRAVESEND","D4-ELEVATOR","65","1938","87324","919965","10.54","2860000","32.8","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","1.05","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","3.55"
"3-01264-0048","767 EASTERN PARKWAY
Brooklyn, NY 
(40.669667612867, -73.942860973351)","3","11213","40.669461","-73.943084","8","35","337","3032784","3012640048","Crown Heights North                                                        ","CROWN HEIGHTS","C6-WALK-UP","16","1905","11500","104650","9.1","245000","21.3","3-01305-0060","271 SULLIVAN PLACE
Brooklyn, NY 
(40.664593383482, -73.952946382725)","CROWN HEIGHTS","C1-WALK-UP","23","1927","25440","232732","9.15","664000","26.1","0.6","3-01292-0007","1324 CARROLL STREET
Brooklyn, NY 
(40.666845122883, -73.945133012881)","CROWN HEIGHTS","C1-WALK-UP","33","1923","35496","317885","8.96","820000","23.1","0.25"
"3-08686-0025","313 BRIGHTWATER COURT
Brooklyn, NY 
(40.575664330365, -73.963810696133)","3","11235","40.575685","-73.963445","13","48","36001","3245063","3086860025","Brighton Beach                                                             ","BRIGHTON BEACH","D4-ELEVATOR","60","1931","43669","577740","13.23","2110000","48.3","3-06060-0032","8802 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","48","1935","46488","667193","14.35","2440000","52","4.95","3-05389-0067","623 5 STREET
Brooklyn, NY 
(40.667612575809, -73.975981311235)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","48","1932","41963","508339","12.11","1750000","41.7","4.25"
"3-00922-0045","755 42 STREET
Brooklyn, NY 
(40.645925577694, -73.999553303887)","3",,,,,,,,,,"SUNSET PARK","C6-WALK-UP","24","1926","26888","470809","17.51","1860000","69","3-01178-0083","493 LINCOLN PLACE
Brooklyn, NY 
(40.672041274863, -73.959943975215)","CROWN HEIGHTS","C1-WALK-UP","31","1920","26640","477521","17.92","1120000","42","2.8","3-01178-0087","487 LINCOLN PLACE
Brooklyn, NY 
(40.67208028631, -73.960131867082)","CROWN HEIGHTS","C1-WALK-UP","31","1920","26952","477521","17.72","1120000","41.6","2.8"
"3-07323-0025","2060 19 STREET
Brooklyn, NY 
(40.581677559705, -73.987143456065)","3",,,,,,,,,,"MADISON","D4-ELEVATOR","89","1964","79356","1057010","13.32","3860000","48.6","3-06653-0034","1780 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","GRAVESEND","D1-ELEVATOR","98","1962","81888","1148847","14.03","4190000","51","1.25","3-06730-0072","1640 OCEAN AVENUE
Brooklyn, NY 
(40.622064815979, -73.955798000039)","MIDWOOD","D1-ELEVATOR","98","1929","100610","956100","9.5","2730000","27.1","1.5"
"3-01172-0001","35 EASTERN PARKWAY
Brooklyn, NY 
(40.67307628016, -73.967457038043)","3","11238","40.673011","-73.967624","8","35","207","3029351","3011720001","Prospect Heights                                                           ","PROSPECT HEIGHTS","D4-ELEVATOR","70","1961","35160","671986","19.11","2920000","83","3-00242-0018","191 HICKS STREET
Brooklyn, NY 
(40.695860194821, -73.995523572853)","BROOKLYN HEIGHTS","D9-ELEVATOR","19","1920","24528","429871","17.53","1700000","69","2.05","3-00268-0039","54 LIVINGSTON STREET
Brooklyn, NY 
(40.691755872569, -73.992085899688)","BROOKLYN HEIGHTS","D9-ELEVATOR","32","1900","21040","408390","19.41","1770000","84","1.8"
"3-01181-0058","315 EASTERN PARKWAY
Brooklyn, NY 
(40.670972008828, -73.958315374424)","3","11238","40.670774","-73.958479","8","35","217","3029662","3011810058","Crown Heights North                                                        ","CROWN HEIGHTS","C6-WALK-UP","20","1920","20240","322297","15.92","1280000","63","3-01178-0075","505 LINCOLN PLACE
Brooklyn, NY 
(40.671963251969, -73.959568191482)","CROWN HEIGHTS","C1-WALK-UP","30","1920","25556","402821","15.76","943000","36.9","0.05","3-01085-0037","94 PROSPECT PARK
Brooklyn, NY 
(40.700601192899, -73.986670164593)","PARK SLOPE","C1-WALK-UP","30","1920","21195","341592","16.12","1350000","64","0.95"
"3-01980-0048","116 CAMBRIDGE PLACE
Brooklyn, NY 
(40.684068567476, -73.962980285581)","3","11238","40.683643","-73.962859","2","35","201","3056718","3019800048","Clinton Hill                                                               ","CLINTON HILL","C6-WALK-UP","20","1930","18675","360661","19.31","844000","45.2","3-04249-0021","122 DOSCHER STREET
Brooklyn, NY 
(40.673974787446, -73.872385476277)","EAST NEW YORK","C1-WALK-UP","39","1925","18000","249288","13.85","910000","51","4.85","3-04795-0013","702 NEW YORK AVENUE
Brooklyn, NY 
(40.656917025351, -73.947350959484)","FLATBUSH-NORTH","C1-WALK-UP","20","1931","18560","313016","16.87","733000","39.5","2"
"3-05851-0033","464 67 STREET
Brooklyn, NY 
(40.635810434301, -74.020614763843)","3",,,,,,,,,,"BAY RIDGE","C6-WALK-UP","12","1988","7920","117928","14.89","430000","54","3-05892-0041","474 OVINGTON AVENUE
Brooklyn, NY 
(40.632837494522, -74.022025022528)","BAY RIDGE","C7-WALK-UP","13","2000","18360","292978","15.96","1160000","63","0.25","3-06115-0151","125 95 STREET
Brooklyn, NY 
(40.617037115709, -74.036964044268)","BAY RIDGE","C1-WALK-UP","14","2002","16500","227898","13.81","832000","50","1.55"
"3-01169-0001","10 PLAZA ST
Brooklyn, NY 
(40.674872494738, -73.971242979627)","3","11238","40.675474","-73.970647","8","39","159","3029306","3011690001","Park Slope-Gowanus                                                         ","PROSPECT HEIGHTS","D4-ELEVATOR","144","1959","163000","2182570","13.39","7970000","48.9","3-01164-0064","215 STERLING PLACE
Brooklyn, NY 
(40.676161347247, -73.970667605291)","PROSPECT HEIGHTS","D1-ELEVATOR","82","1937","92902","1384438","14.9","5050000","54","0.05","3-00236-0015","55 PIERREPONT STREET
Brooklyn, NY 
(40.695829631478, -73.995231517766)","BROOKLYN HEIGHTS","D7-ELEVATOR","191","1928","157042","2462596","15.68","5760000","36.7","1.85"
"3-00254-0062","100 REMSEN STREET
Brooklyn, NY 
(40.694076340907, -73.994578089035)","3","11201","40.694035","-73.994342","2","33","502","3002228","3002540062","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","81","1950","65920","1029328","15.61","4070000","62","3-00242-0018","191 HICKS STREET
Brooklyn, NY 
(40.695860194821, -73.995523572853)","BROOKLYN HEIGHTS","D9-ELEVATOR","19","1920","24528","429871","17.53","1700000","69","0.15","3-01948-0040","91 CLIFTON PLACE
Brooklyn, NY 
(40.688104504418, -73.960469215355)","CLINTON HILL","D5-ELEVATOR","22","1920","22500","349697","15.54","1380000","61","1.8"
"3-01176-0047","375 LINCOLN PLACE
Brooklyn, NY 
(40.673029820477, -73.963860145795)","3","11238","40.672996","-73.963795","8","35","215","3029528","3011760047","Prospect Heights                                                           ","PROSPECT HEIGHTS","C6-WALK-UP","39","1921","36352","645135","17.75","2550000","70","3-01089-0001","719 8 AVENUE
Brooklyn, NY 
(40.666828716133, -73.978288040349)","PARK SLOPE","C1-WALK-UP","32","1905","31468","658728","20.93","2860000","91","0.85","3-01153-0010","93 UNDERHILL AVENUE
Brooklyn, NY 
(40.677896119242, -73.965621004396)","PROSPECT HEIGHTS","C1-WALK-UP","35","1930","32835","524396","15.97","2080000","63","0.25"
"3-01066-0063","915 PRESIDENT STREET
Brooklyn, NY 
(40.672606618631, -73.972674751687)","3","11215","40.672535","-73.972545","6","39","165","3024724","3010660063","Park Slope-Gowanus                                                         ","PARK SLOPE","C6-WALK-UP","12","1920","7500","162225","21.63","704000","94","3-00975-0011","376 2 STREET
Brooklyn, NY 
(40.673212227577, -73.982465165893)","PARK SLOPE","C1-WALK-UP","16","1920","7910","214143","27.1","1030000","130","0.5","3-03205-0001","703 BUSHWICK AVENUE
Brooklyn, NY 
(40.696688625974, -73.931086906737)","BUSHWICK","C1-WALK-UP","16","1931","7410","133436","18.01","528000","71","2.75"
"3-07681-0010","2705 KINGS HIGHWAY
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11229","40.614331","-73.947284","14","45","756","3211030","3076810010","Midwood                                                                    ","MIDWOOD","D4-ELEVATOR","108","1950","85165","1228079","14.42","4480000","53","3-07011-0011","2828 28 STREET
Brooklyn, NY 
(40.575693988233, -73.99435949186)","CONEY ISLAND","D1-ELEVATOR","122","1972","102000","1499696","14.7","3510000","34.4","3.7","3-06069-0013","8829 FT HAMILTON PARKWAY
Brooklyn, NY 
(40.619199405119, -74.025508438186)","BAY RIDGE","D1-ELEVATOR","139","1927","96952","1562848","16.12","6190000","64","4.1"
"3-02406-0026","728 DRIGGS AVENUE
Brooklyn, NY 
(40.713019945819, -73.960420782203)","3","11211","40.713014","-73.960383","1","34","551","3062966","3024060026","North Side-South Side                                                      ","WILLIAMSBURG-SOUTH","C6-WALK-UP","31","1911","26190","201663","7.7","472000","18.02","3-02417-0021","326 BEDFORD AVENUE
Brooklyn, NY 
(40.713262802712, -73.96212277846)","WILLIAMSBURG-SOUTH","C7-WALK-UP","35","1915","25176","199400","7.92","515000","20.46","0.1","3-02433-0032","233 4 STREET
Brooklyn, NY 
(40.672630153403, -73.984623779187)","WILLIAMSBURG-SOUTH","C7-WALK-UP","13","1910","12300","94118","7.65","243000","19.76","0.2"
"3-02169-0019","106 DIVISION AVENUE
Brooklyn, NY 
(40.707635014225, -73.963769159805)","3","11211","40.707638","-73.963755","1","33","535","3059835","3021690019","Williamsburg                                                               ","WILLIAMSBURG-CENTRAL","C6-WALK-UP","30","1915","25003","206797","8.27","484000","19.36","3-02182-0023","160 WILSON STREET
Brooklyn, NY 
(40.706010161078, -73.961402675531)","WILLIAMSBURG-CENTRAL","C1-WALK-UP","25","1915","19350","162195","8.38","419000","21.65","0.15",,,,,,,,,,,,
"3-07398-0002","2299 13 STREET
Brooklyn, NY 
(40.590228234097, -73.982978133432)","3",,,,,,,,,,"SHEEPSHEAD BAY","D4-ELEVATOR","66","1960","59145","847810","14.33","3090000","52","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","0.85","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","2.4"
"3-06509-0013","825 OCEAN PARKWAY
Brooklyn, NY 
(40.628414281025, -73.970974162944)","3","11230","40.628434","-73.971262","14","45","458","3170465","3065090013","Midwood                                                                    ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","121","1956","108378","1183130","10.92","3680000","34","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","1.7","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","3.05"
"3-05374-0030","386 OCEAN PARKWAY
Brooklyn, NY 
(40.639486053552, -73.973671487797)","3","11218","40.639567","-73.973398","12","39","488","3126160","3053740030","Kensington-Ocean Parkway                                                   ","OCEAN PARKWAY-NORTH","C6-WALK-UP","30","1922","31104","260962","8.39","673000","21.64","3-06497-0038","788 10 STREET
Brooklyn, NY 
(40.664084833454, -73.977571395407)","OCEAN PARKWAY-NORTH","C1-WALK-UP","38","1926","28800","262529","9.12","749000","26","0.7","3-06498-0055","1001 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-NORTH","C1-WALK-UP","38","1927","32200","246461","7.65","636000","19.75","0.7"
"3-08669-0073","3039 OCEAN PARKWAY
Brooklyn, NY 
(40.577109737578, -73.968021840707)","3","11235","40.576697","-73.96843","13","48","362","3244591","3086690073","Brighton Beach                                                             ","BRIGHTON BEACH","C6-WALK-UP","31","1925","28480","437168","15.35","1730000","61","3-06377-0022","37 BAY 26 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BATH BEACH","C1-WALK-UP","32","1924","27000","446853","16.55","1770000","66","2.35","3-06114-0053","361 95 STREET
Brooklyn, NY 
(40.616502212656, -74.032095417366)","BAY RIDGE","C1-WALK-UP","39","1926","32044","433195","13.52","1580000","49.3","4.35"
"3-02131-0027","115 8 STREET
Brooklyn, NY 
(40.67239187492, -73.991132824694)","3",,,,,,,,,,"WILLIAMSBURG-SOUTH","C6-WALK-UP","12","1910","8160","101481","12.44","238000","29.2","3-02413-0001","390 HOOPER STREET
Brooklyn, NY 
(40.709848065612, -73.952227017941)","WILLIAMSBURG-SOUTH","C1-WALK-UP","45","1924","38505","469105","12.18","1620000","42.1","0.7","3-02452-0001","402 4 STREET
Brooklyn, NY 
(40.670550390487, -73.980454554371)","WILLIAMSBURG-SOUTH","C7-WALK-UP","31","1915","22850","352247","15.42","1220000","53","0.75"
"3-05869-0005","6901 NARROWS AVENUE
Brooklyn, NY 
(40.63812402465, -74.033815940687)","3","11209","40.638102","-74.033894","10","43","34","3145477","3058690005","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","50","1963","35040","458323","13.08","1670000","47.7","3-07128-0005","380 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","60","1962","54100","561747","10.38","1750000","32.3","4.35","3-07198-0006","410 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","45","1957","43974","539681","12.27","1860000","42.3","4.75"
"3-00253-0053","60 REMSEN STREET
Brooklyn, NY 
(40.694519300701, -73.996135384799)","3","11201","40.694482","-73.995943","2","33","501","3002200","3002530053","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","87","1956","76730","1693654","22.07","7350000","96","3-00253-0007","99 JORALEMON STREET
Brooklyn, NY 
(40.693303242648, -73.995784184545)","BROOKLYN HEIGHTS","D3-ELEVATOR","32","1922","30480","701293","23.01","3050000","100","0","3-02305-0018","193 9 STREET
Brooklyn, NY 
(40.671294521542, -73.99062423891)","WILLIAMSBURG-NORTH","D9-ELEVATOR","68","1930","105718","3072845","29.1","14700000","139","2.75"
"3-05374-0017","354 OCEAN PARKWAY
Brooklyn, NY 
(40.64040783717, -73.97384433206)","3","11218","40.640256","-73.973527","12","39","488","3126158","3053740017","Kensington-Ocean Parkway                                                   ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","41","1941","40200","531846","13.23","1940000","48.3","3-06060-0032","8802 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","48","1935","46488","667193","14.35","2440000","52","3.45","3-05389-0067","623 5 STREET
Brooklyn, NY 
(40.667612575809, -73.975981311235)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","48","1932","41963","508339","12.11","1750000","41.7","0.15"
"3-04905-0001","3400 SNYDER AVENUE
Brooklyn, NY 
(40.649135202407, -73.945487464654)","3","11203","40.649161","-73.945368","17","45","856","3110167","3049050001","East Flatbush-Farragut                                                     ","FLATBUSH-EAST","D4-ELEVATOR","129","1956","114346","989321","8.65","2550000","22.3","3-03806-0017","469 PENNSYLVANIA AVENUE
Brooklyn, NY 
(40.665820743186, -73.894284007127)","EAST NEW YORK","C1-WALK-UP","16","1930","14784","178346","12.06","418000","28.3","2.95","3-03806-0019","463 PENNSYLVANIA AVENUE
Brooklyn, NY 
(40.665967661395, -73.894322485706)","EAST NEW YORK","C1-WALK-UP","16","1930","14784","178346","12.06","418000","28.3","2.95"
"3-01066-0023","904 UNION STREET
Brooklyn, NY 
(40.673064367273, -73.971944802692)","3","11215","40.672993","-73.971679","6","39","165","3024699","3010660023","Park Slope-Gowanus                                                         ","PARK SLOPE","C6-WALK-UP","16","1910","7252","149391","20.6","649000","89","3-00306-0024","286 CLINTON STREET
Brooklyn, NY 
(40.687161384473, -73.995882721043)","COBBLE HILL","C1-WALK-UP","11","1900","7000","119798","17.11","474000","68","1.65","3-03205-0003","699 BUSHWICK AVENUE
Brooklyn, NY 
(40.696769780794, -73.931232309123)","BUSHWICK","C1-WALK-UP","13","1931","7344","143706","19.57","336000","45.8","2.75"
"3-07690-0082","2922 NOSTRAND AVENUE
Brooklyn, NY 
(40.613152285515, -73.944302428875)","3","11229","40.613171","-73.944274","15","45","642","3211301","3076900082","Madison                                                                    ","MADISON","D4-ELEVATOR","69","1960","50000","510365","10.21","1590000","31.8","3-03908-0010","2 ELTON STREET
Brooklyn, NY 
(40.683699338276, -73.885701200834)","CYPRESS HILLS","D1-ELEVATOR","53","1928","47505","548835","11.55","1280000","26.9","5.7","3-06770-0001","2302 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","MIDWOOD","D1-ELEVATOR","42","1936","47300","423828","8.96","1090000","23.04","0.3"
"3-08378-0001","5607 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"OLD MILL BASIN","C6-WALK-UP","22","1955","18576","290635","15.65","1150000","62","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","382764","17.01","1520000","68","4.05","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","135817","17.88","538000","71","3.95"
"3-07369-0027","2190 BRIGHAM STREET
Brooklyn, NY 
(40.599287050857, -73.934948658748)","3","11229","40.599495","-73.934958","15","46","570","3320769","3073690027","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","SHEEPSHEAD BAY","D4-ELEVATOR","162","1952","167760","2361830","14.08","8620000","51","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","1.55","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","1.25"
"3-00476-0001","515 COURT STREET
Brooklyn, NY 
(40.675205960404, -73.999300480627)","3","11231","40.675294","-73.999293","6","39","77","3008139","3004760001","Carroll Gardens-Columbia Street-Red Hook                                   ","CARROLL GARDENS","C6-WALK-UP","13","1930","15725","242951","15.45","962000","61","3-00172-0064","375 STATE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON MALL","C1-WALK-UP","20","1905","15200","272223","17.91","1080000","71","1.15","3-00197-0055","255 BERGEN STREET
Brooklyn, NY 
(40.684060126855, -73.983557380885)","BOERUM HILL","C1-WALK-UP","32","1900","18916","361747","19.12","1570000","83","1"
"3-06126-0052","325 MARINE AVENUE
Brooklyn, NY 
(40.614802965368, -74.034167114439)","3","11209","40.614497","-74.033612","10","43","5601","3155854","3061260052","Bay Ridge                                                                  ","BAY RIDGE","C6-WALK-UP","48","1926","45540","577447","12.68","1990000","43.7","3-06114-0053","361 95 STREET
Brooklyn, NY 
(40.616502212656, -74.032095417366)","BAY RIDGE","C1-WALK-UP","39","1926","32044","433195","13.52","1580000","49.3","0.15","3-06115-0037","112 MARINE AVENUE
Brooklyn, NY 
(40.617688444559, -74.036332108387)","BAY RIDGE","C1-WALK-UP","38","1925","36000","425824","11.83","1470000","40.8","0.25"
