"month","total_snap_recipients"
"2019-04-01T00:00:00.000","1550397"
"2019-03-01T00:00:00.000","1561666"
"2019-02-01T00:00:00.000","1564537"
"2019-01-01T00:00:00.000","1570537"
"2018-12-01T00:00:00.000","1571790"
"2018-11-01T00:00:00.000","1577524"
"2018-10-01T00:00:00.000","1590812"
"2018-09-01T00:00:00.000","1594530"
"2018-08-01T00:00:00.000","1604622"
"2018-07-01T00:00:00.000","1603658"
"2018-06-01T00:00:00.000","1607466"
"2018-05-01T00:00:00.000","1618164"
"2018-04-01T00:00:00.000","1618824"
"2018-03-01T00:00:00.000","1633962"
"2018-02-01T00:00:00.000","1620356"
"2018-01-01T00:00:00.000","1635537"
"2017-12-01T00:00:00.000","1635635"
"2017-11-01T00:00:00.000","1640403"
"2017-10-01T00:00:00.000","1636416"
"2017-09-01T00:00:00.000","1655650"
"2017-08-01T00:00:00.000","1662817"
"2017-07-01T00:00:00.000","1670141"
"2017-06-01T00:00:00.000","1676347"
"2017-05-01T00:00:00.000","1682555"
"2017-04-01T00:00:00.000","1669824"
"2017-03-01T00:00:00.000","1682786"
"2017-02-01T00:00:00.000","1678623"
"2017-01-01T00:00:00.000","1696761"
"2016-12-01T00:00:00.000","1698771"
"2016-11-01T00:00:00.000","1698133"
"2016-10-01T00:00:00.000","1692789"
"2016-09-01T00:00:00.000","1702125"
"2016-08-01T00:00:00.000","1707718"
"2016-07-01T00:00:00.000","1690283"
"2016-06-01T00:00:00.000","1693156"
"2016-05-01T00:00:00.000","1694747"
"2016-04-01T00:00:00.000","1677093"
"2016-03-01T00:00:00.000","1678033"
"2016-02-01T00:00:00.000","1679814"
"2016-01-01T00:00:00.000","1676822"
"2015-12-01T00:00:00.000","1688470"
"2015-11-01T00:00:00.000","1686941"
"2015-10-01T00:00:00.000","1694576"
"2015-09-01T00:00:00.000","1696174"
"2015-08-01T00:00:00.000","1692560"
"2015-07-01T00:00:00.000","1699730"
"2015-06-01T00:00:00.000","1706657"
"2015-05-01T00:00:00.000","1701527"
"2015-04-01T00:00:00.000","1709929"
"2015-03-01T00:00:00.000","1716035"
"2015-02-01T00:00:00.000","1716588"
"2015-01-01T00:00:00.000","1722856"
"2014-12-01T00:00:00.000","1742730"
"2014-11-01T00:00:00.000","1732347"
"2014-10-01T00:00:00.000","1738405"
"2014-09-01T00:00:00.000","1739660"
"2014-08-01T00:00:00.000","1743729"
"2014-07-01T00:00:00.000","1751949"
"2014-06-01T00:00:00.000","1755806"
"2014-05-01T00:00:00.000","1758889"
"2014-04-01T00:00:00.000","1762745"
"2014-03-01T00:00:00.000","1769583"
"2014-02-01T00:00:00.000","1785876"
"2014-01-01T00:00:00.000","1821535"
"2013-12-01T00:00:00.000","1838337"
"2013-11-01T00:00:00.000","1836252"
"2013-10-01T00:00:00.000","1850432"
"2013-09-01T00:00:00.000","1855649"
"2013-08-01T00:00:00.000","1869226"
"2013-07-01T00:00:00.000","1880790"
"2013-06-01T00:00:00.000","1873527"
"2013-05-01T00:00:00.000","1871135"
"2013-04-01T00:00:00.000","1872839"
"2013-03-01T00:00:00.000","1872945"
"2013-02-01T00:00:00.000","1858529"
"2013-01-01T00:00:00.000","1864854"
"2012-12-01T00:00:00.000","1906610"
"2012-11-01T00:00:00.000","1864472"
"2012-10-01T00:00:00.000","1838911"
"2012-09-01T00:00:00.000","1836249"
"2012-08-01T00:00:00.000","1844896"
"2012-07-01T00:00:00.000","1837299"
"2012-06-01T00:00:00.000","1834161"
"2012-05-01T00:00:00.000","1825013"
"2012-04-01T00:00:00.000","1810179"
"2012-03-01T00:00:00.000","1821023"
"2012-02-01T00:00:00.000","1811369"
"2012-01-01T00:00:00.000","1815175"
"2011-12-01T00:00:00.000","1825377"
"2011-11-01T00:00:00.000","1819653"
"2011-10-01T00:00:00.000","1832667"
"2011-09-01T00:00:00.000","1831882"
"2011-08-01T00:00:00.000","1826690"
"2011-07-01T00:00:00.000","1835190"
"2011-06-01T00:00:00.000","1830907"
"2011-05-01T00:00:00.000","1820946"
"2011-04-01T00:00:00.000","1822591"
"2011-03-01T00:00:00.000","1823042"
"2011-02-01T00:00:00.000","1803076"
"2011-01-01T00:00:00.000","1805763"
"2010-12-01T00:00:00.000","1810730"
"2010-11-01T00:00:00.000","1797430"
"2010-10-01T00:00:00.000","1789683"
"2010-09-01T00:00:00.000","1776501"
"2010-08-01T00:00:00.000","1764202"
"2010-07-01T00:00:00.000","1755644"
"2010-06-01T00:00:00.000","1731884"
"2010-05-01T00:00:00.000","1715629"
"2010-04-01T00:00:00.000","1700301"
"2010-03-01T00:00:00.000","1687344"
"2010-02-01T00:00:00.000","1663116"
"2010-01-01T00:00:00.000","1656221"
"2009-12-01T00:00:00.000","1644846"
"2009-11-01T00:00:00.000","1619835"
"2009-10-01T00:00:00.000","1607212"
"2009-09-01T00:00:00.000","1583581"
"2009-08-01T00:00:00.000","1554815"
"2009-07-01T00:00:00.000","1537284"
"2009-06-01T00:00:00.000","1502368"
"2009-05-01T00:00:00.000","1473304"
"2009-04-01T00:00:00.000","1444403"
"2009-03-01T00:00:00.000","1415907"
"2009-02-01T00:00:00.000","1390204"
"2009-01-01T00:00:00.000","1366942"
