"record_id","business_name","industry","certificate_number","inspection_date","inspection_result","test_type","approved","condemned","confiscated","notes","building_number","street","city","state","zip","unit","longitude","latitude"
"32544-2020-ENFO","835 PAWNIT WESTCHESTER LTD","Pawnbroker - 080","A0012977","2020-12-15T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"835","WESTCHESTER AVE","BRONX","NY","10455",,"-77.51985087626232","40.11248699222675"
"32399-2020-ENFO","MUKTI PETROLEUM INC","Gas Station-Retail - 815","A0012983","2020-12-15T00:00:00.000","Pass","PETROL PUMP DIESEL-32","2","0","0",,"14812","ROCKAWAY BLVD","JAMAICA","NY","11436",,"-77.51985087626232","40.11248699222675"
"32335-2020-ENFO","BRONX AUTO SERVICE CORP","Gas Station-Retail - 815","A0012879","2020-12-14T00:00:00.000","Pass","PETROL PUMP BLEND-19","4","0","0",,"2400","E TREMONT AVE","BRONX","NY","10461",,"-77.51985087626232","40.11248699222675"
"32126-2020-ENFO","SC & IT INC.","Gas Station-Retail - 815","A0012727","2020-12-11T00:00:00.000","Pass","PETROL PUMP BLEND-19","7","0","0",,"9744","SUTPHIN BLVD","JAMAICA","NY","11435",,"-77.51985087626232","40.11248699222675"
"24969-2021-ENFO","COOPER DELI GROCERY CORPORATION","Grocery-Retail - 808","A0033305","2021-07-28T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"6455","COOPER AVE","GLENDALE","NY","11385",,"-77.51985087626232","40.11248699222675"
"32292-2020-ENFO","14TH AVE GAS INC","Gas Station-Retail - 815","A0012851","2020-12-14T00:00:00.000","Pass","PETROL PUMP DIESEL-32","4","0","0",,"3715","14TH AVE","BROOKLYN","NY","11218",,"-77.51985087626232","40.11248699222675"
"32238-2020-ENFO","DELANCEY LAUNDROMAT INC","Laundries","A0012828","2020-12-14T00:00:00.000","Pass","SCALE TO 661 LBS-02","1","0","0",,"9","DELANCEY ST","NEW YORK","NY","10002",,"-77.51985087626232","40.11248699222675"
"32108-2020-ENFO","MENESES ENTERPRISES, LTD.","Laundries","A0012722","2020-12-11T00:00:00.000","Pass","SCALE TO 661 LBS-02","1","0","0",,"20223B","HILLSIDE AVE","HOLLIS","NY","11423",,"-77.51985087626232","40.11248699222675"
"32119-2020-ENFO","73 GASOLINE CORP.","Gas Station-Retail - 815","A0012731","2020-12-11T00:00:00.000","Pass","PETROL PUMP BLEND-19","6","0","0",,"7310","NEW UTRECHT AVE","BROOKLYN","NY","11204",,"-77.51985087626232","40.11248699222675"
"27544-2021-ENFO","GRAND FREEDOM MARKET CORP","Grocery-Retail - 808","A0035111","2021-08-12T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"805","GRAND ST","BROOKLYN","NY","11211",,"-77.51985087626232","40.11248699222675"
"31207-2020-ENFO","JJ SUPER CLEAN LAUNDROMAT INC.","Laundries","A0012838","2020-12-14T00:00:00.000","Pass","SCALE TO 661 LBS-02","1","0","0",,"5802","23RD AVE","BROOKLYN","NY","11204",,"-73.97548173962183","40.61609131082418"
"26185-2021-ENFO","BLUE STAR DELI & ORGANIC INC","Grocery-Retail - 808","A0034239","2021-08-04T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"715","LORIMER ST","BROOKLYN","NY","11211",,"-77.51985087626232","40.11248699222675"
"32406-2020-ENFO","OCEAN AUTO CENTER INC.","Gas Station-Retail - 815","A0012978","2020-12-15T00:00:00.000","Pass","OCTANE SAMPLE-85","0","2","0",,"2001","GRAVESEND NECK RD","BROOKLYN","NY","11229",,"-77.51985087626232","40.11248699222675"
"32096-2020-ENFO","JAG TRANSPORTING INC","Fuel Oil Dealer - 814","A0012710","2020-12-11T00:00:00.000","Fail","PETROL METER TYPE B-22","0","1","0",,"245","MESEROLE AVE","BROOKLYN","NY","11222",,"-77.51985087626232","40.11248699222675"
"31970-2020-ENFO","JAG TRANSPORTING INC","Fuel Oil Dealer - 814","A0012620","2020-12-10T00:00:00.000","Fail","PETROL METER TYPE B-22","0","1","0",,"245","MESEROLE AVE","BROOKLYN","NY","11222",,"-77.51985087626232","40.11248699222675"
"45678-2021-ENFO","YAPET CORP","Gas Station-Retail - 815","A0048625","2021-12-13T00:00:00.000","Pass","OCTANE SAMPLE-85","0","0","3",,"719","NEW LOTS AVE","BROOKLYN","NY","11207",,"-77.51985087626232","40.11248699222675"
"31914-2020-ENFO","MUKTI 149 PETROLEUM INC","Gas Station-Retail - 815","A0012563","2020-12-09T00:00:00.000","Pass","OCTANE SAMPLE-85","0","0","2",,"14154","NORTHERN BLVD","FLUSHING","NY","11354",,"-77.51985087626232","40.11248699222675"
"44910-2021-ENFO","POWELL GAS CORP","Gas Station-Retail - 815","A0048157","2021-12-09T00:00:00.000","Pass","NO FEE GAS PUMP-80","2","0","0",,"47-03","108TH ST","CORONA","NY","11368",,"-77.51985087626232","40.11248699222675"
"46058-2021-ENFO","CRUGER DELI AND CANDY INC","Grocery-Retail - 808","A0048758","2021-12-14T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"722","ALLERTON AVE","BRONX","NY","10467",,"-77.51985087626232","40.11248699222675"
"32397-2020-ENFO","KISSENA EXPRESSWAY INC.","Gas Station-Retail - 815","A0012981","2020-12-15T00:00:00.000","Pass","OCTANE SAMPLE-85","0","0","2",,"15402","HORACE HARDING EXPY","FLUSHING","NY","11367",,"-77.51985087626232","40.11248699222675"
"44707-2021-ENFO","KIDS A.M., INC.","Supermarket - 819","A0047941","2021-12-08T00:00:00.000","Pass","SCALE TO 33 LBS-01","15","0","0",,"330","GRAHAM AVE","BROOKLYN","NY","11211",,"-77.51985087626232","40.11248699222675"
"32119-2020-ENFO","73 GASOLINE CORP.","Gas Station-Retail - 815","A0012731","2020-12-11T00:00:00.000","Pass","PETROL PUMP DIESEL-32","6","0","0",,"7310","NEW UTRECHT AVE","BROOKLYN","NY","11204",,"-77.51985087626232","40.11248699222675"
"45659-2021-ENFO","D M OIL CORP","Gas Station-Retail - 815","A0048628","2021-12-13T00:00:00.000","Pass","PETROL PUMP BLEND-19","1","0","0",,"138-98","QUEENS BLVD","JAMAICA","NY","11435",,"-77.51985087626232","40.11248699222675"
"32008-2020-ENFO","LAI'S AUTO SERVICE CORP.","Gas Station-Retail - 815","A0012662","2020-12-10T00:00:00.000","Pass","PETROL PUMP BLEND-19","8","0","0",,"13717","NORTHERN BLVD","FLUSHING","NY","11354",,"-77.51985087626232","40.11248699222675"
"32003-2020-ENFO","JAG TRANSPORTING INC","Fuel Oil Dealer - 814","A0012633","2020-12-10T00:00:00.000","Pass","PETROL METER TYPE B-22","1","0","0",,"245","MESEROLE AVE","BROOKLYN","NY","11222",,"-77.51985087626232","40.11248699222675"
"32328-2020-ENFO","ATLANTIC COAST TRANSPORT GROUP INC","Fuel Oil Dealer - 814","A0012843","2020-12-14T00:00:00.000","Pass","PETROL METER TYPE A-21","1","0","0",,"245","MESEROLE AVE","BROOKLYN","NY","11222",,"-77.51985087626232","40.11248699222675"
"45800-2021-ENFO","ADNADER, INC.","Grocery-Retail - 808","A0048592","2021-12-13T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"218","SAINT NICHOLAS AVE","NEW YORK","NY","10027",,"-77.51985087626232","40.11248699222675"
"25247-2021-ENFO","VAQUERO DELI GROCERY CORP","Grocery-Retail - 808","A0033499","2021-07-29T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"234","E 116TH ST","NEW YORK","NY","10029",,"-77.51985087626232","40.11248699222675"
"32331-2020-ENFO","GSA GAS, CORP.","Gas Station-Retail - 815","A0012862","2020-12-14T00:00:00.000","Pass","PETROL PUMP BLEND-19","4","0","0",,"2065","CLINTONVILLE ST","FLUSHING","NY","11357",,"-77.51985087626232","40.11248699222675"
"24930-2021-ENFO","COBBLE HILL DELI & CONVENIENCE CORP","Grocery-Retail - 808","A0033268","2021-07-28T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"493","HENRY ST","BROOKLYN","NY","11231",,"-77.51985087626232","40.11248699222675"
"27195-2021-ENFO","3 GUYS DELI CORP","Grocery-Retail - 808","A0034897","2021-08-11T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"773","PARK AVE","BROOKLYN","NY","11206",,"-77.51985087626232","40.11248699222675"
"30024-2020-ENFO","CHAN'S LAUNDROMAT INC.","Laundries","A0012801","2020-12-14T00:00:00.000","Pass","SCALE TO 661 LBS-02","1","0","0",,"1655","NOSTRAND AVE","BROOKLYN","NY","11226",,"-73.94902099049669","40.6457675155427"
"45335-2021-ENFO","E Z PAWN CORP.","Pawnbroker - 080","A0048405","2021-12-10T00:00:00.000","Pass","SCALE TO 33 LBS-01","2","0","0",,"4521","QUEENS BLVD","SUNNYSIDE","NY","11104",,"-77.51985087626232","40.11248699222675"
"44709-2021-ENFO","SON & SON'S TRADING INC.","Grocery-Retail - 808","A0047994","2021-12-08T00:00:00.000","Pass","SCALE TO 661 LBS-02","1","0","0",,"518A","GARDNER AVE","BROOKLYN","NY","11222",,"-77.51985087626232","40.11248699222675"
"32148-2020-ENFO","ACE ROYALE CLEANERES INC","Laundries","A0012757","2020-12-11T00:00:00.000","Pass","SCALE TO 661 LBS-02","1","0","0",,"904B","COLUMBUS AVE","NEW YORK","NY","10025",,"-77.51985087626232","40.11248699222675"
"32004-2020-ENFO","E.S.F. TRANSPORT INC","Fuel Oil Dealer - 814","A0012643","2020-12-10T00:00:00.000","Pass","PETROL METER TYPE B-22","1","0","0",,"245","MESEROLE AVE","BROOKLYN","NY","11222",,"-77.51985087626232","40.11248699222675"
"25234-2021-ENFO","138 HILLSIDE AVE, INC","Gas Station-Retail - 815","A0033435","2021-07-29T00:00:00.000","Pass","PETROL PUMP BLEND-19","12","0","0",,"13850","HILLSIDE AVE","JAMAICA","NY","11435",,"-77.51985087626232","40.11248699222675"
"22661-2020-ENFO","PETRO INC.","Fuel Oil Dealer - 814","A0006172","2020-09-18T00:00:00.000","Fail","PETROL METER TYPE A-21","0","1","0",,"5560","58TH ST","MASPETH","NY","11378",,"-77.51985087626232","40.11248699222675"
"46524-2021-ENFO","BOGOPA-170TH, INC.","Supermarket - 819","A0048976","2021-12-15T00:00:00.000","Pass","SCALE TO 33 LBS-01","20","0","0",,"535","E 170TH ST","BRONX","NY","10456",,"-77.51985087626232","40.11248699222675"
"46018-2021-ENFO","107 DELI GROCERY CORP.","Grocery-Retail - 808","A0048796","2021-12-14T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"10705","JAMAICA AVE","RICHMOND HILL","NY","11418",,"-77.51985087626232","40.11248699222675"
"45903-2021-ENFO","BROOK ISLAND FUEL OIL INC","Fuel Oil Dealer - 814","A0048776","2021-12-14T00:00:00.000","Pass","PETROL METER TYPE A-21","1","0","0",,"1682","86TH ST","BROOKLYN","NY","11214",,"-77.51985444832485","40.11248688196303"
"45928-2021-ENFO","BK KING 1 CORP","Grocery-Retail - 808","A0048653","2021-12-13T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"2827","MERMAID AVE","BROOKLYN","NY","11224",,"-77.51985087626232","40.11248699222675"
"31985-2020-ENFO","CANARSIE BEST LAUNDRY INC.","Laundries","A0012629","2020-12-10T00:00:00.000","Pass","SCALE TO 661 LBS-02","1","0","0",,"8901","FLATLANDS AVE","BROOKLYN","NY","11236",,"-77.51985087626232","40.11248699222675"
"32063-2020-ENFO","TERA LAUNDRY INC","Laundries","A0012697","2020-12-10T00:00:00.000","Pass","SCALE TO 661 LBS-02","1","0","0",,"391","BROOK AVE","BRONX","NY","10454",,"-77.51985087626232","40.11248699222675"
"45568-2021-ENFO","MCGUINESS & KENT SERVICE STATION, INC.","Gas Station-Retail - 815","A0048620","2021-12-13T00:00:00.000","Pass","OCTANE SAMPLE-85","0","0","2",,"256","MCGUINNESS BLVD","BROOKLYN","NY","11222",,"-77.51985087626232","40.11248699222675"
"32378-2020-ENFO","NACMIAS & SONS AUTO SERVICE, LLC","Gas Station-Retail - 815","A0012952","2020-12-15T00:00:00.000","Pass","OCTANE SAMPLE-85","0","3","0",,"2489","CONEY ISLAND AVE","BROOKLYN","NY","11223",,"-77.51985087626232","40.11248699222675"
"45414-2021-ENFO","COFACI FOODS INC","Supermarket - 819","A0048384","2021-12-10T00:00:00.000","Fail","SCALE TO 33 LBS-01","3","2","0",,"436","BROOK AVE","BRONX","NY","10454",,"-77.51985087626232","40.11248699222675"
"32137-2020-ENFO","NAMDOR, INC.","Supermarket - 819","A0012741","2020-12-11T00:00:00.000","Fail","SCALE TO 33 LBS-01","9","0","0",,"3","SHERIDAN SQ","NEW YORK","NY","10014",,"-77.51985444832485","40.11248688196303"
"25416-2021-ENFO","ANN 8TH AVE GROCERY STORE INC","Grocery-Retail - 808","A0033390","2021-07-29T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"4801","8TH AVE","BROOKLYN","NY","11220",,"-77.51985444832485","40.11248688196303"
"32225-2020-ENFO","VILLA JUANA PRODUCE INC","Supermarket - 819","A0012807","2020-12-14T00:00:00.000","Pass","SCALE TO 33 LBS-01","9","0","0",,"2477","VALENTINE AVE","BRONX","NY","10458",,"-77.51985087626232","40.11248699222675"
"30260-2020-ENFO","M3 CANDY LLC","Grocery-Retail - 808","A0012759","2020-12-11T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"71","NEW DORP PLZ N","STATEN ISLAND","NY","10306",,"-74.11762486094108","40.57348932700467"
"25690-2020-ENFO","FABSCRAP","Misc Non-Food Retail - 817","A0012770","2020-12-11T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"110","W 26TH ST","NEW YORK","NY","10001",,"-73.99205322155717","40.7450595289971"
"25230-2021-ENFO","LOTUS JACKSON AVE GAS CORP","Gas Station-Retail - 815","A0033474","2021-07-29T00:00:00.000","Pass","PETROL PUMP DIESEL-32","4","0","0",,"250","JACKSON AVE","BRONX","NY","10454",,"-77.51985087626232","40.11248699222675"
"44902-2021-ENFO","ALS & BAISLEY DELI INC","Grocery-Retail - 808","A0048096","2021-12-09T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"160-26","BAISLEY BLVD","JAMAICA","NY","11434",,"-77.51985087626232","40.11248699222675"
"32177-2020-ENFO","102 DELI & GROCERY CORP","Grocery-Retail - 808","A0012778","2020-12-11T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"10202","JAMAICA AVE","RICHMOND HILL","NY","11418",,"-77.51985087626232","40.11248699222675"
"32372-2020-ENFO","WAVERLY MEAT & GROCERY INC.","Supermarket - 819","A0012937","2020-12-15T00:00:00.000","Pass","SCALE TO 33 LBS-01","8","0","0",,"367","WAVERLY AVE","BROOKLYN","NY","11238",,"-77.51985087626232","40.11248699222675"
"33270-2020-ENFO","GOLD CASH - E188, INC.","Secondhand Dealer [General] - 006","A0012975","2020-12-15T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"219","E 188TH ST","BRONX","NY","10458",,"-77.51985087626232","40.11248699222675"
"44910-2021-ENFO","POWELL GAS CORP","Gas Station-Retail - 815","A0048157","2021-12-09T00:00:00.000","Pass","PETROL PUMP DIESEL-32","2","0","0",,"47-03","108TH ST","CORONA","NY","11368",,"-77.51985087626232","40.11248699222675"
"32406-2020-ENFO","OCEAN AUTO CENTER INC.","Gas Station-Retail - 815","A0012978","2020-12-15T00:00:00.000","Pass","PETROL PUMP BLEND-19","2","0","0",,"2001","GRAVESEND NECK RD","BROOKLYN","NY","11229",,"-77.51985087626232","40.11248699222675"
"44651-2021-ENFO","STADIUM GAS INC.","Gas Station-Retail - 815","A0047957","2021-12-08T00:00:00.000","Pass","NO FEE GAS PUMP-80","2","0","0",,"112-44","ROOSEVELT AVE","CORONA","NY","11368",,"-77.51985087626232","40.11248699222675"
"26968-2021-ENFO","2363 ROSEWOOD GROCERY INC.","Grocery-Retail - 808","A0034429","2021-08-06T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"3263","WHITE PLAINS RD","BRONX","NY","10467",,"-77.51985087626232","40.11248699222675"
"32292-2020-ENFO","14TH AVE GAS INC","Gas Station-Retail - 815","A0012851","2020-12-14T00:00:00.000","Pass","OCTANE SAMPLE-85","0","0","2",,"3715","14TH AVE","BROOKLYN","NY","11218",,"-77.51985087626232","40.11248699222675"
"41210-2021-ENFO","HATZLACHA SUPERMARKET INC.","Grocery-Retail - 808","A0048603","2021-12-13T00:00:00.000","Pass","SCALE TO 33 LBS-01","19","0","0",,"744","BEDFORD AVE","BROOKLYN","NY","11205",,"-73.95691834820265","40.69841280534662"
"32214-2020-ENFO","DREAMERS DELI INC.","Grocery-Retail - 808","A0012806","2020-12-14T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"969","SENECA AVE","RIDGEWOOD","NY","11385",,"-77.51985087626232","40.11248699222675"
"30116-2020-ENFO","SUNNY LAUNDROMAT CENTER INC","Laundries","A0012859","2020-12-14T00:00:00.000","Pass","SCALE TO 661 LBS-02","1","0","0",,"6738","5TH AVE","BROOKLYN","NY","11220",,"-74.02055465034256","40.63461667800868"
"32257-2020-ENFO","1791 HAPPY LAUNDROMAT INC.","Laundries","A0012839","2020-12-14T00:00:00.000","Pass","SCALE TO 661 LBS-02","1","0","0",,"1791","WALTON AVE","BRONX","NY","10453",,"-77.51985087626232","40.11248699222675"
"22908-2020-ENFO","ATLANTIC COAST TRANSPORT GROUP INC","Gasoline Truck-Retail - 822","A0006350","2020-09-21T00:00:00.000","Pass","PETROL METER TYPE B-22","1","0","0",,"25","IRVING PL","WHITE PLAINS","NY","10606",,,
"31933-2020-ENFO","E.S.F. TRANSPORT INC","Fuel Oil Dealer - 814","A0012570","2020-12-09T00:00:00.000","Pass","PETROL METER TYPE B-22","1","0","0",,"245","MESEROLE AVE","BROOKLYN","NY","11222",,"-77.51985087626232","40.11248699222675"
"32409-2020-ENFO","FORDHAM AV PETROLEUM, INC","Gas Station-Retail - 815","A0012986","2020-12-15T00:00:00.000","Pass","PETROL PUMP BLEND-19","10","0","0",,"296","W FORDHAM RD","BRONX","NY","10468",,"-77.51985087626232","40.11248699222675"
"32377-2020-ENFO","PROLIFIC SERVICES LLC","Laundries","A0012946","2020-12-15T00:00:00.000","Pass","SCALE TO 661 LBS-02","1","0","0",,"167","PARK AVE","BROOKLYN","NY","11205",,"-77.51985087626232","40.11248699222675"
"32295-2020-ENFO","MUKTI 154 PETROLEUM INC","Gas Station-Retail - 815","A0012858","2020-12-14T00:00:00.000","Pass","PETROL PUMP BLEND-19","9","1","0",,"15409","UNION TPKE","FLUSHING","NY","11367",,"-77.51985087626232","40.11248699222675"
"45678-2021-ENFO","YAPET CORP","Gas Station-Retail - 815","A0048625","2021-12-13T00:00:00.000","Pass","PETROL PUMP SINGLE-17","4","0","0",,"719","NEW LOTS AVE","BROOKLYN","NY","11207",,"-77.51985087626232","40.11248699222675"
"28165-2021-ENFO","Aksha Inc","Gas Station-Retail - 815","A0035496","2021-08-16T00:00:00.000","Pass","OCTANE SAMPLE-85","0","0","2",,"760","CASTLE HILL AVE","BRONX","NY","10473",,"-77.51985087626232","40.11248699222675"
"32005-2020-ENFO","ATLANTIC COAST TRANSPORT GROUP INC","Fuel Oil Dealer - 814","A0012651","2020-12-10T00:00:00.000","Fail","PETROL METER TYPE B-22","0","1","0",,"245","MESEROLE AVE","BROOKLYN","NY","11222",,"-77.51985087626232","40.11248699222675"
"32235-2020-ENFO","LOS PRIMOS MG CORP","Laundries","A0012824","2020-12-14T00:00:00.000","Pass","SCALE TO 661 LBS-02","1","0","0",,"213","E TREMONT AVE","BRONX","NY","10457",,"-77.51985087626232","40.11248699222675"
"33275-2020-ENFO","J R PAWNSHOP CORP.","Pawnbroker - 080","A0012955","2020-12-15T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"966C","WESTCHESTER AVE","BRONX","NY","10459",,"-77.51985087626232","40.11248699222675"
"28002-2021-ENFO","HANA FOOD CORP.","Grocery-Retail - 808","A0035423","2021-08-16T00:00:00.000","Pass","SCALE TO 33 LBS-01","2","0","0",,"534","METROPOLITAN AVE","BROOKLYN","NY","11211",,"-77.51985087626232","40.11248699222675"
"32474-2020-ENFO","Q & B LAUNDROMAT INC","Laundries","A0013031","2020-12-15T00:00:00.000","Pass","SCALE TO 661 LBS-02","1","0","0",,"208","HOYT ST","BROOKLYN","NY","11217",,"-77.51985087626232","40.11248699222675"
"28007-2021-ENFO","FREDS MUNCHIES INC","Grocery-Retail - 808","A0035300","2021-08-13T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"2070","FREDERICK DOUGLASS BLVD","NEW YORK","NY","10026",,"-77.51985087626232","40.11248699222675"
"32393-2020-ENFO","DEJON ENTERTAINMENT LLC","Laundries","A0012968","2020-12-15T00:00:00.000","Pass","SCALE TO 661 LBS-02","1","0","0",,"275","FLATBUSH AVENUE EXT","BROOKLYN","NY","11201","6","-77.51985087626232","40.11248699222675"
"45956-2021-ENFO","VRI GROUP INC.","Gas Station-Retail - 815","A0048798","2021-12-14T00:00:00.000","Pass","PETROL PUMP DIESEL-32","4","0","0",,"26-27","COLLEGE POINT BLVD","FLUSHING","NY","11354",,"-77.51985087626232","40.11248699222675"
"32119-2020-ENFO","73 GASOLINE CORP.","Gas Station-Retail - 815","A0012731","2020-12-11T00:00:00.000","Pass","OCTANE SAMPLE-85","0","0","2",,"7310","NEW UTRECHT AVE","BROOKLYN","NY","11204",,"-77.51985087626232","40.11248699222675"
"33273-2020-ENFO","NEW CLEAN CITY, INC.","Laundries","A0012915","2020-12-15T00:00:00.000","Pass","SCALE TO 661 LBS-02","1","0","0",,"2200","GRAND CONCOURSE","BRONX","NY","10457",,"-77.51985087626232","40.11248699222675"
"45808-2021-ENFO","ALI 2023 DELI & GROCERY LLC","Grocery-Retail - 808","A0048615","2021-12-13T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"2023","7TH AVE","NEW YORK","NY","10027",,"-77.51985087626232","40.11248699222675"
"32243-2020-ENFO","WHITESTONE MART INC","Gas Station-Retail - 815","A0012832","2020-12-14T00:00:00.000","Pass","PETROL PUMP BLEND-19","4","0","0",,"1746","CLINTONVILLE ST","WHITESTONE","NY","11357",,"-77.51985087626232","40.11248699222675"
"5806-2020-ENFO","ELITE HAIRCUTTING LLC","Secondhand Dealer [General] - 006","A0006365","2020-09-21T00:00:00.000","Pass","SCALE TO 33 LBS-01","1","0","0",,"289","AVENUE U","BROOKLYN","NY","11223",,"-73.97352988449478","40.596954162196255"
