"job_number","job_type","c_o_issue_date","bin_number","borough","house_number","street_name","block","lot","postcode","pr_dwelling_unit","ex_dwelling_unit","application_status_raw","filing_status_raw","item_number","issue_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location"
"321610690","A1","2019-03-27T00:00:00.000","3084585","Brooklyn","466","BRADFORD STREET","03792","00042","11207","2","1","Issued","New","002","Final","40.667526","-73.890875","5","42","1158","3084585","3037920042","East New York (Pennsylvania Ave)","(40.667526, -73.890875)"
"420655721","A1","2019-03-28T00:00:00.000","4454836","Queens","12-42","NORTON DRIVE","15724","00065","11691","2","2","Issued","New","001","Final","40.605540","-73.769398","14","31","100802","4454836","4157240065","Far Rockaway-Bayswater","(40.60554, -73.769398)"
"121235001","A1","2019-03-27T00:00:00.000","1007201","Manhattan","205","MULBERRY STREET","00481","07503","10012","6","8","Issued","New","002","Temporary","40.721631","-73.996407","2","1","41","1007201","1004817503","SoHo-TriBeCa-Civic Center-Little Italy","(40.721631, -73.996407)"
"110128255","A1","2019-03-28T00:00:00.000","1085735","Manhattan","200","PARK AVENUE","01280","09010","10017","0","0","Issued","New","040","Temporary","40.753874","-73.976983","5","4","92","1085735","1012809010","Turtle Bay-East Midtown","(40.753874, -73.976983)"
"122904447","A1","2019-03-28T00:00:00.000","1000859","Manhattan","10","HANOVER SQUARE","00031","00001","10005","493","493","Issued","New","004","Temporary","40.704328","-74.009230","1","1","7","1000859","1000310001","Battery Park City-Lower Manhattan","(40.704328, -74.00923)"
"421315142","A1","2019-03-28T00:00:00.000","4019083","Queens","25-43","23RD STREET","00872","00027","11102","3","2","Issued","New","002","Final","40.772759","-73.923676","1","22","69","4019083","4008720027","Old Astoria","(40.772759, -73.923676)"
"104810849","A1","2019-03-27T00:00:00.000","1079153","Manhattan","270","BROADWAY","00135","07504","10007","88",,"Issued","New","028","Temporary","40.714022","-74.006442","1","1","21","1079153","1001357504","SoHo-TriBeCa-Civic Center-Little Italy","(40.714022, -74.006442)"
"102889297","A1","2019-03-28T00:00:00.000","1039666","Manhattan","320","EAST   52 STREET","01344","00041","10022","90","91","Issued","New","011","Temporary","40.755828","-73.966912","6","4","98","1039666","1013440041","Turtle Bay-East Midtown","(40.755828, -73.966912)"
"302309669","A1","2019-03-27T00:00:00.000","3073919","Brooklyn","108","WYCKOFF AVENUE","03248","00036","11237","2",,"Issued","New","001","Temporary","40.704008","-73.918767","4","37","445","3073919","3032480036","Bushwick North","(40.704008, -73.918767)"
"421373150","A1","2019-03-27T00:00:00.000","4245372","Queens","75-08","BLAKE AVENUE","11355","00005","11414","2","1","Issued","New","001","Final","40.672827","-73.860584","10","32","6202","4245372","4113550005","Lindenwood-Howard Beach","(40.672827, -73.860584)"
"123166206","A1","2019-03-27T00:00:00.000","1017076","Manhattan","1","EAST 33RD STREET","00863","00006","10016",,"0","Issued","New","003","Temporary","40.747680","-73.984799","5","4","74","1017076","1008630006","Midtown-Midtown South","(40.74768, -73.984799)"
"320627256","NB","2019-03-28T00:00:00.000","3379800","Brooklyn","211","MC GUINNESS BOULEVARD","02576","00020","11222","197",,"Issued","New","004","Temporary","40.729525","-73.950970","1","33","575","3065202","3025760020","Greenpoint","(40.729525, -73.95097)"
"121185528","NB","2019-03-27T00:00:00.000","1089771","Manhattan","250","SOUTH STREET","00248","07501","10002","815",,"Issued","New","003","Temporary","40.709974","-73.990759","3","1","6","1000000","1002487501","Lower East Side","(40.709974, -73.990759)"
"120818909","NB","2019-03-28T00:00:00.000","1089953","Manhattan","185","AVENUE B","00394","00010","10009","40",,"Issued","New","009","Temporary","40.727807","-73.979207","3","2","28","1004907","1003940010","Lower East Side","(40.727807, -73.979207)"
"122610656","A1","2019-03-28T00:00:00.000","1088221","Manhattan","2","6TH AVENUE","00191","00001","10013","232","232","Issued","New","009","Temporary","40.719128","-74.005166","1","1","33","1088221","1001910001","SoHo-TriBeCa-Civic Center-Little Italy","(40.719128, -74.005166)"
"104591620","A1","2019-03-27T00:00:00.000","1010374","Manhattan","333","HUDSON STREET","00597","00055","10013",,,"Issued","New","013","Temporary","40.727030","-74.007378","2","3","37","1010374","1005970055","SoHo-TriBeCa-Civic Center-Little Italy","(40.72703, -74.007378)"
"420662125","NB","2019-03-28T00:00:00.000","4297439","Queens","207","EAST 8 ROAD","15458","00010","11693","1",,"Issued","New","002","Temporary","40.607234","-73.816895","14","32","107201","4297439","4154580010","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","(40.607234, -73.816895)"
"102474715","A1","2019-03-28T00:00:00.000","1007944","Manhattan","126","CROSBY STREET","00511","00012","10012","1",,"Issued","New","016","Temporary","40.724496","-73.996454","2","1","43","1007944","1005110012","SoHo-TriBeCa-Civic Center-Little Italy","(40.724496, -73.996454)"
"421615130","A1","2019-03-28T00:00:00.000","4203767","Queens","103-44","121 STREET","09558","00028","11419",,,"Issued","New","003","Final","40.687830","-73.822595","10","28","15802","4203767","4095580028","South Ozone Park","(40.68783, -73.822595)"
"320157744","A1","2019-03-27T00:00:00.000","3080697","Brooklyn","1501","PITKIN AVENUE","03492","00001","11212","0","0","Issued","New","032","Temporary","40.668600","-73.918122","16","41","900","3080697","3034920001","Brownsville","(40.6686, -73.918122)"
"402063501","NB","2019-03-27T00:00:00.000","4616957","Queens","155","BEACH 5 STREET","15609","00006","11691","2",,"Issued","New","004","Temporary","40.595673","-73.740352","14","31","101002","4000000","4156090001","Far Rockaway-Bayswater","(40.595673, -73.740352)"
"121916980","A1","2019-03-28T00:00:00.000","1002728","Manhattan","285","WEST BROADWAY","00211","00018","10013",,,"Issued","New","010","Temporary","40.721054","-74.004859","1","1","33","1002728","1002110018","SoHo-TriBeCa-Civic Center-Little Italy","(40.721054, -74.004859)"
"104161835","NB","2019-03-28T00:00:00.000","1088112","Manhattan","517","EAST  117 STREET","01716","00008","10035",,,"Issued","New","039","Temporary","40.795634","-73.932408","11","8","178","1088112","1017160008","East Harlem North","(40.795634, -73.932408)"
"220178787","A1","2019-03-27T00:00:00.000","2047127","Bronx","1776","EASTCHESTER ROAD","04226","00016","10461","125",,"Issued","New","027","Temporary","40.849789","-73.843478","11","13","284","2047127","2042267502","Van Nest-Morris Park-Westchester Square","(40.849789, -73.843478)"
"123585496","A1","2019-03-28T00:00:00.000","1036162","Manhattan","425","LEXINGTON AVENUE","01298","00023","10017",,,"Issued","New","001","Temporary","40.752424","-73.975320","6","4","92","1036162","1012980023","Turtle Bay-East Midtown","(40.752424, -73.97532)"
"401042475","A1","2019-03-27T00:00:00.000","4431599","Queens","111-63","42 AVENUE","02014","00056","11368","2",,"Issued","New","001","Temporary","40.750397","-73.854593","4","21","399","4431599","4020140056","Corona","(40.750397, -73.854593)"
"421200658","NB","2019-03-27T00:00:00.000","4004421","Queens","37-35","21 STREET","00364","00004","11101","94",,"Issued","New","001","Temporary","40.757865","-73.938706","1","26","33","4004421","4003640004","Queensbridge-Ravenswood-Long Island City","(40.757865, -73.938706)"
"421519100","NB","2019-03-27T00:00:00.000","4617173","Queens","117-14","197 STREET","12617","00014","11412","2",,"Issued","New","001","Final","40.693406","-73.754973","12","27","394",,,"St. Albans","(40.693406, -73.754973)"
"320711379","NB","2019-03-27T00:00:00.000","3421447","Brooklyn","16","CHARLES PLACE","03183","00066","11221","39",,"Issued","New","005","Final","40.697849","-73.931646","4","34","391","3000000","3031830066","Bushwick South","(40.697849, -73.931646)"
"402146977","NB","2019-03-27T00:00:00.000","4616937","Queens","158","BEACH    6 STREET","15609","00063","11691","2",,"Issued","New","005","Temporary","40.595637","-73.741097","14","31","101002","4000000","4156090001","Far Rockaway-Bayswater","(40.595637, -73.741097)"
"122886298","A1","2019-06-18T00:00:00.000","1024836","Manhattan","1700","BROADWAY","01025","00025","10019",,,"Issued","New","009","Temporary","40.763342","-73.982398","5","4","131","1024836","1010250025","Midtown-Midtown South","(40.763342, -73.982398)"
"220403579","NB","2019-06-18T00:00:00.000","2119468","Bronx","69A","ISLAND POINT","05643","00235","10464","1",,"Issued","New","012","Temporary","40.847359","-73.783350","10","13","516","2119468","2056437502","Pelham Bay-Country Club-City Island","(40.847359, -73.78335)"
"320717140","NB","2019-06-18T00:00:00.000","3426367","Brooklyn","123","MELROSE STREET","03152","00048","11206","468",,"Issued","New","001","Temporary","40.699546","-73.933007","4","34","391","3071913","3031520048","Bushwick South","(40.699546, -73.933007)"
"123311503","A1","2019-06-18T00:00:00.000","1008210","Manhattan","620","BROADWAY","00522","00004","10012","11","11","Issued","New","001","Temporary","40.725924","-73.996342","2","1","5502","1008210","1005220004","West Village","(40.725924, -73.996342)"
"421338920","NB","2019-06-18T00:00:00.000","4607946","Queens","61-47","56TH AVENUE","02708","00050","11378","2",,"Issued","New","001","Final","40.725052","-73.903877","5","30","517","4000000","4027080050","Maspeth","(40.725052, -73.903877)"
"121324147","NB","2019-06-18T00:00:00.000","1089248","Manhattan","133","GREENWICH STREET","00052","00008","10006","317",,"Issued","New","012","Temporary","40.709468","-74.012931","1","1","13","1000000","1000520008","Battery Park City-Lower Manhattan","(40.709468, -74.012931)"
"301923346","NB","2019-06-18T00:00:00.000","3397192","Brooklyn","214","THIRD STREET","00978","00016","11215",,,"Issued","New","025","Temporary","40.675400","-73.988691","6","39","119","3397192","3009780016","Park Slope-Gowanus","(40.6754, -73.988691)"
"220417573","NB","2019-06-18T00:00:00.000","2119464","Bronx","53A","ISLAND POINT","05643","00235","10464","1",,"Issued","New","010","Temporary","40.847152","-73.782845","10","13","516","2119464","2056437502","Pelham Bay-Country Club-City Island","(40.847152, -73.782845)"
"120434137","A1","2019-06-18T00:00:00.000","1012318","Manhattan","548","W. 22 STREET","00693","00059","10011","0","0","Issued","New","017","Temporary","40.747676","-74.006236","4","3","99","1012318","1006930059","Hudson Yards-Chelsea-Flatiron-Union Square","(40.747676, -74.006236)"
"220240736","NB","2019-06-18T00:00:00.000","2119450","Bronx","57","ISLAND POINT","05643","00235","10464","2",,"Issued","New","010","Temporary","40.847124","-73.782964","10","13","516","2119450","2056437502","Pelham Bay-Country Club-City Island","(40.847124, -73.782964)"
"321549856","A1","2019-06-18T00:00:00.000","3200608","Brooklyn","2225","EAST 12TH STREET","07372","00078","11229","1","1","Issued","New","001","Final","40.595669","-73.959653","15","48","584","3200608","3073720078","Homecrest","(40.595669, -73.959653)"
"103276410","A1","2019-06-18T00:00:00.000","1024706","Manhattan","1501","BROADWAY","01015","00029","10026",,,"Issued","New","026","Temporary","40.757103","-73.986193","5","3","119","1024706","1010150029","Midtown-Midtown South","(40.757103, -73.986193)"
"220240674","NB","2019-06-18T00:00:00.000","2119436","Bronx","5","ISLAND POINT","05643","00235","10464","2",,"Issued","New","012","Temporary","40.847526","-73.783592","10","13","516","2119436","2056437502","Pelham Bay-Country Club-City Island","(40.847526, -73.783592)"
"220417555","NB","2019-06-18T00:00:00.000","2119462","Bronx","45A","ISLAND POINT","05643","00235","10464","1",,"Issued","New","006","Temporary","40.847206","-73.782606","10","13","516","2119462","2056437502","Pelham Bay-Country Club-City Island","(40.847206, -73.782606)"
"321118722","NB","2019-06-18T00:00:00.000","3426221","Brooklyn","2142","GERRITSEN AVENUE","07341","00102","11229","4",,"Issued","New","003","Final","40.602676","-73.936100","15","46","568","3337281","3073410001","Madison","(40.602676, -73.9361)"
"122398333","A1","2019-06-18T00:00:00.000","1009758","Manhattan","225","VARICK STREET","00581","00063","10014",,,"Issued","New","012","Temporary","40.729165","-74.005250","2","3","67","1009758","1005810063","West Village","(40.729165, -74.00525)"
"220417582","NB","2019-06-18T00:00:00.000","2119465","Bronx","57A","ISLAND POINT","05643","00235","10464","1",,"Issued","New","009","Temporary","40.847124","-73.782964","10","13","516","2119465","2056437502","Pelham Bay-Country Club-City Island","(40.847124, -73.782964)"
"402887195","NB","2019-06-18T00:00:00.000","4540402","Queens","45-45","42 STREET","00169","00006","11104",,,"Issued","New","020","Temporary","40.742572","-73.922603","2","26","18102","4540402","4001690006","Hunters Point-Sunnyside-West Maspeth","(40.742572, -73.922603)"
"121724928","A1","2019-06-18T00:00:00.000","1090463","Manhattan","227","EAST 19TH STREET","00900","00018","10003","48",,"Issued","New","007","Temporary","40.735924","-73.983838","6","2","64","1082124","1009000018","Gramercy","(40.735924, -73.983838)"
"220151831","NB","2019-06-18T00:00:00.000","2128449","Bronx","2681","MARION AVENUE","03287","00094","10458","100",,"Issued","New","004","Temporary","40.865079","-73.890312","7","15","40502","2016638","2032870094","Bedford Park-Fordham North","(40.865079, -73.890312)"
"121193396","A1","2019-06-18T00:00:00.000","1090572","Manhattan","223","GRAND STREET","00239","00015","10013",,,"Issued","New","008","Temporary","40.718721","-73.995570","2","1","41","1003121","1002390014","SoHo-TriBeCa-Civic Center-Little Italy","(40.718721, -73.99557)"
"421351842","NB","2019-06-18T00:00:00.000","4615049","Queens","123-32","ROOSEVELT AVENUE","02018","00001","11355",,,"Issued","New","005","Temporary","40.754722","-73.845272","81","21","38302",,,"park-cemetery-etc-Queens","(40.754722, -73.845272)"
"220403560","NB","2019-06-18T00:00:00.000","2119467","Bronx","65A","ISLAND POINT","05643","00235","10464","1",,"Issued","New","012","Temporary","40.847276","-73.783311","10","13","516","2119467","2056437502","Pelham Bay-Country Club-City Island","(40.847276, -73.783311)"
"220255729","NB","2019-06-18T00:00:00.000","2119458","Bronx","1A","ISLAND POINT","05643","00235","10464","1",,"Issued","New","012","Temporary","40.847483","-73.783791","10","13","516","2119458","2056437502","Pelham Bay-Country Club-City Island","(40.847483, -73.783791)"
"123241955","A1","2019-06-18T00:00:00.000","1026318","Manhattan","10","COLUMBUS CIRCLE","01049","07501","10019","189","189","Issued","New","002","Temporary","40.767815","-73.982260","4","3","145","1026318","1010497501","Lincoln Square","(40.767815, -73.98226)"
"302317491","NB","2019-06-18T00:00:00.000","3421584","Brooklyn","1659","42 STREET","05381","00064","11204","2",,"Issued","New","001","Final","40.634129","-73.980036","12","39","478","3000000","3053810064","Borough Park","(40.634129, -73.980036)"
"122956319","A1","2019-06-18T00:00:00.000","1002012","Manhattan","100","HUDSON STREET","00179","00056","10013","44","44","Issued","New","005","Temporary","40.719190","-74.008705","1","1","33","1002012","1001790056","SoHo-TriBeCa-Civic Center-Little Italy","(40.71919, -74.008705)"
"103685567","A1","2020-07-23T00:00:00.000","1080672","Manhattan","28","WEST   23 STREET","00824","00028","10010",,,"Issued","New","049","Temporary","40.742005","-73.990675","5","3","58","1080672","1008240028","Hudson Yards-Chelsea-Flatiron-Union Square","
,  
(40.742005, -73.990675)"
"421523220","A1","2019-06-18T00:00:00.000","4217439","Queens","168-49","92 ROAD","10210","00248","11433","2","1","Issued","New","001","Final","40.705870","-73.790692","12","27","444","4217439","4102100248","Jamaica","(40.70587, -73.790692)"
"320625294","A1","2019-06-18T00:00:00.000","3003099","Brooklyn","350","HENRY STREET","00295","00021","11201","17",,"Issued","New","004","Temporary","40.689273","-73.996960","6","39","49","3003099","3002950021","Carroll Gardens-Columbia Street-Red Hook","(40.689273, -73.99696)"
"220240709","NB","2019-06-18T00:00:00.000","2119448","Bronx","49","ISLAND POINT","05643","00235","10464","2",,"Issued","New","009","Temporary","40.847179","-73.782725","10","13","516","2119448","2056437502","Pelham Bay-Country Club-City Island","(40.847179, -73.782725)"
"220151760","NB","2019-06-18T00:00:00.000","2127039","Bronx","530","EXTERIOR STREET","02351","00025","10451","157",,"Issued","New","009","Temporary","40.818796","-73.930343","1","8","63","2000000","2023510025","West Concourse","(40.818796, -73.930343)"
"220417608","NB","2019-06-18T00:00:00.000","2119469","Bronx","70A","ISLAND POINT","05643","00235","10464","1",,"Issued","New","002","Temporary","40.847364","-73.783328","10","13","516","2119469","2056437502","Pelham Bay-Country Club-City Island","(40.847364, -73.783328)"
"122483357","A1","2019-06-18T00:00:00.000","1061084","Manhattan","188","EDGECOMBE AVENUE","02051","00103","10030","4","10","Issued","New","001","Temporary","40.822226","-73.944510","9","9","227","1061084","1020510103","Hamilton Heights","(40.822226, -73.94451)"
"104122316","A1","2019-06-18T00:00:00.000","1087267","Manhattan","124","EAST   59 STREET","01313","00056","10022",,,"Issued","New","048","Temporary","40.762447","-73.968724","5","4","11203","1087267","1013137502","Turtle Bay-East Midtown","(40.762447, -73.968724)"
"220417528","NB","2019-06-18T00:00:00.000","2119461","Bronx","13A","ISLAND POINT","05643","00235","10464","1",,"Issued","New","002","Temporary","40.847641","-73.783089","10","13","516","2119461","2056437502","Pelham Bay-Country Club-City Island","(40.847641, -73.783089)"
"121555058","A1","2019-06-18T00:00:00.000","1007119","Manhattan","101","AVE. OF AMERICAS","00477","00011","10013",,,"Issued","New","001","Temporary","40.723247","-74.004957","2","1","37","1007119","1004770011","SoHo-TriBeCa-Civic Center-Little Italy","(40.723247, -74.004957)"
"421033679","A1","2019-06-18T00:00:00.000","4168039","Queens","24","KNOLLWOOD AVENUE","08018","00015","11363","1","1","Issued","New","001","Final","40.779962","-73.752332","11","19","1483","4168039","4080180015","Douglas Manor-Douglaston-Little Neck","(40.779962, -73.752332)"
"321112540","NB","2019-06-18T00:00:00.000","3418393","Brooklyn","31","AINSLIE ST","02371","00050","11211","15",,"Issued","New","001","Temporary","40.713047","-73.953255","1","34","513","3329535","3023710021","North Side-South Side","(40.713047, -73.953255)"
"220221427","NB","2019-08-23T00:00:00.000","2119717","Bronx","1035","EAST 216 STREET","04699","00010","10469","2",,"Issued","New","001","Final","40.878565","-73.854798","12","12","388","2119717","2046990010","Williamsbridge-Olinville","
,  
(40.878565, -73.854798)"
"120040491","A1","2019-08-23T00:00:00.000","1016014","Manhattan","48","WEST 39 STREET","00840","00071","10018",,,"Issued","New","023","Temporary","40.752231","-73.983841","5","4","84","1016014","1008400071","Midtown-Midtown South","
,  
(40.752231, -73.983841)"
"421323357","A1","2019-08-23T00:00:00.000","4052459","Queens","110-46","68 DRIVE","02228","00027","11375","1","1","Issued","New","001","Final","40.726413","-73.843194","6","29","75702","4052459","4022280027","Forest Hills","
,  
(40.726413, -73.843194)"
"420662599","NB","2019-08-23T00:00:00.000","4465701","Queens","113","REID AVENUE","16350","00400","11697","1",,"Issued","New","004","Temporary","40.560145","-73.910466","14","32","91601","4465701","4163500400","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","
,  
(40.560145, -73.910466)"
"200847977","NB","2019-08-23T00:00:00.000","2117255","Bronx","959","TELLER AVENUE","02423","00181","10456","8",,"Issued","New","005","Final","40.826877","-73.915145","4","17","173","2117255","2024230181","East Concourse-Concourse Village","
,  
(40.826877, -73.915145)"
"200327495","A1","2019-08-23T00:00:00.000","2012228","Bronx","2462","HUGHES AVENUE","03076","00034","10458","2","2","Issued","New","001","Final","40.856492","-73.885768","6","15","389","2012228","2030760034","Belmont","
,  
(40.856492, -73.885768)"
"110360341","A1","2019-08-23T00:00:00.000","1002856","Manhattan","443","GREENWICH STREET","00222","00001","10013","53","1","Issued","New","017","Temporary","40.722882","-74.009625","1","1","39","1002856","1002227503","SoHo-TriBeCa-Civic Center-Little Italy","
,  
(40.722882, -74.009625)"
"320624776","NB","2019-08-23T00:00:00.000","3063395","Brooklyn","349","KENT AVENUE","02441","00001","11249","10",,"Issued","New","001","Final","40.712747","-73.967651","1","33","549","3063395","3024410001","North Side-South Side","
,  
(40.712747, -73.967651)"
"220140274","NB","2019-08-23T00:00:00.000","2120098","Bronx","200","BAYCHESTER AVE","05141","00003","10475",,,"Issued","New","024","Temporary","40.865912","-73.830432","10","12","46201","2000000","2051410006","Co-op City","
,  
(40.865912, -73.830432)"
"122831178","A1","2019-08-23T00:00:00.000","1084029","Manhattan","30","MORNINGSIDE DRIVE","01866","00001","10025","205",,"Issued","New","003","Temporary","40.804101","-73.960292","9","7","19701","1084029","1018660001","Morningside Heights","
,  
(40.804101, -73.960292)"
"103801414","A1","2019-08-23T00:00:00.000","1015604","Manhattan","1115","BROADWAY","00826","00046","10010",,,"Issued","New","044","Temporary","40.742916","-73.989185","5","3","58","1015604","1008260046","Hudson Yards-Chelsea-Flatiron-Union Square","
,  
(40.742916, -73.989185)"
"421656130","A1","2019-08-23T00:00:00.000","4532696","Queens","64-05","YELLOWSTONE BOULEVARD","02149","07501","11375","105","105","Issued","New","003","Temporary","40.732108","-73.851721","6","29","743","4532696","4021497501","Forest Hills","
,  
(40.732108, -73.851721)"
"121569613","A1","2019-08-23T00:00:00.000","1061167","Manhattan","369","EDGECOMBE AVENUE","02054","00016","10031","16","25","Issued","New","007","Temporary","40.827741","-73.940878","9","9","23501","1061167","1020540016","Hamilton Heights","
,  
(40.827741, -73.940878)"
"101730405","A1","2019-10-30T00:00:00.000","1050754","Manhattan","421","EAST   91 STREET","01571","00015","10128",,,"Issued","New","021","Temporary","40.779804","-73.946376","8","5","152","1050754","1015710015","Yorkville","
,  
(40.779804, -73.946376)"
"110346162","NB","2019-10-30T00:00:00.000","1015913","Manhattan","54","WEST 36 STREET","00837","00074","10018","185",,"Issued","New","017","Temporary","40.750617","-73.985773","5","4","84","1015913","1008370074","Midtown-Midtown South","
,  
(40.750617, -73.985773)"
"122269151","A1","2019-10-30T00:00:00.000","1012541","Manhattan","75","NINTH AVENUE","00713","00001","10011",,,"Issued","New","015","Temporary","40.741876","-74.004713","4","3","83","1012541","1007130001","Hudson Yards-Chelsea-Flatiron-Union Square","
,  
(40.741876, -74.004713)"
"320916416","A1","2019-10-30T00:00:00.000","3425114","Brooklyn","22","UNDERHILL AVE","01130","00039","11238","1",,"Issued","New","001","Final","40.680240","-73.964840","8","35","203","3027667","3011300039","Prospect Heights","
,  
(40.68024, -73.96484)"
"100923985","NB","2019-03-29T00:00:00.000","1085805","Manhattan","180","RIVERSIDE BOULEVARD","01171","00129","10069","516",,"Issued","New","049","Temporary","40.778372","-73.988514","7","6","155","1085805","1011710129","Lincoln Square","(40.778372, -73.988514)"
"120778033","A1","2019-03-29T00:00:00.000","1016131","Manhattan","200","PARK AVE SOUTH","00846","00033","10003","66","66","Issued","New","002","Temporary","40.736787","-73.989305","5","2","52","1016131","1008460033","Hudson Yards-Chelsea-Flatiron-Union Square","(40.736787, -73.989305)"
"121409573","A1","2019-03-29T00:00:00.000","1082634","Manhattan","17","BATTERY PLACE","00015","07501","10004","492","492","Issued","New","023","Temporary","40.704884","-74.015927","1","1","13","1082634","1000157501","Battery Park City-Lower Manhattan","(40.704884, -74.015927)"
"421389777","A1","2019-03-29T00:00:00.000","4256925","Queens","149-50","LEFFERTS BLVD","11819","00063","11420","2","1","Issued","New","001","Final","40.667808","-73.821740","10","32","84601","4256925","4118190063","South Ozone Park","(40.667808, -73.82174)"
"320190324","NB","2019-03-29T00:00:00.000","3395126","Brooklyn","1204","37TH STREET","05295","00004","11218","4",,"Issued","New","001","Temporary","40.642830","-73.986941","12","39","226","3000000","3052950004","Borough Park","(40.64283, -73.986941)"
"321388182","NB","2019-03-29T00:00:00.000","3426127","Brooklyn","2809","SNYDER AVENUE","05108","00061","11226","10",,"Issued","New","001","Final","40.648854","-73.951098","17","40","824","3117348","3051080061","Erasmus","(40.648854, -73.951098)"
"320190333","NB","2019-03-29T00:00:00.000","3395127","Brooklyn","1208","37TH STREET","05295","00004","11218","4",,"Issued","New","001","Temporary","40.642792","-73.986877","12","39","226","3000000","3052950104","Borough Park","(40.642792, -73.986877)"
"122237720","A1","2019-03-29T00:00:00.000","1039789","Manhattan","323","EAST 52ND STREET","01345","00012","10022","4","2","Issued","New","001","Temporary","40.755815","-73.966833","6","4","98","1039789","1013450012","Turtle Bay-East Midtown","(40.755815, -73.966833)"
"201108684","NB","2019-03-29T00:00:00.000","2829633","Bronx","3094","HATTING PLACE","05524","0117","10465","2",,"Issued","New","002","Final","40.814258","-73.807063","10","13","118","2122211","2055240117","Schuylerville-Throgs Neck-Edgewater Park","(40.814258, -73.807063)"
"520196859","NB","2019-03-29T00:00:00.000","5164582","Staten Island","55B","RICHMOND TERRACE","00002","00015","10301",,,"Issued","New","001","Temporary","40.644120","-74.076584","1","49","3","5000000","5000020015","West New Brighton-New Brighton-St. George","(40.64412, -74.076584)"
"320190397","NB","2019-03-29T00:00:00.000","3395136","Brooklyn","1276","37TH STREET","05295","00004","11218","4",,"Issued","New","001","Temporary","40.642150","-73.985810","12","39","226","3000000","3052950113","Borough Park","(40.64215, -73.98581)"
"100935008","NB","2019-03-29T00:00:00.000","1085804","Manhattan","160","RIVERSIDE BOULEVARD","01171","00132","10069","438",,"Issued","New","050","Temporary","40.777824","-73.988713","7","6","155","1085804","1011710132","Lincoln Square","(40.777824, -73.988713)"
"120800534","A1","2019-03-29T00:00:00.000","1013576","Manhattan","519","8TH AVE","00759","00045","10018",,,"Issued","New","001","Temporary","40.753385","-73.992604","4","3","111","1013576","1007590045","Hudson Yards-Chelsea-Flatiron-Union Square","(40.753385, -73.992604)"
"320190388","NB","2019-03-29T00:00:00.000","3395134","Brooklyn","1264","37TH STREET","05295","00004","11218","4",,"Issued","New","001","Temporary","40.642262","-73.985997","12","39","226","3000000","3052950111","Borough Park","(40.642262, -73.985997)"
"410228622","NB","2019-03-29T00:00:00.000","4008151","Queens","31-09","35 AVE","00608","00004","11106",,,"Issued","New","002","Final","40.758056","-73.928331","1","26","57","4008151","4006080004","Astoria","(40.758056, -73.928331)"
"220421390","NB","2019-03-29T00:00:00.000","2129116","Bronx","288","EAST 169 STREET","02439","00053","10456","7",,"Issued","New","003","Final","40.835084","-73.912297","4","16","17701","2002425","2024390053","East Concourse-Concourse Village","(40.835084, -73.912297)"
"320915140","NB","2019-03-29T00:00:00.000","3425744","Brooklyn","991","OCEAN AVENUE","05206","00050","11226","25",,"Issued","New","004","Temporary","40.638333","-73.958770","14","40","51601","3120260","3052060050","Flatbush","(40.638333, -73.95877)"
"121327956","A1","2019-03-29T00:00:00.000","1003081","Manhattan","133","MULBERRY STREET","00236","00027","10013","18","16","Issued","New","013","Temporary","40.718455","-73.997760","2","1","41","1003081","1002367503","SoHo-TriBeCa-Civic Center-Little Italy","(40.718455, -73.99776)"
"122132110","NB","2019-03-29T00:00:00.000","1089698","Manhattan","101","MURRAY STREET","00142","00100","10007","157",,"Issued","New","016","Temporary","40.715065","-74.012239","1","1","21","1001542","1001420100","SoHo-TriBeCa-Civic Center-Little Italy","(40.715065, -74.012239)"
"421303761","NB","2019-03-29T00:00:00.000","4618998","Queens","51-36","35 STREET","00306","00042","11101",,,"Issued","New","001","Final","40.736672","-73.933940","2","26","199","4003661","4003060042","Hunters Point-Sunnyside-West Maspeth","(40.736672, -73.93394)"
"102916855","NB","2019-03-29T00:00:00.000","1086018","Manhattan","2828","BROADWAY","01881","00004","10025",,,"Issued","New","017","Temporary","40.803894","-73.966888","7","7","195","1086018","1018810003","Morningside Heights","(40.803894, -73.966888)"
"320908041","NB","2019-03-29T00:00:00.000","3424482","Brooklyn","146","PIERREPONT STREET","00244","00026","11201","90",,"Issued","New","001","Temporary","40.694770","-73.991482","2","33","9","3343656","3002440026","Brooklyn Heights-Cobble Hill","(40.69477, -73.991482)"
"320916737","NB","2019-03-29T00:00:00.000","3424206","Brooklyn","720","NOSTRAND AVE.","01233","00045","11216","10",,"Issued","New","003","Temporary","40.673974","-73.950124","8","36","31701","3330796","3012330045","Crown Heights North","(40.673974, -73.950124)"
"520139332","NB","2019-03-29T00:00:00.000","5105848","Staten Island","191","KISWICK STREET","03735","00048","10306","1",,"Issued","New","004","Final","40.574429","-74.095964","2","50","11202","5105848","5037350048","New Dorp-Midland Beach","(40.574429, -74.095964)"
"122961786","A1","2019-03-29T00:00:00.000","1052876","Manhattan","321","EAST 111TH STREET","01683","00013","10029",,,"Issued","New","008","Final","40.793459","-73.939233","11","8","180","1052876","1016830013","East Harlem North","(40.793459, -73.939233)"
