"borough","borough_name","block","lot","zip","serv_order_type","permit_description","permit_no","dateissued"
"1","NEW YORK","731","72","100010000","POSIN","SEWER PERMIT-INSTALL","925551","2021-07-01T00:00:00.000"
"1","NEW YORK","742","19","100110000","POSPL","SEWER PERMIT-PLUG","925845","2021-07-08T00:00:00.000"
"1","NEW YORK","742","19","100110000","POTAP","PERMIT-TAP","927375","2021-07-28T00:00:00.000"
"1","NEW YORK","800","50","100110000","POSIN","SEWER PERMIT-INSTALL","926825","2021-07-22T00:00:00.000"
"1","NEW YORK","826","28","100100000","POTAP","PERMIT-TAP","925729","2021-07-07T00:00:00.000"
"1","NEW YORK","826","28","100100000","POTAP","PERMIT-TAP","925734","2021-07-07T00:00:00.000"
"1","NEW YORK","843","39","100030000","POTAP","PERMIT-TAP","926084","2021-07-12T00:00:00.000"
"1","NEW YORK","853","2","100100000","POSIN","SEWER PERMIT-INSTALL","927405","2021-07-28T00:00:00.000"
"1","NEW YORK","874","7505","100030000","POTAP","PERMIT-TAP","927076","2021-07-26T00:00:00.000"
"1","NEW YORK","895","60","100160000","POTAP","PERMIT-TAP","927329","2021-07-28T00:00:00.000"
"1","NEW YORK","895","60","100160000","POTAP","PERMIT-TAP","927331","2021-07-28T00:00:00.000"
"1","NEW YORK","1000","55","101050000","POSIN","SEWER PERMIT-INSTALL","927032","2021-07-24T00:00:00.000"
"1","NEW YORK","1000","55","101050000","POSIN","SEWER PERMIT-INSTALL","927033","2021-07-24T00:00:00.000"
"1","NEW YORK","1000","55","101050000","POSIN","SEWER PERMIT-INSTALL","927034","2021-07-24T00:00:00.000"
"1","NEW YORK","1033","25","100360000","POSPL","SEWER PERMIT-PLUG","925809","2021-07-07T00:00:00.000"
"1","NEW YORK","1095","24","100360000","POSIN","SEWER PERMIT-INSTALL","927052","2021-07-24T00:00:00.000"
"1","NEW YORK","1096","34","100190000","POTAP","PERMIT-TAP","925776","2021-07-07T00:00:00.000"
"1","NEW YORK","1103","22","100190000","POSPL","SEWER PERMIT-PLUG","926767","2021-07-21T00:00:00.000"
"1","NEW YORK","1121","55","100230000","POSIN","SEWER PERMIT-INSTALL","927029","2021-07-24T00:00:00.000"
"1","NEW YORK","1121","55","100230000","POSPL","SEWER PERMIT-PLUG","927242","2021-07-27T00:00:00.000"
"1","NEW YORK","1210","26","100240000","POSIN","SEWER PERMIT-INSTALL","927374","2021-07-28T00:00:00.000"
"1","NEW YORK","1243","55","100250000","POSIN","SEWER PERMIT-INSTALL","927376","2021-07-28T00:00:00.000"
"1","NEW YORK","1258","1","100360000","POTAP","PERMIT-TAP","926971","2021-07-23T00:00:00.000"
"1","NEW YORK","1258","1","100360000","POTAP","PERMIT-TAP","926972","2021-07-23T00:00:00.000"
"1","NEW YORK","1272","7503","100190000","POSIN","SEWER PERMIT-INSTALL","925880","2021-07-08T00:00:00.000"
"1","NEW YORK","1279","23","100170000","POSPL","SEWER PERMIT-PLUG","926575","2021-07-20T00:00:00.000"
"1","NEW YORK","1279","24","100170000","POSPL","SEWER PERMIT-PLUG","926571","2021-07-20T00:00:00.000"
"1","NEW YORK","1279","48","100170000","POSPL","SEWER PERMIT-PLUG","926572","2021-07-20T00:00:00.000"
"1","NEW YORK","1289","70","100220000","POSIN","SEWER PERMIT-INSTALL","925962","2021-07-09T00:00:00.000"
"1","NEW YORK","1304","7501","100220000","POTAP","PERMIT-TAP","925713","2021-07-07T00:00:00.000"
"1","NEW YORK","1304","7501","100220000","POTAP","PERMIT-TAP","925714","2021-07-07T00:00:00.000"
"1","NEW YORK","1304","7501","100220000","POTAP","PERMIT-TAP","925716","2021-07-07T00:00:00.000"
"1","NEW YORK","1304","7501","100220000","POTAP","PERMIT-TAP","925718","2021-07-07T00:00:00.000"
"1","NEW YORK","1309","69","100220000","POSPL","SEWER PERMIT-PLUG","927113","2021-07-26T00:00:00.000"
"1","NEW YORK","1380","17","100650000","POSPL","SEWER PERMIT-PLUG","927166","2021-07-26T00:00:00.000"
"1","NEW YORK","1380","17","100650000","POSPL","SEWER PERMIT-PLUG","927169","2021-07-26T00:00:00.000"
"1","NEW YORK","1380","17","100650000","POSPL","SEWER PERMIT-PLUG","927170","2021-07-26T00:00:00.000"
"1","NEW YORK","1545","49","100280000","POTAP","PERMIT-TAP","925829","2021-07-08T00:00:00.000"
"1","NEW YORK","1545","50","100280000","POTAP","PERMIT-TAP","925957","2021-07-09T00:00:00.000"
"1","NEW YORK","1545","51","100280000","POTAP","PERMIT-TAP","927554","2021-07-30T00:00:00.000"
"1","NEW YORK","1556","12","101280000","POTAP","PERMIT-TAP","926026","2021-07-09T00:00:00.000"
"1","NEW YORK","1561","14","100280000","POTAP","PERMIT-TAP","927500","2021-07-29T00:00:00.000"
"1","NEW YORK","1571","35","101280000","POTAP","PERMIT-TAP","925741","2021-07-07T00:00:00.000"
"1","NEW YORK","1571","35","101280000","POTAP","PERMIT-TAP","925742","2021-07-07T00:00:00.000"
"1","NEW YORK","1617","20","100290000","POTAP","PERMIT-TAP","926364","2021-07-15T00:00:00.000"
"1","NEW YORK","1617","20","100290000","POTAP","PERMIT-TAP","926365","2021-07-15T00:00:00.000"
"1","NEW YORK","1625","7","100290000","POSIN","SEWER PERMIT-INSTALL","926654","2021-07-21T00:00:00.000"
"1","NEW YORK","1643","33","100290000","POSPL","SEWER PERMIT-PLUG","926749","2021-07-21T00:00:00.000"
"1","NEW YORK","1717","150","100260000","POTAP","PERMIT-TAP","926436","2021-07-16T00:00:00.000"
"1","NEW YORK","1726","36","100350000","POTAP","PERMIT-TAP","926524","2021-07-19T00:00:00.000"
"1","NEW YORK","1726","36","100350000","POSIN","SEWER PERMIT-INSTALL","927470","2021-07-29T00:00:00.000"
"1","NEW YORK","1750","1","100351503","POSPL","SEWER PERMIT-PLUG","926685","2021-07-21T00:00:00.000"
"1","NEW YORK","1750","1","100351503","POSPL","SEWER PERMIT-PLUG","926686","2021-07-21T00:00:00.000"
"1","NEW YORK","1753","10","100350000","POTAP","PERMIT-TAP","925607","2021-07-02T00:00:00.000"
"1","NEW YORK","1789","45","100350000","POSIN","SEWER PERMIT-INSTALL","927087","2021-07-26T00:00:00.000"
"1","NEW YORK","1879","44","100250000","POTAP","PERMIT-TAP","926909","2021-07-23T00:00:00.000"
"1","NEW YORK","1879","44","100250000","POTAP","PERMIT-TAP","926911","2021-07-23T00:00:00.000"
"1","NEW YORK","1879","44","100250000","POSIN","SEWER PERMIT-INSTALL","926929","2021-07-23T00:00:00.000"
"1","NEW YORK","1910","2","100270000","POTAP","PERMIT-TAP","926324","2021-07-15T00:00:00.000"
"1","NEW YORK","1910","2","100270000","POTAP","PERMIT-TAP","926325","2021-07-15T00:00:00.000"
"1","NEW YORK","1929","57","100270000","POSIN","SEWER PERMIT-INSTALL","926948","2021-07-23T00:00:00.000"
"1","NEW YORK","1929","158","100270000","POSIN","SEWER PERMIT-INSTALL","926950","2021-07-23T00:00:00.000"
"1","NEW YORK","1932","5","100270000","POSIN","SEWER PERMIT-INSTALL","925888","2021-07-08T00:00:00.000"
"1","NEW YORK","1992","30","100020000","POTAP","PERMIT-TAP","926431","2021-07-16T00:00:00.000"
"1","NEW YORK","1992","30","100020000","POTAP","PERMIT-TAP","926432","2021-07-16T00:00:00.000"
"1","NEW YORK","1992","30","100020000","POSIN","SEWER PERMIT-INSTALL","926597","2021-07-20T00:00:00.000"
"1","NEW YORK","1992","30","100020000","POSIN","SEWER PERMIT-INSTALL","926598","2021-07-20T00:00:00.000"
"1","NEW YORK","2014","21","100390000","POSIN","SEWER PERMIT-INSTALL","926564","2021-07-20T00:00:00.000"
"1","NEW YORK","2065","19","100310000","POSIN","SEWER PERMIT-INSTALL","926833","2021-07-22T00:00:00.000"
"1","NEW YORK","2152","83","100330000","POSIN","SEWER PERMIT-INSTALL","927054","2021-07-24T00:00:00.000"
"1","NEW YORK","2173","1","100400000","POSPL","SEWER PERMIT-PLUG","926694","2021-07-21T00:00:00.000"
"1","NEW YORK","2174","70","100400000","POSIN","SEWER PERMIT-INSTALL","926941","2021-07-23T00:00:00.000"
"1","NEW YORK","2174","188","100400000","POTAP","PERMIT-TAP","925582","2021-07-02T00:00:00.000"
"1","NEW YORK","2214","24","100340000","POSPL","SEWER PERMIT-PLUG","925806","2021-07-07T00:00:00.000"
"1","NEW YORK","2233","13","100340000","POSPL","SEWER PERMIT-PLUG","926683","2021-07-21T00:00:00.000"
"1","NEW YORK","99999","9999","100020000","POSCA","SEWER PERMIT-CTCH BASIN/MAN","925554","2021-07-01T00:00:00.000"
"1","NEW YORK","99999","9999","100020000","POSIN","SEWER PERMIT-INSTALL","926868","2021-07-22T00:00:00.000"
"1","NEW YORK","99999","9999","100020000","POSIN","SEWER PERMIT-INSTALL","926869","2021-07-22T00:00:00.000"
"2","BRONX","2278","70","104540000","POSIN","SEWER PERMIT-INSTALL","926959","2021-07-23T00:00:00.000"
"2","BRONX","2316","1","104540000","POTAP","PERMIT-TAP","926329","2021-07-15T00:00:00.000"
"2","BRONX","2316","1","104540000","POTAP","PERMIT-TAP","926331","2021-07-15T00:00:00.000"
"2","BRONX","2331","13","104510000","POSPL","SEWER PERMIT-PLUG","926951","2021-07-23T00:00:00.000"
"2","BRONX","2341","10","104510000","POSIN","SEWER PERMIT-INSTALL","926718","2021-07-21T00:00:00.000"
"2","BRONX","2351","22","104510000","POTAP","PERMIT-TAP","925483","2021-07-01T00:00:00.000"
"2","BRONX","2351","22","104510000","POTAP","PERMIT-TAP","925484","2021-07-01T00:00:00.000"
"2","BRONX","2356","2","104510000","POSIN","SEWER PERMIT-INSTALL","926820","2021-07-22T00:00:00.000"
"2","BRONX","2361","7501","104550455","POTAP","PERMIT-TAP","925513","2021-07-01T00:00:00.000"
"2","BRONX","2361","7501","104550455","POTAP","PERMIT-TAP","925515","2021-07-01T00:00:00.000"
"2","BRONX","2385","38","104560000","POSPL","SEWER PERMIT-PLUG","926759","2021-07-21T00:00:00.000"
"2","BRONX","2404","12","104510000","POTAP","PERMIT-TAP","927572","2021-07-30T00:00:00.000"
"2","BRONX","2409","98","104511045","POTAP","PERMIT-TAP","925984","2021-07-09T00:00:00.000"
"2","BRONX","2409","98","104511045","POTAP","PERMIT-TAP","925990","2021-07-09T00:00:00.000"
"2","BRONX","2409","98","104511045","POTAP","PERMIT-TAP","926681","2021-07-21T00:00:00.000"
"2","BRONX","2409","98","104511045","POSPL","SEWER PERMIT-PLUG","927610","2021-07-31T00:00:00.000"
"1","NEW YORK","218","24","100130000","POTAP","PERMIT-TAP","928410","2021-08-12T00:00:00.000"
"2","BRONX","2439","46","104510000","POSIN","SEWER PERMIT-INSTALL","926743","2021-07-21T00:00:00.000"
"2","BRONX","2488","1","104520000","POSCA","SEWER PERMIT-CTCH BASIN/MAN","926438","2021-07-16T00:00:00.000"
"2","BRONX","2488","1","104520000","POSIN","SEWER PERMIT-INSTALL","927179","2021-07-26T00:00:00.000"
"2","BRONX","2488","1","104520000","POSIN","SEWER PERMIT-INSTALL","927181","2021-07-26T00:00:00.000"
"2","BRONX","2496","73","104520000","POSIN","SEWER PERMIT-INSTALL","926565","2021-07-20T00:00:00.000"
"2","BRONX","2510","3","104520000","POTAP","PERMIT-TAP","927237","2021-07-27T00:00:00.000"
"2","BRONX","2510","3","104520000","POTAP","PERMIT-TAP","927238","2021-07-27T00:00:00.000"
"2","BRONX","2582","9","104510000","POSIN","SEWER PERMIT-INSTALL","925758","2021-07-07T00:00:00.000"
"2","BRONX","2599","128","104540000","POSIN","SEWER PERMIT-INSTALL","926086","2021-07-12T00:00:00.000"
"2","BRONX","2606","41","104740000","POTAP","PERMIT-TAP","927584","2021-07-30T00:00:00.000"
"2","BRONX","2623","173","104550000","POTAP","PERMIT-TAP","926177","2021-07-13T00:00:00.000"
"2","BRONX","2623","173","104550000","POTAP","PERMIT-TAP","926178","2021-07-13T00:00:00.000"
"2","BRONX","2669","40","104590000","POTAP","PERMIT-TAP","926260","2021-07-15T00:00:00.000"
"2","BRONX","2669","80","104590000","POTAP","PERMIT-TAP","925784","2021-07-07T00:00:00.000"
"2","BRONX","2669","80","104590000","POTAP","PERMIT-TAP","926147","2021-07-13T00:00:00.000"
"2","BRONX","2674","9","104550000","POSIN","SEWER PERMIT-INSTALL","925668","2021-07-06T00:00:00.000"
"2","BRONX","2692","82","104590000","POSPL","SEWER PERMIT-PLUG","926649","2021-07-21T00:00:00.000"
"2","BRONX","2750","30","104510000","POTAP","PERMIT-TAP","927274","2021-07-27T00:00:00.000"
"2","BRONX","2750","30","104510000","POTAP","PERMIT-TAP","927275","2021-07-27T00:00:00.000"
"2","BRONX","2752","36","104510459","POSIN","SEWER PERMIT-INSTALL","927260","2021-07-27T00:00:00.000"
"2","BRONX","2752","46","104510459","POSIN","SEWER PERMIT-INSTALL","927259","2021-07-27T00:00:00.000"
"2","BRONX","2756","90","104590000","POTAP","PERMIT-TAP","926476","2021-07-19T00:00:00.000"
"2","BRONX","2765","308","104740000","POTAP","PERMIT-TAP","925775","2021-07-07T00:00:00.000"
"2","BRONX","2775","97","104741047","POSPL","SEWER PERMIT-PLUG","926558","2021-07-20T00:00:00.000"
"2","BRONX","2790","49","104570000","POSPL","SEWER PERMIT-PLUG","927146","2021-07-26T00:00:00.000"
"2","BRONX","2797","47","104570000","POTAP","PERMIT-TAP","926455","2021-07-16T00:00:00.000"
"2","BRONX","2805","10","104530000","POTAP","PERMIT-TAP","925466","2021-07-01T00:00:00.000"
"2","BRONX","2810","17","104510000","POTAP","PERMIT-TAP","926547","2021-07-20T00:00:00.000"
"2","BRONX","2810","17","104510000","POTAP","PERMIT-TAP","926548","2021-07-20T00:00:00.000"
"2","BRONX","2828","44","104530000","POSPL","SEWER PERMIT-PLUG","926569","2021-07-20T00:00:00.000"
"2","BRONX","2829","40","104530000","POSIN","SEWER PERMIT-INSTALL","926931","2021-07-23T00:00:00.000"
"2","BRONX","2865","134","104520000","POSPL","SEWER PERMIT-PLUG","927612","2021-07-31T00:00:00.000"
"2","BRONX","2865","134","104520000","POSPL","SEWER PERMIT-PLUG","927613","2021-07-31T00:00:00.000"
"2","BRONX","2865","134","104520000","POSPL","SEWER PERMIT-PLUG","927614","2021-07-31T00:00:00.000"
"2","BRONX","2867","123","104530000","POSIN","SEWER PERMIT-INSTALL","927189","2021-07-26T00:00:00.000"
"2","BRONX","2872","273","104520000","POSPL","SEWER PERMIT-PLUG","926646","2021-07-21T00:00:00.000"
"2","BRONX","2891","72","104570000","POSIN","SEWER PERMIT-INSTALL","925878","2021-07-08T00:00:00.000"
"2","BRONX","2909","26","104570000","POTAP","PERMIT-TAP","926617","2021-07-21T00:00:00.000"
"2","BRONX","2909","26","104570000","POTAP","PERMIT-TAP","926618","2021-07-21T00:00:00.000"
"2","BRONX","2948","52","104570000","POSPL","SEWER PERMIT-PLUG","926310","2021-07-15T00:00:00.000"
"2","BRONX","2948","53","104570000","POSPL","SEWER PERMIT-PLUG","926308","2021-07-15T00:00:00.000"
"2","BRONX","2948","54","104570000","POSPL","SEWER PERMIT-PLUG","926307","2021-07-15T00:00:00.000"
"2","BRONX","2948","55","104570000","POSPL","SEWER PERMIT-PLUG","926303","2021-07-15T00:00:00.000"
"2","BRONX","2948","57","104570000","POSPL","SEWER PERMIT-PLUG","926302","2021-07-15T00:00:00.000"
"2","BRONX","2951","57","104570000","POTAP","PERMIT-TAP","926140","2021-07-13T00:00:00.000"
"2","BRONX","2951","57","104570000","POTAP","PERMIT-TAP","926142","2021-07-13T00:00:00.000"
"2","BRONX","2951","57","104570000","POSIN","SEWER PERMIT-INSTALL","927397","2021-07-28T00:00:00.000"
"2","BRONX","2951","57","104570000","POSPL","SEWER PERMIT-PLUG","927398","2021-07-28T00:00:00.000"
"2","BRONX","2958","77","104600000","POTAP","PERMIT-TAP","925486","2021-07-01T00:00:00.000"
"2","BRONX","2971","36","104590000","POSIN","SEWER PERMIT-INSTALL","926594","2021-07-20T00:00:00.000"
"2","BRONX","2985","64","104510000","POTAP","PERMIT-TAP","926515","2021-07-19T00:00:00.000"
"2","BRONX","2985","64","104510000","POTAP","PERMIT-TAP","926516","2021-07-19T00:00:00.000"
"2","BRONX","3000","17","104600000","POSIN","SEWER PERMIT-INSTALL","927195","2021-07-26T00:00:00.000"
"2","BRONX","3015","49","104511046","POSPL","SEWER PERMIT-PLUG","926961","2021-07-23T00:00:00.000"
"2","BRONX","3016","60","104600000","POTAP","PERMIT-TAP","926304","2021-07-15T00:00:00.000"
"2","BRONX","3016","60","104600000","POTAP","PERMIT-TAP","926305","2021-07-15T00:00:00.000"
"2","BRONX","3031","14","104580000","POSPL","SEWER PERMIT-PLUG","927622","2021-07-31T00:00:00.000"
"2","BRONX","3041","14","104580458","POSIN","SEWER PERMIT-INSTALL","927414","2021-07-28T00:00:00.000"
"2","BRONX","3041","38","104580000","POSIN","SEWER PERMIT-INSTALL","926582","2021-07-20T00:00:00.000"
"2","BRONX","3065","27","104580000","POTAP","PERMIT-TAP","926855","2021-07-22T00:00:00.000"
"2","BRONX","3065","27","104580000","POSIN","SEWER PERMIT-INSTALL","927615","2021-07-31T00:00:00.000"
"2","BRONX","3088","54","104580000","POTAP","PERMIT-TAP","926158","2021-07-13T00:00:00.000"
"2","BRONX","3181","8","104530000","POTAP","PERMIT-TAP","926665","2021-07-21T00:00:00.000"
"2","BRONX","3188","8","104680000","POSPL","SEWER PERMIT-PLUG","925751","2021-07-07T00:00:00.000"
"2","BRONX","3190","1","104510000","POSPL","SEWER PERMIT-PLUG","926923","2021-07-23T00:00:00.000"
"2","BRONX","3199","128","104680000","POTAP","PERMIT-TAP","927449","2021-07-29T00:00:00.000"
"2","BRONX","3208","32","104530000","POSPL","SEWER PERMIT-PLUG","926857","2021-07-22T00:00:00.000"
"2","BRONX","3208","33","104530000","POSPL","SEWER PERMIT-PLUG","926858","2021-07-22T00:00:00.000"
"2","BRONX","3208","34","104530000","POSPL","SEWER PERMIT-PLUG","926859","2021-07-22T00:00:00.000"
"2","BRONX","3219","213","104510468","POTAP","PERMIT-TAP","926443","2021-07-16T00:00:00.000"
"2","BRONX","3219","214","104510000","POTAP","PERMIT-TAP","926300","2021-07-15T00:00:00.000"
"2","BRONX","3225","108","104685659","POSIN","SEWER PERMIT-INSTALL","925886","2021-07-08T00:00:00.000"
"2","BRONX","3237","62","104510000","POSIN","SEWER PERMIT-INSTALL","926867","2021-07-22T00:00:00.000"
"2","BRONX","3253","8","104630000","POSIN","SEWER PERMIT-INSTALL","926864","2021-07-22T00:00:00.000"
"2","BRONX","3298","9","104580000","POTAP","PERMIT-TAP","926519","2021-07-19T00:00:00.000"
"2","BRONX","3308","104","104580000","POSPL","SEWER PERMIT-PLUG","926294","2021-07-15T00:00:00.000"
"2","BRONX","3308","105","104580000","POSPL","SEWER PERMIT-PLUG","926291","2021-07-15T00:00:00.000"
"2","BRONX","3311","29","104680000","POSIN","SEWER PERMIT-INSTALL","925724","2021-07-07T00:00:00.000"
"2","BRONX","3312","53","104580000","POSPL","SEWER PERMIT-PLUG","926636","2021-07-21T00:00:00.000"
"2","BRONX","3312","63","104510000","POSPL","SEWER PERMIT-PLUG","926637","2021-07-21T00:00:00.000"
"2","BRONX","3312","67","104581201","POSPL","SEWER PERMIT-PLUG","926641","2021-07-21T00:00:00.000"
"2","BRONX","3321","33","104680000","POSIN","SEWER PERMIT-INSTALL","926947","2021-07-23T00:00:00.000"
"2","BRONX","3321","48","104680000","POTAP","PERMIT-TAP","926807","2021-07-22T00:00:00.000"
"2","BRONX","3328","35","104670000","POSIN","SEWER PERMIT-INSTALL","926583","2021-07-20T00:00:00.000"
"2","BRONX","3360","50","104670000","POSPL","SEWER PERMIT-PLUG","927200","2021-07-26T00:00:00.000"
"2","BRONX","3498","60","104730000","POTAP","PERMIT-TAP","925669","2021-07-06T00:00:00.000"
"2","BRONX","3499","23","104730000","POTAP","PERMIT-TAP","926630","2021-07-21T00:00:00.000"
"2","BRONX","3499","23","104730000","POSIN","SEWER PERMIT-INSTALL","927488","2021-07-29T00:00:00.000"
"2","BRONX","3499","123","104510000","POTAP","PERMIT-TAP","925625","2021-07-02T00:00:00.000"
"2","BRONX","3499","123","104510000","POSIN","SEWER PERMIT-INSTALL","927514","2021-07-29T00:00:00.000"
"2","BRONX","3751","1","104720000","POSIN","SEWER PERMIT-INSTALL","927094","2021-07-26T00:00:00.000"
"2","BRONX","3780","1","104720000","POSPL","SEWER PERMIT-PLUG","927055","2021-07-24T00:00:00.000"
"2","BRONX","3807","6","104510000","POTAP","PERMIT-TAP","925731","2021-07-07T00:00:00.000"
"2","BRONX","3807","7","104510000","POTAP","PERMIT-TAP","925743","2021-07-07T00:00:00.000"
"2","BRONX","3807","8","104510000","POTAP","PERMIT-TAP","925745","2021-07-07T00:00:00.000"
"2","BRONX","3807","9","104510000","POTAP","PERMIT-TAP","925746","2021-07-07T00:00:00.000"
"2","BRONX","3809","69","104720000","POTAP","PERMIT-TAP","927241","2021-07-27T00:00:00.000"
"2","BRONX","3883","27","104600000","POSIN","SEWER PERMIT-INSTALL","926714","2021-07-21T00:00:00.000"
"2","BRONX","3883","28","104600000","POSIN","SEWER PERMIT-INSTALL","926717","2021-07-21T00:00:00.000"
"2","BRONX","3922","3","104600000","POSPL","SEWER PERMIT-PLUG","926363","2021-07-15T00:00:00.000"
"2","BRONX","3934","55","104620000","POSIN","SEWER PERMIT-INSTALL","927047","2021-07-24T00:00:00.000"
"2","BRONX","3937","120","104620000","POTAP","PERMIT-TAP","927004","2021-07-23T00:00:00.000"
"2","BRONX","3937","121","104620000","POTAP","PERMIT-TAP","927006","2021-07-23T00:00:00.000"
"2","BRONX","3937","122","104620000","POTAP","PERMIT-TAP","927137","2021-07-26T00:00:00.000"
"2","BRONX","3943","199","104620000","POTAP","PERMIT-TAP","927105","2021-07-26T00:00:00.000"
"2","BRONX","3943","199","104620000","POTAP","PERMIT-TAP","927107","2021-07-26T00:00:00.000"
"2","BRONX","4004","30","104600000","POSIN","SEWER PERMIT-INSTALL","926798","2021-07-22T00:00:00.000"
"2","BRONX","4168","13","104610000","POSPL","SEWER PERMIT-PLUG","927396","2021-07-28T00:00:00.000"
"2","BRONX","4252","7","104610000","POSIN","SEWER PERMIT-INSTALL","927011","2021-07-23T00:00:00.000"
"2","BRONX","4317","6","104620000","POTAP","PERMIT-TAP","925468","2021-07-01T00:00:00.000"
"2","BRONX","4424","17","104670000","POSPL","SEWER PERMIT-PLUG","925884","2021-07-08T00:00:00.000"
"2","BRONX","4424","40","104670000","POTAP","PERMIT-TAP","927296","2021-07-28T00:00:00.000"
"2","BRONX","4424","48","104670000","POSPL","SEWER PERMIT-PLUG","926359","2021-07-15T00:00:00.000"
"2","BRONX","4424","49","104670000","POSPL","SEWER PERMIT-PLUG","926358","2021-07-15T00:00:00.000"
"2","BRONX","4433","45","104670000","POTAP","PERMIT-TAP","926311","2021-07-15T00:00:00.000"
"2","BRONX","4474","1","104690000","POTAP","PERMIT-TAP","926107","2021-07-12T00:00:00.000"
"2","BRONX","4516","8","104690000","POSPL","SEWER PERMIT-PLUG","925977","2021-07-09T00:00:00.000"
"2","BRONX","4543","43","104670000","POTAP","PERMIT-TAP","926335","2021-07-15T00:00:00.000"
"2","BRONX","4543","43","104670000","POTAP","PERMIT-TAP","926339","2021-07-15T00:00:00.000"
"2","BRONX","4543","43","104670000","POSIN","SEWER PERMIT-INSTALL","926944","2021-07-23T00:00:00.000"
"2","BRONX","4655","6","104670000","POSIN","SEWER PERMIT-INSTALL","926826","2021-07-22T00:00:00.000"
"2","BRONX","4655","8","104670000","POSIN","SEWER PERMIT-INSTALL","926827","2021-07-22T00:00:00.000"
"2","BRONX","4657","51","104510000","POSPL","SEWER PERMIT-PLUG","927196","2021-07-26T00:00:00.000"
"2","BRONX","4657","71","104671046","POTAP","PERMIT-TAP","925825","2021-07-08T00:00:00.000"
"2","BRONX","4657","71","104671046","POTAP","PERMIT-TAP","925826","2021-07-08T00:00:00.000"
"2","BRONX","4671","7","104670000","POTAP","PERMIT-TAP","927451","2021-07-29T00:00:00.000"
"2","BRONX","4671","7","104670000","POTAP","PERMIT-TAP","927452","2021-07-29T00:00:00.000"
"2","BRONX","4695","70","104690000","POSPL","SEWER PERMIT-PLUG","926610","2021-07-20T00:00:00.000"
"2","BRONX","4753","68","104690000","POTAP","PERMIT-TAP","925621","2021-07-02T00:00:00.000"
"2","BRONX","4826","37","104660000","POSIN","SEWER PERMIT-INSTALL","926824","2021-07-22T00:00:00.000"
"2","BRONX","4872","68","104660000","POTAP","PERMIT-TAP","926509","2021-07-19T00:00:00.000"
"2","BRONX","4964","153","104510000","POTAP","PERMIT-TAP","926183","2021-07-13T00:00:00.000"
"2","BRONX","4964","154","104510000","POTAP","PERMIT-TAP","926185","2021-07-13T00:00:00.000"
"2","BRONX","4964","155","104510000","POTAP","PERMIT-TAP","926186","2021-07-13T00:00:00.000"
"2","BRONX","5010","76","104510000","POSIN","SEWER PERMIT-INSTALL","925728","2021-07-07T00:00:00.000"
