"cb_link_id","boro","community_board","council_district","latitude","longitude","link_installation_status","smallest_ppt","street_address","postcode","link_site_id","link_smoke_tested_and_activated_a","link_installation","neighborhood_tabulation_area_nta","building_identification_number_bin","borough_block_lot_bbl","census_tract_ct","cross_street_1","cross_street_2","ixn_corner","location"
"mn-03-107697","Manhattan","103","2","40.728157740000000","-73.988125040000000","Live","107697","121 2 AVENUE","10003","mn-03-107697","2016-12-12T00:00:00.000","2016-11-12T00:00:00.000","East Village","1006682","1004630034","1003800","EAST 7 STREET","ST MARKS PLACE","NW","(40.72815774, -73.98812504)"
"mn-02-123843","Manhattan","102","1","40.731160160000000","-73.994079220000000","Live","123843","268 GREENE STREET","10003","mn-02-123843","2018-08-01T00:00:00.000","2017-11-04T00:00:00.000","West Village","1008837","1005480028","1005900","EAST 8 STREET","WAVERLY PLACE","SE","(40.73116016, -73.99407922)"
"mn-08-136969","Manhattan","108","4","40.763742000000000","-73.971424000000000","Live","136969","650 MADISON AVENUE","10022","mn-08-136969","2017-04-17T00:00:00.000","2017-01-21T00:00:00.000","Upper East Side-Carnegie Hill","1040753","1013740014","1011401","EAST 59 STREET","EAST 60 STREET","NW","(40.763742, -73.971424)"
"LINK-021512","Brooklyn","306","39","40.672241810000000","-73.983626850000000","Live","145894","337 5 AVENUE","11215","bk-06-145894","2017-10-27T00:00:00.000","2017-07-27T00:00:00.000","Park Slope-Gowanus","3021058","3009820001","3013500","4 STREET","3 STREET","NE","(40.67224181, -73.98362685)"
"mn-06-121416","Manhattan","106","4","40.748513000000000","-73.973319000000000","Live","121416","743 2 AVENUE","10016","mn-06-121416","2017-12-05T00:00:00.000","2017-08-26T00:00:00.000","Turtle Bay-East Midtown","1076162","1009207501","1008800","EAST 40 STREET","EAST 39 STREET","SW","(40.748513, -73.973319)"
"mn-05-134155","Manhattan","105","3","40.760717600000000","-73.984633630000000","Live","134155","1609 BROADWAY","10019","mn-05-134155","2016-07-19T00:00:00.000","2016-05-26T00:00:00.000","Midtown-Midtown South","1076195","1010200046","1012500","WEST 49 STREET","WEST 48 STREET","NW","(40.7607176, -73.98463363)"
"mn-01-137940","Manhattan","101","1","40.717482110000000","-74.001519380000000","Live","137940","90 LAFAYETTE STREET","10013","mn-01-137940","2016-07-21T00:00:00.000","2016-07-12T00:00:00.000","SoHo-TriBeCa-Civic Center-Little Italy","1002330","1001950021","1003100","WHITE STREET","WALKER STREET","NW","(40.71748211, -74.00151938)"
"mn-04-108085","Manhattan","104","3","40.744847040000000","-73.991677050000000","Live","108085","100 WEST 26 STREET","10001","mn-04-108085","2017-11-02T00:00:00.000","2017-09-30T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1085978","1008010034","1009100","6 AVENUE","7 AVENUE","SW","(40.74484704, -73.99167705)"
"bk-07-141621","Brooklyn","307","38","40.659902000000000","-73.998822000000000","Live","141621","784 4 AVENUE","11232","bk-07-141621","2017-04-13T00:00:00.000","2017-03-03T00:00:00.000","Sunset Park West","3009658","3006570042","3010100","26 STREET","27 STREET","SW","(40.659902, -73.998822)"
"mn-09-111948","Manhattan","109","7","40.818371000000000","-73.952755000000000","Live","111948","1500 AMSTERDAM AVENUE","10031","mn-09-111948","2016-07-21T00:00:00.000","2016-07-14T00:00:00.000","Manhattanville","1059764","1019880029","1022301","WEST 134 STREET","WEST 135 STREET","NW","(40.818371, -73.952755)"
"mn-07-133408","Manhattan","107","6","40.780321240000000","-73.981310510000000","Live","133408","2120 BROADWAY","10023","mn-07-133408","2016-05-26T00:00:00.000","2016-05-05T00:00:00.000","Upper West Side","1030741","1011667501","1016300","WEST 74 STREET","WEST 75 STREET","NE","(40.78032124, -73.98131051)"
"mn-08-121988","Manhattan","108","4","40.766736000000000","-73.969308000000000","Live","121988","30 EAST 64 STREET","10065","mn-08-121988","2017-04-21T00:00:00.000","2016-12-18T00:00:00.000","Upper East Side-Carnegie Hill","1041045","1013780056","1012200","MADISON AVENUE","5 AVENUE","SW","(40.766736, -73.969308)"
"LINK-018414","Staten Island","502","50","40.589907710000000","-74.100904360000000","Live","145835","1630 RICHMOND ROAD","10304","si-02-145835","2017-05-25T00:00:00.000","2017-04-10T00:00:00.000","Old Town-Dongan Hills-South Beach","5050552","5035300017","5011401","LIBERTY AVENUE","BUEL AVENUE","SE","(40.58990771, -74.10090436)"
"mn-06-136668","Manhattan","106","2","40.740989270000000","-73.981732280000000","Live","136668","362 3 AVENUE","10016","mn-06-136668","2017-07-19T00:00:00.000","2017-05-13T00:00:00.000","Gramercy","1018143","1008820045","1006800","EAST 26 STREET","EAST 27 STREET","NW","(40.74098927, -73.98173228)"
"bk-02-126166","Brooklyn","302","33","40.687900800000000","-73.993146910000000","Live","126166","185 COURT STREET","11201","bk-02-126166","2018-01-05T00:00:00.000","2017-10-07T00:00:00.000","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","3002846","3002800015","3004300","BERGEN STREET","DEAN STREET","SE","(40.6879008, -73.99314691)"
"mn-10-119897","Manhattan","110","9","40.822214860000000","-73.942234680000000","Live","119897","2710 FREDERICK DOUGLASS BOULEVARD","10030","mn-10-119897","2016-10-19T00:00:00.000","2016-10-03T00:00:00.000","Central Harlem North-Polo Grounds","1060439","1020300001","1023200","WEST 144 STREET","WEST 145 STREET","NE","(40.82221486, -73.94223468)"
"LINK-021536","Queens","409","29","40.706150730000000","-73.831578970000000","Live","145982","119-01 METROPOLITAN AVENUE","11415","qu-09-145982","2018-02-21T00:00:00.000","2017-10-14T00:00:00.000","Kew Gardens","4192739","4092300017","4013600","LEFFERTS BOULEVARD","BREVOORT STREET","NE","(40.70615073, -73.83157897)"
"LINK-012946","Bronx","207","11","40.87192778553356","-73.87729837120216","Live","119712","359 EAST 204 STREET","10467","bx-07-119712","2022-03-31T00:00:00.000","2021-12-09T00:00:00.000","Norwood","2018429","2033490046","2042500","EAST 204 STREET","EAST 205 STREET","NE","(40.87192778553356, -73.87729837120216)"
"qu-03-139608","Queens","403","25","40.747602970000000","-73.885751300000000","Live","139608","37-69 80 STREET","11372","qu-03-139608","2017-10-13T00:00:00.000","2017-08-31T00:00:00.000","Jackson Heights","4030002","4012910047","4028300","ROOSEVELT AVENUE","37 AVENUE","NE","(40.74760297, -73.8857513)"
"mn-12-120658","Manhattan","112","10","40.850683000000000","-73.932870000000000","Live","120658","1463 ST. NICHOLAS AVENUE","10033","mn-12-120658","2018-04-18T00:00:00.000","2017-12-05T00:00:00.000","Washington Heights North","1063959","1021650069","1027100","WEST 183 STREET","WEST 184 STREET","NW","(40.850683, -73.93287)"
"mn-09-120434","Manhattan","109","7","40.827580000000000","-73.949288000000000","Live","120434","546 WEST 147 STREET","10031","mn-09-120434","2016-08-22T00:00:00.000","2016-08-01T00:00:00.000","Hamilton Heights","1061968","1020780061","1023300","BROADWAY","AMSTERDAM AVENUE","SE","(40.82758, -73.949288)"
"bx-05-119610","Bronx","205","14","40.853842030000000","-73.909387980000000","Live","119610","48 WEST BURNSIDE AVENUE","10453","bx-05-119610","2017-02-08T00:00:00.000","2017-01-25T00:00:00.000","University Heights-Morris Heights","2008631","2028700026","2024300","GRAND AVENUE","DAVIDSON AVENUE","SE","(40.85384203, -73.90938798)"
"bx-01-123228","Bronx","201","17","40.816692000000000","-73.919637000000000","Live","123228","349 EAST 149 STREET","10451","bx-01-123228","2017-03-30T00:00:00.000","2017-01-21T00:00:00.000","Melrose South-Mott Haven North","2000933","2023317501","2006500","COURTLANT AVENUE","MORRIS AVENUE","NW","(40.816692, -73.919637)"
"mn-09-134699","Manhattan","109","7","40.829809000000000","-73.948201000000000","Live","134699","3647 BROADWAY","10031","mn-09-134699","2018-04-25T00:00:00.000","2018-02-25T00:00:00.000","Hamilton Heights","1062449","1020970027","1023700","WEST 150 STREET","WEST 151 STREET","NW","(40.829809, -73.948201)"
"qu-01-125118","Queens","401","22","40.762663280000000","-73.912541290000000","Live","125118","43-02 30 AVENUE","11103","qu-01-125118","2018-02-28T00:00:00.000","2017-06-24T00:00:00.000","Astoria","4012032","4006970113","4014900","43 STREET","44 STREET","SE","(40.76266328, -73.91254129)"
"mn-12-120665","Manhattan","112","10","40.852256840000000","-73.931451980000000","Live","120665","1516 ST. NICHOLAS AVENUE","10033","mn-12-120665","2018-03-29T00:00:00.000","2017-12-01T00:00:00.000","Washington Heights North","1063780","1021570039","1026900","WEST 185 STREET","WEST 186 STREET","SE","(40.85225684, -73.93145198)"
"LINK-011541","Bronx","205","14","40.850716270000000","-73.907732280000000","Live","119599","66 EAST TREMONT AVENUE","10453","bx-05-119599","2022-04-13T00:00:00.000","2021-11-19T00:00:00.000","Mount Hope","2096588","2028060007","2023301","EAST 177 STREET","E TREMONT AVENUE","SW","(40.85071627, -73.90773228)"
"bk-02-126506","Brooklyn","302","33","40.687648980000000","-73.980423550000000","Live","126506","339 LIVINGSTON STREET","11217","bk-02-126506","2017-07-26T00:00:00.000","2016-11-13T00:00:00.000","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","3000483","3001620001","3003700","FLATBUSH AVENUE","NEVINS STREET","NW","(40.68764898, -73.98042355)"
"qu-01-143435","Queens","401","22","40.758591250000000","-73.918015610000000","Live","143435","41-01 BROADWAY","11103","qu-01-143435","2017-07-10T00:00:00.000","2017-05-12T00:00:00.000","Astoria","4011161","4006790007","4015500","41 STREET","42 STREET","NE","(40.75859125, -73.91801561)"
"mn-11-120214","Manhattan","111","8","40.789608000000000","-73.946262000000000","Live","120214","1888 3 AVENUE","10029","mn-11-120214","2016-03-28T00:00:00.000","2016-03-19T00:00:00.000","East Harlem South","1080656","1016300038","1016600","EAST 103 STREET","EAST 102 STREET","SW","(40.789608, -73.946262)"
,"Bronx","202","17","40.8264432","-73.8985543","Installed",,"1190 PROSPECT AVENUE","10459","bx-02-GF22618",,"2022-07-07T00:00:00.000","Longwood",,"2026930001",,"REV JAMES A POLITE AVENUE","PROSPECT AVENUE","NW","(40.8264432, -73.8985543)"
"mn-06-121358","Manhattan","106","4","40.752664820000000","-73.972842870000000","Live","121358","203 EAST 45 STREET","10017","mn-06-121358","2016-01-27T00:00:00.000","2016-01-08T00:00:00.000","Turtle Bay-East Midtown","1037598","1013190104","1009000","3 AVENUE","2 AVENUE","NE","(40.75266482, -73.97284287)"
"mn-09-142953","Manhattan","109","7","40.810378000000000","-73.958321000000000","Live","142953","1253 AMSTERDAM AVENUE","10027","mn-09-142953","2016-09-28T00:00:00.000","2016-08-05T00:00:00.000","Morningside Heights","1087900","1019630060","1020701","WEST 122 STREET","WEST 121 STREET","SE","(40.810378, -73.958321)"
"mn-05-134283","Manhattan","105","4","40.760526620000000","-73.983537500000000","Live","134283","745 7 AVENUE","10019","mn-05-134283","2017-05-31T00:00:00.000","2017-04-15T00:00:00.000","Midtown-Midtown South","1084667","1010020001","1012500","WEST 49 STREET","WEST 50 STREET","NE","(40.76052662, -73.9835375)"
"LINK-020927","Queens","401","26","40.752348170000000","-73.926599830000000","Live","146067","37-1 37 STREET","11101","qu-01-146067","2018-04-23T00:00:00.000","2018-03-09T00:00:00.000","Queensbridge-Ravenswood-Long Island City","4004571","4003780001","4005500","37 AVENUE","NORTHERN BOULEVARD","SW","(40.75234817, -73.92659983)"
"bx-05-123185","Bronx","205","14","40.853881000000000","-73.908662000000000","Live","123185","23 WEST BURNSIDE AVENUE","10453","bx-05-123185","2017-01-12T00:00:00.000","2016-12-06T00:00:00.000","University Heights-Morris Heights","2014160","2031930033","2025100","DAVIDSON AVENUE","GRAND AVENUE","NW","(40.853881, -73.908662)"
"mn-08-134746","Manhattan","108","5","40.778140820000000","-73.952594400000000","Live","134746","238 EAST 86 STREET","10028","mn-08-134746","2017-02-01T00:00:00.000","2016-11-04T00:00:00.000","Yorkville","1000000","1015310029","1014601","2 AVENUE","3 AVENUE","MIDBLOCK","(40.77814082, -73.9525944)"
"mn-06-136356","Manhattan","106","5","40.756943990000000","-73.964070380000000","Live","136356","1001 1 AVENUE","10022","mn-06-136356","2018-03-08T00:00:00.000","2017-10-20T00:00:00.000","Turtle Bay-East Midtown","1039951","1013470030","1010800","EAST 55 STREET","EAST 54 STREET","NW","(40.75694399, -73.96407038)"
"mn-05-122096","Manhattan","105","3","40.757869070000000","-73.985702830000000","Live","122096","1515 BROADWAY","10036","mn-05-122096","2018-04-16T00:00:00.000","2016-12-18T00:00:00.000","Midtown-Midtown South","1024714","1010160036","1011900","WEST 45 STREET","WEST 44 STREET","SW","(40.75786907, -73.98570283)"
"mn-07-120936","Manhattan","107","6","40.774266280000000","-73.980949710000000","Live","120936","157 COLUMBUS AVENUE","10023","mn-07-120936","2016-10-07T00:00:00.000","2016-08-19T00:00:00.000","Lincoln Square","1028260","1011207501","1015300","WEST 67 STREET","WEST 68 STREET","NE","(40.77426628, -73.98094971)"
"qu-04-111010","Queens","404","25","40.746671760000000","-73.892531730000000","Live","111010","72-30 ROOSEVELT AVENUE","11377","qu-04-111010","2017-08-24T00:00:00.000","2017-07-08T00:00:00.000","Elmhurst-Maspeth","4030419","4013040043","4026500","73 STREET","72 STREET","SW","(40.74667176, -73.89253173)"
"bx-05-119648","Bronx","205","15","40.861174380000000","-73.896443550000000","Live","119648","2463 VALENTINE AVENUE","10458","bx-05-119648","2017-04-18T00:00:00.000","2017-01-25T00:00:00.000","Bedford Park-Fordham North","2013605","2031530037","2023702","EAST 188 STREET","EAST FORDHAM ROAD","NW","(40.86117438, -73.89644355)"
"mn-07-120535","Manhattan","107","7","40.797826190000000","-73.967747730000000","Live","120535","856 AMSTERDAM AVENUE","10025","mn-07-120535","2016-10-10T00:00:00.000","2016-08-01T00:00:00.000","Upper West Side","1056513","1018730036","1018700","WEST 102 STREET","WEST 101 STREET","SW","(40.79782619, -73.96774773)"
"bk-09-126569","Brooklyn","309","40","40.660852000000000","-73.960581000000000","Live","126569","535 FLATBUSH AVENUE","11225","bk-09-126569","2017-03-07T00:00:00.000","2017-02-17T00:00:00.000","Prospect Lefferts Gardens-Wingate","3114678","3050280006","3079801","LINCOLN ROAD","BEEKMAN PLACE","SE","(40.660852, -73.960581)"
"mn-05-122095","Manhattan","105","3","40.756638150000000","-73.986633580000000","Live","122095","699 7 AVENUE","10036","mn-05-122095","2016-12-30T00:00:00.000","2016-12-18T00:00:00.000","Midtown-Midtown South","1024686","1010140033","1011900","WEST 43 STREET","WEST 42 STREET","SW","(40.75663815, -73.98663358)"
"mn-01-123041","Manhattan","101","1","40.714208650000000","-74.006511700000000","Live","123041","70 CHAMBERS STREET","10007","mn-01-123041","2020-10-09T00:00:00.000","2018-05-24T00:00:00.000","SoHo-TriBeCa-Civic Center-Little Italy","1079153","1001357504","1002100","BROADWAY","CHURCH STREET","SW","(40.71420865, -74.0065117)"
"LINK-005582","Bronx","207","14","40.866588270000000","-73.895653720000000","Live","145689","60 EAST KINGSBRIDGE ROAD","10468","bx-07-145689","2016-11-11T00:00:00.000","2016-08-27T00:00:00.000","Bedford Park-Fordham North","2094669","2031770031","2040100","CRESTON AVENUE","MORRIS AVENUE","SW","(40.86658827, -73.89565372)"
"mn-05-122615","Manhattan","105","3","40.764646190000000","-73.984229450000000","Live","122615","908 8 AVENUE","10019","mn-05-122615","2016-04-01T00:00:00.000","2016-03-18T00:00:00.000","Midtown-Midtown South","1024832","1010257502","1013100","WEST 54 STREET","WEST 53 STREET","SE","(40.76464619, -73.98422945)"
"LINK-002133","Manhattan","112","10","40.849035000000000","-73.936803000000000","Live","134446","4220 BROADWAY","10033","mn-12-134446","2022-04-25T00:00:00.000","2021-11-13T00:00:00.000","Washington Heights South","1063916","1021630025","1026300","WEST 179 STREET","WEST 180 STREET","NE","(40.849035, -73.936803)"
"LINK-018047","Brooklyn","302","33","40.698280380000000","-73.992554600000000","Live","145810","79 HENRY STREET","11201","bk-02-145810","2017-06-05T00:00:00.000","2017-03-24T00:00:00.000","Brooklyn Heights-Cobble Hill","3339176","3002170001","3000100","PINEAPPLE STREET","ORANGE STREET","NE","(40.69828038, -73.9925546)"
"mn-09-131062","Manhattan","109","7","40.830335630000000","-73.943755970000000","Live","131062","1881 AMSTERDAM AVENUE","10032","mn-09-131062","2016-08-08T00:00:00.000","2016-07-19T00:00:00.000","Hamilton Heights","1061650","1020680001","1023501","WEST 153 STREET","WEST 154 STREET","NE","(40.83033563, -73.94375597)"
"bk-06-126514","Brooklyn","306","39","40.679638580000000","-73.974371460000000","Live","126514","248 FLATBUSH AVENUE","11217","bk-06-126514","2018-01-16T00:00:00.000","2017-11-03T00:00:00.000","Prospect Heights","3018773","3009360012","3016100","ST MARKS AVENUE","PROSPECT PLACE","SW","(40.67963858, -73.97437146)"
"mn-01-138618","Manhattan","101","1","40.723403710000000","-74.008084390000000","Live","138618","201 HUDSON STREET","10013","mn-01-138618","2017-11-15T00:00:00.000","2017-08-05T00:00:00.000","SoHo-TriBeCa-Civic Center-Little Italy","1002933","1002250008","1003900","DESBROSSES STREET","CANAL STREET","SW","(40.72340371, -74.00808439)"
"mn-08-119825","Manhattan","108","5","40.779535000000000","-73.953715000000000","Live","119825","184 EAST 87 STREET","10128","mn-08-119825","2016-03-23T00:00:00.000","2016-02-26T00:00:00.000","Upper East Side-Carnegie Hill","1047961","1015157503","1014802","3 AVENUE","LEXINGTON AVENUE","SW","(40.779535, -73.953715)"
"mn-04-137007","Manhattan","104","3","40.741123000000000","-74.001370000000000","Live","137007","126 8 AVENUE","10011","mn-04-137007","2017-05-30T00:00:00.000","2017-04-30T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1076135","1007667502","1008100","WEST 16 STREET","WEST 17 STREET","NE","(40.741123, -74.00137)"
"bk-09-127022","Brooklyn","309","40","40.657739650000000","-73.950406970000000","Live","127022","1208 NOSTRAND AVENUE","11225","bk-09-127022","2017-03-07T00:00:00.000","2017-02-17T00:00:00.000","Prospect Lefferts Gardens-Wingate","3115751","3050470039","3080200","HAWTHORNE STREET","WINTHROP STREET","SW","(40.65773965, -73.95040697)"
"qu-03-125399","Queens","403","25","40.755835000000000","-73.881778000000000","Live","125399","85-10 NORTHERN BOULEVARD","11372","qu-03-125399","2018-06-28T00:00:00.000","2018-04-28T00:00:00.000","Jackson Heights","4035201","4014330003","4028100","86 STREET","85 STREET","SW","(40.755835, -73.881778)"
"mn-05-121998","Manhattan","105","3","40.751273860000000","-73.991069420000000","Live","121998","207 WEST 34 STREET","10001","mn-05-121998","2018-03-27T00:00:00.000","2016-11-12T00:00:00.000","Midtown-Midtown South","1014408","1007840041","1010900","7 AVENUE","8 AVENUE","NW","(40.75127386, -73.99106942)"
"mn-07-107864","Manhattan","107","6","40.776573430000000","-73.979050680000000","Live","107864","70 WEST 71 STREET","10023","mn-07-107864","2019-01-23T00:00:00.000","2018-02-21T00:00:00.000","Lincoln Square","1028585","1011230061","1015700","COLUMBUS AVENUE","CENTRAL PARK WEST","SE","(40.77657343, -73.97905068)"
"mn-09-111651","Manhattan","109","7","40.826090000000000","-73.950482000000000","Live","111651","3536 BROADWAY","10031","mn-09-111651","2016-07-14T00:00:00.000","2016-06-24T00:00:00.000","Hamilton Heights","1061922","1020760061","1022900","WEST 145 STREET","WEST 144 STREET","SE","(40.82609, -73.950482)"
"mn-01-123002","Manhattan","101","1","40.703311080000000","-74.009984570000000","Live","123002","55 WATER STREET","10004","mn-01-123002","2018-02-27T00:00:00.000","2017-11-11T00:00:00.000","Battery Park City-Lower Manhattan","1083346","1000327501","1000900","COENTIES SLIP","OLD SLIP","SE","(40.70331108, -74.00998457)"
"mn-06-121692","Manhattan","106","5","40.757701220000000","-73.963213320000000","Live","121692","1026 1 AVENUE","10022","mn-06-121692","2018-03-06T00:00:00.000","2017-10-25T00:00:00.000","Turtle Bay-East Midtown","1040466","1013680001","1010601","EAST 56 STREET","EAST 57 STREET","NE","(40.75770122, -73.96321332)"
"mn-04-136065","Manhattan","104","3","40.769567340000000","-73.988098670000000","Live","136065","886 10 AVENUE","10019","mn-04-136065","2018-02-08T00:00:00.000","2017-11-04T00:00:00.000","Clinton","1026899","1010670062","1013900","WEST 58 STREET","WEST 57 STREET","SE","(40.76956734, -73.98809867)"
"mn-06-121780","Manhattan","106","4","40.757974900000000","-73.966421360000000","Live","121780","1043 2 AVENUE","10022","mn-06-121780","2017-12-15T00:00:00.000","2017-10-07T00:00:00.000","Turtle Bay-East Midtown","1038575","1013280021","1010800","EAST 55 STREET","EAST 54 STREET","SW","(40.7579749, -73.96642136)"
"mn-12-120664","Manhattan","112","10","40.853121810000000","-73.930817600000000","Live","120664","1540 ST. NICHOLAS AVENUE","10040","mn-12-120664","2018-02-06T00:00:00.000","2017-12-01T00:00:00.000","Washington Heights North","1063806","1021580001","1026900","WEST 187 STREET","WEST 188 STREET","NE","(40.85312181, -73.9308176)"
"mn-06-135879","Manhattan","106","4","40.758548400000000","-73.968950560000000","Live","135879","900 3 AVENUE","10022","mn-06-135879","2016-04-15T00:00:00.000","2016-02-15T00:00:00.000","Turtle Bay-East Midtown","1081162","1013090032","1010000","EAST 54 STREET","EAST 55 STREET","NW","(40.7585484, -73.96895056)"
"mn-07-121238","Manhattan","107","6","40.785753290000000","-73.978785350000000","Live","121238","2275 BROADWAY","10024","mn-07-121238","2017-02-27T00:00:00.000","2016-09-08T00:00:00.000","Upper West Side","1078223","1012290054","1016700","WEST 82 STREET","WEST 81 STREET","NW","(40.78575329, -73.97878535)"
"LINK-018157","Queens","402","26","40.742546290000000","-73.915342450000000","Live","145741","49-18 QUEENS BOULEVARD","11377","qu-02-145741","2017-03-20T00:00:00.000","2017-02-25T00:00:00.000","Hunters Point-Sunnyside-West Maspeth","4052837","4022820030","4023500","50 STREET","49 STREET","SW","(40.74254629, -73.91534245)"
"LINK-022138","Brooklyn","317","40","40.650962000000000","-73.947834000000000","Live","145927","3121 CHURCH AVENUE","11226","bk-17-145927","2017-10-30T00:00:00.000","2017-09-17T00:00:00.000","Erasmus","3327743","3048690053","3081800","RALEIGH PLACE","FAIRVIEW PLACE","NW","(40.650962, -73.947834)"
"mn-09-120573","Manhattan","109","7","40.827195000000000","-73.946043000000000","Live","120573","1781 AMSTERDAM AVENUE","10031","mn-09-120573","2016-08-10T00:00:00.000","2016-07-19T00:00:00.000","Hamilton Heights","1061484","1020630001","1023100","WEST 148 STREET","WEST 149 STREET","NE","(40.827195, -73.946043)"
"mn-05-133508","Manhattan","105","4","40.760882770000000","-73.984277390000000","Live","133508","1626 BROADWAY","10019","mn-05-133508","2016-07-18T00:00:00.000","2016-05-26T00:00:00.000","Midtown-Midtown South","1024795","1010210026","1012500","WEST 49 STREET","WEST 50 STREET","SW","(40.76088277, -73.98427739)"
"mn-05-135169","Manhattan","105","3","40.754593250000000","-73.988136780000000","Live","135169","552 7 AVENUE","10018","mn-05-135169","2018-02-15T00:00:00.000","2017-08-19T00:00:00.000","Midtown-Midtown South","1014502","1007890040","1011300","WEST 40 STREET","WEST 39 STREET","SW","(40.75459325, -73.98813678)"
"qu-12-141550","Queens","412","27","40.705993430000000","-73.793754740000000","Live","141550","166-01 JAMAICA AVENUE","11432","qu-12-141550","2016-09-23T00:00:00.000","2016-08-27T00:00:00.000","Jamaica","4209622","4097960019","4046000","MERRICK BOULEVARD","168 STREET","NE","(40.70599343, -73.79375474)"
"qu-04-142877","Queens","404","25","40.734923000000000","-73.875460000000000","Live","142877","88-02 QUEENS BOULEVARD","11373","qu-04-142877","2017-11-08T00:00:00.000","2017-10-14T00:00:00.000","Elmhurst","4064725","4028540009","4047500","55 ROAD","56 AVENUE","SE","(40.734923, -73.87546)"
"mn-12-131063","Manhattan","112","10","40.852917260000000","-73.930827390000000","Live","131063","590 WEST 187 STREET","10033","mn-12-131063","2018-03-01T00:00:00.000","2017-12-01T00:00:00.000","Washington Heights North","1063791","1021570075","1026900","ST NICHOLAS AVENUE","AUDUBON AVENUE","SE","(40.85291726, -73.93082739)"
"mn-11-120224","Manhattan","111","8","40.791480640000000","-73.944894820000000","Live","120224","1918 3 AVENUE","10029","mn-11-120224","2016-03-23T00:00:00.000","2016-02-22T00:00:00.000","East Harlem South","1052005","1016330040","1017200","EAST 106 STREET","EAST 105 STREET","SW","(40.79148064, -73.94489482)"
"bk-07-125841","Brooklyn","307","38","40.656011000000000","-74.002446000000000","Live","125841","875 4 AVENUE","11232","bk-07-125841","2017-04-13T00:00:00.000","2017-02-24T00:00:00.000","Sunset Park West","3010083","3006800045","3010100","33 STREET","32 STREET","NE","(40.656011, -74.002446)"
"mn-07-111894","Manhattan","107","7","40.795005000000000","-73.969810000000000","Live","111894","764 AMSTERDAM AVENUE","10025","mn-07-111894","2017-06-29T00:00:00.000","2017-05-10T00:00:00.000","Upper West Side","1056377","1018690029","1018300","WEST 97 STREET","WEST 98 STREET","NW","(40.795005, -73.96981)"
"qu-04-137796","Queens","404","25","40.747059110000000","-73.888819900000000","Live","137796","76-22 ROOSEVELT AVENUE","11372","qu-04-137796","2017-08-30T00:00:00.000","2017-07-08T00:00:00.000","Elmhurst","4036751","4014870006","4026700","77 STREET","76 STREET","SW","(40.74705911, -73.8888199)"
"qu-06-124227","Queens","406","29","40.720245160000000","-73.844644300000000","Live","124227","107-02 71 AVENUE","11375","qu-06-124227","2017-03-09T00:00:00.000","2017-02-25T00:00:00.000","Forest Hills","4078001","4032560035","4073700","AUSTIN STREET","QUEENS BOULEVARD","NE","(40.72024516, -73.8446443)"
"mn-06-120627","Manhattan","106","4","40.756944690000000","-73.971614000000000","Live","120627","132 EAST 51 STREET","10022","mn-06-120627","2017-10-20T00:00:00.000","2017-07-18T00:00:00.000","Turtle Bay-East Midtown","1036458","1013057501","1010000","LEXINGTON AVENUE","3 AVENUE","MIDBLOCK","(40.75694469, -73.971614)"
"mn-04-107977","Manhattan","104","3","40.744260030000000","-73.999397870000000","Live","107977","221 8 AVENUE","10011","mn-04-107977","2016-04-06T00:00:00.000","2016-03-16T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1087948","1007457503","1008900","WEST 21 STREET","WEST 22 STREET","NW","(40.74426003, -73.99939787)"
"mn-11-120235","Manhattan","111","8","40.801898610000000","-73.937289070000000","Live","120235","2246 3 AVENUE","10035","mn-11-120235","2016-04-11T00:00:00.000","2016-02-22T00:00:00.000","East Harlem North","1054415","1017710033","1019600","EAST 122 STREET","EAST 123 STREET","NW","(40.80189861, -73.93728907)"
"mn-08-119821","Manhattan","108","5","40.781503000000000","-73.952279000000000","Live","119821","181 EAST 90 STREET","10128","mn-08-119821","2016-03-23T00:00:00.000","2016-02-26T00:00:00.000","Upper East Side-Carnegie Hill","1048263","1015197501","1014802","3 AVENUE","LEXINGTON AVENUE","NW","(40.781503, -73.952279)"
"mn-08-121031","Manhattan","108","4","40.772373160000000","-73.964838870000000","Live","121031","34 EAST 73 STREET","10021","mn-08-121031","2020-11-24T00:00:00.000","2018-02-17T00:00:00.000","Upper East Side-Carnegie Hill","1041472","1013870050","1013000","MADISON AVENUE","PARK AVENUE","SE","(40.77237316, -73.96483887)"
"LINK-021229","Brooklyn","301","34","40.712267660000000","-73.955610390000000","Live","146007","364 GRAND STREET","11211","bk-01-146007","2018-04-10T00:00:00.000","2017-12-02T00:00:00.000","North Side-South Side","3062845","3023960019","3052300","HAVEMEYER STREET","MARCY AVENUE","NE","(40.71226766, -73.95561039)"
"qu-03-136366","Queens","403","21","40.749111700000000","-73.870624160000000","Live","136366","95-31 ROOSEVELT AVENUE","11372","qu-03-136366","2017-09-08T00:00:00.000","2017-07-22T00:00:00.000","Jackson Heights","4036618","4014830044","4027300","WARREN STREET","95 STREET","NW","(40.7491117, -73.87062416)"
