"cb_link_id","boro","community_board","council_district","latitude","longitude","link_installation_status","smallest_ppt","street_address","postcode","link_site_id","link_smoke_tested_and_activated_a","link_installation","neighborhood_tabulation_area_nta","building_identification_number_bin","borough_block_lot_bbl","census_tract_ct","cross_street_1","cross_street_2","ixn_corner","location"
"mn-10-137852","Manhattan","110","9","40.805615000000000","-73.950557000000000","Live","137852","1995 ADAM CLAYTON POWELL JR. BOULEVARD","10026","mn-10-137852","2017-01-20T00:00:00.000","2016-12-06T00:00:00.000","Central Harlem South","1057585","1019040061","1022000","WEST 120 STREET","WEST 119 STREET","SE","(40.805615, -73.950557)"
"mn-04-123521","Manhattan","104","3","40.742124850000000","-74.004363420000000","Live","123521","86 9 AVENUE","10011","mn-04-123521","2021-05-18T00:00:00.000","2018-05-19T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1013043","1007390001","1008300","WEST 16 STREET","WEST 15 STREET","SE","(40.74212485, -74.00436342)"
"mn-06-134971","Manhattan","106","2","40.736164840000000","-73.982291090000000","Live","134971","345 2 AVENUE","10010","mn-06-134971","2018-04-11T00:00:00.000","2018-01-24T00:00:00.000","Gramercy","1088555","1009010026","1006400","EAST 20 STREET","EAST 21 STREET","NW","(40.73616484, -73.98229109)"
"LINK-018226","Bronx","201","8","40.812253380000000","-73.928664530000000","Live","145854","217 EAST 138 STREET","10451","bx-01-145854","2017-10-19T00:00:00.000","2017-06-24T00:00:00.000","Mott Haven-Port Morris","2000969","2023400001","2005100","PARK AVENUE","CANAL PLACE","NW","(40.81225338, -73.92866453)"
"LINK-018037","Queens","404","25","40.733342100000000","-73.870837750000000","Live","145788","90-20 QUEENS BOULEVARD","11373","qu-04-145788","2017-04-10T00:00:00.000","2017-03-11T00:00:00.000","Elmhurst","4457337","4028570074","4047500","WOODHAVEN BOULEVARD","57 AVENUE","SW","(40.7333421, -73.87083775)"
"mn-04-123501","Manhattan","104","3","40.744403000000000","-73.998993000000000","Live","123501","232 8 AVENUE","10011","mn-04-123501","2016-04-07T00:00:00.000","2016-03-11T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1014099","1007710075","1008700","WEST 22 STREET","WEST 21 STREET","SE","(40.744403, -73.998993)"
"LINK-013152","Bronx","205","14","40.845505500000000","-73.914375950000000","Live","119131","15 FEATHERBED LANE","10452","bx-05-119131","2022-04-13T00:00:00.000","2021-12-09T00:00:00.000","University Heights-Morris Heights",,"2028600020","2021700","JEROME AVENUE","INWOOD AVENUE","SW","(40.8455055, -73.91437595)"
"bx-01-118955","Bronx","201","17","40.817141200000000","-73.916208440000000","Live","118955","2901 3 AVENUE","10455","bx-01-118955","2016-12-22T00:00:00.000","2016-10-22T00:00:00.000","Melrose South-Mott Haven North","2001339","2023740015","2006500","EAST 151 STREET","EAST 150 STREET","SW","(40.8171412, -73.91620844)"
"qu-02-124952","Queens","402","26","40.744450020000000","-73.931875210000000","Live","124952","32-44 QUEENS BOULEVARD","11101","qu-02-124952","2017-02-02T00:00:00.000","2016-11-05T00:00:00.000","Hunters Point-Sunnyside-West Maspeth","4003441","4002480036","4017900","33 STREET","32 PLACE","SW","(40.74445002, -73.93187521)"
"mn-04-122475","Manhattan","104","3","40.765276870000000","-73.991493190000000","Live","122475","747 10 AVENUE","10019","mn-04-122475","2018-01-08T00:00:00.000","2017-09-23T00:00:00.000","Clinton","1083800","1010799029","1013500","WEST 51 STREET","WEST 50 STREET","SW","(40.76527687, -73.99149319)"
"mn-05-122442","Manhattan","105","3","40.748615340000000","-73.992488750000000","Live","122442","362 7 AVENUE","10001","mn-05-122442","2016-12-09T00:00:00.000","2016-10-08T00:00:00.000","Midtown-Midtown South","1014343","1007800036","1010100","WEST 30 STREET","WEST 31 STREET","NW","(40.74861534, -73.99248875)"
,"Bronx","202","17","40.8066172","-73.8852154","Installed",,"1280 VIELE AVENUE","10474","bx-02-GF22675",,"2022-07-01T00:00:00.000","Hunts Point","2007012","2027770196",,"COSTER STREET","FAILE STREET","SE","(40.8066172, -73.8852154)"
"mn-07-133413","Manhattan","107","6","40.778381000000000","-73.981665000000000","Live","133413","2096 BROADWAY","10023","mn-07-133413","2017-02-27T00:00:00.000","2017-01-27T00:00:00.000","Lincoln Square","1029904","1011430064","1015700","WEST 72 STREET","WEST 71 STREET","SE","(40.778381, -73.981665)"
"mn-08-121152","Manhattan","108","4","40.770458710000000","-73.966224350000000","Live","121152","29 EAST 70 STREET","10021","mn-08-121152","2018-04-06T00:00:00.000","2018-02-03T00:00:00.000","Upper East Side-Carnegie Hill","1041328","1013857502","1013000","MADISON AVENUE","PARK AVENUE","NE","(40.77045871, -73.96622435)"
"bk-08-127034","Brooklyn","308","36","40.676976000000000","-73.949916000000000","Live","127034","628 NOSTRAND AVENUE","11216","bk-08-127034","2017-03-07T00:00:00.000","2017-02-17T00:00:00.000","Crown Heights North","3030004","3012060045","3031500","DEAN STREET","PACIFIC STREET","NW","(40.676976, -73.949916)"
"mn-09-120563","Manhattan","109","9","40.817656000000000","-73.953007000000000","Live","120563","1481 AMSTERDAM AVENUE","10031","mn-09-120563","2016-09-28T00:00:00.000","2016-08-05T00:00:00.000","Manhattanville","1059645","1019710001","1021303","WEST 133 STREET","WEST 134 STREET","NE","(40.817656, -73.953007)"
"qu-09-124793","Queens","409","32","40.695248000000000","-73.843110000000000","Live","124793","102-61 JAMAICA AVENUE","11418","qu-09-124793","2017-07-07T00:00:00.000","2017-05-20T00:00:00.000","Richmond Hill","4191664","4091870029","4002600","104 STREET","102 STREET","NW","(40.695248, -73.84311)"
"SC90239","Manhattan","112","10","40.868280730000000","-73.919771550000000","Live","120833","4980 BROADWAY","10034","mn-12-120833","2022-06-23T00:00:00.000","2021-11-16T00:00:00.000","Marble Hill-Inwood","1064999","1022430001","1030300","WEST 211 STREET","WEST 212 STREET","SE","(40.86828073, -73.91977155)"
"qu-01-125165","Queens","401","22","40.769095520000000","-73.912837000000000","Live","125165","37-02 ASTORIA BOULEVARD SOUTH","11103","qu-01-125165","2019-01-15T00:00:00.000","2018-06-14T00:00:00.000","Astoria","4010183","4006530043","4006502","37 STREET","38 STREET","SE","(40.76909552, -73.912837)"
"LINK-021241","Brooklyn","301","34","40.707581000000000","-73.955316490000000","Live","146092","361 BROADWAY","11211","bk-01-146092","2019-01-22T00:00:00.000","2018-06-05T00:00:00.000","North Side-South Side","3331238","3024630040","3052700","KEAP STREET","HOOPER STREET","NE","(40.707581, -73.95531649)"
"LINK-005782","Brooklyn","308","35","40.675659000000000","-73.963553000000000","Live","146008","437 PARK PLACE","11238","bk-08-146008","2018-02-12T00:00:00.000","2017-12-02T00:00:00.000","Prospect Heights","3028883","3011600046","3020500","WASHINGTON AVENUE","UNDERHILL AVENUE","NW","(40.675659, -73.963553)"
"LINK-010253","Bronx","202","17","40.82099","-73.89197","Live","111546","1025 East 163rd Street","10459","bx-02-111546","2022-04-29T00:00:00.000","2021-11-10T00:00:00.000","Hunts Point","2005788","2027240190","2015900","SOUTHERN BOULEVARD","SIMPSON STREET","MIDBLOCK","(40.82099, -73.89197)"
"bx-01-144892","Bronx","201","8","40.813575030000000","-73.919491220000000","Live","144892","442 WILLIS AVENUE","10455","bx-01-144892","2018-04-20T00:00:00.000","2018-03-04T00:00:00.000","Mott Haven-Port Morris","2000498","2022900001","2004300","EAST 146 STREET","EAST 145 STREET","NE","(40.81357503, -73.91949122)"
"mn-05-122651","Manhattan","105","4","40.761640000000000","-73.982996000000000","Live","122651","780 7 AVENUE","10019","mn-05-122651","2016-11-11T00:00:00.000","2016-10-16T00:00:00.000","Midtown-Midtown South","1024811","1010220035","1013100","WEST 51 STREET","WEST 50 STREET","SW","(40.76164, -73.982996)"
"LINK-021528","Brooklyn","307","38","40.654133230000000","-74.004403760000000","Live","145865","941 4 AVENUE","11232","bk-07-145865","2017-08-23T00:00:00.000","2017-07-15T00:00:00.000","Sunset Park West","3010335","3006970010","3008400","36 STREET","37 STREET","SE","(40.65413323, -74.00440376)"
"bx-01-102011","Bronx","201","8","40.808909660000000","-73.922209470000000","Live","102011","417 EAST 138 STREET","10454","bx-01-102011","2018-07-16T00:00:00.000","2018-04-19T00:00:00.000","Mott Haven-Port Morris","2092092","2022830001","2003900","WILLIS AVENUE","BROWN PLACE","MIDBLOCK","(40.80890966, -73.92220947)"
"LINK-021097","Queens","401","26","40.755219900000000","-73.922447820000000","Live","145986","38-02 35 AVENUE","11101","qu-01-145986","2018-02-28T00:00:00.000","2017-10-14T00:00:00.000","Astoria","4010866","4006680005","4015700","STEINWAY STREET","38 STREET","SW","(40.7552199, -73.92244782)"
"mn-06-133527","Manhattan","106","2","40.736214000000000","-73.984900000000000","Live","133527","205 3 AVENUE","10003","mn-06-133527","2016-07-14T00:00:00.000","2016-05-21T00:00:00.000","Gramercy","1019580","1008990001","1004800","EAST 19 STREET","EAST 18 STREET","SE","(40.736214, -73.9849)"
"bk-02-126838","Brooklyn","302","33","40.688449430000000","-73.982472260000000","Removal Pending","126838","275 LIVINGSTON STREET","11201","bk-02-126838","2017-01-30T00:00:00.000","2016-11-11T00:00:00.000","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","3000461","3001610001","3003700","HANOVER PLACE","NEVINS STREET","NE","(40.68844943, -73.98247226)"
"LINK-018400","Bronx","207","14","40.863665460000000","-73.900511870000000","Live","145840","2495 JEROME AVENUE","10468","bx-07-145840","2017-06-13T00:00:00.000","2017-05-10T00:00:00.000","Kingsbridge Heights","2014360","2032000016","2026500","EAST FORDHAM ROAD","EAST 190 STREET","MIDBLOCK","(40.86366546, -73.90051187)"
"mn-07-138046","Manhattan","107","6","40.775999000000000","-73.983247000000000","Live","138046","155 WEST 68 STREET","10023","mn-07-138046","2016-07-21T00:00:00.000","2016-07-15T00:00:00.000","Lincoln Square","1028950","1011407501","1015300","AMSTERDAM AVENUE","BROADWAY","NE","(40.775999, -73.983247)"
"mn-04-122605","Manhattan","104","3","40.763051360000000","-73.985830170000000","Live","122605","308 WEST 51 STREET","10019","mn-04-122605","2016-10-26T00:00:00.000","2016-10-15T00:00:00.000","Clinton","1025211","1010427501","1013300","8 AVENUE","9 AVENUE","NW","(40.76305136, -73.98583017)"
"LINK-019781","Queens","401","26","40.751149060000000","-73.934942740000000","Live","145958","29-37 40 ROAD","11101","qu-01-145958","2018-01-10T00:00:00.000","2017-09-30T00:00:00.000","Queensbridge-Ravenswood-Long Island City","4000000","4004020012","4003100","NORTHERN BOULEVARD","29 STREET","SE","(40.75114906, -73.93494274)"
"bk-01-126657","Brooklyn","301","34","40.702247000000000","-73.942287000000000","Live","126657","46 GRAHAM AVENUE","11206","bk-01-126657","2017-08-02T00:00:00.000","2017-07-01T00:00:00.000","East Williamsburg","3071613","3031200008","3049100","COOK STREET","DEBEVOISE STREET","SE","(40.702247, -73.942287)"
"mn-09-142532","Manhattan","109","9","40.815799600000000","-73.954363710000000","Live","142532","1421 AMSTERDAM AVENUE","10027","mn-09-142532","2017-09-22T00:00:00.000","2017-06-20T00:00:00.000","Manhattanville","1059623","1019700001","1021303","WEST 130 STREET","WEST 131 STREET","NE","(40.8157996, -73.95436371)"
"LINK-010438","Bronx","207","11","40.86991808575079","-73.87929031997948","Live","108745","3037 WEBSTER AVENUE","10467","bx-07-108745","2022-06-23T00:00:00.000","2021-12-10T00:00:00.000","Norwood","2017907","2033310080","2042500","EAST MOSHOLU PARKWAY NORTH","EAST 202 STREET","MIDBLOCK","(40.86991808575079, -73.87929031997948)"
"mn-11-120229","Manhattan","111","8","40.797303000000000","-73.940337000000000","Live","120229","2105 3 AVENUE","10029","mn-11-120229","2016-03-22T00:00:00.000","2016-02-22T00:00:00.000","East Harlem North","1052515","1016650001","1018800","EAST 115 STREET","EAST 116 STREET","NE","(40.797303, -73.940337)"
"mn-03-131017","Manhattan","103","2","40.728480390000000","-73.987875920000000","Live","131017","131 2 AVENUE","10003","mn-03-131017","2016-09-15T00:00:00.000","2016-09-02T00:00:00.000","East Village","1006677","1004630028","1003800","ST MARKS PLACE","EAST 7 STREET","SW","(40.72848039, -73.98787592)"
"mn-08-119830","Manhattan","108","5","40.783288770000000","-73.950561800000000","Live","119830","1675 3 AVENUE","10128","mn-08-119830","2016-07-15T00:00:00.000","2016-07-01T00:00:00.000","Yorkville","1048916","1015397502","1015400","EAST 93 STREET","EAST 94 STREET","NE","(40.78328877, -73.9505618)"
"mn-07-121243","Manhattan","107","6","40.789457270000000","-73.975041010000000","Live","121243","215 WEST 88 STREET","10024","mn-07-121243","2017-08-07T00:00:00.000","2017-06-30T00:00:00.000","Upper West Side","1087732","1012367502","1017500","BROADWAY","AMSTERDAM AVENUE","NE","(40.78945727, -73.97504101)"
"mn-08-134748","Manhattan","108","5","40.778605140000000","-73.953715450000000","Live","134748","206 EAST 86 STREET","10028","mn-08-134748","2016-04-15T00:00:00.000","2016-02-22T00:00:00.000","Yorkville","1087920","1015317501","1014601","3 AVENUE","2 AVENUE","SE","(40.77860514, -73.95371545)"
"mn-04-122621","Manhattan","104","3","40.766963250000000","-73.982853210000000","Live","122621","973 8 AVENUE","10019","mn-04-122621","2016-07-21T00:00:00.000","2016-07-19T00:00:00.000","Clinton","1076205","1010487503","1013900","WEST 57 STREET","WEST 58 STREET","NW","(40.76696325, -73.98285321)"
"mn-01-122319","Manhattan","101","1","40.718033100000000","-74.001015560000000","Live","122319","106 LAFAYETTE STREET","10013","mn-01-122319","2016-09-06T00:00:00.000","2016-08-11T00:00:00.000","SoHo-TriBeCa-Civic Center-Little Italy","1002348","1001960022","1003100","WALKER STREET","CANAL STREET","NW","(40.7180331, -74.00101556)"
"mn-12-120655","Manhattan","112","10","40.851620180000000","-73.932186520000000","Live","120655","1495 ST. NICHOLAS AVENUE","10033","mn-12-120655","2018-02-20T00:00:00.000","2017-11-22T00:00:00.000","Washington Heights North","1063962","1021660016","1027100","WEST 184 STREET","WEST 185 STREET","SW","(40.85162018, -73.93218652)"
"qu-01-137830","Queens","401","26","40.755776550000000","-73.923626840000000","Live","137830","37-08 35 AVENUE","11101","qu-01-137830","2017-10-09T00:00:00.000","2017-08-31T00:00:00.000","Astoria","4009607","4006410009","4005700","37 STREET","38 STREET","SE","(40.75577655, -73.92362684)"
"mn-07-134318","Manhattan","107","6","40.788705100000000","-73.976410540000000","Live","134318","2373 BROADWAY","10024","mn-07-134318","2017-11-15T00:00:00.000","2017-09-10T00:00:00.000","Upper West Side","1076251","1012347501","1017500","WEST 86 STREET","WEST 87 STREET","NW","(40.7887051, -73.97641054)"
"mn-10-142554","Manhattan","110","9","40.824081100000000","-73.937507750000000","Live","142554","2570 ADAM CLAYTON POWELL JR. BOULEVARD","10039","mn-10-142554","2017-09-15T00:00:00.000","2017-07-19T00:00:00.000","Central Harlem North-Polo Grounds","1060566","1020340034","1023400","WEST 149 STREET","WEST 148 STREET","SW","(40.8240811, -73.93750775)"
"mn-10-119959","Manhattan","110","9","40.804046960000000","-73.952139930000000","Live","119959","1940 ADAM CLAYTON POWELL JR. BOULEVARD","10026","mn-10-119959","2017-01-09T00:00:00.000","2016-10-29T00:00:00.000","Central Harlem South","1084042","1019230029","1021800","WEST 117 STREET","WEST 118 STREET","NW","(40.80404696, -73.95213993)"
"mn-07-107832","Manhattan","107","6","40.784096420000000","-73.974049440000000","Live","107832","462 COLUMBUS AVENUE","10024","mn-07-107832","2018-04-20T00:00:00.000","2018-02-14T00:00:00.000","Upper West Side","1032070","1012130030","1016900","WEST 82 STREET","WEST 83 STREET","NW","(40.78409642, -73.97404944)"
"20038","Manhattan","104","3","40.753067000000000","-74.003811000000000","Live","138822","314 11 AVENUE","10001","mn-04-138822","2019-01-25T00:00:00.000","2018-08-07T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1088120","1007010062","1009900","WEST 30 STREET","WEST 29 STREET","SE","(40.753067, -74.003811)"
"mn-09-134795","Manhattan","109","7","40.828319590000000","-73.949298760000000","Live","134795","3599 BROADWAY","10031","mn-09-134795","2018-03-13T00:00:00.000","2017-10-20T00:00:00.000","Hamilton Heights","1083034","1020940036","1023300","WEST 148 STREET","WEST 147 STREET","SW","(40.82831959, -73.94929876)"
"LINK-021263","Brooklyn","301","33","40.719404330000000","-73.960474310000000","Live","146010","145 WYTHE AVENUE","11249","bk-01-146010","2018-02-14T00:00:00.000","2017-11-30T00:00:00.000","North Side-South Side","3062048","3023260007","3055500","NORTH 7 STREET","NORTH 6 STREET","SW","(40.71940433, -73.96047431)"
"mn-07-102695","Manhattan","107","7","40.801049730000000","-73.964938910000000","Live","102695","175 WEST 107 STREET","10025","mn-07-102695","2020-12-02T00:00:00.000","2018-04-03T00:00:00.000","Morningside Heights","1055983","1018620001","1019300","AMSTERDAM AVENUE","COLUMBUS AVENUE","NE","(40.80104973, -73.96493891)"
"mn-06-134374","Manhattan","106","2","40.740368560000000","-73.979251800000000","Live","134374","479 2 AVENUE","10016","mn-06-134374","2017-11-15T00:00:00.000","2017-09-26T00:00:00.000","Murray Hill-Kips Bay","1019855","1009070025","1006600","EAST 27 STREET","EAST 26 STREET","NW","(40.74036856, -73.9792518)"
"mn-07-145539","Manhattan","107","6","40.789182470000000","-73.970075350000000","Live","145539","625 COLUMBUS AVENUE","10024","mn-07-145539","2018-06-05T00:00:00.000","2018-02-14T00:00:00.000","Upper West Side","1031595","1012040001","1017700","WEST 90 STREET","WEST 91 STREET","NE","(40.78918247, -73.97007535)"
"mn-07-121255","Manhattan","107","6","40.790901290000000","-73.974302290000000","Live","121255","2440 BROADWAY","10024","mn-07-121255","2016-06-27T00:00:00.000","2016-05-20T00:00:00.000","Upper West Side","1033556","1012387501","1017900","WEST 90 STREET","WEST 91 STREET","SE","(40.79090129, -73.97430229)"
,"Queens","412","27","40.6790498","-73.7596836","Installed","159527","132-05 MERRICK BOULEVARD","11434","qu-12-159527",,"2022-04-28T00:00:00.000","St. Albans","4273590","4126970020",,"BELKNAP STREET","180TH STREET","N","(40.6790498, -73.7596836)"
"LINK-020928","Queens","401","26","40.752724000000000","-73.927183000000000","Live","146068","36-02 37 AVENUE","11101","qu-01-146068","2018-04-24T00:00:00.000","2018-03-09T00:00:00.000","Queensbridge-Ravenswood-Long Island City","4004571","4003780001","4005500","36 STREET","37 STREET","SE","(40.752724, -73.927183)"
"mn-05-133538","Manhattan","105","4","40.752335260000000","-73.979738240000000","Live","133538","300 MADISON AVENUE","10017","mn-05-133538","2017-05-04T00:00:00.000","2017-02-11T00:00:00.000","Murray Hill-Kips Bay","1085972","1012760058","1008200","EAST 41 STREET","EAST 42 STREET","NW","(40.75233526, -73.97973824)"
"bx-05-102420","Bronx","205","14","40.857756000000000","-73.901091000000000","Live","102420","126 EAST 183 STREET","10453","bx-05-102420","2016-06-29T00:00:00.000","2016-05-12T00:00:00.000","Fordham South","2013867","2031710023","2023704","CRESTON AVENUE","MORRIS AVENUE","SW","(40.857756, -73.901091)"
"mn-10-123361","Manhattan","110","9","40.807779000000000","-73.945253000000000","Live","123361","83 WEST 125 STREET","10027","mn-10-123361","2016-12-16T00:00:00.000","2016-11-05T00:00:00.000","Central Harlem South","1053494","1017230001","1020000","MALCOLM X BOULEVARD","5 AVENUE","NE","(40.807779, -73.945253)"
"LINK-018408","Staten Island","502","50","40.581676850000000","-74.111350390000000","Live","145824","2100 RICHMOND ROAD","10306","si-02-145824","2017-05-25T00:00:00.000","2017-04-10T00:00:00.000","New Dorp-Midland Beach","5051531","5035780014","5011402","COLFAX AVENUE","LINCOLN AVENUE","SW","(40.58167685, -74.11135039)"
"qu-01-125145","Queens","401","22","40.759169000000000","-73.918949870000000","Live","125145","31-90 STEINWAY STREET","11103","qu-01-125145","2017-05-18T00:00:00.000","2017-04-22T00:00:00.000","Astoria","4010496","4006580001","4015500","BROADWAY","31 AVENUE","NW","(40.759169, -73.91894987)"
"mn-06-121521","Manhattan","106","4","40.748383290000000","-73.976344300000000","Live","121521","578 3 AVENUE","10016","mn-06-121521","2016-03-10T00:00:00.000","2016-02-28T00:00:00.000","Murray Hill-Kips Bay","1019272","1008947502","1008000","EAST 38 STREET","EAST 39 STREET","NW","(40.74838329, -73.9763443)"
"mn-07-120610","Manhattan","107","6","40.793310000000000","-73.971044660000000","Live","120610","718 AMSTERDAM AVENUE","10025","mn-07-120610","2016-10-10T00:00:00.000","2016-08-05T00:00:00.000","Upper West Side","1033681","1012420036","1018300","WEST 95 STREET","WEST 94 STREET","SW","(40.79331, -73.97104466)"
"mn-06-121669","Manhattan","106","4","40.753413890000000","-73.966651440000000","Live","121669","877 1 AVENUE","10022","mn-06-121669","2018-06-05T00:00:00.000","2017-12-07T00:00:00.000","Turtle Bay-East Midtown","1039468","1013420023","1009800","MITCHELL PLACE","EAST 50 STREET","NW","(40.75341389, -73.96665144)"
"bx-01-138788","Bronx","201","8","40.813367000000000","-73.919624780000000","Live","138788","426 WILLIS AVENUE","10454","bx-01-138788","2018-04-13T00:00:00.000","2017-12-12T00:00:00.000","Mott Haven-Port Morris","2098220","2022890003","2004300","EAST 145 STREET","EAST 144 STREET","SE","(40.813367, -73.91962478)"
"qu-01-145452","Queens","401","22","40.758817650000000","-73.918494120000000","Live","145452","40-13 BROADWAY","11103","qu-01-145452","2017-12-19T00:00:00.000","2017-08-19T00:00:00.000","Astoria","4436918","4006780003","4015500","STEINWAY STREET","41 STREET","MIDBLOCK","(40.75881765, -73.91849412)"
"mn-10-120042","Manhattan","110","9","40.806248960000000","-73.950094590000000","Live","120042","2013 ADAM CLAYTON POWELL JR. BOULEVARD","10027","mn-10-120042","2017-01-11T00:00:00.000","2016-10-15T00:00:00.000","Central Harlem South","1057660","1019050063","1022000","WEST 121 STREET","WEST 120 STREET","SE","(40.80624896, -73.95009459)"
"mn-07-134388","Manhattan","107","7","40.802298000000000","-73.967585000000000","Live","134388","2780 BROADWAY","10025","mn-07-134388","2017-10-16T00:00:00.000","2017-05-09T00:00:00.000","Morningside Heights","1056647","1018790001","1019500","WEST 107 STREET","WEST 108 STREET","NE","(40.802298, -73.967585)"
"LINK-021013","Queens","401","22","40.770747080000000","-73.920354270000000","Live","146090","28-11 ASTORIA BOULEVARD","11102","qu-01-146090","2018-06-28T00:00:00.000","2018-05-19T00:00:00.000","Old Astoria","4431076","4008390012","4006900","27 STREET","29 STREET","MIDBLOCK","(40.77074708, -73.92035427)"
,"Bronx","202","17","40.8180465","-73.8994905","Installed",,"928 LONGWOOD AVENUE","10455","bx-02-GF22604",,"2022-07-01T00:00:00.000","Longwood",,"2026950025",,"LONGWOOD AVENUE","E 156TH STREET","NW","(40.8180465, -73.8994905)"
"mn-07-121253","Manhattan","107","6","40.791943000000000","-73.973425000000000","Live","121253","214 WEST 92 STREET","10025","mn-07-121253","2016-07-07T00:00:00.000","2016-05-27T00:00:00.000","Upper West Side","1033598","1012390044","1017900","BROADWAY","AMSTERDAM AVENUE","SE","(40.791943, -73.973425)"
"LINK-021230","Brooklyn","301","34","40.714129640000000","-73.950282990000000","Live","145988","561 METROPOLITAN AVENUE","11211","bk-01-145988","2018-06-13T00:00:00.000","2017-11-04T00:00:00.000","East Williamsburg","3068656","3027560036","3050100","LORIMER STREET","UNION AVENUE","MIDBLOCK","(40.71412964, -73.95028299)"
"mn-05-123077","Manhattan","105","2","40.739409000000000","-73.986712000000000","Live","123077","100 EAST 22 STREET","10010","mn-05-123077","2017-08-07T00:00:00.000","2017-03-11T00:00:00.000","Gramercy","1018009","1008770089","1006800","PARK AVENUE","LEXINGTON AVENUE","SE","(40.739409, -73.986712)"
"mn-04-123517","Manhattan","104","3","40.743413830000000","-74.003724660000000","Live","123517","121 9 AVENUE","10011","mn-04-123517","2018-05-08T00:00:00.000","2017-10-28T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1078418","1007150010","1008300","WEST 18 STREET","WEST 17 STREET","SW","(40.74341383, -74.00372466)"
"mn-01-122275","Manhattan","101","1","40.717804970000000","-74.005814910000000","Live","122275","250 CHURCH STREET","10013","mn-01-122275","2018-05-24T00:00:00.000","2018-04-19T00:00:00.000","SoHo-TriBeCa-Civic Center-Little Italy","1001971","1001770002","1003300","LEONARD STREET","FRANKLIN STREET","NW","(40.71780497, -74.00581491)"
"LINK-021929","Brooklyn","305","37","40.677042530000000","-73.899212080000000","Live","145936","22 GEORGIA AVENUE","11207","bk-05-145936","2018-01-16T00:00:00.000","2017-09-23T00:00:00.000","East New York","3083250","3036670018","3119800","FULTON STREET","JAMAICA AVENUE","SW","(40.67704253, -73.89921208)"
"LINK-020774","Brooklyn","301","34","40.707379000000000","-73.943399000000000","Live","145892","145 MONTROSE AVENUE","11206","bk-01-145892","2018-01-05T00:00:00.000","2017-07-27T00:00:00.000","East Williamsburg","3071122","3030520026","3050500","MANHATTAN AVENUE","GRAHAM AVENUE","NW","(40.707379, -73.943399)"
"mn-09-120561","Manhattan","109","7","40.819600000000000","-73.951942000000000","Live","120561","502 WEST 136 STREET","10031","mn-09-120561","2016-09-30T00:00:00.000","2016-07-10T00:00:00.000","Manhattanville","1059799","1019880109","1022301","AMSTERDAM AVENUE","BROADWAY","SW","(40.8196, -73.951942)"
"LINK-021194","Brooklyn","308","35","40.680649890000000","-73.974374960000000","Live","145919","488 BERGEN STREET","11217","bk-08-145919","2018-01-08T00:00:00.000","2017-08-31T00:00:00.000","Prospect Heights","3028037","3011430014","3016100","6 AVENUE","CARLTON AVENUE","SE","(40.68064989, -73.97437496)"
"si-02-145544","Staten Island","502","50","40.565851760000000","-74.114224260000000","Live","145544","2710 HYLAN BOULEVARD","10306","si-02-145544","2017-02-22T00:00:00.000","2017-01-31T00:00:00.000","Oakwood-Oakwood Beach","5107584","5039830013","5012806","ALLISON AVENUE","PRINCETON AVENUE","MIDBLOCK","(40.56585176, -74.11422426)"
"mn-07-120267","Manhattan","107","6","40.802984230000000","-73.967855330000000","Live","120267","300 WEST 108 STREET","10025","mn-07-120267","2016-10-25T00:00:00.000","2016-10-08T00:00:00.000","Morningside Heights","1057285","1018920049","1019500","BROADWAY","RIVERSIDE DRIVE","SW","(40.80298423, -73.96785533)"
"LINK-018099","Brooklyn","308","35","40.676714000000000","-73.955858000000000","Live","145990","634 FRANKLIN AVENUE","11238","bk-08-145990","2018-01-22T00:00:00.000","2017-11-03T00:00:00.000","Crown Heights North","3028306","3011490052","3030500","BERGEN STREET","ST MARKS AVENUE","SW","(40.676714, -73.955858)"
"mn-08-120980","Manhattan","108","4","40.765879830000000","-73.963583240000000","Live","120980","1126 3 AVENUE","10065","mn-08-120980","2016-04-22T00:00:00.000","2016-03-19T00:00:00.000","Upper East Side-Carnegie Hill","1042435","1014000040","1012000","EAST 66 STREET","EAST 65 STREET","SW","(40.76587983, -73.96358324)"
"LINK-020965","Queens","402","26","40.741303480000000","-73.919005600000000","Repair Pending","145985","45-59 46 STREET","11377","qu-02-145985","2018-05-23T00:00:00.000","2017-10-14T00:00:00.000","Hunters Point-Sunnyside-West Maspeth","4001553","4001530005","4023500","47 AVENUE","GREENPOINT AVENUE","NE","(40.74130348, -73.9190056)"
"mn-06-134810","Manhattan","106","2","40.745070600000000","-73.980374050000000","Live","134810","205 LEXINGTON AVENUE","10016","mn-06-134810","2019-02-01T00:00:00.000","2018-06-05T00:00:00.000","Murray Hill-Kips Bay","1018475","1008880024","1007200","EAST 32 STREET","EAST 33 STREET","NE","(40.7450706, -73.98037405)"
"mn-11-120248","Manhattan","111","8","40.802636970000000","-73.936467980000000","Live","120248","2265 3 AVENUE","10035","mn-11-120248","2020-12-09T00:00:00.000","2018-06-05T00:00:00.000","East Harlem North","1054630","1017880001","1019400","EAST 123 STREET","EAST 124 STREET","MIDBLOCK","(40.80263697, -73.93646798)"
