"id","gis_id","roadway_name","from","to","direction","date","veh_class_type","_12_00_1_00_am","_1_00_2_00am","_2_00_3_00am","_3_00_4_00am","_4_00_5_00am","_5_00_6_00am","_6_00_7_00am","_7_00_8_00am","_8_00_9_00am","_9_00_10_00am","_10_00_11_00am","_11_00_12_00pm","_12_00_1_00pm","_1_00_2_00pm","_2_00_3_00pm","_3_00_4_00pm","_4_00_5_00pm","_5_00_6_00pm","_6_00_7_00pm","_7_00_8_00pm","_8_00_9_00pm","_9_00_10_00pm","_10_00_11_00pm","_11_00_12_00am"
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","EB","2012-10-24T00:00:00.000","Auto",,,,,,,,,,,,,"220.00","260.00","265.00","270.00","295.00","292.00","260.00","329.00","249.00","133.00","145.00","117.00"
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","EB","2012-10-24T00:00:00.000","Taxis",,,,,,,,,,,,,"7.00","8.00","13.00","14.00","6.00","13.00","7.00","19.00","14.00","11.00","14.00","14.00"
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","EB","2012-10-24T00:00:00.000","Commercial",,,,,,,,,,,,,"22.00","26.00","21.00","17.00","22.00","12.00","10.00","12.00","2.00","5.00","3.00","3.00"
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","EB","2012-10-24T00:00:00.000","Medium Truck",,,,,,,,,,,,,"44.00","50.00","50.00","40.00","22.00","22.00","15.00","18.00","9.00","7.00","7.00","8.00"
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","EB","2012-10-24T00:00:00.000","Heavy Truck",,,,,,,,,,,,,"5.00","9.00","4.00","8.00","10.00","8.00","2.00","3.00","4.00","1.00","1.00","1.00"
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","EB","2012-10-24T00:00:00.000","School Bus",,,,,,,,,,,,,"1.00","2.00","6.00","5.00","8.00","3.00","0.00","7.00","1.00","0.00","0.00","0.00"
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","EB","2012-10-24T00:00:00.000","Other Bus",,,,,,,,,,,,,"5.00","3.00","7.00","3.00","7.00","6.00","4.00","5.00","3.00","2.00","3.00","3.00"
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","EB","2012-10-25T00:00:00.000","Auto","83.00","38.00","13.00","20.00","23.00","45.00","87.00","149.00","184.00","200.00","232.00","244.00",,,,,,,,,,,,
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","EB","2012-10-25T00:00:00.000","Taxis","13.00","12.00","4.00","2.00","5.00","6.00","16.00","17.00","12.00","14.00","14.00","22.00",,,,,,,,,,,,
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","EB","2012-10-25T00:00:00.000","Commercial","2.00","1.00","1.00","3.00","2.00","7.00","7.00","23.00","27.00","24.00","29.00","26.00",,,,,,,,,,,,
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","EB","2012-10-25T00:00:00.000","Medium Truck","5.00","6.00","2.00","4.00","17.00","17.00","32.00","44.00","49.00","67.00","50.00","63.00",,,,,,,,,,,,
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","EB","2012-10-25T00:00:00.000","Heavy Truck","0.00","0.00","3.00","7.00","9.00","5.00","3.00","5.00","3.00","14.00","16.00","15.00",,,,,,,,,,,,
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","EB","2012-10-25T00:00:00.000","School Bus","0.00","0.00","0.00","0.00","0.00","1.00","9.00","2.00","2.00","1.00","2.00","1.00",,,,,,,,,,,,
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","EB","2012-10-25T00:00:00.000","Other Bus","2.00","1.00","0.00","0.00","0.00","4.00","2.00","6.00","8.00","5.00","3.00","6.00",,,,,,,,,,,,
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","WB","2012-10-24T00:00:00.000","Auto",,,,,,,,,,,,,"254.00","266.00","303.00","348.00","485.00","504.00","345.00","281.00","211.00","166.00","151.00","111.00"
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","WB","2012-10-24T00:00:00.000","Taxis",,,,,,,,,,,,,"4.00","10.00","16.00","17.00","15.00","9.00","14.00","10.00","11.00","13.00","14.00","13.00"
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","WB","2012-10-24T00:00:00.000","Commercial",,,,,,,,,,,,,"17.00","20.00","11.00","22.00","27.00","11.00","6.00","5.00","2.00","3.00","0.00","5.00"
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","WB","2012-10-24T00:00:00.000","Medium Truck",,,,,,,,,,,,,"45.00","38.00","40.00","30.00","44.00","22.00","16.00","12.00","10.00","7.00","8.00","3.00"
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","WB","2012-10-24T00:00:00.000","Heavy Truck",,,,,,,,,,,,,"5.00","5.00","5.00","6.00","6.00","0.00","1.00","3.00","2.00","1.00","5.00","6.00"
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","WB","2012-10-24T00:00:00.000","School Bus",,,,,,,,,,,,,"5.00","3.00","0.00","2.00","8.00","3.00","0.00","4.00","0.00","0.00","0.00","0.00"
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","WB","2012-10-24T00:00:00.000","Other Bus",,,,,,,,,,,,,"3.00","5.00","4.00","4.00","6.00","10.00","9.00","6.00","3.00","2.00","5.00","3.00"
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","WB","2012-10-25T00:00:00.000","Auto","55.00","35.00","30.00","39.00","43.00","144.00","282.00","407.00","426.00","361.00","322.00","271.00",,,,,,,,,,,,
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","WB","2012-10-25T00:00:00.000","Taxis","7.00","9.00","3.00","2.00","5.00","11.00","25.00","15.00","20.00","32.00","18.00","21.00",,,,,,,,,,,,
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","WB","2012-10-25T00:00:00.000","Commercial","3.00","0.00","1.00","3.00","4.00","5.00","15.00","33.00","23.00","37.00","26.00","16.00",,,,,,,,,,,,
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","WB","2012-10-25T00:00:00.000","Medium Truck","6.00","4.00","7.00","14.00","13.00","17.00","32.00","26.00","38.00","61.00","40.00","47.00",,,,,,,,,,,,
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","WB","2012-10-25T00:00:00.000","Heavy Truck","1.00","3.00","3.00","14.00","17.00","12.00","9.00","7.00","8.00","9.00","14.00","7.00",,,,,,,,,,,,
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","WB","2012-10-25T00:00:00.000","School Bus","0.00","0.00","0.00","0.00","0.00","1.00","18.00","12.00","3.00","6.00","2.00","1.00",,,,,,,,,,,,
"1.00","30344.00","Flushing Ave","Grand Ave","Ryerson St","WB","2012-10-25T00:00:00.000","Other Bus","1.00","0.00","0.00","0.00","2.00","4.00","4.00","7.00","12.00","5.00","9.00","6.00",,,,,,,,,,,,
"2.00","49090.00","Vermont Pl","Highland Blvd","J Robinson Pkwy","NB","2012-10-17T00:00:00.000","Auto",,,,,,,,,"462.00","278.00","193.00","212.00","212.00","187.00","199.00","323.00","313.00","287.00","331.00","265.00","162.00","179.00","164.00","113.00"
"2.00","49090.00","Vermont Pl","Highland Blvd","J Robinson Pkwy","NB","2012-10-17T00:00:00.000","Taxis",,,,,,,,,"53.00","33.00","15.00","22.00","9.00","13.00","11.00","18.00","13.00","21.00","24.00","15.00","17.00","17.00","19.00","12.00"
"2.00","49090.00","Vermont Pl","Highland Blvd","J Robinson Pkwy","NB","2012-10-17T00:00:00.000","Commercial",,,,,,,,,"30.00","23.00","19.00","25.00","22.00","15.00","9.00","16.00","11.00","8.00","19.00","6.00","13.00","3.00","6.00","4.00"
"2.00","49090.00","Vermont Pl","Highland Blvd","J Robinson Pkwy","NB","2012-10-17T00:00:00.000","Medium Truck",,,,,,,,,"4.00","11.00","8.00","7.00","8.00","2.00","3.00","6.00","0.00","6.00","1.00","2.00","0.00","0.00","0.00","1.00"
"2.00","49090.00","Vermont Pl","Highland Blvd","J Robinson Pkwy","NB","2012-10-17T00:00:00.000","Heavy Truck",,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2.00","49090.00","Vermont Pl","Highland Blvd","J Robinson Pkwy","NB","2012-10-17T00:00:00.000","School Bus",,,,,,,,,"2.00","2.00","0.00","1.00","3.00","14.00","9.00","8.00","3.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
