Link Site ID,Street Address,Cross Street 1,Cross Street 2,Borough,Zip Code,Community Board,Council District,Site in BID,BID,Zoning,Census Tract (CT),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Latitude,Longitude,DoITT NTP Issued (A),DoITT NTP Expiration Date,DoITT Status,Location 1,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
qu-07-137929,141-40 NORTHERN BOULEVARD,Parsons Boulevard,Bowne Street,Queens,11354,407,20,No,,C1-2,QN-865,Flushing,4113394,4050120037,-73.824022,40.764487,04/05/2022 12:00:00 AM,10/05/2022 12:00:00 AM,DoITT Approved,"(-73.8240223, 40.7644872)",,,,,
QU-07-124339,135-25 NORTHERN BOULEVARD,MAIN STREET,PRINCE STREET,Queens,11354,407,20,No,,C2-2,4086900,Flushing,4112125,4049580055,-73.832310,40.763149,04/05/2022 12:00:00 AM,10/05/2022 12:00:00 AM,DoITT Approved,"(-73.8323105, 40.7631491)",,,,,
qu-07-124284,37-03 MAIN STREET,37th Avenue,38th Avenue,Queens,11354,407,20,Yes,Downtown Flushing,C4-3,QN-871,Flushing,4112476,4049780008,-73.830965,40.761434,04/05/2022 12:00:00 AM,10/05/2022 12:00:00 AM,DoITT Approved,"(-73.8309647, 40.7614344)",,,,,
qu-07-124348,149-06 NORTHERN BOULEVARD,Northern Boulevard,38th Avenue,Queens,11354,407,20,No,,C2-2,QN-1157,Murray Hill,4595272,4050177503,-73.817140,40.765130,04/05/2022 12:00:00 AM,10/05/2022 12:00:00 AM,DoITT Approved,"(-73.81714, 40.76513)",,,,,
qu-07-103162,4228 MAIN STREET,Main Street,Saul Street,Queens,11355,407,20,No,,C1-2,QN-853,Flushing,4115413,4051220029,-73.828045,40.754228,04/05/2022 12:00:00 AM,10/05/2022 12:00:00 AM,DoITT Approved,"(-73.828045, 40.7542279)",,,,,
qu-07-138935,144-76 NORTHERN BOULEVARD,146th Street,147th Street,Queens,11354,407,20,No,,C1-2,QN-1163,Murray Hill,4622953,4050140032,-73.820480,40.764910,04/05/2022 12:00:00 AM,10/05/2022 12:00:00 AM,DoITT Approved,"(-73.82048029, 40.7649099)",,,,,
QU-07-124356,138-02 NORTHERN BOULEVARD,UNION STREET,BOWNE STREET,Queens,11354,407,20,No,,C1-2,4086500,Flushing,4113289,4050100020,-73.827982,40.763828,04/05/2022 12:00:00 AM,10/05/2022 12:00:00 AM,DoITT Approved,"(-73.8279816, 40.76382803)",,,,,
