"building_id_espm","bbl10","facility_name","rating","bin_unique_building_identifier","address_1","address_2","city","postcode","county","total_floor_space_sq_ft","year_built","facility_type","last_modified_date","service_and_product_provider","metering_configuration","eligibility_for_energy_star","energy_star_application_status","year_s_labeled","approval_date_last_energy","current_rating_1_100","target_rating_1_100","energy_use_alerts","space_use_alerts","current_direct_ghg_emissions","current_indirect_ghg_emissions","current_total_ghg_emissions","emissions_factor_kg_co2e","current_energy_period_ending","current_water_period_ending","current_total_on_site","percent_of_electricity_from","total_avoided_ghg_emissions","total_on_site_electric","total_green_power_purchased","total_renewable_energy_sold","current_site_energy_intensity","current_total_site_energy","national_median_site_eui","target_site_energy_intensity","weather_normalized_site_eui","electricity_use_kbtu","electricity_use_kwh","natural_gas_use_kbtu","natural_gas_use_therms","district_steam_use_kbtu","fuel_oil_2_use_kbtu","fuel_oil_4_use_kbtu","fuel_oil_56_use_kbtu","diesel_2_use_kbtu","chilled_water_absorption","chilled_water_electric_driven","chilled_water_engine_driven","chilled_water_other_kbtu","district_hot_water_kbtu","temporary_data_flag","temporary_data_flag_1","temporary_data_flag_2","temporary_data_flag_natural","temporary_data_flag_district","temporary_data_flag_fuel","temporary_data_flag_fuel_1","temporary_data_flag_fuel_2","temporary_data_flag_diesel","temporary_data_flag_district_1","temporary_data_flag_district_2","difference_from_national","current_source_energy","current_total_source_energy","current_weather_normalized","national_median_source_eui","difference_from_national_1","bank_financial_institution","bank_financial_institution_1","bank_financial_institution_2","bank_financial_institution_3","bank_financial_institution_4","bank_financial_institution_5","hospital_gross_floor_area","hospital_laboratory_y_1_n","hospital_laundry_facility","hospital_maximum_number_of","hospital_number_of_buildings","full_time_equivalent_fte","number_of_staffed_beds","number_of_mri_machines","hotel_gross_floor_area_sq","hotel_floor_area_of_full","hotel_floor_area_of_gym","hotel_average_occupancy","hotel_number_of_rooms","hotel_room_density","hotel_onsite_laundry_short","hotel_quantity_of_laundry","hotel_percent_cooled","hotel_presence_of_cooking","hotel_workers_density","house_of_worship_gross_floor","house_of_worship_pc_density","house_of_worship_weekly","house_of_worship_presence","k_12_school_gross_floor_area","k_12_school_high_school_y","k_12_school_open_weekends","k_12_school_pc_density","k_12_school_percent_cooled","k_12_school_walk_in_refrig","k_12_school_presence_of","medical_office_gross_floor","medical_office_number_of","medical_office_percent_cooled","medical_office_weekly","multifamily_home_gross_floor","multifamily_home_dishwasher","multifamily_home_laundry","multifamily_home_laundry_1","multifamily_home_government","multifamily_home_number_of","multifamily_home_number_of_1","multifamily_home_percent","multifamily_home_percent_1","multifamily_home_total_number","multifamily_home_primary","multifamily_home_resident","office_gross_floor_area_sq","office_office_air_conditioned","office_pc_density","office_weekly_operating_hours","office_workers_density","other_space_type_name","other_gross_floor_area_sq","other_number_of_pcs","other_weekly_operating_hours","other_workers_on_main_shift","parking_enclosed_floor_area","parking_gross_floor_area","parking_non_enclosed_floor","parking_open_floor_area_w","parking_weekly_hours_of_access","residence_halls_dormitories","residence_halls_dormitories_1","residence_halls_dormitories_2","residence_halls_dormitories_3","residence_halls_dormitories_4","retail_gross_floor_area_sq","retail_cash_register_density","retail_exterior_entrance","retail_workers_density","retail_weekly_operating_hours","retail_walk_in_refrig_density","retail_percent_cooled","retail_pc_density","retail_open_closed_refrig","retail_number_of_walk_in","retail_number_of_open_or","senior_care_facility_average","senior_care_facility_gross","senior_care_facility_number","senior_care_facility_number_1","senior_care_facility_number_2","senior_care_facility_number_3","senior_care_facility_number_4","senior_care_facility_percent","senior_care_facility_total","senior_care_facility_total_1","senior_care_facility_workers","supermarkets_grocery_gross","supermarkets_grocery_number","supermarkets_grocery_number_1","supermarkets_grocery_number_2","supermarkets_grocery_percent","supermarkets_grocery_presence","supermarkets_grocery_walk","supermarkets_grocery_weekly","supermarkets_grocery_workers","swimming_pool_size","swimming_pool_indoor_outdoor","swimming_pool_months_in_use","warehouse_refrigerated_gross","warehouse_refrigerated_weekly","warehouse_refrigerated_workers","warehouse_unrefrigerated","warehouse_unrefrigerated_1","warehouse_unrefrigerated_2","warehouse_unrefrigerated_3","warehouse_unrefrigerated_4","warehouse_unrefrigerated_5","warehouse_unrefrigerated_6","current_data_center_source","current_site_pdu_input_energy","current_site_ups_output_energy","current_source_it_energy","national_average_pue","data_center_gross_floor_area","data_center_annual_it_energy","data_center_it_energy","indoor_water_use_kgal","indoor_water_use_per_sq_ft","outdoor_water_use_kgal","other_water_use_kgal","total_indoor_and_outdoor","water_use_alerts","release_date","borough","latitude","longitude","community_board","council_district","census_tract","nta"
"3099895","1001367505","Smyth Thom","12","1088224","85 West Broadway",,"New York","10007","NEW YORK","71407","2008","Hotel","2012-04-14T21:48:30.000","None","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available",,,"12","0",,"Using temporary values for Space Use attributes.<br>",,"614.19","614.19",,"2011-12-31T00:00:00.000","2200-01-01T00:00:00.000",,,,,,,"91.6","6542356.4","62.2","0","91.6","6538708.37","1916385.8",,,"3648.00",,,,,,,,,,"No",,,,"No",,,,,,,"47.2","305.9","21843700","305.9","207.8","47.2",,,,,,,,,,,,,,,"71407",,,,"100","1.40",,,"50.00","1","1.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012-04-24T11:44:30.000","MANHATTAN","40.715205","-74.009476","101","1","21","SoHo-TriBeCa-Civic Center-Little Italy"
"2658416","1001460023","100 - Duan","27","1-00146-0023","130 Duane Street",,"Tribeca","10013","NEW YORK","17778","2007","Hotel","2012-04-25T12:01:30.000","None","Whole Facility Energy Consumption","Not Eligible: Rating must be 75 or above","No Status Available",,,"12","0",,,"44.72","171.24","215.96",,"2012-02-29T00:00:00.000","2012-02-29T00:00:00.000",,,,,,,"149.9","2664525","122.3","0","149.9","1823905","534556","840619.97","8406.2",,,,,,,,,,,"No",,,"No",,,,,,,,"22.6","392.2","6971971.8","392.2","320.0","22.6",,,,,,,,,,,,,,,"17778","0","0","80.00","45","2.53","No laundry facility","0","100.00","1","1.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134459.2","7563.24",,,"134459.2",,"2012-05-01T17:06:20.000","MANHATTAN","40.716114","-74.00737","101","1","33","SoHo-TriBeCa-Civic Center-Little Italy"
"2769794","1001370005","Warren St.","0","1001488","80 Warren St; 76 Warren St.",,"New York City","10007","NEW YORK","70000","1915","Multifamily Housing","2012-03-26T15:45:54.000","Bright Power","Whole Facility Energy Consumption","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0",,"""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>","248.25","127.09","375.35",,"2011-12-31T00:00:00.000","2012-02-29T00:00:00.000",,,,,,,"70.5","4937992.5",,"0","70.1","1353680.23","396741","757863.64","7578.6",,"2826448.59",,,,,,,,,"No",,,"No",,"No",,,,,,,"116.7","8169488.3","115.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69000","33.00","4.00","15.00","0.00","6","33","100.00","15.00","99.00","Fuel Oil (No. 2)","No specific resident population","1000","100.00","1.00","40","5.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"183.0","2.61",,,"183.0",,"2012-07-31T11:11:05.000","MANHATTAN","40.715243","-74.010313","101","1","21","SoHo-TriBeCa-Civic Center-Little Italy"
"2654628","1001377502","Milstein - 295 Greenwich Street","0","1066187","295 Greenwich Street",,"New York","10280","NEW YORK","125200","1986","Multifamily Housing","2012-03-27T20:21:48.000","None","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0",,"""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Using default values for Space Use attributes.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>","394.33","429.01","823.34",,"2011-12-31T00:00:00.000","2200-01-01T00:00:00.000",,,,,,,"79.3","9929561.4",,"0","79","4569451","1339229.5",,,,"5360110.44",,,,,,,,,"No",,,,,"No",,,,,,,"165.1","20675677.9","164.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116600","131.00","1.00","24.00","0.00","11","131","0.00","10.00","108.00","Natural Gas","No specific resident population",,,,,,,,,,,,,,,,,,,,,"8600","0.30","1","1.00","65","0.00","100.00","0.20","0.00","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012-04-30T08:06:30.000","MANHATTAN","40.716009","-74.011017","101","1","21","SoHo-TriBeCa-Civic Center-Little Italy"
"2750687","1001400005","121 Reade","0","1085521","121 Reade Street",,"New York","10013","NEW YORK","122968","1997","Multifamily Housing","2012-04-24T15:27:58.000","None","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0",,"""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>Less than One Full Year of Space Attribute Data","363.76","352.96","716.72",,"2011-12-31T00:00:00.000","2200-01-01T00:00:00.000",,,,,,,"77.7","9560077.5",,"0","77.1","3759404.72","1101818.5","3092309.64","30923.1",,,"2708363.10",,,,,,,,"No",,,"No",,,"No",,,,,,"150.7","18529506.7","148.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"118968","123.00","8.00","0.00","0.00","11","123","70.00","8.00","214.00","Fuel Oil (No. 4)","No specific resident population",,,,,,"Retail (Misc)","4000","2","75","6","7600","7600","0","0","168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012-04-27T15:22:21.000","MANHATTAN","40.716292","-74.009455","101","1","21","SoHo-TriBeCa-Civic Center-Little Italy"
"2779406","1001407501","DEPM 1242","0","1066317","303 Greenwich Street / 147-149 Reade Street","165 Chambers Street","New York","10007","NEW YORK","98573","1890","Multifamily Housing","2012-04-26T03:18:58.000","Aurora Energy Advisors LLC","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0",,"""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Using default values for Space Use attributes.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>",,"568.09","568.09",,"2011-12-31T00:00:00.000","2200-01-01T00:00:00.000",,,,,,,"67.1","6618377.3",,"0","70.4","3050645.65","894093.1",,,"3567731.70",,,,,,,,,,"No",,,,"No",,,,,,,,"147.2","14506111.8","150.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83573","68.00","6.00","18.00","0.00","17","68","0.00","16.00","115.00","District Steam","No specific resident population",,,,,,,,,,,,,,,,,,,,,"15000","0.30","1","1.00","65","0.00","100.00","0.20","0.00","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012-04-30T08:06:30.000",,,,,,,
"2810291","1001407502","(7122) - Reade House Condo","0","1075706","311 Greenwich St",,"New York","10013","NEW YORK","66167","1988","Multifamily Housing","2012-04-26T14:00:07.000","FS Energy","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0",,"""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Using default values for Space Use attributes.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>","2433.05","178.54","2611.58",,"2011-12-31T00:00:00.000","2200-01-01T00:00:00.000",,,,,,,"719.9","47635501.3",,"0","754.6","1901596.31","557326","45733905.00","457339.1",,,,,,,,,,,"No",,,"No",,,,,,,,,"819.7","54234730.2","854.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57567","0.00","4.00","8.00","0.00","11","65","20.00","10.00","67.00","Natural Gas","No specific resident population",,,,,,,,,,,,,,,,,,,,,"8600","0.30","1","1.00","65","0.00","100.00","0.20","0.00","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012-05-01T18:03:21.000","MANHATTAN","40.716745","-74.010862","101","1","21","SoHo-TriBeCa-Civic Center-Little Italy"
"3128646","1001407503","(7138) - Artisan Lofts","0","1084396","143 Reade St",,"New York","10013","NEW YORK","57453","1930","Multifamily Housing","2012-04-30T13:43:39.000","FS Energy","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0","Data > 120 days old<br>","""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>Less than One Full Year of Space Attribute Data","70.96","407.16","478.12",,"2011-12-31T00:00:00.000","2200-01-01T00:00:00.000",,,,,,,"98.7","5670572.5",,"0","99.4","4336672.47","1271006","1333900.00","13339.0",,,,,,,,,,,"No",,,"No",,,,,,,,,"276.4","15881079.4","277.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57453","38.00","0.00","38.00","0.00","17","38","100.00","10.00","72.00","Natural Gas","No specific resident population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012-05-01T18:03:21.000","MANHATTAN","40.716437","-74.009776","101","1","21","SoHo-TriBeCa-Civic Center-Little Italy"
"2658799","1001417504","166 Duane St","0","1001531","166 Duane St",,"New York","10013","NEW YORK","124311","1997","Multifamily Housing","2012-04-28T12:16:13.000","Greenwich Energy Solutions","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0","Data > 120 days old<br>","""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>","261.18","297.4","558.58",,"2011-12-31T00:00:00.000","2200-01-01T00:00:00.000",,,,,,,"65","8077066.7",,"0","64.2","3167582.31","928365.3","4909484.38","49094.8",,,,,,,,,,,"No",,,"No",,,,,,,,,"126.5","15719955.1","124",,,"7000","100.00","2.14","65","2.29","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107311","30.00","0.00","30.00","0.00","13","30","100.00","13.00","89.00","Natural Gas","No specific resident population","5000","100.00","2.20","65","2.40","Restaurant/Cafeteria","5000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012-04-29T12:11:18.000","MANHATTAN","40.717036","-74.009354","101","1","39","SoHo-TriBeCa-Civic Center-Little Italy"
"2665405","1001420025","Stellar -","0","1083157;1083235;1083237;1083240;1083241;1083243;1083705;1808800;1086183;1083239;1086184","310 Greenwich Street / 40 Harrison Street","308 Greenwich Street","New York","10013","NEW YORK","1112900","1975","Multifamily Housing","2012-03-15T09:47:20.000","None","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0",,"""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Using default values for Space Use attributes.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>","6408.72","1755.92","8164.64",,"2011-12-31T00:00:00.000","2200-01-01T00:00:00.000",,,,,,,"123.7","137636291.7",,"0","128.7","18702338.68","5481341.9","115803775.00","1158037.8",,,,"3130178.05",,,,,,,"No",,,"No",,,,"No",,,,,"167.9","186873843.5","172.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1039841","0.00","1.00","0.00","0.00","39","423","0.00","6.00","526.00","Natural Gas","No specific resident population",,,,,,,,,,,"233000","233000","0","0","112",,,,,,"73059","0.30","1","1.00","65","0.00","100.00","0.20","0.00","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012-04-30T08:06:30.000",,,,,,,
"2721694","1001480010","71 Thomas","81","1001621","71 Thomas Street",,"New York","10013","NEW YORK","102304","1915","Office","2012-04-04T15:00:03.000","Bay City Metering","No Selection Made","Eligible","No Status Available",,,"81","0",,,,"444.59","444.59",,"2011-12-31T00:00:00.000","2200-01-01T00:00:00.000",,,,,,,"46.3","4735556","68.9","0","46.3","4733987.66","1387452.4",,,"1568.37",,,,,,,,,,"No",,,,"No",,,,,,,"-32.8","154.6","15813416.5","154.6","230.0","-32.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102304","100.00","2.30","40","2.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012-04-23T14:48:18.000","MANHATTAN","40.716965","-74.00759","101","1","33","SoHo-TriBeCa-Civic Center-Little Italy"
"2815137","1001420100","Manhattan","0",,"101 Murray St",,"New York","10007","NEW YORK","143091","1985","College/University (Campus-Level)","2012-04-30T23:44:15.000","Great Forest Inc","Whole Facility Energy Consumption","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0","Data > 120 days old<br>","""Other"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>","616.04","700.14","1316.19",,"2011-12-31T00:00:00.000","2200-01-01T00:00:00.000",,,,,,,"132.1","18907923.8","104.0","0","131.5","7457267.2","2185600","11113500.00","111135.0",,"337156.61",,,,,,,,,"No",,,"No",,"No",,,,,,"27.1","257.8","36883635.1","256.4","244.0","5.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","113971",,,,,,,,,"29120","100.00","0.00","0.00","188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012-05-01T09:26:57.000","MANHATTAN","40.715068","-74.012243","101","1","21","SoHo-TriBeCa-Civic Center-Little Italy"
"3128884","1001427501","270 Greenw","0","1087715","270 Greenwich Street",,"New York","10007","NEW YORK","773597","2006","Multifamily Housing","2012-04-30T21:51:30.000","SourceOne","Whole Facility Energy Consumption","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0","Data > 120 days old<br>","""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>","2213.80","4478.72","6692.52",,"2011-12-31T00:00:00.000","2011-12-31T00:00:00.000",,,,,,,"115.5","89315714.9",,"0","115.6","47703060.33","13980967.3","41612654.55","416126.5",,,,,,,,,,,"No",,,"No",,,,,,,,,"262.3","202896670.8","262.7",,,"4828","100.00","1.24","54","1.24","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"618587",,,,"0.00",,,"100.00",,,,,,,,,,,,,,,"56914","56914","0","0","168",,,,,,"90182","0.26","0","0.72","80","0.00","100.00","0.67","0.07","0","6",,,,,,,,,,,,"60000","15","30","15","80.00","1.00","0.25","112","1.25",,,,,,,,,,,,,,,,,,,,,,"0.0","0.00",,,"0.0","There is no water use for the time period specified.","2012-05-01T14:50:28.000","MANHATTAN","40.71532","-74.011229","101","1","21","SoHo-TriBeCa-Civic Center-Little Italy"
"2658975","1001427502","200 Chambe","0","1087716","200 Chambers St",,"New York","10007","NEW YORK","445312","2007","Multifamily Housing","2012-05-03T12:17:25.000","Greenwich Energy Solutions","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0","Data > 120 days old<br>","""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>","472.32","1822.65","2294.98",,"2011-12-31T00:00:00.000","2200-01-01T00:00:00.000",,,,,,,"62.9","28025873.5",,"0","63.9","19413135.46","5689664.6","7919146.88","79191.5",,"693591.19",,,,,,,,,"No",,,"No",,"No",,,,,,,"165.8","73831746.3","166.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9510","0.00","0.00","1.79","100","0.00","1","5796","13","100.00","65","387303","258.00","12.00","192.00","0.00","32","258",,"24.00","448.00","Fuel Oil (No. 2)","No specific resident population",,,,,,"Other","42703",,,,"28674","28674","0","0","168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Short Course (25 yards x 20 yards), Recreational (20 yards x 15 yards)","Indoor","0",,,,,,,,,,,,,,,,,,,,,,,,,"2012-05-16T11:08:50.000","MANHATTAN","40.716863","-74.012207","101","1","21","SoHo-TriBeCa-Civic Center-Little Italy"
"2637905","1001430001","165 Duane St.","0","1001543","165 Duane Street",,"New York","10013","NEW YORK","77630","1910","Multifamily Housing","2012-04-25T15:43:51.000","None","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0",,"""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>","142.16","207.06","349.22",,"2011-12-31T00:00:00.000","2011-12-31T00:00:00.000",,,,,,,"62.8","4877520",,"0","62.7","2205418.71","646371.3","2672101.25","26721.0",,,,,,,,,,,"No",,,"No",,,,,,,,,"130.9","10163788.5","129.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69830","36.00","0.00","36.00","0.00","10","36","100.00","10.00","75.00","Natural Gas","No specific resident population","7800","100.00","1.28","70","1.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012-04-27T17:22:39.000","MANHATTAN","40.717283","-74.009145","101","1","39","SoHo-TriBeCa-Civic Center-Little Italy"
"2740671","1001430004","(7070) - Tribeca Owners Corp","0","1001544","55 Hudson St",,"New York","10013","NEW YORK","103750","1900","Multifamily Housing","2012-04-25T17:25:00.000","FS Energy","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0",,"""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Using default values for Space Use attributes.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>","187.53","212.92","400.45",,"2011-12-31T00:00:00.000","2200-01-01T00:00:00.000",,,,,,,"55.8","5792829.7",,"0","57.5","2267813.81","664658.2","3525015.84","35250.2",,,,,,,,,,,"No",,,"No",,,,,,,,,"108.6","11265189.7","109.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97750","0.00","0.00","32.00","0.00","10","32","0.00","10.00","65.00","Natural Gas","No specific resident population",,,,,,,,,,,,,,,,,,,,,"6000","0.30","1","1.00","65","0.00","100.00","0.20","0.00","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012-05-01T18:03:21.000","MANHATTAN","40.717648","-74.009004","101","1","39","SoHo-TriBeCa-Civic Center-Little Italy"
"2638799","1001430021","335 Greenwich St.","0","1001553","335 Greenwich Street",,"New York","10013","NEW YORK","55800","1929","Multifamily Housing","2012-04-26T11:11:43.000","None","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0",,"""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>Less than One Full Year of Space Attribute Data","320.25","93.38","413.63",,"2011-12-31T00:00:00.000","2011-12-31T00:00:00.000",,,,,,,"96.2","5368753.1",,"0","96.2","994564.52","291490.2","76031.25","760.3",,,"4298157.29",,,,,,,,"No",,,"No",,,"No",,,,,,"138.8","7742589.1","138.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51508","24.00","5.00","20.00","0.00","13","27","100.00","6.00","50.00","Fuel Oil (No. 4)","No specific resident population",,,,,,"Other","4292","6","40","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012-04-27T17:22:39.000","MANHATTAN","40.717939","-74.010559","101","1","39","SoHo-TriBeCa-Civic Center-Little Italy"
"2714836","1001440001","16 Hudson","0","1077399","16 Hudson St",,"New York","10013","NEW YORK","94332","1915","Multifamily Housing","2012-04-25T18:40:07.000","Ecological","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0",,"""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>Less than One Full Year of Space Attribute Data","298.11","220.11","518.21",,"2011-12-31T00:00:00.000","2200-01-01T00:00:00.000",,,,,,,"68.6","6472420.9",,"0","67.9","2344365.41","687094.2","274094.73","2740.9",,,"3853960.74",,,,,,,,"No",,,"No",,,"No",,,,,,"127.3","12009658","125.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94332","25.00","0.00","0.00","0.00","6","25","100.00","8.00","78.00","Fuel Oil (No. 4)","No specific resident population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012-05-01T08:58:53.000","MANHATTAN","40.716536","-74.009152","101","1","33","SoHo-TriBeCa-Civic Center-Little Italy"
"3117369","1001440040","60 Hudson","1","1001572","60 Hudson",,"New York","10013","NEW YORK","802000","1930","Office","2012-04-25T11:07:20.000","None","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available",,,"1","0",,"Using default values for Space Use attributes.<br>","1347.00","29228.03","30575.03",,"2011-12-31T00:00:00.000","2200-01-01T00:00:00.000",,,,,,,"409.4","328315548.8","85.2","0","405.8","311309018.9","91239454.5","5954.55","59.5",,,,"17000575.31",,,,,,,"No",,,"No",,,,"No",,,,"380.4","1317.9","1056948939","1306.1","274.3","380.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"802000","100.00","2.20","65","2.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012-05-01T09:10:37.000",,,,,,,
"2614608","1001440040","Western Un","0","Building Identification Number (BIN): 1001572","60 Hudson Street",,"New York","10013","NEW YORK","1074536","1930","Data Center","2012-03-09T10:43:33.000","Spruce Juice City","Whole Facility Energy Consumption","Not Eligible: Rating must be 75 or above","No Status Available",,,"0","0",,"Computer Data Centers must be <= 10% of Total Floor Space<br>Weekly operating hours is much lower than normal for Vacant Space.<br>","1246.25","29297.09","30543.34",,"2012-01-31T00:00:00.000","2200-01-01T00:00:00.000",,,,,,,"305","327779882.4",,"0","305","312044576.3","91455034.1","7883.52","78.8",,,,"15727422.54",,,,,,,"No",,,"No",,,,"No",,,,,"984.7","1058121836","984.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"306938","25.00","0.00","0","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.82","767598","0","IT Energy is not currently metered at this facility - Apply estimates.",,,,,,,"2012-03-27T09:06:34.000","MANHATTAN","40.717876","-74.008939","101","1","33","SoHo-TriBeCa-Civic Center-Little Italy"
