"borough","boro","block","lot","bbl","hnum_lo","hnum_hi","str_name","crfn","grantee","deed_date","price","cap_rate","borough_cap_rate","yearqtr","postcode","latitude","longitude","community_board","council_district","census_tract","bin","nta","geocoded_column"
"BX","2","2532","15","2025320015","1344","1344","UNIVERSITY AVENUE","2021000363180","1344 UNIVERSITY LLC","2021-08-05T00:00:00.000","10000","33.3901","0.0464","2021Q3","10452","40.841382","-73.926717","204","16","201","2003533","Highbridge","(40.841382, -73.926717)"
"QN","4","15744","7","4157440007","29-32","29-32","BEACH CHANNEL DRIVE","2018000281340","2932 BCD LLC*BEACH CHANNEL OWNER LLC","2018-08-15T00:00:00.000","19100000","0.0304","0.0325","2018Q3","11691","40.599573","-73.764215","414","31","992","4300850","Hammels-Arverne-Edgemere","(40.599573, -73.764215)"
"BX","2","3040","3","2030400003","4648","4648","PARK AVENUE","2021000103360","ATLANTIC LAND PARK AVENUE, LLC","2021-02-03T00:00:00.000","18418","28.7720","0.0480","2021Q1","10458","40.858027","-73.892974","206","15","385","2114972","Claremont-Bathgate","(40.858027, -73.892974)"
"MN","1","1546","41","1015460041","324","326","EAST 84 STREET","2022000068821","324 REALTY EQUITIES LLC","2022-01-31T00:00:00.000","152737.5","3.8618","0.0502","2022Q1","10028","40.776236","-73.95195","108","5","138","1049940","Yorkville","(40.776236, -73.95195)"
"QN","4","3173","22","4031730022","102-02","102-02","QUEENS BOULEVARD","2019000075643","102 QUEENS BLVD LLC","2019-03-01T00:00:00.000","8200000","0.0572","0.0323","2019Q1","11375","40.725979","-73.851547","406","29","71305","4075221","Forest Hills","(40.725979, -73.851547)"
"MN","1","617","45","1006170045","220","222","WEST 13 STREET","2020000040095","220 W 13 STREET LLC","2020-01-16T00:00:00.000","9900000","0.0560","0.0560","2020Q1","10011","40.738105","-74.000772","102","3","77","1011093","West Village","(40.738105, -74.000772)"
"MN","1","238","40","1002380040","173","175","HESTER STREET","2018000328198","LEE PAN REALTY CORP.*MJ GROUP HOLDINGS LLC","2018-09-14T00:00:00.000","22600000","0.0264","0.0333","2018Q3","10013","40.71781","-73.996908","102","1","41","1003114","SoHo-TriBeCa-Civic Center-Little Italy","(40.71781, -73.996908)"
"BK","3","4038","15","3040380015","816","816","BELMONT AVENUE","2018000277947","BELMONT LIVING LLC","2018-08-14T00:00:00.000","1875000","0.0558","0.0354","2018Q3","11208","40.672996","-73.879427","305","42","1194","3089610","East New York","(40.672996, -73.879427)"
"BK","3","6447","18","3064470018","195","195","BAY 29 STREET","2021000014323","F & A BAY 29 LLC","2020-12-09T00:00:00.000","1950000","0.0638","0.0624","2020Q4","11214","40.598442","-73.9987","311","47","292","3168974","Bath Beach","(40.598442, -73.9987)"
"BX","2","4251","1","2042510001","2955","2955","EAST 196 STREET","2021000212303","2955 MANAGEMENT LLC","2021-05-24T00:00:00.000","5875000","0.0595","0.0484","2021Q2","10461","40.854202","-73.829612","210","13","300","2047806","Pelham Bay-Country Club-City Island","(40.854202, -73.829612)"
"BX","2","3198","44","2031980044","2323","2323","DAVIDSON AVENUE","2022000040551","2323 DAVIDSON BRONX REALTY LLC","2022-01-14T00:00:00.000","4682755","0.0196","0.0423","2022Q1","10468","40.859706","-73.904265","207","14","253","2014262","Kingsbridge Heights","(40.859706, -73.904265)"
"QN","4","8884","23","4088840023","94-45","94-45","86 ROAD","2020000186040","TULSI PROPERTIES, LLC","2020-06-04T00:00:00.000","4500000","0.0626","0.0547","2020Q2","11421","40.69508","-73.85034","409","32","22","4182475","Woodhaven","(40.69508, -73.85034)"
"MN","1","401","15","1004010015","510","512","EAST 6 STREET","2019000001142","510 EAST 6TH STREET LLC","2018-12-12T00:00:00.000","7000000","0.0290","0.0325","2018Q4","10009","40.725247","-73.983451","103","2","32","1005048","East Village","(40.725247, -73.983451)"
"BK","3","1993","3","3019930003","1071","1073","FULTON STREET","2021000425204","1079 FULTON STREET GROUP LLC","2021-10-14T00:00:00.000","10250000","0.0462","0.0436","2021Q4","11238","40.681835","-73.958991","302","35","227","3391323","Clinton Hill","(40.681835, -73.958991)"
"BX","2","3819","59","2038190059","2255","2255","HAVILAND AVENUE","2019000186051","2255 HAVILAND HOLDINGS LLC","2019-04-01T00:00:00.000","2450000","0.0356","0.0369","2019Q2","10462","40.830726","-73.84899","209","18","92","2026765","Westchester-Unionport","(40.830726, -73.84899)"
"BK","3","6531","6","3065310006","1014","1014","AVENUE J","2018000260835","1014 AVENUE J LLC","2018-08-01T00:00:00.000","16000000","0.0296","0.0354","2018Q3","11230","40.624675","-73.965918","312","44","456","3171268","Midwood","(40.624675, -73.965918)"
"BK","3","2443","23","3024430023","364","364","BEDFORD AVENUE","2021000295453","SOUTH 4 HOLDINGS LLC","2021-07-09T00:00:00.000","14959501","0.0311","0.0556","2021Q3","11249","40.711804","-73.963016","301","34","549","3063429","North Side-South Side","(40.711804, -73.963016)"
"MN","1","2165","65","1021650065","1469","1469","ST NICHOLAS AVENUE","2018000331599","1469 ST. NICHOLAS PARTNERS LLC","2018-09-27T00:00:00.000","6800000","0.0300","0.0333","2018Q3","10033","40.850806","-73.932659","112","10","271","1063958","Washington Heights North","(40.850806, -73.932659)"
"QN","4","15544","10","4155440010","2022-11-27T00:00:00.000","2022-11-27T00:00:00.000","NAMEOKE STREET","2021000002227","HF ROCKAWAY LLC","2020-12-14T00:00:00.000","5168000","0.0347","0.0545","2020Q4",,,,,,,,,
"MN","1","1901","23","1019010023","117","117","WEST 116 STREET","2018000415048","117 WEST 116TH OWNER, LLC","2018-12-10T00:00:00.000","6900000","0.0325","0.0325","2018Q4","10026","40.802357","-73.950451","110","9","218","1057404","Central Harlem South","(40.802357, -73.950451)"
"BK","3","1166","53","3011660053","750","750","WASHINGTON AVENUE","2019000005941","750 WASHINGTON PARTNERS LLC","2018-12-04T00:00:00.000","4375000","0.0232","0.0340","2018Q4","11238","40.675315","-73.963293","308","35","207","3029191","Prospect Heights","(40.675315, -73.963293)"
"MN","1","179","32","1001790032","176","186","WEST BROADWAY","2021000290185","EPIC LEONARD LP","2021-07-15T00:00:00.000","41000000","0.0797","0.0553","2021Q3","10013","40.717887","-74.00737","101","1","33","1002002","SoHo-TriBeCa-Civic Center-Little Italy","(40.717887, -74.00737)"
"QN","4","890","91","4008900091","23-06","23-06","21 STREET","2022000057987","AMORANI PARK VIEW LLC","2022-01-27T00:00:00.000","11600000","0.0339","0.0443","2022Q1","11105","40.778518","-73.91921","401","22","97","4020107","Steinway","(40.778518, -73.91921)"
"BK","3","5220","47","3052200047","650","650","EAST 21 STREET","2019000191734","650 EAST 21 HOLDING LLC","2019-06-04T00:00:00.000","4302778","0.0267","0.0333","2019Q2","11226","40.637864","-73.957649","314","40","51601","3120585","Flatbush","(40.637864, -73.957649)"
"QN","4","5046","37","4050460037","142-27","142-27","BARCLAY AVENUE","2018000184086","200 SUNRISE ASSOCIATES, LLC","2018-05-21T00:00:00.000","13300000","0.0294","0.0313","2018Q2","11355","40.758689","-73.824897","407","20","855","4114654","Flushing","(40.758689, -73.824897)"
"MN","1","448","35","1004480035","341","341","EAST 6 STREET","2021000194743","341 EAST 6TH STREET LLC","2021-05-12T00:00:00.000","1615000","0.0808","0.0556","2021Q2","10003","40.726971","-73.987499","103","2","38","1006290","East Village","(40.726971, -73.987499)"
"MN","1","2144","45","1021440045","1341","1349","ST NICHOLAS AVENUE","2019000184423","1341 REALTY GROUP LLC","2019-05-30T00:00:00.000","15210000","0.0213","0.0351","2019Q2","10033","40.846825","-73.935562","112","10","263","1063551","Washington Heights South","(40.846825, -73.935562)"
"BK","3","1412","57","3014120057","615","615","CROWN STREET","2022000055839","615 CROWN LLC","2022-01-12T00:00:00.000","3800000","0.0390","0.0431","2022Q1","11213","40.665602","-73.938026","309","35","333","3038029","Crown Heights South","(40.665602, -73.938026)"
"BK","3","4623","60","3046230060","87","91","EAST 53 STREET","2022000135154","EAST 53 ST REALTY LLC","2022-02-23T00:00:00.000","3800000","0.0465","0.0431","2022Q1","11203","40.658001","-73.928111","317","41","866","3100293","Rugby-Remsen Village","(40.658001, -73.928111)"
"MN","1","2111","84","1021110084","2153","2153","AMSTERDAM AVENUE","2018000381040","FORDWASH PARTNERS LLC*BENTON HEIGHTS LLC*HEIGHTS PARTNERS LLC","2018-11-02T00:00:00.000","4632000","0.0326","0.0325","2018Q4","10032","40.838951","-73.937572","112","10","249","1062662","Washington Heights South","(40.838951, -73.937572)"
"MN","1","353","60","1003530060","137","137","RIVINGTON STREET","2019000181317","137 RIVINGTON STREET LLC","2019-05-29T00:00:00.000","9250000","0.0134","0.0351","2019Q2","10002","40.71947","-73.986374","103","1","1402","1004304","Lower East Side","(40.71947, -73.986374)"
"BX","2","2511","68","2025110068","957","963","WOODYCREST AVENUE","2019000258464","ICER OF WOODYCREST AVE LLC","2019-07-12T00:00:00.000","9300000","0.0348","0.0393","2019Q3","10452","40.831527","-73.928863","204","8","189","2003187","Highbridge","(40.831527, -73.928863)"
"QN","4","1566","21","4015660021","41-40","41-40","DENMAN STREET","2018000219747","41-40 DENMAN STREET VENTURES, LLC","2018-06-21T00:00:00.000","36000000","0.0242","0.0313","2018Q2","11373","40.746138","-73.873719","404","25","467","4039157","Elmhurst","(40.746138, -73.873719)"
"BK","3","748","57","3007480057","545","545","46 STREET","2020000026242","545-553-557 46TH STREET LLC","2020-01-09T00:00:00.000","3500000","0.0390","0.0512","2020Q1","11220","40.646737","-74.006958","307","38","96","3011635","Sunset Park East","(40.646737, -74.006958)"
"MN","1","1128","61","1011280061","331","339","COLUMBUS AVENUE","2018000144280","ELLEN J. ZIMMERMAN TRUST U/A/D 3/16/95*ELLEN ZIMMERMAN, AS TRUSTEE*ET AL","2018-04-13T00:00:00.000","628247.81","3.0712","0.0335","2018Q2","10023","40.779721","-73.977093","107","6","161","1028789","Upper West Side","(40.779721, -73.977093)"
"BX","2","2463","46","2024630046","1197","1197","GRAND CONCOURSE","2018000343117","QC CONCOURSE LLC","2018-10-04T00:00:00.000","12575000","0.0285","0.0344","2018Q4","10452","40.834224","-73.918001","204","16","197","2002843","West Concourse","(40.834224, -73.918001)"
"MN","1","450","21","1004500021","334","334","EAST 9 STREET","2021000175494","EVP 334 EAST 9TH ST LLC","2021-04-23T00:00:00.000","8379598","0.0351","0.0556","2021Q2","10003","40.728783","-73.986315","103","2","38","1006372","East Village","(40.728783, -73.986315)"
"BX","2","2690","100","2026900100","851","851","EAST 163 STREET","2019000069537","PROSPECT AVE ESTATES LLC","2019-02-27T00:00:00.000","3732957.86","0.0431","0.0367","2019Q1","10459","40.822053","-73.900326","202","17","12901","2005206","Longwood","(40.822053, -73.900326)"
"BK","3","1664","57","3016640057","401","401","MACON STREET","2019000383846","401 MACON LIVING LLC","2019-11-07T00:00:00.000","4100000","0.0401","0.0454","2019Q4","11233","40.682676","-73.935836","303","36","275","3046384","Stuyvesant Heights","(40.682676, -73.935836)"
"BX","2","2839","83","2028390083","115","115","EAST 169 STREET","2021000482243","115 E 169 LLC","2021-11-18T00:00:00.000","5115000","0.0354","0.0440","2021Q4","10452","40.836982","-73.917376","204","16","22102","2008042","West Concourse","(40.836982, -73.917376)"
"BX","2","3324","111","2033240111","3424","3424","KNOX PLACE","2018000170068","KLINE PROPERTIES MANAGEMENT LLC","2018-04-24T00:00:00.000","1771889","0.0524","0.0367","2018Q2","10467","40.881853","-73.883573","207","11","421","2017702","Norwood","(40.881853, -73.883573)"
"MN","1","1564","37","1015640037","426","426","EAST 85 STREET","2020000302107","426 E 85 LLC","2020-10-20T00:00:00.000","3185000","0.0748","0.0612","2020Q4","10028","40.775773","-73.948893","108","5","14401","1050511","Yorkville","(40.775773, -73.948893)"
"QN","4","10361","50","4103610050","102-04","102-04","184 STREET","2019000180758","Q184 LLC","2019-05-23T00:00:00.000","4459459","0.0391","0.0394","2019Q2","11423","40.706979","-73.773393","412","27","404","4220679","St. Albans","(40.706979, -73.773393)"
"MN","1","1236","34","1012360034","590","590","AMSTERDAM AVENUE","2018000276262","GPG 590 LLC","2018-08-14T00:00:00.000","8600000","0.0174","0.0333","2018Q3","10024","40.789335","-73.973825","107","6","175","1033297","Upper West Side","(40.789335, -73.973825)"
"BX","2","3179","41","2031790041","2105","2105","WALTON AVENUE","2020000220709","2105 WALTON AVE. LLC","2020-07-28T00:00:00.000","7000000","0.0462","0.0466","2020Q3","10453","40.854495","-73.905534","205","14","241","2013963","Mount Hope","(40.854495, -73.905534)"
"QN","4","8925","47","4089250047","87-21","87-21","87 STREET","2018000428447","WEST64 LLC","2018-12-20T00:00:00.000","1237500","0.3127","0.0330","2018Q4","11421","40.692159","-73.85705","409","32","16","4184024","Woodhaven","(40.692159, -73.85705)"
"BK","3","171","49","3001710049","337","337","STATE STREET","2018000423456","BRENDA ROHLMAN, TRUSTEE*HAROLD PINE 2009 FAMILY TRUST*ET AL","2018-12-18T00:00:00.000","477345.43","1.7701","0.0340","2018Q4","11217","40.687993","-73.985479","302","33","41","3000545","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","(40.687993, -73.985479)"
"MN","1","1829","17","1018290017","243","243","WEST 113 STREET","2018000414894","241 WEST 113TH OWNER, LLC","2018-12-10T00:00:00.000","7500000","0.0357","0.0325","2018Q4","10026","40.801719","-73.95493","110","9","216","1055148","Central Harlem South","(40.801719, -73.95493)"
"BK","3","5863","14","3058630014","316","316","68 STREET","2020000181058","316 68TH STREET OWNERS LLC","2020-06-11T00:00:00.000","4580000","0.0262","0.0562","2020Q2","11220","40.636156","-74.025091","310","43","68","3145198","Bay Ridge","(40.636156, -74.025091)"
"MN","1","2067","36","1020670036","61","61","ST NICHOLAS PLACE","2022000006660","DANIELLE SUN AS CO-TRUSTEE*MAXWELL SUN AS CO-TRUSTEE*ET AL","2021-12-16T00:00:00.000","1624350","0.1507","0.0550","2021Q4","10031","40.828888","-73.941231","109","9","23501","1061625","Hamilton Heights","(40.828888, -73.941231)"
"BX","2","3281","50","2032810050","366","366","EAST MOSHOLU PARKWAY","2022000055831","366 E. MOSHOLU PKWY. LLC","2021-11-17T00:00:00.000","4880000","0.0377","0.0440","2021Q4",,,,,,,,,
"MN","1","769","47","1007690047","214","214","WEST 20 STREET","2019000339922","214 WEST 20TH STREET REALTY, LLC","2019-10-10T00:00:00.000","3200000","0.0605","0.0474","2019Q4","10011","40.742568","-73.997838","104","3","87","1013987","Hudson Yards-Chelsea-Flatiron-Union Square","(40.742568, -73.997838)"
"BX","2","2867","39","2028670039","1735","1735","DAVIDSON AVENUE","2021000358485","1735 DAVIDSON LLC","2021-08-24T00:00:00.000","2800000","0.0409","0.0464","2021Q3","10453","40.847996","-73.913303","205","14","217","2008498","University Heights-Morris Heights","(40.847996, -73.913303)"
"BX","2","3005","82","2030050082","1010","1010","EAST TREMONT AVENUE","2019000209138","EAST TREMONT AVENUE HOLDINGS II LLC","2019-06-28T00:00:00.000","4872000","0.0475","0.0369","2019Q2","10460","40.840516","-73.881224","206","17","359","2010895","East Tremont","(40.840516, -73.881224)"
"MN","1","2145","31","1021450031","660","660","WEST 178 STREET","2019000395002","SSPF REIT 1 LLC","2019-10-31T00:00:00.000","5208378","0.0701","0.0474","2019Q4","10033","40.848077","-73.936924","112","10","263","1063564","Washington Heights South","(40.848077, -73.936924)"
"BK","3","2317","5","3023170005","117","117","KENT AVENUE","2020000239895","111 KENT LLC","2020-08-14T00:00:00.000","45340000","0.0644","0.0643","2020Q3","11249","40.720398","-73.961623","301","33","557","3425620","North Side-South Side","(40.720398, -73.961623)"
"BX","2","2877","431","2028770431","1730","1730","POPHAM AVENUE","2021000235786","1730 POPHAM LLC","2021-06-09T00:00:00.000","5000000","0.0472","0.0484","2021Q2","10453","40.85052","-73.919734","205","14","20502","2008928","University Heights-Morris Heights","(40.85052, -73.919734)"
"BK","3","6767","74","3067670074","2031","2031","OCEAN AVENUE","2019000030363","MIDWOOD APARTMENTS LLC","2019-01-10T00:00:00.000","5200000","0.0270","0.0339","2019Q1","11230","40.612377","-73.953858","314","48","546","3182099","Midwood","(40.612377, -73.953858)"
"MN","1","1633","32","1016330032","175","175","EAST 105 STREET","2021000502838","VINCENT TODARO IRREVOCABLE FAMILY TRUST DATED 2021*VINCENT TODARO, AS TRU","2021-12-02T00:00:00.000","656062","0.1697","0.0550","2021Q4","10029","40.791206","-73.945883","111","8","172","1051997","East Harlem South","(40.791206, -73.945883)"
"MN","1","1428","21","1014280021","1403","1403","2 AVENUE","2019000211324","241E 73ST LLC","2019-06-25T00:00:00.000","17500000","0.0190","0.0351","2019Q2","10021","40.769632","-73.957768","108","4","126","1043993","Lenox Hill-Roosevelt Island","(40.769632, -73.957768)"
"BX","2","2835","16","2028350016","1515","1515","GRAND CONCOURSE","2020000072811","1515 REALTY LLC","2020-02-06T00:00:00.000","13757983","0.0404","0.0410","2020Q1","10452","40.841551","-73.912506","204","14","209","2008009","West Concourse","(40.841551, -73.912506)"
"QN","4","686","27","4006860027","40-09","40-09","25 AVENUE","2020000015824","40-09 25TH AVENUE LLC","2019-12-16T00:00:00.000","2350000","0.0609","0.0414","2019Q4","11103","40.767893","-73.911512","401","22","141","4011518","Astoria","(40.767893, -73.911512)"
"BX","2","3164","46","2031640046","2359","2367","GRAND CONCOURSE","2021000431590","B N HOLDING CORP.","2021-09-23T00:00:00.000","6500000","0.0318","0.0464","2021Q3","10468","40.858999","-73.899035","205","14","23703","2013785","Fordham South","(40.858999, -73.899035)"
"MN","1","1877","35","1018770035","932","932","AMSTERDAM AVENUE","2018000261850","AMSTERDAM 932 LLC","2018-07-25T00:00:00.000","6850000","0.0455","0.0333","2018Q3","10025","40.800271","-73.965846","107","7","191","1056618","Upper West Side","(40.800271, -73.965846)"
"MN","1","1450","12","1014500012","319","319","EAST 75 STREET","2020000229695","GT HOTEL ENTERPRISES LLC","2020-07-28T00:00:00.000","5250000","0.0659","0.0606","2020Q3","10021","40.770482","-73.956276","108","5","134","1045140","Lenox Hill-Roosevelt Island","(40.770482, -73.956276)"
"BX","2","3239","77","2032390077","2709","2709","HEATH AVENUE","2019000090586","VYSE HOLDING CORP.","2019-03-07T00:00:00.000","7230000","0.0329","0.0367","2019Q1","10463","40.871495","-73.905434","207","14","269","2015177","Kingsbridge Heights","(40.871495, -73.905434)"
"BK","3","709","58","3007090058","417","441","40 STREET","2020000185200","VM REALTY 8, LLC","2020-06-11T00:00:00.000","9000000","0.0650","0.0562","2020Q2","11232","40.651688","-74.006098","307","38","84","3010553","Sunset Park West","(40.651688, -74.006098)"
"BX","2","4158","34","2041580034","1649","1649","EDISON AVENUE","2018000313842","ALDOVI REALTY LLC","2018-09-13T00:00:00.000","4550000","0.0298","0.0343","2018Q3","10461","40.844438","-73.832825","210","13","26602","2045879","Pelham Bay-Country Club-City Island","(40.844438, -73.832825)"
"BX","2","2267","65","2022670065","537","537","EAST 139 STREET","2021000404109","537 E 139 LLC","2021-09-24T00:00:00.000","2825000","0.0464","0.0464","2021Q3","10454","40.807918","-73.917972","201","8","39","2000084","Mott Haven-Port Morris","(40.807918, -73.917972)"
"MN","1","1846","52","1018460052","306","308","WEST 112 STREET","2018000411551","306 WEST 112TH OWNER, LLC","2018-12-10T00:00:00.000","7400000","0.0355","0.0325","2018Q4","10026","40.801967","-73.957523","110","9","19702","1055772","Central Harlem South","(40.801967, -73.957523)"
"QN","4","1581","26","4015810026","46-10","46-10","88 STREET","2021000168796","86-50 DONGAN AVE LLC","2021-03-31T00:00:00.000","6200000","0.1335","0.0496","2021Q1","11373","40.741586","-73.877676","404","25","471","4000000","Elmhurst","(40.741586, -73.877676)"
"BX","2","3336","19","2033360019","136","136","EAST 208 STREET","2020000230748","829 BURKE AVE. CORP.","2020-08-05T00:00:00.000","4850000","0.0384","0.0466","2020Q3","10467","40.87795","-73.880249","207","11","419","2018043","Norwood","(40.87795, -73.880249)"
"MN","1","441","20","1004410020","426","430","EAST 14 STREET","2018000280383","MP 14TH STREET PROPERTY LLC","2018-08-14T00:00:00.000","28250000","0.0361","0.0333","2018Q3","10009","40.730876","-73.9814","103","2","34","1077676","East Village","(40.730876, -73.9814)"
"MN","1","1646","15","1016460015","223","223","EAST 96 STREET","2019000380609","96TH STREET LOFTS LLC","2019-11-08T00:00:00.000","7500000","0.0197","0.0474","2019Q4","10128","40.784754","-73.948272","111","5","15602","1052369","East Harlem South","(40.784754, -73.948272)"
"QN","4","9678","107","4096780107","90-39","90-39","148 STREET","2021000334707","JAMAICA 148 LLC","2021-08-18T00:00:00.000","2250000","0.0374","0.0433","2021Q3","11435","40.702324","-73.80703","412","24","240","4206812","Jamaica","(40.702324, -73.80703)"
"BX","2","2805","45","2028050045","124","124","EAST 177 STREET","2021000129003","V & S 177 LLC","2021-03-26T00:00:00.000","6350000","0.0455","0.0480","2021Q1","10453","40.849556","-73.907482","205","14","23301","2007627","Mount Hope","(40.849556, -73.907482)"
"BK","3","5162","52","3051620052","349","349","EAST 19 STREET","2019000394910","SSPF REIT 1 LLC","2019-10-31T00:00:00.000","4477192","0.0873","0.0454","2019Q4","11226","40.641897","-73.96067","314","40","514","3118805","Flatbush","(40.641897, -73.96067)"
"BK","3","5736","65","3057360065","969","969","64 STREET","2018000150319","969 GROUP REALTY, LLC","2018-04-30T00:00:00.000","4000000","0.0227","0.0367","2018Q2","11219","40.630957","-74.008117","310","38","212","3141715","Dyker Heights","(40.630957, -74.008117)"
"MN","1","2156","66","1021560066","421","425","AUDUBON AVENUE","2018000342446","421 AUDUBON PARTNERS LLC","2018-10-03T00:00:00.000","7400000","0.0334","0.0325","2018Q4","10033","40.851938","-73.929983","112","10","269","1063739","Washington Heights North","(40.851938, -73.929983)"
"BX","2","3089","26","2030890026","2350","2350","CAMBRELENG AVENUE","2018000413603","2350 CAMB LLC","2018-12-06T00:00:00.000","10300000","0.0402","0.0344","2018Q4","10458","40.853903","-73.885545","206","15","391","2012518","Belmont","(40.853903, -73.885545)"
"BX","2","4578","14","2045780014","3034","3034","HONE AVENUE","2021000480188","3034 HONE AVE, LLC","2021-11-17T00:00:00.000","1750000","0.0408","0.0440","2021Q4","10469","40.870217","-73.857575","212","12","344","2055898","Allerton-Pelham Gardens","(40.870217, -73.857575)"
"MN","1","2157","56","1021570056","400","400","AUDUBON AVENUE","2022000120346","DY 551 WEST 185 LLC","2022-03-04T00:00:00.000","2476697","0.0748","0.0502","2022Q1","10033","40.851216","-73.930537","112","10","269","1063783","Washington Heights North","(40.851216, -73.930537)"
"BX","2","4130","39","2041300039","1802","1802","LURTING AVENUE","2020000245171","LURTING LLC","2020-08-10T00:00:00.000","4440000","0.0231","0.0466","2020Q3","10461","40.849512","-73.854095","211","13","254","2045595","Van Nest-Morris Park-Westchester Square","(40.849512, -73.854095)"
"BK","3","5160","1","3051600001","1710","1710","CORTELYOU ROAD","2021000446178","FRED & IVAN LEIST SPECIAL K, LLC","2021-10-29T00:00:00.000","10529200","0.0873","0.0436","2021Q4","11226","40.6421","-73.962446","314","40","514","3118770","Flatbush","(40.6421, -73.962446)"
"BK","3","1841","80","3018410080","301","301","HALSEY STREET","2021000216638","301 HALSEY LLC","2021-05-13T00:00:00.000","2110000","0.0706","0.0628","2021Q2","11216","40.682892","-73.940487","303","36","275","3338722","Stuyvesant Heights","(40.682892, -73.940487)"
"MN","1","589","11","1005890011","32","32","CORNELIA STREET","2022000103090","32 CORNELIA ST LLC","2022-03-03T00:00:00.000","8525000","0.0285","0.0502","2022Q1","10014","40.73138","-74.002241","102","3","67","1076926","West Village","(40.73138, -74.002241)"
"BK","3","1314","50","3013140050","215","215","STERLING STREET","2020000366764","215 STERLING, LLC","2020-12-15T00:00:00.000","6100000","0.0534","0.0624","2020Q4","11225","40.662919","-73.954332","309","40","327","3034764","Prospect Lefferts Gardens-Wingate","(40.662919, -73.954332)"
"BK","3","1368","51","3013680051","196","198","BUFFALO AVENUE","2018000305514","BASMANOV, BOZHENA","2018-09-07T00:00:00.000","1850000","0.0456","0.0354","2018Q3","11213","40.672478","-73.925215","308","36","347","3036312","Crown Heights North","(40.672478, -73.925215)"
"MN","1","1060","27","1010600027","407","407","WEST 50 STREET","2018000420700","KING ENTERPRISES LTD.","2018-12-13T00:00:00.000","6175000","0.0458","0.0325","2018Q4","10019","40.763724","-73.989488","104","3","133","1026681","Clinton","(40.763724, -73.989488)"
"MN","1","2072","6","1020720006","563","563","WEST 140 STREET","2018000250904","561 WEST 140TH RESIDENCES, LLC","2018-07-24T00:00:00.000","7425000","0.0309","0.0333","2018Q3","10031","40.822896","-73.951859","109","7","225","1061759","Hamilton Heights","(40.822896, -73.951859)"
"BX","2","5904","267","2059040267","600","600","WEST 239 STREET","2019000071705","BALLARD HOLDINGS LLC","2019-02-28T00:00:00.000","4210808","0.1943","0.0367","2019Q1","10463","40.889576","-73.910927","208","11","30701","2085785","North Riverdale-Fieldston-Riverdale","(40.889576, -73.910927)"
"BK","3","5122","37","3051220037","1815","1815","BEVERLEY ROAD","2019000253523","PRC 1815 BEVERLEY LLC","2019-07-31T00:00:00.000","5900000","0.0323","0.0329","2019Q3","11226","40.644653","-73.961926","314","40","512","3117600","Flatbush","(40.644653, -73.961926)"
"QN","4","685","5","4006850005","41-07","41-07","28 AVENUE","2022000029035","DRIVEN 28TH AVENUE LLC","2021-12-13T00:00:00.000","5700000","0.0402","0.0432","2021Q4","11103","40.765039","-73.912743","401","22","143","4011437","Astoria","(40.765039, -73.912743)"
"BK","3","5039","65","3050390065","315","315","FENIMORE STREET","2021000422686","315 FENIMORE LLC","2021-10-04T00:00:00.000","2150000","0.0479","0.0436","2021Q4","11225","40.658604","-73.951977","309","40","802","3115482","Prospect Lefferts Gardens-Wingate","(40.658604, -73.951977)"
"MN","1","1060","35","1010600035","753","753","9 AVENUE","2021000095253","753 9TH AVE OWNER LLC","2021-03-01T00:00:00.000","6372575","0.0830","0.0588","2021Q1","10019","40.76391","-73.988654","104","3","133","1026689","Clinton","(40.76391, -73.988654)"
"BK","3","5163","33","3051630033","2015","2015","DORCHESTER ROAD","2019000394909","SSPF REIT 1 LLC","2019-10-31T00:00:00.000","9740321","0.0753","0.0454","2019Q4","11226","40.641594","-73.959139","314","40","51602","3118822","Flatbush","(40.641594, -73.959139)"
"BX","2","3331","55","2033310055","3091","3091","WEBSTER AVENUE","2022000146656","TINTON MANAGEMENT LLC","2022-03-21T00:00:00.000","3250000","0.0732","0.0423","2022Q1","10467","40.870753","-73.8775","207","11","425","2017899","Norwood","(40.870753, -73.8775)"
"BX","2","3286","51","2032860051","2565","2565","MARION AVENUE","2018000312845","MARION HEIGHTS ASSOCIATES, LLC","2018-08-31T00:00:00.000","6288000","0.0287","0.0343","2018Q3","10458","40.862931","-73.892217","207","15","39901","2016602","Bedford Park-Fordham North","(40.862931, -73.892217)"
"BX","2","3714","46","2037140046","1045","1045","BOYNTON AVENUE","2019000164150","1045 BOYNTON AVE LLC","2019-05-10T00:00:00.000","1514080","0.0726","0.0369","2019Q2","10472","40.824954","-73.877382","209","18","5001","2023478","Soundview-Bruckner","(40.824954, -73.877382)"
"MN","1","2156","22","1021560022","2502","2504","AMSTERDAM AVENUE","2022000120334","DY 501 WEST 184 LLC","2022-03-04T00:00:00.000","8462364","0.0369","0.0502","2022Q1","10033","40.850011","-73.929577","112","10","269","1063721","Washington Heights North","(40.850011, -73.929577)"
"BK","3","1386","54","3013860054","1519","1525","LINCOLN PLACE","2021000265114","1519 LINCOLN HOLDINGS LLC","2021-06-30T00:00:00.000","3240000","0.0563","0.0628","2021Q2","11213","40.669495","-73.926426","308","36","357","3037184","Crown Heights North","(40.669495, -73.926426)"
