"objectid","inspectiontype","inspectionstatus","inspectiontpcondition","inspectiontpstructure","treepointdbh","swtreeconditionrating","swlocationrating","swclearancerating","swdamagerating","swdamagedflagstonesrating","swratingtotal","treepointglobalid","plantingspaceglobalid","servicerequestglobalid","geometry","globalid","inspectiondate","closeddate","createddate","updateddate","parentinspectionglobalid","reinspectiondate","swtotaltrees","location"
"67638","Level 1","Closed","Fair","Full","10",,,,,,,"55904A02-F199-4FFE-9769-3BB71C6464FC",,"B35C25A1-47E4-48F8-A2A6-9759DEF9DCFA",,"D7CADF5E-3A2C-42CB-BD34-5AF72980ED89","2015-03-04T05:00:00.000","2015-03-04T05:00:00.000","2015-03-04T05:00:00.000","2016-10-27T14:30:24.000",,,,
"68037","Level 1","Closed","Unknown","Shaft","10",,,,,,,"182F6647-D9C1-4A45-ADA0-9ADEFD1ECC60",,,,"58C00AC1-815C-4EA1-8DEA-868B19060C72","2015-03-03T05:00:00.000","2015-03-04T05:00:00.000","2015-03-04T05:00:00.000","2016-10-06T16:09:10.000",,,,
"68038","Level 1","Closed","Good","Full","7",,,,,,,"D2CBE038-AFF7-45D5-BEE0-E11A9884447B",,,,"C1E10F71-42DD-41A8-94E5-FDEB2DF5F4B0",,"2015-03-04T05:00:00.000","2015-03-04T05:00:00.000","2015-03-04T05:00:00.000",,,,
"68040","Level 1","Closed","Dead","Full","11",,,,,,,"DBC215C9-8576-44BF-AD2C-1CEEC8402A04",,,,"8C850D29-1B5F-4F15-B65D-B0BCADF51818","2015-03-09T04:00:00.000","2015-03-11T04:00:00.000","2015-03-04T05:00:00.000","2015-03-11T04:00:00.000",,,,
"68437","Level 1","Closed","Dead","Full","8",,,,,,,"FD617E56-130C-4E43-A76D-3AF989E37A2F",,,,"EB718D3F-C83E-4F4A-A09C-1E0D974A4380","2015-03-04T05:00:00.000","2015-03-11T04:00:00.000","2015-03-04T05:00:00.000","2015-03-11T04:00:00.000",,,,
"68837","Level 1","Closed","Critical","Full","8",,,,,,,"3F232143-9B90-4E43-85F1-D2FB0589FDCB",,,,"5533CA9B-4DBA-4F2C-9F61-2C9584A0B3E7","2015-03-05T05:00:00.000","2015-03-05T05:00:00.000","2015-03-05T05:00:00.000","2016-10-13T20:39:42.000",,,,
"69237","Level 1","Closed","Good","Full","16","15","16",,"20","16","67","5AE610CF-7ABB-416D-8852-58EF62A35DB3",,"E1D2CCB1-041B-4B57-B04D-FD7745F939CE",,"AC2ABFF9-12C2-429A-A518-80735CC25288","2015-03-05T05:00:00.000","2015-03-06T05:00:00.000","2015-03-06T05:00:00.000","2015-03-19T04:00:00.000",,,,
"69238","Level 1","Closed","Poor","Full","11",,,,,,,"5541167A-B22A-437C-A4E6-8B0704203FD6",,,,"A653185C-D6DF-49F2-B80B-5CC9B122E10E",,"2015-03-06T05:00:00.000","2015-03-06T05:00:00.000","2015-04-08T10:37:33.000",,,,
"69637","Level 1","Closed","Poor","Full","12",,,,,,,"FFB7B0CB-2B9A-40F6-8507-0535F363BD17",,,,"98E32C41-479D-4B5F-8737-40BCC09FABCE",,"2015-03-06T05:00:00.000","2015-03-06T05:00:00.000","2015-04-08T10:28:58.000",,,,
"69638","Level 1","Closed","Poor","Full","13",,,,,,,"2ADD717B-E5B0-4C32-80CF-A68A9C4B1EC3",,,,"5761CEE9-6F54-495E-8F71-C3CFBCB621DA",,"2015-03-06T05:00:00.000","2015-03-06T05:00:00.000","2015-04-08T10:38:00.000",,,,
"70037","Level 1","Closed","Good","Full","14",,,,,,,"9D2488AC-3B5E-4239-B6A1-0D0B4744847E",,,,"28DB07C6-6356-4F8F-8518-731E39AD31F3","2015-03-05T05:00:00.000","2015-03-09T04:00:00.000","2015-03-09T04:00:00.000","2016-10-14T13:48:33.000",,,,
"70038","Level 1","Closed","Poor","Full","16",,,,,,,,"C32CA533-648D-49D5-B437-AD1A5876E9DF",,"POINT (950100.47666689754 158565.51416684687)","0E648F27-3E91-4832-A803-4162D1FA7797",,"2015-03-09T04:00:00.000","2015-03-09T04:00:00.000","2015-10-18T15:38:15.000",,,,"
,  
(40.60183620621752, -74.12297758228955)"
"70039","Level 1","Closed","Good","Full","16",,,,,,,"A1B51BE2-D02F-4D02-9DB5-654DEEAF84BA",,"1FD2F8B6-77E8-424F-80ED-ECE1BCE47771",,"5888057E-834F-427C-AC21-6D68B80C3A5F","2015-03-05T05:00:00.000",,"2015-03-05T05:00:00.000","2016-10-06T19:45:59.000",,,,
"70040","Level 1","Closed","Poor","Full","4",,,,,,,"925EB161-3E0B-4F73-B45A-257B03DAF1E0",,"789317A7-7A63-4D99-B2A5-CAA00AA7403C",,"2B3B1983-B80C-412A-9345-9D4BBF69600A","2015-03-03T05:00:00.000","2015-03-09T04:00:00.000","2015-03-09T04:00:00.000","2015-03-09T04:00:00.000",,,,
"70041","Level 1","Closed","Good","Full","19",,,,,,,,"5FA53832-1420-44E7-B6C2-AC7601E2729C",,"POINT (1037230.6754169017 198337.50520852208)","26BC7C74-4CF0-4D3A-B730-C9A5248B1E52",,"2015-03-09T04:00:00.000","2015-03-09T04:00:00.000","2015-03-09T04:00:00.000",,,,"
,  
(40.7109087609878, -73.80889631491311)"
"70042","Level 1","Closed","Good","Full","18",,,,,,,,"F6FBE1E0-C633-46A4-807D-2EED2E3B32FA","538EC007-4E38-44C1-B035-7BE5CBA763DD","POINT (989673.50187523663 171948.10958351195)","8C559CE3-A332-4031-8BA5-82DD4E08C9A8","2015-03-04T05:00:00.000","2015-03-09T04:00:00.000","2015-03-09T04:00:00.000","2015-03-13T04:00:00.000",,,,"
,  
(40.63863277886023, -73.98045838845547)"
"70043","Level 1","Closed","Poor","Full","36",,,,,,,"8AC2480E-188A-4771-90F2-41C44F12DE5A",,"4F4E72DD-89DB-475B-9DA2-800CCD70EC4A",,"5F005FB0-1961-44AE-880F-4EB18E842370","2015-03-09T04:00:00.000","2015-03-20T04:00:00.000","2015-03-09T04:00:00.000","2015-03-20T04:00:00.000",,,,
"70044","Level 1","Closed","Good","Full","10",,,,,,,"4B97CBB2-B204-4509-8808-A3569189589F",,,,"55B5FA24-3CC6-4EFE-8BA6-10DA97688159","2015-03-04T05:00:00.000","2015-03-09T04:00:00.000","2015-03-09T04:00:00.000","2015-03-09T04:00:00.000",,,,
"70437","Level 1","Closed","Unknown","Shaft","24",,,,,,,,"568A662E-15D4-4E57-BD16-F9D55D9C80A2",,"POINT (996506.40750022233 219274.79229184985)","8AE93036-67CA-41F2-BFB6-ADC92C504A9A","2015-02-04T05:00:00.000","2015-03-09T04:00:00.000","2015-03-09T04:00:00.000","2016-10-18T13:22:30.000",,,,"
,  
(40.76852654034033, -73.95575237109102)"
"70438","Level 1","Closed","Good","Full","14",,,,,,,"9D2488AC-3B5E-4239-B6A1-0D0B4744847E",,"057CC473-3CDA-4428-BBD6-8FE55A3CB377",,"51C1310A-336D-454E-9649-F99907B0555F","2015-03-05T05:00:00.000","2015-03-09T04:00:00.000","2015-03-09T04:00:00.000","2016-10-14T13:48:33.000",,,,
"70439","Level 1","Closed","Fair","Full","18",,,,,,,"585EEE85-0809-4E70-B38F-418033902E51",,"1C99E0FC-446C-4CA1-8F86-78B4D580018E",,"3EE0BF9D-AEE5-4FF4-B7F6-1B5D9CC82916","2015-03-06T05:00:00.000","2015-05-20T15:40:00.000","2015-03-06T05:00:00.000","2016-10-26T13:26:23.000",,,,
"70441","Level 1","Closed","Fair","Full","11",,,,,,,,"A783840B-36A9-475B-BEE1-E8B2248F6333",,"POINT (999614.90250022709 223336.44291685522)","ABC7D978-0A20-4C34-9DEC-010932A2B0A1","2015-03-09T04:00:00.000",,"2015-03-09T04:00:00.000","2016-10-06T13:57:03.000",,,,"
,  
(40.779669848428135, -73.94452091329741)"
"70442","Level 1","Closed","Dead","Full","9",,,,,,,"54722507-DB54-4499-86A1-FEC6EB922E66",,,,"4A374A44-060C-440C-9AEA-D922C5E907ED","2015-02-23T05:00:00.000","2015-03-09T04:00:00.000","2015-03-09T04:00:00.000","2016-03-21T12:06:35.000",,,,
"70837","Level 1","Closed","Good","Full","30",,,,,,,,"92FFFF33-89EA-489F-9460-C3EBF56ECCA6",,"POINT (1056689.6693752259 201812.69187518954)","F1854F34-357B-4143-AA7B-E2439B4239B3","2015-03-06T05:00:00.000","2015-03-09T04:00:00.000","2015-03-09T04:00:00.000","2015-03-09T04:00:00.000",,,,"
,  
(40.7203093556924, -73.73866981057843)"
"70838","Level 1","Closed","Good","Full","10",,,,,,,"90381A80-197D-4C42-890D-4DC1D5DFD263","9EE1F9F9-E996-4447-8BBD-82437B7D1393",,"POINT (998124.308541894 232708.1116668433)","0D00C70A-3337-4FED-8133-FB5608B824BE",,"2015-03-09T04:00:00.000","2015-03-09T04:00:00.000","2019-04-24T15:37:37.000",,,,"
,  
(40.805395011505595, -73.94988373993482)"
"70839","Level 1","Closed","Good","Full","19",,,,,,,"64244044-ACA0-40BD-B96A-093DEE915CA6","99FE920F-5C68-4F25-B042-38BED8A72177",,"POINT (1058224.5489585698 202529.44479185343)","F013DD01-353C-4F1D-8DA6-E7737B5705F2",,"2015-03-09T04:00:00.000","2015-03-09T04:00:00.000","2018-10-11T14:11:24.000",,,,"
,  
(40.72226395886168, -73.73312480220066)"
"71237","Level 1","Closed","Dead","Full","12",,,,,,,"78CD7F63-4493-4C6A-BEC7-E4B93F07BF6D",,,,"FB15BB0A-0092-458D-A2BA-4AFB41CDFE94","2015-02-27T05:00:00.000","2015-03-10T04:00:00.000","2015-03-10T04:00:00.000","2016-10-28T19:57:55.000",,,,
"71238","Level 1","Closed","Dead","Full","20",,,,,,,"C6817D14-4FF0-429E-9704-BD60AAD7B788",,,,"B00BB51F-BDD0-420E-9FD4-87B7694F7B01","2015-02-27T05:00:00.000","2015-03-10T04:00:00.000","2015-03-10T04:00:00.000","2015-03-31T20:05:28.000",,,,
"71239","Level 1","Closed","Good","Full","14",,,,,,,"9B345525-8F5D-4695-8193-26E5D3190080",,"0852D416-6F9C-4CBA-AA93-D7DABD9D8E92",,"3ED63400-BCBF-459C-A47A-303F395A71D7","2015-03-10T04:00:00.000","2015-03-24T04:00:00.000","2015-03-10T04:00:00.000","2015-04-13T16:27:35.000",,,,
"71240","Level 1","Closed","Fair","Full","42",,,,,,,"4D5590A2-D335-41DB-9FBA-06636D8B3E70","2F0C0FC8-75AE-49A3-8EF7-60388FCAB917",,"POINT (1045604.0135418922 212457.77562518418)","E9D58C21-F12C-4E0E-97FF-B8DCFF460D3B",,"2015-03-10T04:00:00.000","2015-03-10T04:00:00.000","2018-02-01T17:23:12.000",,,,"
,  
(40.749611221730774, -73.77856467569248)"
"71241","Level 2","Closed","Poor","Full","20",,,,,,,"131916EB-2AD7-4A64-9F9B-E6F2161AB7E8",,"8C1C61D5-650A-46C2-9C01-B44DBF82630A",,"8AB566CC-4A34-4E8E-96AA-FBA58EA48FE2","2015-03-04T05:00:00.000","2015-03-10T04:00:00.000","2015-03-10T04:00:00.000","2016-10-12T13:17:20.000",,,,
"71637","Level 2","Closed","Poor","Full","18",,,,,,,"876E5D36-AD66-4B2A-BB86-FB7EB4138C34",,,,"F3554071-B9BC-4D58-B2C8-406700DA5309","2015-03-09T04:00:00.000",,"2015-03-09T04:00:00.000",,,,,
"71638","Level 1","Closed","Unknown","Full","3",,,,,,,"68DD99A3-DB78-45A3-A79B-B748389E5FE6","757328E2-3378-4C45-971F-886BF556E8CD",,"POINT (1053583.983541891 189804.66333352029)","D27A8C8C-213D-4F8B-BF8A-AC2922098A41","2018-03-26T09:49:21.000","2018-03-26T09:49:21.000","2015-03-10T04:00:00.000","2018-03-26T09:49:21.000",,,,"
,  
(40.68737516008145, -73.74999731900971)"
"71639","General - Planting Space","Closed","Poor","Shaft","10",,,,,,,"6B1279A4-3F0D-4E28-9F2B-BF8E272AEBAF",,,,"6B683723-1CF6-4536-952C-98DFB46D8D9D",,"2015-03-13T04:00:00.000","2015-03-10T04:00:00.000","2015-03-13T04:00:00.000",,,,
"71640","Level 1","Closed","Good","Full","35",,,,,,,"3D0E5037-9EC3-41C0-8460-2FBC49CE2A70","E9D2728E-E15E-4B65-82D4-DBB46C5EB766","74688424-87CA-42BB-986A-2A55ED2FF4E9","POINT (1012208.7666668892 215366.94645851851)","BE49E8C7-03A9-4912-875F-21DE0CC671D9","2015-03-10T04:00:00.000","2015-03-24T04:00:00.000","2015-03-10T04:00:00.000","2018-04-10T15:19:54.000",,,,"
,  
(40.757764801208424, -73.89908058460242)"
"71641","Level 1","Closed","Good","Full","22",,,,,,,"06FC8063-71FC-4142-A813-80FF2882EAE7",,"B138972F-F5AF-49E6-B99B-CCFED492A931",,"79FC37BE-C8C4-4E15-AE73-FB56631D64DE","2015-03-10T04:00:00.000","2015-03-24T04:00:00.000","2015-03-10T04:00:00.000","2015-05-07T12:54:16.000",,,,
"72037","Level 1","Closed","Critical","Full","12",,,,,,,"C40C4778-243C-4BE3-A3D6-ECB0F5838BCC",,"3EB4C4E7-539F-422C-A6A0-E7D9C7884CC7",,"6D03736A-B7A9-47D9-91FB-94DB7A37DE58","2015-03-09T04:00:00.000","2015-03-10T04:00:00.000","2015-03-10T04:00:00.000",,,,,
"72038","Level 1","Closed","Critical","Full","2",,,,,,,"560AADE4-1A81-443D-ADBA-412DCEF4899A",,"BD79972E-A3AE-4020-A5FF-3286AAFA8C01",,"F0583608-5B94-4AC8-8800-F2CEE3410312","2015-03-09T04:00:00.000","2015-03-10T04:00:00.000","2015-03-10T04:00:00.000","2019-03-01T15:31:08.000",,,,
"72039","Level 1","Closed","Good","Full","32",,,,,,,"BC569266-A28D-403A-A727-4F2268187E1E",,"49848D6E-806D-4BBB-B8F2-5A0ECFF11461",,"6368CB95-C1FF-48F5-8A2D-0E1151AEA5DB","2015-03-10T04:00:00.000","2015-03-24T04:00:00.000","2015-03-10T04:00:00.000","2016-10-20T20:17:28.000",,,,
"72040","Level 1","Closed","Poor","Full","15",,,,,,,,"D1DAA292-6756-4129-9842-2691BD2C87D2",,"POINT (1014923.0952085555 220338.04354184866)","4778B6B9-EA26-4477-931A-EA227C9CC8C5","2015-03-10T04:00:00.000","2015-03-24T04:00:00.000","2015-03-10T04:00:00.000","2016-10-11T15:13:38.000",,,,"
,  
(40.77140016865165, -73.88926032344631)"
"72041","Level 1","Closed","Fair","Full","20",,,,,,,"5AE610CF-7ABB-416D-8852-58EF62A35DB3","B3E480C9-E951-4EB8-BF00-2A6BBC68A701",,"POINT (999301.54000023007 187288.49583351612)","06FBE602-6FBA-4404-AD93-6C07CC4D91C9",,"2015-03-10T04:00:00.000","2015-03-10T04:00:00.000","2018-03-06T21:47:49.000",,,,"
,  
(40.680727624558635, -73.94573302735407)"
"72042","Level 1","Closed","Critical","Full","10",,,,,,,"721B859B-53EB-4F14-AE19-EB1F7D3DEB92",,,,"07AC035F-0742-4C5C-B0BB-6E0E6843A91C","2015-03-09T04:00:00.000","2015-03-10T04:00:00.000","2015-03-10T04:00:00.000",,,,,
"72437","Level 1","Closed","Good","Full","30",,,,,,,,"A9105105-92B3-475E-9B6D-5980D54AF2CE","4F51E9FC-7250-4D48-A7FA-BF8DC5EC8664","POINT (1054588.9750002325 218734.13395851851)","7D294119-518E-449A-B8CF-2D4DB04CDB1A",,"2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000",,,,"
,  
(40.766771243072405, -73.74607118257356)"
"72438","Level 1","Closed","Poor","Liability Release","17",,,,,,,"831738DB-B37E-4475-8821-CC458E789570",,"B614BBAC-DA6D-4212-947F-839ECABFB2EB",,"FF87BF12-250B-47CD-A7B8-25DA377EB6AF","2015-03-09T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2016-11-09T18:22:30.000",,,,
"72439","Level 1","Closed","Dead","Full","3",,,,,,,"D7A32B8E-1622-4DAD-97B8-B4DDC3416542",,,,"A1C9DBE2-F419-440D-9EEA-4B1DC7596656","2015-03-10T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000",,,,,
"72440","Level 1","Closed","Poor","Full","12",,,,,,,"4C56B90D-A5A5-4B4F-B137-B68780C9AC27",,"731B1357-30BE-4B78-ADE2-906F0AC7FB61",,"E7DFC211-0532-43A3-A116-6F66DD6F401F",,"2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2015-03-30T13:35:23.000",,,,
"72837","Level 1","Closed","Good","Full","33",,,,,,,"974E951D-8194-4ACB-B236-2BCA95B1F3BD",,,,"ADF6DAD0-9116-4004-A20D-C9BE9DB15BC7",,"2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000",,,,
"72838","Level 1","Closed","Good","Full","27",,,,,,,"B5F4EF9A-3267-478D-9D69-7EDFCFE09DE1",,"3F97C18A-D172-4FA5-8185-9A9FB7BF8E04",,"1102C84B-7398-4D46-BE95-639601FB53C2","2015-03-10T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000",,,,,
"72839","Level 1","Closed","Good","Full","23",,,,,,,"5C388BD5-D434-45FD-9077-61112CDD31BE",,"B7F4D70F-80F7-4031-918C-8648BBF9CD30",,"116156B5-1EAA-48D8-A4DB-9984BB88BFD4","2015-03-09T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2016-10-27T14:34:52.000",,,,
"72840","Level 1","Closed","Poor","Full","12",,,,,,,"CAFBCCA0-CA11-4D67-907E-20486A47D4C4",,,,"FF707E52-BC44-44A6-BA3B-00AE67F1D295",,"2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2015-03-30T12:39:08.000",,,,
"72841","Level 1","Closed","Good","Full","29",,,,,,,"E6046F2D-6F31-489B-A6C6-506824AA63F1","707A5E67-82B1-447B-9387-E55D06CDC00C","3BA436DA-E64D-4270-9642-611DCC97E80F","POINT (1000771.5177085698 153290.79458351433)","B7081BA6-FE5A-40D3-B82B-FBD1F4CDF4A2","2015-03-09T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000",,,,,"
,  
(40.58740856137669, -73.94051639257628)"
"72842","Level 1","Closed","Good","Full","23",,,,,,,"5D9783E0-E0EB-4DE5-B806-C121BE0C5F91","2421DF8B-73D1-4F3F-A137-BC27035E620F","7D43DABA-D602-4B4F-8073-71E81884B76F","POINT (1030314.6693752259 191914.25541685522)","74F33EB9-69BB-4671-8AE5-23147A987154","2015-03-10T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2016-10-27T12:30:10.000",,,,"
,  
(40.69331718803166, -73.83388653221186)"
"72843","Level 1","Closed","Fair","Full","28",,,,,,,"588DE14D-91AE-425F-BC46-D11C13A27B53",,"1014934A-1A0D-49AB-B5F1-EB5AD1BF084D",,"E38D26A3-E2E5-4261-B616-24BAB5674782","2015-03-09T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2016-10-28T18:10:56.000",,,,
"72844","Level 1","Closed","Poor","Full","14",,,,,,,"49F09EEB-BD00-4906-8106-D665EEE1B54B",,"11B2182C-DA2D-43F2-B415-FEFCA8A4059F",,"579359CB-8571-47FE-BC8F-E87705C18929","2015-03-25T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2016-10-12T14:51:01.000",,,,
"72845","Level 1","Closed","Poor","Shaft","21",,,,,,,,"C80C9E73-C3C3-4F1B-B629-1A60815C3347",,"POINT (948453.66666689515 163278.62166684866)","EC906EF0-7B1E-498B-9F92-8D81E4025418","2015-03-16T04:00:00.000","2015-03-20T04:00:00.000","2015-03-11T04:00:00.000","2015-03-20T04:00:00.000",,,,"
,  
(40.614766207779844, -74.12893296672168)"
"72846","Level 1","Closed","Good","Full","16",,,,,,,"DFBA8C8D-8D9F-41FA-9B9E-BDAF7BC87A86",,"C7AD9186-6C9C-48B1-8712-EB56253AEC35",,"499E5957-3972-4519-9081-CF0147022568","2015-03-10T04:00:00.000","2015-03-24T04:00:00.000","2015-03-11T04:00:00.000","2016-10-14T13:07:23.000",,,,
"72847","Level 1","Closed","Good","Full","18",,,,,,,,"DADC40C1-669C-4778-9862-ED93B881F4BD","DD7051C3-5946-4669-812F-2BEEF0631BA0","POINT (1038486.1895835698 189971.79875017703)","25129D7F-642F-4316-BF0A-84F06B5CDCE5","2015-03-10T04:00:00.000","2015-03-24T04:00:00.000","2015-03-11T04:00:00.000","2016-10-19T17:01:21.000",,,,"
,  
(40.687939300156394, -73.80443500167148)"
"72848","Level 1","Closed","Good","Full","35","10","12","20","24","15",,"9E24DD06-98CE-41AF-968F-56F387943565",,,,"1E0A46E9-4F47-48A9-AFF3-19DED0BCA1DB","2015-03-10T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000",,,,
"73237","Level 1","Closed","Dead","Full","18",,,,,,,"9A846DCA-4124-4D81-AE60-EC6DC3C0905E",,,,"4EC37A17-E7B3-4AD1-899C-6E297EFD15FE","2015-03-09T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000",,,,
"73238","Level 1","Closed","Good","Full","22",,,,,,,"C2FA5D21-1113-4987-B002-1C89886D0C4B",,,,"33E698D8-8CA0-4A0B-B49F-BDFD890591F5","2015-03-09T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000",,,,
"73239","Level 1","Closed","Poor","Full","23",,,,,,,"932B716F-8C0C-41B1-B0B1-BE9FE6E94209",,,,"44597060-0981-480A-8D4F-437A5A623F78","2015-03-10T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2016-10-10T18:11:17.000",,,,
"73240","Level 1","Closed","Poor","Full","14",,,,,,,"C154AB18-EFE9-44AF-A615-59D675C21EE7",,,,"5ECB12C9-5ADD-404E-8F5F-9E78DD383666","2015-03-11T04:00:00.000","2015-03-25T04:00:00.000","2015-03-11T04:00:00.000","2015-03-25T04:00:00.000",,,,
"73241","Level 1","Closed","Good","Full","10",,,,,,,,"D309D545-9A62-4C7C-8FAB-8C7FD0619C68","4589556C-5DB8-4A71-B189-055B1B9A71D9","POINT (1006910.8064585626 186122.80583351851)","25238480-A9AD-4DCB-97CE-8D1EDFCAA480","2015-03-10T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2015-03-26T16:39:51.000",,,,"
,  
(40.677511861525424, -73.91830243503702)"
"73242","Level 1","Closed","Dead","Full","10",,,,,,,"D454CDF3-C71E-41D2-8501-E3BE8C6F6F37",,,,"972A2EE8-F29B-4E34-AD9C-C2E3DB98767B","2015-03-10T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2016-10-27T20:04:37.000",,,,
"73243","Level 1","Closed","Dead","Liability Release","29",,,,,,,"F583CCEB-2C50-494B-921A-355D36994175",,"8CA4D921-B0D1-42CC-AED0-EF055A0D7F90",,"DA8283B4-7ED9-4A7E-AD3A-6ECC83CAA2C1","2015-03-11T04:00:00.000","2015-12-03T15:49:00.000","2015-03-11T04:00:00.000","2015-12-03T15:49:00.000",,,,
"73637","Level 1","Closed","Dead","Full","8",,,,,,,"308E4312-9430-406E-9839-20DFCB8DF0E6",,,,"D32BD7AD-CFFC-48FD-886F-2A67829D563B","2015-03-10T04:00:00.000","2015-03-25T04:00:00.000","2015-03-11T04:00:00.000","2015-03-25T04:00:00.000",,,,
"73638","Level 1","Closed","Fair","Full","26",,,,,,,"BE53A203-3014-4200-940E-603EEDBEAEA4",,"1014934A-1A0D-49AB-B5F1-EB5AD1BF084D",,"DCEBF79F-7C26-43B0-B0AF-DA8E31121516","2015-03-09T04:00:00.000","2015-03-11T04:00:00.000","2015-03-11T04:00:00.000","2016-10-28T18:00:44.000",,,,
