"fy","type","received","address","bor_name","block","lot","bbl","landm_type","app_status","staff_action","board_action","amount","prj_status","latitude","longitude","community_board","council_district","census_tract","bin","nta","postcode"
"93","HO","1992-08-31T00:00:00.000","74 West 120th Street","Manhattan","1718","65","1017180065","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.804233","-73.946996","110","9","200","1053285","Central Harlem South","10027"
"93","HO","1992-09-16T00:00:00.000","282 Vanderbilt Avenue","Brooklyn","2105","40","3021050040","Fort Greene Historic District","Closed","Withdrawn",,,,"40.68884","-73.96899","302","35","197","3059147","Clinton Hill","11205"
"93","HO","1992-09-17T00:00:00.000","128 Willoughby Avenue","Brooklyn","1917","26","3019170026","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.69167","-73.967236","302","35","195","3055059","Clinton Hill","11205"
"93","HO","1992-09-29T00:00:00.000","125 Westminster Road","Brooklyn","5116","70","3051160070","Prospect Park South Historic District","Closed","Denied at staff level",,,,"40.645725","-73.968112","314","40","1522","3117509","Flatbush","11218"
"93","HO","1992-09-30T00:00:00.000","276 Vanderbilt Avenue","Brooklyn","2105","37","3021050037","Fort Greene Historic District","Closed","Withdrawn",,,,"40.688969","-73.969015","302","35","197","3059144","Clinton Hill","11205"
"93","HO","1992-10-01T00:00:00.000","160 State Street","Brooklyn","276","25","3002760025","Brooklyn Heights Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.690758","-73.993578","302","33","9","3002779","Brooklyn Heights-Cobble Hill","11201"
"93","NFP","1992-10-02T00:00:00.000","467 West 143 Street","Manhattan","2059","5","1020590005","Hamilton Heights Historic District","Closed","Presented to board","Approved","14876.00","Completed","40.823688","-73.947924","109","7","227","1061273","Hamilton Heights","10031"
"93","NFP","1992-10-02T00:00:00.000","20 Sylvan Terrace","Manhattan","2109","67","1021090067","Jumel Terrace Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.83477","-73.939545","112","10","24301","1062562","Washington Heights South","10032"
"93","HO","1992-10-23T00:00:00.000","197 Washington Park","Brooklyn","2089","14","3020890014","Fort Greene Historic District","Closed","Withdrawn",,,,"40.690519","-73.973291","302","35","183","3058423","Fort Greene","11205"
"93","HO","1992-10-26T00:00:00.000","405 Grand Avenue","Brooklyn","1982","16","3019820016","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.683703","-73.96186","302","35","231","3056812","Clinton Hill","11238"
"93","HO","1992-11-13T00:00:00.000","1133 Forest Avenue","Bronx","2651","33","2026510033","Morris High School Historic District","Closed","Denied at staff level",,,,"40.827679","-73.902284","203","16","135","2004631","Morrisania-Melrose","10456"
"93","HO","1992-12-03T00:00:00.000","123 Park Place","Brooklyn","939","57","3009390057","Park Slope Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.678206","-73.974471","306","39","161","3018955","Prospect Heights","11217"
"93","HO","1992-12-14T00:00:00.000","231 Washington Avenue","Brooklyn","1904","1","3019040001","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.691996","-73.966601","302","35","195","3054842","Clinton Hill","11205"
"93","HO","1992-12-15T00:00:00.000","342 East 141st Street","Bronx","2303","13","2023030013","Mott Haven Historic District","Closed","Presented to board","Approved","14971.00","Completed","40.811806","-73.923335","201","8","39","2000642","Mott Haven-Port Morris","10454"
"93","NFP","1993-01-13T00:00:00.000","38 West 130th Street","Manhattan","1727","56","1017270056","Individual Landmark","Closed","Presented to board","Approved","14984.00","Completed","40.81012","-73.941248","110","9","208","1053752","Central Harlem North-Polo Grounds","10037"
"93","NFP","1993-01-13T00:00:00.000","58 West 130th Street","Manhattan","1727","66","1017270066","Individual Landmark","Closed","Presented to board","Approved","14984.00","Completed","40.810315","-73.941706","110","9","208","1053762","Central Harlem North-Polo Grounds","10037"
"93","HO","1993-01-19T00:00:00.000","473 West 141st Street","Manhattan","2058","3","1020580003","Hamilton Heights Historic District","Closed","Denied at staff level",,,,"40.822423","-73.948803","109","7","227","1061223","Hamilton Heights","10031"
"93","HO","1993-02-03T00:00:00.000","209 Lefferts Avenue","Brooklyn","1319","59","3013190059","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","13300.00","Completed","40.662126","-73.954624","309","40","327","3034986","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-02-05T00:00:00.000","294 Carlton Avenue","Brooklyn","2102","44","3021020044","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.688762","-73.971986","302","35","181","3059026","Fort Greene","11205"
"93","HO","1993-02-08T00:00:00.000","169 Fenimore Street","Brooklyn","5037","156","3050370156","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.658274","-73.957308","309","40","79801","3115332","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-02-09T00:00:00.000","151 Rutland Road","Brooklyn","5035","77","3050350077","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.659107","-73.955444","309","40","800","3115207","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-02-09T00:00:00.000","51 Maple Street","Brooklyn","5028","78","3050280078","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","4000.00","Completed","40.660322","-73.958893","309","40","79801","3114702","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-02-09T00:00:00.000","51 Maple Street","Brooklyn","5028","78","3050280078","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.660322","-73.958893","309","40","79801","3114702","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-02-10T00:00:00.000","141 Lefferts Avenue","Brooklyn","1319","87","3013190087","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.662025","-73.956214","309","40","327","3035014","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-02-12T00:00:00.000","259 Lefferts Avenue","Brooklyn","1320","70","3013200070","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","14525.00","Completed","40.662254","-73.952562","309","40","329","3035084","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-02-16T00:00:00.000","203 Lincoln Road","Brooklyn","1328","79","3013280079","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.661262","-73.955757","309","40","800","3035315","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-02-19T00:00:00.000","282 Vanderbilt Avenue","Brooklyn","2105","40","3021050040","Fort Greene Historic District","Closed","Withdrawn",,,,"40.68884","-73.96899","302","35","197","3059147","Clinton Hill","11205"
"93","NFP","1993-02-23T00:00:00.000","1368 Fulton Street","Brooklyn","1862","14","3018620014","Not Landmarked","Closed","Denied at staff level",,,,"40.680175","-73.945717","303","36","247","3053786","Crown Heights North","11216"
"93","HO","1993-02-24T00:00:00.000","277 Sterling Street","Brooklyn","1315","55","3013150055","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","11200.00","Completed","40.663067","-73.951985","309","40","329","3034811","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-03-01T00:00:00.000","57 Rutland Road","Brooklyn","5034","81","3050340081","Prospect Lefferts Gardens Historic District","Closed","Withdrawn",,,,"40.658905","-73.958649","309","40","79801","3115116","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-03-01T00:00:00.000","74 Downing Street","Brooklyn","1982","63","3019820063","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.683686","-73.960905","302","35","231","3056858","Clinton Hill","11238"
"93","HO","1993-03-01T00:00:00.000","114 Maple Street","Brooklyn","5031","55","3050310055","Prospect Lefferts Gardens Historic District","Closed","Withdrawn",,,,"40.660385","-73.957653","309","40","79801","3253051","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-03-01T00:00:00.000","75 Fenimore Street","Brooklyn","5037","96","3050370096","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","14985.00","Completed","40.65814","-73.959449","309","40","79801","3115358","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-03-09T00:00:00.000","157 Midwood Street","Brooklyn","5032","76","3050320076","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.659826","-73.955365","309","40","800","3114971","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-03-09T00:00:00.000","114 Rutland Road","Brooklyn","5037","53","3050370053","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","4000.00","Completed","40.658971","-73.95734","309","40","79801","3115329","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-03-09T00:00:00.000","251 Sterling Street","Brooklyn","1315","66","3013150066","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","7300.00","Completed","40.663029","-73.952598","309","40","329","3034822","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-03-10T00:00:00.000","252 Sterling Street","Brooklyn","1320","17","3013200017","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","14050.00","Completed","40.663009","-73.952627","309","40","329","3035033","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-03-12T00:00:00.000","192 Rutland Road","Brooklyn","5038","37","3050380037","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.659148","-73.954525","309","40","802","3115395","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-03-12T00:00:00.000","163 Rutland Road","Brooklyn","5035","71","3050350071","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.659124","-73.95517","309","40","800","3115201","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-03-12T00:00:00.000","132 Midwood Street","Brooklyn","5035","12","3050350012","Prospect Lefferts Gardens Historic District","Closed","Withdrawn",,,,"40.659772","-73.95597","309","40","800","3115144","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-03-18T00:00:00.000","33 Belair Road","Staten Island","2860","68","5028600068","Interior Landmark","Closed","Denied at staff level",,,,"40.611064","-74.065399","501","49","8","5093863","Stapleton-Rosebank","10305"
"93","HO","1993-03-19T00:00:00.000","206 Midwood Street","Brooklyn","5035","43","3050350043","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","14950.00","Completed","40.659881","-73.954244","309","40","800","3115175","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-03-19T00:00:00.000","181 MacDonough Street","Brooklyn","1853","59","3018530059","Stuyvesant Heights Historic District","Closed","Denied at staff level",,,,"40.681558","-73.939053","303","36","273","3053436","Stuyvesant Heights","11216"
"93","HO","1993-03-26T00:00:00.000","127 Fort Greene Place","Brooklyn","2113","11","3021130011","Brooklyn Academy of Music Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.686059","-73.976343","302","35","35","3059241","Fort Greene","11217"
"93","HO","1993-03-30T00:00:00.000","125 Rutland Road","Brooklyn","5035","89","3050350089","Prospect Lefferts Gardens Historic District","Closed","Withdrawn",,,,"40.659069","-73.956039","309","40","800","3115219","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-04-01T00:00:00.000","417 Washington Avenue","Brooklyn","1963","24","3019630024","Clinton Hill Historic District","Closed","Presented to board","Approved","10243.00","Completed","40.685919","-73.965349","302","35","201","3056060","Clinton Hill","11238"
"93","HO","1993-04-01T00:00:00.000","112 Park Place","Brooklyn","942","22","3009420022","Park Slope Historic District","Closed","Denied at staff level",,,,"40.678255","-73.974644","306","39","161","3019094","Prospect Heights","11217"
"93","HO","1993-04-01T00:00:00.000","59 South Elliott Place","Brooklyn","2099","10","3020990010","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.68803","-73.975762","302","35","33","3058782","Fort Greene","11217"
"93","HO","1993-04-03T00:00:00.000","188 Rutland Road","Brooklyn","5038","35","3050380035","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.659143","-73.954619","309","40","802","3115393","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-04-06T00:00:00.000","210 Rutland Road","Brooklyn","5038","44","3050380044","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.659173","-73.954114","309","40","802","3115402","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-04-08T00:00:00.000","193 Rutland Road","Brooklyn","5035","61","3050350061","Prospect Lefferts Gardens Historic District","Closed","Withdrawn",,,,"40.659167","-73.954482","309","40","800","3115191","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-04-08T00:00:00.000","269 Sterling Street","Brooklyn","1315","59","3013150059","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.663056","-73.952172","309","40","329","3034815","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-04-09T00:00:00.000","266 Lincoln Road","Brooklyn","5029","45","3050290045","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.661336","-73.954304","309","40","800","3114752","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-04-28T00:00:00.000","1095 Forest Avenue","Bronx","2651","52","2026510052","Morris High School Historic District","Closed","Denied at staff level",,,,"40.82682","-73.902643","203","16","135","2004648","Morrisania-Melrose","10456"
"93","HO","1993-04-30T00:00:00.000","39 Cambridge Place","Brooklyn","1965","15","3019650015","Clinton Hill Historic District","Closed","Presented to board","Approved","12660.00","Completed","40.685858","-73.963276","302","35","201","3056192","Clinton Hill","11238"
"93","HO","1993-05-03T00:00:00.000","415 Clermont Avenue","Brooklyn","1959","7502","3019597502","Fort Greene Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.685146","-73.969247","302","35","199","3055916","Clinton Hill","11238"
"93","HO","1993-05-04T00:00:00.000","84 Maple Street","Brooklyn","5031","43","3050310043","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","7250.00","Completed","40.660344","-73.958298","309","40","79801","3114862","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-05-05T00:00:00.000","177 Midwood Street","Brooklyn","5032","68","3050320068","Prospect Lefferts Gardens Historic District","Closed","Withdrawn",,,,"40.659856","-73.9549","309","40","800","3114963","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-05-06T00:00:00.000","74 West 120th Street","Manhattan","1718","65","1017180065","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.804233","-73.946996","110","9","200","1053285","Central Harlem South","10027"
"93","HO","1993-05-10T00:00:00.000","245 Fenimore Street","Brooklyn","5038","64","3050380064","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.658448","-73.954511","309","40","802","3115419","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-05-10T00:00:00.000","283 Alexander Avenue","Bronx","2314","75","2023140075","Mott Haven Historic District","Closed","Presented to board","Approved","14910.00","Completed","40.810945","-73.924503","201","8","39","2000719","Mott Haven-Port Morris","10454"
"93","HO","1993-05-18T00:00:00.000","171 Midwood Street","Brooklyn","5032","70","3050320070","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Denied",,,"40.659848","-73.955037","309","40","800","3114965","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-05-19T00:00:00.000","18 West 121st Street","Manhattan","1720","127","1017200127","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.804685","-73.946118","110","9","200","1053385","Central Harlem South","10027"
"93","HO","1993-05-24T00:00:00.000","428 Vanderbilt Avenue","Brooklyn","1959","67","3019590067","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.684816","-73.968188","302","35","199","3055957","Clinton Hill","11238"
"93","HO","1993-06-01T00:00:00.000","20 West 123rd Street","Manhattan","1721","27","1017210027","Mount Morris Park Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.805942","-73.945228","110","9","200","1053409","Central Harlem South","10027"
"93","HO","1993-06-08T00:00:00.000","182 Maple Street","Brooklyn","5032","34","3050320034","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.660556","-73.954921","309","40","800","3114931","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-06-17T00:00:00.000","19 Clifton Place","Brooklyn","1947","44","3019470044","Clinton Hill Historic District","Closed","Withdrawn",,,,"40.687711","-73.963697","302","35","197","3055561","Clinton Hill","11238"
"93","HO","1993-06-23T00:00:00.000","181 Fenimore Street","Brooklyn","5038","89","3050380089","Prospect Heights Historic District","Closed","Denied at staff level",,,,"40.658356","-73.956007","309","40","802","3115438","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1993-06-23T00:00:00.000","266 Sterling Street","Brooklyn","1320","23","3013200023","Prospect Heights Historic District","Closed","Presented to board","Approved","10950.00","Completed","40.663031","-73.952288","309","40","329","3035039","Prospect Lefferts Gardens-Wingate","11225"
"94","HO","1993-07-08T00:00:00.000","241 Lincoln Road","Brooklyn","1328","63","3013280063","Prospect Heights Historic District","Closed","Denied at staff level",,,,"40.661319","-73.954866","309","40","800","3035299","Prospect Lefferts Gardens-Wingate","11225"
"94","HO","1993-07-13T00:00:00.000","291 Lefferts Avenue","Brooklyn","1320","56","3013200056","Prospect Heights Historic District","Closed","Withdrawn",,,,"40.662301","-73.951813","309","40","329","3035070","Prospect Lefferts Gardens-Wingate","11225"
"94","HO","1993-08-12T00:00:00.000","257 Fenimore Street","Brooklyn","5038","58","3050380058","Prospect Heights Historic District","Closed","Denied at staff level",,,,"40.658465","-73.95423","309","40","802","3115414","Prospect Lefferts Gardens-Wingate","11225"
"94","HO","1993-08-12T00:00:00.000","85 West 119th Street","Manhattan","1718","7","1017180007","Mount Morris Park Historic District","Closed","Withdrawn",,,,"40.80353","-73.947231","110","9","200","1053236","Central Harlem South","10026"
"94","HO","1993-08-23T00:00:00.000","273 Clermont Avenue","Brooklyn","2105","26","3021050026","Fort Greene Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.689115","-73.970042","302","35","197","3059134","Clinton Hill","11205"
"94","HO","1993-08-26T00:00:00.000","21-40 45th Avenue","Queens","77","40","4000770040","Hunters Point Historic District","Closed","Denied at staff level",,,,"40.747274","-73.947207","402","26","7","4000607","Hunters Point-Sunnyside-West Maspeth","11101"
"94","HO","1993-09-01T00:00:00.000","89 West 119th Street","Manhattan","1718","6","1017180006","Mount Morris Park Historic District","Closed","Withdrawn",,,,"40.803566000000004","-73.947318","110","9","200","1053235","Central Harlem South","10026"
"94","HO","1993-09-03T00:00:00.000","154 Noble Street","Brooklyn","2573","10","3025730010","Greenpoint Historic District","Closed","Denied at staff level",,,,"40.728753","-73.954268","301","33","561","3065099","Greenpoint","11222"
"94","HO","1993-09-14T00:00:00.000","218 Guernsey Street","Brooklyn","2569","58","3025690058","Greenpoint Historic District","Closed","Denied at staff level",,,,"40.727946","-73.955171","301","33","561","3064992","Greenpoint","11222"
"94","HO","1993-09-22T00:00:00.000","128 Gates Avenue","Brooklyn","1981","38","3019810038","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.684831","-73.962548","302","35","201","3056772","Clinton Hill","11238"
"94","NFP","1993-10-10T00:00:00.000","1098 Jackson Avenue","Bronx","2651","2","2026510002","Morris High School Historic District","Closed","Withdrawn",,,,"40.827035","-73.903372","203","16","135","2004605","Morrisania-Melrose","10456"
"94","NFP","1993-10-10T00:00:00.000","1100 Jackson Avenue","Bronx","2651","3","2026510003","Morris High School Historic District","Closed","Withdrawn",,,,"40.827079","-73.903354","203","16","135","2004606","Morrisania-Melrose","10456"
"94","NFP","1993-10-10T00:00:00.000","1118 Jackson Avenue","Bronx","2651","10","2026510010","Morris High School Historic District","Closed","Withdrawn",,,,"40.827474","-73.903191","203","16","135","2004613","Morrisania-Melrose","10456"
"94","NFP","1993-10-10T00:00:00.000","1121 Forest Avenue","Bronx","2651","39","2026510039","Morris High School Historic District","Closed","Withdrawn",,,,"40.827407","-73.902396","203","16","135","2004637","Morrisania-Melrose","10456"
"94","NFP","1993-10-10T00:00:00.000","1097 Forest Avenue","Bronx","2651","51","2026510051","Morris High School Historic District","Closed","Withdrawn",,,,"40.826867","-73.902624","203","16","135","2004647","Morrisania-Melrose","10456"
"94","HO","1993-10-15T00:00:00.000","126 Fort Greene Place","Brooklyn","2112","49","3021120049","Brooklyn Academy of Music Historic District","Closed","Denied at staff level",,,,"40.685957","-73.976347","302","35","35","3059228","Fort Greene","11217"
"94","NFP","1993-11-16T00:00:00.000","10 West 71st Street","Manhattan","1123","40","1011230040","Upper West Side/Central Park West Historic District","Closed","Denied at staff level",,,,"40.775796","-73.977095","107","6","157","1028567","Lincoln Square","10023"
"94","HO","1993-11-16T00:00:00.000","33 Belair Road","Staten Island","2860","68","5028600068","Individual Landmark","Closed","Denied at staff level",,,,"40.611064","-74.065399","501","49","8","5093863","Stapleton-Rosebank","10305"
"94","HO","1993-11-19T00:00:00.000","77 Midwood Street","Brooklyn","5031","73","3050310073","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","13700.00","Completed","40.659646","-73.958241","309","40","79801","3114878","Prospect Lefferts Gardens-Wingate","11225"
"94","HO","1993-11-24T00:00:00.000","420 Stuyvesant Avenue","Brooklyn","1685","45","3016850045","Stuyvesant Heights Historic District","Closed","Denied at staff level",,,,"40.68028","-73.931534","303","36","297","3047748","Crown Heights North","11233"
"94","NFP","1993-12-02T00:00:00.000","435 Richmond Hill Road","Staten Island","2390","194","5023900194","Individual Landmark","Closed","Presented to board","Approved","15000.00","Completed","40.581891","-74.154908","502","50","27704","5038944","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","10314"
"94","HO","1993-12-03T00:00:00.000","322 Clermont Avenue","Brooklyn","2104","51","3021040051","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.688352","-73.969913","302","35","181","3059104","Fort Greene","11205"
"94","HO","1993-12-08T00:00:00.000","34 10 76th Street","Queens","1262","11","4012620011","Not Landmarked","Closed","Denied at staff level",,,,"40.752768","-73.890555","403","25","289","4028990","Jackson Heights","11372"
"94","NFP","1993-12-12T00:00:00.000","441 Clarke Avenue","Staten Island","4441","1","5044410001","Individual Landmark","Closed","Presented to board","Approved","15000.00","Rescinded","40.571061","-74.145848","503","50","279","5121947","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","10306"
"94","HO","1993-12-14T00:00:00.000","231 Washington Avenue","Brooklyn","1904","1","3019040001","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.691996","-73.966601","302","35","195","3054842","Clinton Hill","11205"
"94","NFP","1993-12-22T00:00:00.000","1698 Bergen Street","Brooklyn","1356","25","3013560025","Individual Landmark","Closed","Presented to board","Approved","15000.00","Completed","40.674781","-73.925988","308","36","307","3035942","Crown Heights North","11213"
"94","NFP","1993-12-22T00:00:00.000","1700 Bergen Street","Brooklyn","1356","26","3013560026","Individual Landmark","Closed","Presented to board","Denied",,,"40.674669","-73.92588","308","36","307","3035909","Crown Heights North","11213"
"94","HO","1994-01-06T00:00:00.000","332 Clinton Avenue","Brooklyn","1929","43","3019290043","Clinton Hill Historic District","Closed","Presented to board","Approved","10600.00","Completed","40.688374","-73.967876","302","35","197","3055302","Clinton Hill","11205"
"94","HO","1994-02-08T00:00:00.000","271 9th Street","Brooklyn","1004","60","3010040060","Individual Landmark","Closed","Denied at staff level",,,,"40.669793","-73.987545","306","39","137","3022105","Park Slope-Gowanus","11215"
"94","HO","1994-02-18T00:00:00.000","110 Rutland Road","Brooklyn","5037","52","3050370052","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.658965","-73.957434","309","40","79801","3115328","Prospect Lefferts Gardens-Wingate","11225"
"94","HO","1994-02-22T00:00:00.000","340 East 141st Street","Bronx","2303","12","2023030012","Mott Haven Historic District","Closed","Withdrawn",,,,"40.811828","-73.923386","201","8","39","2000641","Mott Haven-Port Morris","10454"
"94","HO","1994-03-14T00:00:00.000","189 Maple Street","Brooklyn","5029","63","3050290063","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","10550.00","Completed","40.660589","-73.954647","309","40","800","3114767","Prospect Lefferts Gardens-Wingate","11225"
"94","HO","1994-03-15T00:00:00.000","2 Sylvan Terrace","Manhattan","2109","58","1021090058","Jumel Terrace Historic District","Closed","Denied at staff level",,,,"40.834574","-73.939079","112","10","24301","1062553","Washington Heights South","10032"
"94","HO","1994-03-21T00:00:00.000","112 South Elliott Place","Brooklyn","2113","44","3021130044","Brooklyn Academy of Music Historic District","Closed","Denied at staff level",,,,"40.686037","-73.975384","302","35","35","3059257","Fort Greene","11217"
"94","NFP","1994-04-08T00:00:00.000","112 Franklin Street","Manhattan","178","7501","1001787501","Tribeca East Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.718603","-74.006017","101","1","33","1001983","SoHo-TriBeCa-Civic Center-Little Italy","10013"
"94","HO","1994-04-08T00:00:00.000","185 Lenox Avenue","Manhattan","1904","130","1019040130","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.804178","-73.948127","110","9","220","1057592","Central Harlem South","10026"
"94","HO","1994-04-11T00:00:00.000","243 Clermont Avenue","Brooklyn","2092","9","3020920009","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.690326","-73.970284","302","35","183","3058554","Fort Greene","11205"
"94","HO","1994-04-12T00:00:00.000","266 Lincoln Road","Brooklyn","5029","45","3050290045","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.661336","-73.954304","309","40","800","3114752","Prospect Lefferts Gardens-Wingate","11225"
"94","NFP","1994-04-15T00:00:00.000","49-50 Prospect Park West","Brooklyn","1077","32","3010770032","Park Slope Historic District","Closed","Denied at staff level",,,,"40.669343","-73.972903","306","39","165","3025256","Park Slope-Gowanus","11215"
"94","HO","1994-04-18T00:00:00.000","765 Beck Street","Bronx","2708","57","2027080057","Longwood Historic District","Closed","Denied at staff level",,,,"40.816335","-73.898738","202","8","85","2005576","Longwood","10455"
"94","HO","1994-05-03T00:00:00.000","203 Maple Street","Brooklyn","5029","57","3050290057","Prospect Lefferts Gardens Historic District","Closed","Withdrawn",,,,"40.660608","-73.954319","309","40","800","3114761","Prospect Lefferts Gardens-Wingate","11225"
"94","HO","1994-05-05T00:00:00.000","74 Rutland Road","Brooklyn","5037","39","3050370039","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","6500.00","Completed","40.658911","-73.958274","309","40","79801","3115315","Prospect Lefferts Gardens-Wingate","11225"
"94","HO","1994-05-05T00:00:00.000","432 Clermont Avenue","Brooklyn","1958","48","3019580048","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.684896","-73.969219","302","35","179","3055900","Fort Greene","11238"
"94","HO","1994-05-09T00:00:00.000","178 MacDonough Street","Brooklyn","1856","19","3018560019","Stuyvesant Heights Historic District","Closed","Withdrawn",,,,"40.681508","-73.939335","303","36","273","3053571","Stuyvesant Heights","11216"
"94","HO","1994-05-12T00:00:00.000","301 Clermont Avenue","Brooklyn","2105","12","3021050012","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.6885","-73.96992","302","35","197","3059120","Clinton Hill","11205"
"94","HO","1994-05-16T00:00:00.000","401 Adelphi Street","Brooklyn","1958","9","3019580009","Not Landmarked","Closed","Denied at staff level",,,,"40.685339","-73.970297","302","35","179","3055870","Fort Greene","11238"
"94","HO","1994-05-20T00:00:00.000","35-14 88th Street","Queens","1461","11","4014610011","Jackson Heights Historic District","Closed","Denied at staff level",,,,"40.751754","-73.879003","403","25","279","4035870","Jackson Heights","11372"
"94","NFP","1994-05-24T00:00:00.000","1000 Richmond Terrace","Staten Island","76","200","5000760200","Individual Landmark","Closed","Presented to board","Approved","15000.00","Completed","40.645232","-74.104674","501","49","97","5000000","West New Brighton-New Brighton-St. George","10310"
"94","HO","1994-06-06T00:00:00.000","108 Lincoln Road","Brooklyn","5028","27","3050280027","Prospect Lefferts Gardens Historic District","Closed","Withdrawn",,,,"40.661049","-73.958979","309","40","79801","3114685","Prospect Lefferts Gardens-Wingate","11225"
