"generated_on","site_id","status","ppt_id","address","city","state","zip","boro","latitude","longitude","cross_street_1","cross_street_2","corner","community_board","council_district","census_tract","nta","bbl","bin","install_date","active_date","wifi_status","wifi_status_date","tablet_status","tablet_status_date","phone_status","phone_status_date","geocoded_column"
"2021-09-15 17:00:00.539","bk-02-142555","Repair","142555","50 JAY STREET","New York","NY","11201","Brooklyn","40.70367342","-73.98667345","PLYMOUTH STREET","WATER STREET","SW","302","33","3002100","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","3000300012","3329410",,,"null","null","null","null","null","null","
,  
(40.70367342, -73.98667345)"
"2021-09-15 17:00:00.539","bk-10-125946","Repair","125946","1384 65 STREET","New York","NY","11219","Brooklyn","40.62466915","-73.99951883","13 AVENUE","BEACH 65 STREET","null","310","38","3019400","Dyker Heights","3057540038","3328860",,,"null","null","null","null","null","null","
,  
(40.62466915, -73.99951883)"
"2021-09-15 17:00:00.539","bk-11-107663","Repair","107663","2320 86 STREET","New York","NY","11214","Brooklyn","40.60018912","-73.99111519","23 AVENUE","BEACH 86 STREET","null","311","47","3030000","Bensonhurst East","3068610046","3185419",,,"null","null","null","null","null","null","
,  
(40.60018912, -73.99111519)"
"2021-09-15 17:00:00.539","bk-11-108324","Repair","108324","8124 18 AVENUE","New York","NY","11214","Brooklyn","40.609486","-74.00003068","81 STREET","82 STREET","null","311","43","3027600","Bensonhurst West","3063140056","3344207",,,"null","null","null","null","null","null","
,  
(40.609486, -74.00003068)"
"2021-09-15 17:00:00.539","bk-11-125973","Repair","125973","2008 86 STREET","New York","NY","11214","Brooklyn","40.60439906","-73.99809373","20 AVENUE","BEACH 86 STREET","null","311","47","3028800","Bensonhurst West","3063750033","3166899",,,"null","null","null","null","null","null","
,  
(40.60439906, -73.99809373)"
"2021-09-15 17:00:00.539","bk-12-126075","Repair","126075","501 AVENUE P","New York","NY","11230","Brooklyn","40.60937154603887","-73.96886380036169","EAST 5 STREET","OCEAN PARKWAY","NE","312","44","3043800","Ocean Parkway South","3066120057","3174961",,,"null","null","null","null","null","null","
,  
(40.60937154603887, -73.96886380036169)"
"2021-09-15 17:00:00.539","bk-13-126201","Repair","126201","3195 CONEY ISLAND AVENUE","New York","NY","11235","Brooklyn","40.57821995","-73.95951876","BRIGHTON 10 STREET","BRIGHTON BEACH AVENUE","null","313","48","3061004","Brighton Beach","3087070452","3245413",,,"null","null","null","null","null","null","
,  
(40.57821995, -73.95951876)"
"2021-09-15 17:00:00.539","bk-13-145503","Repair","145503","1216 SURF AVENUE","New York","NY","11224","Brooklyn","40.57544557","-73.98013294","WEST 12 STREET","HENDERSON WALK","null","313","47","3035200","Seagate-Coney Island","3086940014","3245134",,,"null","null","null","null","null","null","
,  
(40.57544557, -73.98013294)"
"2021-09-15 17:00:00.539","bk-14-126488","Repair","126488","982 FLATBUSH AVENUE","New York","NY","11226","Brooklyn","40.64737402","-73.9582354","ALBEMARLE ROAD","REGENT PLACE","SW","314","40","3051001","Flatbush","3051250011","3117632",,,"null","null","null","null","null","null","
,  
(40.64737402, -73.9582354)"
"2021-09-15 17:00:00.539","bk-15-107669","Repair","107669","1805 AVENUE U","New York","NY","11229","Brooklyn","40.59924491","-73.9532675","EAST 18 STREET","EAST 19 STREET","null","315","48","3057800","Madison","3073230044","3198242",,,"null","null","null","null","null","null","
,  
(40.59924491, -73.9532675)"
