"objectid","cen_year","tree_dbh","address","tree_loc","pit_type","soil_lvl","status","spc_latin","spc_common","vert_other","vert_pgrd","vert_tgrd","vert_wall","horz_blck","horz_grate","horz_plant","horz_other","sidw_crack","sidw_raise","wire_htap","wire_prime","wire_2nd","wire_other","inf_canopy","inf_guard","inf_wires","inf_paving","inf_outlet","inf_shoes","inf_lights","inf_other","trunk_dmg","zipcode","zip_city","cb_num","borocode","boroname","cncldist","st_assem","st_senate","nta","nta_name","boro_ct","state","latitude","longitude","x_sp","y_sp","objectid_1","census_tract","bin","bbl","location_1"
"592383","2005","7","1129 57 STREET","Front","Sidewalk Pit","Level","Good","PYRUS CALLERYANA","PEAR, CALLERY","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","None","11219","Brooklyn","312","3","Brooklyn","44","48","17","BK88","Borough Park","3021600","New York","40.63274927","-74.00040352","984138","169804","10","216","3140042","3056890068","(40.63274927, -74.00040352)"
"592384","2006","26","2076 EAST   63 STREET","Across","Sidewalk Pit","Level","Excellent","PLATANUS ACERIFOLIA","LONDON PLANETREE","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","None","11234","Brooklyn","318","3","Brooklyn","46","59","19","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin","3069800","New York","40.61514638","-73.91225129","1008612","163403","11","698","3236927","3084050037","(40.61514638, -73.91225129)"
"592385","2005","20","2025 EAST   63 STREET","Front","Sidewalk Pit","Level","Excellent","PLATANUS ACERIFOLIA","LONDON PLANETREE","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","None","11234","Brooklyn","318","3","Brooklyn","46","59","19","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin","3069800","New York","40.61707482","-73.91437031","1008023","164105","12","698","3236987","3084060068","(40.61707482, -73.91437031)"
"592386","2006","4","1218 57 STREET","Front","Sidewalk Pit","Level","Good","PYRUS CALLERYANA","PEAR, CALLERY","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","11219","Brooklyn","312","3","Brooklyn","44","48","17","BK88","Borough Park","3021600","New York","40.63149764","-73.99837516","984701","169348","13","216","3258935","3056970014","(40.63149764, -73.99837516)"
"592387","2006","10","5702 12 AVENUE","Side","Sidewalk Pit","Level","Poor","ACER PLATANOIDES","MAPLE, NORWAY","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","None","11219","Brooklyn","312","3","Brooklyn","44","48","17","BK88","Borough Park","3021600","New York","40.63178585","-73.9990849","984504","169453","14","216","3140347","3056960038","(40.63178585, -73.9990849)"
"592388","2006","12","5702 12 AVENUE","Side","Sidewalk Pit","Level","Good","ACER PLATANOIDES","MAPLE, NORWAY","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","11219","Brooklyn","312","3","Brooklyn","44","48","17","BK88","Borough Park","3021600","New York","40.63178585","-73.9990849","984504","169453","15","216","3140347","3056960038","(40.63178585, -73.9990849)"
"592389","2006","16","1162 57 STREET","Front","Lawn","Level","Good","PLATANUS ACERIFOLIA","LONDON PLANETREE","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","11219","Brooklyn","312","3","Brooklyn","44","48","17","BK88","Borough Park","3021600","New York","40.63241167","-73.99988111","984283","169681","16","216","3140344","3056960032","(40.63241167, -73.99988111)"
"592390","2005","6","167 1 AVENUE","Front","Sidewalk Pit","Above","Poor","GLEDITSIA TRIACANTHOS","HONEYLOCUST","Yes","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","None","10003","New York","103","1","Manhattan","2","66","27","MN22","East Village","1004000","New York","40.72899366","-73.98430511","988600","204869","17","40","1006454","1004520035","(40.72899366, -73.98430511)"
"592391","2005","6","173 1 AVENUE","Front","Sidewalk Pit","Level","Good","TILIA CORDATA","LINDEN, LITTLE LEAF","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Torn Bark","10003","New York","103","1","Manhattan","2","66","27","MN22","East Village","1004000","New York","40.72917205","-73.98417518","988636","204934","18","40","1006451","1004520032","(40.72917205, -73.98417518)"
"592392","2005","3","185 1 AVENUE","Front","Sidewalk Pit","Level","Good","GLEDITSIA TRIACANTHOS","HONEYLOCUST","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Torn Bark","10003","New York","103","1","Manhattan","2","66","27","MN22","East Village","1004000","New York","40.72964959","-73.98382508","988733","205108","19","40","1006478","1004530034","(40.72964959, -73.98382508)"
"592393","2006","6","74A TRINITY PLACE","Across","Sidewalk Pit","Above","Excellent","PYRUS CALLERYANA","PEAR, CALLERY","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10006","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70835345","-74.01258449","980761","197349","20","13","1001036","1000510007","(40.70835345, -74.01258449)"
"592394","2006","5","74 TRINITY PLACE","Across","Sidewalk Pit","Above","Excellent","PYRUS CALLERYANA","PEAR, CALLERY","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10006","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70835345","-74.01258449","980761","197349","21","13","1001036","1000510007","(40.70835345, -74.01258449)"
"592395","2006","4","2 WASHINGTON STREET","Across","Sidewalk Pit","Level","Excellent","GLEDITSIA TRIACANTHOS","HONEYLOCUST","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10006","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70515268","-74.01558829","979928","196183","22","13","1087080","1000157501","(40.70515268, -74.01558829)"
"592396","2006","10","18 WASHINGTON STREET","Across","Sidewalk Pit","Level","Good","GLEDITSIA TRIACANTHOS","HONEYLOCUST","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10006","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70564402","-74.01539725","979981","196362","23","13","1087080","1000157501","(40.70564402, -74.01539725)"
"592397","2006","3","26 WASHINGTON STREET","Across","Sidewalk Pit","Below","Good","GLEDITSIA TRIACANTHOS","HONEYLOCUST","Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10006","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70588832","-74.01529992","980008","196451","24","13","1087080","1000157501","(40.70588832, -74.01529992)"
"592398","2005","15","29 BROADWAY","Rear","Continuous Pit","Level","Good","PLATANUS ACERIFOLIA","LONDON PLANETREE","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Trunk Wound","10004","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70600935","-74.01315031","980604","196495","25","13","1000802","1000200001","(40.70600935, -74.01315031)"
"592399","2005","3","185 1 AVENUE","Front","Sidewalk Pit","Level","Good","GLEDITSIA TRIACANTHOS","HONEYLOCUST","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Torn Bark","10003","New York","103","1","Manhattan","2","66","27","MN22","East Village","1004000","New York","40.72964959","-73.98382508","988733","205108","26","40","1006478","1004530034","(40.72964959, -73.98382508)"
"592400","2006","4","78 TRINITY PLACE","Across","Sidewalk Pit","Above","Good","PYRUS CALLERYANA","PEAR, CALLERY","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10006","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70843579","-74.0125304","980776","197379","27","13","1001033","1000510013","(40.70843579, -74.0125304)"
"592401","2006","7","74 TRINITY PLACE","Across","Sidewalk Pit","Above","Excellent","PYRUS CALLERYANA","PEAR, CALLERY","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10006","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70835345","-74.01258449","980761","197349","28","13","1001036","1000510007","(40.70835345, -74.01258449)"
"592402","2006","9","17 BATTERY PLACE","Side/Across","Sidewalk Pit","Level","Excellent","GLEDITSIA TRIACANTHOS","HONEYLOCUST","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","None","10006","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70505379","-74.0161942","979760","196147","29","13","1082634","1000157501","(40.70505379, -74.0161942)"
"592403","2006","15","2 WASHINGTON STREET","Across","Sidewalk Pit","Level","Good","PLATANUS ACERIFOLIA","LONDON PLANETREE","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Torn Bark","10006","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70515268","-74.01558829","979928","196183","30","13","1087080","1000157501","(40.70515268, -74.01558829)"
"592404","2006","8","26 WASHINGTON STREET","Across","Sidewalk Pit","Below","Good","GLEDITSIA TRIACANTHOS","HONEYLOCUST","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","None","10006","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70588832","-74.01529992","980008","196451","31","13","1087080","1000157501","(40.70588832, -74.01529992)"
"592405","2006","4","21 WEST STREET","Rear","Sidewalk Pit","Below","Good","GLEDITSIA TRIACANTHOS","HONEYLOCUST","Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10006","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70643443","-74.01598895","979817","196650","32","13","1000047","1000150022","(40.70643443, -74.01598895)"
"592406","2005","5","29 BROADWAY","Rear","Sidewalk Pit","Level","Good","GLEDITSIA TRIACANTHOS","HONEYLOCUST","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10004","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70600935","-74.01315031","980604","196495","33","13","1000802","1000200001","(40.70600935, -74.01315031)"
"592407","2005","7","29 BROADWAY","Rear","Sidewalk Pit","Level","Good","GLEDITSIA TRIACANTHOS","HONEYLOCUST","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10004","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70600935","-74.01315031","980604","196495","34","13","1000802","1000200001","(40.70600935, -74.01315031)"
"592408","2005","2","25 BROADWAY","Rear","Sidewalk Pit","Level","Poor","UNKNOWN","UNKNOWN","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10004","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70574309","-74.01338109","980540","196398","35","13","1000045","1000130027","(40.70574309, -74.01338109)"
"592409","2005","2","25 BROADWAY","Rear","Sidewalk Pit","Level","Poor","UNKNOWN","UNKNOWN","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Torn Bark","10004","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70574309","-74.01338109","980540","196398","36","13","1000045","1000130027","(40.70574309, -74.01338109)"
"592410","2005","3","25 BROADWAY","Rear","Sidewalk Pit","Level","Poor","GLEDITSIA TRIACANTHOS","HONEYLOCUST","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10004","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70574309","-74.01338109","980540","196398","37","13","1000045","1000130027","(40.70574309, -74.01338109)"
"592411","2005","3","600 WEST  157 STREET","Front","Sidewalk Pit","Below","Good","GLEDITSIA TRIACANTHOS","HONEYLOCUST","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.83437147","-73.94560605","999302","243266","38","241","1063255","1021340090","(40.83437147, -73.94560605)"
"592412","2005","16","800 RIVERSIDE DRIVE","Side","Sidewalk Pit","Level","Good","GINKGO BILOBA","GINKGO","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","39","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592413","2005","12","800 RIVERSIDE DRIVE","Side","Sidewalk Pit","Level","Good","GINKGO BILOBA","GINKGO","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","40","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592414","2005","9","800 RIVERSIDE DRIVE","Side","Sidewalk Pit","Level","Good","PYRUS CALLERYANA","PEAR, CALLERY","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","41","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592415","2006","2","11 GREENWICH STREET","Across","Sidewalk Pit","Level","Poor","UNKNOWN","UNKNOWN","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Torn Bark","10006","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70537238","-74.01469748","980175","196263","42","13","1000044","1000130005","(40.70537238, -74.01469748)"
"592416","2005","3","25 BROADWAY","Rear","Sidewalk Pit","Level","Good","GLEDITSIA TRIACANTHOS","HONEYLOCUST","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Trunk Wound","10004","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70574309","-74.01338109","980540","196398","43","13","1000045","1000130027","(40.70574309, -74.01338109)"
"592417","2005","2","25 BROADWAY","Rear","Sidewalk Pit","Level","Poor","UNKNOWN","UNKNOWN","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10004","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70574309","-74.01338109","980540","196398","44","13","1000045","1000130027","(40.70574309, -74.01338109)"
"592418","2005","2","25 BROADWAY","Rear","Sidewalk Pit","Above","Poor","UNKNOWN","UNKNOWN","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10004","New York","101","1","Manhattan","1","65","26","MN25","Battery Park City-Lower Manhattan","1001300","New York","40.70574309","-74.01338109","980540","196398","45","13","1000045","1000130027","(40.70574309, -74.01338109)"
"592419","2005","2","600 WEST  157 STREET","Front","Sidewalk Pit","Below","Poor","KOELREUTERIA PANICULATA","GOLDENRAIN TREE","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.83437147","-73.94560605","999302","243266","46","241","1063255","1021340090","(40.83437147, -73.94560605)"
"592420","2005","11","800 RIVERSIDE DRIVE","Side","Sidewalk Pit","Level","Good","GINKGO BILOBA","GINKGO","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","47","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592421","2005","8","800 RIVERSIDE DRIVE","Side","Sidewalk Pit","Level","Good","PYRUS CALLERYANA","PEAR, CALLERY","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","48","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592422","2005","10","800 RIVERSIDE DRIVE","Side","Sidewalk Pit","Level","Good","GINKGO BILOBA","GINKGO","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","49","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592423","2005","8","800 RIVERSIDE DRIVE","Side","Sidewalk Pit","Level","Good","TILIA CORDATA","LINDEN, LITTLE LEAF","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","50","241","1063275","1021340195","(40.8349923, -73.94674749)"
"641141","2005","6","no address no address","Front","Continuous Pit","Level","Good","PYRUS CALLERYANA","PEAR, CALLERY","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Trunk Wound","0",,"0","1","Manhattan","0","0","0"," "," ",,"New York","0","0","0","0","48768",,,,"(0.0, 0.0)"
"592424","2005","7","800 RIVERSIDE DRIVE","Side","Sidewalk Pit","Level","Good","PYRUS CALLERYANA","PEAR, CALLERY","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","51","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592425","2005","12","800 RIVERSIDE DRIVE","Front","Sidewalk Pit","Level","Poor","GLEDITSIA TRIACANTHOS","HONEYLOCUST","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Trunk Wound","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","52","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592426","2005","3","800 RIVERSIDE DRIVE","Front","Sidewalk Pit","Level","Good","CORNUS FLORIDA","DOGWOOD, FLOWERING","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","53","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592427","2005","11","800 RIVERSIDE DRIVE","Front","Sidewalk Pit","Level","Good","GLEDITSIA TRIACANTHOS","HONEYLOCUST","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","54","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592428","2005","8","800 RIVERSIDE DRIVE","Side","Sidewalk Pit","Level","Good","CORNUS FLORIDA","DOGWOOD, FLOWERING","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","55","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592429","2005","4","800 RIVERSIDE DRIVE","Side","Sidewalk Pit","Level","Good","CORNUS FLORIDA","DOGWOOD, FLOWERING","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","56","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592430","2005","14","800 RIVERSIDE DRIVE","Side","Sidewalk Pit","Level","Good","CORNUS FLORIDA","DOGWOOD, FLOWERING","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","57","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592431","2005","3","800 RIVERSIDE DRIVE","Side","Sidewalk Pit","Level","Poor","ACER PSEUDOPLATANUS","MAPLE, SYCAMORE","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","58","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592432","2005","4","800 RIVERSIDE DRIVE","Front","Sidewalk Pit","Level","Good","ACER RUBRUM","MAPLE, RED","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","59","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592433","2005","11","800 RIVERSIDE DRIVE","Front","Sidewalk Pit","Level","Good","GLEDITSIA TRIACANTHOS","HONEYLOCUST","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","60","241","1063275","1021340195","(40.8349923, -73.94674749)"
"592434","2005","5","800 RIVERSIDE DRIVE","Front","Sidewalk Pit","Level","Good","PRUNUS CERASIFERA","PLUM, PURPLELEAF","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None","10032","New York","112","1","Manhattan","7","71","31","MN36","Washington Heights South","1024100","New York","40.8349923","-73.94674749","998986","243492","61","241","1063275","1021340195","(40.8349923, -73.94674749)"
