"inmateid","admitted_dt","discharged_dt","race","gender","inmate_status_code","top_charge"
"10008773","2018-08-23T10:15:28.000","2018-08-23T11:14:00.000","UNKNOWN","M ","DE","VTL 1192.3"
"20037818","2018-08-05T19:13:46.000","2018-08-10T16:46:05.000","UNKNOWN","M ","DE",
"20197484","2018-08-14T02:08:36.000",,"BLACK","F ","DE","120.05"
"20150289","2018-08-02T00:05:22.000",,"UNKNOWN","M ","DPV",
"20122449","2018-08-23T18:34:24.000",,"UNKNOWN","M ","DE","120.05"
"20197446","2018-08-12T20:18:01.000","2018-08-13T21:07:02.000","UNKNOWN","M ","DE",
"20169029","2018-08-06T13:31:22.000","2018-08-20T00:36:02.000","BLACK","F ","DE",
"20197430","2018-08-11T19:51:44.000","2018-08-28T17:26:02.000","BLACK","F ","DE",
"20031992","2018-08-23T23:14:40.000",,"BLACK","M ","DE","120.13"
"20126037","2018-08-13T20:34:10.000","2018-08-13T22:37:00.000","UNKNOWN","M ","DE",
"20196403","2018-08-21T16:51:00.000","2018-08-25T06:21:05.000","UNKNOWN","M ","DE",
"20164818","2018-08-06T18:43:14.000",,"UNKNOWN","M ","DE","140.25"
"20197366","2018-08-09T19:05:43.000","2018-08-12T01:25:02.000","BLACK","M ","DE",
"107328","2018-08-26T14:01:03.000","2018-08-31T13:31:03.000","BLACK","M ","DE",
"90850","2018-08-06T23:54:50.000","2018-08-08T00:37:04.000","BLACK","M ","DE",
"20191402","2018-08-29T17:28:45.000","2018-08-31T13:04:02.000","BLACK","F ","DE",
"4608","2016-02-06T02:13:58.000",,"BLACK","M ","DEP","125.25"
"20197343","2018-08-08T21:58:23.000","2018-08-13T17:33:02.000","UNKNOWN","F ","DE",
"20167263","2018-08-14T19:55:06.000","2018-08-14T21:33:02.000","BLACK","M ","DE",
"63278","2018-08-25T06:46:49.000","2018-08-31T03:09:00.000","UNKNOWN","M ","SSR",
"20084861","2018-08-02T22:06:45.000","2018-08-17T17:55:05.000","UNKNOWN","M ","DE",
"20197573","2018-08-16T14:33:00.000","2018-08-31T16:38:00.000","BLACK","M ","DE",
"20188740","2018-08-09T12:28:58.000",,"UNKNOWN","M ","CS","260.10"
"62964","2018-08-25T20:13:00.000","2018-08-31T04:11:04.000","BLACK","M ","DE",
"20197423","2018-08-11T17:06:04.000","2018-08-21T03:29:03.000","UNKNOWN","M ","DE",
"20171425","2018-08-28T16:33:26.000",,"BLACK","M ","DE","110-125.25"
"112485","2018-08-21T18:14:43.000",,"UNKNOWN","M ","DE","220.39"
"62667","2018-08-30T17:57:24.000",,"UNKNOWN","M ","DE","140.20"
"20197458","2018-08-13T02:03:38.000","2018-08-15T04:20:02.000","ASIAN","M ","DE",
"20013634","2018-08-03T00:45:09.000",,"UNKNOWN","M ","DE","155.30"
"111199","2018-08-29T13:41:22.000",,"BLACK","M ","DE","220.39"
"36380","2018-08-17T15:04:56.000","2018-08-28T06:41:02.000","UNKNOWN","F ","DE",
"20073991","2018-08-15T12:46:00.000",,"UNKNOWN","M ","DPV",
"20048091","2018-08-25T02:39:17.000",,"UNKNOWN","M ","DPV",
"20166572","2018-08-11T19:37:56.000","2018-08-16T18:23:04.000","BLACK","M ","DE",
"69806","2018-08-01T22:23:54.000","2018-08-06T02:23:03.000","UNKNOWN","M ","CS","220.03"
"31579","2018-08-09T13:33:35.000","2018-08-11T00:48:03.000","BLACK","M ","DE",
"20168601","2018-08-14T16:33:58.000",,"UNKNOWN","F ","DE","120.00"
"20046629","2018-08-20T17:38:00.000","2018-08-21T16:26:04.000","BLACK","M ","DE",
"20120774","2018-08-06T13:51:14.000",,"BLACK","M ","DE","AC 000.00"
"20187899","2018-08-03T01:04:00.000",,"BLACK","M ","DE","160.10"
"85829","2018-08-09T17:45:08.000","2018-08-16T00:13:04.000","BLACK","F ","DE",
"20197121","2018-08-01T16:15:34.000","2018-08-20T17:38:03.000","UNKNOWN","M ","DE",
"20185903","2018-08-20T19:06:39.000",,"UNKNOWN","M ","DE","220.39"
"20193263","2018-08-24T16:57:00.000",,"UNKNOWN","M ","DE","215.51"
"134879","2018-08-15T11:43:01.000","2018-08-15T14:49:03.000","BLACK","M ","DE",
"115964","2018-08-02T11:18:45.000","2018-08-04T06:40:04.000","BLACK","M ","DE",
"20108743","2018-08-14T16:46:00.000",,"UNKNOWN","M ","DEP","120.00"
"75738","2018-08-13T12:30:00.000","2018-08-27T00:06:01.000","UNKNOWN","F ","DE",
"20170627","2018-08-17T13:14:32.000",,"UNKNOWN","M ","DE","170.30"
"20174448","2018-08-19T16:14:23.000",,"BLACK","M ","DE","215.51"
"20197623","2018-08-17T19:27:42.000",,"ASIAN","M ","DE","220.21"
"20013823","2018-08-30T16:13:23.000",,"UNKNOWN","M ","DPV",
"20165094","2018-08-18T16:59:55.000",,"BLACK","M ","DEP","160.15"
"82039","2018-08-15T16:47:28.000","2018-08-21T03:20:03.000","BLACK","M ","CS",
"20112400","2018-08-17T19:54:23.000","2018-08-20T21:31:01.000","BLACK","M ","DE",
"20191801","2018-08-15T16:31:22.000",,"UNKNOWN","M ","DE","VTL 511"
"20176309","2018-08-08T11:49:34.000","2018-08-09T00:26:01.000","UNKNOWN","M ","DE",
"20119618","2018-08-27T11:24:23.000",,"UNKNOWN","M ","DPV",
"20197883","2018-08-28T19:28:30.000",,"UNKNOWN","M ","DE","155.25"
"20120013","2018-08-17T16:20:29.000",,"BLACK","M ","DE","FOA 900.00"
"61703","2018-08-02T00:10:45.000","2018-08-30T00:30:02.000","BLACK","M ","DE",
"10015263","2018-08-30T00:02:24.000",,"BLACK","M ","DE","120.00"
"20197468","2018-08-13T18:06:48.000",,"UNKNOWN","M ","DE","105.15"
"20004496","2018-08-30T19:46:27.000",,"UNKNOWN","F ","DE","125.25"
"20030255","2018-08-22T16:37:00.000",,"BLACK","M ","DE","220.39"
"20072732","2018-08-07T00:30:02.000","2018-08-07T20:14:03.000","UNKNOWN","M ","DE",
"20111286","2018-08-29T22:30:00.000",,"UNKNOWN","M ","DE","140.20"
"20166653","2018-08-23T20:00:00.000",,"UNKNOWN","M ","DE",
"161247","2018-08-28T16:37:00.000",,"UNKNOWN","M ","DPV",
"20185463","2018-08-20T19:13:10.000",,"UNKNOWN","M ","DE",
"20177161","2018-08-01T16:11:49.000",,"ASIAN","M ","CS","220.16"
"114633","2018-08-01T15:18:00.000",,"BLACK","M ","DE","110-125.25"
"20163108","2018-08-06T20:22:19.000","2018-08-10T05:55:05.000","BLACK","M ","DE",
"20167232","2018-08-14T13:11:51.000","2018-08-21T11:50:00.000","UNKNOWN","M ","DE",
"20197853","2018-08-27T17:57:50.000",,"BLACK","M ","DE","160.15"
"20020585","2018-08-01T23:30:00.000",,"BLACK","M ","DPV",
"20197793","2018-08-24T20:59:00.000",,"UNKNOWN","F ","DE","140.20"
"20019118","2018-08-09T11:39:00.000","2018-08-21T14:33:01.000","BLACK","M ","DE",
"170581","2018-08-14T22:37:05.000",,"BLACK","M ","DEP","221.05"
"20146450","2018-08-22T17:00:17.000","2018-08-28T00:28:01.000","UNKNOWN","F ","DE",
"20161051","2018-08-23T01:38:00.000","2018-08-29T00:34:04.000","UNKNOWN","M ","DE",
"63183","2018-08-11T16:38:06.000",,"BLACK","M ","DE","155.30"
"118515","2018-08-03T17:28:26.000","2018-08-08T13:22:00.000","BLACK","M ","DE",
"20197301","2018-08-07T21:45:18.000",,"UNKNOWN","M ","DE","130.75"
"20166368","2018-08-28T11:23:43.000","2018-08-28T14:17:02.000","BLACK","M ","DE","120.05"
"116997","2018-08-22T12:40:27.000","2018-08-22T21:29:03.000","BLACK","M ","DE","170.20"
"10011661","2018-08-25T19:35:30.000",,"UNKNOWN","M ","DE","VTL 511"
"20175419","2018-08-08T17:15:29.000",,"UNKNOWN","M ","DE","140.25"
"20197716","2018-08-22T00:10:26.000","2018-08-25T00:28:03.000","BLACK","M ","DE",
"83587","2018-08-30T16:57:50.000","2018-09-01T00:30:01.000","BLACK","M ","DE",
"51863","2018-08-23T17:24:23.000",,"BLACK","M ","DE","220.16"
"20197847","2018-08-27T16:13:01.000","2018-08-28T20:55:05.000","UNKNOWN","M ","DE",
"20160163","2018-08-21T13:56:00.000",,"BLACK","M ","DPV",
"20195731","2018-08-09T10:47:46.000","2018-08-14T03:33:05.000","UNKNOWN","M ","CS","155.25"
"20197875","2018-08-28T15:22:30.000",,"UNKNOWN","M ","CS","130.40"
"107157","2018-08-23T11:20:00.000",,"UNKNOWN","M ","DPV",
"110299","2018-08-27T09:02:22.000",,"UNKNOWN","M ","DPV",
"74629","2018-08-02T13:39:00.000",,"UNKNOWN","M ","DPV",
"123490","2018-08-01T14:55:47.000",,"BLACK","M ","DE","120.10"
"20158265","2018-08-05T22:30:00.000",,"BLACK","M ","DE","170.25"
"20188950","2018-08-31T23:03:00.000",,"BLACK","M ","DE","265.02"
"20043962","2018-08-08T11:48:20.000",,"BLACK","M ","DE","120.10"
"20135073","2018-08-10T18:50:39.000",,"BLACK","M ","DPV",
"5698","2018-08-01T18:45:09.000","2018-08-15T01:01:00.000","BLACK","M ","SCO",
"20184920","2018-08-26T12:20:28.000","2018-08-29T00:30:04.000","BLACK","M ","DE",
"20197938","2018-08-30T17:37:32.000",,"UNKNOWN","M ","DE","110-160.15"
"20067101","2018-08-31T19:08:20.000",,"BLACK","M ","DPV",
"20168689","2018-08-09T20:05:59.000","2018-08-11T02:18:00.000","BLACK","F ","DE",
"20137286","2018-08-21T17:06:35.000",,"UNKNOWN","M ","DE","155.35"
"20176346","2018-08-10T19:00:27.000","2018-08-22T00:48:02.000","BLACK","M ","SCO","220.03"
"20172926","2018-08-11T18:45:00.000",,"BLACK","M ","DPV",
"28175","2016-02-01T13:14:49.000",,"BLACK","M ","DE","110-160.10"
"20081146","2018-08-24T13:09:54.000","2018-08-29T13:04:02.000","BLACK","M ","DE",
"17274","2018-08-21T11:30:00.000",,"BLACK","M ","DE","120.00"
"20194723","2018-08-16T15:50:23.000",,"UNKNOWN","F ","DE","155.40"
"20197339","2018-08-08T18:43:24.000",,"UNKNOWN","M ","DPV",
"20176038","2018-08-27T12:26:17.000",,"BLACK","F ","DE","120.00"
"20197655","2018-08-19T01:24:31.000","2018-08-20T02:33:00.000","UNKNOWN","M ","DE",
"20197281","2018-08-07T12:45:28.000","2018-08-16T17:14:03.000","UNKNOWN","F ","DE",
"10010679","2018-08-25T11:09:00.000","2018-08-29T18:20:05.000","UNKNOWN","M ","DE",
"20045740","2018-08-01T12:13:51.000","2018-08-01T00:14:03.000","BLACK","M ","DE",
"10005270","2018-08-06T15:20:17.000",,"UNKNOWN","F ","DPV",
"20013823","2018-08-29T16:50:06.000","2018-08-30T05:16:05.000","UNKNOWN","M ","DE",
"20131366","2018-08-03T16:07:00.000",,"UNKNOWN","M ","DPV",
"99616","2018-08-15T18:37:24.000","2018-08-18T06:27:00.000","BLACK","M ","DE",
"35705","2018-08-06T01:13:00.000","2018-08-27T00:24:05.000","BLACK","M ","DE","VTL 509"
"20197275","2018-08-07T03:33:46.000","2018-08-10T15:51:04.000","BLACK","M ","DE",
"20189047","2018-08-15T00:56:56.000",,"UNKNOWN","M ","DE","120.05"
"19389","2018-08-02T17:33:32.000",,"BLACK","M ","CS","AC 999.99"
"20197574","2018-08-16T15:45:18.000",,"BLACK","M ","DE",
"20197220","2018-08-04T01:29:00.000","2018-08-23T13:14:02.000","BLACK","F ","DE",
"35044","2016-02-01T13:12:35.000",,"BLACK","M ","DE","110-160.10"
"137314","2018-08-05T12:19:31.000","2018-08-16T00:13:01.000","BLACK","F ","DE",
"20153284","2018-08-28T16:26:00.000",,"UNKNOWN","M ","DPV",
"20059742","2018-08-22T10:18:31.000",,"BLACK","M ","CS","110-265.03"
"123424","2018-08-05T13:04:57.000",,"BLACK","M ","DE","220.39"
"68245","2018-08-04T03:28:34.000","2018-08-15T10:53:00.000","BLACK","M ","DPV",
"126322","2018-08-20T00:34:00.000","2018-08-20T14:11:02.000","BLACK","M ","DE",
"20197635","2018-08-18T12:11:12.000",,"BLACK","M ","DE","120.10"
"20056735","2018-08-09T16:16:42.000",,"UNKNOWN","M ","DE","240.26"
"20152561","2018-08-11T20:24:17.000","2018-08-29T14:46:05.000","UNKNOWN","M ","DE",
"121263","2018-08-30T01:47:33.000",,"UNKNOWN","M ","DE","110-125.25"
"35044","2018-08-12T17:49:13.000",,"BLACK","M ","DEP","165.40"
"20070147","2018-08-24T18:58:22.000",,"BLACK","M ","SCO",
"20162441","2018-08-30T19:35:11.000",,"BLACK","M ","DE","120.14"
"20078571","2018-08-09T06:14:10.000","2018-08-17T02:43:03.000","BLACK","M ","SSR","110-220.06"
"20046012","2018-08-05T19:11:05.000",,"UNKNOWN","M ","DEP","160.10"
"20063103","2018-08-25T21:21:28.000",,"UNKNOWN","M ","CS","220.03"
"77262","2018-08-21T00:05:15.000","2018-08-30T15:55:01.000","BLACK","M ","DE",
"20153625","2018-08-16T12:16:14.000",,"BLACK","M ","DE","140.25"
"52336","2018-08-18T19:15:53.000","2018-08-22T16:45:05.000","UNKNOWN","M ","DE",
"22739","2018-08-10T21:29:57.000","2018-08-15T21:58:04.000","BLACK","M ","DE",
"20084821","2018-08-21T18:38:00.000","2018-08-28T17:40:02.000","BLACK","M ","DE",
"20180558","2018-08-19T21:04:00.000",,"UNKNOWN","M ","DE","155.25"
"20197621","2018-08-17T18:31:26.000","2018-08-17T00:13:05.000","UNKNOWN","M ","DE",
"20197495","2018-08-14T14:38:24.000","2018-08-16T00:54:05.000","UNKNOWN","M ","CS","155.25"
"20026021","2018-08-07T16:54:31.000",,"BLACK","M ","DE","120.00"
"20197933","2018-08-30T16:33:59.000","2018-08-30T19:51:00.000","UNKNOWN","M ","DE",
"20028148","2018-08-15T17:47:15.000",,"UNKNOWN","M ","DE","215.51"
"75202","2018-08-31T11:52:00.000",,"BLACK","M ","DEP","140.25"
"20197361","2018-08-09T17:58:53.000",,"BLACK","M ","DE","220.43"
"20102269","2018-08-31T14:06:59.000",,"UNKNOWN","M ","DE","120.05"
"20088457","2018-08-11T12:40:30.000","2018-08-20T20:20:00.000","BLACK","M ","CS","120.00"
"20197806","2018-08-25T10:53:25.000","2018-08-28T08:50:05.000","BLACK","M ","DE",
"138886","2018-08-10T21:13:23.000",,"BLACK","M ","DE","160.10"
"20025194","2018-08-01T13:42:30.000","2018-08-27T18:16:01.000","BLACK","M ","DE",
"20012728","2018-08-09T18:29:43.000","2018-08-27T02:45:05.000","UNKNOWN","M ","CS","155.25"
"20197482","2018-08-14T01:45:00.000","2018-08-17T17:04:05.000","BLACK","M ","DE",
"20197300","2018-08-07T21:25:01.000","2018-08-09T14:30:05.000","UNKNOWN","F ","DE",
"42481","2018-08-16T01:21:00.000","2018-08-20T18:09:05.000","BLACK","M ","DE",
"139228","2018-08-21T13:54:40.000","2018-08-28T08:56:05.000","BLACK","M ","DE",
"20197369","2018-08-14T00:09:40.000","2018-08-30T16:57:04.000","BLACK","M ","DE",
"20197277","2018-08-07T11:54:22.000","2018-08-17T08:12:02.000","UNKNOWN","M ","CS","VTL 1190"
"20180537","2018-08-15T17:29:18.000",,"BLACK","M ","DE","215.51"
