"inmateid","admitted_dt","discharged_dt","race","gender","inmate_status_code","top_charge"
"20197826","2018-08-26T02:30:11.000","2018-08-27T05:34:00.000","BLACK","M ","DE",
"106560","2018-08-29T09:51:53.000",,"BLACK","M ","DPV",
"20145065","2018-08-20T01:05:00.000",,"UNKNOWN","M ","DE","265.03"
"20133949","2018-08-01T15:03:17.000","2018-08-15T02:38:01.000","UNKNOWN","M ","DE","CO"
"20197267","2018-08-06T18:01:48.000","2018-08-23T21:21:02.000","UNKNOWN","M ","DE",
"170024","2018-08-12T00:07:00.000","2018-08-12T07:54:02.000","BLACK","M ","DE",
"20197315","2018-08-08T12:43:32.000","2018-08-14T21:21:00.000","UNKNOWN","M ","DE",
"20194702","2018-08-03T00:30:47.000",,"BLACK","M ","DE","265.03"
"20014341","2018-08-23T12:00:00.000",,"BLACK","M ","DE","140.20"
"20197179","2018-08-02T19:14:04.000","2018-08-06T10:26:03.000","UNKNOWN","F ","DE",
"20015128","2018-08-09T01:34:42.000","2018-08-14T22:19:04.000","BLACK","F ","DE",
"163077","2018-08-09T17:19:18.000",,"BLACK","M ","DEP","160.10"
"98440","2018-08-09T21:32:26.000",,"UNKNOWN","F ","DE","220.39"
"20060692","2018-08-01T10:42:46.000","2018-08-29T17:18:01.000","UNKNOWN","M ","DE",
"7492","2018-08-06T21:13:21.000","2018-08-10T02:35:00.000","UNKNOWN","M ","DE",
"10004536","2018-08-16T13:00:01.000",,"BLACK","M ","DE","VTL 1192.3"
"47382","2018-08-18T01:38:17.000","2018-08-30T03:38:03.000","BLACK","M ","DE",
"20197346","2018-08-08T23:43:00.000","2018-08-10T20:57:03.000","UNKNOWN","M ","DE",
"145404","2018-08-10T01:29:00.000",,"UNKNOWN","M ","DE","0"
"20131970","2018-08-01T12:41:00.000",,"BLACK","M ","DPV",
"20186894","2018-08-01T13:54:40.000","2018-08-24T13:15:02.000","BLACK","M ","DE",
"20197967","2018-08-31T19:37:00.000",,"BLACK","M ","DE","120.05"
"122043","2018-08-25T21:13:19.000",,"BLACK","M ","CS","155.25"
"169718","2018-08-28T14:49:31.000",,"UNKNOWN","M ","DPV",
"20197230","2018-08-04T20:06:52.000","2018-08-04T21:22:03.000","UNKNOWN","M ","DE",
"20095055","2018-08-29T17:27:00.000","2018-08-30T04:54:05.000","BLACK","M ","DE",
"5938","2018-08-25T01:09:39.000",,"UNKNOWN","M ","DEP","220.16"
"20197180","2018-08-02T19:32:07.000","2018-08-11T01:30:04.000","UNKNOWN","M ","DE",
"20110838","2018-08-26T03:53:46.000","2018-08-31T04:00:04.000","UNKNOWN","M ","CS","220.03"
"132132","2018-08-13T19:00:03.000","2018-08-22T00:48:01.000","UNKNOWN","M ","SSR",
"20018299","2018-08-21T15:05:06.000","2018-08-24T17:04:02.000","BLACK","M ","DE",
"80751","2018-08-01T23:55:04.000","2018-08-20T01:21:00.000","BLACK","M ","CS","120.00"
"20040397","2018-08-30T15:57:39.000",,"BLACK","M ","DE","265.03"
"10009995","2018-08-06T17:07:07.000",,"UNKNOWN","M ","DEP","220.03"
"20188939","2018-08-20T13:09:05.000","2018-08-22T11:21:04.000","UNKNOWN","M ","DE",
"20159875","2018-08-24T01:08:26.000",,"BLACK","M ","DE","165.15"
"20169328","2018-08-16T13:22:42.000",,"BLACK","M ","DE","353-A(1)"
"20192062","2018-08-16T13:57:29.000",,"UNKNOWN","F ","DE","120.05"
"6798","2018-08-11T14:02:13.000","2018-08-11T15:23:04.000","UNKNOWN","F ","DE",
"25425","2018-08-15T14:18:49.000","2018-08-29T03:19:02.000","BLACK","M ","DE",
"11050","2018-08-16T22:12:46.000",,"UNKNOWN","M ","DPV",
"20197113","2018-08-01T13:23:11.000",,"UNKNOWN","M ","DE","265.02"
"20196444","2018-08-08T16:32:42.000","2018-08-13T22:09:00.000","UNKNOWN","F ","DE",
"20079538","2018-08-28T00:41:00.000","2018-08-31T20:24:04.000","UNKNOWN","M ","DE",
"132381","2018-08-20T12:52:29.000",,"UNKNOWN","F ","DE","220.39"
"84437","2018-08-28T12:09:00.000",,"BLACK","M ","DE","140.15"
"10403","2018-08-28T12:57:41.000",,"BLACK","M ","DPV",
"20197617","2018-08-17T17:21:00.000","2018-08-20T14:27:03.000","BLACK","M ","DE",
"20129115","2018-08-03T20:32:42.000",,"BLACK","F ","DE","120.10"
"20168484","2018-08-05T03:13:13.000","2018-08-17T23:53:02.000","BLACK","M ","DE",
"20197317","2018-08-08T12:49:10.000","2018-08-13T17:10:04.000","UNKNOWN","M ","DE",
"20122590","2018-08-17T00:28:24.000","2018-08-21T17:50:04.000","UNKNOWN","M ","DE",
"28839","2018-08-21T15:21:21.000",,"BLACK","M ","CS","155.25"
"20197947","2018-08-31T00:58:00.000",,"UNKNOWN","M ","DE","AC 000.00"
"20197602","2018-08-17T11:14:43.000","2018-08-22T16:41:01.000","BLACK","M ","DE",
"20197445","2018-08-12T20:51:57.000",,"BLACK","M ","DE","215.51"
"20134352","2018-08-26T23:06:00.000",,"BLACK","M ","DE","120.00"
"20172320","2018-08-22T12:58:30.000",,"BLACK","M ","CS","155.35"
"20123234","2018-08-01T18:35:45.000","2018-08-11T02:33:03.000","BLACK","M ","DE",
"10003513","2018-08-15T13:31:47.000","2018-08-20T19:26:04.000","BLACK","M ","DE",
"20182689","2018-08-26T01:06:08.000","2018-08-27T02:31:01.000","UNKNOWN","M ","DE",
"7964","2018-08-23T23:55:17.000",,"UNKNOWN","M ","DEP","220.03"
"165154","2018-08-17T02:05:04.000",,"UNKNOWN","M ","DPV",
"18320","2018-08-08T01:53:03.000",,"UNKNOWN","M ","DE","165.45"
"20129329","2018-08-23T19:05:38.000",,"UNKNOWN","M ","DE","265.02"
"80499","2018-08-26T01:16:28.000",,"BLACK","M ","DE","160.15"
"120053","2018-08-02T13:07:39.000","2018-08-04T08:17:04.000","BLACK","M ","DE",
"20171988","2018-08-16T12:11:14.000","2018-08-23T13:14:05.000","UNKNOWN","M ","DE",
"10177","2018-08-16T21:05:48.000","2018-08-21T03:22:04.000","BLACK","M ","CS","155.25"
"20007463","2018-08-16T12:54:00.000",,"BLACK","M ","DE","140.25"
"20197360","2018-08-09T17:22:00.000","2018-08-09T19:05:00.000","UNKNOWN","M ","DE",
"20081534","2018-08-02T21:46:20.000",,"UNKNOWN","M ","DEP","265.02"
"20158966","2018-08-02T17:48:42.000","2018-08-02T21:41:02.000","UNKNOWN","M ","DE",
"5070","2018-08-23T01:17:20.000",,"BLACK","M ","DE","140.25"
"20197787","2018-08-24T19:23:29.000",,"UNKNOWN","M ","DE","110-160.15"
"47508","2018-08-07T12:53:00.000",,"UNKNOWN","M ","DE","155.25"
"20193893","2018-08-15T00:27:56.000","2018-08-17T00:44:00.000","UNKNOWN","M ","DE",
"67657","2018-08-21T16:13:25.000",,"BLACK","M ","DE","511(1)(A)"
"20018510","2018-08-20T15:04:32.000",,"BLACK","M ","DNS",
"20034711","2018-08-11T17:58:59.000",,"UNKNOWN","M ","DEP","120.14"
"20152574","2018-08-07T12:30:06.000","2018-08-07T13:29:01.000","BLACK","F ","DE",
"20197291","2018-08-07T16:39:59.000","2018-08-22T13:01:03.000","BLACK","M ","DE",
"87342","2018-08-15T16:12:00.000","2018-08-28T05:04:03.000","BLACK","M ","DE",
"141256","2018-08-30T14:45:58.000",,"UNKNOWN","M ","DEP","265.03"
"20086960","2018-08-16T13:16:48.000","2018-08-25T01:30:01.000","BLACK","M ","DE",
"20197887","2018-08-28T20:20:00.000","2018-08-29T18:37:00.000","UNKNOWN","M ","DE",
"20197687","2018-08-20T19:49:00.000",,"BLACK","M ","DE","120.05"
"20197442","2018-08-12T12:52:48.000",,"UNKNOWN","M ","DE","220.16"
"60877","2018-08-17T11:47:44.000","2018-08-18T02:40:05.000","UNKNOWN","M ","CS","215.50"
"20041919","2018-08-20T17:13:54.000",,"BLACK","F ","DPV",
"20140846","2018-08-24T15:35:00.000",,"UNKNOWN","M ","DNS",
"20053914","2018-08-01T18:41:00.000",,"UNKNOWN",,"DE","110-125.25"
"20197210","2018-08-03T18:57:37.000","2018-08-31T10:57:04.000","UNKNOWN","M ","DE",
"20197529","2018-08-31T14:15:46.000",,"BLACK","F ","DE",
"20155058","2018-08-05T11:32:35.000",,"UNKNOWN","M ","CS","155.25"
"10008906","2018-08-27T19:02:00.000","2018-08-28T07:49:04.000","BLACK","M ","DE",
"20149450","2018-08-26T11:40:06.000","2018-08-26T18:43:03.000","UNKNOWN","M ","DE",
"20047952","2018-08-17T00:53:26.000","2018-08-18T06:24:01.000","BLACK","M ","DE",
"35958","2018-08-09T21:55:52.000",,"BLACK","M ","DE","120.05"
"20195375","2018-08-18T20:24:10.000",,"UNKNOWN","M ","DE","140.25"
"20050814","2018-08-22T00:35:58.000",,"UNKNOWN","M ","DE","165.10"
"20197567","2018-08-16T12:30:12.000","2018-08-16T13:30:05.000","BLACK","M ","DE",
"167322","2018-08-22T20:50:20.000","2018-08-24T03:36:05.000","BLACK","M ","CS","140.05"
"47458","2018-08-06T01:13:23.000","2018-08-08T00:38:02.000","UNKNOWN","M ","DE",
"8279","2018-08-01T23:11:55.000","2018-08-14T16:19:01.000","BLACK","M ","DE",
"20197330","2018-08-08T16:18:00.000","2018-08-10T09:33:05.000","BLACK","M ","DE",
"20182589","2018-08-08T13:18:33.000",,"UNKNOWN","M ","DE","121.12"
"20144497","2018-08-17T17:34:16.000","2018-08-21T06:25:01.000","UNKNOWN","M ","DE","155.25"
"10012588","2018-08-02T17:08:42.000",,"UNKNOWN","M ","DE","140.25"
"146954","2018-08-17T13:48:01.000","2018-08-17T13:49:02.000","BLACK","M ","DE",
"20172812","2018-08-07T16:03:24.000",,"UNKNOWN","F ","DE","110-120.10"
"20012356","2018-08-15T17:36:17.000","2018-08-21T01:42:00.000","UNKNOWN","M ","DE",
"87897","2016-02-18T04:20:00.000",,"BLACK","M ","DE","135.25"
"10748","2018-08-11T00:13:42.000","2018-08-22T10:11:05.000","BLACK","M ","DE",
"20197431","2018-08-11T19:56:02.000","2018-08-21T11:24:04.000","BLACK","F ","DE",
"20130716","2018-08-10T02:05:19.000","2018-08-12T06:16:03.000","UNKNOWN","M ","DE",
"20197688","2018-08-20T20:32:08.000","2018-08-20T20:40:00.000","UNKNOWN",,"DE",
"20197942","2018-08-30T20:31:07.000",,"UNKNOWN","M ","DE","220.43"
"115383","2018-08-16T10:24:59.000",,"UNKNOWN","M ","DPV",
"20197371","2018-08-09T21:45:09.000","2018-08-10T00:32:02.000","BLACK","M ","DE",
"20197380","2018-08-10T02:12:57.000","2018-08-10T20:16:04.000","UNKNOWN","M ","DE",
"20197622","2018-08-17T19:00:17.000",,"BLACK","M ","DE","120.05"
"20197200","2018-08-03T15:45:06.000","2018-08-03T17:01:00.000","BLACK","F ","DE",
"20178035","2018-08-06T19:06:00.000",,"UNKNOWN","M ","DE","110-160.15"
"20182851","2018-08-15T15:31:10.000",,"UNKNOWN","M ","DE","105.13"
"126668","2018-08-09T11:45:00.000","2018-08-13T21:38:04.000","BLACK","M ","DE",
"20197335","2018-08-08T17:41:36.000","2018-08-14T17:38:00.000","BLACK","M ","DE",
"20196235","2018-08-12T01:09:14.000",,"BLACK","M ","DE","220.39"
"96354","2018-08-23T13:48:30.000",,"UNKNOWN","M ","DE","155.25"
"20062663","2018-08-27T20:44:46.000",,"BLACK","M ","DPV",
"20197171","2018-08-02T17:16:37.000","2018-08-08T17:30:04.000","UNKNOWN","M ","DE",
"94212","2016-02-01T16:51:25.000",,"BLACK","M ","DE","110-160.10"
"20133964","2018-08-04T19:12:10.000",,"UNKNOWN","M ","CS","120.14"
"20197399","2018-08-10T17:46:10.000","2018-08-10T18:50:05.000","UNKNOWN","M ","DE",
"20197159","2018-08-02T14:55:19.000",,"ASIAN","M ","DE","110-130.35"
"20160623","2018-08-24T02:04:28.000",,"UNKNOWN","M ","DE","140.25"
"25159","2018-08-29T16:47:55.000",,"UNKNOWN","F ","SCO",
"20024820","2018-08-03T01:30:08.000","2018-08-16T18:22:02.000","UNKNOWN","M ","DE",
"20058397","2018-08-09T08:01:41.000","2018-08-17T00:01:00.000","ASIAN","F ","DE",
"20197510","2018-08-15T00:28:08.000","2018-08-17T17:02:04.000","UNKNOWN","M ","DE",
"165358","2018-08-15T16:26:00.000",,"UNKNOWN","M ","DE","220.03"
"20197754","2018-08-23T12:44:00.000","2018-08-29T00:28:04.000","BLACK","M ","DE",
"20015513","2018-08-10T17:43:05.000","2018-08-16T16:00:00.000","BLACK","M ","DE",
