"_10_digit_bbl","is_this_required_to_comply","is_this_required_to_report","borocode","block","lot","number_of_buildings","tax_class","street_number","street_address_see_note_3","postcode","borough","dof_square_footage_see_note","latitude","longitude","community_board","council_district","census_tract","bin","nta"
"1000210001","Yes","No","1","21","1","1","4","61","BROADWAY","10006","Manhattan","650740","40.706995","-74.012335","101","1","13","1000808","Battery Park City-Lower Manhattan"
"1000210004","Yes","No","1","21","4","1","4","65","BROADWAY","10006","Manhattan","335184","40.707113","-74.012234","101","1","13","1000809","Battery Park City-Lower Manhattan"
"1000210006","Yes","No","1","21","6","1","2","69","BROADWAY","10006","Manhattan","303086","40.707234","-74.012137","101","1","13","1000810","Battery Park City-Lower Manhattan"
"1000220017","Yes","No","1","22","17","1","4","32","BROADWAY","10004","Manhattan","143000","40.706045","-74.013096","101","1","9","1078979","Battery Park City-Lower Manhattan"
"1000220020","Yes","Yes","1","22","20","1","4","42","BROADWAY","10004","Manhattan","389927","40.70627","-74.012909","101","1","9","1000812","Battery Park City-Lower Manhattan"
"1000220024","Yes","No","1","22","24","1","4","50","BROADWAY","10004","Manhattan","300676","40.706449","-74.012761","101","1","9","1000813","Battery Park City-Lower Manhattan"
"1000220028","Yes","No","1","22","28","1","4","52","BROADWAY","10004","Manhattan","345540","40.706493","-74.012725","101","1","9","1000814","Battery Park City-Lower Manhattan"
"1000230007","Yes","No","1","23","7","1","2","1","WALL STREET","10005","Manhattan","1219115","40.707712","-74.011643","101","1","7","1000815","Battery Park City-Lower Manhattan"
"1000230019","Yes","No","1","23","19","1","4","11","WALL STREET","10005","Manhattan","240279","40.707399","-74.011105","101","1","7","1078982","Battery Park City-Lower Manhattan"
"1000230050","Yes","No","1","23","50","1","4","20","BROAD STREET","10005","Manhattan","466820","40.706553","-74.011033","101","1","7","1000816","Battery Park City-Lower Manhattan"
"1000240001","Yes","No","1","24","1","1","4","60","BROAD STREET","10004","Manhattan","974958","40.705351","-74.011502","101","1","9","1000817","Battery Park City-Lower Manhattan"
"1000240036","Yes","No","1","24","36","1","4","50","BROAD STREET","10004","Manhattan","205940","40.705689","-74.011455","101","1","9","1000820","Battery Park City-Lower Manhattan"
"1000247501","Yes","No","1","24","7501","1","2","40","BROAD STREET","10004","Manhattan","319910","40.706021","-74.011332","101","1","9","1078985","Battery Park City-Lower Manhattan"
"1000250001","Yes","No","1","25","1","1","4","55","BROAD STREET","10004","Manhattan","406025","40.705189","-74.011505","101","1","9","1000821","Battery Park City-Lower Manhattan"
"1000250010","Yes","No","1","25","10","1","4","41","BROAD STREET","10004","Manhattan","91553","40.705576","-74.011448","101","1","9","1000823","Battery Park City-Lower Manhattan"
"1000250019","Yes","No","1","25","19","1","2","25","BROAD STREET","10004","Manhattan","518034","40.706114","-74.01126","101","1","9","1000824","Battery Park City-Lower Manhattan"
"1000250027","Yes","No","1","25","27","1","4","40","EXCHANGE PLACE","10005","Manhattan","237000","40.705939","-74.010283","101","1","9","1000825","Battery Park City-Lower Manhattan"
"1000257501","Yes","No","1","25","7501","1","2","15","WILLIAM STREET","10005","Manhattan","530168","40.705209","-74.009998","101","1","9","1087954","Battery Park City-Lower Manhattan"
"1000260014","Yes","No","1","26","14","1","2","37","WALL STREET","10005","Manhattan","377214","40.70674","-74.010095","101","1","7","1078992","Battery Park City-Lower Manhattan"
"1000260021","Yes","Yes","1","26","21","1","2","45","WALL STREET","10005","Manhattan","493187","40.706595","-74.009861","101","1","7","1000826","Battery Park City-Lower Manhattan"
"1000267501","Yes","No","1","26","7501","1","2","15","BROAD STREET","10005","Manhattan","944252","40.706531","-74.011022","101","1","7","1078988","Battery Park City-Lower Manhattan"
"1000277501","Yes","No","1","27","7501","1","2","55","WALL STREET","10005","Manhattan","274516","40.706191","-74.009165","101","1","7","1000827","Battery Park City-Lower Manhattan"
"1000277502","Yes","No","1","27","7502","1","2","20","EXCHANGE PLACE","10005","Manhattan","786942","40.705634","-74.009378","101","1","7","1000830","Battery Park City-Lower Manhattan"
"1000280001","Yes","Yes","1","28","1","1","2","3","HANOVER SQUARE","10004","Manhattan","239121","40.704808","-74.009623","101","1","7","1000831","Battery Park City-Lower Manhattan"
"1000280005","Yes","No","1","28","5","1","4","5","HANOVER SQUARE","10004","Manhattan","292466","40.704923","-74.009046","101","1","7","1000832","Battery Park City-Lower Manhattan"
"1000280012","Yes","No","1","28","12","1","4","76","BEAVER STREET","10005","Manhattan","95325","40.705324","-74.008873","101","1","7","1000833","Battery Park City-Lower Manhattan"
"1000287501","Yes","No","1","28","7501","1","2","82","BEAVER STREET","10005","Manhattan","108373","40.70536","-74.008602","101","1","7","1000835","Battery Park City-Lower Manhattan"
"1000290001","Yes","Yes","1","29","1","1","4","85","BROAD STREET","10004","Manhattan","993570","40.704215","-74.011559","101","1","9","1066031","Battery Park City-Lower Manhattan"
"1000290036","Yes","Yes","1","29","36","1","4","1","WILLIAM STREET","10004","Manhattan","105000","40.704827","-74.009792","101","1","9","1078995","Battery Park City-Lower Manhattan"
"1000290070","Yes","No","1","29","70","1","4","75","BROAD STREET","10004","Manhattan","661283","40.704541","-74.011552","101","1","9","1000849","Battery Park City-Lower Manhattan"
"1000290086","Yes","Yes","1","29","86","1","4","14","SOUTH WILLIAM STREET","10004","Manhattan","87775","40.704624","-74.010568","101","1","9","1000851","Battery Park City-Lower Manhattan"
"1000297501","Yes","Yes","1","29","7501","1","2","48","BEAVER STREET","10004","Manhattan","65396","40.70509","-74.010607","101","1","9","1078997","Battery Park City-Lower Manhattan"
"1000300005","Yes","No","1","30","5","1","4","80","PEARL STREET","10004","Manhattan","85472","40.703971","-74.010239","101","1","9","1000854","Battery Park City-Lower Manhattan"
"1000300019","Yes","No","1","30","19","1","4","7","HANOVER SQUARE","10004","Manhattan","782883","40.70447","-74.009406","101","1","9","1000855","Battery Park City-Lower Manhattan"
"1000310001","Yes","No","1","31","1","1","2","10","HANOVER SQUARE","10005","Manhattan","487404","40.704328","-74.00923","101","1","7","1000859","Battery Park City-Lower Manhattan"
"1000317501","Yes","No","1","31","7501","1","2","75","WALL STREET","10005","Manhattan","683289","40.705486","-74.007874","101","1","7","1085950","Battery Park City-Lower Manhattan"
"1000327501","Yes","No","1","32","7501","1","2","43","WATER STREET","10041","Manhattan","3678000","40.703383","-74.010138","101","1","9","1083346","Battery Park City-Lower Manhattan"
"1000330001","Yes","No","1","33","1","1","4","77","WATER STREET","10005","Manhattan","541568","40.704275","-74.008681","101","1","7","1000863","Battery Park City-Lower Manhattan"
"1000330011","Yes","No","1","33","11","1","2","95","WALL STREET","10005","Manhattan","473460","40.704932","-74.007488","101","1","7","1000864","Battery Park City-Lower Manhattan"
"1000350001","Yes","No","1","35","1","1","4","77","FRONT STREET","10005","Manhattan","973587","40.70388","-74.00822","101","1","7","1000867","Battery Park City-Lower Manhattan"
"1000350010","Yes","No","1","35","10","1","4","111","WALL STREET","10005","Manhattan","990250","40.704553","-74.006636","101","1","7","1000868","Battery Park City-Lower Manhattan"
"1000360012","Yes","No","1","36","12","1","4",,"PIER 9","0","Manhattan","320800",,,,,,,
"1000360018","Yes","No","1","36","18","1","4","1","PIER 11","10005","Manhattan","199625","40.703611","-74.006611","101","1","7","1087760","Battery Park City-Lower Manhattan"
"1000360025","Yes","No","1","36","25","2","4","13","SOUTH STREET","10004","Manhattan","202275","40.701761","-74.01131","101","1","9","1000005","Battery Park City-Lower Manhattan"
"1000360030","Yes","No","1","36","30","1","4","PIER14","SOUTH STREET","0","Manhattan","169425","40.7046","-74.005143","101","1","7","1087761","Battery Park City-Lower Manhattan"
"1000370008","Yes","No","1","37","8","1","2","110","WALL STREET","10005","Manhattan","260017","40.704638","-74.006694","101","1","7","1000872","Battery Park City-Lower Manhattan"
"1000370023","Yes","No","1","37","23","1","4","180","MAIDEN LANE","10005","Manhattan","1079361","40.705308","-74.004873","101","1","7","1000874","Battery Park City-Lower Manhattan"
"1000380001","Yes","No","1","38","1","1","4","100","WALL STREET","10005","Manhattan","463664","40.70497","-74.007084","101","1","7","1000875","Battery Park City-Lower Manhattan"
"1000380017","Yes","No","1","38","17","1","4","88","PINE STREET","10005","Manhattan","566858","40.70536","-74.00629","101","1","7","1000876","Battery Park City-Lower Manhattan"
"1000390001","Yes","No","1","39","1","1","4","82","WALL STREET","10005","Manhattan","53253","40.705415","-74.007729","101","1","7","1000877","Battery Park City-Lower Manhattan"
"1000390004","Yes","No","1","39","4","1","4","80","WALL STREET","10005","Manhattan","50044","40.705456","-74.007794","101","1","7","1000878","Battery Park City-Lower Manhattan"
"1000390012","Yes","No","1","39","12","1","4","110","MAIDEN LANE","10005","Manhattan","1104184","40.7066","-74.006633","101","1","7","1000880","Battery Park City-Lower Manhattan"
"1000397501","Yes","Yes","1","39","7501","1","2","130","WATER STREET","10005","Manhattan","117641","40.705522","-74.006929","101","1","7","1000884","Battery Park City-Lower Manhattan"
"1000400003","Yes","No","1","40","3","1","4","60","WALL STREET","10005","Manhattan","1617206","40.705914","-74.008609","101","1","7","1001004","Battery Park City-Lower Manhattan"
"1000400014","Yes","No","1","40","14","1","4","48","WALL STREET","10005","Manhattan","281755","40.706331","-74.009396","101","1","7","1001005","Battery Park City-Lower Manhattan"
"1000400016","Yes","No","1","40","16","1","4","52","WILLIAM STREET","10005","Manhattan","119467","40.706773","-74.009143","101","1","7","1001006","Battery Park City-Lower Manhattan"
"1000407501","Yes","Yes","1","40","7501","1","2","72","WALL STREET","10005","Manhattan","306787","40.705694","-74.008205","101","1","7","1001003","Battery Park City-Lower Manhattan"
"1000417503","Yes","No","1","41","7503","1","2","56","PINE STREET","10005","Manhattan","81412","40.706606","-74.008404","101","1","7","1001009","Battery Park City-Lower Manhattan"
"1000417504","Yes","No","1","41","7504","1","2","66","PINE STREET","10005","Manhattan","1177420","40.7064","-74.008043","101","1","7","1001007","Battery Park City-Lower Manhattan"
"1000420001","Yes","No","1","42","1","1","2","100","MAIDEN LANE","10038","Manhattan","290116","40.706867","-74.00699","101","1","7","1001014","Battery Park City-Lower Manhattan"
"1000420022","Yes","Yes","1","42","22","1","2","10","LIBERTY STREET","10005","Manhattan","431000","40.707641","-74.008155","101","1","7","1086256","Battery Park City-Lower Manhattan"
"1000430002","Yes","No","1","43","2","1","4","40","WALL STREET","10005","Manhattan","1061286","40.706625","-74.009875","101","1","7","1001018","Battery Park City-Lower Manhattan"
"1000430005","Yes","No","1","43","5","1","4","30","WALL STREET","10005","Manhattan","108663","40.706839","-74.010218","101","1","7","1001019","Battery Park City-Lower Manhattan"
"1000447501","Yes","No","1","44","7501","1","2","18","PINE STREET","10005","Manhattan","583639","40.707665","-74.010135","101","1","7","1001022","Battery Park City-Lower Manhattan"
"1000460001","Yes","No","1","46","1","1","4","2","WALL STREET","10005","Manhattan","173159","40.707725","-74.011632","101","1","7","1001023","Battery Park City-Lower Manhattan"
"1000460003","Yes","No","1","46","3","1","4","100","BROADWAY","10005","Manhattan","364390","40.70814","-74.011373","101","1","7","1001024","Battery Park City-Lower Manhattan"
"1000460009","Yes","No","1","46","9","1","4","14","WALL STREET","10005","Manhattan","839749","40.707347","-74.010997","101","1","7","1001025","Battery Park City-Lower Manhattan"
"1000477501","Yes","No","1","47","7501","1","2","120","BROADWAY","10271","Manhattan","1736513","40.708546","-74.011041","101","1","7","1001026","Battery Park City-Lower Manhattan"
"1000480001","Yes","No","1","48","1","1","4","140","BROADWAY","10005","Manhattan","1141276","40.709043","-74.010626","101","1","7","1001027","Battery Park City-Lower Manhattan"
"1000490002","Yes","No","1","49","2","1","4","111","BROADWAY","10006","Manhattan","432093","40.708486","-74.011113","101","1","13","1001029","Battery Park City-Lower Manhattan"
"1000500001","Yes","No","1","50","1","1","4","115","BROADWAY","10006","Manhattan","396607","40.708631","-74.010997","101","1","13","1001030","Battery Park City-Lower Manhattan"
"1000510001","Yes","No","1","51","1","1","4","2","RECTOR STREET","10006","Manhattan","400294","40.707808","-74.013053","101","1","13","1001031","Battery Park City-Lower Manhattan"
"1000510013","Yes","No","1","51","13","1","4","86","TRINITY PLACE","10006","Manhattan","181725","40.708645","-74.01239","101","1","13","1001033","Battery Park City-Lower Manhattan"
"1000520021","Yes","Yes","1","52","21","1","2","120","LIBERTY STREET","10006","Manhattan","57945","40.71002","-74.012408","101","1","13","1001040","Battery Park City-Lower Manhattan"
"1000527502","Yes","Yes","1","52","7502","1","2","114","LIBERTY STREET","10006","Manhattan","74409","40.709938","-74.012235","101","1","13","1001041","Battery Park City-Lower Manhattan"
"1000530002","Yes","No","1","53","2","1","4","99","WASHINGTON STREET","10006","Manhattan","142236","40.708351","-74.014323","101","1","13","1088967","Battery Park City-Lower Manhattan"
"1000530033","Yes","No","1","53","33","1","2","110","GREENWICH STREET","10006","Manhattan","57941","40.70856","-74.013349","101","1","13","1001051","Battery Park City-Lower Manhattan"
"1000537501","Yes","Yes","1","53","7501","1","2","120","GREENWICH STREET","10006","Manhattan","66872","40.709089","-74.013118","101","1","13","1001050","Battery Park City-Lower Manhattan"
"1000537502","Yes","No","1","53","7502","1","2","123","WASHINGTON STREET","10006","Manhattan","396477","40.709139","-74.01402","101","1","13","1088442","Battery Park City-Lower Manhattan"
"1000550014","Yes","Yes","1","55","14","1","2","71","WEST STREET","10006","Manhattan","258071","40.70904","-74.015117","101","1","13","1001060","Battery Park City-Lower Manhattan"
"1000557501","Yes","No","1","55","7501","1","2","40","RECTOR STREET","10006","Manhattan","449355","40.708356","-74.014814","101","1","13","1088750","Battery Park City-Lower Manhattan"
"1000560001","Yes","No","1","56","1","1","4","140","WASHINGTON STREET","10006","Manhattan","181297","40.709729","-74.013818","101","1","13","1001063","Battery Park City-Lower Manhattan"
"1000560004","Yes","No","1","56","4","1","2","90","WEST STREET","10006","Manhattan","357001","40.710105","-74.014789","101","1","13","1001064","Battery Park City-Lower Manhattan"
"1000627501","Yes","No","1","62","7501","1","2","1","LIBERTY PLAZA","10006","Manhattan","2139035","40.70943","-74.011102","101","1","13","1001068","Battery Park City-Lower Manhattan"
"1000630003","Yes","No","1","63","3","1","4","22","CORTLANDT STREET","10016","Manhattan","647875","40.710223","-74.010897","101","1","13","1001069","Battery Park City-Lower Manhattan"
"1000630012","Yes","No","1","63","12","1","4","5","DEY STREET","10007","Manhattan","66686","40.71058","-74.009862","101","1","13","1000000","Battery Park City-Lower Manhattan"
"1000640008","Yes","No","1","64","8","1","2","53","LIBERTY STREET","10005","Manhattan","167448","40.708642","-74.009407","101","1","1502","1001084","Battery Park City-Lower Manhattan"
"1000640012","Yes","No","1","64","12","1","4","150","BROADWAY","10038","Manhattan","279669","40.70932","-74.010392","101","1","1502","1001087","Battery Park City-Lower Manhattan"
"1000640015","Yes","No","1","64","15","1","4","160","BROADWAY","10038","Manhattan","150000","40.709493","-74.01024","101","1","1502","1079040","Battery Park City-Lower Manhattan"
"1000647502","Yes","No","1","64","7502","1","2","170","BROADWAY","10038","Manhattan","167280","40.709669","-74.010092","101","1","1502","1001088","Battery Park City-Lower Manhattan"
"1000650007","Yes","No","1","65","7","1","4","15","MAIDEN LANE","10038","Manhattan","124910","40.709482","-74.009356","101","1","1502","1001097","Battery Park City-Lower Manhattan"
"1000650010","Yes","Yes","1","65","10","1","2","9","MAIDEN LANE","10038","Manhattan","58354","40.709606","-74.009555","101","1","1502","1001098","Battery Park City-Lower Manhattan"
"1000650017","Yes","No","1","65","17","1","2","176","BROADWAY","10038","Manhattan","168176","40.709932","-74.009869","101","1","1502","1001100","Battery Park City-Lower Manhattan"
"1000657502","Yes","Yes","1","65","7502","1","2","182","BROADWAY","10038","Manhattan","149223","40.710089","-74.009735","101","1","1502","1001102","Battery Park City-Lower Manhattan"
"1000660001","Yes","No","1","66","1","1","4","19","LIBERTY STREET","10045","Manhattan","640000","40.707899","-74.008473","101","1","1502","1001108","Battery Park City-Lower Manhattan"
"1000670001","Yes","No","1","67","1","1","4","59","MAIDEN LANE","10038","Manhattan","1073000","40.708266","-74.008231","101","1","1502","1079043","Battery Park City-Lower Manhattan"
"1000670023","Yes","No","1","67","23","1","4","56","NASSAU STREET","10038","Manhattan","558327","40.709114","-74.008812","101","1","1502","1001109","Battery Park City-Lower Manhattan"
"1000680007","Yes","No","1","68","7","1","4","83","MAIDEN LANE","10038","Manhattan","155450","40.707443","-74.007607","101","1","1502","1001111","Battery Park City-Lower Manhattan"
"1000680011","Yes","No","1","68","11","1","4","75","MAIDEN LANE","10038","Manhattan","155026","40.707657","-74.007758","101","1","1502","1001112","Battery Park City-Lower Manhattan"
"1000680028","Yes","No","1","68","28","1","4","15","GOLD STREET","10038","Manhattan","71539","40.707753","-74.006918","101","1","1502","1085948","Battery Park City-Lower Manhattan"
"1000680036","Yes","No","1","68","36","1","4","100","WILLIAM STREET","10038","Manhattan","377120","40.708497","-74.007477","101","1","1502","1001116","Battery Park City-Lower Manhattan"
"1000687501","Yes","No","1","68","7501","1","2","80","JOHN STREET","10038","Manhattan","200610","40.708445","-74.006886","101","1","1502","1001115","Battery Park City-Lower Manhattan"
"1000687502","Yes","No","1","68","7502","1","2","90","WILLIAM STREET","10038","Manhattan","126430","40.708184","-74.007787","101","1","1502","1087755","Battery Park City-Lower Manhattan"
"1000690018","Yes","Yes","1","69","18","1","2","2","GOLD STREET","10038","Manhattan","627330","40.707295","-74.007336","101","1","1502","1087146","Battery Park City-Lower Manhattan"
"1000690032","Yes","No","1","69","32","1","2","116","JOHN STREET","10038","Manhattan","338463","40.707605","-74.00572","101","1","1502","1001126","Battery Park City-Lower Manhattan"
"1000697502","Yes","No","1","69","7502","1","2","90","JOHN STREET","10038","Manhattan","372364","40.708173","-74.006464","101","1","1502","1001127","Battery Park City-Lower Manhattan"
