"serialno","sporder","pwgtp","wgtp","agep","cit","rel","sch","schg","schl","sex","esr","lanx","eng","msp","mar","wkw","wkhp","dis","jwtr","np","ten","hht","agecateg","boro","citizenstatus","educattain","est_childcare","est_commuting","est_eitc","est_ficatax","est_heap","est_housing","est_incometax","est_moop","est_nutrition","est_povgap","est_povgapindex","ethnicity","famtype_pu","ftptwork","intp_adj","mrgp_adj","nycgov_income","nycgov_pov_stat","nycgov_rel","nycgov_threshold","off_pov_stat","off_threshold","oi_adj","pa_adj","povunit_id","povunit_rel","pretaxincome_pu","retp_adj","rntp_adj","semp_adj","ssip_adj","ssp_adj","totalworkhrs_pu","wagp_adj"
"61","1","73","75","94","1","0","1","0","17","1","6","2",,"3","2",,"0","1",,"2","2","2","3","2","1","2","0","0","0","0","0","1676.4938979296","-290","3621.86","0","0","0","2","5","3","0","0","38570.9993979296","2","0","18834.6842586118","2","13014","0","0","1","1","40226.3655","0","0","0","8248.9509","16090.5462","5","0"
"61","2","101","75","61","1","2","1","0","16","1","6","2",,"6","5",,"0","2",,"2","2","2","2","2","1","2","0","0","0","0","0","1676.4938979296","-290","3621.86","0","0","0","2","5","3","0","0","38570.9993979296","2","2","18834.6842586118","2","13014","0","0","1","4","40226.3655","0","0","0","0","15886.8684","5","0"
"67","1","104","105","59","1","0","1","0","22","1","6","2",,"6","5",,"0","2",,"1","3","4","2","3","1","4","0","0","0","0","0","0","1124.398642064","16","0","0","0","1","8","3","0","0","25745.070957936","2","0","13357.9320983063","2","11201","0","0","1","1","26885.4696","9776.5344","814.7112","0","0","17108.9352","5","0"
"78","1","95","90","46","1","0","1","0","21","2","3","1","1","6","5","3","24","2",,"1","3","6","2","3","1","4","0","509.52","0","1145.22934995","0","1090.27936023375","573.537669003","400","0","0","0","1","8","2","0","0","14858.0552412808","2","0","13357.9320983063","2","11201","1425.7446","0","1","1","16396.0629","0","509.1945","0","0","0","4","14970.3183"
"132","1","155","149","73","4","0","1","0","21","2","6","1","3","3","2",,"0","2",,"1","3","6","3","2","2","4","0","0","0","0","1","3250.27936023375","-145","224","1699","0","0","1","8","3","0","0","19128.7253602338","2","0","13357.9320983063","2","10326","0","0","1","1","14257.446","0","845.26287","0","5091.945","9165.501","5","0"
"189","1","53","54","67","5","0","1","0","19","2","6","1","3","1","1",,"0","2",,"3","2","1","3","3","3","3","0","965","0","3061.73560905","0","0","5479.255325428","3720.59","0","0","0","3","2","3","21997.2024","0","70281.317065522","2","0","28821.999732502","2","16841","1018.389","0","1","1","83507.898","0","0","0","0","14562.9627","3","0"
"189","2","72","54","67","5","1","1","0","21","1","1","1","3","1","1","1","5","2","11","3","2","1","3","3","3","4","0","965","0","3061.73560905","0","0","5479.255325428","3720.59","0","0","0","3","2","2","0","0","70281.317065522","2","1","28821.999732502","2","16841","0","0","1","2","83507.898","0","0","0","0","5906.6562","3","9776.5344"
"189","3","200","54","35","5","2","1","0","22","1","1","1","1","6","5","1","40","2","4","3","2","1","2","3","3","4","0","965","0","3061.73560905","0","0","5479.255325428","3720.59","0","0","0","3","2","1","0","0","70281.317065522","2","2","28821.999732502","2","16841","0","0","1","4","83507.898","0","0","0","0","0","3","30246.1533"
"228","1","68","67","26","1","0","2","15","20","1","1","1","2","1","1","1","45","2","4","2","3","1","2","5","1","3","0","1273.8","0","2220.34261725","0","0","1325.49059431","1927","0","0","0","3","2","1","0","0","37553.28828844","2","0","18834.6842586118","2","14417","0","0","1","1","44299.9215","0","1222.0668","0","0","0","2","28514.892"
"228","2","80","67","27","1","1","3","16","22","2","3","2",,"1","1","6","40","2",,"2","3","1","2","5","1","4","0","1273.8","0","2220.34261725","0","0","1325.49059431","1927","0","0","0","1","2","2","0","0","37553.28828844","2","1","18834.6842586118","2","14417","15275.835","0","1","2","44299.9215","0","1222.0668","0","0","0","2","509.1945"
"258","1","160","162","51","1","0","1","0","21","2","1","2",,"6","5","1","35","2","2","1","3","6","2","1","1","4","0","772","0","1869.762204","0","0","2453.61603824","1310.2","0","0","0","2","8","1","0","0","18035.75775776","2","0","13357.9320983063","2","11201","0","0","1","1","24441.336","0","804.52731","0","0","0","3","24441.336"
"294","1","279","280","50","1","0","1","0","16","1","3","2",,"6","5",,"0","2",,"3","3","2","2","5","1","2","0","1411.9","0","3973.2446835","0","2451.999843596","8047.77056465","6178.04","0","0","0","1","2","3","0","0","34778.883595446","2","0","28821.999732502","2","16841","0","0","1","1","51937.839","0","916.5501","0","0","0","2","0"
"294","2","342","280","20","1","2","2","15","19","2","1","2",,"6","5","1","20","2","1","3","3","2","2","5","1","3","0","1411.9","0","3973.2446835","0","2451.999843596","8047.77056465","6178.04","0","0","0","1","2","2","0","0","34778.883595446","2","2","28821.999732502","2","16841","0","0","1","4","51937.839","0","916.5501","0","0","0","2","9165.501"
"294","3","283","280","50","1","13","1","0","19","2","1","2",,"6","5","1","40","2","2","3","3","2","2","5","1","3","0","1411.9","0","3973.2446835","0","2451.999843596","8047.77056465","6178.04","0","0","0","1","2","1","0","0","34778.883595446","2","10","28821.999732502","2","16841","0","0","1","2","51937.839","0","916.5501","0","0","0","2","42772.338"
"308","1","209","209","49","5","0","1","0","16","2","1","1","3","1","1","1","30","1","10","5","3","1","2","1","3","2","0","2709.42666666667","0","4970.63037784455","40","1742.8470877891","-2294.25566639111","3630.04","4159","0","0","4","1","2","0","0","44461.498609669","2","0","38281.4157823556","2","27170","0","0","1","1","46947.7329","0","1323.9057","12220.668","0","0","1","0"
"308","2","224","209","57","5","1","1","0","21","1","1","1","2","1","1","1","40","2","4","5","3","1","2","1","3","4","0","2709.42666666667","0","4970.63037784455","40","1742.8470877891","-2294.25566639111","3630.04","4159","0","0","4","1","1","0","0","44461.498609669","2","1","38281.4157823556","2","27170","0","0","1","2","46947.7329","0","1323.9057","5397.4617","0","0","1","8554.4676"
"308","3","326","209","26","5","2","1","0","16","1","1","1","1","6","5","1","40","2","1","5","3","1","2","1","3","2","0","2709.42666666667","0","4970.63037784455","40","1742.8470877891","-2294.25566639111","3630.04","4159","0","0","4","1","1","0","0","44461.498609669","2","2","38281.4157823556","2","27170","0","0","1","4","46947.7329","0","1323.9057","0","0","0","1","17108.9352"
"308","4","253","209","24","5","2","3","15","20","2","2","1","1","6","5","4","12","2",,"5","3","1","2","1","3","3","0","2709.42666666667","1158.44514083491","4970.63037784455","40","1742.8470877891","-2294.25566639111","3630.04","4159","0","0","4","1","2","0","0","44461.498609669","2","2","38281.4157823556","2","27170","0","0","1","4","46947.7329","0","1323.9057","3666.2004","0","0","1","0"
"308","5","195","209","2","1","7","0","0",,"2",,,,,"5",,"0","2",,"5","3","1","1","1","1",,"0","2709.42666666667","0","4970.63037784455","40","1742.8470877891","-2294.25566639111","3630.04","4159","0","0","4","1","3","0","0","44461.498609669","2","5","38281.4157823556","2","27170","0","0","1","3","46947.7329","0","1323.9057","0","0","0","1","0"
"309","1","229","229","58","4","0","1","0","20","2","1","1","2","6","5","1","35","2","4","2","1","3","2","3","2","3","0","772","0","2524.1789754","50","0","4560.887393876","1871.04","3356","0","0","4","6","1","0","651.76896","35533.681530724","2","0","18834.6842586118","2","14417","0","0","1","1","41855.7879","0","0","0","0","0","3","32995.8036"
"309","2","364","229","88","4","6","1","0","16","2","6","1","2","3","2",,"0","1",,"2","1","3","3","3","2","2","0","772","0","2524.1789754","50","0","4560.887393876","1871.04","3356","0","0","4","6","3","0","651.76896","35533.681530724","2","4","18834.6842586118","2","14417","0","0","1","4","41855.7879","0","0","0","0","8859.9843","3","0"
"335","1","43","44","33","5","0","1","0","1","1","1","1","1","1","1","1","40","2","1","4","1","1","2","1","3","1","11804.655","4509.75","0","3739.524408","0","0","-2749.25272352","2557.36","0","0","0","3","1","1","0","641.58507","29020.63531552","2","0","28821.999732502","2","21834","0","0","1","1","48882.672","0","0","0","0","0","1","25459.725"
"335","2","23","44","24","1","1","3","16","22","2","1","1","1","1","1","1","50","2","2","4","1","1","2","1","1","4","11804.655","4509.75","0","3739.524408","0","0","-2749.25272352","2557.36","0","0","0","3","1","1","0","641.58507","29020.63531552","2","1","28821.999732502","2","21834","0","0","1","2","48882.672","0","0","0","0","0","1","23422.947"
"335","3","33","44","3","1","2","3","1","2","1",,,,,"5",,"0","1",,"4","1","1","1","1","1","1","11804.655","4509.75","0","3739.524408","0","0","-2749.25272352","2557.36","0","0","0","3","1","3","0","641.58507","29020.63531552","2","2","28821.999732502","2","21834","0","0","1","3","48882.672","0","0","0","0","0","1","0"
"335","4","34","44","0","1","2","0","0",,"1",,,,,"5",,"0","2",,"4","1","1","1","1","1",,"11804.655","4509.75","0","3739.524408","0","0","-2749.25272352","2557.36","0","0","0","3","1","3","0","641.58507","29020.63531552","2","2","28821.999732502","2","21834","0","0","1","3","48882.672","0","0","0","0","0","1","0"
