"cmplnt_num","addr_pct_cd","boro_nm","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","crm_atpt_cptd_cd","hadevelopt","juris_desc","ky_cd","law_cat_cd","loc_of_occur_desc","ofns_desc","parks_nm","pd_cd","pd_desc","prem_typ_desc","rpt_dt","location_1","x_coord_cd","y_coord_cd","latitude","longitude"
"238498378","105","QUEENS","2022-01-01T00:00:00.000","06:20:00","2022-01-01T00:00:00.000","06:30:00","COMPLETED","(null)","N.Y. POLICE DEPT","106","FELONY","INSIDE","FELONY ASSAULT","(null)","109","ASSAULT 2,1,UNCLASSIFIED","RESIDENCE-HOUSE","2022-01-01T00:00:00.000","POINT (-73.7348645378882 40.7265293769835)","1057738","204079","40.7265293769835","-73.7348645378882"
"244881814","108","QUEENS","2021-05-01T00:00:00.000","15:00:00","2022-05-11T00:00:00.000","11:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","349","LARCENY,PETIT OF LICENSE PLATE","MAILBOX INSIDE","2022-05-11T00:00:00.000","POINT (-73.948185 40.745632)","998607","210934","40.745632","-73.948185"
"238804417","13","MANHATTAN","2021-12-29T00:00:00.000","21:30:00",,"(null)","COMPLETED","(null)","NYC PARKS","578","VIOLATION","(null)","HARRASSMENT 2","UNION SQUARE PARK","638","HARASSMENT,SUBD 3,4,5","PARK/PLAYGROUND","2022-01-07T00:00:00.000","POINT (-73.989664 40.735698)","987114","207311","40.735698","-73.989664"
"241115815","111","QUEENS","2021-08-23T00:00:00.000","12:00:00","2021-08-28T00:00:00.000","08:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","341","MISDEMEANOR","(null)","PETIT LARCENY","(null)","349","LARCENY,PETIT OF LICENSE PLATE","STREET","2022-02-23T00:00:00.000","POINT (-73.764956 40.761599)","1049362","216835","40.761599","-73.764956"
"238514024","9","MANHATTAN","2021-12-31T00:00:00.000","23:00:00","2022-01-01T00:00:00.000","12:40:00","ATTEMPTED","(null)","N.Y. POLICE DEPT","110","FELONY","OPPOSITE OF","GRAND LARCENY OF MOTOR VEHICLE","(null)","441","LARCENY,GRAND OF AUTO","STREET","2022-01-01T00:00:00.000","POINT (-73.980487 40.720761)","989659","201869","40.720761","-73.980487"
"239232866","62","BROOKLYN","2021-12-02T00:00:00.000","08:00:00","2021-12-02T00:00:00.000","19:30:00","COMPLETED","(null)","N.Y. POLICE DEPT","112","FELONY","INSIDE","THEFT-FRAUD","(null)","739","FRAUD,UNCLASSIFIED-FELONY","COMMERCIAL BUILDING","2022-01-14T00:00:00.000","POINT (-74.00468 40.605322)","982950","159811","40.605322","-74.00468"
"245415071","44","BRONX","2020-09-01T00:00:00.000","00:00:00","2020-10-31T00:00:00.000","00:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","177","SEXUAL ABUSE","RESIDENCE - APT. HOUSE","2022-05-20T00:00:00.000","POINT (-73.9196277517392 40.8378421209284)","1006490","244533","40.8378421209284","-73.9196277517392"
"238966748","20","MANHATTAN","2021-01-11T00:00:00.000","17:03:00","2022-01-11T00:00:00.000","17:06:00","COMPLETED","(null)","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","333","LARCENY,PETIT FROM STORE-SHOPL","CHAIN STORE","2022-01-11T00:00:00.000","POINT (-73.982129 40.770157)","989200","219866","40.770157","-73.982129"
"238733349","52","BRONX","2021-12-03T00:00:00.000","03:00:00","2021-12-03T00:00:00.000","04:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","114","FELONY","FRONT OF","ARSON","(null)","263","ARSON 2,3,4","RESIDENCE - APT. HOUSE","2022-01-01T00:00:00.000","POINT (-73.892286 40.864337)","1014043","254197","40.864337","-73.892286"
"242076219","23","MANHATTAN","2021-12-06T00:00:00.000","09:00:00","2022-03-07T00:00:00.000","09:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","437","LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT","RESIDENCE - APT. HOUSE","2022-03-07T00:00:00.000","POINT (-73.952862 40.787563)","997303","226210","40.787563","-73.952862"
"240312128","75","BROOKLYN","2020-03-01T00:00:00.000","12:00:00","2021-02-24T00:00:00.000","23:00:00","COMPLETED","(null)","N.Y. HOUSING POLICE","109","FELONY","FRONT OF","GRAND LARCENY","(null)","432","LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED","RESIDENCE - PUBLIC HOUSING","2022-02-08T00:00:00.000","POINT (-73.86695 40.668864)","1021159","182989","40.668864","-73.86695"
"245967407","61","BROOKLYN","2022-01-01T00:00:00.000","18:00:00","2022-01-01T00:00:00.000","18:40:00","COMPLETED","(null)","N.Y. POLICE DEPT","351","MISDEMEANOR","(null)","CRIMINAL MISCHIEF & RELATED OF","(null)","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","STREET","2022-01-01T00:00:00.000","POINT (-73.95679437 40.60590257)","996247","160026","40.60590257","-73.95679437"
"240576685","42","BRONX","2021-08-01T00:00:00.000","09:00:00","2021-09-30T00:00:00.000","09:00:00","COMPLETED","(null)","N.Y. HOUSING POLICE","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","175","SEXUAL ABUSE 3,2","RESIDENCE - PUBLIC HOUSING","2022-02-14T00:00:00.000","POINT (-73.911697780277 40.8222710411331)","1008690","238862","40.8222710411331","-73.911697780277"
"238771777","25","MANHATTAN","2021-12-23T00:00:00.000","18:30:00","2021-12-24T00:00:00.000","07:30:00","COMPLETED","(null)","N.Y. POLICE DEPT","341","MISDEMEANOR","OPPOSITE OF","PETIT LARCENY","(null)","321","LARCENY,PETIT FROM AUTO","STREET","2022-01-06T00:00:00.000","POINT (-73.936097 40.79718)","1001943","229717","40.79718","-73.936097"
"238497792","28","MANHATTAN","2022-01-01T00:00:00.000","05:30:00","2022-01-01T00:00:00.000","05:35:00","COMPLETED","(null)","N.Y. POLICE DEPT","344","MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES","(null)","101","ASSAULT 3","STREET","2022-01-01T00:00:00.000","POINT (-73.950884 40.805469)","997847","232735","40.805469","-73.950884"
"238496188","19","MANHATTAN","2022-01-01T00:00:00.000","02:55:00","2022-01-01T00:00:00.000","03:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","105","FELONY","(null)","ROBBERY","(null)","366","ROBBERY,BICYCLE","BRIDGE","2022-01-01T00:00:00.000","POINT (-73.96380658 40.76717714)","994276","218779","40.76717714","-73.96380658"
"240311796","44","BRONX","2021-07-04T00:00:00.000","21:00:00","2022-02-07T00:00:00.000","21:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","106","FELONY","INSIDE","FELONY ASSAULT","(null)","105","STRANGULATION 1ST","RESIDENCE - APT. HOUSE","2022-02-08T00:00:00.000","POINT (-73.9196277517392 40.8378421209284)","1006490","244533","40.8378421209284","-73.9196277517392"
"240866669","110","QUEENS","2021-12-12T00:00:00.000","00:00:00","2021-12-27T00:00:00.000","23:59:00","COMPLETED","(null)","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","402","LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","RESIDENCE - APT. HOUSE","2022-02-18T00:00:00.000","POINT (-73.875842 40.74709)","1018652","211486","40.74709","-73.875842"
"238834530","103","QUEENS","2021-10-19T00:00:00.000","08:00:00","2021-10-19T00:00:00.000","19:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","402","LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","RESIDENCE-HOUSE","2022-01-08T00:00:00.000","POINT (-73.802156 40.705621)","1039103","196415","40.705621","-73.802156"
"238550858","18","MANHATTAN","2022-01-02T00:00:00.000","20:19:00","2022-01-02T00:00:00.000","20:20:00","COMPLETED","(null)","N.Y. POLICE DEPT","105","FELONY","FRONT OF","ROBBERY","(null)","384","ROBBERY,POCKETBOOK/CARRIED BAG","STREET","2022-01-02T00:00:00.000","POINT (-73.989034 40.771014)","987287","220178","40.771014","-73.989034"
"238761570","110","QUEENS","2021-11-01T00:00:00.000","00:00:00","2022-01-05T00:00:00.000","16:30:00","COMPLETED","(null)","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","170","SEXUAL MISCONDUCT,INTERCOURSE","RESIDENCE - APT. HOUSE","2022-01-06T00:00:00.000","POINT (-73.8740035373971 40.7434812638841)","1019164","210169","40.7434812638841","-73.8740035373971"
"238736051","115","QUEENS","2021-01-02T00:00:00.000","19:45:00","2021-01-02T00:00:00.000","19:55:00","COMPLETED","(null)","N.Y. POLICE DEPT","348","MISDEMEANOR","(null)","VEHICLE AND TRAFFIC LAWS","(null)","916","LEAVING SCENE-ACCIDENT-PERSONA","STREET","2022-01-02T00:00:00.000","POINT (-73.86175118 40.74996675)","1022555","212540","40.74996675","-73.86175118"
"240701032","108","QUEENS","2021-12-31T00:00:00.000","23:00:00","2021-12-31T00:00:00.000","23:30:00","COMPLETED","(null)","N.Y. POLICE DEPT","344","MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","(null)","114","OBSTR BREATH/CIRCUL","RESIDENCE - APT. HOUSE","2022-02-16T00:00:00.000","POINT (-73.90027 40.746566)","1011884","211286","40.746566","-73.90027"
"240313073","94","BROOKLYN","2020-12-25T00:00:00.000","06:00:00","2021-12-31T00:00:00.000","23:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2022-02-08T00:00:00.000","POINT (-73.960556 40.731768)","995181","205881","40.731768","-73.960556"
"243105070","115","QUEENS","2021-11-01T00:00:00.000","23:00:00","2022-04-04T00:00:00.000","18:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2022-04-04T00:00:00.000","POINT (-73.8804 40.749081)","1017388","212209","40.749081","-73.8804"
"239830483","73","BROOKLYN","2021-06-09T00:00:00.000","15:00:00","2022-01-27T00:00:00.000","11:30:00","COMPLETED","(null)","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2022-01-27T00:00:00.000","POINT (-73.912489 40.661224)","1008529","180190","40.661224","-73.912489"
"238526679","122","STATEN ISLAND","2022-01-01T00:00:00.000","22:00:00","2022-01-01T00:00:00.000","22:05:00","COMPLETED","(null)","N.Y. POLICE DEPT","110","FELONY","(null)","GRAND LARCENY OF MOTOR VEHICLE","(null)","441","LARCENY,GRAND OF AUTO","STREET","2022-01-01T00:00:00.000","POINT (-74.06512352 40.59848678)","966165","157328","40.59848678","-74.06512352"
"238497827","81","BROOKLYN","2022-01-01T00:00:00.000","00:27:00","2022-01-01T00:00:00.000","00:35:00","COMPLETED","(null)","N.Y. POLICE DEPT","106","FELONY","INSIDE","FELONY ASSAULT","(null)","109","ASSAULT 2,1,UNCLASSIFIED","RESIDENCE - APT. HOUSE","2022-01-01T00:00:00.000","POINT (-73.9240290899499 40.6894642952604)","1005319","190473","40.6894642952604","-73.9240290899499"
"239079821","43","BRONX","2019-05-20T00:00:00.000","17:46:00",,"(null)","COMPLETED","(null)","N.Y. POLICE DEPT","112","FELONY","(null)","THEFT-FRAUD","(null)","739","FRAUD,UNCLASSIFIED-FELONY","STREET","2022-01-13T00:00:00.000","POINT (-73.86969021 40.8231016)","1020316","239179","40.8231016","-73.86969021"
"241349434","72","BROOKLYN","2021-12-24T00:00:00.000","13:00:00","2022-01-24T00:00:00.000","14:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","424","LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT","RESIDENCE - APT. HOUSE","2022-02-28T00:00:00.000","POINT (-74.003096 40.657154)","983391","178695","40.657154","-74.003096"
"238526536","68","BROOKLYN","2022-01-01T00:00:00.000","20:30:00","2022-01-01T00:00:00.000","20:36:00","COMPLETED","(null)","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","333","LARCENY,PETIT FROM STORE-SHOPL","CHAIN STORE","2022-01-01T00:00:00.000","POINT (-74.026815 40.633857)","976807","170208","40.633857","-74.026815"
"238921783","90","BROOKLYN","2021-11-14T00:00:00.000","03:30:00","2021-11-14T00:00:00.000","03:35:00","COMPLETED","(null)","N.Y. POLICE DEPT","107","FELONY","INSIDE","BURGLARY","(null)","213","BURGLARY,COMMERCIAL,NIGHT","COMMERCIAL BUILDING","2022-01-10T00:00:00.000","POINT (-73.944754 40.711561)","999566","198522","40.711561","-73.944754"
"238958443","44","BRONX","2021-12-27T00:00:00.000","09:00:00","2021-12-27T00:00:00.000","22:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","424","LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT","RESIDENCE - APT. HOUSE","2022-01-11T00:00:00.000","POINT (-73.917283 40.839278)","1007137","245059","40.839278","-73.917283"
"239661825","94","BROOKLYN","2021-11-10T00:00:00.000","00:01:00","2021-11-15T00:00:00.000","23:59:00","COMPLETED","(null)","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","403","LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","RESTAURANT/DINER","2022-01-25T00:00:00.000","POINT (-73.958712 40.718913)","995695","201198","40.718913","-73.958712"
"245876141","67","BROOKLYN","2021-10-24T00:00:00.000","19:00:00","2021-10-24T00:00:00.000","19:03:00","COMPLETED","(null)","N.Y. POLICE DEPT","361","MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","(null)","639","AGGRAVATED HARASSMENT 2","RESIDENCE-HOUSE","2022-05-27T00:00:00.000","POINT (-73.923964 40.661433)","1005345","180263","40.661433","-73.923964"
"242107288","68","BROOKLYN","2021-02-25T00:00:00.000","15:00:00","2021-06-15T00:00:00.000","10:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","341","MISDEMEANOR","FRONT OF","PETIT LARCENY","(null)","349","LARCENY,PETIT OF LICENSE PLATE","PARKING LOT/GARAGE (PRIVATE)","2022-03-15T00:00:00.000","POINT (-74.015827 40.634649)","979857","170496","40.634649","-74.015827"
"239303135","102","QUEENS","2021-12-01T00:00:00.000","00:00:00","2022-01-18T00:00:00.000","11:30:00","COMPLETED","(null)","N.Y. POLICE DEPT","351","MISDEMEANOR","(null)","CRIMINAL MISCHIEF & RELATED OF","(null)","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","PUBLIC BUILDING","2022-01-18T00:00:00.000","POINT (-73.84151449 40.68326211)","1028206","188247","40.68326211","-73.84151449"
"239017799","83","BROOKLYN","2022-01-02T00:00:00.000","17:00:00","2022-01-02T00:00:00.000","21:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","351","MISDEMEANOR","(null)","CRIMINAL MISCHIEF & RELATED OF","(null)","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","STREET","2022-01-12T00:00:00.000","POINT (-73.91475348 40.69216412)","1007890","191462","40.69216412","-73.91475348"
"241030231","75","BROOKLYN","2020-09-15T00:00:00.000","18:00:00","2021-12-01T00:00:00.000","18:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","361","MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","(null)","639","AGGRAVATED HARASSMENT 2","RESIDENCE-HOUSE","2022-02-21T00:00:00.000","POINT (-73.877971 40.658168)","1018107","179088","40.658168","-73.877971"
"238550889","76","BROOKLYN","2022-01-02T00:00:00.000","10:00:00","2022-01-02T00:00:00.000","18:00:00","COMPLETED","(null)","N.Y. HOUSING POLICE","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","339","LARCENY,PETIT FROM OPEN AREAS,","RESIDENCE - PUBLIC HOUSING","2022-01-02T00:00:00.000","POINT (-74.006944 40.676224)","982323","185643","40.676224","-74.006944"
"239438267","66","BROOKLYN","2021-01-19T00:00:00.000","20:42:00","2022-01-19T00:00:00.000","20:44:00","COMPLETED","(null)","N.Y. POLICE DEPT","121","FELONY","FRONT OF","CRIMINAL MISCHIEF & RELATED OF","(null)","267","MISCHIEF, CRIMINAL 3 & 2, OF M","STREET","2022-01-20T00:00:00.000","POINT (-73.998388 40.636991)","984697","171349","40.636991","-73.998388"
"242917249","115","QUEENS","2021-04-06T00:00:00.000","11:00:00","2021-04-06T00:00:00.000","15:30:00","COMPLETED","(null)","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","412","LARCENY,GRAND FROM RESIDENCE, UNATTENDED","RESIDENCE - APT. HOUSE","2022-03-31T00:00:00.000","POINT (-73.878064 40.754464)","1018032","214171","40.754464","-73.878064"
"238917580","72","BROOKLYN","2021-12-20T00:00:00.000","18:00:00","2022-01-01T00:00:00.000","12:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","343","LARCENY,PETIT OF BICYCLE","RESIDENCE - APT. HOUSE","2022-01-10T00:00:00.000","POINT (-73.993974 40.662585)","985921","180674","40.662585","-73.993974"
"241321703","110","QUEENS","2021-12-02T00:00:00.000","23:00:00","2021-12-02T00:00:00.000","23:55:00","COMPLETED","(null)","N.Y. POLICE DEPT","109","FELONY","FRONT OF","GRAND LARCENY","(null)","443","LARCENY,GRAND OF BICYCLE","STREET","2022-02-28T00:00:00.000","POINT (-73.886599 40.739843)","1015675","208841","40.739843","-73.886599"
"238539286","23","MANHATTAN","2022-01-01T00:00:00.000","01:00:00","2022-01-02T00:00:00.000","11:37:00","COMPLETED","(null)","N.Y. POLICE DEPT","110","FELONY","OPPOSITE OF","GRAND LARCENY OF MOTOR VEHICLE","(null)","441","LARCENY,GRAND OF AUTO","GAS STATION","2022-01-02T00:00:00.000","POINT (-73.948376 40.78937)","998545","226869","40.78937","-73.948376"
"242064502","18","MANHATTAN","2021-10-23T00:00:00.000","11:00:00","2021-10-23T00:00:00.000","11:30:00","COMPLETED","(null)","N.Y. POLICE DEPT","104","FELONY","INSIDE","RAPE","(null)","153","RAPE 3","RESIDENCE - APT. HOUSE","2022-03-14T00:00:00.000","POINT (-73.9848359497083 40.7650240788333)","988451","217993","40.7650240788333","-73.9848359497083"
"240947098","43","BRONX","2020-11-01T00:00:00.000","18:00:00","2020-11-01T00:00:00.000","18:30:00","COMPLETED","(null)","N.Y. POLICE DEPT","104","FELONY","INSIDE","RAPE","(null)","157","RAPE 1","RESIDENCE - APT. HOUSE","2022-02-19T00:00:00.000","POINT (-73.8700413043181 40.8229123084767)","1020219","239110","40.8229123084767","-73.8700413043181"
"239848236","46","BRONX","2021-12-24T00:00:00.000","16:00:00","2021-12-24T00:00:00.000","19:33:00","COMPLETED","(null)","N.Y. POLICE DEPT","109","FELONY","FRONT OF","GRAND LARCENY","(null)","406","LARCENY,GRAND FROM PERSON, BAG OPEN/DIP","BUS STOP","2022-01-27T00:00:00.000","POINT (-73.898838 40.851186)","1012236","249403","40.851186","-73.898838"
"238555637","6","MANHATTAN","2022-01-02T00:00:00.000","18:04:00","2022-01-02T00:00:00.000","18:09:00","COMPLETED","(null)","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","333","LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","2022-01-02T00:00:00.000","POINT (-73.994543 40.731881)","985762","205920","40.731881","-73.994543"
"241709140","103","QUEENS","2021-12-01T00:00:00.000","14:40:00","2021-12-17T00:00:00.000","14:40:00","COMPLETED","(null)","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","175","SEXUAL ABUSE 3,2","PUBLIC SCHOOL","2022-03-07T00:00:00.000","POINT (-73.7927267255908 40.7072398161698)","1041717","197008","40.7072398161698","-73.7927267255908"
"245641265","114","QUEENS","2021-12-15T00:00:00.000","15:00:00","2022-05-17T00:00:00.000","09:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","110","FELONY","OPPOSITE OF","GRAND LARCENY OF MOTOR VEHICLE","(null)","441","LARCENY,GRAND OF AUTO","STREET","2022-05-25T00:00:00.000","POINT (-73.901983 40.778371)","1011396","222873","40.778371","-73.901983"
"246181751","110","QUEENS","2018-01-01T00:00:00.000","00:01:00","2018-12-31T00:00:00.000","23:59:00","COMPLETED","(null)","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","175","SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","2022-05-19T00:00:00.000","POINT (-73.8740035373971 40.7434812638841)","1019164","210169","40.7434812638841","-73.8740035373971"
"238711032","1","MANHATTAN","2021-12-30T00:00:00.000","21:42:00","2022-01-03T00:00:00.000","15:00:00","COMPLETED","(null)","N.Y. POLICE DEPT","351","MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF","(null)","254","MISCHIEF, CRIMINAL 4, OF MOTOR","STREET","2022-01-03T00:00:00.000","POINT (-74.001033 40.70808)","983963","197249","40.70808","-74.001033"
"242411226","9","MANHATTAN","2021-10-20T00:00:00.000","12:00:00",,"(null)","COMPLETED","(null)","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","349","LARCENY,PETIT OF LICENSE PLATE","RESIDENCE - APT. HOUSE","2022-03-21T00:00:00.000","POINT (-73.99167 40.726743)","986558","204048","40.726743","-73.99167"
"239017738","6","MANHATTAN","2021-11-27T00:00:00.000","18:45:00",,"(null)","COMPLETED","(null)","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2022-01-12T00:00:00.000","POINT (-74.007095 40.734555)","982283","206894","40.734555","-74.007095"
"241147038","102","QUEENS","2022-01-01T00:00:00.000","00:00:00","2022-02-23T00:00:00.000","18:40:00","COMPLETED","(null)","N.Y. POLICE DEPT","351","MISDEMEANOR","(null)","CRIMINAL MISCHIEF & RELATED OF","(null)","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","OTHER","2022-02-23T00:00:00.000","POINT (-73.831570887672 40.69932415739)","1030953","194101","40.69932415739","-73.831570887672"
"240046995","103","QUEENS","2021-12-15T00:00:00.000","11:00:00","2021-12-15T00:00:00.000","11:15:00","COMPLETED","(null)","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","STORE UNCLASSIFIED","2022-01-27T00:00:00.000","POINT (-73.795152 40.707626)","1041043","197150","40.707626","-73.795152"
