"day","borough","swimming_pool","program_type","male_registration","female_registration","total_registration","male_attendance","female_attendance","total_attendance"
"2019-08-26T00:00:00.000","Staten Island","Lyons","Night Owl","0","0","0","3","6","9"
"2019-08-26T00:00:00.000","Queens","Astoria","Night Owl","4","0","4","31","18","49"
"2019-08-26T00:00:00.000","Bronx","Crotona","Night Owl","0","1","1","0","1","1"
"2019-08-26T00:00:00.000","Bronx","Van Cortlandt","Night Owl","0","0","0","6","8","14"
"2019-08-26T00:00:00.000","Brooklyn","Sunset","Night Owl","2","3","5","20","16","36"
"2019-08-26T00:00:00.000","Brooklyn","Red Hook","Night Owl","0","1","1","13","11","24"
"2019-08-23T00:00:00.000","Brooklyn","McCarren","Night Owl","2","1","3","34","28","62"
"2019-08-26T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","1","0","1","4","4","8"
"2019-08-26T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","0","0","0","5","7","12"
"2019-08-26T00:00:00.000","Manhattan","Asser Levy","Night Owl","0","0","0","11","9","20"
"2019-08-26T00:00:00.000","Manhattan","Lasker","Night Owl","0","0","0","12","9","21"
"2019-08-26T00:00:00.000","Manhattan","John Jay","Night Owl","3","0","3","17","17","34"
"2019-08-26T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","0","0","0","30","15","45"
"2019-08-23T00:00:00.000","Staten Island","Lyons","Night Owl","0","1","1","2","8","10"
"2019-08-23T00:00:00.000","Queens","Astoria","Night Owl","0","2","2","22","15","37"
"2019-08-23T00:00:00.000","Bronx","Crotona","Night Owl","0","0","0","2","1","3"
"2019-08-23T00:00:00.000","Bronx","Van Cortlandt","Night Owl","0","0","0","9","9","18"
"2019-08-23T00:00:00.000","Brooklyn","Sunset","Night Owl","0","0","0","19","7","26"
"2019-08-23T00:00:00.000","Brooklyn","Red Hook","Night Owl","0","1","1","10","4","14"
"2019-08-23T00:00:00.000","Brooklyn","McCarren","Night Owl","1","2","3","31","19","50"
"2019-08-23T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","0","0","0","3","3","6"
"2019-08-23T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","0","0","0","4","4","8"
"2019-08-23T00:00:00.000","Manhattan","Asser Levy","Night Owl","2","0","2","10","9","19"
"2019-08-23T00:00:00.000","Manhattan","Lasker","Night Owl","2","5","7","16","14","30"
"2019-08-23T00:00:00.000","Manhattan","John Jay","Night Owl","2","3","5","20","18","38"
"2019-08-23T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","1","1","2","14","15","29"
"2019-08-22T00:00:00.000","Staten Island","Lyons","Night Owl","2","3","5","6","12","18"
"2019-08-22T00:00:00.000","Queens","Astoria","Night Owl","1","1","2","28","33","61"
"2019-08-22T00:00:00.000","Bronx","Crotona","Night Owl","0","0","0","2","2","4"
"2019-08-22T00:00:00.000","Bronx","Van Cortlandt","Night Owl","1","1","2","9","15","24"
"2019-08-22T00:00:00.000","Brooklyn","Sunset","Night Owl","0","0","0","0","0","0"
"2019-08-22T00:00:00.000","Brooklyn","Red Hook","Night Owl","1","3","4","12","16","28"
"2019-08-22T00:00:00.000","Brooklyn","McCarren","Night Owl","7","8","15","57","60","117"
"2019-08-22T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","0","2","2","4","7","11"
"2019-08-22T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","0","0","0","0","0","0"
"2019-08-22T00:00:00.000","Manhattan","Asser Levy","Night Owl","0","1","1","12","18","30"
"2019-08-22T00:00:00.000","Manhattan","Lasker","Night Owl","4","7","11","22","31","53"
"2019-08-22T00:00:00.000","Manhattan","John Jay","Night Owl","4","8","12","36","40","76"
"2019-08-22T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","8","7","15","30","34","64"
"2019-08-21T00:00:00.000","Staten Island","Lyons","Night Owl","0","1","1","1","12","13"
"2019-08-21T00:00:00.000","Queens","Astoria","Night Owl","3","1","4","20","23","43"
"2019-08-21T00:00:00.000","Bronx","Crotona","Night Owl","0","0","0","1","0","1"
"2019-08-21T00:00:00.000","Bronx","Van Cortlandt","Night Owl","1","1","2","9","12","21"
"2019-08-21T00:00:00.000","Brooklyn","Sunset","Night Owl","0","0","0","18","1","19"
"2019-08-21T00:00:00.000","Brooklyn","Red Hook","Night Owl","2","0","2","12","10","22"
"2019-08-21T00:00:00.000","Brooklyn","McCarren","Night Owl","0","3","3","32","28","60"
"2019-08-21T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","0","0","0","3","9","12"
"2019-08-21T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","0","0","0","4","7","11"
"2019-08-21T00:00:00.000","Manhattan","Asser Levy","Night Owl","0","0","0","14","9","23"
"2019-08-21T00:00:00.000","Manhattan","Lasker","Night Owl","3","6","9","18","24","42"
"2019-08-21T00:00:00.000","Manhattan","John Jay","Night Owl","4","4","8","24","26","50"
"2019-08-21T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","0","2","2","17","18","35"
"2019-08-20T00:00:00.000","Staten Island","Lyons","Night Owl","0","5","5","2","18","20"
"2019-08-20T00:00:00.000","Queens","Astoria","Night Owl","8","9","17","54","40","94"
"2019-08-20T00:00:00.000","Bronx","Crotona","Night Owl","0","0","0","3","2","5"
"2019-08-20T00:00:00.000","Bronx","Van Cortlandt","Night Owl","0","1","1","11","11","22"
"2019-08-20T00:00:00.000","Brooklyn","Sunset","Night Owl","2","5","7","19","16","35"
"2019-08-20T00:00:00.000","Brooklyn","Red Hook","Night Owl","2","5","7","19","16","35"
"2019-08-20T00:00:00.000","Brooklyn","McCarren","Night Owl","5","7","12","60","51","111"
"2019-08-20T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","1","2","3","10","12","22"
"2019-08-20T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","1","0","1","9","11","20"
"2010-08-20T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","1","0","1","9","11","20"
"2019-08-20T00:00:00.000","Manhattan","Asser Levy","Night Owl","3","6","9","16","21","37"
"2019-08-20T00:00:00.000","Manhattan","Lasker","Night Owl","0","7","7","22","35","57"
"2019-08-20T00:00:00.000","Manhattan","John Jay","Night Owl","4","7","11","30","37","67"
"2019-08-20T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","6","4","10","43","30","73"
"2019-08-19T00:00:00.000","Staten Island","Crotona","Night Owl","0","0","0","7","12","19"
"2019-08-19T00:00:00.000","Queens","Astoria","Night Owl","4","8","12","43","37","80"
"2019-08-19T00:00:00.000","Bronx","Crotona","Night Owl","0","1","1","2","2","4"
"2019-08-19T00:00:00.000","Bronx","Van Cortlandt","Night Owl","1","1","2","8","16","24"
"2019-08-19T00:00:00.000","Brooklyn","Sunset","Night Owl","4","1","5","30","17","47"
"2019-08-19T00:00:00.000","Brooklyn","Red Hook","Night Owl","1","8","9","14","20","34"
"2019-08-19T00:00:00.000","Brooklyn","McCarren","Night Owl","11","11","22","68","72","140"
"2019-08-19T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","1","1","2","7","14","21"
"2019-08-19T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","0","2","2","7","11","18"
"2019-08-19T00:00:00.000","Manhattan","Asser Levy","Night Owl","2","4","6","17","20","37"
"2019-08-19T00:00:00.000","Manhattan","Lasker","Night Owl","2","3","5","29","25","54"
"2019-08-19T00:00:00.000","Manhattan","John Jay","Night Owl","5","8","13","35","33","68"
"2019-08-19T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","7","4","11","34","40","74"
"2019-08-16T00:00:00.000","Staten Island","Lyons","Night Owl","0","0","0","4","12","16"
"2019-08-16T00:00:00.000","Queens","Astoria","Night Owl","6","32","38","30",,"30"
"2019-08-16T00:00:00.000","Bronx","Crotona","Night Owl","0","0","0","1","1","2"
"2019-08-16T00:00:00.000","Bronx","Van Cortlandt","Night Owl","2","1","3","12","13","25"
"2019-08-16T00:00:00.000","Brooklyn","Sunset","Night Owl","0","0","0","14","10","24"
"2019-08-16T00:00:00.000","Brooklyn","Red Hook","Night Owl","1","0","1","19","13","32"
"2019-08-16T00:00:00.000","Brooklyn","McCarren","Night Owl","1","4","5","46","36","82"
"2019-08-16T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","1","0","1","9","6","15"
"2019-08-16T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","1","4","5","6","12","18"
"2019-08-16T00:00:00.000","Manhattan","Asser Levy","Night Owl","2","0","2","16","10","26"
"2019-08-16T00:00:00.000","Manhattan","Lasker","Night Owl","5","2","7","13","19","32"
"2019-08-16T00:00:00.000","Manhattan","John Jay","Night Owl","2","0","2","32","30","62"
"2019-08-16T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","3","0","3","30","21","51"
"2019-08-15T00:00:00.000","Staten Island","Lyons","Night Owl","0","0","0","3","7","10"
"2019-08-15T00:00:00.000","Queens","Astoria","Night Owl","7","8","15","35","36","71"
"2019-08-15T00:00:00.000","Bronx","Crotona","Night Owl","0","0","0","4","2","6"
"2019-08-15T00:00:00.000","Bronx","Van Cortlandt","Night Owl","0","1","1","10","36","46"
"2019-08-15T00:00:00.000","Brooklyn","Sunset","Night Owl","4","0","4","18","27","45"
"2019-08-15T00:00:00.000","Brooklyn","Red Hook","Night Owl","0","0","0","12","0","12"
"2019-08-15T00:00:00.000","Brooklyn","McCarren","Night Owl","9","10","19","35","50","85"
"2019-08-15T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","0","1","1","5","7","12"
"2019-08-15T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","2","2","4","11","12","23"
"2019-08-15T00:00:00.000","Manhattan","Lasker","Night Owl","0","4","4","15","28","43"
"2019-08-15T00:00:00.000","Manhattan","John Jay","Night Owl","6","8","14","25","23","48"
"2019-08-15T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","7","3","10","22","39","61"
"2019-08-14T00:00:00.000","Staten Island","Lyons","Night Owl","0","0","0","3","3","6"
"2019-08-14T00:00:00.000","Queens","Astoria","Night Owl","2","2","4","35","28","63"
"2019-08-14T00:00:00.000","Bronx","Crotona","Night Owl","0","0","0","4","0","4"
"2019-08-14T00:00:00.000","Bronx","Van Cortlandt","Night Owl","2","0","2","10","4","14"
"2019-08-14T00:00:00.000","Brooklyn","Sunset","Night Owl","0","1","1","18","5","23"
"2019-08-14T00:00:00.000","Brooklyn","Red Hook","Night Owl","0","12","12","8",,"8"
"2019-08-14T00:00:00.000","Brooklyn","McCarren","Night Owl","3","8","11","35","40","75"
"2019-08-14T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","0","1","1","5","5","10"
"2019-08-14T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","1","2","3","8","12","20"
"2019-08-14T00:00:00.000","Manhattan","Asser Levy","Night Owl","2","0","2","11","11","22"
"2019-08-14T00:00:00.000","Manhattan","Lasker","Night Owl","3","2","5","15","17","32"
"2019-08-14T00:00:00.000","Manhattan","John Jay","Night Owl","5","1","6","25","19","44"
"2019-08-14T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","2","4","6","22","14","36"
"2019-08-13T00:00:00.000","Staten Island","Lyons","Early Bird","0","0","0","4","3","7"
"2019-08-13T00:00:00.000","Queens","Astoria","Night Owl","4","1","5","24","12","36"
"2019-08-13T00:00:00.000","Bronx","Crotona","Night Owl","0","0","0","4","1","5"
"2019-08-13T00:00:00.000","Bronx","Van Cortlandt","Night Owl","0","0","0","6","7","13"
"2019-08-13T00:00:00.000","Brooklyn","Sunset","Night Owl","0","0","0","16","12","28"
"2019-08-13T00:00:00.000","Brooklyn","Red Hook","Night Owl","1","1","2","10","8","18"
"2019-08-13T00:00:00.000","Brooklyn","McCarren","Night Owl","5","4","9","44","26","70"
"2019-08-13T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","2","0","2","13","5","18"
"2019-08-13T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","0","0","0","1","5","6"
"2019-08-13T00:00:00.000","Manhattan","Asser Levy","Night Owl","1","2","3","7","11","18"
"2019-08-13T00:00:00.000","Manhattan","Lasker","Night Owl","3","5","8","16","18","34"
"2019-08-13T00:00:00.000","Manhattan","John Jay","Night Owl","2","3","5","22","17","39"
"2019-08-13T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","5","0","5","22","17","39"
"2019-08-12T00:00:00.000","Staten Island","Lyons","Night Owl","0","1","1","12","15","27"
"2019-08-12T00:00:00.000","Queens","Astoria","Night Owl","10","10","20","43","37","80"
"2019-08-12T00:00:00.000","Bronx","Crotona","Night Owl","0","0","0","2","2","4"
"2019-08-12T00:00:00.000","Bronx","Van Cortlandt","Night Owl","1","2","3","9","20","29"
"2019-08-12T00:00:00.000","Brooklyn","Sunset","Night Owl","1","4","5","24","27","51"
"2019-08-12T00:00:00.000","Brooklyn","Red Hook","Night Owl","4","3","7","22","15","37"
"2019-08-12T00:00:00.000","Brooklyn","McCarren","Night Owl","9","11","20","75","85","160"
"2019-08-12T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","2","1","3","9","12","21"
"2019-08-12T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","3","2","5","8","12","20"
"2019-08-12T00:00:00.000","Manhattan","Asser Levy","Night Owl","2","1","3","18","14","32"
"2019-08-12T00:00:00.000","Manhattan","Lasker","Night Owl","9","9","18","35","41","76"
"2019-08-12T00:00:00.000","Manhattan","John Jay","Night Owl","3","4","7","41","40","81"
"2019-08-12T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","1","9","10","39","31","70"
"2019-08-09T00:00:00.000","Staten Island","Lyons","Night Owl","0","0","0","6","5","11"
"2019-08-09T00:00:00.000","Queens","Astoria","Night Owl","5","4","9","35","35","70"
"2019-08-09T00:00:00.000","Bronx","Crotona","Night Owl","0","0","0","2","1","3"
"2019-08-09T00:00:00.000","Bronx","Van Cortlandt","Night Owl","1","1","2","19","14","33"
"2019-08-09T00:00:00.000","Brooklyn","Sunset","Night Owl","7","5","12","28","19","47"
"2019-08-09T00:00:00.000","Brooklyn","Red Hook","Night Owl","0","0","0","0","0","0"
"2019-08-09T00:00:00.000","Brooklyn","McCarren","Night Owl","4","10","14","35","37","72"
"2019-08-09T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","0","1","1","8","7","15"
"2019-08-09T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","1","0","1","9","9","18"
"2019-08-09T00:00:00.000","Manhattan","Asser Levy","Night Owl","1","1","2","6","9","15"
"2019-08-09T00:00:00.000","Manhattan","Lasker","Night Owl","0","2","2","23","27","50"
"2019-08-09T00:00:00.000","Manhattan","John Jay","Night Owl","4","5","9","30","31","61"
"2019-08-09T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","2","3","5","21","20","41"
"2019-08-08T00:00:00.000","Staten Island","Lyons","Night Owl","0","0","0","7","16","23"
"2019-08-08T00:00:00.000","Queens","Astoria","Night Owl","6","5","11","37","37","74"
"2019-08-08T00:00:00.000","Bronx","Crotona","Night Owl","0","0","0","3","1","4"
"2019-08-08T00:00:00.000","Bronx","Van Cortlandt","Night Owl","5","3","8","10","23","33"
"2019-08-08T00:00:00.000","Brooklyn","Sunset","Night Owl","1","1","2","22","21","43"
"2019-08-08T00:00:00.000","Brooklyn","Red Hook","Night Owl","2","2","4","18","17","35"
"2019-08-08T00:00:00.000","Brooklyn","McCarren","Night Owl","4","9","13","49","51","100"
"2019-08-08T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","0","1","1","12","8","20"
"2019-08-08T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","0","0","0","9","14","23"
"2019-08-08T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","0","0","0","9","14","23"
"2019-08-08T00:00:00.000","Manhattan","Asser Levy","Night Owl","2","1","3","15","13","28"
"2019-08-08T00:00:00.000","Manhattan","Lasker","Night Owl","3","1","4","26","27","53"
"2019-08-08T00:00:00.000","Manhattan","John Jay","Night Owl","3","6","9","27","38","65"
"2019-08-08T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","9","5","14","42","22","64"
"2019-08-07T00:00:00.000","Staten Island","Lyons","Night Owl","0","0","0","0","0","0"
"2019-08-07T00:00:00.000","Queens","Astoria","Night Owl","0","0","0","0","0","0"
"2019-08-07T00:00:00.000","Bronx","Crotona","Night Owl","0","0","0","0","0","0"
"2019-08-07T00:00:00.000","Bronx","Van Cortlandt","Night Owl","0","0","0","0","0","0"
"2019-08-07T00:00:00.000","Brooklyn","Sunset","Night Owl","0","0","0","0","0","0"
"2019-08-07T00:00:00.000","Brooklyn","Red Hook","Night Owl","0","0","0","0","0","0"
"2019-08-07T00:00:00.000","Brooklyn","McCarren","Night Owl","0","0","0","0","0","0"
"2019-08-07T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","1","0","1","1","0","1"
"2019-08-07T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","0","0","0","0","0","0"
"2019-08-07T00:00:00.000","Manhattan","Asser Levy","Night Owl","0","0","0","1","1","2"
"2019-08-07T00:00:00.000","Manhattan","Lasker","Night Owl","0","0","0","0","0","0"
"2019-08-07T00:00:00.000","Manhattan","John Jay","Night Owl","0","0","0","0","0","0"
"2019-08-07T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","0","0","0","0","0","0"
"2019-08-06T00:00:00.000","Staten Island","Crotona","Night Owl","0","2","2","6","17","23"
"2019-08-06T00:00:00.000","Queens","Astoria","Night Owl","10","4","14","45","34","79"
"2019-08-06T00:00:00.000","Bronx","Crotona","Night Owl","1","2","3","5","4","9"
"2019-08-06T00:00:00.000","Bronx","Van Cortlandt","Night Owl","1","2","3","10","16","26"
"2019-08-06T00:00:00.000","Brooklyn","Sunset","Night Owl","3","4","7","33","21","54"
"2019-08-06T00:00:00.000","Brooklyn","Red Hook","Night Owl","0","0","0","0","0","0"
"2019-08-06T00:00:00.000","Brooklyn","McCarren","Night Owl","11","6","17","66","46","112"
"2019-08-06T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","4","1","5","10","14","24"
"2019-08-06T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","2","3","5","9","15","24"
"2019-08-06T00:00:00.000","Manhattan","Asser Levy","Night Owl","2","2","4","16","19","35"
"2019-08-06T00:00:00.000","Manhattan","Lasker","Night Owl","5","8","13","26","29","55"
"2019-08-06T00:00:00.000","Manhattan","John Jay","Night Owl","2","6","8","26","29","55"
"2019-08-06T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","10","4","14","27","41","68"
"2019-08-05T00:00:00.000","Staten Island","Lyons","Night Owl","0","3","3","10","16","26"
"2019-08-05T00:00:00.000","Queens","Astoria","Night Owl","5","9","14","38","46","84"
"2019-08-05T00:00:00.000","Bronx","Crotona","Night Owl","2","0","2","7","2","9"
"2019-08-05T00:00:00.000","Bronx","Van Cortlandt","Night Owl","1","0","1","8","13","21"
"2019-08-05T00:00:00.000","Brooklyn","Sunset","Night Owl","0","0","0","0","0","0"
"2019-08-05T00:00:00.000","Brooklyn","Red Hook","Night Owl","0","0","0","0","0","0"
"2019-08-05T00:00:00.000","Brooklyn","McCarren","Night Owl","9","12","21","48","38","86"
"2019-08-05T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","0","3","3","6","10","16"
"2019-08-05T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","2","2","4","6","14","20"
"2019-08-05T00:00:00.000","Manhattan","Asser Levy","Night Owl","0","3","3","14","14","28"
"2019-08-05T00:00:00.000","Manhattan","Lasker","Night Owl","8","8","16","44","41","85"
"2019-08-05T00:00:00.000","Manhattan","John Jay","Night Owl","6","10","16","39","46","85"
"2019-08-05T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","5","3","8","51","26","77"
"2019-08-02T00:00:00.000","Staten Island","Lyons","Night Owl","1","0","1","9","14","23"
"2019-08-02T00:00:00.000","Queens","Astoria","Night Owl","5","6","11","30","35","65"
"2019-08-02T00:00:00.000","Bronx","Crotona","Night Owl","0","1","1","2","1","3"
"2019-08-02T00:00:00.000","Bronx","Van Cortlandt","Night Owl","2","0","2","13","13","26"
"2019-08-02T00:00:00.000","Brooklyn","Sunset","Night Owl","5","5","10","26","25","51"
"2019-08-02T00:00:00.000","Brooklyn","Red Hook","Night Owl","1","5","6","16","16","32"
"2019-08-02T00:00:00.000","Brooklyn","McCarren","Night Owl","5","17","22","32","61","93"
"2019-08-02T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","1","0","1","10","7","17"
"2019-08-02T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","0","0","0","6","7","13"
"2019-08-02T00:00:00.000","Manhattan","Asser Levy","Night Owl","0","3","3","14","14","28"
"2019-08-02T00:00:00.000","Manhattan","Lasker","Night Owl","7","8","15","41","38","79"
"2019-08-02T00:00:00.000","Manhattan","John Jay","Night Owl","7","6","13","26","35","61"
"2019-08-02T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","9","7","16","43","32","75"
"2019-08-01T00:00:00.000","Staten Island","Lyons","Night Owl","0","2","2","8","10","18"
"2019-08-01T00:00:00.000","Queens","Astoria","Night Owl","6","13","19","37","59","96"
"2019-08-01T00:00:00.000","Bronx","Crotona","Night Owl","1","1","2","9","3","12"
"2019-08-01T00:00:00.000","Bronx","Van Cortlandt","Night Owl","7","1","8","17","22","39"
"2019-08-01T00:00:00.000","Brooklyn","Sunset","Night Owl","5","4","9","31","29","60"
"2019-08-01T00:00:00.000","Brooklyn","Red Hook","Night Owl","4","5","9","23","33","56"
"2019-08-01T00:00:00.000","Brooklyn","McCarren","Night Owl","8","11","19","63","59","122"
"2019-08-01T00:00:00.000","Manhattan","Tony Dapolito","Night Owl","3","4","7","14","12","26"
"2019-08-01T00:00:00.000","Manhattan","Marcus Garvey","Night Owl","1","0","1","8","13","21"
"2019-08-01T00:00:00.000","Manhattan","Asser Levy","Night Owl","2","4","6","17","20","37"
"2019-08-01T00:00:00.000","Manhattan","Lasker","Night Owl","3","6","9","33","37","70"
"2019-08-01T00:00:00.000","Manhattan","John Jay","Night Owl","3","8","11","37","45","82"
"2019-08-01T00:00:00.000","Manhattan","Hamilton Fish","Night Owl","10","5","15","42","35","77"
"2019-07-31T00:00:00.000","Staten Island","Lyons","Night Owl","0","0","0","7","2","9"
"2019-07-31T00:00:00.000","Queens","Astoria","Night Owl","1","5","6","17","16","33"
"2019-07-31T00:00:00.000","Bronx","Crotona","Night Owl","0","0","0","2","0","2"
"2019-07-31T00:00:00.000","Bronx","Van Cortlandt","Night Owl","0","1","1","3","5","8"
"2019-07-31T00:00:00.000","Brooklyn","Sunset","Night Owl","0","0","0","12","4","16"
"2019-07-31T00:00:00.000","Brooklyn","Red Hook","Night Owl","2","0","2","15","9","24"
