"objectid","globalid","seating_interest_sidewalk","restaurant_name","legal_business_name","doing_business_as_dba","bulding_number","street","borough","zip","business_address","food_service_establishment","sidewalk_dimensions_length","sidewalk_dimensions_width","sidewalk_dimensions_area","roadway_dimensions_length","roadway_dimensions_width","roadway_dimensions_area","approved_for_sidewalk_seating","approved_for_roadway_seating","qualify_alcohol","sla_serial_number","sla_license_type","landmark_district_or_building","landmarkdistrict_terms","healthcompliance_terms","time_of_submission","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"10252","{B3C64B76-F5F6-4D46-8696-A8DEBD271EE1}","sidewalk","Kame","Gen Kame Inc","Kame","330","8th AVE","Manhattan","10001","330 8th AVE, Manhattan, NY","50105280","11","4","44",,,,"yes","no","no",,,"no",,"yes","2020-08-14T15:04:00.000","40.747511","-73.996864","5","3","95","1084996","1007760004","Midtown-Midtown South"
"10253","{633A300A-45F6-4CA6-80FB-F7B10779896F}","sidewalk","Oscar's place","Maneken Corp","Oscar's Place","466","Hudson st","Manhattan","10014","466 Hudson st, Manhattan, NY","50011097","15","5","75",,,,"yes","no","yes","Jun-18","RW","yes","yes","yes","2020-08-14T15:18:00.000","40.731833","-74.006589","2","3","73","1083517","1005850001","West Village"
"10254","{18DF1FAC-E55B-408E-8C70-3263489924C3}","both","Home Sweet Harlem","Home Sweet Harlem, Inc","Home Sweet Harlem","1528","Amsterdam Avenue","Manhattan","10031","1528 Amsterdam Avenue, Manhattan, NY","50002019","10","10","100","27","8","216","yes","yes","yes","Oct-89","RW","no",,"yes","2020-08-14T15:31:00.000","40.81924","-73.952002","9","7","22301","1059797","1019880106","Manhattanville"
"10255","{36BC037A-0499-42F4-83C8-0743E32868E8}","openstreets","Bogota Latin Bistro","Bogota Latin Bistro","Bogota Latin Bistro","141","5th avenue","Brooklyn","11217","141 5th avenue, Brooklyn, NY","41106672",,,,,,,"no","no","yes","Jun-78","OP","no",,"yes","2020-08-14T15:45:00.000","40.678212","-73.97923","6","39","131","3019401","3009470011","Park Slope-Gowanus"
"10256","{0288FF08-7F06-4159-8ECC-DF062B116151}","roadway","338 E. 6TH REST. INC.","338 E. 6TH REST. INC.","Awash Ethiopian Restaurant","338","E 6th St","Manhattan","10003","338 E 6th St, Manhattan, NY","41044592",,,,"24","8","192","no","yes","yes","Mar-59","RW","no",,"yes","2020-08-14T16:27:00.000","40.726971","-73.987542","3","2","38","1006241","1004470025","East Village"
"10257","{F916872C-A8F1-4150-8A20-2307EA416D99}","openstreets","Il Brigante Restaurant","Calabria Restaurant LLC","Il Brigante Restaurant","214","Front Street","Manhattan","10038","214 Front Street, Manhattan, NY","41231878",,,,,,,"no","no","yes","Aug-32","RW","yes","yes","yes","2020-08-14T16:44:00.000","40.707333","-74.002532","1","1","1501","1086562","1000977504","Battery Park City-Lower Manhattan"
"10258","{BE3A356B-C6D9-47F6-8019-787168BA97DC}","both","NEW ISTANBUL GRILL","NEW ISTANBUL GRILL INC","NEW ISTANBUL GRILL INC","310","West 14th Street","Manhattan","10014","310 West 14th Street, Manhattan, NY","50096526","20","8","160","30","8","240","yes","yes","yes","###############################################################################################################################################################################################################################################################","RW","no",,"yes","2020-08-14T16:56:00.000","40.740119","-74.003414","2","3","77","1011707","1006290029","West Village"
"10259","{2CBACAD1-49B6-4D8D-8F25-A3F415A9C586}","roadway","About Coffee","ABOUT COFFEE LLC","ABOUT COFFEE","71","SULLIVAN STREET","Manhattan","10012","71 SULLIVAN STREET, Manhattan, NY","50047872",,,,"10","5","50","no","yes","no",,,"no",,"yes","2020-08-14T17:08:00.000","40.724625","-74.003889","2","3","47","1007347","1004890008","SoHo-TriBeCa-Civic Center-Little Italy"
"1026","8134eaa7-01ae-4f1c-8e28-ef196b05ad4e","sidewalk","Come Prima Ristorante","s&d dining group llc","s&d dining group llc","903","903 Madison Avenue","Manhattan","10021","903  903 Madison Avenue, Manhattan, NY","50044629","55","13","715",,,,"yes","no","yes","1291321","OP","yes","yes","yes","2020-06-19T14:45:00.000",,,,,,,,
"10260","{13A7B480-1C97-4282-8A4E-67536D0A5C25}","both","Congee Village Restaurant & Bar of Flushing Inc.","Congee Village Restaurant & Bar of Flushing Inc.","Congee Village Restaurant & Bar of Flushing Inc.","133-53","37th Ave","Queens","11354","133-53 37th Ave, Queens, NY","50052589","136","8","1088","136","8","1088","yes","yes","yes","###############################################################################################################################################################################################################################################################","OP","no",,"yes","2020-08-14T17:09:00.000","40.760911","-73.832872","7","20","869","4534920","4049707501","Flushing"
"10261","{80E94402-F87F-4F7B-834A-429716E8D1BB}","roadway","Bronx Ice Co","Bronx Ice Co.,, LLC","Bronx Ice Co.,, LLC","1048","Manhattan ave","Brooklyn","11222","1048 Manhattan ave, Brooklyn, NY","50105410",,,,"16","7","112","no","yes","no",,,"no",,"yes","2020-08-14T17:14:00.000","40.734646","-73.954979","1","33","575","3063951","3025050002","Greenpoint"
"10262","{0FC997CA-DDC3-4F51-8A49-B090F74ECF61}","both","Upi Jaya","Upi Yuliastuti Restaurant Inc","Upi Yuliastuti Restaurant Inc","7604","Woodside Ave","Queens","11373","7604  Woodside Ave, Queens, NY","50070567","14","9","126","16","8","128","yes","yes","no",,,"no",,"yes","2020-08-14T17:49:00.000","40.74342","-73.888712","4","25","483","4037782","4015220002","Elmhurst-Maspeth"
"10263","{15EEC423-2BD0-4F50-86E5-1BB177C25F9F}","both","Shukette","230 Ninth Avenue Restaurant LLC","230 Ninth Avenue Restaurant LLC dba Shukette","230","Ninth Avenue","Manhattan","10001","230 Ninth Avenue, Manhattan, NY","50102347","35","8","280","50","8","400","yes","yes","yes","Nov-06","RW","no",,"yes","2020-08-14T18:01:00.000","40.747234","-74.000772","4","3","93","1083597","1007480001","Hudson Yards-Chelsea-Flatiron-Union Square"
"10264","{82E0EF9D-9B7A-451E-8E96-352E30ABB64A}","both","Asian Kabab and Curry","Asian Kabab and Curry Inc","Asian Kabab and Curry Inc","496","Crescent Ave","Brooklyn","11208","496  Crescent Ave, Brooklyn, NY","50056793","20","3","60","30","3","90","yes","yes","no",,,"no",,"yes","2020-08-14T18:06:00.000",,,,,,,,
"10265","{55E1297F-3A71-4902-822C-69FB043C0B58}","both","Asian Kabab and Curry","Asian Kabab and Curry Inc","Asian Kabab and Curry Inc","496","Crescent","Brooklyn","11208","496 Crescent, Brooklyn, NY","50056793","20","3","60","20","3","60","yes","yes","no",,,"no",,"yes","2020-08-14T18:10:00.000",,,,,,,,
"10266","{34380B1A-D3E6-482D-8D2E-E6D547A2FE32}","both","Bilt Bar","JH Hospitality","Bilt Bar","583","Vanderbilt Ave","Brooklyn","11238","583 Vanderbilt Ave, Brooklyn, NY","50094669","38","11","418","38","7","266","yes","yes","yes","Apr-05","OP","yes","yes","yes","2020-08-14T18:31:00.000","40.680304","-73.967901","8","35","203","3027652","3011300001","Prospect Heights"
"10267","{573AB165-CECC-44AA-88B9-ECA2ADD55D57}","roadway","Bricolage","Bricolage Vietnamese Gastropub","Choucroute LLC","162","5th Avenue","Brooklyn","11217","162 5th Avenue, Brooklyn, NY","50018819",,,,"12","8","96","no","yes","yes","Feb-12","OP","no",,"yes","2020-08-14T20:00:00.000","40.677877","-73.979479","6","39","131","3019363","3009460053","Park Slope-Gowanus"
"10268","{EE70F8B7-67F5-49F0-858C-55F8F3CDD3C3}","both","Tel Aviv Cafe","HUKA TEL AVIV CORP","HUKA TEL AVIV CORP","1911","CONEY ISLAND AVE","Brooklyn","11230","1911    CONEY ISLAND AVE, Brooklyn, NY","41250217","20","4","80","20","8","160","yes","yes","no",,,"no",,"yes","2020-08-14T22:17:00.000","40.610876","-73.962532","14","48","542","3181685","3067580064","Midwood"
"10269","{DA3D1B8C-B5D1-4170-81BC-B26FF37C05E4}","openstreets","Kiku Asian bistro","Kiku 88 inc","Kiku 88 inc","163","5 ave","Brooklyn","11217","163 5 ave, Brooklyn, NY","50058706",,,,,,,"no","no","yes","Nov-63","RW","no",,"yes","2020-08-14T23:13:00.000","40.677581","-73.979652","6","39","131","3019590","3009500009","Park Slope-Gowanus"
"1027","6752ae7e-e9cc-443f-80c6-c8baf4ec9a2c","sidewalk","The Capital Grille","Capital Grille Holdings","Capital Grille Holdings","155","East 42nd Street","Manhattan","10017","155 East 42nd Street , Manhattan, NY","41046726","100","20","2000",,,,"yes","no","yes","1153584","OP","no",,"yes","2020-06-19T14:46:00.000","40.751181","-73.975407","6","4","92","1036160","1012970031","Turtle Bay-East Midtown"
"10270","{41121479-FCF2-4024-8B12-534D92A050EA}","both","Il Cantinori","Silvet Restaurant Corp.","Il Cantinori","32","East 10th","Manhattan","10003","32 East 10th , Manhattan, NY","40378571","30","8","240","30","8","240","yes","yes","yes","Aug-04","OP","no",,"yes","2020-08-15T03:07:00.000",,,,,,,,
"10271","{6AA9567B-5654-4CAF-866C-A5D5F1C074E3}","both","VSPOT","Vegan Wholesale Foods Corp","Vegan Wholesale Foods Corp","156","156 5th Avenue","Brooklyn","11217","156  156 5th Avenue, Brooklyn, NY","41643852","20","12","240","20","8","160","yes","yes","yes","Dec-83","OP","no",,"yes","2020-08-15T08:05:00.000",,,,,,,,
"10272","{8B78C576-04F7-4E7F-8DD5-9B2AE882D915}","roadway","Padishah Restaurant","Padishah Corp.","Padishah Corp.","1920","1920 Ave U","Brooklyn","11229","1920  1920 Ave U, Brooklyn, NY","50002771",,,,"19","8","152","no","yes","no",,,"no",,"yes","2020-08-15T09:33:00.000",,,,,,,,
"10273","{38CD62E8-228D-459B-87D4-0BDBF63BF446}","sidewalk","mcdonalds","5404 myrtle corp","5404 myrtle corp","54-05","myrtle ave","Queens","11385","54-05 myrtle ave, Queens, NY","50078731","25","9","225",,,,"yes","no","no",,,"no",,"yes","2020-08-15T09:51:00.000","40.699583","-73.910737","5","34","549",,,"Ridgewood"
"10274","{3B982638-4EB7-4BFE-8FA4-29F2DE80833B}","sidewalk","Philly Pretzel Factory","Snacking Made Easy LLC","Philly Pretzel Factory","131","5th Ave","Brooklyn","11217","131 5th Ave, Brooklyn, NY","50097413","130","50","6500",,,,"yes","no","no",,,"no",,"yes","2020-08-15T09:58:00.000","40.678651","-73.978934","6","39","131","3019193","3009440004","Park Slope-Gowanus"
"10275","{29FEE3B8-BA08-4B42-8CE9-163EC6630DE1}","sidewalk","The Clam","Naughty Gull","The Clam","420","Hudson Street","Manhattan","10014","420 Hudson Street, Manhattan, NY","50004681","28","19","532",,,,"yes","no","yes","Sep-81","OP","yes","yes","yes","2020-08-15T10:08:00.000","40.730436","-74.006808","2","3","67","1009773","1005830001","West Village"
"10276","{44CA407C-3A17-47A3-8540-4910BEA2843E}","openstreets","Speedy's Cafe","DNC Foodservice Corp.","Speedy's Cafe","1271","Broadway","Manhattan","10001","1271 Broadway, Manhattan, NY","40545130",,,,,,,"no","no","yes","Nov-93","RW","no",,"yes","2020-08-15T10:48:00.000","40.748296","-73.988465","5","3","76","1015834","1008330078","Midtown-Midtown South"
"10277","{D89061EE-9A20-4D4B-8E92-04B85BD91FBE}","openstreets","Obica Mozzarella Bar","Obika NY Madison LLC","Obika NY Madison LLC","928","Broadway","Manhattan","10010","928  Broadway, Manhattan, NY","50011551",,,,,,,"no","no","yes","###############################################################################################################################################################################################################################################################","OP","yes","yes","yes","2020-08-15T10:56:00.000","40.740166","-73.989492","5","2","56","1016242","1008500012","Hudson Yards-Chelsea-Flatiron-Union Square"
"10278","{F0CB1764-BA4E-4E2D-8E0C-EA49EE2E8674}","roadway","Grab & Go Cafe","Grab & Go Cafe","Grab & Go Cafe","475","60th Street","Brooklyn","11214","475 60th Street, Brooklyn, NY","50105118",,,,"12","8","96","no","yes","no",,,"no",,"yes","2020-08-15T11:16:00.000","40.63991","-74.016867","7","38","74","3016295","3008630048","Sunset Park West"
"10279","{FC05EA99-3A63-427B-8B65-F90233CD5574}","sidewalk","bottino","bottino corp","bottino corp","246-248","10th ave","Manhattan","10001","246-248 10th ave, Manhattan, NY","40617736","40","6","240",,,,"yes","no","yes","Dec-05","OP","no",,"yes","2020-08-15T12:35:00.000","40.748554","-74.003533","4","3","93","1012782","1007220003","Hudson Yards-Chelsea-Flatiron-Union Square"
"1028","7f3d65d3-2bfb-4203-8a56-be9d4bde56f4","both","Joanne Trattoria","Second Wind Restaurant, LLC","Joanne Trattoria","70","West 68th Street","Manhattan","10023","70 West 68th Street, Manhattan, NY","41639072","16","4","64","16","8","128","yes","yes","yes","1257154","OP","yes","yes","yes","2020-06-19T14:05:00.000","40.774512","-73.979875","7","6","153","1028259","1011200160","Lincoln Square"
"10280","{84830B8E-8B8B-4CF5-8ADD-A40B40EF0783}","both","Brandy's Piano Bar","235 East Cafe, Inc.","Brandy's Piano Bar","235","East 84th","Manhattan","10028","235 East 84th, Manhattan, NY","40383511","20","12","240","20","8","160","yes","yes","yes","Aug-13","OP","no",,"yes","2020-08-15T12:36:00.000",,,,,,,,
"10281","{D83FB273-4B7F-4191-8AB9-33B31C964A3A}","both","Momo Crave","Momo Crave LLC","Momo Crave LLC","3807","69th Street Woodside","Queens","11377","3807  69th Street Woodside, Queens, NY","50075766","11","7","77","11","8","88","yes","yes","no",,,"no",,"yes","2020-08-15T13:14:00.000",,,,,,,,
"10282","{45C17CC3-49E8-40FE-8BCB-66E8F04AFC92}","roadway","Shoga sushi and oyster bar","88 Fusion Link Inc","88 Fusion Link Inc","1698","2nd Avenue","Manhattan","11377","1698  2nd Avenue , Manhattan, NY","41567090",,,,"38","8","304","no","yes","yes","Jul-18","OP","no",,"yes","2020-08-15T13:20:00.000",,,,,,,,
"10283","{32FEF7C9-2B75-414C-8934-C6CF21046566}","both","Rab's Country Lanes","Country Lanes Pizza & Snacks, Inc.","Gennaro's at Country Lanes","1600","Hylan Boulevard","Staten Island","10305","1600 Hylan Boulevard, Staten Island, NY","41622592","63","6","378","63","8","504","yes","yes","yes","Nov-55","OP","no",,"yes","2020-08-15T13:54:00.000","40.589514","-74.089443","2","50","70","5049887","5033720001","Old Town-Dongan Hills-South Beach"
"10284","{BDB97392-60BD-43D2-8FF9-C3659CF5FF27}","roadway","burrito bar & kitchen","M and G together 4 ever LLC","Burrito bar & kitchen","307","Flatbush ave","Brooklyn","11217","307 Flatbush ave, Brooklyn, NY","41127647",,,,"30","8","240","no","yes","yes","Apr-90","OP","no",,"yes","2020-08-15T14:38:00.000","40.678546","-73.973429","8","35","161","3028698","3011570015","Prospect Heights"
"10285","{DCF15A27-C242-404E-8993-EDCED11A11D5}","both","Chingoo restaurant","Chingoo restaurant","Chingoo restaurant","373","Graham ave","Brooklyn","11211","373 Graham ave, Brooklyn, NY","50099171","14","9","126","14","8","112","yes","yes","yes","Aug-20","OP","no",,"yes","2020-08-15T15:36:00.000","40.715768","-73.944595","1","34","497","3068603","3027540023","East Williamsburg"
"10286","{931C99EC-596C-4CA4-8261-CA05077C0B29}","both","Il Bel Paese Pizzeria & Trattoria","Amici Italian Foods INC","Il Bel Paese Pizzeria & Trattoria","305","Knickerbocker Avenue","Brooklyn","11237","305 Knickerbocker Avenue , Brooklyn, NY","50101212","25","4","100","25","8","200","yes","yes","no",,,"no",,"yes","2020-08-15T16:04:00.000","40.701684","-73.923383","4","34","429","3073201","3032200003","Bushwick North"
"10287","{06C9BD8B-5448-4DE2-8C85-74DC314704B3}","roadway","FRIENDSHIP FOODS ONE INC","FRIENDSHIP FOODS ONE INC","FRIENDSHIP FOODS ONE INC","103","BOWERY","Manhattan","10002","103 BOWERY, Manhattan, NY","50096488",,,,"25","8","200","no","yes","no",,,"no",,"yes","2020-08-15T16:17:00.000","40.717659","-73.995217","3","1","16","1003922","1003040005","Chinatown"
"10288","{8A03937D-C2AE-455B-8E68-7C5797AFA452}","both","GRILL MASTER 001 INC","GRILL MASTER 001 INC","JIANG NAN CHINESE FUSION","13342","39TH AVE UNIT 101","Queens","11354","13342 39TH AVE UNIT 101, Queens, NY","50078188","30","10","300","30","8","240","yes","yes","yes","Oct-84","RW","no",,"yes","2020-08-15T16:32:00.000","40.759106","-73.83414","7","20","871","4596186","4049737501","Flushing"
"10289","{096E1404-EBAE-48F5-8DDF-8ABD9D1F57D1}","both","Prince Laban&Chinese restaurent","Renessa inc.","Prince Kababish & Chinese restaurant","3756","74 street","Queens","11372","3756 74 street, Queens, NY","50069734","18","8","144","18","8","144","yes","yes","no",,,"no",,"yes","2020-08-15T16:55:00.000","40.74763","-73.891596","3","25","289","4029808","4012840065","Jackson Heights"
"1029","5c1f5d47-adb3-4ba5-8fcf-cafc5f53d2fa","both","da gennaro","akram restaurant management inc","da gennaro restaurant","129","mulberry","Manhattan","10013","129 mulberry, Manhattan, NY","41235305","70","8","560","70","8","560","yes","yes","yes","1195719","OP","no",,"yes","2020-06-19T14:47:00.000","40.718332","-73.997836","2","1","41","1003083","1002360031","SoHo-TriBeCa-Civic Center-Little Italy"
"10290","{0047C86C-DAE7-4629-83BE-D272EAF70DA7}","both","The Dip","Minute Out Restaurant LLC","The Dip","58","St. Marks Pl.","Manhattan","10003","58 St. Marks Pl., Manhattan, NY","50097610","6","6","36","14","8","112","yes","yes","no",,,"no",,"yes","2020-08-15T17:17:00.000","40.728157","-73.986654","3","2","38","1006324","1004490018","East Village"
"10291","{E48023D5-8DD2-4617-847B-A6D8FD625504}","roadway","Caffe Aronne","Dahan Hospitality Inc.","Caffe Aronne","112","Greenwich Avenue","Manhattan","10011","112  Greenwich Avenue, Manhattan, NY","50103264",,,,"38","8","304","no","yes","yes","Jul-32","TW","yes","yes","yes","2020-08-16T08:51:00.000","40.738481","-74.002226","2","3","77","1011090","1006170036","West Village"
"10292","{3352695D-50F4-4CE0-8463-030F20B1EB28}","sidewalk","Qing Dao Restaurant","On & On 168 Inc.","On & On 168 Inc.","40-46","Main Street","Queens","11354","40-46 Main Street, Queens, NY","50069376","8","8","64",,,,"yes","no","no",,,"no",,"yes","2020-08-16T09:08:00.000","40.758477","-73.829611","7","20","871","4114146","4050370061","Flushing"
"10293","{9D3B1993-13AF-4378-8585-0C16A563CA66}","both","Kitsby Dessert Bar","Kitsby Cafe Inc","Kitsby Cafe Inc","186","Grand Street","Brooklyn","11211","186 Grand Street, Brooklyn, NY","50090446","16","4","64","30","8","240","yes","yes","no",,,"no",,"yes","2020-08-16T13:08:00.000","40.714271","-73.96075","1","34","551","3395392","3023937501","North Side-South Side"
"10294","{1C7C8BA5-9174-413A-82E3-3441AAC1093C}","sidewalk","SPIN","SPIN NYC LLC","SPIN","48","East 23rd Street","Manhattan","10010","48 East 23rd Street, Manhattan, NY","41420036","12","6","72",,,,"yes","no","no",,,"no",,"yes","2020-08-16T13:17:00.000","40.740599","-73.987359","5","2","56","1016287","1008510041","Hudson Yards-Chelsea-Flatiron-Union Square"
"10295","{D9218020-8E45-4D0A-839F-ABE798402C6B}","both","Ultra spicy house","Malaban inc","Ultra spicy house","44-09","Kissena blvd","Queens","11355","44-09 Kissena blvd, Queens, NY","50077173","14","12","168","11","8","88","yes","yes","yes","Nov-02","RW","no",,"yes","2020-08-16T13:45:00.000","40.753649","-73.822499","7","20","859","4117221","4051920034","Flushing"
"10296","{E8AE4A1A-4AEF-4DB8-8472-F416A6D58AB3}","sidewalk","GYRO KING","GYRO KING FOODS CORP","GYRO KING","50","EAST FORDHAM RD.","Bronx","10468","50 EAST FORDHAM RD., Bronx, NY","40596246","10","12","120",,,,"yes","no","no",,,"no",,"yes","2020-08-16T13:50:00.000","40.862447","-73.90024","5","14","239","2014027","2031840039","Fordham South"
"10297","{A0CEE574-EB29-46F3-8740-AEF9EC23B260}","both","Paper Rain","J K Spot LLC","J K Spot LLC","2770","Atlantic Ave","Brooklyn","11207","2770 Atlantic Ave, Brooklyn, NY","50059410","32","6","192","32","7","224","yes","yes","yes","Jul-64","OP","no",,"yes","2020-08-16T13:59:00.000","40.676305","-73.891967","5","37","1198","3088255","3039610009","East New York"
"10298","{E4BE1A8D-5236-45B9-80D9-796A690B345F}","both","GYRO KING","GYRO KING FOODS CORP","GYRO KING","50","EAST FORDHAM RD","Bronx","10468","50 EAST FORDHAM RD, Bronx, NY","40596246","56","5","280","56","8","448","yes","yes","no",,,"no",,"yes","2020-08-16T14:13:00.000","40.862447","-73.90024","5","14","239","2014027","2031840039","Fordham South"
