"property_id","property_name","year_ending","energy_star_score","custom_property_id_1_id","address_1","address_2","city","state_province","postcode","county","property_floor_area_buildings","year_built","primary_property_type_self","date_property_last_modified","service_and_product_provider","energy_star_certification","metered_areas_energy","energy_star_certification_1","energy_star_certification_2","energy_star_certification_3","energy_star_certification_4","target_energy_star_score","energy_alerts","space_alerts","direct_ghg_emissions_mtco2e","indirect_ghg_emissions_mtco2e","total_ghg_emissions_mtco2e","egrid_output_emissions_rate","energy_current_date","water_current_date","electricity_onsite_renewable","electricity_sourced_from","avoided_emissions_offsite","onsite_renewable_system","green_power_offsite_kwh","onsite_renewable_system_1","site_eui_kbtu_ft","site_energy_use_kbtu","national_median_site_eui","target_site_eui_kbtu_ft","weather_normalized_site_eui","electricity_use_grid_purchase","electricity_use_grid_purchase_1","natural_gas_use_kbtu","natural_gas_use_therms","district_steam_use_kbtu","fuel_oil_2_use_kbtu","fuel_oil_4_use_kbtu","fuel_oil_5_6_use_kbtu","diesel_2_use_kbtu","other_use_kbtu","district_chilled_water_use","district_hot_water_use_kbtu","estimated_data_flag","estimated_data_flag_1","estimated_data_flag_natural","estimated_data_flag_district","estimated_data_flag_fuel","estimated_data_flag_fuel_1","estimated_data_flag_fuel_2","estimated_data_flag_diesel","estimated_data_flag_other","estimated_data_flag_district_1","estimated_data_flag_district_2","percent_better_than_national","source_eui_kbtu_ft","source_energy_use_kbtu","weather_normalized_source","national_median_source_eui","percent_better_than_national_1","bank_branch_gross_floor_area","bank_branch_percent_that","bank_branch_computer_density","bank_branch_weekly_operating","bank_branch_worker_density","bank_branch_number_of_workers","hospital_general_medical","hospital_general_medical_1","hospital_general_medical_2","hospital_general_medical_3","hospital_general_medical_4","hospital_general_medical_5","hospital_general_medical_6","hotel_gross_floor_area_ft","hotel_full_service_spa_floor","hotel_gym_fitness_center","hotel_number_of_rooms","hotel_room_density_number","hotel_amount_of_laundry","hotel_type_of_laundry_facility","hotel_percent_that_can_be","hotel_cooking_facilities","hotel_worker_density_number","worship_facility_gross_floor","worship_facility_computer","worship_facility_weekly","worship_facility_cooking","k_12_school_gross_floor_area","k_12_school_high_school","k_12_school_weekend_operation","k_12_school_computer_density","k_12_school_percent_that","k_12_school_refrigeration","k_12_school_cooking_facilities","medical_office_gross_floor","medical_office_number_of","medical_office_percent_that","medical_office_weekly","multifamily_housing_gross","multifamily_housing_number","multifamily_housing_number_1","multifamily_housing_number_2","multifamily_housing_government","multifamily_housing_maximum","multifamily_housing_number_3","multifamily_housing_percent","multifamily_housing_percent_1","multifamily_housing_number_4","multifamily_housing_primary","multifamily_housing_resident","office_gross_floor_area_ft","office_percent_that_can_be","office_computer_density_number","office_weekly_operating_hours","office_worker_density_number","parking_completely_enclosed","parking_gross_floor_area","parking_open_parking_lot","parking_partially_enclosed","residence_hall_dormitory","residence_hall_dormitory_1","residence_hall_dormitory_2","residence_hall_dormitory_3","residence_hall_dormitory_4","retail_store_gross_floor","retail_store_cash_register","retail_store_exterior_entrance","retail_store_worker_density","retail_store_weekly_operating","retail_store_walk_in","retail_store_percent_that","retail_store_computer_density","retail_store_open_or_closed","retail_store_number_of_walk","retail_store_number_of_open","senior_care_community_gross","senior_care_community_average","senior_care_community_number","senior_care_community_number_1","senior_care_community_number_2","senior_care_community_number_3","senior_care_community_number_4","senior_care_community_percent","senior_care_community_number_5","senior_care_community_maximum","senior_care_community_number_6","supermarket_grocery_gross","supermarket_grocery_number","supermarket_grocery_number_1","supermarket_grocery_number_2","supermarket_grocery_percent","supermarket_grocery_cooking","supermarket_grocery_walk","supermarket_grocery_weekly","supermarket_grocery_worker","swimming_pool_approximate","swimming_pool_location_of","swimming_pool_months_in_use","refrigerated_warehouse_gross","refrigerated_warehouse_weekly","refrigerated_warehouse_worker","non_refrigerated_warehouse","non_refrigerated_warehouse_1","non_refrigerated_warehouse_2","non_refrigerated_warehouse_3","non_refrigerated_warehouse_4","non_refrigerated_warehouse_5","data_center_pue","data_center_pdu_input_site","data_center_ups_output_site","data_center_it_source_energy","data_center_national_median","data_center_gross_floor_area","data_center_it_site_energy","data_center_it_energy","indoor_water_use_all_water","indoor_water_intensity_all","outdoor_water_use_all_water","water_alerts","generation_date","release_date","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"2388521","Nippon Club Tower","2012-12-31T00:00:00.000","0","Not Available","145 West 57th. Street","Not Available","New York","New York","10019","NEW YORK","76328","1991","Office","30-MAY-13","None","Not Available","Whole Facility Energy Consumption","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","Not Available","Less than 1 year of data<br>Data > 120 days old<br>","Not Available","Not Available","Not Available","Not Available","Not Available","31-DEC-11","31-DEC-11","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","68","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","164","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","76328","100","2.32","80","2.27","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-31T14:34:48.000","2013-05-31T10:34:46.000","MANHATTAN","40.764966","-73.978708","105","4","137","1023723","1010107503","Midtown-Midtown South"
"2388525","110-11 Queens Boulevard - Kennedy House","2012-12-31T00:00:00.000","0","4052585","110-11 Queens Boulevard","Not Available","Queens","New York","11375","QUEENS","492805","1965","Multifamily Housing","15-MAY-13","None","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Not Available","""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>","2952.22","989.08","3941.31","Not Available","31-JAN-13","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","133.8","65939790.1","Not Available","0","140.1","10534749.06","3087558.3","55175646.97","551756.5","Not Available","229394.09","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","189.1","93186652.3","194.6","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","927","2","100","65","490310","405","36","0","0","33","405","100","20","591","Natural Gas","No specific resident population","Not Available","Not Available","Not Available","Not Available","Not Available","78180","78180","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","26779.1","54.34","Not Available","Not Available","2013-05-24T12:31:46.000","2013-05-31T12:02:12.000","QUEENS","40.719923","-73.840507","406","29","75702","4052585","4022370001","Forest Hills"
"2388616","120 East 36th Street","2012-12-31T00:00:00.000","0","1018931","120 East 36th Street","Not Available","New York","New York","10016","NEW YORK","83130","1957","Multifamily Housing","15-MAY-13","Greenwich Energy Solutions","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Not Available","""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>Less than One Full Year of Space Attribute Data","394.23","158.12","552.35","Not Available","31-JAN-13","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","82.4","6853954","Not Available","0","81.6","1684138.2","493592.7","85609.48","856.1","Not Available","2314233.48","Not Available","2769972.81","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","130.5","10849703.1","127.7","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","83130","96","5","0","0","15","96","90","10","85","Fuel Oil (No. 5 and No. 6)","No specific resident population","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","3378.2","40.64","Not Available","Not Available","2013-05-24T12:31:46.000","2013-05-31T12:02:12.000","MANHATTAN","40.747959","-73.979457","106","4","80","1018931","1008910077","Murray Hill-Kips Bay"
"2388624","110-45 Queens Boulevard - Park Briar Owners Corp","2012-12-31T00:00:00.000","0","4052598","110-45 Queens Boulevard","Not Available","New York","New York","11375","QUEENS","213900","1951","Multifamily Housing","15-MAY-13","Greenwich Energy Solutions","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Data > 120 days old<br>","""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>Less than One Full Year of Space Attribute Data","662.9","279.16","942.06","Not Available","31-DEC-12","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","72.2","15433861.7","Not Available","0","80.5","2973312.48","871428","12460549.18","124605.5","Not Available","0","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","107.4","22977058.7","115.3","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","213900","410","16","0","0","33","410","90","15","412","Natural Gas","No specific resident population","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","0","Not Available","There is no water use for the time period specified.","2013-05-24T12:31:46.000","2013-05-31T12:02:12.000","QUEENS","40.719295","-73.839098","406","29","75701","4052598","4022380001","Forest Hills"
"2388664","54 West 16th Street","2012-12-31T00:00:00.000","0","1015317","54 West 16th Street","Not Available","New York","New York","10011","NEW YORK","134720","1955","Multifamily Housing","10-MAY-13","Greenwich Energy Solutions","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Data > 120 days old<br>","""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>","562.57","212.16","774.73","Not Available","31-DEC-12","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","70.6","9511855.4","Not Available","0","69.9","2259712.57","662283.9","457603.23","4576","Not Available","Not Available","Not Available","6794539.63","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","110.5","14889035.6","108.1","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","131720","50","9","0","0","15","120","90","15","126","Fuel Oil (No. 5 and No. 6)","No specific resident population","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","1500","0","1","1.33","65","0","100","0","0","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","1500","Not Available","Not Available","0","100","1","0","105","1.33","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","6427.2","47.71","Not Available","Not Available","2013-05-24T12:31:46.000","2013-05-31T12:02:12.000","MANHATTAN","40.738042","-73.994364","105","3","54","1015317","1008170085","Hudson Yards-Chelsea-Flatiron-Union Square"
"2388669","800 Grand Concourse","2012-12-31T00:00:00.000","0","2002791","800 Grand Concourse","Not Available","Bronx","New York","10451","BRONX","294123","1954","Multifamily Housing","15-MAY-13","Greenwich Energy Solutions","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Data > 120 days old<br>","""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>","1329.74","349.81","1679.56","Not Available","31-DEC-12","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","75","22048794.2","Not Available","0","74.8","3725867.9","1091989.4","894939.39","8949.4","Not Available","Not Available","17427986.92","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","105.3","30983667.1","104.5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","294123","50","27","0","0","7","250","80","20","411","Fuel Oil (No. 4)","No specific resident population","0","25","0","40","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","7059.8","24","Not Available","Not Available","2013-05-24T12:31:46.000","2013-05-31T12:02:12.000","BRONX","40.825315","-73.923522","204","16","5902","2002791","2024580090","East Concourse-Concourse Village"
"2388674","44 West 62nd Street","2012-12-31T00:00:00.000","0","1027365","44 West 62nd Street","Not Available","New York","New York","10023","NEW YORK","213796","1974","Multifamily Housing","15-MAY-13","Greenwich Energy Solutions","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Data > 120 days old<br>","""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>","21.25","1511.27","1532.52","Not Available","31-DEC-12","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","86.2","18431349.4","Not Available","0","89","5867670.33","1719715.8","399413.33","3994.1","12164265.78","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","162.5","34734966.3","165.7","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","208567","143","7","30","0","30","143","90","10","Not Available","District Steam","No specific resident population","1365","100","2.2","65","2.2","33380","33380","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","895","0","1","1.12","65","0","100","0","0","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","6083.9","28.46","Not Available","Not Available","2013-05-24T12:31:46.000","2013-05-31T12:02:12.000","MANHATTAN","40.770755","-73.98262","107","3","145","1027365","1011140061","Lincoln Square"
"2388675","310 West 56th Street","2012-12-31T00:00:00.000","0","1025439","310 West 56th Street","Not Available","New York","New York","10019","NEW YORK","69643","1964","Multifamily Housing","15-MAY-13","Greenwich Energy Solutions","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Data > 120 days old<br>","""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>Less than One Full Year of Space Attribute Data","358.82","37.56","396.38","Not Available","31-DEC-12","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","73.8","5136540.2","Not Available","0","73.8","400040.31","117245.1","260462.66","2604.6","Not Available","1701096.09","Not Available","2774941.1","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","88","6129636.6","88.1","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","69643","65","9","2","0","16","115","90","10","130","Fuel Oil (No. 5 and No. 6)","No specific resident population","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","3678.7","52.82","Not Available","Not Available","2013-05-24T12:31:46.000","2013-05-31T12:02:12.000","MANHATTAN","40.766303","-73.984","104","3","139","1025439","1010460038","Clinton"
"2388677","520 East 72nd Street","2012-12-31T00:00:00.000","0","1078436","520 East 72nd Street","Not Available","New York","New York","10021","NEW YORK","172396","1964","Multifamily Housing","15-MAY-13","Greenwich Energy Solutions","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","0","Data > 120 days old<br>","""Multifamily Housing"" space types must be <=10% of Total Floor Space.<br>Less than 50% of the Total Floor Space can be benchmarked.<br>","966.04","434.36","1400.4","Not Available","31-DEC-12","31-DEC-12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","129.1","22254026.7","Not Available","0","133.4","4626346.98","1355904.7","16240705.42","162407.1","Not Available","1386974.35","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","196.4","33856861.6","199.4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","5000","0","0","5","13","2","1","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","167396","215","16","0","0","18","244","100","10","272","Natural Gas","No specific resident population","Not Available","Not Available","Not Available","Not Available","Not Available","8850","8850","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","0","Not Available","There is no water use for the time period specified.","2013-05-24T12:31:46.000","2013-05-31T12:02:12.000","MANHATTAN","40.766611","-73.953199","108","5","124","1078437","1014830038","Lenox Hill-Roosevelt Island"
"2394929","Poly Prep Science Center","2012-12-31T00:00:00.000","0","Not Available","9216 7th Avenue","Poly Prep Country Da","Brooklyn","New York","11228","KINGS","13150","1999","K-12 School","25-APR-13","None","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","Not Available","Less than 1 year of data<br>Data > 120 days old<br>","Not Available","Not Available","Not Available","Not Available","Not Available","31-MAY-11","01-JAN-00","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","57","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","145","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","13150","1","0","4.49","100","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-24T22:58:08.000","2013-05-24T18:58:07.000","BROOKLYN","40.612318","-74.023732","310","43","152","3336349","3061430001","Dyker Heights"
"2394981","Poly Prep Upper School","2012-12-31T00:00:00.000","67","3336349","9216 7th Avenue","Poly Prep Country Da","Brooklyn","New York","11228","KINGS","133787","1917","K-12 School","23-MAY-13","None","Not Available","No Selection Made","Not Eligible: Rating must be 75 or above","No Status Available","Not Available","Not Available","75","Not Available","Not Available","513.31","352.04","865.35","Not Available","31-JAN-13","01-JAN-00","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","89.2","11939178.6","103.9","83.2","94.4","3749567.46","1098935.4","4378301.45","43783","Not Available","3811309.72","Not Available","Not Available","Not Available","Not Available","0","Not Available","No","Not Available","No","Not Available","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","-14.1","156.6","20957059.7","163.4","182.4","-14.1","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","133787","1","1","2.21","73","0.02","1","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Short Course (25 yards x 20 yards)","Indoor","12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2013-05-24T22:58:08.000","2013-05-24T18:58:07.000","BROOKLYN","40.612318","-74.023732","310","43","152","3336349","3061430001","Dyker Heights"
