"complaintid","srnumber","complainttype","boro","block","lot","number","street","city","state","postcode","unit","initialinspectiondate","initialinspectionresults","ordermailingdate","postinginspectiondate","followupinspectiondate","daysbetween","closeddate","reinspectiondate","reinspectionresult","novnumber","novcode","novdate","novdescription"
"10201","1700082071","Defacement","Queens","26","17","537","46TH AVE.","LONG ISLAND CITY","NY","11101-5214",,"2019-04-04T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30","2019-05-23T00:00:00.000","2019-05-23T00:00:00.000","Pass",,,,
"10202","1701907151","Defacement","Queens","1187","5","3404","60TH ST.","FLUSHING","NY","11377-2108",,"2019-04-04T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30","2019-05-23T00:00:00.000","2019-05-23T00:00:00.000","Pass",,,,
"10203","1702978101","Defacement","Queens","1092","20","2330","99TH ST.","FLUSHING","NY","11369-1317",,"2019-04-04T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30","2019-05-23T00:00:00.000","2019-05-23T00:00:00.000","Pass",,,,
"10204","1700464711","Defacement","Queens","1187","3","3406","60TH ST.","FLUSHING","NY","11377-2117",,"2019-04-04T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30","2019-05-23T00:00:00.000","2019-05-23T00:00:00.000","Pass",,,,
"10205","1699734661","Defacement","Queens","367","38","3738","CRESCENT ST.","LONG ISLAND CITY","NY","11101-3501",,"2019-04-04T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30",,"2019-05-23T00:00:00.000","Fail","206271221","D31","2019-05-23T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10206","1699150578","Defacement","Queens","2889","18","5214","HASPEL ST.","FLUSHING","NY","11373-4345",,"2019-04-04T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30","2019-05-23T00:00:00.000","2019-05-23T00:00:00.000","Pass",,,,
"10207","1700464716","Defacement","Queens","1954","3","10408","MARTENSE AVE.","FLUSHING","NY","11368-3211",,"2019-04-04T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30",,"2019-05-23T00:00:00.000","Fail","206271240","D31","2019-05-23T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10208","1700464717","Defacement","Queens","1954","6","10418","MARTENSE AVE.","FLUSHING","NY","11368-5107",,"2019-04-04T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30","2019-05-23T00:00:00.000","2019-05-23T00:00:00.000","Pass",,,,
"10209","1700464715","Defacement","Queens","1092","22","2334","99TH ST.","FLUSHING","NY","11369-1317",,"2019-04-04T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30","2019-05-23T00:00:00.000","2019-05-23T00:00:00.000","Pass",,,,
"1021","050496211","Defacement","Queens","9413","5","111-12","95 AVENUE","JAMAICA","NY","11419",,"2015-01-02T00:00:00.000","Fail","2015-01-13T00:00:00.000",,"2015-02-12T00:00:00.000","30",,"2015-04-21T00:00:00.000","Fail","187668571","D31","2015-04-21T00:00:00.000","Defacement of roadway, sidewalk or curb"
"288","957828219","Defacement","Brooklyn","681","55","209","33 STREET","BROOKLYN","NY","11232",,"2014-05-01T00:00:00.000","Fail",,,,"30",,,,,,,
"10210","1701871271","Defacement","Queens","1954","104","10410","MARTENSE AVE.","FLUSHING","NY","11368-3211",,"2019-04-04T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30","2019-05-23T00:00:00.000","2019-05-23T00:00:00.000","Pass",,,,
"10211","1699028961","Defacement","Queens","9174","53","10910","97TH ST.","JAMAICA","NY","11417-2151",,"2019-04-05T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30","2019-05-23T00:00:00.000","2019-05-23T00:00:00.000","Pass",,,,
"10212","1700424011","Defacement","Queens","9712","102","14135","85TH RD.","JAMAICA","NY","11435-2552",,"2019-04-05T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30","2019-05-28T00:00:00.000","2019-05-28T00:00:00.000","Pass",,,,
"10213","1697593191","Defacement","Brooklyn","7299","71","2387","OCEAN AVE.","BROOKLYN","NY","11229-3543","66","2019-04-02T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30",,"2019-04-02T00:00:00.000","Fail","206271093","D31","2019-04-02T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10214","1704113947","Defacement","Bronx","3523","3","1831","LACOMBE AVE.","BRONX","NY","10473-3631",,"2019-04-09T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30","2019-05-30T00:00:00.000","2019-05-30T00:00:00.000","Pass",,,,
"10215","1703637541","Defacement","Queens","9405","6","10312","97TH AVE.","JAMAICA","NY","11416-1718",,"2019-04-09T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30","2019-05-30T00:00:00.000","2019-05-30T00:00:00.000","Pass",,,,
"10216","1703926781","Defacement","Queens","9716","102","8435","LANDER ST.","JAMAICA","NY","11435-2000",,"2019-04-09T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30","2019-05-28T00:00:00.000","2019-05-28T00:00:00.000","Pass",,,,
"10217","1704305985","Defacement","Bronx","3123","30","887","E. 178TH ST.","BRONX","NY","10460-1725",,"2019-04-09T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30","2019-05-30T00:00:00.000","2019-05-30T00:00:00.000","Pass",,,,
"10218","1735263253","Defacement","Brooklyn","6255","55","1255","79TH ST.","BROOKLYN","NY","11228-2707",,"2019-04-10T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30",,"2019-04-10T00:00:00.000","Fail","206274384","D31","2019-04-10T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10219","1704700488","Defacement","Bronx","3343","336","3330","BAINBRIDGE AVE.","BRONX","NY","10467-2800",,"2019-04-09T00:00:00.000","Fail","2019-04-11T00:00:00.000",,"2019-05-11T00:00:00.000","30","2019-05-30T00:00:00.000","2019-05-30T00:00:00.000","Pass",,,,
"1022","050502491","Defacement","Queens","9413","25","95-46","112 STREET","JAMAICA","NY","11419",,"2015-01-02T00:00:00.000","Fail","2015-01-13T00:00:00.000",,"2015-02-12T00:00:00.000","30","2015-04-22T00:00:00.000","2015-04-22T00:00:00.000","Pass",,,,
"10220","311-00781589","Defacement","Brooklyn","6374","83","8670","20TH AVE.","BROOKLYN","NY","11214-3902",,"2019-04-02T00:00:00.000","Fail",,,,"30",,"2019-10-17T00:00:00.000","Fail","206263568","D31","2019-10-17T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10221","1703027511","Defacement","Queens","3244","20","7140","JUNO ST.","FLUSHING","NY","11375-5928",,"2019-04-09T00:00:00.000","Pass",,,,"30","2019-04-09T00:00:00.000",,,,,,
"10222","1700089311","Defacement","Bronx","3338","39","3353","BAINBRIDGE AVE.","BRONX","NY","10467-2801",,"2019-04-10T00:00:00.000","Pass",,,,"30","2019-04-10T00:00:00.000",,,,,,
"10223","1701129141","Defacement","Staten Island","593","710","219","ARLO RD.","STATEN ISLAND","NY","10301-3836",,"2019-04-09T00:00:00.000","Pass",,,,"30","2019-04-09T00:00:00.000",,,,,,
"10224","1684194031","Defacement","Queens","9425","14","10122","108TH ST.","JAMAICA","NY","11419-1714",,"2019-04-05T00:00:00.000","Pass",,,,"30","2019-04-05T00:00:00.000",,,,,,
"10225","1701625223","Defacement","Queens","10232","2","17304","LIBERTY AVE.","JAMAICA","NY","11433-1324",,"2019-04-05T00:00:00.000","Pass",,,,"30","2019-04-05T00:00:00.000",,,,,,
"10226","1699794873","Defacement","Queens","9576","47","10465","122ND ST.","JAMAICA","NY","11419-2805",,"2019-04-05T00:00:00.000","Pass",,,,"30","2019-04-05T00:00:00.000",,,,,,
"10227","1702104121","Defacement","Bronx","4272","17","1945","TOMLINSON AVE.","BRONX","NY","10461-1323",,"2019-04-05T00:00:00.000","Pass",,,,"30","2019-04-05T00:00:00.000",,,,,,
"10228","1701809391","Defacement","Brooklyn","4652","76","9708","KINGS HWY.","BROOKLYN","NY","11212-3344",,"2019-04-04T00:00:00.000","Pass",,,,"30","2019-04-04T00:00:00.000",,,,,,
"10229","1702090897","Defacement","Brooklyn","6267","32","1262","79TH ST.","BROOKLYN","NY","11228-2708",,"2019-04-04T00:00:00.000","Pass",,,,"30","2019-04-04T00:00:00.000",,,,,,
"1023","050488101","Defacement","Queens","9413","35","95-68","112 STREET","JAMAICA","NY","11419",,"2015-01-02T00:00:00.000","Fail","2015-01-13T00:00:00.000",,"2015-02-12T00:00:00.000","30","2015-04-22T00:00:00.000","2015-04-22T00:00:00.000","Pass",,,,
"10230","1701037168","Defacement","Bronx","5343","33","3146","WATERBURY AVE.","BRONX","NY","10465-1438",,"2019-04-05T00:00:00.000","Pass",,,,"30","2019-04-05T00:00:00.000",,,,,,
"10231","1702962287","Defacement","Brooklyn","7017","135","2825","W. 22ND ST.","BROOKLYN","NY","11224-2336",,"2019-04-11T00:00:00.000","Pass",,,,"30","2019-04-11T00:00:00.000",,,,,,
"10232","1702685901","Defacement","Brooklyn","7085","48","247","AVENUE T.","BROOKLYN","NY","11223-3805",,"2019-04-11T00:00:00.000","Pass",,,,"30","2019-04-11T00:00:00.000",,,,,,
"10233","1702501421","Defacement","Brooklyn","1979","7","489","WASHINGTON AVE.","BROOKLYN","NY","11238-2303",,"2019-04-11T00:00:00.000","Pass",,,,"30","2019-04-11T00:00:00.000",,,,,,
"10234","1701928936","Defacement","Brooklyn","1867","53","32","NEW YORK AVENUE","BROOKLYN","NY","0",,"2019-04-11T00:00:00.000","Pass",,,,"30","2019-04-11T00:00:00.000",,,,,,
"10235","1703590421","Defacement","Brooklyn","1927","47","208","SKILLMAN ST.","BROOKLYN","NY","11205-4511",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","Pass",,,,
"10236","1705059783","Defacement","Brooklyn","1137","65","621","BERGEN ST.","BROOKLYN","NY","11238-3405",,"2019-04-12T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","Pass",,,,
"10237","1705059782","Defacement","Brooklyn","3309","21","252","IRVING AVE.","BROOKLYN","NY","11237-5586",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30",,"2019-06-02T00:00:00.000","Fail","206273073","D31","2019-06-02T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10238","1702825361","Defacement","Brooklyn","2670","1","50","BEDFORD AVE.","BROOKLYN","NY","11222-3906",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","Pass",,,,
"10239","1705607121","Defacement","Brooklyn","8003","28","721","E. 82ND ST.","BROOKLYN","NY","11236-3509",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"1024","050492921","Defacement","Queens","9413","36","95-70","112 STREET","JAMAICA","NY","11419",,"2015-01-02T00:00:00.000","Fail","2015-01-13T00:00:00.000",,"2015-02-12T00:00:00.000","30","2015-04-22T00:00:00.000","2015-04-22T00:00:00.000","Pass",,,,
"10240","1704317021","Defacement","Brooklyn","4657","36","773","LINDEN BLVD.","BROOKLYN","NY","11203-3519",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30",,"2019-06-02T00:00:00.000","Fail","206273055","D31","2019-06-02T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10241","1704330461","Defacement","Brooklyn","4656","30","759","LINDEN BLVD.","BROOKLYN","NY","11203-3515",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","Pass",,,,
"10242","1704321371","Defacement","Brooklyn","4676","106","764","LINDEN BLVD.","BROOKLYN","NY","11203-3516",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10243","1705059731","Defacement","Brooklyn","4656","28","763","LINDEN BLVD.","BROOKLYN","NY","11203-3515",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10244","1705059730","Defacement","Brooklyn","4656","27","769","LINDEN BLVD.","BROOKLYN","NY","11203-3515",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10245","1705059732","Defacement","Brooklyn","4676","6","760","LINDEN BLVD.","BROOKLYN","NY","11203-3516",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10246","1704330511","Defacement","Brooklyn","4660","7501","900","LENOX RD.","BROOKLYN","NY","11203-2603",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30",,"2019-06-02T00:00:00.000","Fail","206273046","D31","2019-06-02T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10247","1703408384","Defacement","Brooklyn","5195","73","327","E. 29TH ST.","BROOKLYN","NY","11226-7131",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10248","1705059733","Defacement","Brooklyn","5195","71","329","E. 29TH ST.","BROOKLYN","NY","11226-7131",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10249","1705194456","Defacement","Brooklyn","5917","33","266","73RD ST.","BROOKLYN","NY","11209-2110",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","Pass",,,,
"1025","048035720","Defacement","Brooklyn","6273","59","1825","80 STREET","BROOKLYN","NY","11214",,"2014-12-26T00:00:00.000","Fail","2015-01-13T00:00:00.000",,"2015-02-12T00:00:00.000","30","2015-05-13T00:00:00.000","2015-05-13T00:00:00.000","Pass",,,,
"10250","1705252607","Defacement","Brooklyn","6612","82","1647","E. 5TH ST.","BROOKLYN","NY","11230-6908",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","Pass",,,,
"10251","1705059734","Defacement","Brooklyn","6612","83","1645","E. 5TH ST.","BROOKLYN","NY","11230-6908",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","Pass",,,,
"10252","1705526916","Defacement","Brooklyn","7383","29","2258","E. 26TH ST.","BROOKLYN","NY","11229-4942",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10253","1702773001","Defacement","Brooklyn","7381","101","2114","GRAVESEND NECK RD.","BROOKLYN","NY","11229-4810",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10254","1703055370","Defacement","Brooklyn","8481","21","1855","E. 37TH ST.","BROOKLYN","NY","11234-4411",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10255","1705059780","Defacement","Brooklyn","8481","22","1853","E. 37TH ST.","BROOKLYN","NY","11234-4411",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10256","1703998781","Defacement","Brooklyn","8491","10","1861","E. 51ST ST.","BROOKLYN","NY","11234-3809",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30",,"2019-06-02T00:00:00.000","Fail","206271259","D31","2019-06-02T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10257","311-01230378","Defacement","Queens","518","8","3133","12TH ST.","LONG ISLAND CITY","NY","11106-4801",,"2019-04-12T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-12-06T00:00:00.000","2019-12-06T00:00:00.000","Pass","206262770","D31","2019-06-06T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10258","1702770131","Defacement","Brooklyn","5056","97","111","CLARKSON AVE.","BROOKLYN","NY","11226-2096",,"2019-04-12T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","Pass",,,,
"10259","1701859071","Defacement","Brooklyn","4814","55","375","HAWTHORNE ST.","BROOKLYN","NY","11225-5909",,"2019-04-12T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","Pass",,,,
"1026","049021245","Defacement","Manhattan","1422","7501","219","EAST   67 STREET","NEW YORK","NY","10065",,"2014-12-30T00:00:00.000","Fail","2015-01-13T00:00:00.000",,"2015-02-12T00:00:00.000","30","2015-05-11T00:00:00.000","2015-05-11T00:00:00.000","Pass",,,,
"10260","1702759759","Defacement","Brooklyn","1137","64","623","BERGEN ST.","BROOKLYN","NY","11238-3405",,"2019-04-12T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","Pass",,,,
"10261","1697810585","Defacement","Brooklyn","302","24","234","CONGRESS ST.","BROOKLYN","NY","11201-6416",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","Pass",,,,
"10262","1702320461","Defacement","Brooklyn","3875","48","774","WILLIAMS AVE.","BROOKLYN","NY","11207-6862",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-10T00:00:00.000","2019-06-10T00:00:00.000","Pass",,,,
"10263","1701790161","Defacement","Brooklyn","4343","10","774","ALABAMA AVE.","BROOKLYN","NY","11207-7717",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-04-26T00:00:00.000","2019-04-26T00:00:00.000","Pass",,,,
"10264","1702805851","Defacement","Brooklyn","4247","16","920","BELMONT AVE.","BROOKLYN","NY","11208-2639","4","2019-04-12T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10265","1703183241","Defacement","Brooklyn","3309","19","290","BLEECKER ST.","BROOKLYN","NY","11237-5201",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30",,"2019-06-02T00:00:00.000","Fail","206273019","D31","2019-06-02T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10266","311-00195718","Defacement","Queens","518","7","1211","31ST DR.","LONG ISLAND CITY","NY","11106-4817",,"2019-04-09T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-08-02T00:00:00.000","2019-04-09T00:00:00.000","Fail","206271130","D31","2019-04-09T00:00:00.000","Defacement of roadway, sidewalk or curb"
"998","104435162","Defacement","Brooklyn","5402","18","530","EAST    9 STREET","BROOKLYN","NY","11218",,"2014-12-15T00:00:00.000","Fail","2014-12-24T00:00:00.000",,"2015-01-23T00:00:00.000","30","2015-05-15T00:00:00.000","2015-05-15T00:00:00.000","Pass",,,,
"10267","1703794217","Defacement","Brooklyn","7084","39","225","AVENUE T.","BROOKLYN","NY","11223-3847",,"2019-04-11T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30",,"2019-04-11T00:00:00.000","Fail","206271120","D31","2019-04-11T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10268","1705640391","Defacement","Queens","8979","7","8514","91ST AVE.","JAMAICA","NY","11421-2523",,"2019-04-15T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-06T00:00:00.000","2019-06-06T00:00:00.000","Pass",,,,
"10269","1704224861","Defacement","Queens","9315","23","10801","ATLANTIC AVE.","JAMAICA","NY","11418-2238",,"2019-04-15T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"1027","049924718","Defacement","Brooklyn","7736","58","1012","EAST   53 STREET","BROOKLYN","NY","11234",,"2014-12-30T00:00:00.000","Fail","2015-01-13T00:00:00.000",,"2015-02-12T00:00:00.000","30","2015-05-06T00:00:00.000","2015-05-06T00:00:00.000","Pass",,,,
"10270","1706067751","Defacement","Queens","9485","35","10166","118TH ST.","JAMAICA","NY","11419-1908",,"2019-04-15T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-06T00:00:00.000","2019-06-06T00:00:00.000","Pass",,,,
"10271","1705094565","Defacement","Queens","6027","38","20005","33RD AVE.","FLUSHING","NY","11361-1007",,"2019-04-15T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10272","1706093638","Defacement","Queens","6824","25","15846","75TH RD.","FLUSHING","NY","11366-1028",,"2019-04-15T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30",,,,,,,
"10273","1706124060","Defacement","Queens","9485","33","10160","118TH ST.","JAMAICA","NY","11419-1908",,"2019-04-15T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-06T00:00:00.000","2019-06-06T00:00:00.000","Pass",,,,
"10274","1707918391","Defacement","Queens","9537","62","10455","114TH ST.","JAMAICA","NY","11419-2507",,"2019-04-16T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10275","1708173353","Defacement","Queens","6283","7502","4223","212TH ST.","FLUSHING","NY","11361-2979",,"2019-04-16T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10276","1706958819","Defacement","Queens","645","15","3429","37TH ST.","LONG ISLAND CITY","NY","11101-1301",,"2019-04-17T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30",,"2019-06-06T00:00:00.000","Fail","206262760","D31","2019-06-06T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10278","1708453096","Defacement","Staten Island","593","1","800","VICTORY BLVD.","STATEN ISLAND","NY","10301-3702",,"2019-04-16T00:00:00.000","Fail","2019-04-18T00:00:00.000",,"2019-05-18T00:00:00.000","30","2019-06-13T00:00:00.000","2019-06-13T00:00:00.000","Pass",,,,
"10279","1706616871","Defacement","Brooklyn","3200","35","1329","WILLOUGHBY AVE.","BROOKLYN","NY","11237-3003",,"2019-04-15T00:00:00.000","Fail","2019-04-19T00:00:00.000",,"2019-05-19T00:00:00.000","30",,"2019-06-02T00:00:00.000","Fail","206273064","D31","2019-06-02T00:00:00.000","Defacement of roadway, sidewalk or curb"
"1028","049361535","Defacement","Brooklyn","5527","65","1933","62 STREET","BROOKLYN","NY","11204",,"2014-12-30T00:00:00.000","Fail","2015-01-13T00:00:00.000",,"2015-02-12T00:00:00.000","30","2015-05-13T00:00:00.000","2015-05-13T00:00:00.000","Pass",,,,
"10280","1702275151","Defacement","Brooklyn","5399","84","681","E. 5TH ST.","BROOKLYN","NY","11218-5806",,"2019-04-17T00:00:00.000","Fail","2019-04-19T00:00:00.000",,"2019-05-19T00:00:00.000","30","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","Pass",,,,
"10281","1702275155","Defacement","Brooklyn","7145","31","2229","W. 5TH ST.","BROOKLYN","NY","11223-4614",,"2019-04-17T00:00:00.000","Fail","2019-04-19T00:00:00.000",,"2019-05-19T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10282","1702275154","Defacement","Brooklyn","7145","30","2225","W. 5TH ST.","BROOKLYN","NY","11223-4614",,"2019-04-17T00:00:00.000","Fail","2019-04-19T00:00:00.000",,"2019-05-19T00:00:00.000","30","2019-06-02T00:00:00.000","2019-06-02T00:00:00.000","Pass",,,,
"10283","1702275152","Defacement","Brooklyn","6801","39","1778","E. 19TH ST.","BROOKLYN","NY","11229-2202",,"2019-04-17T00:00:00.000","Fail","2019-04-19T00:00:00.000",,"2019-05-19T00:00:00.000","30",,"2019-06-02T00:00:00.000","Fail","206273028","D31","2019-06-02T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10284","1708336530","Defacement","Brooklyn","5270","9","118","VANDERBILT ST.","BROOKLYN","NY","11218-1034",,"2019-04-15T00:00:00.000","Fail","2019-04-19T00:00:00.000",,"2019-05-19T00:00:00.000","30","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","Pass",,,,
"10285","1702275150","Defacement","Brooklyn","5399","85","679","E. 5TH ST.","BROOKLYN","NY","11218-5806",,"2019-04-17T00:00:00.000","Fail","2019-04-19T00:00:00.000",,"2019-05-19T00:00:00.000","30","2019-06-01T00:00:00.000","2019-06-01T00:00:00.000","Pass",,,,
"10286","1702800261","Defacement","Brooklyn","5026","8","191","OCEAN AVE.","BROOKLYN","NY","11225-4701",,"2019-04-15T00:00:00.000","Fail",,,,"30",,"2019-04-15T00:00:00.000","Fail","206274393","D31","2019-04-15T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10287","1709391252","Defacement","Brooklyn","7317","56","2063","HOMECREST AVE.","BROOKLYN","NY","11229-2711",,"2019-04-18T00:00:00.000","Fail",,,,"30",,"2019-04-19T00:00:00.000","Fail","206271149","D31","2019-04-19T00:00:00.000","Defacement of roadway, sidewalk or curb"
"10288","1708205911","Defacement","Brooklyn","7829","75","1960","UTICA AVENUE","BROOKLYN","NY","11234",,"2019-04-19T00:00:00.000","Pass",,,,"30","2019-04-19T00:00:00.000",,,,,,
