"item_number","product_name","citystore_exclusive","unit_price","color","size","style","category_name","description"
"06091","'We Do' Mug: Women","No","6",,,"Women in Dresses","Married in New York","Nothing better than waking up to a mug that reminds you of your special day! 8  oz. Dishwasher and microwave safe."
"04096","MetroCard MetroCard Holder","No","3",,,,"NYC Subway","Keep your MetroCard safe and sound with this convenient holder! Includes a Manhattan subway map (below 86th street) on the reverse side. Durable hard plastic for ultimate protection."
"04096","MetroCard MetroCard Holder","No","3",,,,"Accessories","Keep your MetroCard safe and sound with this convenient holder! Includes a Manhattan subway map (below 86th street) on the reverse side. Durable hard plastic for ultimate protection."
"23019","100% cotton NYC Dish Towel","No","25",,,,"Home Accents","Makes drying dishes fun! New York City silk screened and framed with a hand embroidered border on a 100% cotton dish towel. The original art celebrates Little Italy, the Garment district, Chelsea, Soho, Nolita, Harlem, etc... Three stripes down both sides and hand dyed ric-rac top and bottom add a charming touch. Machine wash and dry.          100% Cotton. 21 x 30 inches."
"23019","100% cotton NYC Dish Towel","No","25",,,,"Reusable","Makes drying dishes fun! New York City silk screened and framed with a hand embroidered border on a 100% cotton dish towel. The original art celebrates Little Italy, the Garment district, Chelsea, Soho, Nolita, Harlem, etc... Three stripes down both sides and hand dyed ric-rac top and bottom add a charming touch. Machine wash and dry.          100% Cotton. 21 x 30 inches."
"16046","Replica Subway Map Poster / Wrap","No","6",,,,"NYC Subway","Trying to pick out places you know? It  so interesting and pretty you won t know whether to frame it or use it! This vintage Hagstrom subway map has been reproduced on quality thick Cavallini paper and can be used as wrap or wall decoration. It  your choice!    19   x 28 inches."
"16046","Replica Subway Map Poster / Wrap","No","6",,,,"Posters, Prints and Signs","Trying to pick out places you know? It  so interesting and pretty you won t know whether to frame it or use it! This vintage Hagstrom subway map has been reproduced on quality thick Cavallini paper and can be used as wrap or wall decoration. It  your choice!    19   x 28 inches."
"0410","1938 Building Code, Edited and Amended to December 6, 1968","No","5",,,,"Rules & Regulations","Building Laws relating to buildings built before December 6,1968. 182 pages. 11  x 8 1/2 . Soft cover."
"10064","1968 Building Code of the City of New York - Update Set #1","Yes","15",,,,"Rules & Regulations","This is update set # 1 to the 1968 Building Code of the City of New York with amendments to October 2003.    This update includes amendments through October 2004. Included in the set are instructions on how to add, discard and replace pages.    NOTE: Update set #1 is included in 1968 Building Code of the City of New York with 2 updates (item #10127)"
"17006","1999-2000 Taxi Cab Medallion","Yes","20",,,,"CityStore Exclusives","Own a genuine Millennium New York City taxi cab medallion! This is a plate from an actual NYC yellow cab that was issued for year 1999-2000. Affixed to the hood of the taxi cab, these medallions have probably seen more of NYC than most! Comes with a certificate of authenticity. 6   x 5   inches."
"17006","1999-2000 Taxi Cab Medallion","Yes","20",,,,"NYC Taxi","Own a genuine Millennium New York City taxi cab medallion! This is a plate from an actual NYC yellow cab that was issued for year 1999-2000. Affixed to the hood of the taxi cab, these medallions have probably seen more of NYC than most! Comes with a certificate of authenticity. 6   x 5   inches."
"17007","2000-2001 Taxi Cab Medallion","Yes","20",,,,"CityStore Exclusives","Own a genuine New York City taxi cab medallion! This is a plate from an actual NYC yellow cab that was issued for year 2000-2001. Affixed to the hood of the taxi cab, these medallions have probably seen more of NYC than most! Comes with a certificate of authenticity. 5   x 6   inches."
"17007","2000-2001 Taxi Cab Medallion","Yes","20",,,,"NYC Taxi","Own a genuine New York City taxi cab medallion! This is a plate from an actual NYC yellow cab that was issued for year 2000-2001. Affixed to the hood of the taxi cab, these medallions have probably seen more of NYC than most! Comes with a certificate of authenticity. 5   x 6   inches."
"17008","2001-2002 Taxi Cab Medallion","Yes","20",,,,"CityStore Exclusives","Own a genuine New York City taxi cab medallion! This is a plate from an actual NYC yellow cab that was issued for year 2001-2002. Affixed to the hood of the taxi cab, these medallions have probably seen more of NYC than most! Comes with a certificate of authenticity. 6 x 5   inches."
"17008","2001-2002 Taxi Cab Medallion","Yes","20",,,,"NYC Taxi","Own a genuine New York City taxi cab medallion! This is a plate from an actual NYC yellow cab that was issued for year 2001-2002. Affixed to the hood of the taxi cab, these medallions have probably seen more of NYC than most! Comes with a certificate of authenticity. 6 x 5   inches."
"18050","33rd Street Tile","No","34",,,,"Home Accents","Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6  x 6  square."
"18050","33rd Street Tile","No","34",,,,"NYC Subway","Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6  x 6  square."
"18046","42nd Street Tile","No","34",,,,"Home Accents","Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6  x 6  square."
"18046","42nd Street Tile","No","34",,,,"NYC Subway","Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6  x 6  square."
"0420","59th Street Lake, ca 1940, Notecard","No","1",,,,"Stationery","Ice skating on 59th Street Lake, Central Park, Manhattan Note Card in black and white. Envelope included. From the collection of the NYC Municipal Archives."
"59005","97-98 Taxi Cab Medallion","Yes","20",,,,"CityStore Exclusives","Own a genuine New York City taxi cab medallion! This is a plate from an actual NYC yellow cab that was issued for year 1997-1998. Affixed to the hood of the taxi cab, these medallions have probably seen more of NYC than most! Comes with a certificate of authenticity."
"59005","97-98 Taxi Cab Medallion","Yes","20",,,,"NYC Taxi","Own a genuine New York City taxi cab medallion! This is a plate from an actual NYC yellow cab that was issued for year 1997-1998. Affixed to the hood of the taxi cab, these medallions have probably seen more of NYC than most! Comes with a certificate of authenticity."
"17001","98-99 Taxi Cab Medallion","No","20",,,,"CityStore Exclusives","Own a genuine New York City taxi cab medallion! This is a plate from an actual NYC yellow cab that was issued for year 1998-1999. Affixed to the hood of the taxi cab, these medallions have probably seen more of NYC than most! Comes with a certificate of authenticity. 6   x 5   inches."
"17001","98-99 Taxi Cab Medallion","No","20",,,,"NYC Taxi","Own a genuine New York City taxi cab medallion! This is a plate from an actual NYC yellow cab that was issued for year 1998-1999. Affixed to the hood of the taxi cab, these medallions have probably seen more of NYC than most! Comes with a certificate of authenticity. 6   x 5   inches."
"18045","Astor Place Tile","No","34",,,,"NYC Subway","Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6  x 6  square."
"59006","Authentic NYPD Horseshoe","Yes","13",,,,"NYPD . FDNY . DSNY","We are pleased to offer these genuine horseshoes for sale as souvenirs of New York City. Part of our NYPD collection."
"59006","Authentic NYPD Horseshoe","Yes","13",,,,"CityStore Exclusives","We are pleased to offer these genuine horseshoes for sale as souvenirs of New York City. Part of our NYPD collection."
"22004","Authentic Token Key Ring","No","50",,,"Silver-Plated","Jewelry","Actual MTA tokens that were in use between 1953-1980 in Silver-Plated settings."
"22004","Authentic Token Key Ring","No","50",,,"Silver-Plated","NYC Subway","Actual MTA tokens that were in use between 1953-1980 in Silver-Plated settings."
"0108","Big Apple Pins- 3 Different colors","No","6","Red Apple Pin",,,"I Love New York","Show your love of New York - wear this Big Apple lapel pin! Available in red, green, or gold.   inches diameter."
"0308","Big Apple Pins- 3 Different colors","No","6","Green Apple Pin",,,"I Love New York","Show your love of New York - wear this Big Apple lapel pin! Available in red, green, or gold.   inches diameter."
"0208","Big Apple Pins- 3 Different colors","No","6","Gold Apple Pin",,,"I Love New York","Show your love of New York - wear this Big Apple lapel pin! Available in red, green, or gold.   inches diameter."
"0411","Billboards, ca 1931, Postcard","No","1",,,,"Stationery","44th Street and 10th Avenue, Manhattan. September 6,1931. Black & White Postcard. From the collection of the NYC Municipal Archives.    Perfect for table settings, seating cards, and gift cards!"
"18048","Bleecker Street Ceramic Tile","No","34",,,,"Home Accents","Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6 x 6 square."
"18048","Bleecker Street Ceramic Tile","No","34",,,,"NYC Subway","Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6 x 6 square."
"18054","Borough Hall Ceramic Tile","No","38",,,,"Home Accents","Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed. 6 x 8 rectangle."
"18054","Borough Hall Ceramic Tile","No","38",,,,"NYC Subway","Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed. 6 x 8 rectangle."
"03114","Bride or Groom Rubber Duckies","No","5",,,"Bride","Married in New York","Bride and Groom Rubber Duckies are fun in the tub and fun for the wedding party. Available in Bride and Groom styles. Mix and Match!"
"03114","Bride or Groom Rubber Duckies","No","5",,,"Groom","Married in New York","Bride and Groom Rubber Duckies are fun in the tub and fun for the wedding party. Available in Bride and Groom styles. Mix and Match!"
"04095","Brides Cap with Veil","No","24",,,,"Married in New York","What every Bride should have! Wear at the bridal shower, the rehearsal dinner, on your way to the honeymoon, or even at the actual wedding! Poplin cap with rhinestones and tulle veil."
"21103","Broadway Magnet","No","5",,,,"NY Magnets","Vintage style New York magnet. 2  x 3"
"01008","Brooklyn Bridge and the NY Skyline Postcard","No","2",,,,"Stationery","A vintage image. Postcard is 3 1/2 x 5 1 2 inches, just like the postcards of yesteryear!"
"01020","Brooklyn Bridge at Night Postcard","No","2",,,,"Stationery","A vintage image. Postcard is 3 1/2 x 5 1 2 inches, just like the postcards of yesteryear!"
"18041","Brooklyn Bridge Ceramic Tile","No","34",,,,"NYC Subway","Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6 x 6 square."
"18178","Brooklyn Bridge Subway Sign","No","40",,,,"NYC Subway","Civic Center down by the Brooklyn Bridge. One in a collection of subway signs. 20 gauge black powder coated steel. Great for indoors or outdoors. Holes drilled in four corners for easy hanging.    11 x 17 inches."
"18178","Brooklyn Bridge Subway Sign","No","40",,,,"Posters, Prints and Signs","Civic Center down by the Brooklyn Bridge. One in a collection of subway signs. 20 gauge black powder coated steel. Great for indoors or outdoors. Holes drilled in four corners for easy hanging.    11 x 17 inches."
"21080","Brooklyn Bridge Subway Station Magnet","No","5",,,,"NY Magnets","The first stop in Manhattan from Brooklyn. One in a collection of subway station magnets. 2x3 inches."
"21080","Brooklyn Bridge Subway Station Magnet","No","5",,,,"NYC Subway","The first stop in Manhattan from Brooklyn. One in a collection of subway station magnets. 2x3 inches."
"01017","Brooklyn Bridge with a View of Manahattan Postcard","No","2",,,,"Stationery","A vintage image. Postcard is 3 1/2 x 5 1 2 inches, just like the postcards of yesteryear!"
"10107","1968 Building Code of the City of New York - Update Set #2","No","25",,,,"Rules & Regulations","This update includes amendments to July 2008. Included in the set are instructions on how to add, discard and replace pages to the current building code, so that when put together one has an updated  Building Code, Local Law No 76, Effective December 6, 1968 that includes amendments to July 1 2008  2 volumes.    NOTE: Update set #2 is included in 1968 Building Code of the City of New York with 2 updates (item # 10127)"
"0423","Candelabrum Lamp, Madison Square Park , ca 1872, Postcard","No","1",,,,"Stationery","Manhattan Olmsted & Vaux, Architects. April 24, 1872. Color Postcard. From the collection of the NYC Municipal Archives."
"21117","Central Park Subway Magnet","No","5",,,,"NY Magnets","Celebrate this wonderful park. Central Park covers over 843 acres. The Park stretches from Central Park South (59th St.) to 110th St. at the northern end and from 5th Ave. on the East Side to Central Park West (8th Ave.) on the West Side. One in a collection of subway magnets.    2 x 3 inches."
"21117","Central Park Subway Magnet","No","5",,,,"NYC Subway","Celebrate this wonderful park. Central Park covers over 843 acres. The Park stretches from Central Park South (59th St.) to 110th St. at the northern end and from 5th Ave. on the East Side to Central Park West (8th Ave.) on the West Side. One in a collection of subway magnets.    2 x 3 inches."
"21090","Chambers St. Subway Station Magnet","No","5",,,,"NY Magnets","Downtown Manhattan. One in a collection of subway station magnets. 2 x 3 inches."
"21090","Chambers St. Subway Station Magnet","No","5",,,,"NYC Subway","Downtown Manhattan. One in a collection of subway station magnets. 2 x 3 inches."
"18188","Chambers Street Subway Sign","No","40",,,,"NYC Subway","Chambers Street in Downtown Manhattan! One in a collection of subway signs. 20 gauge black powder coated steel. Great for indoors or outdoors. Holes drilled in four corners for easy hanging.    11 x 17 inches."
"18188","Chambers Street Subway Sign","No","40",,,,"Posters, Prints and Signs","Chambers Street in Downtown Manhattan! One in a collection of subway signs. 20 gauge black powder coated steel. Great for indoors or outdoors. Holes drilled in four corners for easy hanging.    11 x 17 inches."
"18051","Chambers Street Subway Tile","No","38",,,,"Home Accents","Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed. 6 x 8 rectangle."
"18051","Chambers Street Subway Tile","No","38",,,,"NYC Subway","Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed. 6 x 8 rectangle."
"18042","City College Subway Tile","No","34",,,,"NYC Subway","Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6 x 6 square."
"3208","City of NY Flag","Yes","7",,,,"CityStore Exclusives","The Flag combines Orange, White and Blue perpendicular bars of equal dimensions (the Blue being nearest to the flagstaff) with the standard design of the seal of the city in Blue upon the middle White bar, bearing the number 1625. These are the colors of the Netherlands flag, the country which provided the first European settlers to our area in the year 1625. 4 x 6 inches. Rayon, plastic stand included."
"3208","City of NY Flag","Yes","7",,,,"Work Space","The Flag combines Orange, White and Blue perpendicular bars of equal dimensions (the Blue being nearest to the flagstaff) with the standard design of the seal of the city in Blue upon the middle White bar, bearing the number 1625. These are the colors of the Netherlands flag, the country which provided the first European settlers to our area in the year 1625. 4 x 6 inches. Rayon, plastic stand included."
"18063","City of NY Outdoor Flag","Yes","39",,,,"CityStore Exclusives","This is the City of New York Flag for outdoor use. The flag displays the City Seal. Does not come with flagpole. Nylon. 3 x 5 feet."
"18063","City of NY Outdoor Flag","Yes","39",,,,"Home Accents","This is the City of New York Flag for outdoor use. The flag displays the City Seal. Does not come with flagpole. Nylon. 3 x 5 feet."
"22056","City Seal Blue/Gold Cufflink","Yes","38",,,,"CityStore Exclusives","A blue/gold city seal enameled cufflink. Elegant.  Comes in a gift box."
"22056","City Seal Blue/Gold Cufflink","Yes","38",,,,"Jewelry","A blue/gold city seal enameled cufflink. Elegant.  Comes in a gift box."
"05136","City Seal Lapel Pin","Yes","7",,,,"CityStore Exclusives","An elegant Blue, White and Gold   inch round pin. A CityStore Exclusive."
"05136","City Seal Lapel Pin","Yes","7",,,,"Jewelry","An elegant Blue, White and Gold   inch round pin. A CityStore Exclusive."
"04054","City Seal MetroCard Holder","Yes","3",,,,"CityStore Exclusives","What better way to protect your metro card than with an official City of New York Seal MetroCard holder?! Made exclusively for the CityStore in durable hard plastic for ultimate protection, this MetroCard holder is a one of a kind!     3   x 2   inches."
"04054","City Seal MetroCard Holder","Yes","3",,,,"NYC Subway","What better way to protect your metro card than with an official City of New York Seal MetroCard holder?! Made exclusively for the CityStore in durable hard plastic for ultimate protection, this MetroCard holder is a one of a kind!     3   x 2   inches."
"04054","City Seal MetroCard Holder","Yes","3",,,,"Accessories","What better way to protect your metro card than with an official City of New York Seal MetroCard holder?! Made exclusively for the CityStore in durable hard plastic for ultimate protection, this MetroCard holder is a one of a kind!     3   x 2   inches."
"09493","City Walks Deck: New York","No","15",,,,"NYC Guides & Maps","Completely revised & updated! Featuring brand new walks, neighborhoods, restaurants, shops, and more, this completely revised and updated edition of the classic guide reveals New York  greatest treasures and best-kept secrets. 4 x 6 inch deck."
