"item_number","product_name","citystore_exclusive","unit_price","color","size","style","category_name","description"
"09493","City Walks Deck: New York","No","15",,,,"History","Completely revised & updated! Featuring brand new walks, neighborhoods, restaurants, shops, and more, this completely revised and updated edition of the classic guide reveals New York  greatest treasures and best-kept secrets. 4 x 6 inch deck."
"06057","Classic I Love NY Mug","No","7",,,,"I Love New York","The Classic I love New York mug in white. Ceramic. 11oz."
"15088","Classic I Love NY T-Shirt","No","12","White","S",,"Wear NYC","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"15088","Classic I Love NY T-Shirt","No","12","White","S",,"I Love New York","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"15088","Classic I Love NY T-Shirt","No","12","Black","S",,"Wear NYC","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"15088","Classic I Love NY T-Shirt","No","12","Black","S",,"I Love New York","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"15088","Classic I Love NY T-Shirt","No","12","White","L",,"Wear NYC","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"15088","Classic I Love NY T-Shirt","No","12","White","L",,"I Love New York","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"15088","Classic I Love NY T-Shirt","No","12","White","XL",,"Wear NYC","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"15088","Classic I Love NY T-Shirt","No","12","White","XL",,"I Love New York","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"15088","Classic I Love NY T-Shirt","No","12","White","M",,"Wear NYC","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"15088","Classic I Love NY T-Shirt","No","12","White","M",,"I Love New York","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"15088","Classic I Love NY T-Shirt","No","12","Black","M",,"Wear NYC","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"15088","Classic I Love NY T-Shirt","No","12","Black","M",,"I Love New York","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"15088","Classic I Love NY T-Shirt","No","12","Black","XL",,"Wear NYC","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"15088","Classic I Love NY T-Shirt","No","12","Black","XL",,"I Love New York","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"15088","Classic I Love NY T-Shirt","No","12","Black","L",,"Wear NYC","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"15088","Classic I Love NY T-Shirt","No","12","Black","L",,"I Love New York","The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
"0406","Clean Up Parade, ca 1939, Postcard","No","1",,,,"Stationery","1939 World  Fair Clean Up Parade with Mayor Fiorello H. LaGuardia. Broadway at 46th Street, Manhattan. Black & White Postcard. From the collection of the NYC Municipal Archives.    Perfect for table settings, seating cards, and gift cards!"
"21081","Columbia University Subway Station Magnet","No","5",,,,"NY Magnets","An Upper West Side subway station. One in a collection of subway magnets. 2 x 3 inches."
"21081","Columbia University Subway Station Magnet","No","5",,,,"NYC Subway","An Upper West Side subway station. One in a collection of subway magnets. 2 x 3 inches."
"18043","Columbia University Tile","No","34",,,,"NYC Subway","Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6  x 6  square."
"0421","Coney Island Lifeguards, ca 1922, Notecard","Yes","1",,,,"Stationery","54 Coney Island Lifeguards. September 14, 1922. Color Black and White Note Card. Envelope included. From the collection of the NYC Municipal Archives."
"13007","Cool in Your Code","Yes","2",,,,"CityStore Exclusives","Cool in Your Code is an innovative, Emmy Award-winning,  infotainment  show that breaks down what s cool, new, undiscovered and different throughout New York City  s 200+ zip codes. From fashion to food, celebrity and much more, Cool in Your Code helps you get hip to your zip! Enjoy ethnic cuisine in Hell  Kitchen, Manhattan. Visit the world  largest fortune cookie factory located in Long Island City, Queens. And tour the birthplace of hip hop in The Bronx.    FEATURED EPISODES:   Hell s Kitchen, Manhattan - 10019, 10036,  Long Island City , Queens - 11101, 11106,  BoCoCa, Brooklyn   11217, 11201, 11231 &  Back to the Bronx   10453, 10463, 10474.    SPECIAL BONUS MATERIALS:  CiNYC Never Before Seen Footage,  CiNYC Outtakes,  CiNYC Promos,  The Concept Farm Demo Reel."
"09423","Do You Know Your Husband?","No","6",,,,"Sports and Trivia","Here are 100 questions to see what you know and what you don t. It may be a humbling experience, but you re sure to have fun--and find out a whole lot about the man you married.    By Dan Carlinsky. 7 x 5 inches. 48 pages. Soft Cover."
"09423","Do You Know Your Husband?","No","6",,,,"Married in New York","Here are 100 questions to see what you know and what you don t. It may be a humbling experience, but you re sure to have fun--and find out a whole lot about the man you married.    By Dan Carlinsky. 7 x 5 inches. 48 pages. Soft Cover."
"09422","Do You Know Your Wife?","No","6",,,,"Sports and Trivia","Here are 100 questions to see what you know and what you don t. It may be a humbling experience, but you re sure to have fun and find out a whole lot about the woman you married.    By Dan Carlinsky. 7 x 5 inches. 48 pages. Soft Cover."
"09422","Do You Know Your Wife?","No","6",,,,"Married in New York","Here are 100 questions to see what you know and what you don t. It may be a humbling experience, but you re sure to have fun and find out a whole lot about the woman you married.    By Dan Carlinsky. 7 x 5 inches. 48 pages. Soft Cover."
"15079","DSNY Hooded Sweatshirt","No","36",,"M",,"NYPD . FDNY . DSNY","Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
"15079","DSNY Hooded Sweatshirt","No","36",,"M",,"Wear NYC","Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
"15079","DSNY Hooded Sweatshirt","No","36",,"L",,"NYPD . FDNY . DSNY","Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
"15079","DSNY Hooded Sweatshirt","No","36",,"L",,"Wear NYC","Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
"15079","DSNY Hooded Sweatshirt","No","36",,"XL",,"NYPD . FDNY . DSNY","Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
"15079","DSNY Hooded Sweatshirt","No","36",,"XL",,"Wear NYC","Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
"15079","DSNY Hooded Sweatshirt","No","36",,"XXL",,"NYPD . FDNY . DSNY","Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
"15079","DSNY Hooded Sweatshirt","No","36",,"XXL",,"Wear NYC","Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
"15079","DSNY Hooded Sweatshirt","No","36",,"S",,"NYPD . FDNY . DSNY","Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
"15079","DSNY Hooded Sweatshirt","No","36",,"S",,"Wear NYC","Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
"05108","Department of Sanitation Lapel Pin","Yes","6","4 - color logo",,,"NYPD . FDNY . DSNY","Round,    Lapel Pin, Die Struck Soft Enamel. 3D image    Color: 4-color logo    Fastening: Metal Butterfly clutch with 8mm post"
"05108","Department of Sanitation Lapel Pin","Yes","6","4 - color logo",,,"Jewelry","Round,    Lapel Pin, Die Struck Soft Enamel. 3D image    Color: 4-color logo    Fastening: Metal Butterfly clutch with 8mm post"
"15082","DSNY Retro T-Shirt","No","19",,"S",,"NYPD . FDNY . DSNY","Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
"15082","DSNY Retro T-Shirt","No","19",,"S",,"Wear NYC","Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
"15082","DSNY Retro T-Shirt","No","19",,"M",,"NYPD . FDNY . DSNY","Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
"15082","DSNY Retro T-Shirt","No","19",,"M",,"Wear NYC","Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
"15082","DSNY Retro T-Shirt","No","19",,"L",,"NYPD . FDNY . DSNY","Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
"15082","DSNY Retro T-Shirt","No","19",,"L",,"Wear NYC","Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
"15082","DSNY Retro T-Shirt","No","19",,"XL",,"NYPD . FDNY . DSNY","Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
"15082","DSNY Retro T-Shirt","No","19",,"XL",,"Wear NYC","Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
"05106","DSNY Trash Can Lapel Pin","Yes","5",,,,"NYPD . FDNY . DSNY","A gold-toned replica of the standard metal can with the initials of the Department of Sanitation. Approximately 1  x 1 ."
"05106","DSNY Trash Can Lapel Pin","Yes","5",,,,"CityStore Exclusives","A gold-toned replica of the standard metal can with the initials of the Department of Sanitation. Approximately 1  x 1 ."
"05106","DSNY Trash Can Lapel Pin","Yes","5",,,,"Jewelry","A gold-toned replica of the standard metal can with the initials of the Department of Sanitation. Approximately 1  x 1 ."
"15125","DSNY T-Shirt","Yes","20",,"S",,"NYPD . FDNY . DSNY","Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive."
"15125","DSNY T-Shirt","Yes","20",,"S",,"CityStore Exclusives","Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive."
"15125","DSNY T-Shirt","Yes","20",,"S",,"Wear NYC","Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive."
"15125","DSNY T-Shirt","Yes","20",,"M",,"NYPD . FDNY . DSNY","Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive."
"15125","DSNY T-Shirt","Yes","20",,"M",,"CityStore Exclusives","Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive."
"15125","DSNY T-Shirt","Yes","20",,"M",,"Wear NYC","Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive."
"15125","DSNY T-Shirt","Yes","20",,"XL",,"NYPD . FDNY . DSNY","Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive."
"15125","DSNY T-Shirt","Yes","20",,"XL",,"CityStore Exclusives","Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive."
"15125","DSNY T-Shirt","Yes","20",,"XL",,"Wear NYC","Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive."
"15125","DSNY T-Shirt","Yes","20",,"3XL",,"NYPD . FDNY . DSNY","Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive."
"15125","DSNY T-Shirt","Yes","20",,"3XL",,"CityStore Exclusives","Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive."
"15125","DSNY T-Shirt","Yes","20",,"3XL",,"Wear NYC","Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive."
