"requestid","event","agency","language","type","numinterp","date","starttime","endtime","zip"
"IR-113","MAP Ingersoll Neighborhood","Mayoral Office","Spanish","Simultaneous","2","2018-10-10T00:00:00.000","5:45:00 PM","8:00:00 PM","11201"
"IR-114","Foro Comunitario y Feria de Recursos","Mayoral Office","Spanish","Simultaneous","2","2018-10-12T00:00:00.000","5:15:00 PM","7:30:00 PM","11232"
"IR-115","MAP Info Session at Grand Street Settlement","Mayoral Office","Spanish","Consecutive","2","2018-10-12T00:00:00.000","5:45:00 PM","8:00:00 PM","11206"
"IR-116","MOME Office of Night Life - Listening Tour: Brooklyn","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-10-16T00:00:00.000","5:30:00 PM","9:00:00 PM","11101"
"IR-116","MOME Office of Night Life - Listening Tour: Brooklyn","Mayoral Office","Korean","Simultaneous","2","2018-10-16T00:00:00.000","5:30:00 PM","9:00:00 PM","11101"
"IR-116","MOME Office of Night Life - Listening Tour: Brooklyn","Mayoral Office","Spanish","Simultaneous","2","2018-10-16T00:00:00.000","5:30:00 PM","9:00:00 PM","11101"
"IR-117","IDNYC Presentation at Manhattan Hub","Mayoral Office","French","Consecutive","2","2018-10-18T00:00:00.000","9:00:00 AM","11:00:00 AM","10001"
"IR-119","Mayor's Action Plan for Neighborhood Safety - Butler Houses","Mayoral Office","French","Consecutive","1","2018-10-18T00:00:00.000","5:15:00 PM","7:30:00 PM","10456"
"IR-119","Mayor's Action Plan for Neighborhood Safety - Butler Houses","Mayoral Office","Soninke","Consecutive","1","2018-10-18T00:00:00.000","5:15:00 PM","7:30:00 PM","10456"
"IR-118","Inwood Business Forum - Made in Mexico","Mayoral Office","Spanish","Consecutive","1","2018-10-18T00:00:00.000","3:00:00 PM","4:00:00 PM","10034"
"IR-119","Mayor's Action Plan for Neighborhood Safety - Butler Houses","Mayoral Office","Spanish","Consecutive","1","2018-10-18T00:00:00.000","5:15:00 PM","7:30:00 PM","10456"
"IR-120","IDNYC Presentation at Manhattan Hub","Mayoral Office","French","Consecutive","2","2018-10-19T00:00:00.000","9:00:00 AM","11:00:00 AM","10001"
"IR-121","Beyond Sims: Community Conversation - 10/20/2018","Mayoral Office","Spanish","Simultaneous","2","2018-10-20T00:00:00.000","1:00:00 PM","3:30:00 PM","10029"
"IR-122","Mayor's Action Plan for Neighborhood Safety - Jacob Riis","Mayoral Office","Bengali","Simultaneous","1","2018-10-23T00:00:00.000","5:15:00 PM","7:30:00 PM","11101"
"IR-123","City Hall in Your Borough - Queens","Mayoral Office","Bengali","Consecutive","1","2018-10-23T00:00:00.000","11:30:00 AM","2:30:00 PM","11368"
"IR-122","Mayor's Action Plan for Neighborhood Safety - Jacob Riis","Mayoral Office","Chinese - Mandarin","Simultaneous","1","2018-10-23T00:00:00.000","5:15:00 PM","7:30:00 PM","11101"
"IR-123","City Hall in Your Borough - Queens","Mayoral Office","Chinese - Mandarin","Consecutive","2","2018-10-23T00:00:00.000","11:30:00 AM","2:30:00 PM","11368"
"IR-123","City Hall in Your Borough - Queens","Mayoral Office","Korean","Consecutive","1","2018-10-23T00:00:00.000","11:30:00 AM","2:30:00 PM","11368"
"IR-123","City Hall in Your Borough - Queens","Mayoral Office","Russian","Consecutive","1","2018-10-23T00:00:00.000","11:30:00 AM","2:30:00 PM","11368"
"IR-122","Mayor's Action Plan for Neighborhood Safety - Jacob Riis","Mayoral Office","Spanish","Simultaneous","1","2018-10-23T00:00:00.000","5:15:00 PM","7:30:00 PM","11101"
"IR-123","City Hall in Your Borough - Queens","Mayoral Office","Spanish","Consecutive","2","2018-10-23T00:00:00.000","11:30:00 AM","2:30:00 PM","11368"
"IR-124","Town Hall with Mayor de Blasio and Council Member Donovan Richards","Mayoral Office","Russian","Simultaneous","2","2018-10-24T00:00:00.000","6:00:00 PM","8:30:00 PM","11692"
"IR-124","Town Hall with Mayor de Blasio and Council Member Donovan Richards","Mayoral Office","Spanish","Simultaneous","2","2018-10-24T00:00:00.000","6:00:00 PM","8:30:00 PM","11692"
"IR-125","MRNY Community Forum on Public Charge","Mayoral Office","Spanish","Simultaneous","2","2018-10-25T00:00:00.000","6:30:00 PM","9:00:00 PM","11372"
"IR-126","Western Queens Immigrant Coalition Convening","Mayoral Office","Spanish","Simultaneous","2","2018-10-26T00:00:00.000","3:30:00 PM","4:30:00 PM","11104"
"IR-127","Sunset Park Property Owners Meeting","Non Mayoral Office","Chinese - Cantonese","Simultaneous","2","2018-10-29T00:00:00.000","6:30:00 PM","8:00:00 PM","11232"
"IR-127","Sunset Park Property Owners Meeting","Non Mayoral Office","Spanish","Simultaneous","2","2018-10-29T00:00:00.000","6:30:00 PM","8:00:00 PM","11232"
"IR-128","Commissioner's Listening Tour - Bronx","Mayoral Office","Spanish","Consecutive","1","2018-10-30T00:00:00.000","10:00:00 AM","12:00:00 PM","10451"
"IR-129","Office of Nightlife Listening Session: Staten Island","Mayoral Office","Spanish","Consecutive","1","2018-10-30T00:00:00.000","6:00:00 PM","9:30:00 PM","10301"
"IR-129","Office of Nightlife Listening Session: Staten Island","Mayoral Office","Spanish","Simultaneous","1","2018-10-30T00:00:00.000","6:00:00 PM","9:30:00 PM","10301"
"IR-130","Cultural Summit - Sanctuary City","Mayoral Office","Spanish","Simultaneous","2","2018-10-31T00:00:00.000","1:00:00 PM","5:00:00 PM","11217"
"IR-131","Dance/NYC Immigrants. Dance. Arts. Conference","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-11-08T00:00:00.000","12:00:00 PM","8:00:00 PM","11367"
"IR-131","Dance/NYC Immigrants. Dance. Arts. Conference","Mayoral Office","Spanish","Simultaneous","2","2018-11-08T00:00:00.000","12:00:00 PM","8:00:00 PM","11367"
"IR-132","IDNYC Presentation DOE Pathways","Mayoral Office","Spanish","Consecutive","1","2018-11-14T00:00:00.000","9:00:00 AM","11:00:00 AM","11367"
"IR-133","LGBTIQ Immigrants Town Hall","Mayoral Office","Russian","Simultaneous","2","2018-11-15T00:00:00.000","6:30:00 PM","8:30:00 PM","11235"
"IR-134","Office of Nightlife - Listening tour - Bronx","Mayoral Office","Spanish","Simultaneous","2","2018-11-15T00:00:00.000","6:00:00 PM","8:30:00 PM","10451"
"IR-135","Public Charge KYR Forum at Japanese American Social Services, Inc.","Mayoral Office","Japanese","Simultaneous","2","2018-11-19T00:00:00.000","1:00:00 PM","3:00:00 PM","10038"
"IR-136","Queens Community Town Hall: Public Charge","Mayoral Office","Bengali","Simultaneous","2","2018-11-20T00:00:00.000","6:00:00 PM","8:00:00 PM","11372"
"IR-136","Queens Community Town Hall: Public Charge","Mayoral Office","Spanish","Simultaneous","2","2018-11-20T00:00:00.000","6:00:00 PM","8:00:00 PM","11372"
"IR-139","Public Charge Proposed Changes: What To Know","Mayoral Office","Arabic","Simultaneous","2","2018-11-27T00:00:00.000","7:00:00 PM","8:30:00 PM","11104"
"IR-139","Public Charge Proposed Changes: What To Know","Mayoral Office","Bengali","Simultaneous","2","2018-11-27T00:00:00.000","7:00:00 PM","8:30:00 PM","11104"
"IR-137","IDNYC - P.S 173Q Fresh Meadows","Mayoral Office","Chinese - Cantonese","Consecutive","1","2018-11-27T00:00:00.000","8:30:00 AM","12:00:00 PM","11365"
"IR-137","IDNYC - P.S 173Q Fresh Meadows","Mayoral Office","Chinese - Mandarin","Consecutive","1","2018-11-27T00:00:00.000","8:30:00 AM","12:00:00 PM","11365"
"IR-138","Public Charge Community Town Hall - Brooklyn","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-11-27T00:00:00.000","5:30:00 PM","8:30:00 PM","11220"
"IR-139","Public Charge Proposed Changes: What To Know","Mayoral Office","Portuguese","Simultaneous","2","2018-11-27T00:00:00.000","7:00:00 PM","8:30:00 PM","11104"
"IR-138","Public Charge Community Town Hall - Brooklyn","Mayoral Office","Spanish","Simultaneous","2","2018-11-27T00:00:00.000","5:30:00 PM","8:30:00 PM","11220"
"IR-139","Public Charge Proposed Changes: What To Know","Mayoral Office","Spanish","Simultaneous","2","2018-11-27T00:00:00.000","7:00:00 PM","8:30:00 PM","11104"
"IR-141","Office of Nightlife Listening Session: Manhattan","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-11-28T00:00:00.000","5:30:00 PM","8:30:00 PM","10036"
"IR-141","Office of Nightlife Listening Session: Manhattan","Mayoral Office","Spanish","Simultaneous","2","2018-11-28T00:00:00.000","5:30:00 PM","8:30:00 PM","10036"
"IR-140","Public Charge event at APNA","Mayoral Office","Urdu","Simultaneous","2","2018-11-28T00:00:00.000","11:00:00 AM","12:45:00 PM","11235"
"IR-142","Know Your Rights Forum","Mayoral Office","Albanian","Simultaneous","2","2018-11-29T00:00:00.000","6:00:00 PM","8:00:00 PM","10467"
"IR-143","PTA Meeting at Emma Lazarus High School","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-11-29T00:00:00.000","6:00:00 PM","8:00:00 PM","10002"
"IR-142","Know Your Rights Forum","Mayoral Office","Spanish","Simultaneous","2","2018-11-29T00:00:00.000","6:00:00 PM","8:00:00 PM","10467"
"IR-144","Public Charge Know Your Rights Forum at First Presbyterian Church in Jamaica","Mayoral Office","Spanish","Simultaneous","2","2018-11-30T00:00:00.000","5:00:00 PM","7:00:00 PM","11432"
"IR-145","2018 Bay Ridge Resource Fair","Mayoral Office","Arabic","Simultaneous","2","2018-12-01T00:00:00.000","11:00:00 AM","3:00:00 PM","11209"
"IR-145","2018 Bay Ridge Resource Fair","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-12-01T00:00:00.000","11:00:00 AM","3:00:00 PM","11209"
"IR-145","2018 Bay Ridge Resource Fair","Mayoral Office","Russian","Simultaneous","2","2018-12-01T00:00:00.000","11:00:00 AM","3:00:00 PM","11209"
"IR-145","2018 Bay Ridge Resource Fair","Mayoral Office","Spanish","Simultaneous","2","2018-12-01T00:00:00.000","11:00:00 AM","3:00:00 PM","11209"
"IR-146","Know Your Rights Presentation at University Settlement","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-12-04T00:00:00.000","10:00:00 AM","12:00:00 PM","10002"
"IR-147","Public Charge Presentation @ CFL","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-12-04T00:00:00.000","6:00:00 PM","8:00:00 PM","11232"
"IR-146","Know Your Rights Presentation at University Settlement","Mayoral Office","Spanish","Simultaneous","2","2018-12-04T00:00:00.000","10:00:00 AM","12:00:00 PM","10002"
"IR-147","Public Charge Presentation @ CFL","Mayoral Office","Spanish","Simultaneous","2","2018-12-04T00:00:00.000","6:00:00 PM","8:00:00 PM","11232"
"IR-148","LPC Owners Meeting -- Sunset Park Study Area","Non Mayoral Office","Chinese - Cantonese","Simultaneous","2","2018-12-05T00:00:00.000","6:30:00 PM","8:30:00 PM","11220"
"IR-148","LPC Owners Meeting -- Sunset Park Study Area","Non Mayoral Office","Spanish","Simultaneous","2","2018-12-05T00:00:00.000","6:30:00 PM","8:30:00 PM","11220"
"IR-149","CONVERSATORIO PARA PASTORES Y LIDERES GARIFUNA","Mayoral Office","Spanish","Simultaneous","2","2018-12-08T00:00:00.000","8:00:00 AM","11:30:00 AM","10039"
"IR-150","Yemeni Women's Cultural Forum","Mayoral Office","Arabic","Simultaneous","2","2018-12-12T00:00:00.000","10:00:00 AM","12:00:00 PM","11220"
"IR-151","CAU Volunteer Leadership Meeting","Mayoral Office","Spanish","Simultaneous","2","2018-12-12T00:00:00.000","6:00:00 PM","7:00:00 PM","10038"
"IR-152","Peruvian Leaders convening","Mayoral Office","Spanish","Simultaneous","1","2018-12-14T00:00:00.000","6:00:00 PM","7:30:00 PM","10007"
"IR-153","Know Your Rights Forum Queens","Mayoral Office","Arabic","Simultaneous","2","2018-12-17T00:00:00.000","9:00:00 AM","10:15:00 AM","11420"
"IR-153","Know Your Rights Forum Queens","Mayoral Office","Spanish","Simultaneous","2","2018-12-17T00:00:00.000","9:00:00 AM","10:15:00 AM","11420"
"IR-154","CHIYB (Manhattan) - Resource Fair","Mayoral Office","French","Consecutive","2","2018-12-18T00:00:00.000","12:00:00 PM","3:00:00 PM","10026"
"IR-154","CHIYB (Manhattan) - Resource Fair","Mayoral Office","Spanish","Consecutive","2","2018-12-18T00:00:00.000","12:00:00 PM","3:00:00 PM","10026"
"IR-155","Town Hall with Mayor de Blasio and Council Member Powers","Mayoral Office","Spanish","Simultaneous","2","2018-12-19T00:00:00.000","5:00:00 PM","9:00:00 PM","10065"
"IR-156","State of the City","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2019-01-10T00:00:00.000","8:30:00 AM","1:00:00 PM","10025"
"IR-156","State of the City","Mayoral Office","French","Simultaneous","2","2019-01-10T00:00:00.000","8:30:00 AM","1:00:00 PM","10025"
"IR-156","State of the City","Mayoral Office","Spanish","Simultaneous","2","2019-01-10T00:00:00.000","8:30:00 AM","1:00:00 PM","10025"
"IR-157","MOIA Resource Presentation at Queens High School for Language Studies","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2019-01-16T00:00:00.000","6:00:00 PM","8:00:00 PM","11354"
"IR-157","MOIA Resource Presentation at Queens High School for Language Studies","Mayoral Office","Spanish","Simultaneous","2","2019-01-16T00:00:00.000","6:00:00 PM","8:00:00 PM","11354"
"IR-158","BIP Emergency Preparedness Clinic and Know Your Rights Presentations","Mayoral Office","Spanish","Simultaneous","2","2019-01-23T00:00:00.000","5:30:00 PM","8:00:00 PM","10474"
"IR-159","Immigration Law KYR","Mayoral Office","Burmese","Consecutive","2","2019-01-26T00:00:00.000","5:45:00 PM","8:00:00 PM","11373"
"IR-162","KYR for WAW's Women's Circle","Mayoral Office","Farsi/Persian","Consecutive","1","2019-01-29T00:00:00.000","11:45:00 AM","1:30:00 PM","11365"
"IR-160","City Hall in Your Borough - Bronx","Mayoral Office","French","Consecutive","2","2019-01-29T00:00:00.000","9:30:00 AM","1:00:00 PM","10452"
"IR-162","KYR for WAW's Women's Circle","Mayoral Office","Pashto","Consecutive","1","2019-01-29T00:00:00.000","11:45:00 AM","1:30:00 PM","11365"
"IR-160","City Hall in Your Borough - Bronx","Mayoral Office","Spanish","Consecutive","2","2019-01-29T00:00:00.000","9:30:00 AM","1:00:00 PM","10452"
"IR-161","Second Peruvian Convening","Mayoral Office","Spanish","Consecutive","1","2019-01-29T00:00:00.000","6:00:00 PM","8:00:00 PM","10007"
"IR-164","Public Charge Community Forum","Non Mayoral Office","French","Simultaneous","2","2019-01-30T00:00:00.000","5:45:00 PM","8:00:00 PM","10452"
"IR-163","KYR Forum - Bushwick HS","Mayoral Office","Spanish","Consecutive","1","2019-01-30T00:00:00.000","6:15:00 PM","8:00:00 PM","11237"
"IR-164","Public Charge Community Forum","Non Mayoral Office","Spanish","Simultaneous","2","2019-01-30T00:00:00.000","5:45:00 PM","8:00:00 PM","10452"
"IR-165","Heketi Community Charter School Families","Mayoral Office","Spanish","Simultaneous","2","2019-02-04T00:00:00.000","5:00:00 PM","7:00:00 PM","10454"
"IR-166","Information Session on Historic Preservation","Non Mayoral Office","Polish","Simultaneous","1","2019-02-07T00:00:00.000","6:30:00 PM","9:00:00 PM","11385"
"IR-166","Information Session on Historic Preservation","Non Mayoral Office","Spanish","Simultaneous","2","2019-02-07T00:00:00.000","6:30:00 PM","9:00:00 PM","11385"
"IR-167","Know Your Rights Forum Brookyn - PS 40","Mayoral Office","Spanish","Consecutive","1","2019-02-08T00:00:00.000","9:30:00 AM","11:30:00 AM","11233"
"IR-168","Know Your Rights Forum Brookyn - PS/IS 109","Mayoral Office","Spanish","Consecutive","1","2019-02-09T00:00:00.000","10:15:00 AM","12:30:00 PM","11203"
"IR-169","Public Charge Workshop @ The Sunset Park School","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2019-02-14T00:00:00.000","7:45:00 AM","9:45:00 AM","11232"
"IR-169","Public Charge Workshop @ The Sunset Park School","Mayoral Office","Spanish","Simultaneous","2","2019-02-14T00:00:00.000","7:45:00 AM","9:45:00 AM","11232"
"IR-170","Volunteer Leadership Meeting","Mayoral Office","Spanish","Simultaneous","2","2019-02-21T00:00:00.000","5:45:00 PM","8:00:00 PM","10038"
"IR-171","Know Your Rights Brooklyn - Riseboro Youth Center","Mayoral Office","Spanish","Consecutive","1","2019-02-25T00:00:00.000","9:15:00 AM","11:15:00 AM","11237"
"IR-172","Know Your Rights Forum PS 55","Mayoral Office","Punjabi","Consecutive","1","2019-02-27T00:00:00.000","4:30:00 PM","6:30:00 PM","11419"
"IR-173","Sunnyside Yards Faith Leader Discussion","Mayoral Office","Bengali","Simultaneous","2","2019-03-05T00:00:00.000","5:45:00 PM","8:00:00 PM","11104"
"IR-174","Bronx Immigrant Worker's Convening","Mayoral Office","French","Simultaneous","2","2019-03-05T00:00:00.000","5:45:00 PM","8:30:00 PM","10451"
"IR-173","Sunnyside Yards Faith Leader Discussion","Mayoral Office","Nepali","Simultaneous","1","2019-03-05T00:00:00.000","5:45:00 PM","8:00:00 PM","11104"
"IR-173","Sunnyside Yards Faith Leader Discussion","Mayoral Office","Spanish","Simultaneous","2","2019-03-05T00:00:00.000","5:45:00 PM","8:00:00 PM","11104"
"IR-174","Bronx Immigrant Worker's Convening","Mayoral Office","Spanish","Simultaneous","4","2019-03-05T00:00:00.000","5:45:00 PM","8:30:00 PM","10451"
"IR-175","Know Your Rights Forum Brooklyn - P.S. 189","Mayoral Office","Spanish","Consecutive","1","2019-03-05T00:00:00.000","6:15:00 PM","8:30:00 PM","11212"
"IR-176","Chinese scam event","Mayoral Office","Chinese - Cantonese","Consecutive","1","2019-03-07T00:00:00.000","9:45:00 AM","11:00:00 AM","11355"
"IR-177","Gardening Workshop","Mayoral Office","Chinese - Mandarin","Consecutive","1","2019-03-08T00:00:00.000","5:45:00 PM","7:30:00 PM","11101"
"IR-177","Gardening Workshop","Mayoral Office","Spanish","Consecutive","1","2019-03-08T00:00:00.000","5:45:00 PM","7:30:00 PM","11101"
"IR-178","Immigration Law KYR with CM Dromm's Office","Mayoral Office","Indonesian","Simultaneous","2","2019-03-09T00:00:00.000","5:30:00 PM","8:00:00 PM","11373"
"IR-179","NGO CSW Forum (1hr lunch)","Mayoral Office","Arabic","Simultaneous","2","2019-03-10T00:00:00.000","8:30:00 AM","3:30:00 PM","10007"
"IR-179","NGO CSW Forum (1hr lunch)","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2019-03-10T00:00:00.000","8:30:00 AM","3:30:00 PM","10007"
"IR-179","NGO CSW Forum (1hr lunch)","Mayoral Office","French","Simultaneous","2","2019-03-10T00:00:00.000","8:30:00 AM","3:30:00 PM","10007"
"IR-179","NGO CSW Forum (1hr lunch)","Mayoral Office","Russian","Simultaneous","2","2019-03-10T00:00:00.000","8:30:00 AM","3:30:00 PM","10007"
"IR-179","NGO CSW Forum (1hr lunch)","Mayoral Office","Spanish","Simultaneous","2","2019-03-10T00:00:00.000","8:30:00 AM","3:30:00 PM","10007"
"IR-180","Information Session on Historic Preservation","Non Mayoral Office","Spanish","Simultaneous","2","2019-03-11T00:00:00.000","6:00:00 PM","8:00:00 PM","11372"
"IR-181","Know Your Rights Forum Brooklyn - Williamsburg HS of Arts and Tech","Mayoral Office","Spanish","Consecutive","1","2019-03-13T00:00:00.000","4:45:00 PM","6:00:00 PM","11206"
"IR-182","Know Your Rights Forum Brooklyn - P.S. 398","Mayoral Office","Arabic","Consecutive","1","2019-03-14T00:00:00.000","11:45:00 AM","1:00:00 PM","11212"
"IR-183","Know Your Rights Forum Brooklyn - Community School District 17","Mayoral Office","Haitian Creole","Simultaneous","2","2019-03-16T00:00:00.000","9:45:00 AM","1:00:00 PM","11213"
"IR-183","Know Your Rights Forum Brooklyn - Community School District 17","Mayoral Office","Spanish","Simultaneous","2","2019-03-16T00:00:00.000","9:45:00 AM","1:00:00 PM","11213"
"IR-184","Know Your Rights Forum Brooklyn - I.S. 347 School of Humanities","Mayoral Office","Spanish","Consecutive","1","2019-03-26T00:00:00.000","6:15:00 PM","7:30:00 PM","11221"
"IR-185","IDNYC Focus Group at CFL ESOL Class","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2019-03-27T00:00:00.000","10:45:00 AM","12:00:00 PM","11232"
"IR-185","IDNYC Focus Group at CFL ESOL Class","Mayoral Office","Spanish","Simultaneous","2","2019-03-27T00:00:00.000","10:45:00 AM","12:00:00 PM","11232"
"IR-186","Know Your Rights Forum Brooklyn - M.S. 2 Parkside Preparatory Academy","Mayoral Office","Haitian Creole","Consecutive","1","2019-03-28T00:00:00.000","6:15:00 PM","7:30:00 PM","11226"
"IR-186","Know Your Rights Forum Brooklyn - M.S. 2 Parkside Preparatory Academy","Mayoral Office","Spanish","Consecutive","1","2019-03-28T00:00:00.000","6:15:00 PM","7:30:00 PM","11226"
"IR-187","NYPD/ENDGBV Event on Human Trafficking","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2019-03-29T00:00:00.000","5:45:00 PM","8:30:00 PM","11355"
"IR-188","MOIA Outreach Focus Group","Mayoral Office","Chinese - Mandarin","Consecutive","1","2019-03-29T00:00:00.000","10:45:00 AM","1:00:00 PM","11220"
"IR-187","NYPD/ENDGBV Event on Human Trafficking","Mayoral Office","Korean","Simultaneous","2","2019-03-29T00:00:00.000","5:45:00 PM","8:30:00 PM","11355"
"IR-187","NYPD/ENDGBV Event on Human Trafficking","Mayoral Office","Spanish","Simultaneous","2","2019-03-29T00:00:00.000","5:45:00 PM","8:30:00 PM","11355"
"IR-189","Peruvian Town Hall","Mayoral Office","Spanish","Simultaneous","4","2019-03-31T00:00:00.000","12:45:00 PM","4:00:00 PM","11372"
"IR-190","Know Your Rights Forum Brooklyn - P.S. 184 Newport","Mayoral Office","Spanish","Consecutive","1","2019-04-02T00:00:00.000","8:45:00 AM","11:00:00 AM","11212"
"IR-192","Know Your Rights Forum Brooklyn - M.S. 61 Dr. Gladstone H. Atwell Middle School","Mayoral Office","Haitian Creole","Consecutive","1","2019-04-06T00:00:00.000","1:15:00 PM","2:30:00 PM","11225"
"IR-192","Know Your Rights Forum Brooklyn - M.S. 61 Dr. Gladstone H. Atwell Middle School","Mayoral Office","Spanish","Consecutive","1","2019-04-06T00:00:00.000","1:15:00 PM","2:30:00 PM","11225"
"IR-194","Sunset Park Fire Meeting","Non Mayoral Office","Chinese - Mandarin","Consecutive","2","2019-04-10T00:00:00.000","5:45:00 PM","8:00:00 PM","11220"
"IR-193","Know Your Rights Forum","Mayoral Office","Haitian Creole","Simultaneous","2","2019-04-10T00:00:00.000","11:30:00 AM","1:30:00 PM","11203"
"IR-194","Sunset Park Fire Meeting","Non Mayoral Office","Spanish","Simultaneous","2","2019-04-10T00:00:00.000","5:45:00 PM","8:00:00 PM","11220"
"IR-195","Sunset Park Community Resource Fair","Mayoral Office","Arabic","Simultaneous","2","2019-04-13T00:00:00.000","1:45:00 PM","5:00:00 PM","11220"
"IR-191","Father-Daughter Dance Grand Royal Ball","Mayoral Office","Chinese - Mandarin","Consecutive","1","2019-04-13T00:00:00.000","12:45:00 PM","4:00:00 PM","11206"
"IR-195","Sunset Park Community Resource Fair","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2019-04-13T00:00:00.000","1:45:00 PM","5:00:00 PM","11220"
"IR-195","Sunset Park Community Resource Fair","Mayoral Office","Spanish","Simultaneous","2","2019-04-13T00:00:00.000","1:45:00 PM","5:00:00 PM","11220"
"IR-196","STEM Resource Round Table","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2019-04-15T00:00:00.000","11:30:00 AM","4:00:00 PM","11368"
"IR-196","STEM Resource Round Table","Mayoral Office","Spanish","Simultaneous","2","2019-04-15T00:00:00.000","11:30:00 AM","4:00:00 PM","11368"
"IR-197","Sunnyside Yard listening session with India Home leadership","Mayoral Office","Hindi","Simultaneous","2","2019-04-22T00:00:00.000","10:00:00 AM","11:00:00 AM","11104"
"IR-198","City Hall Tour & CCHR Meeting with RUSA LGBT","Mayoral Office","Russian","Consecutive","1","2019-04-23T00:00:00.000","11:45:00 AM","2:00:00 PM","10007"
"IR-199","Focus Group","Mayoral Office","Haitian Creole","Consecutive","1","2019-04-30T00:00:00.000","10:45:00 AM","1:00:00 PM","11226"
"IR-200","Automated Decision Systems Taskforce Public Forum","Mayoral Office","Spanish","Simultaneous","2","2019-04-30T00:00:00.000","5:30:00 PM","10:00:00 PM","10013"
"IR-206","Bronx Immigration Partnership Clinic","Mayoral Office","Spanish","Simultaneous","4","2019-05-01T00:00:00.000","11:15:00 AM","4:00:00 PM","10451"
"IR-201","KYR Forum PS 105","Mayoral Office","Albanian","Simultaneous","2","2019-05-02T00:00:00.000","5:45:00 PM","8:00:00 PM","10462"
"IR-202","KYR Forum Brooklyn - Outreach New York Greenpoint","Mayoral Office","Polish","Consecutive","1","2019-05-02T00:00:00.000","6:45:00 PM","8:00:00 PM","11222"
"IR-201","KYR Forum PS 105","Mayoral Office","Spanish","Simultaneous","2","2019-05-02T00:00:00.000","5:45:00 PM","8:00:00 PM","10462"
"IR-203","Know Your Rights Forum Brooklyn - PS 297 Abraham Stockton","Mayoral Office","Spanish","Consecutive","1","2019-05-07T00:00:00.000","6:15:00 PM","7:30:00 PM","11206"
"IR-204","Public Charge + Workers Rights Presentation","Mayoral Office","Chinese - Cantonese","Simultaneous","1","2019-05-08T00:00:00.000","10:45:00 AM","1:00:00 PM","11204"
"IR-205","Know Your Rights Forum Bronx","Mayoral Office","Spanish","Simultaneous","2","2019-05-09T00:00:00.000","8:30:00 AM","10:00:00 AM","10457"
"IR-207","ThriveNYC Wellness Event","Mayoral Office","Chinese - Mandarin","Consecutive","1","2019-05-12T00:00:00.000","1:30:00 PM","3:30:00 PM","11355"
"IR-208","Know Your Rights Forum Brooklyn - Northside Senior Center","Mayoral Office","Polish","Consecutive","1","2019-05-13T00:00:00.000","11:45:00 AM","1:00:00 PM","11211"
"IR-209","A Forum for African/Immigrant Communities","Mayoral Office","French","Simultaneous","2","2019-05-15T00:00:00.000","4:45:00 PM","9:00:00 PM","10454"
"IR-209","A Forum for African/Immigrant Communities","Mayoral Office","Spanish","Simultaneous","2","2019-05-15T00:00:00.000","4:45:00 PM","9:00:00 PM","10454"
"IR-210","Civic Engagement Commission Meeting","Non Mayoral Office","Spanish","Simultaneous","2","2019-05-20T00:00:00.000","2:45:00 PM","5:00:00 PM","10007"
"IR-212","Historic District Study Area Info Session for Owners","Non Mayoral Office","Chinese - Cantonese","Simultaneous","2","2019-05-21T00:00:00.000","6:00:00 PM","8:30:00 PM","10002"
"IR-212","Historic District Study Area Info Session for Owners","Non Mayoral Office","Chinese - Mandarin","Simultaneous","2","2019-05-21T00:00:00.000","6:00:00 PM","8:30:00 PM","10002"
"IR-211","A Community Forum on Worker's Right","Mayoral Office","French","Simultaneous","2","2019-05-21T00:00:00.000","4:45:00 PM","9:00:00 PM","10027"
"IR-211","A Community Forum on Worker's Right","Mayoral Office","Spanish","Simultaneous","2","2019-05-21T00:00:00.000","4:45:00 PM","9:00:00 PM","10027"
"IR-213","Bronx Community Board General Boarding Meeting and Public Hearing","Mayoral Office","Spanish","Simultaneous","2","2019-05-23T00:00:00.000","5:30:00 PM","9:00:00 PM","10451"
"IR-214","Rolando's Rights Film Screening","Mayoral Office","Spanish","Consecutive","1","2019-05-23T00:00:00.000","6:15:00 PM","8:30:00 PM","11372"
"IR-215","Voter Registration Event in Flushing, Queens","Mayoral Office","Bengali","Simultaneous","1","2019-05-28T00:00:00.000","3:45:00 PM","8:00:00 PM","11355"
"IR-215","Voter Registration Event in Flushing, Queens","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2019-05-28T00:00:00.000","3:45:00 PM","8:00:00 PM","11355"
