"id","segmentid","roadway_name","from","to","direction","date","veh_class_type","_12_00_1_00_am","_1_00_2_00am","_2_00_3_00am","_3_00_4_00am","_4_00_5_00am","_5_00_6_00am","_6_00_7_00am","_7_00_8_00am","_8_00_9_00am","_9_00_10_00am","_10_00_11_00am","_11_00_12_00pm","_12_00_1_00pm","_1_00_2_00pm","_2_00_3_00pm","_3_00_4_00pm","_4_00_5_00pm","_5_00_6_00pm","_6_00_7_00pm","_7_00_8_00pm","_8_00_9_00pm","_9_00_10_00pm","_10_00_11_00pm","_11_00_12_00am"
"29","27462","Bedford Ave","Quentin Rd","Ave R","SB","2021-03-18T00:00:00.000","Commercial Vehicle","2","2","1","0","0","3","4","18","15","27","23","22","17","33","29","15","15","20","11","7","4","4","1",
"26","26962","Ave P","Coney Island Ave","E 12th St","WB","2021-03-18T00:00:00.000","Medium Truck","3","2","2","4","7","7","25","37","27","92","58","33","35","29","24","30","17","17","11","2","7","0",,
"44","26932","Coney Island Ave","Parkville Ave","Foster Ave","SB","2021-03-18T00:00:00.000","Autos","157","96","41","48","36","49","135","227","303","362","267","242","266","274","295","433","463","515","563","420","341",,,
"44","26932","Coney Island Ave","Parkville Ave","Foster Ave","SB","2021-03-18T00:00:00.000","Medium Truck","2","1","3","5","14","14","16","41","31","36","34","35","22","29","26","28","19","11","16","5","11",,,
"26","26962","Ave P","Coney Island Ave","E 12th St","WB","2021-03-18T00:00:00.000","School Bus","0","0","0","0","0","2","22","42","15","4","2","3","3","18","16","8","5","3","1","0","0","0",,
"44","26932","Coney Island Ave","Parkville Ave","Foster Ave","SB","2021-03-18T00:00:00.000","Taxi","9","14","6","6","6","3","2","16","32","33","41","28","39","44","57","63","80","84","67","11","10",,,
"26","26962","Ave P","Coney Island Ave","E 12th St","EB","2021-03-18T00:00:00.000","Taxi","18","9","9","4","9","13","21","23","55","71","78","77","104","115","95","103","67","95","88","48","36","17",,
"29","27462","Bedford Ave","Quentin Rd","Ave R","SB","2021-03-18T00:00:00.000","Other Bus","0","0","0","0","0","0","0","1","0","2","0","1","1","1","1","0","1","0","0","0","0","0","0",
"24","27120","Ave N","E 15th St","E 16th St","EB","2021-03-18T00:00:00.000","Heavy Truck","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0",,
"44","26932","Coney Island Ave","Parkville Ave","Foster Ave","NB","2021-03-18T00:00:00.000","Medium Truck","2","1","4","9","5","11","19","31","40","36","41","33","36","43","38","25","23","14","19","9","5",,,
"44","26932","Coney Island Ave","Parkville Ave","Foster Ave","NB","2021-03-18T00:00:00.000","School Bus","0","0","0","0","0","2","9","25","14","4","1","1","1","4","9","6","8","6","2","1","0",,,
"26","26962","Ave P","Coney Island Ave","E 12th St","EB","2021-03-18T00:00:00.000","Heavy Truck","0","0","0","0","1","1","0","2","2","0","0","1","3","0","0","0","1","0","0","0","0","0",,
"26","26962","Ave P","Coney Island Ave","E 12th St","WB","2021-03-18T00:00:00.000","Taxi","2","0","1","1","1","6","4","38","93","76","82","97","123","89","94","68","70","68","55","16","3","1",,
"24","27120","Ave N","E 15th St","E 16th St","EB","2021-03-18T00:00:00.000","Taxi","5","2","4","1","1","1","3","19","33","69","119","121","107","142","102","120","87","54","58","25","27","7",,
"24","27120","Ave N","E 15th St","E 16th St","EB","2021-03-18T00:00:00.000","School Bus","0","0","0","0","1","0","9","29","32","3","3","0","0","5","18","17","42","11","7","0","1","0",,
"26","26962","Ave P","Coney Island Ave","E 12th St","EB","2021-03-18T00:00:00.000","Autos","109","67","34","27","25","54","132","293","438","407","430","416","433","484","518","554","626","649","640","525","427","321",,
"26","26962","Ave P","Coney Island Ave","E 12th St","WB","2021-03-18T00:00:00.000","Autos","112","43","30","16","41","85","178","396","518","480","433","444","469","526","620","534","563","567","498","492","449","80",,
"29","27462","Bedford Ave","Quentin Rd","Ave R","SB","2021-03-18T00:00:00.000","School Bus","0","0","0","0","0","0","6","8","11","7","2","0","4","6","11","7","9","2","0","0","0","0","0",
"29","27462","Bedford Ave","Quentin Rd","Ave R","NB","2021-03-18T00:00:00.000","Taxi","4","1","1","0","0","1","6","15","31","30","28","28","22","27","30","28","31","33","26","17","22","10","2",
"29","27462","Bedford Ave","Quentin Rd","Ave R","NB","2021-03-18T00:00:00.000","Medium Truck","1","2","1","1","1","5","2","3","9","2","3","5","12","5","6","7","9","6","3","6","2","0","0",
"44","26932","Coney Island Ave","Parkville Ave","Foster Ave","SB","2021-03-18T00:00:00.000","Other Bus","5","5","7","7","7","9","15","19","17","11","14","13","14","15","14","13","17","15","10","9","8",,,
"44","26932","Coney Island Ave","Parkville Ave","Foster Ave","SB","2021-03-18T00:00:00.000","School Bus","0","0","0","0","0","1","14","21","14","7","1","1","2","0","8","12","11","10","3","0","1",,,
"44","26932","Coney Island Ave","Parkville Ave","Foster Ave","NB","2021-03-18T00:00:00.000","Taxi","4","3","0","2","0","2","2","42","67","76","61","60","46","46","69","62","78","68","59","15","17",,,
"29","27462","Bedford Ave","Quentin Rd","Ave R","SB","2021-03-18T00:00:00.000","Medium Truck","0","0","0","1","0","1","2","4","5","13","16","15","7","11","7","11","8","4","5","5","2","1","0",
"29","27462","Bedford Ave","Quentin Rd","Ave R","SB","2021-03-18T00:00:00.000","Heavy Truck","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0",
"29","27462","Bedford Ave","Quentin Rd","Ave R","NB","2021-03-18T00:00:00.000","School Bus","0","0","0","0","0","0","5","11","13","3","1","0","0","6","15","12","5","4","0","0","0","0","0",
"26","26962","Ave P","Coney Island Ave","E 12th St","WB","2021-03-18T00:00:00.000","Other Bus","0","0","0","0","1","0","0","1","1","1","2","3","3","1","5","3","1","1","1","2","1","0",,
"26","26962","Ave P","Coney Island Ave","E 12th St","EB","2021-03-18T00:00:00.000","Other Bus","0","0","0","0","0","1","2","0","2","1","0","1","1","1","2","1","1","2","1","1","0","1",,
"29","27462","Bedford Ave","Quentin Rd","Ave R","SB","2021-03-18T00:00:00.000","Taxi","1","0","0","0","0","0","0","2","6","13","15","25","4","3","4","3","7","3","4","1","1","0","0",
"44","26932","Coney Island Ave","Parkville Ave","Foster Ave","SB","2021-03-18T00:00:00.000","Commercial Vehicle","4","1","0","2","2","4","7","23","35","39","39","34","54","51","34","46","56","52","30","21","6",,,
"26","26962","Ave P","Coney Island Ave","E 12th St","EB","2021-03-18T00:00:00.000","Medium Truck","2","2","7","3","1","0","8","19","31","24","22","33","36","28","20","30","33","18","26","26","9","5",,
"29","27462","Bedford Ave","Quentin Rd","Ave R","NB","2021-03-18T00:00:00.000","Heavy Truck","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",
"44","26932","Coney Island Ave","Parkville Ave","Foster Ave","NB","2021-03-18T00:00:00.000","Autos","109","73","34","42","42","126","409","464","479","422","293","276","259","241","275","315","323","351","361","427","378",,,
