"calendarnumber","premiseaddressnumber","premiseaddressstreet","borough","block","lot","c1","c2","c3","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"1261-17-S","17-19","West 17th St","Manhattan","00819","27","1917","1917","S","10011","40.738283","-73.993072","105","3","54","1015415","1008190027","Hudson Yards-Chelsea-Flatiron-Union Square"
"707-17-S","754-774","Pacific St","Brooklyn","01129","13","1917","1917","S","11238","40.681427","-73.969959","308","35","163","3330630","3011290050","Prospect Heights"
"1392-17-BZ","2165-2217","Tilden Ave","Brooklyn","05126","33,40,62","1917","1917","BZ","11226","40.646592","-73.956667","314","40","794",,,"Erasmus"
"1144-17-BZ","184-198","Nostrand Ave","Brooklyn","01753","42","1917","1917","BZ","11205","40.693959","-73.952291","303","33","241","3048591","3017530042","Bedford"
"1079-17-BZ","184-198","Nostrand Ave","Brooklyn","01753","42","1917","1917","BZ","11205","40.693959","-73.952291","303","33","241","3048591","3017530042","Bedford"
"2116-17-S","141-151","Terrace Pl","Brooklyn","05255","1","1917","1917","S","11218","40.65515","-73.977006","307","39","171","3121779","3052550018","Windsor Terrace"
"1649-17-S","139-141","Kosciusko St","Brooklyn","01779","66","1917","1917","S","11216","40.690826","-73.949704","303","36","253","3255870","3017790027","Bedford"
"1399-17-S","1941-1659","Park Ave","Brooklyn","01780","1","1917","1917","S",,,,,,,,,
"2216-17-BZ","4004-4006","New Utrecht Ave","Brooklyn","05586","29","1917","1917","BZ","11219","40.644368","-73.994274","312","38","110","3328579","3055860029","Sunset Park East"
"1933-17-S","783-785","Coney Island Ave","Brooklyn","05153","55,56","1917","1917","S","11218","40.63818","-73.968469","314","40","526","3118593","3051530056","Flatbush"
"2121-17-S","771-785","Broadway","Manhattan","00561","25, 26, 28-33, 35, 36","1917","1917","S","10003","40.731256","-73.99186","102","2","59","1009099","1005617501","West Village"
"274-17-S","683-685","Broadway","Manhattan","00535","57","1917","1917","S","10012","40.727913","-73.994685","102","1","5501","1008629","1005357501","West Village"
"2056-17-S","417","Lafayette St","Manhattan","00544","12","1917","1917","S","10003","40.72874","-73.992383","102","2","57","1008772","1005440012","West Village"
"1025-17-S","736","Broadway","Manhattan","00545","22","1917","1917","S","10003","40.729766","-73.993091","102","2","57","1008799","1005450022","West Village"
"1285-17-S","736","Broadway","Manhattan","00545","22","1917","1917","S","10003","40.729766","-73.993091","102","2","57","1008799","1005450022","West Village"
"101-17-S","434","Lafayette St","Manhattan","00545","37","1917","1917","S","10003","40.729181","-73.99203","102","2","57","1008801","1005450037","West Village"
"1606-17-S","1-3","University Pl","Manhattan","00548","1","1917","1917","S",,,,,,,,,
"1969-17-S","12-16","East 13 St","Manhattan","00570","11","1917","1917","S",,,,,,,,,
"1370-17-S","40","East 9 St","Manhattan","00560","9","1917","1917","S","10003","40.731808","-73.993473","102","2","59","1009091","1005607502","West Village"
"2250-17-S","28-30","4th St","Manhattan","00535","24","1917","1917","S",,,,,,,,,
"2190-17-S","47-61","East 9 St","Manhattan","00561","37-44","1917","1917","S","10003","40.73169","-73.993144","102","2","59","1009100","1005610037","West Village"
"1976-17-S","(37-41) 39-41","East 12 St","Manhattan","00564","28","1917","1917","S",,,,,,,,,
"2366-17-S","42","East 14 St","Manhattan","00565","1-3, 10","1917","1917","S","10003","40.735121","-73.991499","102","2","61","1009216","1005650011","West Village"
"1623-17-S","842-846","Broadway","Manhattan","00565","21","1917","1917","S","10003","40.734108","-73.990903","102","2","61","1009217","1005650021","West Village"
"1551-17-S","84","University Pl","Manhattan","00569","26","1917","1917","S","10003","40.733532","-73.993141","102","2","61","1009285","1005690026","West Village"
"2388-17-S","3-9","East 12 St","Manhattan","00570 # 00570","(44) 8 # (8) 44","1917","1917","S",,,,,,,,,
"2351-17-S","265","Greene St","Manhattan","00548","12-15","1917","1917","S","10003","40.730908","-73.994364","102","1","59","1008834","1005480012","West Village"
"2381-17-S","231","Mercer St","Manhattan","00533","23","1917","1917","S","10012","40.72765","-73.996064","102","1","5501",,,"West Village"
"2420-17-S","36","West 17th St","Manhattan","00818","71","1917","1917","S","10011","40.738448","-73.993512","105","3","54","1015402","1008180071","Hudson Yards-Chelsea-Flatiron-Union Square"
"732-17-A","1590-1612","Gates Ave","Queens","03444","1","1917","1917","1917","11385","40.700245","-73.911479","405","34","549","4082319","4034440001","Ridgewood"
"1466-17-S","680","Broadway","Manhattan","00530","6","1917","1917","S","10012","40.727653","-73.99488","102","1","5502","1008470","1005300006","West Village"
"713-17-S","41","Great Jones St","Manhattan","00530","7","1917","1917","S","10012","40.726824","-73.992698","102","1","5502","1008480","1005300027","West Village"
"368-17-S","682","Broadway","Manhattan","00530","7","1917","1917","S","10012","40.727724","-73.994819","102","1","5502","1008471","1005300007","West Village"
"1476-17-S","35","Great Jones St","Manhattan","00530","24","1917","1917","S","10012","40.726906","-73.992867","102","1","5502","1080071","1005300024","West Village"
"1580-17-S","14","West 4 St","Manhattan","00535","47","1917","1917","S","10012","40.728745","-73.994945","102","1","5501","1008629","1005357501","West Village"
"2341-17-S","679","Broadway","Manhattan","00532","10","1917","1917","S","10012","40.727686","-73.99488","102","1","5501","1066869","1005320008","West Village"
"1357-17-S","17-21","West 3 St","Manhattan","00535","38","1917","1917","S","10012","40.728347","-73.995898","102","1","5501","1008627","1005350036","West Village"
"2188-17-S","105","Bleecker St","Manhattan","00533","39","1917","1917","S","10012","40.727178","-73.997128","102","1","5501",,,"West Village"
"276-17-S","217-219","Greene St","Manhattan","00534","22","1917","1917","S",,,,,,,,,
"2069-17-S","217-219","Greene St","Manhattan","00534","22","1917","1917","S",,,,,,,,,
"2514-17-S","217-219","Greene St","Manhattan","00534","22","1917","1917","S",,,,,,,,,
"1417-17-S","213","Greene St","Manhattan","00534","30","1917","1917","S",,,,,,,,,
"500-17-S","207","Greene St","Manhattan","00534","31","1917","1917","S",,,,,,,,,
"2171-17-S","39","Great Jones St","Manhattan","00530","26","1917","1917","S","10012","40.726851","-73.992755","102","1","5502","1008479","1005300026","West Village"
"1367-17-S","382","Lafayette St","Manhattan","00531","11","1917","1917","S","10003","40.727554","-73.993426","102","1","5502","1008508","1005317502","West Village"
"114-17-S","223-227","West 66th St","Manhattan","01158","18,16","1917","1917","S","10023","40.775188","-73.985276","107","6","155","1070711","1011587504","Lincoln Square"
"1307-17-S","520-524","West 48th St","Manhattan","01076","45","1917","1917","S","10036","40.763941","-73.993939","104","3","129","1087113","1010760043","Clinton"
"289-17-BZ","27-37","West 60th St","Manhattan","01113","8","1917","1917","BZ","10023","40.769265","-73.982917","107","3","145","1084277","1011130008","Lincoln Square"
"1737-17-BZ","25","Central Park","Manhattan","01115","17,22,43,47","1917","1917","BZ","10000","40.782295","-73.965194","164","6","143","1000000","1011110001","park-cemetery-etc-Manhattan"
"1321-17-S","23-27","West 62nd St","Manhattan","01115","17,22,43,47","1917","1917","S","10023","40.770283","-73.981436","107","6","149","1027463","1011157503","Lincoln Square"
"1113-17-S","306-308","West 117th St","Manhattan","01943","37","1917","1917","S","10026","40.805235","-73.955224","110","9","20102","1087201","1019437503","Central Harlem South"
"1050-17-S","311","West 120th St","Manhattan","01947","23","1917","1917","S","10027","40.80726","-73.954135","110","9","257","1059142","1019470023","Central Harlem South"
"403-17-S","520-524","West 48th St","Manhattan","01076","45","1917","1917","S","10036","40.763941","-73.993939","104","3","129","1087113","1010760043","Clinton"
"1313-17-BZ","107-36","Queens Blvd","Queens","03239,02049","3","1917","1917","BZ","11375","40.721559","-73.844912","406","29","711","4312083","4032397501","Forest Hills"
"1967-17-S","424","Madison Ave","Manhattan","01084","56","1917","1917","S","10017","40.756962","-73.976256","105","4","94","1035445","1012840056","Midtown-Midtown South"
"1131-17-S","201","West 74thSt","Manhattan","01166","25","1917","1917","S",,,,,,,,,
"1613-17-BZ","107-36","Queens Blvd","Queens","03239","3","1917","1917","BZ","11375","40.721559","-73.844912","406","29","711","4312083","4032397501","Forest Hills"
"1189-17-BZ","118-02/12","Queens Blvd","Queens","03347","24","1917","1917","BZ",,,,,,,,,
"848-17-S","13","East 55th St","Manhattan","01291","13","1917","1917","S","10022","40.761424","-73.974313","105","4","102","1035769","1012910010","Midtown-Midtown South"
"1366-17-BZ","1920","Harmon St","Queens","03388","21,22","1917","1917","BZ","11385","40.708221","-73.910473","405","30","591","4080791","4033880022","Ridgewood"
"869-17-S","8-10","East 57th St","Manhattan","01292","9,64,65","1917","1917","S",,,,,,,,,
"1284-17-S","(126-136) 434-438","Ave of the Americas","Manhattan","00573","6","1917","1917","S",,,,,,,,,
"293-17-BZ","2-4","LaSalle Pl","Manhattan","01965","22","1917","1917","BZ",,,,,,,,,
"2576-17-S","289","Bleecker St","Manhattan","00590","53","1917","1917","S","10014","40.732091","-74.003471","102","3","67","1010156","1005900053","West Village"
"2162-17-S","62","West 14 St","Manhattan","00577","8","1917","1917","S","10011","40.736796","-73.995515","102","3","63","1009706","1005777502","West Village"
"1653-17-S","250","Hudson St","Manhattan","00578","47-57, 83","1917","1917","S","10013","40.724658","-74.007753","102","3","37","1009723","1005780047","SoHo-TriBeCa-Civic Center-Little Italy"
"238-17-S","25","Commerce St","Manhattan","00587","44","1917","1917","S","10014","40.731641","-74.004655","102","3","67","1009960","1005870044","West Village"
"2294-17-S","34","West 13 St","Manhattan","00576","22","1917","1917","S","10011","40.735827","-73.99536","102","3","63","1077931","1005760022","West Village"
"1401-17-S","750-752","8th Ave","Manhattan","01018","1","1917","1917","S","10036","40.759878","-73.98785","105","3","125","1024736","1010187502","Midtown-Midtown South"
"1286-17-S","750-752","8th Ave","Manhattan","01018","1","1917","1917","S","10036","40.759878","-73.98785","105","3","125","1024736","1010187502","Midtown-Midtown South"
"199-17-BZ","253-255","West 47th St","Manhattan","01019","10,11","1917","1917","BZ","10036","40.759914","-73.986283","105","3","125","1000000","1010190010","Midtown-Midtown South"
"1922-17-A","133","Mercer St","Manhattan","00499","22","1922","1917","A","10012","40.724321","-73.998864","102","1","49","1007613","1004990022","SoHo-TriBeCa-Civic Center-Little Italy"
"1925-17-A","580-590","Broadway","Manhattan","00511","8, 6, 10","1925","1917","A","10012","40.724658","-73.997413","102","1","43","1007943","1005110006","SoHo-TriBeCa-Civic Center-Little Italy"
"1930-17-S","318-320","Bridge St","Brooklyn","00143","30","1930","1917","S","11201","40.694136","-73.98519","302","33","11","3339535","3001420100","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"1936-17-S","27","East 21st St","Manhattan","00850","22","1936","1917","S","10010","40.739639","-73.989023","105","2","56","1016247","1008500022","Hudson Yards-Chelsea-Flatiron-Union Square"
"1937-17-A","306-312","52nd St","Manhattan","01042","37,40","1937","1917","A",,,,,,,,,
"1947-17-S","4010-4016","Park Ave","Bronx","02906","63,65","1947","1917","S","10457","40.843008","-73.901939","203","15","165","2009499","2029060063","Claremont-Bathgate"
"1971-17-S","103","Broadway ave","Brooklyn","02471","8","1971","1917","S","11249","40.710419","-73.964853","301","34","549","3063665","3024710008","North Side-South Side"
"1974-17-S","124-130","Atlantic Ave","Brooklyn","00285","12","1974","1917","S","11201","40.690574","-73.995597","306","39","45","3395982","3002857501","Carroll Gardens-Columbia Street-Red Hook"
"1983-17-S","249","West 80th St","Manhattan","01228","8","1983","1917","S","10024","40.784706","-73.979879","107","6","167","1081044","1012280008","Upper West Side"
"1996-17-A","445","Beach 129th St","Queens","16211","14,18,20","1996","1917","A","11694","40.578691","-73.849578","414","32","93401","4304417","4162110018","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"2007-17-S","65-69","Varick St","Brooklyn","02993","18, 19, 26","2007","1917","S",,,,,,,,,
"2034-17-A","106-112","Spring St","Manhattan","00458","21","2034","1917","A","10012","40.723473","-73.999729","102","1","49","1007266","1004850021","SoHo-TriBeCa-Civic Center-Little Italy"
"2035-17-S","292-314","Kent Ave","Brooklyn","02414","1","2035","1917","S","11249","40.714616","-73.966839","301","33","551","3335796","3024140025","North Side-South Side"
"2039-17-S","330-3520","Kent ave","Brooklyn","02427","1","2039","1917","S","11249","40.713197","-73.967474","301","33","551","3000000","3024140027","North Side-South Side"
"2044-17-A","315","E 148th St","Bronx","NONE",,"2044","1917","A","10451","40.8163","-73.921517","201","17","65","2000907","2023300059","Melrose South-Mott Haven North"
"2047-17-S","5","31st St","Manhattan","00833","36,45","2047","1917","S",,,,,,,,,
"2047-17-S","314-","5th Ave","Manhattan","00833","45","2047","1917","S",,,,,,,,,
"2048-17-S","3-7","35th St","Manhattan","00837","36","2048","1917","S",,,,,,,,,
"2049-17-BZ","153","Victory Blvd","Staten Island","00023","5","2049","1917","BZ","10301","40.636956","-74.081213","501","49","11","5000377","5000230005","West New Brighton-New Brighton-St. George"
"2055-17-S","225-227","State St","Brooklyn","00169","1-3,36","2055","1917","S","11201","40.689893","-73.990632","302","33","9",,,"Brooklyn Heights-Cobble Hill"
"2060-17-A","(149-173) 155-157","Empire Blvd","Brooklyn","01307","1, 6","2060","1917","A",,,,,,,,,
"2070-17-A","1","West 17th St","Manhattan","00819","37","2070","1917","A","10011","40.738127","-73.992704","105","3","54","1015419","1008190037","Hudson Yards-Chelsea-Flatiron-Union Square"
"2070-17-A","118-120","5th Ave","Manhattan","00819","37","2070","1917","A","10011","40.737981","-73.992191","105","3","54","1015419","1008190037","Hudson Yards-Chelsea-Flatiron-Union Square"
"2091-17-S","77","White St","Manhattan","00172","10","2091","1917","S","10013","40.717621","-74.002247","101","1","31","1001867","1001727503","SoHo-TriBeCa-Civic Center-Little Italy"
"2114-17-S","461-463","Greenwich St","Manhattan","00225","1","2114","1917","S","10013","40.723673","-74.009481","101","1","39","1002929","1002257501","SoHo-TriBeCa-Civic Center-Little Italy"
"2129-17-S","2-20","Tudor City Pl","Manhattan","01333","18","2129","1917","S",,,,,,,,,
"2130-17-S","25-27","26th St","Manhattan","00828","17,18","2130","1917","S",,,,,,,,,
"2139-17-A","278-280","6th St","Brooklyn","00993","10","2139","1917","A","11215","40.671837","-73.986564","306","39","137","3420412","3009930006","Park Slope-Gowanus"
"2143-17-A","152-168","Hinsdale Ave","Brooklyn","03715","25-27","2143","1917","A",,,,,,,,,
"2155-17-A","13-21","Park Row","Manhattan","00090","4","2155","1917","A","10038","40.7115","-74.007716","101","1","1501","1001249","1000907501","Battery Park City-Lower Manhattan"
"2164-17-A","512-514","West 161st St","Manhattan","02119","30","2164","1917","A","10032","40.835624","-73.940867","112","7","245","1062836","1021190036","Washington Heights South"
"2165-17-A","310","East 63rd St","Manhattan","01437","49","2165","1917","A","10065","40.762903","-73.962042","108","5","110","1088169","1014370049","Lenox Hill-Roosevelt Island"
"2173-17-S",,"138th St & Walton Ave","Bronx","NONE",,"2173","1917","S",,,,,,,,,
"2174-17-S","315-317","47th St","Manhattan","01038","23","2174","1917","S",,,,,,,,,
"2187-17-S","29-33","East 19th St","Manhattan","00848","23","2187","1917","S","10003","40.738316","-73.98955","105","2","52","1016164","1008480023","Hudson Yards-Chelsea-Flatiron-Union Square"
"2196-17-A","59-63","Allen St","Manhattan","00307","24","2196","1917","A","10002","40.717104","-73.991458","103","1","16","1082491","1003070024","Chinatown"
"2201-17-S","290-304","Furman St","Brooklyn","00245","15","2201","1917","S","11201","40.695462","-73.998507","302","33","301",,,"Brooklyn Heights-Cobble Hill"
"2202-17-S","78","Reade St","Manhattan","00150","12","2202","1917","S","10007","40.715227","-74.00707","101","1","33","1001641","1001500012","SoHo-TriBeCa-Civic Center-Little Italy"
"2204-17-S","477-483","10th Ave","Manhattan","00708","35, 37","2204","1917","S","10018","40.756215","-73.997971","104","3","99","1012494","1007080037","Hudson Yards-Chelsea-Flatiron-Union Square"
"2207-17-S","125","West 45th St","Manhattan","00998","18","2207","1917","S","10036","40.757163","-73.983613","105","4","119","1022637","1009980018","Midtown-Midtown South"
"2220-17-S","630-634","5th Ave","Manhattan","01266","36,39","2220","1917","S","10020","40.758782","-73.977036","105","4","104","1083860","1012660001","Midtown-Midtown South"
"2227-17-A","1300-1306","6th Ave","Manhattan","01268","1,7,8,9","2227","1917","A","10019","40.761236","-73.979435","105","4","104","1081406","1012680001","Midtown-Midtown South"
"2231-17-A","203-213","51st St","Manhattan","01023","29","2231","1917","A",,,,,,,,,
"2232-17-A","272","William St","Manhattan","00119","26","2232","1917","A",,,,,,,,,
"2238-17-A","1300-1306","6th Ave","Manhattan","01268","1,7,8,9","2238","1917","A","10019","40.761236","-73.979435","105","4","104","1081406","1012680001","Midtown-Midtown South"
"2240-17-A","203-213","51st St","Manhattan","01023","29","2240","1917","A",,,,,,,,,
"2242-17-S","40","East 12 St","Manhattan","00563","26","2242","1917","S","10003","40.733675","-73.992228","102","2","61","1009131","1005630026","West Village"
"236-22-S",,,,,,"236","1922","S",,,,,,,,,
"2258-17-S","40","East 14th St","Manhattan","00625","7, 9","2258","1917","S","10003","40.735148","-73.991571","102","2","61","1009216","1005650011","West Village"
"2259-17-S","252-258","West 29th St","Manhattan","00778","70","2259","1917","S","10001","40.748472","-73.994395","105","3","95","1014271","1007780070","Midtown-Midtown South"
"2271-17-A","256-258","Mott St","Manhattan","00508","6","2271","1917","A","10012","40.723566","-73.994664","102","1","43","1007886","1005080006","SoHo-TriBeCa-Civic Center-Little Italy"
"2303-17-A","5511-5629","19th Ave","Brooklyn","05495","1","2303","1917","A","11204","40.623257","-73.982417","312","44","468",,,"Borough Park"
"2305-17-BZ","200-214","Madison Ave","Manhattan","00865","14","2305","1917","BZ","10016","40.748528","-73.982413","105","4","82","1017122","1008650014","Murray Hill-Kips Bay"
"2310-17-A","176-190","Harrison Ave","Brooklyn","02265","14,32,37-39","2310","1917","A","11206","40.701503","-73.948661","301","33","507","3335461","3022650014","Bedford"
"2310-17-A","176-190","Harrison Ave","Brooklyn","02265","14,32,37-39","2310","1917","A","11206","40.701503","-73.948661","301","33","507","3335461","3022650014","Bedford"
"2321-17-A","35-37","Emerson Pl","Brooklyn","01880","8","2321","1917","A","11205","40.696304","-73.962675","302","33","191",,,"Clinton Hill"
"2325-17-S","767","East 133rd St","Bronx","02562","56","2325","1917","S","10454","40.801196","-73.914144","201","17","19","2003738","2025620056","Mott Haven-Port Morris"
"2331-17-S","1199","Broadway Ave","Manhattan","00830","62","2331","1917","S","10001","40.745809","-73.988646","105","3","76","1015740","1008300062","Midtown-Midtown South"
"2322-17-A","595-597","Quincy St","Brooklyn","01625","73","2332","1917","A","11221","40.68875","-73.935178","303","36","291","3044290","3016250073","Stuyvesant Heights"
"2338-17-S","22","Bowery","Manhattan","00163","38","2338","1917","S","10013","40.714758","-73.99701","103","1","29","1001804","1001630038","Chinatown"
"2344-17-A","(old-51-55) 49-55","Lexington Ave","Manhattan","00880","66","2344","1917","A",,,,,,,,,
"2360-17-S","227","E 150th St","Bronx","NONE",,"2360","1917","S",,,,,,,,,
"2361-17-A","106-112","Spring St","Manhattan","00458","21","2361","1917","A","10012","40.723473","-73.999729","102","1","49","1007266","1004850021","SoHo-TriBeCa-Civic Center-Little Italy"
"2363-17-A","30-38","Prince St","Brooklyn","00122","9","2363","1917","A","11201","40.69685","-73.982326","302","33","15","3329431","3001220010","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"2371-17-S","(70-74) 74-76","Laight Ave","Brooklyn","00218","2, 1","2371","1917","S",,,,,,,,,
"2377-17-A","1081-1089","3rd Ave","Manhattan","01418","45","2377","1917","A","10065","40.764389","-73.9645","108","4","110","1043866","1014180045","Lenox Hill-Roosevelt Island"
"2378-17-A",,"165th St","Bronx","NONE",,"2378","1917","A",,,,,,,,,
"2400-17-A","513/519","Broadway","Manhattan","00484","15 & 16","2400","1917","A",,,,,,,,,
"2401-17-A","62","West 14 St","Manhattan","00577","8","2401","1917","A","10011","40.736796","-73.995515","102","3","63","1009706","1005777502","West Village"
"2405-17-A","(202-210) 204-206","East 77th St","Manhattan","01431","43","2405","1917","A",,,,,,,,,
"2420-17-S","36","West 17th St","Manhattan","00818","71","2420","1917","S","10011","40.738448","-73.993512","105","3","54","1015402","1008180071","Hudson Yards-Chelsea-Flatiron-Union Square"
"2426-17-S","335-","46th St","Manhattan","01339","17","2426","1917","S",,,,,,,,,
"2449-17-A","4350-4352","Broadway","Manhattan","02167","32","2449","1917","A","10033","40.853033","-73.934266","112","10","271","1076752","1021670029","Washington Heights North"
"2451-17-A","2404-2410","Mc Donald Ave","Brooklyn","07149","10,11,12","2451","1917","A","11223","40.593463","-73.973737","315","47","386","3193540","3071490013","Gravesend"
"2451-17-A","341-349","Troy Ave","Brooklyn","01407","1","2451","1917","A","11213","40.667037","-73.936839","309","35","353","3000000","3014070001","Crown Heights North"
"2053-17-S","343-347","Kingsland Ave","Brooklyn","02608","82","2453","1917","S","11222","40.728624","-73.942146","301","33","589",,,"Greenpoint"
"2466-17-A","4350-4352","Broadway","Manhattan","02167","32","2466","1917","A","10033","40.853033","-73.934266","112","10","271","1076752","1021670029","Washington Heights North"
"2476-17-S","1234-1236","6th Ave","Manhattan","01264","5","2476","1917","S","10020","40.759076","-73.981017","105","4","96","1077287","1012640005","Midtown-Midtown South"
"2480-17-S","184-186","William St","Manhattan","00103","3","2480","1917","S",,,,,,,,,
"2504-17-A","294","30ht St","Manhattan","00832","45","2504","1917","A",,,,,,,,,
"2522-17-S","244-246","E 52nd St","Manhattan","01325","32","2522","1917","S","10022","40.75663","-73.968814","106","4","98","1038477","1013250032","Turtle Bay-East Midtown"
"2538-17-S","287","Myrtle Ave","Brooklyn","02034-02038,2041-2043,2054,2057","135-137","2538","1917","S","11205","40.693418","-73.977109","302","35","2901","3345021","3020400001","Fort Greene"
"2538-17-S","287","Myrtle Ave","Brooklyn","00135-00137","2050-2053,2034-2038,2041-2043,2054-2057","2538","1917","S","11205","40.693418","-73.977109","302","35","2901","3345021","3020400001","Fort Greene"
"2538-17-S","287","Myrtle Ave","Brooklyn","02034-02038,2041-2043,2054,2057","135-137","2538","1917","S","11205","40.693418","-73.977109","302","35","2901","3345021","3020400001","Fort Greene"
"2549-17-A",,"165th St","Bronx","NONE",,"2549","1917","A",,,,,,,,,
"2559-17-S","381-387","2nd Ave","Manhattan","00903","27","2559","1917","S","10010","40.737327","-73.981326","106","2","64","1019731","1009037502","Gramercy"
"2578-17-S","772-778","Fulton St","Brooklyn","02007","44","2578","1917","S","11238","40.684779","-73.970643","302","35","179","3321980","3020070014","Fort Greene"
"2578-17-S","772-778","Fulton St","Brooklyn","02007","44","2578","1917","S","11238","40.684779","-73.970643","302","35","179","3321980","3020070014","Fort Greene"
"2579-17-S","10-40","Flatbush Ave","Brooklyn","00162","6","2579","1917","S",,,,,,,,,
"2581-17-S","536-540","Pearl St","Manhattan","00157","22","2581","1917","S",,,,,,,,,
"2584-17-S","643-655","Lexington Ave","Manhattan","01309","20,21,47-53","2584","1917","S","10022","40.759236","-73.97035","106","4","100","1036487","1013090050","Turtle Bay-East Midtown"
"2585B-17-S","50-52","North Henry St","Brooklyn","02828","1","2585","1917","S","11222","40.720716","-73.942737","301","34","477","3069738","3028280001","East Williamsburg"
"2585A-17-S","50-52","North Henry St","Brooklyn","02828","1","2585","1917","S","11222","40.720716","-73.942737","301","34","477","3069738","3028280001","East Williamsburg"
"2594-17-S","481 E","Tremont Ave","Bronx","03043","38","2594","1917","S","10457","40.846957","-73.897654","206","15","395","2011430","2030430038","Claremont-Bathgate"
"2602-17-S","83-93","Park Pl","Manhattan","00129","3,4,5,13,15","2602","1917","S",,,,,,,,,
"3509-17-S","40","East 14th St","Manhattan","00625","7, 9","3509","1917","S","10003","40.735148","-73.991571","102","2","61","1009216","1005650011","West Village"
"4689-17-A",,"167th St","Bronx","NONE",,"4689","1917","A",,,,,,,,,
"1105-17-A",,"West 170th Street","Bronx",,,"11015","1917","A",,,,,,,,,
"2000-17-BZ - 2003-17-BZ","393-399","Halsey St","Brooklyn","01659","65, 68","20002003","1917","BZ","11233","40.683319","-73.936787","303","36","275","3340625","3016590168","Stuyvesant Heights"
"1-18-38-A","201","West 72nd St","Manhattan","01164","26","1","1918","A","10023","40.778954","-73.982412","107","6","159","1077846","1011647501","Lincoln Square"
"2-18-S","20-26","Greene St","Manhattan","00230","17-19","2","1918","S","10013","40.721019","-74.002706","102","1","47","1002990","1002307503","SoHo-TriBeCa-Civic Center-Little Italy"
"2-18-38-A","201","West 72nd St","Manhattan","01164","26","2","1918","A","10023","40.778954","-73.982412","107","6","159","1077846","1011647501","Lincoln Square"
"64-18-S","199-201","Canal St","Manhattan","00205","2","6","1918","S","10013","40.717039","-73.998391","102","1","41","1002629","1002050002","SoHo-TriBeCa-Civic Center-Little Italy"
"11-18-S","17-19","West 17th St","Manhattan","00819","27","11","1918","S","10011","40.738283","-73.993072","105","3","54","1015415","1008190027","Hudson Yards-Chelsea-Flatiron-Union Square"
"11-18-S","17-19","West 17th St","Manhattan","00819","27","11","1918","S","10011","40.738283","-73.993072","105","3","54","1015415","1008190027","Hudson Yards-Chelsea-Flatiron-Union Square"
"13-86-18-S","8","Harrison St","Manhattan","00181","1","13","1918","S","10013","40.718716","-74.009488","101","1","39","1002066","1001817506","SoHo-TriBeCa-Civic Center-Little Italy"
"13-18-S","116-118","West 31st St","Manhattan","00806","52, 53","13","1918","S","10001","40.748208","-73.98992","105","3","101","1087523","1008060052","Midtown-Midtown South"
"16-18-S","5002-5012","7th Ave","Brooklyn","00793","31","16","1918","S","11220","40.642356","-74.006018","307","38","98","3393316","3007937503","Sunset Park East"
"20-18-S","188-190","3rd Ave","Brooklyn","00412","34,37,29,32","20","1918","S","11217","40.680395","-73.984053","306","33","127","3336093","3004120029","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"23-18-A","420","E 149th St","Bronx","NONE",,"23","1918","A","10455","40.815564","-73.91647","201","8","43","2000531","2022930039","Mott Haven-Port Morris"
"26-18-S","27","38th St","Manhattan","00840","26","26","1918","S",,,,,,,,,
"28-18-A","4","Francis Pl","Staten Island","00843","99","28","1918","A","10304","40.60088","-74.099722","502","50","177","5021822","5008430099","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"41-18-A","392","Broadway","Manhattan","00195","5","41","1918","A","10013","40.718392","-74.002724","101","1","31","1002321","1001950005","SoHo-TriBeCa-Civic Center-Little Italy"
"42-18-S","392","Broadway","Manhattan","00195","5","42","1918","S","10013","40.718392","-74.002724","101","1","31","1002321","1001950005","SoHo-TriBeCa-Civic Center-Little Italy"
"43-18-A","1181","Broadway Ave","Manhattan","00829","57","43","1918","A","10001","40.745125","-73.988769","105","3","58","1015698","1008290057","Hudson Yards-Chelsea-Flatiron-Union Square"
"44-18-A",,"East 238th St","Bronx","NONE",,"44","1918","A",,,,,,,,,
"50-18-S","30","Greenwich Ave","Manhattan","00606","10","50","1918","S","10011","40.735121","-74.000227","102","3","71","1078112","1006060009","West Village"
"53-18-S","30-32","East 21st St","Manhattan","00849","55","53","1918","S","10010","40.739606","-73.988987","105","2","52","1016220","1008490055","Hudson Yards-Chelsea-Flatiron-Union Square"
"54-18-S","65-81","Broad St","Manhattan","00029","70","54","1918","S","10004","40.704835","-74.011545","101","1","9","1000849","1000290070","Battery Park City-Lower Manhattan"
"58-18-S","821-823","Broadway","Manhattan","00564","22","58","1918","S","10003","40.733441","-73.991387","102","2","61","1009203","1005640022","West Village"
"62-18-S","708-710","East 136th St","Bronx","02564","34","62","1918","S","10454","40.803381","-73.913369","201","17","19",,,"Mott Haven-Port Morris"
"66-18-S","29-33","Maiden Lane","Manhattan","00067","23","66","1918","S","10038","40.708889","-74.00875","101","1","1502","1001109","1000670023","Battery Park City-Lower Manhattan"
"71-18-BZ","1275","Jerome Ave","Bronx","02855","45","71","1918","BZ","10452","40.837722","-73.919937","204","16","219","2128760","2028550045","Highbridge"
