"vote_year","council_district","category","project_number","title","description","address","votes","winner","cost","bp_funding","borough_code","latitude","longitude","postcode","community_board","census_track","bin","bbl","nta"
"2015","26","Parks & Recreation","27"," Renovation of Hart Playground","Renovation of the playground spray-shower, basketball courts, fencing and plantings.","37th Avenue (Woodside)","69","0","600000","0","4",,,," ",,,,
"2015","26","Schools","13"," Technology upgrades for P.S. 12","Purchase the following updated technological equipment for P.S. 12: 2 laptop carts (60 laptops), 10 printers for students with disabilities, 25 Smart Boards.","42-00 72nd St. (Woodside)","60","0","235000","0","4","40.742633","-73.892805","11377","2","483","4031853","4013490028","Elmhurst-Maspeth                                                           "
"2015","47","Schools","1"," Technology in Schools","Funds will be used for technology upgrades in P.S. 128, P.S. 101, and P.S./I.S. 228."," (Districtwide)","383","1","225000","0","3",,,," ",,,,
"2015","26","Schools","10"," Auditorium Renovation for Newcomers High School","Update sound system and replace chairs in the auditorium of Newcomers High School. The auditorium is shared between Newcomers High School and the Academy of American Studies.","28-01 41st Ave. (Dutch Kills)","47","0","250000","0","4","40.751356","-73.937445","11101","1","33","4004874","4004040001","Queensbridge-Ravenswood-Long Island City                                   "
"2015","27","Culture and Community Facilities","4"," Enhancement of Outdoor Performance Space at Roy Wilkins Park","Enhancement of existing outdoor performance space at Roy Wilkins Park for programming such as readings or small concerts.","177-01 Baisley Blvd. ","1108","1","450000","0","4","40.686284","-73.768455","11434","12","426","4268835","4124060180","St. Albans                                                                 "
"2015","27","Culture and Community Facilities","5"," Upgrades to the Jamaica Performing Arts Center","Equipment purchases and repairs to upgrade the sound and lighting systems in the theater.","153-10 Jamaica Ave. ","995","1","120000","0","4","40.702807","-73.802023","11432","12","240","4315254","4100970010","Jamaica                                                                    "
"2015","27","Streets and Transportation","6"," Road Resurfacing in Community Board 12","Several major thoroughfares in the district are in need of immediate repairs in order to protect vehicles and pedestrians.","TBD by Community Boards 12 &13 ","840","1","400000","0","4",,,," ",,,,
"2015","27","Schools","12"," Technology Upgrades at IS 59","Funds will purchase 10 smart boards and an overhead projector.","132-55 Ridgedale St. ","619","1","60000","0","4","40.68173","-73.753429","11413","12","352","4274083","4127230076","St. Albans                                                                 "
"2015","27","Schools","11"," Technology Upgrades at York Early College Academy","Purchase 13 smart boards with an overhead projector and one laptop cart.","108-35 167th St. ","579","1","94000","0","4","40.69719","-73.787192","11433","12","258","4216655","4101780001","South Jamaica                                                              "
"2015","27","Parks & Recreation","1"," Cambria Park Basketball Courts","This project will resurface the basketball courts and provide new backboards.","Francis Lewis Blvd. & 121 Ave. ","558","0","375000","0","4",,,," ",,,,
"2015","27","Parks & Recreation","2"," Renovations to St. Albans Park Basketball Court","Resurfacing of two full-length basketball courts.","Merrick Blvd and Sayres Avenue ","472","0","450000","0","4",,,," ",,,,
"2015","27","Schools","10"," Mathematics, Science Research and Technology High School","Purchase one mobile laptop cart with printer and 10 desktop computers.","207-01 116th Ave. ","386","0","43000","0","4","40.697819","-73.745728","11411","13","53401","4238003","4110490001","Cambria Heights                                                            "
"2015","27","Schools","9"," Technology Upgrades at Humanities and the Arts Magnet High School","Technology purchases including two laptop carts and 10 desktop computers.","207-01 116th Ave. ","357","0","78000","0","4","40.697819","-73.745728","11411","13","53401","4238003","4110490001","Cambria Heights                                                            "
"2015","27","Schools","23"," Queens High School for the Sciences at York College","The school will receive five smart boards with overhead projectors, 64 laptops, and two mobile laptop carts with overhead projectors.","94-50 159th St. ","297","0","160000","0","4","40.701049","-73.798151","11433","12","246","4215611","4100990052","Jamaica                                                                    "
"2015","27","Schools","22"," Institute for Health Professionals at Cambria Heights","Funds will purchase two mobile laptop carts.","207-01 116th Ave. ","288","0","70000","0","4","40.697819","-73.745728","11411","13","53401","4238003","4110490001","Cambria Heights                                                            "
"2015","27","Parks & Recreation","3"," St. Albans Park Resurfacing of Entranceway","Resurfacing of entranceway to basketball courts and handball courts.","Merrick Blvd and Sayres Avenue ","284","0","375000","0","4",,,," ",,,,
"2015","27","Schools","19"," IS 192 Technology Upgrades","Funds will purchase 10 desktop computers and one laptop cart.","109-89 204th St. ","243","0","43000","0","4","40.70646","-73.753579","11412","12","508","4234318","4109440301","Hollis                                                                     "
"2015","27","Schools","7"," IS 8 Technology Upgrades","School will receive one laptop cart, which consists of multiple laptops, and printer.","108-35 167th St. ","236","0","35000","0","4","40.69719","-73.787192","11433","12","258","4216655","4101780001","South Jamaica                                                              "
"2015","27","Schools","13"," PS 95 Technology Upgrades","Funds will purchase 12 smart boards and overhead projectors.","179-01 90th Ave. ","191","0","54000","0","4","40.710624","-73.783423","11432","12","468","4446042","4099140001","Jamaica                                                                    "
"2015","27","Schools","15"," PS 134 Technology Upgrades","Funds will purchase one laptop cart with printer, six smart boards, and one smart table.","203-06 109th Ave. ","179","0","77000","0","4","40.707995","-73.755244","11412","12","508","4440330","4109060001","Hollis                                                                     "
"2015","27","Schools","18"," Technology Upgrades at PS 176","The school will purchase 35 smart boards.","120-45 235th St. ","165","0","37000","0","4","40.685492","-73.729982","11411","13","614","4276382","4128200001","Cambria Heights                                                            "
"2015","27","Schools","20"," PS/IS 268 Technology Upgrades","The school will receive two mobile laptop carts.","92-07 175th St. ","160","0","70000","0","4","40.707537","-73.785626","11433","12","444","4217573","4102150001","Jamaica                                                                    "
"2015","27","Schools","8"," Benjamin Franklin High School for Finance & Information Technology","Project will purchase 20 desktop computers and four smart boards.","207-01 116th Ave. ","157","0","40000","0","4","40.697819","-73.745728","11411","13","53401","4238003","4110490001","Cambria Heights                                                            "
"2015","27","Schools","17"," Technology Upgrades at PS/MS 147","The school will receive two mobile laptop carts.","218-01 116th Ave. ","131","0","70000","0","4","40.697309","-73.740948","11411","13","598","4243743","4113000001","Cambria Heights                                                            "
"2015","27","Schools","14"," Technology Upgrades at PS 118","The school will receive one mobile laptop cart with printer.","190-20 109th Rd. ","130","0","35000","0","4","40.703585","-73.765838","11412","12","504","4233850","4109260050","Hollis                                                                     "
"2015","27","Schools","16"," Technology Upgrades at PS 140","Funds will purchase 70 laptops.","166-01 116th Ave. ","105","0","63000","0","4","40.686798","-73.781247","11434","12","278","4267260","4123410031","Baisley Park                                                               "
"2015","27","Schools","21"," Technology Upgrades at the Emerson School","The school will receive four mobile laptop carts.","108-35 167th St. ","42","0","140000","0","4","40.69719","-73.787192","11433","12","258","4216655","4101780001","South Jamaica                                                              "
"2015","29","Public Safety","4"," Security Cameras","Install 10 new ARGUS cameras to monitor crimes, making the neighborhood a safer place."," (Districtwide)","698","1","350000","0","4",,,," ",,,,
"2015","29","Streets and Transportation","3"," On the Go! Real-time Subway Information","Receive real-time subway status information, a countdown for the next scheduled train, station service advisories, and much more.","71st Ave./Kew Gardens/63rd Dr. (Districtwide)","676","1","91000","0","4",,,," ",,,,
"2015","29","Schools","11"," Staying Cool in School","The funds for this project will be allocated towards electrical upgrades so that air condition systems can be placed in common spaces (such as cafeterias and libraries) in our schools.","P.S. 139, P.S. 175, P.S. 99 ","591","1","675000","0","4",,,," ",,,,
"2015","29","Schools","10"," Installing the Knowledge of Science at P.S 220 & JHS 157","This project will fund the implementation of fully equipped science labs in two of our schools that currently have no formal science lab.","P.S. 220 and JHS 157 ","577","0","800000","0","4",,,," ",,,,
"2015","29","Parks & Recreation","8"," Willow Lake","This project would allocate $300,000 toward the overall cost of the walking path restoration."," ","503","0","300000","0","4",,,," ",,,,
"2015","29","Schools","9"," Broadway Bound Improving Our Schools Auditoriums","This project would help fund auditorium renovations at 8 schools in our district that are desperate for upgrades. These upgrades would specifically include audio-visual upgrades and new stage lights."," (Districtwide)","471","0","900000","0","4",,,," ",,,,
"2015","29","Streets and Transportation","5"," A Safer Intersection - Queens & Junction","Install a 444 sq. ft. curb extension on the Eastern corner of Junction Blvd., narrowing the intersection and creating a 90 degree turn from Queens Blvd. on to Junction Blvd. to improve safety."," ","468","0","275000","0","4",,,," ",,,,
"2015","29","Streets and Transportation","2"," Bus Trackers","This project will install electronic signs along eight of the major stops for the Q60 and Q23 bus routes that will tell riders when the next bus is arriving in real time."," (Districtwide)","441","0","300000","0","4",,,," ",,,,
"2015","29","Parks & Recreation","7"," ADA Enhancements for District Playgrounds","Install ADA equipment at Ehrenreich-Austin Playground and Horace Harding Playground so that disabled children can have more play options."," ","426","0","100000","0","4",,,," ",,,,
"2015","29","Parks & Recreation","6"," Adult Workout Station in MacDonald Park","Install fitness equipment that can be utilized by individuals or small groups. The equipment will be placed at easily accessible areas of the park making it hassle free to exercise."," ","389","0","300000","0","4",,,," ",,,,
"2015","29","Culture and Community Facilities","12"," North Forest Park Library Interior Renovation","This is a small library that has not seen any major renovations since it was originally built. This renovation will go towards the updates that the library deserves."," ","365","0","250000","0","4",,,," ",,,,
"2015","29","Culture and Community Facilities","13"," ADA Doors at District Libraries","This project will install automatic doors at North Forest Park, Rego Park, Forest Hills and Richmond Hill Libraries making libraries more accessible to the elderly and the disabled."," ","311","0","200000","0","4",,,," ",,,,
"2015","29","Culture and Community Facilities","1"," Wayfinder Signs on Queens Blvd","The Wayfinder signs will be placed on the busy areas of Queens Boulevard. These signs will inform pedestrians of where they are and what is nearby."," ","274","0","35000","0","4",,,," ",,,,
"2015","31","Schools","1"," Sound and Projection System","The students and members of the community will be able to have shows and workshops in the auditorium, which will have new lighting, curtains, sound system and projector.","143-10 Springfield Blvd. (Springfield Education Complex)","1614","1","525000","0","4","40.668235","-73.756839","11413","12","330","4280845","4130570056","Springfield Gardens North                                                  "
"2015","31","Youth","3"," Music Studio","I.S. 231 has a high population of low income families and students, which means they need added inspiration and motivation. Adding a music studio to their school will boost morale.","145-00 Springfield Gardens (Springfield Gardens)","1031","1","300000","0","4",,,," ",,,,
"2015","31","Parks & Recreation","4"," Construction of a reading garden with chess tables","Brookville Park and Springfield Gardens Park are requesting reading gardens to facilitate the opportunity for visitors and residents of the local communities to sit, read and enjoy rounds of chess.","Springfield Gardens (Brookville,Springfield Gardens)","945","1","400000","0","4",,,," ",,,,
"2015","31","Youth","2"," Science Lab Update","The current laboratory is outdated, which prevents the students from learning modern research methods.They will be exposed to up-to-date research technology that can be used for research projects.","144-51 Arthur St. (Springfield Gardens)","896","0","400000","0","4","40.664218","-73.760249","11413","13","320","4285682","4133310001","Springfield Gardens South-Brookville                                       "
"2015","31","Parks & Recreation","6"," Brookville Park Basketball Court Resurfacing","Brookville Park needs basketball court amenities to be updated for the safety and recreation of the local residents and athletic clubs that utilize the facilities.","Brookville Road (Brookville)","867","0","450000","0","4",,,," ",,,,
"2015","31","Public Safety","7"," Francis Lewis Boulevard Greenway Median","The median will help to decrease speeding and drag racing of motorcycles and cars. It would also add to the beautification of the neighborhood as additional green space.","130th Avenue and 121st Avenue (Springfield Gardens)","689","0","315000","0","4",,,," ",,,,
"2015","31","Parks & Recreation","5"," Entrance signage at Brookville and Springfield Gardens Parks","Brookville Park and Springfield Gardens Park need a more effective signage system to provide effective information and directions for people to find their way through the parks.","Both Parks (Brookville,Springfield Gardens)","674","0","350000","0","4",,,," ",,,,
"2015","33","Housing","4"," NYCHA Playground/Active Space Renovation","Independence Towers and Wyckoff Gardens: The ball courts and playgrounds at these neighborhood play areas have damaged equipment and falling apart fences. Help give these neighborhood spaces a lift!","114 Taylor St & 185 Nevins St (South Williamsburg & Gowanus)","856","1","500000","0","3","40.705508","-73.963702","11249","1","545","3059905","3021760001","Williamsburg                                                               "
"2015","33","Housing","5"," Green Space Landscaping & Beautification at NYCHA Developments","Community green space is neglected- there are exposed pipes jutting into what should be a play area! There is enormous need for landscaping, trees and plants, which can improve these green spaces.","TaylorWythe/Independence/Berry (South Williamsburg)","792","1","300000","0","3",,,," ",,,,
"2015","33","Streets and Transportation","3"," Safer Pedestrian Crossings on Meeker Ave","This high-speed corridor has seen 3 fatalities & 104 serious injuries in the last 3 years. Sidewalk extensions will be installed at 3 intersections to decrease crossing distances and increase safety.","Lorimer, Manhattan, Graham Ave (Greenpoint & Williamsburg)","700","1","300000","0","3",,,," ",,,,
"2015","33","Schools","10"," PS 38 & MS 447: Bathrooms that work!","You say the flushers and faucets don't work? Ick! Please vote to upgrade these facilities that are used by ~1,000 students each day. If you do, we'll have safer, cleaner, more sustainable bathrooms!","450 Pacific St. & 345 Dean St. (Boerum Hill)","661","0","280000","0","3","40.685264","-73.982639","11217","2","39","3001183","3001910001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"2015","33","Schools","9"," PS 110: Install modern technology!","Help us provide STEM science-appropriate classroom technology for our students. The most central piece to get the ball rolling is state-of-the-art smartboards. Please vote to help us meet our goals!","124 Monitor St. (Greenpoint)","656","0","175000","0","3","40.723897","-73.942312","11222","1","591","3067144","3026880042","Greenpoint                                                                 "
"2015","33","Housing","6"," Lighting & Accessibility for all!","Increase safety and quality of life for residents as well as neighbors of Williams Plaza by improving development lighting and remedying needed entrance accessibility problems.","325 Roebling St. (South Williamsburg)","530","0","400000","0","3","40.708208","-73.960999","11211","1","525","3341975","3021400026","North Side-South Side                                                      "
"2015","33","Streets and Transportation","1"," Greenway Sidewalk Reconstruction","Sidewalk repairs btwn. Kent and Flushing Aves. Improve conditions and create access for wheelchair users and others to the former Naval Hospital Cemetery - soon to become a public recreational space!","Williamsburg Street West (South Williamsburg)","497","0","500000","0","3",,,," ",,,,
"2015","33","Schools","8"," PS 31: Upgrade our computer lab!","Our 15-year-old computers are older than our students, and our printers are broken. Please vote to completely upgrade our technology program by funding new computers and printers for our 600 students!","75 Meserole Ave. (Greenpoint)","476","0","160000","0","3","40.726587","-73.95427","11222","1","561","3065299","3025950001","Greenpoint                                                                 "
"2015","33","Schools","11"," PS 307: Build a 21st Century Library!","Our library hasn't been updated since it was built in 1966. Help upgrade our old space and outdated technology with a media center that will include new technology and a comfortable space to learn!","209 York St. (Vinegar Hill)","391","0","150000","0","3","40.701343","-73.982314","11201","2","21","3000158","3000560007","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"2015","33","Schools","13"," Khalil Gilbran High School: Give Us Electricity!","What good is our new technology if we don't have the power to turn it on? Please vote to bring more power to our school!","362 Schermerhorn St. (Boerum Hill)","378","0","150000","0","3","40.686499","-73.979649","11217","2","39","3331754","3001740001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"2015","44","Culture and Community Facilities","13"," Children's room at Midwood Library","Upgrade the existing children's room in order to increase capacity and utilization.","975 East 16th St. (Midwood)","565","0","100000","0","3","40.626054","-73.9606","11230","14","532","3179706","3067090054","Midwood                                                                    "
"2015","33","Schools","12"," PS 16: Re-pave our schoolyard!","Our schoolyard is old, cracked, and becoming unsafe. Help us create a safe play area for our students during recess and for events like our annual dance festival. Vote to re-pave our schoolyard!","157 Wilson St. (South Williamsburg)","336","0","300000","0","3","40.706023","-73.961476","11211","1","535","3059906","3021770001","Williamsburg                                                               "
"2015","33","Streets and Transportation","2"," Preserving Historic Street Lamps","Historic street lamps have illuminated Atlantic Avenue for 30+ years and many lamps have been damaged and removed. Eleven street lamps need to be replaced to restore the avenue to its former beauty.","Atlantic Ave Court St.-4th Ave (Boerum Hill)","316","0","225000","0","3",,,," ",,,,
"2015","33","Schools","7"," BK HS of the Arts/Van Arsdale: Mic Check!","This project will fund new sound system equipment in Brooklyn High School of the Arts and in Van Arsdale High School. Five schools share two auditoriums that haven't been upgraded in fifteen years.","345 Dean St. and 257 N.6th St. (Williamsburg & Boerum Hill)","248","0","300000","0","3",,,," ",,,,
"2015","34","Schools","13"," Environmental Upgrade to Playground at P.S.19/ Brooklyn Arbor School","Additions to playground: lights, benches and a green wall to absorb pollution from the BQE; a fence to separate the children's playground, a rain water garden and outdoor classroom facilities.","325 S. 3rd St. ","1103","1","400000","0","3","40.709647","-73.95465","11211","1","527","3063188","3024230001","North Side-South Side                                                      "
"2015","34","Schools","8"," Community Technology Library and Media Center at P.S. 196/M.S.582","This proposal calls for a state of the art computer lab shared with the library. It includes premier technology for media and offers workshops, classes, and special events for the community.","207 Bushwick Ave. ","1086","1","300000","0","3","40.708723","-73.940002","11206","1","485","3071024","3030460001","Bushwick South                                                             "
"2015","34","Housing","17"," Playground Renovation at Williamsburg Houses","The renovation of the playground between 130 Moore St. and 140 Moore St. will include an upgrade of sprinklers to more efficient ones, installation of new mats and better lighting.","Bushwick Houses ","684","1","300000","0","3",,,," ",,,,
"2015","34","Housing","14"," Revamp the Community Center","This project at Cooper Park calls for a permanent repair to the roof and replacing the current cracked cement with hardwood floors for the basketball court.","76 Kingsland Ave. ","563","0","400000","0","3","40.718374","-73.940419","11211","1","449","3332781","3028670001","East Williamsburg                                                          "
"2015","34","Schools","12"," Auditorium Upgrade at P.S. 147/ TWLS","This project includes an electrical upgrade allowing for A/C installation and seating to replace the aged, broken seats. The renovated auditorium would be available for community events.","325 Bushwick Ave. ","544","0","400000","0","3","40.705204","-73.939407","11206","1","485","3071418","3030910001","Bushwick South                                                             "
"2017","47","Parks & Recreation","7","Surf Playground","Upgrades to Surf Playground.","Surf Avenue & West 27th Street","725","0","500000",,"3","40.573247","-73.992937",,,,,,
"2015","34","Streets and Transportation","3"," Sidewalk Extensions","As a means to make conditions safe for pedestrians and motorists alike, this proposal aims to install curb extensions. This will allow for pedestrians to have shorter distances to cross streets.","Meeker Ave. and Graham Ave. ","526","0","300000","0","3",,,," ",,,,
"2015","34","Housing","15"," Playground Renovation","This playground is in serious need of a renovation. This project would include replacing old sprinklers with water efficient sprinklers, new basketball rims, blacktops for the courts and new benches.","Williamsburg Houses ","474","0","300000","0","3",,,," ",,,,
"2015","34","Seniors","4"," Passenger Van for Diana H. Jones Senior Center","This center gets visits from about 200 seniors daily. This 14-passenger van would help pick up and drop off seniors to the center.","9 Noll St. ","439","0","45000","0","3","40.700163","-73.935675","11206","4","391","3387594","3031450100","Bushwick South                                                             "
"2015","34","Parks & Recreation","1"," Upgrade to Macri Triangle","This project involves leveling the ground for proper drainage,adding a wall of evergreens to reduce air pollution and noise, adding fencing, and landscaping to beautify the area.","Meeker and Union Aves. ","430","0","400000","0","3",,,," ",,,,
"2015","34","Seniors","7"," Expansion of Senior Center at Cooper Park","The expansion of the Cooper Park Senior Center would include building new rooms for various activities and ample space for moving around.","288 Frost St. ","427","0","500000","0","3","40.718837","-73.939856","11222","1","449","3327829","3028670001","East Williamsburg                                                          "
"2015","34","Housing","16"," Increase Lighting","Increasing the lighting to the exterior of Hylan Houses will improve visibility for residents and community members walking through the development and it would welcome more foot traffic.","131 Moore St. ","414","0","350000","0","3","40.70395","-73.940454","11206","1","489","3071469","3030980001","Bushwick South                                                             "
"2015","34","Seniors","5"," Upgrade to Senior Center Bathroom","The senior center at Williamsburg Houses needs an upgrade to its wheelchair accessible bathroom.","202 Graham Ave. ","413","0","600000","0","3","40.708879","-73.943443","11206","1","493","3344974","3030260001","Bushwick South                                                             "
"2015","34","Seniors","6"," Expansion of Senior Center","The Bushwick/Hylan Senior Center currently only has one room for activities including eating, expanding this senior center would create new space and allow for more services.","50 Humboldt St. ","402","0","500000","0","3","40.703179","-73.940761","11206","1","489","3338434","3031290001","Bushwick South                                                             "
"2015","47","Streets and Transportation","4"," Coney Island Street Repairs","Money will be allocated to resurface streets in the Coney Island area."," ","549","1","400000","0","3",,,," ",,,,
"2015","44","Parks & Recreation","2"," Renovations to Kolbert Playground","Improve Kolbert Playground so that children have a safe place to play and seniors have somewhere to relax.","E.17th St. and Avenue L (Midwood)","563","0","500000","0","3",,,," ",,,,
"2015","34","Schools","9"," Technology Upgrade at P.S. 120","With a big emphasis on technology education, this project aims to enhance their computer lab by adding 32 computers, 1 smart board, 5 smart tables (for Pre-K students) and an electrical upgrade.","18 Beaver St. ","381","0","100000","0","3","40.700911","-73.938884","11206","4","389","3071806","3031370026","Bushwick South                                                             "
"2015","34","Parks & Recreation","2"," Jaime Campiz Court Resurfacing","This proposal will resurface the basketball courts to make them vibrant and ready for play.","Marcy Ave. ","333","0","250000","0","3",,,," ",,,,
"2015","34","Schools","10"," Technology Upgrade at P.S. 81","This upgrade includes 30 Smart Boards for interactive learning in the classrooms and up to 100 new laptops for their 970 students.","559 Cypress Ave. ","306","0","355000","0","3",,,," ",,,,
"2015","34","Schools","11"," Schoolyard Renovation at I.S. 77","This project calls for renovating the basketball courts and adding outdoor benches and tables for students to eat outside.","976 Seneca Ave. (Ridgewood)","221","0","400000","0","3",,,," ",,,,
"2015","38","Schools","3"," Technology for the Future","Improving access to technology for nine neighborhood schools that serve diverse communities: P.S.1, M.S. 88, P.S. 676, P.S. 105, P.S. 310, P.S. 69 and New Voices Middle School.","All across the district ","3299","1","965000","0","3",,,," ",,,,
"2015","38","Schools","4"," P.S. 503/P.S. 506 Playground Lighting","Install proper lighting to illuminate the school yards on weekdays and weekends.","330 59th St. (Sunset Park)","3123","1","400000","0","3","40.642121","-74.018997","11220","7","74","3016258","3008620012","Sunset Park West                                                           "
"2015","38","Schools","5"," Expansion of Exit Doors at P.S. 169","The door expansion on the 44th Street and 7th Avenue entrance will improve safety as students enter and leave the school and improve efficiency in a school with over 1,600 students.","44th Street and 7th Avenue (Sunset Park)","3031","1","75000","0","3",,,," ",,,,
"2015","38","Schools","8","Bathroom Renovations","The full renovation of the early childhood bathrooms at P.S.15 and full renovations of all student and staff bathrooms at P.S. 94 to maintain hygiene of the schools.","71 Sullivan St. & 5010 6th Ave (Red Hook and Sunset Park)","2860","1","400000","0","3","40.677343","-74.011558","11231","6","53","3008585","3005660001","Carroll Gardens-Columbia Street-Red Hook                                   "
"2015","38","Parks & Recreation","12"," Outdoor Fitness Equipment for Sunset Park","Install fitness equipment outside of the Sunset Recreational Center to promote fitness and appeal to people of all fitness levels.","Sunset Park ","2776","1","500000","0","3",,,," ",,,,
"2015","38","Schools","7"," Red Hook Library Multimedia Room","Installing a smart board and projector, computers, surround sound speakers, and audio recording equipment in Red Hook Library, to provide more resources for better productivity.","7 Wolcott St. (Red Hook)","1171","1","50000","0","3","40.675513","-74.010249","11231","6","53","3008650","3005770029","Carroll Gardens-Columbia Street-Red Hook                                   "
"2015","38","Schools","14"," Path Improvements at Sunset Park including New Benches","Improvements to Sunset Park including repaving and new benches.","Sunset Park ","2754","0","500000","0","3",,,," ",,,,
"2015","38","Schools","1","Electrical Upgrades","Rewiring for air conditioners in the classrooms and main offices of J.H.S. 220 and P.S. 295","4812 9Î___ñ., 330 18ç. (Windsor Terrace)","2564","0","350000","0","3",,,," ",,,,
"2015","38","Parks & Recreation","9"," New Trees with Tree Guards Across the District","Beautify blocks across the district by planting new trees with tree guards in front of homes, businesses and parks.","Across The District ","1426","0","260000","0","3",,,," ",,,,
"2015","38","Parks & Recreation","10"," Grounds and Play Area Upgrade","Create a safer environment for the toddlers and children through upgrades of equipment and surroundings at the playgrounds.","Between 466 & 450 Columbia St. (NYCHA)","1251","0","500000","0","3",,,," ",,,,
"2015","38","Housing","6"," Red Hook WiFi","Installing 50 WiFi devices on the rooftops of Red Hook houses in order to increase the coverage of free Internet service to public houses in Red Hook.","NYCHA Developments (Red Hook)","783","0","200000","0","3",,,," ",,,,
"2015","38","Schools","2"," PS 10 WiFi Wiring Project","Rewiring the Wifi reception in P.S. 10 (4 floors) and K290 (1 floor) to fix signal problems.","511 7Î___ñ. & 500 19ç. (Park Slope)","605","0","100000","0","3",,,," ",,,,
"2015","38","Parks & Recreation","13"," Butterfly Garden Improvements","Improve the conditions of the pavement of Butterfly Garden, and install seating areas for safe, educational use for both the students and the neighborhood.","7th Avenue and 18th Street (Windsor Terrace)","534","0","450000","0","3",,,," ",,,,
"2015","39","Schools","4"," A/C for P.S. 124 Cafeteria (Title 1 School","The below-ground cafeteria is plagued by heat from open kitchen and poor circulation. The space is unbearably hot Spring thru Fall. The school hosts summer programs and the space is used year round.","515 4th Ave.(13th St-14th St.) (Park Slope)","1442","1","200000","0","3","40.667545","-73.991046","11215","6","141","3023391","3010340001","Park Slope-Gowanus                                                         "
"2015","44","Schools","10"," Air Conditioning at P.S. 134","Rewire the school's electrical system to support air conditioning on the third floor.","4001 18th Ave. (Midwood)","420","0","200000","0","3","40.63228","-73.973898","11218","14","480","3127692","3054160048","Flatbush                                                                   "
"2015","39","Schools","5"," PS146/MS448 Innovative Gym Renovation","BNS/BCS serves 1,400 children. 50% qualify for free lunch. 30% have disabilities. Overcrowding is an issue. Renovation of a room (currently not useable) allows for physical fitness, yoga, dance, etc.","610 Henry St. (3rd Pl.-4th Pl) (Carroll Gardens)","1200","1","225000","0","3","40.68007","-74.001377","11231","6","63","3336036","3003690001","Carroll Gardens-Columbia Street-Red Hook                                   "
"2015","39","Schools","6"," PS 179 Auditorium Renovation","A Title 1 school with 1,000 students; 45% are English Language Learners. The renovation would make a decrepit auditorium functional with a wireless sound system, new curtains and a refurbished stage.","202 Avenue C (E.2nd-E. 3rd St) (Kensington)","1196","1","230000","0","3","40.640463","-73.977642","11218","12","488","3126001","3053710001","Kensington-Ocean Parkway                                                   "
"2015","39","Parks & Recreation","7"," Make Union Street & 9th Street Greener","A green corridor taking shape along Union St will be extended bt Bond & 4th Ave. Bioswales will capture stormwater and create habitat. Pending geotechnical study, 9th St will also be greened this way.","Union & 9th Sts, Bond-4th Ave. (Gowanus)","1100","1","150000","0","3",,,," ",,,,
"2015","39","Streets and Transportation","12"," Four Safer Intersections on Hicks Street","Augment an existing project to make painted curb extensions permanent with concrete, at four high-crash intersections: Kane, Sackett, Union, and Summit Streets. Improve pedestrian & traffic safety.","Hicks St b/w Kane & Summit Sts (Cobble Hill & Carroll Gardens)","1077","1","300000","0","3",,,," ",,,,
"2015","39","Culture and Community Facilities","3"," Technology for 3 Local Arts Non-Profits","New computers, projectors, and storage servers for three well-established, local non-profits--Groundswell, Reelworks, and Rooftop Films--to benefit the arts education of underserved youth."," (Gowanus)","1027","1","90000","0","3",,,," ",,,,
"2015","39","Parks & Recreation","10"," New Drainage along Path in Prospect Park","Fix flooding along path near Dongan Oak Monument by excavating the area, reconstructing catch basins, and installing new drainage. This is a popular area for runners and pedestrians along East Drive.","B/w Battle Pass & the Zoo (Prospect Park)","997","1","200000","0","3",,,," ",,,,
"2015","39","Culture and Community Facilities","2"," Park Slope Library Storytellying Garden","Convert the branch's south lawn into an edible garden with raised beds & benches. In the sheltered hollow behind the building, construct a child-friendly micro-amphitheater for outdoor storytelling.","431 6th Ave. at 9th Street (Park Slope)","936","0","250000","0","3",,,," ",,,,
"2015","39","Parks & Recreation","8"," Windsor Terrace Stormwater Greenstreet","Inclusion of a greenstreet enhancement to a pedestrian refuge to capture stormwater, calm traffic, provide stewardship partnership opportunities (like with nearby PS 154), and beautify the area.","Prospect Park SW & 16th St (Windsor Terrace)","832","0","80000","0","3",,,," ",,,,
"2015","39","Streets and Transportation","13"," More Turnstiles at 7th Ave. F/G Station!","Install approximately 6 low turnstiles at both the 7th Avenue entrance and the 8th Avenue entrance; move unused token booth from center of station to 7th Ave entrance. End the lines!","7th Avenue F/G Subway Station (Park Slope)","768","0","200000","0","3",,,," ",,,,
"2015","39","Culture and Community Facilities","1"," Art in the 4th Avenue F/G Subway Station","To accompany its recent renovation, this station will receive a new art installation (specific location TBD) to serve as a major landmark and a symbol of our neighborhoods' investment in the arts.","4th Ave. b/w 9th and 10th Sts. (Gowanus & Park Slope)","725","0","325000","0","3",,,," ",,,,
"2015","39","Parks & Recreation","9"," Kids Play Area at St. Mary's Playground","Funding to help add a kids play area to a planned park renovation. Soft, resilient surface will allow for safe play or small sports and absorb rainwater. Park is under the elevated tracks along Smith.","Smith St (Luquer-Huntington) (Gowanus & Carroll Gardens)","640","0","250000","0","3",,,," ",,,,
