"date_received","borough","block","lot","class","community_board","violation","osm","ccu","sim","bc","other_log","issue","address","cross_streets","referred_routed_to","resoultion","date_closed","results_of_inspection","postcode","latitude","longitude","council_district","census_tract","bin","bbl","nta"
"2000-01-14T00:00:00.000","Brooklyn","4412","1","K6","5","92162",,,,,"DOT-447225-Y6F6","Violation Inquiry","98 Cozine Avenue",,,,"2021-01-01T00:00:00.000",,"11207","40.653813","-73.888032","42","1104","3348650","3044120001","East New York"
"2000-01-14T00:00:00.000","Brooklyn","220","3","C1","2","99614",,,,,"DOT-447139-C5J5","Tree Root","490 Willow Street",,,,"2021-01-01T00:00:00.000",,,,,,,,,
"2000-01-15T00:00:00.000","Manhattan","1162","29","D4","7","26655",,,,,"DOT-440664-W5Q2","Curb Broken","226 Amsterdam Avenue",,,"Other","2021-02-15T00:00:00.000",,"10023","40.777449","-73.982499","6","159","1030373","1011620029","Lincoln Square"
"2000-01-15T00:00:00.000","Brooklyn",,,,,,,,,,"DOT-405100-N9B9","Other","7 Avenue from Flatbush Avenue to Park Place",,,,"2021-01-01T00:00:00.000",,,,,,,,,
"2000-01-15T00:00:00.000","Brooklyn","1091","56","C0","6","101642",,,,,"DOT-447464-N4B6","Expedited Sidewalk repair inquiry","543 9 Street",,,,"2102-01-01T00:00:00.000",,"11215","40.665259","-73.978185","39","167","3025968","3010910056","Park Slope-Gowanus"
"2000-01-16T00:00:00.000","Bronx","5321","1","A5","10","34178",,,,,"DOT-447702-P3B9","Violation Inquiry","1101 Vincent Avenue",,,,"2021-01-01T00:00:00.000",,"10465","40.835091","-73.820706","13","27401","2072841","2053210001","Pelham Bay-Country Club-City Island"
"2000-01-16T00:00:00.000","Brooklyn","1751","6","V1","3","97331",,,,,"DOT-446248-G2K1","Violation Inquiry","157 Spencer Street",,,,"2121-01-01T00:00:00.000",,"11205","40.693711","-73.954992","33","241","3000000","3017510006","Bedford"
"2000-01-17T00:00:00.000","Brooklyn","8275","59","B1","18","96986",,,,,"DOT-447862-F2W3","Re-Inspection Request","2 Matthews Place",,,,"2121-01-01T00:00:00.000",,"11236","40.633084","-73.895568","46","1008","3233479","3082750059","Canarsie"
"2000-01-17T00:00:00.000","Brooklyn","2090","32","B3","2","96229",,,,,"DOT-447832-T8S2","Dismissal Inspection Inquiry","205 Carlton Avenue",,,,"2021-01-01T00:00:00.000",,"11205","40.691279","-73.972465","35","183","3058501","3020900032","Fort Greene"
"2000-01-17T00:00:00.000","Brooklyn","6338","8","A5","10",,,,,,"DOT-447705-M6C0","Violation Inquiry","1206 85th Street",,,,"2121-01-01T00:00:00.000",,"11228","40.615734","-74.01507","43","148","3165537","3063380008","Dyker Heights"
"2000-01-27T00:00:00.000","Brooklyn","1802","32","B3","3","81986",,,,,"DOT-448796-C4P9","Violation Inquiry","28 Lexington Avenue",,,,"2000-01-27T00:00:00.000",,"11238","40.686505","-73.961029","35","231",,,"Clinton Hill"
"2000-01-27T00:00:00.000","Queens","945","25","C0","1","18749",,,,,"DOT-448788-Y4G0","Violation Inquiry","19-50 77 Street",,,,"2000-01-27T00:00:00.000",,"11370","40.772469","-73.893191","22","317","4020772","4009450025","Steinway"
"2000-01-27T00:00:00.000","Queens","4104","3","A1","7","84725",,,,,"DOT-448709-K6N5","Violation Inquiry","136-08 14th Avenue",,,,"2000-01-27T00:00:00.000",,"11356","40.78609","-73.832563","19","945","4098603","4041040003","Whitestone"
"2000-01-27T00:00:00.000","Brooklyn","1076","46","Commerical","6","96195",,,,,"DOT-449349-D2F5","Violation Inquiry","216 8TH AVE",,,,"2000-01-27T00:00:00.000",,"11215","40.670068","-73.975631","39","155","3025205","3010760046","Park Slope-Gowanus"
"2000-01-28T00:00:00.000","Brooklyn","3555","10","B3","16","59470",,,,,"DOT-449151-K8N4","Refinancing","2049 Strauss Street",,,,"2000-01-28T00:00:00.000",,"11212","40.663935","-73.915078","41","898","3081669","3035550010","Brownsville"
"2000-01-28T00:00:00.000","Brooklyn","5989","73","A5","10","95847",,,,,"DOT-447411-V1F5","Violation Inquiry","429 81 Street",,,,"2000-01-28T00:00:00.000",,"11209","40.625951","-74.025927","43","138","3151350","3059890073","Bay Ridge"
"2000-01-29T00:00:00.000","Brooklyn","3921","54","B2","5","80152",,,,,"DOT-449213-S5V5","Violation Inquiry","151 Arlington Avenue",,,,"2000-01-29T00:00:00.000",,"11207","40.680195","-73.889106","37","117201","3086934","3039210054","Cypress Hills-City Line"
"2000-01-29T00:00:00.000","Queens",,,,,,,,,,"DOT-433249-N5R7","Ponding","63rd Avenue",,,,"2000-01-29T00:00:00.000",,,,,,,,,
"2000-01-29T00:00:00.000","Queens","7017","26","A1","8","93389",,,,,"DOT-449301-S8H1","Violation Inquiry","166-07 81 Avenue",,,,"2000-01-29T00:00:00.000",,"11432","40.721204","-73.801232","24","1265","4152086","4070170026","Pomonok-Flushing Heights-Hillcrest"
"2000-01-29T00:00:00.000","Brooklyn","954","39","S9","6","66724",,,,,"DOT-449337-K9G1","Other","160 BERKELEY PLACE",,,,"2000-01-29T00:00:00.000",,"11217","40.675302","-73.975586","39","159","3337420","3009540039","Park Slope-Gowanus"
"2000-01-29T00:00:00.000","Brooklyn","1076","46","M3","6","96195",,,,,"DOT-449349-D2F5","Expedited Request","216 8TH AVE",,,,"2000-01-29T00:00:00.000",,"11215","40.670068","-73.975631","39","155","3025205","3010760046","Park Slope-Gowanus"
"2000-01-29T00:00:00.000","Queens","1463","24","B1","3","83821",,,,,"DOT-449352-Z9C3","Violation Inquiry","35-38 90TH ST",,,,"2000-01-29T00:00:00.000",,"11372","40.751579","-73.877076","25","277","4035945","4014630024","Jackson Heights"
"2000-01-29T00:00:00.000","Queens","1463","24","B1","3","83821",,,,,"DOT-449352-Z9C3","Violation Inquiry","35-38TH 90TH ST",,,"Partial tree damage","2000-01-29T00:00:00.000",,,,,,,,,
"2000-01-29T00:00:00.000","Manhattan","1062","3","W1","4","21819",,,,,"DOT-449363-K2B8","Sidewalk Broken","440 West 53rd Street",,,"Will inspect","2000-03-11T00:00:00.000",,"10019","40.765878","-73.988823","3","133","1026740","1010620003","Clinton"
"2000-01-30T00:00:00.000","Queens","12683","81","A2","12","60740",,,,,"DOT-449359-L0D4","Violation Inquiry","12129 197 Street",,,,"2000-01-30T00:00:00.000",,"11413","40.687803","-73.751752","27","376","4273418","4126830081","St. Albans"
"2000-02-04T00:00:00.000","Bronx","4001","15","B1","10","30281",,,,,"DOT-450191-M1M2","DI request","1724 SAINT PETERS AVE",,,,"2000-02-04T00:00:00.000",,"10461","40.84234","-73.849925","13","200","2042361","2040010015","Van Nest-Morris Park-Westchester Square"
"2000-02-04T00:00:00.000","Queens","3238","33","K2","6","93288",,,,,"DOT-450197-W0J9","Violation Inquiry","106-02 70 AVE",,,,"2000-02-04T00:00:00.000",,"11375","40.721106","-73.846861","29","711","4077481","4032380033","Forest Hills"
"2000-02-07T00:00:00.000","Manhattan",,,,,,,,,,,,,,,,"2000-02-07T00:00:00.000",,,,,,,,,
"2000-02-07T00:00:00.000","Brooklyn","4382","24","B2","5","101391",,,,,"DOT-451065-H5Q2","Violation Inquiry","916 ELTON AVE",,,"Re-Inspection Granted","2000-02-07T00:00:00.000",,,,,,,,,
"2000-02-07T00:00:00.000","Brooklyn","1366","37","B9","8","101838",,,,,"DOT-451142-T6K6","Re-Inspection Request","1356 PROSPECT PLACE",,,,"2000-02-07T00:00:00.000",,"11213","40.673308","-73.931779","36","345","3036230","3013660037","Crown Heights North"
"2000-02-07T00:00:00.000","Queens","5594","9","A2","11","93316",,,,,"DOT-451052-L8K6","Re-Inspection Request","50-35 175 st",,,,"2000-02-07T00:00:00.000",,"11365","40.744262","-73.794541","20","1417","4126382","4055940009","Auburndale"
"2000-02-07T00:00:00.000","Staten Island","5201","49","A2","3","19364",,,,,"DOT-451069-Q3P3","Extension Request","315 HILLSIDE TERRACE",,,,"2000-02-07T00:00:00.000",,"10308","40.544697","-74.141692","51","15603","5066114","5052010049","Great Kills"
"2000-02-11T00:00:00.000","Brooklyn",,,,,,,,,,,"DI request","1398 ST JOHNS PLACE",,,,"2000-02-11T00:00:00.000",,"11213","40.670638","-73.932128","35","351","3037067","3013840031","Crown Heights North"
"2000-12-06T00:00:00.000","Queens","7788","15","1-3 Family","11",,,,,,"DOT-442401-Z6H5","Violation Inquiry","8045 214 Street",,,,"2000-12-06T00:00:00.000",,"11427","40.733072","-73.756674","23","129102","4164720","4077880015","Oakland Gardens"
"2001-10-07T00:00:00.000","Queens","12678","60","1-3 Family","12","90725",,,,,"DOT-435421-N7Q1","Other","120-47 194TH STREET",,,,"2001-01-01T00:00:00.000",,"11412","40.687504","-73.754558","27","376","4273276","4126780060","St. Albans"
"2001-10-07T00:00:00.000","Queens","12035","30","1-3 Family","12","77114",,,,,"DOT-435457-G8Y3","Violation Inquiry","120-18 142 PLACE",,,"Duplicate","2001-01-01T00:00:00.000",,"11436","40.675795","-73.798252","28","182","4261248","4120350030","Baisley Park"
"2001-10-09T00:00:00.000","Queens","9536","83","1-3 Family","10","90710",,,,,"DOT-435335-B6G5","Violation Inquiry","104-17 113TH ST",,,"Duplicate","2001-01-01T00:00:00.000",,"11419","40.685026","-73.829258","28","104","4202653","4095360083","South Ozone Park"
"2001-10-10T00:00:00.000","Queens","6170","34","1-3 Family","11","89214",,,,,"DOT-435462-V7H4","Violation Inquiry","36-49 211 STREET",,,"Duplicate","2001-01-01T00:00:00.000",,"11361","40.76697","-73.775763","19","1129","4136482","4061700034","Bayside-Bayside Hills"
"2001-10-10T00:00:00.000","Queens","1167","10","1-3 Family","3","90627",,,,,"DOT-435414-Z2T1","Re-Inspection Request","71-20 32nd Avenue",,,"DI Scheduled","2019-10-16T00:00:00.000",,"11370","40.756631","-73.895707","25","30902","4026365","4011670010","Jackson Heights"
"2001-10-11T00:00:00.000","Bronx",,,,,,,,,,,"No Pedestrian Ramp","East 175 Street to Eastburn Avenue",,,,"2001-01-01T00:00:00.000",,,,,,,,,
"2001-10-11T00:00:00.000",,,,,,,,,,,"DOT-435585-N9L",,,,,"Duplicate","2001-01-01T00:00:00.000",,,,,,,,,
"2006-10-10T00:00:00.000","Brooklyn","6549","24","W1","12","50762","07-579","06-5600",,,,"Defective sidewalk.","6006 23rd, Avenue, Brooklyn",,,,"2007-08-14T00:00:00.000",,"11204","40.615252","-73.97635","44","446","3172071","3065490024","Borough Park"
"2006-10-26T00:00:00.000","Queens","5249","43","B1","7",,"07-125",,"06-496","06-1843",,"Broken sidewalk.","36-34 168 Street, Queens",,,,"2007-03-15T00:00:00.000","Property was inspected on 4/6/07.  No defects found on property.","11358","40.762567","-73.798033","19","1175","4119730","4052940043","Murray Hill"
"2006-10-27T00:00:00.000","Queens","8118","6","B1","11",,"07-109",,,"06-1817",,"Reconfiguration of sidewalk.","248-14 43rd Avenue, Queens",,,,"2007-02-28T00:00:00.000",,"11363","40.769036","-73.740015","19","1479",,,"Douglas Manor-Douglaston-Little Neck"
"2006-10-27T00:00:00.000","Manhattan",,,,,,"07-158","06-5974",,"8583",,"defective sidewalk","East of 144 West 90th Street, Manhattan",,,,"2007-05-22T00:00:00.000",,"10024","40.789925","-73.972406","6","173","1087310","1012207506","Upper West Side"
"2006-11-02T00:00:00.000","Queens","12318","77","A2","12",,"07-121","06-6037",,,,"Defective sidewalk.","140-32 Guy R. Brewer Blvd, Queens",,,,"2007-03-12T00:00:00.000","Property inspected on 6/5/07.  PIR submitted.","11434","40.669893","-73.773036","31","294","4266973","4123180077","Springfield Gardens North"
"2006-11-02T00:00:00.000","Brooklyn",,,,,,"07-243","06-6048",,,,"defective sidewalk.","Avenue J, Brooklyn","Ocean Avenue","Bay Parkway",,"2007-04-16T00:00:00.000",,,,,,,,,
"2006-11-06T00:00:00.000","Brooklyn","6795","6","K9",,,"07-067",,,,,"Defective sidewalk","1210 Kings Highway, Brooklyn",,,,"2007-02-12T00:00:00.000",,"11229","40.607763","-73.960712","48","554","3182854","3067950006","Homecrest"
"2006-11-15T00:00:00.000","Queens",,,,,,"07-112","06-6127",,,,"Installation of sidewalks.","158th Street, Queens","115th Road",,,"2007-05-08T00:00:00.000",,,,,,,,,
"2006-11-17T00:00:00.000","Queens","4517","20","V1","7","40875","07-124",,,"06-1950",,"Defective sidewalk.","150-30 12 Avenue, Queens",,,,"2007-03-12T00:00:00.000",,"11357","40.790917","-73.813725","19","981","4102673","4045170020","Whitestone"
"2006-11-17T00:00:00.000","Queens","5239","11","B3","7",,"07-126",,"06-512","06-1949",,"Defective sidewalk.","33-67 154 Street, Queens",,,,"2007-03-15T00:00:00.000","Property was inspected.  PIR submitted for processing.","11354","40.76807","-73.810529","19","1151","4118390","4052390011","Murray Hill"
"2006-11-28T00:00:00.000","Brooklyn","7662","84","B2","14","51925","07-214",,,,,"Reinspection.","1378 East 27 Street, Brooklyn",,,,"2007-04-09T00:00:00.000",,"11210","40.6176","-73.948059","48","756","3210210","3076620084","Midwood"
"2006-11-28T00:00:00.000","Queens","8651","67","A2","13","42071","07-258",,,,"SDWQ222","City to repair sidewalk.","244-21 88th Street, Queens",,,,"2007-04-20T00:00:00.000",,,,,,,,,
"2006-11-28T00:00:00.000","Queens","13101","46","A1","13","41951","07-113",,,"06-1940",,"Lack of sidewalk or curbs.","221-21 135th Street, Queens",,,,"2007-05-08T00:00:00.000",,,,,,,,,
"2006-11-28T00:00:00.000","Bronx","5826","1672","A5","8","16511","07-372",,,,"SDWBX80","Violation issued.","5139 Post Road, Bronx",,,,"2007-05-14T00:00:00.000",,"10471","40.896345","-73.898218","11","351","2084547","2058261672","North Riverdale-Fieldston-Riverdale"
"2006-11-28T00:00:00.000","Brooklyn","6022","10","A9","10",,"07-066","06-6278",,,,"Defective sidewalk.","8301 10th Avenue, Brooklyn",,,,"2007-05-14T00:00:00.000",,"11228","40.619688","-74.018814","43","166","3152642","3060220010","Dyker Heights"
"2006-11-28T00:00:00.000","Manhattan","616","54","V9","2",,"07-444","06-6390",,,,"Defective sidewalks on Jackson Square Park.","Haratio Street, Manhattan","Greenwich & Eighth Avenues",,,"2007-05-25T00:00:00.000",,,,,,,,,
"2006-11-28T00:00:00.000","Queens","633","25","A1","1","39462","07-303","06-6452",,,,"Defective sidewalk.","25-29 35th Street, Queens",,,,"2007-04-24T00:00:00.000",,"11103","40.76907","-73.915189","22","6502","4009419","4006330025","Astoria"
"2006-11-28T00:00:00.000","Queens","2483","4","C0","5","41835","07-275","06-6454",,,,"Sidewalk damaged by DEP.","52-75 72nd Street, Queens",,,,"2007-04-19T00:00:00.000",,"11378","40.731972","-73.892256","30","497","4057585","4024830004","Maspeth"
"2006-12-04T00:00:00.000","Bronx","3685","38","A5","9","14656","07-061",,,,,"Violation dismissed.","21-64 Hermany Avenue, Bronx",,,,"2007-02-12T00:00:00.000",,"10473","40.824566","-73.850558","18","98","2022810","2036850038","Westchester-Unionport"
"2006-12-04T00:00:00.000","Brooklyn","5240","34","B2","14",,"07-065","06-6551",,,,"Defective sidewalks.","1146-1158 Ocean Avenue, Brooklyn",,,,"2007-02-12T00:00:00.000","Location was inspected on 1/18/07 and violation was issued.","11230","40.634334","-73.95803","45","764","3396548","3052407501","Flatbush"
"2006-12-04T00:00:00.000","Brooklyn","2444","18","C3","1",,"07-064","06-6554",,,,"Defective sidewalk.","148 South 4th Street, Brooklyn",,,,"2007-02-12T00:00:00.000","PIR submitted for processing on 5/22/07","11211","40.711598","-73.962126","34","549","3063442","3024440018","North Side-South Side"
"2006-12-04T00:00:00.000","Queens","3938","55","B2","7",,"07-068","06-6555",,,,"Defective sidewalk.","119-35 8th Avenue, Queens",,,,"2007-02-12T00:00:00.000",,"11356","40.790153","-73.848504","19","929","4096122","4039380055","College Point"
"2006-12-05T00:00:00.000","Brooklyn","2426","7","M3","1","52272","07-788","06-2474",,,,"Defective sidewalk; curb defect.","411 South 3rd Street, Brooklyn",,,,"2008-01-30T00:00:00.000","Location inspected.","11211","40.708289","-73.950946","34","527",,,"North Side-South Side"
"2006-12-06T00:00:00.000","Queens","12328","20","A5","2","42037","07-259",,,,,"Violatioin issued.","41-25 57th Street, Queens",,,,"2007-07-23T00:00:00.000",,"11377","40.744965","-73.907699","26","251","4031113","4013280020","Woodside"
"2006-12-06T00:00:00.000","Staten Island",,,,,,"07-457",,,,,"Violation error.","976 Westwood Avenue, Staten Island",,,,"2007-05-31T00:00:00.000",,"10314","40.605721","-74.144656","50","18902","5020461","5007940140","New Springville-Bloomfield-Travis"
"2006-12-06T00:00:00.000","Brooklyn","6468","60","B1","11","51983","07-215",,,,,"Request reinpsection.","1902 19 Lane, Brooklyn",,,,"2007-04-16T00:00:00.000",,"11214","40.599815","-74.006388","43","282","3170012","3064680060","Bath Beach"
"2006-12-06T00:00:00.000","Manhattan",,,,,,"07-393","06-6939",,,"8783","Tree root related.","West 101st Street","Broadway","West End Avenue",,"2001-01-01T00:00:00.000",,,,,,,,,
"2006-12-11T00:00:00.000","Brooklyn","6549","24",,"12","50762",,,,"06-2090",,,"6006 23 Avenue",,,,"2001-01-01T00:00:00.000",,"11204","40.615252","-73.97635","44","446","3172071","3065490024","Borough Park"
"2006-12-11T00:00:00.000","Brooklyn","1067","44","B3","6",,"07-071","06-6741",,,,"Sidewalk caving in.","108 8th Avenue, Brooklyn",,,,"2007-02-12T00:00:00.000",,"11215","40.672562","-73.973597","39","157","3024764","3010670044","Park Slope-Gowanus"
"2006-12-11T00:00:00.000","Bronx","3872","37","B1","9",,"07-276","06-6766",,,,"Dismissal inspection.","1363 Noble Avenue, Bronx",,,,"2007-04-19T00:00:00.000",,"10472","40.83373","-73.870698","18","64","2027698","2038720037","West Farms-Bronx River"
"2006-12-11T00:00:00.000","Manhattan",,,,,,"07-238","06-6773",,"8719",,"Defective sidewalk.","East 79 St and Third Avenue, Manhattan","Southeast Corner",,,"2001-01-01T00:00:00.000",,,,,,,,,
"2006-12-12T00:00:00.000","Queens",,,,,,"07-199",,,"06-2073",,"Defective sidewalks.","23 Avenue, Queens","35 Street to 36 Street",,,"2007-04-20T00:00:00.000",,,,,,,,,
"2006-12-14T00:00:00.000","Bronx","4698","13","CO","13","16372","07-010",,,,,"Requesting a reinspection.","1021 East 215 Street, Bronx, NY",,,,"2007-01-22T00:00:00.000",,"10469","40.877998","-73.855388","12","388","2059427","2046980013","Williamsbridge-Olinville"
"2006-12-14T00:00:00.000","Brooklyn","969","1","E9",,,"07-005",,,,,"Very bad trip hazard.","305 2nd Street, Brooklyn",,,,"2007-01-25T00:00:00.000",,"11215","40.674118","-73.98425","39","135","3330516","3009690001","Park Slope-Gowanus"
"2006-12-14T00:00:00.000","Brooklyn","1058","1","M1","6",,"07-063","06-6822",,,,"Defective sidewalk.","33 Seventh Avenue, Brooklyn",,,,"2007-02-12T00:00:00.000",,"11217","40.676606","-73.973992","39","159","3024356","3010580001","Park Slope-Gowanus"
"2006-12-14T00:00:00.000","Queens","626","29","C1","1",,"07-006","06-6824",,,,"Defective sidewalk.","30-39 34th Street, Queens",,,,"2007-04-24T00:00:00.000","Property was inspected on 5/16/07.  PIR submitted for processing.","11103","40.764682","-73.919863","22","63","4009076","4006260029","Astoria"
"2006-12-18T00:00:00.000","Queens","4994","50",,,,"07-045",,,,,"Dismissal inspection.","140-88 34 Avenue, Queens",,,,"2007-02-01T00:00:00.000",,"11354","40.766528","-73.826927","20","1161","4112962","4049940050","Flushing"
"2006-12-18T00:00:00.000","Queens","14204","16","A2","10",,"07-1015",,,"06-2097",,"Defective sidewalks & curbs","96-19 162 Avenue; 163-22 97 Street; 163-18 97 Stre",,,,"2001-01-01T00:00:00.000","Location was inspected.","11414","40.654607","-73.835546","32","884","4295690","4141920029","Lindenwood-Howard Beach"
"2006-12-20T00:00:00.000","Queens",,,,,,"07-200",,,"06-2077",,"No sidewalk at locations","236 Street, Queens","120 Avenue to Dead End",,,"2007-04-19T00:00:00.000",,,,,,,,,
"2006-12-20T00:00:00.000","Brooklyn","5864","42","K9","10","37262","07-251","06-6882",,,,"Requesting dismissal of sidewalk lien.","6804 5th Avenue, Brooklyn",,,,"2007-04-16T00:00:00.000",,"11220","40.634046","-74.020781","43","130","3145280","3058640042","Bay Ridge"
"2006-12-20T00:00:00.000","Brooklyn","1070","20","C3","6",,"07-062","06-6909",,,,"Defective sidewalk","802 Carroll Street, Brooklyn",,,,"2007-02-12T00:00:00.000","PIR submitted for processing on 5/23/07.","11215","40.67262","-73.974855","39","157","3024903","3010700020","Park Slope-Gowanus"
"2006-12-20T00:00:00.000","Queens","12709","3","A1","12",,"07-123","06-6911",,,,"Defective sidewalk.","122-15 193 Street, Queens",,,,"2007-03-12T00:00:00.000",,"11413","40.685612","-73.75406","27","376","4273855","4127090003","St. Albans"
"2006-12-21T00:00:00.000","Brooklyn","3225","83",,,,"07-011",,,,,"Sidewalk violation.","2259 & 2261 Loring Place North, Bronx",,,,"2001-01-01T00:00:00.000",,,,,,,,,
"2006-12-21T00:00:00.000","Staten Island","45","15",,,"7204","07-012",,,"07-19",,"Sidewalk Violation","100 Taft Avenue, SI",,,,"2007-08-07T00:00:00.000",,"10301","40.640702","-74.086348","49","9","5001026","5000450015","West New Brighton-New Brighton-St. George"
"2006-12-21T00:00:00.000","Bronx","4718","18","B9","12","16300","07-013",,,,,"Reinspection.","1438 Oakley Street, Bronx",,,,"2007-01-22T00:00:00.000",,"10469","40.87968","-73.850597","12","386","2093616","2047180018","Eastchester-Edenwald-Baychester"
"2006-12-21T00:00:00.000","Manhattan","633","50",,"2","21266","07-014",,,,,"Reinspection.","306 West 11 street, NY",,,,"2007-01-22T00:00:00.000",,"10014","40.735791","-74.006282","3","75","1011881","1006330050","West Village"
"2006-12-21T00:00:00.000","Brooklyn","7672","24",,"18","51926","07-015",,,,,"Sidewalk violation.","1317 East 36 Street, Brooklyn",,,,"2001-01-01T00:00:00.000",,"11234","40.619652","-73.939693","45","746","3210612","3076720024","Flatlands"
"2006-12-21T00:00:00.000","Queens","13940","7501",,"10","41955","07-016",,,,,"Reinspection.","156-50 78 Street, Queens",,,,"2007-01-22T00:00:00.000",,"11414","40.661295","-73.855061","32","6202","4444816","4139407501","Lindenwood-Howard Beach"
"2006-12-21T00:00:00.000","Bronx","4126","29",,"11","16501","07-017",,,,,"Extension on Violation.","1815 Colden Avenue, Bronx",,,,"2001-01-01T00:00:00.000",,"10462","40.848579","-73.856674","13","252","2045393","2041260029","Van Nest-Morris Park-Westchester Square"
"2006-12-21T00:00:00.000","Brooklyn","8202","53",,"18","52097","07-018",,,,,"Sidewalk Violation","1182 East 95 Street, Brooklyn",,,,"2001-01-01T00:00:00.000",,"11236","40.641993","-73.901709","46","966","3230053","3082020053","Canarsie"
"2006-12-21T00:00:00.000","Queens","11286","43","A1","13","42091","07-019",,,,,"Sidewalk Violation.","115-16 223 Street, Queens",,,,"2001-01-01T00:00:00.000",,"11411","40.698838","-73.735172","27","596","4243362","4112860043","Cambria Heights"
"2006-12-21T00:00:00.000","Manhattan","1445","7501","R5",,,"07-020",,,,,"Trip and fall claim made","1328 2nd Avenue, NY",,,,"2001-01-01T00:00:00.000",,"10021","40.767584","-73.959242","5","126","1044853","1014457501","Lenox Hill-Roosevelt Island"
"2006-12-21T00:00:00.000","Brooklyn","7299","80",,,"51963","07-021",,,,,"Dismissal inspection.","2381 Ocean Avenue, Brooklyn",,,,"2007-01-22T00:00:00.000",,"11229","40.603351","-73.952154","48","560","3397666","3072997502","Madison"
"2006-12-21T00:00:00.000","Queens","4994","50",,,,"07-022",,,,,"1990 violation inquiry.","140-88 34th Avenue",,,,"2001-01-01T00:00:00.000",,"11354","40.766528","-73.826927","20","1161","4112962","4049940050","Flushing"
"2006-12-21T00:00:00.000","Bronx",,,,,"16425","07-023",,,,,"Violation issued to wrong property owner.",,,,,"2001-01-01T00:00:00.000",,,,,,,,,
"2006-12-21T00:00:00.000","Queens","5583","48",,,"42059","07-024",,,,,"Dismissal inspection.","46-82 Utopia Parkway, Queens",,,,"2001-01-01T00:00:00.000",,"11358","40.750878","-73.792149","20","1459","4126095","4055830048","Auburndale"
"2006-12-21T00:00:00.000","Bronx","4437","24",,,"16461","07-025",,,,,"Sidewalk Violation.","2444 Barnes Avenue, Bronx",,,,"2001-01-01T00:00:00.000",,"10467","40.862144","-73.863615","13","328","2051451","2044370024","Bronxdale"
"2006-12-21T00:00:00.000","Bronx","5441","29",,,"16569","07-026",,,,,"Sidewalk Violation.","556 Logan Avenue, Bronx",,,,"2001-01-01T00:00:00.000",,"10465","40.824152","-73.818055","13","158","2077203","2054410029","Schuylerville-Throgs Neck-Edgewater Park"
"2006-12-21T00:00:00.000","Brooklyn","1073","39",,,"52035","07-027",,,,,"Sidewalk Violation.","31 Prospect Park West, Brooklyn",,,,"2001-01-01T00:00:00.000",,"11215","40.67044","-73.97199","39","165","3025016","3010730039","Park Slope-Gowanus"
"2006-12-21T00:00:00.000","Queens","13171","33",,,"42102","07-028",,,,,"Sidewalk Violation.","137-05 230 Street, Queens",,,,"2001-01-01T00:00:00.000",,"11413","40.672516","-73.742634","31","646","4283031","4131710033","Laurelton"
