"bbl_10","street_no_property","street_1_property","street_2_property","city_property","postcode","addr_state_property","borough","latitude","longitude","community_board","council_district","census_tract","bin","nta"
"1000430001","44","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.70654","-74.009738","101","1","7","1001017","Battery Park City-Lower Manhattan"
"1000430002","40","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.706625","-74.009875","101","1","7","1001018","Battery Park City-Lower Manhattan"
"1000430005","30","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.706839","-74.010218","101","1","7","1001019","Battery Park City-Lower Manhattan"
"1000447501","18","PINE STREET",,"NEW YORK","10005","NY","MANHATTAN","40.707665","-74.010135","101","1","7","1001022","Battery Park City-Lower Manhattan"
"1000460001","2","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.707725","-74.011632","101","1","7","1001023","Battery Park City-Lower Manhattan"
"1000460009","14","WALL STREET",,"NEW YORK","10005","NY","MANHATTAN","40.707347","-74.010997","101","1","7","1001025","Battery Park City-Lower Manhattan"
"1000477501","120","BROADWAY",,"NEW YORK","10005","NY","MANHATTAN","40.708546","-74.011041","101","1","7","1001026","Battery Park City-Lower Manhattan"
"1000480001","140","BROADWAY",,"NEW YORK","10005","NY","MANHATTAN","40.709043","-74.010626","101","1","7","1001027","Battery Park City-Lower Manhattan"
"1000490002","111","BROADWAY",,"NEW YORK","10006","NY","MANHATTAN","40.708486","-74.011113","101","1","13","1001029","Battery Park City-Lower Manhattan"
"1000500001","115","BROADWAY",,"NEW YORK","10006","NY","MANHATTAN","40.708631","-74.010997","101","1","13","1001030","Battery Park City-Lower Manhattan"
"1000510007","68","TRINITY PLACE",,"NEW YORK","10006","NY","MANHATTAN","40.708258","-74.012649","101","1","13","1090830","Battery Park City-Lower Manhattan"
"1000510013","78","TRINITY PLACE",,"NEW YORK","10006","NY","MANHATTAN","40.708472","-74.012505","101","1","13","1001033","Battery Park City-Lower Manhattan"
"1000510017","74","TRINITY PLACE",,"NEW YORK","10006","NY","MANHATTAN","40.708387","-74.012563","101","1","13","1000000","Battery Park City-Lower Manhattan"
"1000520021","120","LIBERTY STREET",,"NEW YORK","10006","NY","MANHATTAN","40.71002","-74.012408","101","1","13","1001040","Battery Park City-Lower Manhattan"
"1000527502","114","LIBERTY STREET",,"NEW YORK","10006","NY","MANHATTAN","40.709938","-74.012235","101","1","13","1001041","Battery Park City-Lower Manhattan"
"1000530002","99","WASHINGTON STREET",,"NEW YORK","10006","NY","MANHATTAN","40.708351","-74.014323","101","1","13","1088967","Battery Park City-Lower Manhattan"
"1000530033","110","GREENWICH STREET",,"NEW YORK","10006","NY","MANHATTAN","40.70856","-74.013349","101","1","13","1001051","Battery Park City-Lower Manhattan"
"1000537501","120","GREENWICH STREET",,"NEW YORK","10006","NY","MANHATTAN","40.709089","-74.013118","101","1","13","1001050","Battery Park City-Lower Manhattan"
"1000550014","71","WEST STREET",,"NEW YORK","10006","NY","MANHATTAN","40.70904","-74.015117","101","1","13","1001060","Battery Park City-Lower Manhattan"
"1000550016","80","WEST STREET",,"NEW YORK","10006","NY","MANHATTAN","40.709493","-74.014976","101","1","13","1001061","Battery Park City-Lower Manhattan"
"1000560001","140","WASHINGTON STREET",,"NEW YORK","10006","NY","MANHATTAN","40.709729","-74.013818","101","1","13","1001063","Battery Park City-Lower Manhattan"
"1000560004","90","WEST STREET",,"NEW YORK","10006","NY","MANHATTAN","40.710105","-74.014789","101","1","13","1001064","Battery Park City-Lower Manhattan"
"1000627501","1","LIBERTY PLAZA",,"NEW YORK","10006","NY","MANHATTAN","40.70943","-74.011102","101","1","13","1001068","Battery Park City-Lower Manhattan"
"1000630003","22","CORTLANDT STREET",,"NEW YORK","10007","NY","MANHATTAN","40.710223","-74.010897","101","1","13","1001069","Battery Park City-Lower Manhattan"
"1000630012","5","DEY STREET",,"NEW YORK","10007","NY","MANHATTAN","40.71058","-74.009862","101","1","13","1000000","Battery Park City-Lower Manhattan"
"1000640008","53","LIBERTY STREET",,"NEW YORK","10005","NY","MANHATTAN","40.708642","-74.009407","101","1","1502","1001084","Battery Park City-Lower Manhattan"
"1000640012","150","BROADWAY",,"NEW YORK","10038","NY","MANHATTAN","40.70932","-74.010392","101","1","1502","1001087","Battery Park City-Lower Manhattan"
"1000640015","160","BROADWAY",,"NEW YORK","10038","NY","MANHATTAN","40.709493","-74.01024","101","1","1502","1079040","Battery Park City-Lower Manhattan"
"1000640016","170","BROADWAY",,"NEW YORK","10038","NY","MANHATTAN","40.709669","-74.010092","101","1","1502","1001088","Battery Park City-Lower Manhattan"
"1000650007","15","MAIDEN LANE",,"NEW YORK","10038","NY","MANHATTAN","40.709482","-74.009356","101","1","1502","1001097","Battery Park City-Lower Manhattan"
"1000650010","9","MAIDEN LANE",,"NEW YORK","10038","NY","MANHATTAN","40.709606","-74.009555","101","1","1502","1001098","Battery Park City-Lower Manhattan"
"1000650017","176","BROADWAY",,"NEW YORK","10038","NY","MANHATTAN","40.709932","-74.009869","101","1","1502","1001100","Battery Park City-Lower Manhattan"
"1000650024","24","JOHN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.709765","-74.008765","101","1","1502","1001105","Battery Park City-Lower Manhattan"
"1000660001","19","LIBERTY STREET",,"NEW YORK","10005","NY","MANHATTAN","40.707899","-74.008473","101","1","1502","1001108","Battery Park City-Lower Manhattan"
"1000670001","66","JOHN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.708933","-74.007614","101","1","1502","1079043","Battery Park City-Lower Manhattan"
"1000670023",,"NASSAU STREET",,"NEW YORK","10038","NY",,,,,,,,
"1000670023","56","NASSAU STREET",,"NEW YORK","10038","NY","MANHATTAN","40.709114","-74.008812","101","1","1502","1001109","Battery Park City-Lower Manhattan"
"1000680007","83","MAIDEN LANE",,"NEW YORK","10038","NY","MANHATTAN","40.707443","-74.007607","101","1","1502","1001111","Battery Park City-Lower Manhattan"
"1000680011","75","MAIDEN LANE",,"NEW YORK","10038","NY","MANHATTAN","40.707657","-74.007758","101","1","1502","1001112","Battery Park City-Lower Manhattan"
"1000680028","15","GOLD STREET",,"NEW YORK","10038","NY","MANHATTAN","40.707753","-74.006918","101","1","1502","1085948","Battery Park City-Lower Manhattan"
"1000687501","80","JOHN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.708445","-74.006886","101","1","1502","1001115","Battery Park City-Lower Manhattan"
"1000687502","90","WILLIAM STREET",,"NEW YORK","10038","NY","MANHATTAN","40.708184","-74.007787","101","1","1502","1087755","Battery Park City-Lower Manhattan"
"1000690006","211","PEARL STREET",,"NEW YORK","10038","NY","MANHATTAN","40.707023","-74.006388","101","1","1502","1087832","Battery Park City-Lower Manhattan"
"1000690018","2","GOLD STREET",,"NEW YORK","10038","NY","MANHATTAN","40.707295","-74.007336","101","1","1502","1087146","Battery Park City-Lower Manhattan"
"1000690032","116","JOHN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.707605","-74.00572","101","1","1502","1001126","Battery Park City-Lower Manhattan"
"1000697502","90","JOHN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.708173","-74.006464","101","1","1502","1001127","Battery Park City-Lower Manhattan"
"1000700043","160","WATER STREET",,"NEW YORK","10038","NY","MANHATTAN","40.706452","-74.005594","101","1","1502","1001135","Battery Park City-Lower Manhattan"
"1000707501","125","MAIDEN LANE",,"NEW YORK","10038","NY","MANHATTAN","40.706397","-74.006341","101","1","1502","1087484","Battery Park City-Lower Manhattan"
"1000710001","156","FRONT STREET",,"NEW YORK","10038","NY","MANHATTAN","40.705829","-74.005482","101","1","1502","1001136","Battery Park City-Lower Manhattan"
"1000717501","175","WATER STREET",,"NEW YORK","10038","NY","MANHATTAN","40.706699","-74.005208","101","1","1502","1001137","Battery Park City-Lower Manhattan"
"1000720012","161","FRONT STREET",,"NEW YORK","10038","NY","MANHATTAN","40.706051","-74.0051","101","1","1502","1089746","Battery Park City-Lower Manhattan"
"1000720013","163","FRONT STREET",,"NEW YORK","10038","NY","MANHATTAN","40.706084","-74.005049","101","1","1502","1001139","Battery Park City-Lower Manhattan"
"1000720027","85","SOUTH STREET",,"NEW YORK","10038","NY","MANHATTAN","40.705618","-74.004162","101","1","1502","1001142","Battery Park City-Lower Manhattan"
"1000730002","PIER-15","SOUTH STREET",,"NEW YORK","10038","NY",,,,,,,,
"1000747501","199","WATER STREET",,"NEW YORK","10038","NY","MANHATTAN","40.70727","-74.004314","101","1","1502","1001162","Battery Park City-Lower Manhattan"
"1000750001","127","JOHN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.707218","-74.005316","101","1","1502","1001163","Battery Park City-Lower Manhattan"
"1000750021","40","FULTON STREET",,"NEW YORK","10038","NY","MANHATTAN","40.707904","-74.004411","101","1","1502","1075618","Battery Park City-Lower Manhattan"
"1000750030","111","JOHN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.707671","-74.005764","101","1","1502","1001167","Battery Park City-Lower Manhattan"
"1000760024","40","GOLD STREET",,"NEW YORK","10038","NY","MANHATTAN","40.708774","-74.005872","101","1","1502","1088484","Battery Park City-Lower Manhattan"
"1000767501","15","CLIFF STREET",,"NEW YORK","10038","NY","MANHATTAN","40.708143","-74.00545","101","1","1502","1085931","Battery Park City-Lower Manhattan"
"1000767502","99","JOHN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.708006","-74.006164","101","1","1502","1087867","Battery Park City-Lower Manhattan"
"1000770001","87","JOHN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.708338","-74.006684","101","1","1502","1001185","Battery Park City-Lower Manhattan"
"1000770008","110","WILLIAM STREET",,"NEW YORK","10038","NY","MANHATTAN","40.708782","-74.007196","101","1","1502","1001186","Battery Park City-Lower Manhattan"
"1000770015","130","WILLIAM STREET",,"NEW YORK","10038","NY","MANHATTAN","40.709235","-74.006741","101","1","1502","1090562","Battery Park City-Lower Manhattan"
"1000770024","82","FULTON STREET",,"NEW YORK","10038","NY","MANHATTAN","40.709191","-74.005728","101","1","1502","1077403","Battery Park City-Lower Manhattan"
"1000780001","135","WILLIAM STREET",,"NEW YORK","10038","NY","MANHATTAN","40.709359","-74.006648","101","1","1502","1001192","Battery Park City-Lower Manhattan"
"1000780011","55","JOHN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.708988","-74.007654","101","1","1502","1079064","Battery Park City-Lower Manhattan"
"1000780020","106","FULTON STREET",,"NEW YORK","10038","NY","MANHATTAN","40.709729","-74.006792","101","1","1502","1001195","Battery Park City-Lower Manhattan"
"1000787507","111","WILLIAM STREET",,"NEW YORK","10038","NY","MANHATTAN","40.708876","-74.007127","101","1","1502","1001193","Battery Park City-Lower Manhattan"
"1000787508","45","JOHN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.709241","-74.008","101","1","1502","1001199","Battery Park City-Lower Manhattan"
"1000790010","17","JOHN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.709916","-74.008949","101","1","1502","1001216","Battery Park City-Lower Manhattan"
"1000790015","200","BROADWAY",,"NEW YORK","10038","NY","MANHATTAN","40.710533","-74.009353","101","1","1502","1089384","Battery Park City-Lower Manhattan"
"1000797502","130","FULTON STREET",,"NEW YORK","10038","NY","MANHATTAN","40.710372","-74.008062","101","1","1502","1087245","Battery Park City-Lower Manhattan"
"1000797503","71","NASSAU STREET",,"NEW YORK","10038","NY","MANHATTAN","40.709639","-74.008325","101","1","1502","1001215","Battery Park City-Lower Manhattan"
"1000800004","55","CHURCH STREET",,"NEW YORK","10007","NY","MANHATTAN","40.711453","-74.010504","101","1","13","1075702","Battery Park City-Lower Manhattan"
"1000840036","7","WORLD TRADE CENTER",,"NEW YORK","10007","NY","MANHATTAN","40.71322","-74.011709","101","1","21","1086510","SoHo-TriBeCa-Civic Center-Little Italy"
"1000860001","90","CHURCH STREET",,"NEW YORK","10007","NY","MANHATTAN","40.712586","-74.009775","101","1","21","1001230","SoHo-TriBeCa-Civic Center-Little Italy"
"1000880001",,"BROADWAY",,"NEW YORK","10007","NY",,,,,,,,
"1000880001","217","BROADWAY",,"NEW YORK","10007","NY","MANHATTAN","40.71156","-74.008469","101","1","21","1001232","SoHo-TriBeCa-Civic Center-Little Italy"
"1000880005","20","VESEY STREET",,"NEW YORK","10007","NY","MANHATTAN","40.711843","-74.009562","101","1","21","1001235","SoHo-TriBeCa-Civic Center-Little Italy"
"1000880010","30","VESEY STREET",,"NEW YORK","10007","NY","MANHATTAN","40.711977","-74.009865","101","1","21","1001237","SoHo-TriBeCa-Civic Center-Little Italy"
"1000880014","12","BARCLAY STREET",,"NEW YORK","10007","NY","MANHATTAN","40.712224","-74.008617","101","1","21","1087947","SoHo-TriBeCa-Civic Center-Little Italy"
"1000880018","225","BROADWAY",,"NEW YORK","10007","NY","MANHATTAN","40.71187","-74.008217","101","1","21","1001241","SoHo-TriBeCa-Civic Center-Little Italy"
"1000890001","99","NASSAU STREET",,"NEW YORK","10038","NY","MANHATTAN","40.710531","-74.007441","101","1","1501","1001242","Battery Park City-Lower Manhattan"
"1000890012","212","BROADWAY",,"NEW YORK","10038","NY","MANHATTAN","40.710959","-74.008982","101","1","1501","1001245","Battery Park City-Lower Manhattan"
"1000900014","3","BEEKMAN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.711456","-74.006731","101","1","1501","1079072","Battery Park City-Lower Manhattan"
"1000907501","15","PARK ROW",,"NEW YORK","10038","NY","MANHATTAN","40.711508","-74.007679","101","1","1501","1001249","Battery Park City-Lower Manhattan"
"1000917502","111","FULTON STREET",,"NEW YORK","10038","NY","MANHATTAN","40.709749","-74.006792","101","1","1501","1001263","Battery Park City-Lower Manhattan"
"1000920005","161","WILLIAM STREET",,"NEW YORK","10038","NY","MANHATTAN","40.710059","-74.005955","101","1","1501","1001269","Battery Park City-Lower Manhattan"
"1000920014","49","ANN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.710306","-74.006828","101","1","1501","1089326","Battery Park City-Lower Manhattan"
"1000920024","110","NASSAU STREET",,"NEW YORK","10038","NY","MANHATTAN","40.710759","-74.007117","101","1","1501","1079094","Battery Park City-Lower Manhattan"
"1000930034","57","BEEKMAN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.709858","-74.00505","101","1","1501","1001288","Battery Park City-Lower Manhattan"
"1000940001","80","GOLD STREET",,"NEW YORK","10038","NY","MANHATTAN","40.709938","-74.004498","101","1","1501","1083354","Battery Park City-Lower Manhattan"
"1000950027","49","FULTON STREET",,"NEW YORK","10038","NY","MANHATTAN","40.708179","-74.00462","101","1","1501","1001290","Battery Park City-Lower Manhattan"
"1001000001","52","BEEKMAN STREET",,"NEW YORK","10038","NY","MANHATTAN","40.709982","-74.005151","101","1","1501","1001352","Battery Park City-Lower Manhattan"
"1001000026","138","NASSAU STREET",,"NEW YORK","10038","NY","MANHATTAN","40.711266","-74.00641","101","1","1501","1001354","Battery Park City-Lower Manhattan"
"1001007501","150","NASSAU STREET",,"NEW YORK","10038","NY","MANHATTAN","40.711541","-74.006027","101","1","1501","1087756","Battery Park City-Lower Manhattan"
"1001010001","36","PARK ROW",,"NEW YORK","10038","NY","MANHATTAN","40.711763","-74.006857","101","1","1501","1001355","Battery Park City-Lower Manhattan"
"1001010002","39","PARK ROW",,"NEW YORK","10038","NY","MANHATTAN","40.711835","-74.006558","101","1","1501","1001356","Battery Park City-Lower Manhattan"
"1001060009","1","PECK SLIP",,"NEW YORK","10038","NY","MANHATTAN","40.708766","-74.002406","101","1","1501","1001363","Battery Park City-Lower Manhattan"
"1001110100","20","MADISON STREET",,"NEW YORK","10038","NY","MANHATTAN","40.711774","-73.999683","103","1","25","1077417","Chinatown"
"1001137501","375","PEARL STREET",,"NEW YORK","10038","NY","MANHATTAN","40.710207","-74.001125","101","1","29","1001389","Chinatown"
"1001170001","185","PARK ROW",,"NEW YORK","10038","NY","MANHATTAN","40.713141","-74.000115","103","1","27","1077407","Chinatown"
"1001237501","233","BROADWAY",,"NEW YORK","10007","NY","MANHATTAN","40.712265","-74.007892","101","1","21","1087167","SoHo-TriBeCa-Civic Center-Little Italy"
"1001240004","9","PARK PLACE",,"NEW YORK","10007","NY","MANHATTAN","40.712792","-74.008217","101","1","21","1001399","SoHo-TriBeCa-Civic Center-Little Italy"
"1001240024","250","BROADWAY",,"NEW YORK","10007","NY","MANHATTAN","40.712982","-74.007301","101","1","21","1001408","SoHo-TriBeCa-Civic Center-Little Italy"
"1001250020","100","CHURCH STREET",,"NEW YORK","10007","NY","MANHATTAN","40.712968","-74.00949","101","1","21","1001409","SoHo-TriBeCa-Civic Center-Little Italy"
"1001260013",,"PARK PLACE",,"NEW YORK","10007","NY",,,,,,,,
"1001260013","53","PARK PLACE",,"NEW YORK","10007","NY","MANHATTAN","40.713764","-74.010356","101","1","21","1001412","SoHo-TriBeCa-Civic Center-Little Italy"
"1001260027","38","MURRAY STREET",,"NEW YORK","10007","NY","MANHATTAN","40.713937","-74.009159","101","1","21","1001410","SoHo-TriBeCa-Civic Center-Little Italy"
"1001280002","123","BARCLAY STREET",,"NEW YORK","10007","NY","MANHATTAN","40.714153","-74.012788","101","1","21","1001416","SoHo-TriBeCa-Civic Center-Little Italy"
"1001280026","125","BARCLAY STREET",,"NEW YORK","10007","NY","MANHATTAN","40.714181","-74.012845","101","1","21","1001417","SoHo-TriBeCa-Civic Center-Little Italy"
"1001327501","275","GREENWICH STREET",,"NEW YORK","10007","NY","MANHATTAN","40.715221","-74.01124","101","1","21","1081076","SoHo-TriBeCa-Civic Center-Little Italy"
"1001327503","71","MURRAY STREET",,"NEW YORK","10007","NY","MANHATTAN","40.714582","-74.010569","101","1","21","1001421","SoHo-TriBeCa-Civic Center-Little Italy"
"1001340025","258","BROADWAY",,"NEW YORK","10007","NY","MANHATTAN","40.713764","-74.006648","101","1","31","1077426","SoHo-TriBeCa-Civic Center-Little Italy"
"1001347505","25","MURRAY STREET",,"NEW YORK","10007","NY","MANHATTAN","40.713588","-74.008361","101","1","21","1001451","SoHo-TriBeCa-Civic Center-Little Italy"
"1001357501","261","BROADWAY",,"NEW YORK","10007","NY","MANHATTAN","40.713696","-74.00672","101","1","21","1001473","SoHo-TriBeCa-Civic Center-Little Italy"
"1001357504","270","BROADWAY",,"NEW YORK","10007","NY","MANHATTAN","40.714022","-74.006442","101","1","21","1079153","SoHo-TriBeCa-Civic Center-Little Italy"
"1001367502","38","WARREN STREET",,"NEW YORK","10007","NY","MANHATTAN","40.714489","-74.008643","101","1","21","1079156","SoHo-TriBeCa-Civic Center-Little Italy"
"1001367505","85","WEST BROADWAY",,"NEW YORK","10007","NY","MANHATTAN","40.715205","-74.009476","101","1","21","1088224","SoHo-TriBeCa-Civic Center-Little Italy"
"1001370001","68","WARREN STREET",,"NEW YORK","10007","NY","MANHATTAN","40.715013","-74.009801","101","1","21","1082034","SoHo-TriBeCa-Civic Center-Little Italy"
"1001370005","76","WARREN STREET",,"NEW YORK","10007","NY","MANHATTAN","40.715103","-74.010003","101","1","21","1001488","SoHo-TriBeCa-Civic Center-Little Italy"
"1001377502","295","GREENWICH STREET",,"NEW YORK","10007","NY","MANHATTAN","40.716009","-74.011017","101","1","21","1066187","SoHo-TriBeCa-Civic Center-Little Italy"
"1001400005","147","CHAMBERS STREET",,"NEW YORK","10007","NY","MANHATTAN","40.715817","-74.00987","101","1","21","1085521","SoHo-TriBeCa-Civic Center-Little Italy"
"1001407501","165","CHAMBERS STREET",,"NEW YORK","10007","NY","MANHATTAN","40.716124","-74.010551","101","1","21","1066317","SoHo-TriBeCa-Civic Center-Little Italy"
"1001407502","311","GREENWICH STREET",,"NEW YORK","10013","NY","MANHATTAN","40.716745","-74.010862","101","1","21","1075706","SoHo-TriBeCa-Civic Center-Little Italy"
"1001407505","157","CHAMBERS STREET",,"NEW YORK","10007","NY","MANHATTAN","40.715987","-74.010248","101","1","21","1001505","SoHo-TriBeCa-Civic Center-Little Italy"
"1001417504","166","DUANE STREET",,"NEW YORK","10013","NY","MANHATTAN","40.717036","-74.009354","101","1","39","1001531","SoHo-TriBeCa-Civic Center-Little Italy"
"1001427501","270","GREENWICH STREET",,"NEW YORK","10007","NY","MANHATTAN","40.71532","-74.011229","101","1","21","1087715","SoHo-TriBeCa-Civic Center-Little Italy"
"1001427502","200","CHAMBERS STREET",,"NEW YORK","10007","NY","MANHATTAN","40.716863","-74.012207","101","1","21","1087716","SoHo-TriBeCa-Civic Center-Little Italy"
"1001430001","47","HUDSON STREET",,"NEW YORK","10013","NY","MANHATTAN","40.717316","-74.009062","101","1","39","1001543","SoHo-TriBeCa-Civic Center-Little Italy"
"1001430004","55","HUDSON STREET",,"NEW YORK","10013","NY","MANHATTAN","40.717648","-74.009004","101","1","39","1001544","SoHo-TriBeCa-Civic Center-Little Italy"
"1001430021","335","GREENWICH STREET",,"NEW YORK","10013","NY","MANHATTAN","40.717939","-74.010559","101","1","39","1001553","SoHo-TriBeCa-Civic Center-Little Italy"
"1001440040","56","HUDSON STREET",,"NEW YORK","10013","NY","MANHATTAN","40.717722","-74.008968","101","1","33","1001572","SoHo-TriBeCa-Civic Center-Little Italy"
"1001457501","105","CHAMBERS STREET",,"NEW YORK","10007","NY","MANHATTAN","40.715049","-74.008185","101","1","21","1001591","SoHo-TriBeCa-Civic Center-Little Italy"
"1001477509","137","DUANE STREET",,"NEW YORK","10013","NY","MANHATTAN","40.716281","-74.007691","101","1","33","1001607","SoHo-TriBeCa-Civic Center-Little Italy"
"1001480010","63","THOMAS STREET",,"NEW YORK","10013","NY","MANHATTAN","40.716863","-74.007366","101","1","33","1001621","SoHo-TriBeCa-Civic Center-Little Italy"
"1001480015","40","WORTH STREET",,"NEW YORK","10013","NY","MANHATTAN","40.717363","-74.006897","101","1","33","1001622","SoHo-TriBeCa-Civic Center-Little Italy"
"1001490012","97","CHAMBERS STREET",,"NEW YORK","10007","NY","MANHATTAN","40.71475","-74.007536","101","1","21","1001630","SoHo-TriBeCa-Civic Center-Little Italy"
"1001490033","277","BROADWAY",,"NEW YORK","10007","NY","MANHATTAN","40.714349","-74.006172","101","1","21","1001635","SoHo-TriBeCa-Civic Center-Little Italy"
"1001500031","299","BROADWAY",,"NEW YORK","10007","NY","MANHATTAN","40.715046","-74.005591","101","1","33","1001648","SoHo-TriBeCa-Civic Center-Little Italy"
"1001500038","291","BROADWAY",,"NEW YORK","10007","NY","MANHATTAN","40.714824","-74.005779","101","1","33","1001649","SoHo-TriBeCa-Civic Center-Little Italy"
"1001507501","70","READE STREET",,"NEW YORK","10007","NY","MANHATTAN","40.715095","-74.006782","101","1","33","1001640","SoHo-TriBeCa-Civic Center-Little Italy"
"1001510001","101","DUANE STREET",,"NEW YORK","10007","NY","MANHATTAN","40.715477","-74.005927","101","1","33","1001650","SoHo-TriBeCa-Civic Center-Little Italy"
"1001510010","117","DUANE STREET",,"NEW YORK","10007","NY","MANHATTAN","40.715809","-74.006659","101","1","33","1001652","SoHo-TriBeCa-Civic Center-Little Italy"
"1001510032","305","BROADWAY",,"NEW YORK","10007","NY","MANHATTAN","40.715318","-74.00536","101","1","33","1001659","SoHo-TriBeCa-Civic Center-Little Italy"
"1001531001","280","BROADWAY",,"NEW YORK","10007","NY","MANHATTAN","40.714417","-74.006089","101","1","31","1079215","SoHo-TriBeCa-Civic Center-Little Italy"
"1001540001","290","BROADWAY",,"NEW YORK","10007","NY","MANHATTAN","40.714807","-74.005764","101","1","31","1083094","SoHo-TriBeCa-Civic Center-Little Italy"
"1001550003","52","DUANE STREET",,"NEW YORK","10007","NY","MANHATTAN","40.714387","-74.003773","101","1","31","1001673","SoHo-TriBeCa-Civic Center-Little Italy"
"1001580001","27","DUANE STREET",,"NEW YORK","10007","NY","MANHATTAN","40.713122","-74.002936","101","1","29","1001675","Chinatown"
"1001590040","128","PARK ROW",,"NEW YORK","10007","NY","MANHATTAN","40.71282","-74.001782","101","1","29","1001678","Chinatown"
"1001590060","100","PARK ROW",,"NEW YORK","10007","NY","MANHATTAN","40.712669","-74.002438","101","1","29","1001680","Chinatown"
"1001600001","464","PEARL STREET",,"NEW YORK","10038","NY","MANHATTAN","40.712793","-74.000877","103","1","27","1087763","Chinatown"
"1001610001","196","PARK ROW",,"NEW YORK","10038","NY","MANHATTAN","40.713273","-73.99947","103","1","29","1077438","Chinatown"
"1001610003",,"PARK ROW",,"NEW YORK","0","NY",,,,,,,,
"1001700001","336","BROADWAY",,"NEW YORK","10013","NY","MANHATTAN","40.716336","-74.004477","101","1","31","1085786","SoHo-TriBeCa-Civic Center-Little Italy"
"1001700020","95","WORTH STREET",,"NEW YORK","10013","NY","MANHATTAN","40.716182","-74.004304","101","1","31","1085786","SoHo-TriBeCa-Civic Center-Little Italy"
"1001710001","350","BROADWAY",,"NEW YORK","10013","NY","MANHATTAN","40.716954","-74.003943","101","1","31","1001838","SoHo-TriBeCa-Civic Center-Little Italy"
"1001720001","364","BROADWAY",,"NEW YORK","10013","NY","MANHATTAN","40.71747","-74.003503","101","1","31","1001862","SoHo-TriBeCa-Civic Center-Little Italy"
"1001720020","76","LAFAYETTE STREET",,"NEW YORK","10013","NY","MANHATTAN","40.716968","-74.001883","101","1","31","1001870","SoHo-TriBeCa-Civic Center-Little Italy"
"1001727501","374","BROADWAY",,"NEW YORK","10013","NY","MANHATTAN","40.717849","-74.003182","101","1","31","1001866","SoHo-TriBeCa-Civic Center-Little Italy"
"1001727504","50","FRANKLIN STREET",,"NEW YORK","10013","NY","MANHATTAN","40.716951","-74.0025","101","1","31","1088222","SoHo-TriBeCa-Civic Center-Little Italy"
"1001730027","343","BROADWAY",,"NEW YORK","10013","NY","MANHATTAN","40.716619","-74.004257","101","1","33","1087082","SoHo-TriBeCa-Civic Center-Little Italy"
"1001737501","66","LEONARD STREET",,"NEW YORK","10013","NY","MANHATTAN","40.717549","-74.005523","101","1","33","1001877","SoHo-TriBeCa-Civic Center-Little Italy"
"1001737502","65","WORTH STREET",,"NEW YORK","10013","NY","MANHATTAN","40.716926","-74.005905","101","1","33","1079275","SoHo-TriBeCa-Civic Center-Little Italy"
"1001737504","335","BROADWAY",,"NEW YORK","10013","NY","MANHATTAN","40.716344","-74.004495","101","1","33","1001883","SoHo-TriBeCa-Civic Center-Little Italy"
"1001750031","371","BROADWAY",,"NEW YORK","10013","NY","MANHATTAN","40.717744","-74.003297","101","1","33","1001937","SoHo-TriBeCa-Civic Center-Little Italy"
"1001750033","365","BROADWAY",,"NEW YORK","10013","NY","MANHATTAN","40.717478","-74.003521","101","1","33","1001939","SoHo-TriBeCa-Civic Center-Little Italy"
"1001757501","377","BROADWAY",,"NEW YORK","10013","NY","MANHATTAN","40.717914","-74.003153","101","1","33","1001940","SoHo-TriBeCa-Civic Center-Little Italy"
"1001757504","90","FRANKLIN STREET",,"NEW YORK","10013","NY","MANHATTAN","40.718137","-74.005004","101","1","33","1001924","SoHo-TriBeCa-Civic Center-Little Italy"
"1001760001","57","WORTH STREET",,"NEW YORK","10013","NY","MANHATTAN","40.717231","-74.006565","101","1","33","1001957","SoHo-TriBeCa-Civic Center-Little Italy"
"1001760018","40","LEONARD STREET",,"NEW YORK","10013","NY","MANHATTAN","40.718172","-74.006869","101","1","33","1001967","SoHo-TriBeCa-Civic Center-Little Italy"
"1001760026","56","LEONARD STREET",,"NEW YORK","10013","NY","MANHATTAN","40.717898","-74.006273","101","1","33","1088646","SoHo-TriBeCa-Civic Center-Little Italy"
"1001790017","84","HUDSON STREET",,"NEW YORK","10013","NY","MANHATTAN","40.718584","-74.00882","101","1","33","1001994","SoHo-TriBeCa-Civic Center-Little Italy"
"1001790032","176","WEST BROADWAY",,"NEW YORK","10013","NY","MANHATTAN","40.717887","-74.00737","101","1","33","1002002","SoHo-TriBeCa-Civic Center-Little Italy"
