"date","type","event","event_location","event_address","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"2022-06-01T00:00:00.000","RNY Fair (FAIR)","RNY Fair: Table at Rochdale Village Shopping Mall #2","Rochdale Shopping Mall 2, Community Center","169-35 137th Avenue","Queens","11434","40.672595","-73.770832","412","28","33402","4436347","4124950002","Springfield Gardens North"
"2022-05-31T00:00:00.000","RNY Fair (FAIR)","RNY Fair: Table at Rochdale Village Shopping Mall #2","Rochdale Shopping Mall 2, Community Center","169-35 137th Avenue","Queens","11434","40.672595","-73.770832","412","28","33402","4436347","4124950002","Springfield Gardens North"
"2022-05-31T00:00:00.000","RNY General Presentation (GEN)","In-Person RNY Presentation: Ida Help & Disaster Planning (Spanish Speaker Requested)","El Centro Del Inmigrante","260 Port Richmond Avenue","Staten Island","10302","40.635552","-74.135093","501","49","207","5025524","5010820089","Port Richmond"
"2022-05-31T00:00:00.000","RNY General Presentation (GEN)","Rescheduling - In-Person RNY Presentation: Linkage House","Linkage House","309 East 118th Street","Manhattan","10035","40.798109","-73.936328","111","8","188","1087473","1017950007","East Harlem North"
"2022-05-29T00:00:00.000","RNY Fair (FAIR)","RNY Fair: Washington Square North Fair","Washington Square North from University to MacDougal","Washington Square North from University to MadDougal","Manhattan",,,,,,,,,
"2022-05-28T00:00:00.000","RNY Fair (FAIR)","Cancelled - RNY Fair: Street Saturday's (Driver Needed)","Grand Army Plaza Picnic Area","Grand Army Plaza and Flatbush Ave","Brooklyn","11238","40.673992","-73.970118","355","39","159","3000000","3200089999","Park Slope-Gowanus"
"2022-05-28T00:00:00.000","RNY Fair (FAIR)","RNY Fair: Memorial Day Celebration","Gloria Jean Community Center","2550 Pitkin Avenue","Brooklyn","11208","40.674483","-73.878231","305","37","1194","3089344","3040230021","East New York"
"2022-05-28T00:00:00.000","RNY Fair (FAIR)","Cancelled - RNY Fair: Brownsville Safety Alliance  (Driver Needed)","Build the Block","453 Mother Gaston","Brooklyn",,,,,,,,,
"2022-05-28T00:00:00.000","RNY Fair (FAIR)","RNY Fair: Woodside ""Queens"" Festival","Woodside ""Queens"" Festival","Woodside Avenue from 63rd Street to Roosevelt Avenue","Queens",,,,,,,,,
"2022-05-27T00:00:00.000","RNY General Presentation (GEN)","Virtual RNY Presentation: YWCA (Queens)","YWCA - Queens","42-07 Parsons Boulevard","Queens","11355","40.757857","-73.819077","407","20","861","4583346","4053750006","East Flushing"
"2022-05-27T00:00:00.000","RNY Fair (FAIR)","RNY Fair: Table at Rochdale Mall","Rochdale Mall","165-100 Baisley Boulevard","Queens","11434","40.679574","-73.777413","412","28","33402","4436354","4124950002","Springfield Gardens North"
"2022-05-27T00:00:00.000","RNY Fair (FAIR)","RNY Fair: Brownsville Safety Alliance Public Safety Initiative","Mother Gaston Boulevard","Mother Gaston Boulevard Between Pitkin Avenue and Sutter Avenue","Brooklyn",,,,,,,,,
"2022-05-27T00:00:00.000","RNY for Kids (KIDS)","Youth Programming with Ready Girl","P.S. 23","2151 Washington Avenue","Bronx","10457","40.85294","-73.894742","206","15","395","2090472","2030370079","Claremont-Bathgate"
"2022-05-26T00:00:00.000","RNY Fair (FAIR)","Brownsville Safety Alliance (Driver Needed)","Build the Block","453 Mother Gaston","Brooklyn",,,,,,,,,
"2022-05-26T00:00:00.000","RNY Fair (FAIR)","RNY Fair: Brownsville Safety Alliance Public Safety Initiative","Mother Gaston Boulevard","Mother Gaston Boulevard Between Pitkin Avenue and Sutter Avenue","Brooklyn",,,,,,,,,
"2022-05-26T00:00:00.000","RNY General Presentation (GEN)","In-Person RNY Presentation: Commonpoint Queens","Commonpoint Queens - The HUB","77-17 Queens Boulevard","Queens","11373","40.738535","-73.886674","404","25","485","4038413","4015360107","Elmhurst-Maspeth"
"2022-05-26T00:00:00.000","RNY for Kids (KIDS)","How to be Ready with Ready Girl","Ps121 school","5301 20th Ave","Brooklyn","11204","40.623273","-73.978822","312","44","464","3253281","3054951101","Borough Park"
"2022-05-25T00:00:00.000","RNY General Presentation (GEN)","Virtual RNY Presentation: YWCA (Queens)","YWCA - Queens","42-07 Parsons Boulevard","Queens","11355","40.757857","-73.819077","407","20","861","4583346","4053750006","East Flushing"
"2022-05-25T00:00:00.000","RNY General Presentation (GEN)","In-Person RNY Presentation: Shelton Houses","Shelton Houses","89-09 162nd Street","Queens","11432","40.706571","-73.799061","412","24","44601","4208882","4097610036","Jamaica"
"2022-05-25T00:00:00.000","RNY Fair (FAIR)","RNY Fair: Brownsville Safety Alliance Public Safety Initiative","Mother Gaston Boulevard","Mother Gaston Boulevard between Pitkin Avenue and Sutter Avenue","Brooklyn",,,,,,,,,
"2022-05-24T00:00:00.000","RNY Fair (FAIR)","RNY Fair: Brownsville Safety Alliance Public Safety Initiative","Mother Gaston Boulevard","Mother Gaston Boulevard Between Pitkin Avenue and Sutter Avenue","Brooklyn",,,,,,,,,
"2022-05-24T00:00:00.000","RNY Fair (FAIR)","RNY Fair: Table at Rochdale Mall","Rochdale Mall","165-100 Baisley Boulevard","Queens","11434","40.679574","-73.777413","412","28","33402","4436354","4124950002","Springfield Gardens North"
"2022-05-24T00:00:00.000","RNY General Presentation (GEN)","Virtual RNY Presentation: DSS Partnerships for Inclusive Internships","Department of Social Services - Partnership for Inclusive Internships","150 Greenwich Street","Manhattan","10007","40.710511","-74.012524","101","1","13","1088795","1000580001","Battery Park City-Lower Manhattan"
"2022-05-23T00:00:00.000","RNY Fair (FAIR)","RNY Fair: Table at South Jamaica Cornerstone Game Night","South Jamaica Cornerstone","109-04 160th Street","Queens","11433","40.693957","-73.792027","412","28","260","4435245","4121480100","South Jamaica"
"2022-05-23T00:00:00.000","RNY General Presentation (GEN)","In-Person RNY Presentation: ABSW Older Adults Center","ABSW Senior Citizens Center","221 West 107th Street","Manhattan","10025","40.801704","-73.966593","107","7","195","1075379","1018790017","Morningside Heights"
