"reporting_year","borough_block_lot","property_street_address_or","borough","zip_code","sold_date","vacant_on_12_31","construction_reported","vacant_6_30_or_date_sold","primary_business_activity","property_number","property_street","unit","borough_1","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","nbhd"
"2020 and 2021","1002290031","27 GREENE STREET","MANHATTAN","10013",,"NO",,,"RETAIL","27","GREENE STREET",,"MANHATTAN","10013","40.7213258","-74.0027779","2","1","47","1002976","1002290031","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002300009","329 Canal Street","MANHATTAN","10013",,"NO",,,"RETAIL","329","CANAL STREET",,"MANHATTAN","10013","40.7205299","-74.0028897","2","1","47","1002986","1002300009","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002300013","10 GREENE STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED",,,,"MANHATTAN","10013","0","0","2","1","47",,"1002300013",,
"2020 and 2021","1002300027","93 Grand Street","MANHATTAN","10013",,"NO",,,"RETAIL","93","GRAND STREET",,"MANHATTAN","10013","40.721378","-74.002096","2","1","47","1002995","1002300027","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002300028","95 Grand Street","MANHATTAN","10013",,"NO",,,"RETAIL","95","GRAND STREET",,"MANHATTAN","10013","40.7213423","-74.0020599","2","1","47","1002996","1002300028","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002300042","5 MERCER STREET","MANHATTAN","10013",,"NO",,,"WHOLESALE","5","MERCER STREET",,"MANHATTAN","10013","40.7204448","-74.0024495","2","1","47","1003003","1002300042","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002330030","22 HOWARD STREET","MANHATTAN","10013",,"NO",,,"RETAIL","22","HOWARD STREET",,"MANHATTAN","10013","40.7196324","-74.0002056","2","1","45","1003052","1002330030","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002330033","1-3 Crosby Street a/k/a 28 Howard","MANHATTAN","10013",,"NO",,,"RETAIL","28","HOWARD STREET",,"MANHATTAN","10013","40.7196571","-74.0003896","2","1","45","1003053","1002330033","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002340009","155 GRAND STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","155","GRAND STREET",,"MANHATTAN","10013","40.7198382","-73.9990332","2","1","45","1003054","1002340009","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002340017","211 CENTRE STREET","MANHATTAN","10013",,"NO",,,"OTHER","211","CENTRE STREET",,"MANHATTAN","10013","40.7194485","-73.9991919","2","1","45","1003058","1002340017","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002340017","211 CENTRE STREET","MANHATTAN","10013",,"NO",,,"OTHER","211","CENTRE STREET",,"MANHATTAN","10013","40.7194485","-73.9991919","2","1","45","1003058","1002340017","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002341001","161 GRAND STREET","MANHATTAN","10013",,"NO",,,"RETAIL","161","GRAND STREET","COM-A","MANHATTAN","10013","0","0","2","1","45","1003056","1002341001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002341002","221 Centre Street","MANHATTAN","10013",,"NO",,,"RETAIL","161","GRAND STREET","COM-B","MANHATTAN","10013","0","0","2","1","45","1003056","1002341002","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002350010","218 CENTRE STREET","MANHATTAN","10013",,"NO",,,"WHOLESALE","218","CENTRE STREET",,"MANHATTAN","10013","40.7193002","-73.9986941","2","1","41","1003063","1002350010","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002350011","220 CENTRE STREET","MANHATTAN","10013",,"YES","YES",,"NO BUSINESS ACTIVITY IDENTIFIED","220","CENTRE STREET",,"MANHATTAN","10013","40.7193881","-73.9986291","2","1","41","1003064","1002350011","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002350016","150 BAXTER STREET","MANHATTAN","10013",,"NO",,,"RETAIL","150","BAXTER STREET",,"MANHATTAN","10013","40.7192536","-73.9985029","2","1","41","1003066","1002350016","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002350020","144 BAXTER STREET","MANHATTAN","10013",,"NO",,,"MANUFACTURING","144","BAXTER STREET",,"MANHATTAN","10013","40.7190422","-73.9986147","2","1","41","1003068","1002350020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002360024","143 MULBERRY STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","143","MULBERRY STREET",,"MANHATTAN","10013","40.718894","-73.997785","2","1","41","1087319","1002360024","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002360025","141 MULBERRY STREET","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","141","MULBERRY STREET",,"MANHATTAN","10013","40.7188309","-73.9978175","2","1","41","1003079","1002360025","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002360026","139 Mulberry Street","MANHATTAN","10013",,"NO",,,"RETAIL","139","MULBERRY STREET",,"MANHATTAN","10013","40.718765","-73.9978499","2","1","41","1003080","1002360026","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002360033","197 HESTER STREET","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","197","HESTER STREET",,"MANHATTAN","10013","40.7184521","-73.9981494","2","1","41","1003085","1002360033","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002380019","219 Grand Street","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","219","GRAND STREET",,"MANHATTAN","10013","40.7186716","-73.9959091","2","1","41","1003105","1002380019","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002380021","95B ELIZABETH ST","MANHATTAN","10013",,"NO",,,"RETAIL","95","ELIZABETH STREET",,"MANHATTAN","10013","40.7185179","-73.9960823","2","1","41","1003106","1002380021","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002380023","91 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"OTHER","91","ELIZABETH STREET",,"MANHATTAN","10013","40.7184164","-73.9961292","2","1","41","1003107","1002380023","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002380023","91 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"OTHER","91","ELIZABETH STREET",,"MANHATTAN","10013","40.7184164","-73.9961292","2","1","41","1003107","1002380023","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002380027","83 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","83","ELIZABETH STREET",,"MANHATTAN","10013","40.7181748","-73.9962555","2","1","41","1079594","1002380027","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002380032","75 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"OTHER","75","ELIZABETH STREET",,"MANHATTAN","10013","40.7178811","-73.9963385","2","1","41","1003111","1002380032","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002380035","165 HESTER STREET","MANHATTAN","10013",,"NO",,,"OTHER","165","HESTER STREET",,"MANHATTAN","10013","40.7178729","-73.9964936","2","1","41","1079596","1002380035","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002380035","165 HESTER STREET","MANHATTAN","10013",,"NO",,,"OTHER","165","HESTER STREET",,"MANHATTAN","10013","40.7178729","-73.9964936","2","1","41","1079596","1002380035","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002391001","80 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"RETAIL","80","ELIZABETH STREET","COMM","MANHATTAN","10013","0","0","2","1","41","1003115","1002391001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002380037","169 Hester Street","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","169","HESTER STREET",,"MANHATTAN","10013","40.7179306","-73.9966523","2","1","41","1083320","1002380037","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002381001","87 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"OTHER","87","ELIZABETH STREET","1","MANHATTAN","10013","0","0","2","1","41","1086597","1002381001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002381001","87 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"OTHER","87","ELIZABETH STREET","1","MANHATTAN","10013","0","0","2","1","41","1086597","1002381001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002390010","88 ELIZABETH","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","88","ELIZABETH STREET",,"MANHATTAN","10013","40.7181721","-73.9957144","2","1","41","1003118","1002390010","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002390010","88 ELIZABETH","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","88","ELIZABETH STREET",,"MANHATTAN","10013","40.7181721","-73.9957144","2","1","41","1003118","1002390010","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002390012","94 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"RETAIL","92","ELIZABETH STREET",,"MANHATTAN","10013","40.7183615","-73.9956061","2","1","41","1003120","1002390012","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002390012","92 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"RETAIL","92","ELIZABETH STREET",,"MANHATTAN","10013","40.7183615","-73.9956061","2","1","41","1003120","1002390012","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002740002","49 MONROE STREET","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","49","MONROE STREET",,"MANHATTAN","10002","40.7118563","-73.9937345","3","1","8","1003265","1002740002","MN27","Chinatown"
"2020 and 2021","1002740038","42 MARKET STRRET","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","42","MARKET STREET",,"MANHATTAN","10002","40.7122159","-73.9940843","3","1","8","1083406","1002740038","MN27","Chinatown"
"2020 and 2021","1002740038","40 MARKET STREET","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","42","MARKET STREET",,"MANHATTAN","10002","40.7122159","-73.9940843","3","1","8","1083406","1002740038","MN27","Chinatown"
"2020 and 2021","1002740038","40 MARKET STREET","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","42","MARKET STREET",,"MANHATTAN","10002","40.7122159","-73.9940843","3","1","8","1083406","1002740038","MN27","Chinatown"
"2020 and 2021","1002741201","44 MARKET STREET","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","44","MARKET STREET","1","MANHATTAN","10002","0","0","3","1","8","1087489","1002741201","MN27","Chinatown"
"2020 and 2021","1002750019","24 Market St reet NYC NY","MANHATTAN","10002",,"NO",,,"NO BUSINESS ACTIVITY IDENTIFIED","24","MARKET STREET",,"MANHATTAN","10002","40.7129268","-73.9942213","3","1","8","1003279","1002750019","MN27","Chinatown"
"2020 and 2021","1002750023","32 MARKET STREET","MANHATTAN","10002",,"NO",,,"OTHER","32","MARKET STREET",,"MANHATTAN","10002","40.712688","-73.9941492","3","1","8","1078942","1002750023","MN27","Chinatown"
"2020 and 2021","1002750023","32 MARKET STREET","MANHATTAN","10002",,"NO",,,"OTHER","32","MARKET STREET",,"MANHATTAN","10002","40.712688","-73.9941492","3","1","8","1078942","1002750023","MN27","Chinatown"
"2020 and 2021","1002760008","17 MONROE STREET","MANHATTAN","10002",,"NO",,,"NO BUSINESS ACTIVITY IDENTIFIED","17","MONROE STREET",,"MANHATTAN","10002","40.7116835","-73.9957509","3","1","8","1079609","1002760008","MN27","Chinatown"
"2020 and 2021","1002760009","19 MONROE STREET","MANHATTAN","10002",,"NO",,,"RETAIL","19","MONROE STREET",,"MANHATTAN","10002","40.7116917","-73.9956607","3","1","8","1003292","1002760009","MN27","Chinatown"
"2020 and 2021","1002760026","45 MARKET STREET","MANHATTAN","10002",,"NO",,,"OTHER","45","MARKET STREET",,"MANHATTAN","10002","40.7120402","-73.9945388","3","1","8","1003304","1002760026","MN27","Chinatown"
"2020 and 2021","1002760028","41 MARKET STREET","MANHATTAN","10002",,"NO",,,"MANUFACTURING","41","MARKET STREET",,"MANHATTAN","10002","40.7121775","-73.9945244","3","1","8","1003306","1002760028","MN27","Chinatown"
"2020 and 2021","1002760036","106 MADISON STREET","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","106","MADISON STREET",,"MANHATTAN","10002","40.7120155","-73.9952458","3","1","8","1003313","1002760036","MN27","Chinatown"
"2020 and 2021","1002760039","100 MADISON STREET","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","100","MADISON STREET",,"MANHATTAN","10002","40.7119936","-73.9955128","3","1","8","1003315","1002760039","MN27","Chinatown"
"2020 and 2021","1002760042","94 MADISON STREET","MANHATTAN","10002",,"NO",,,"OTHER","94","MADISON STREET",,"MANHATTAN","10002","40.7119689","-73.9957869","3","1","8","1003318","1002760042","MN27","Chinatown"
"2020 and 2021","1002800010","41 Henry","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","41","HENRY STREET",,"MANHATTAN","10002","40.7131245","-73.9958698","3","1","8","1003407","1002800010","MN27","Chinatown"
"2020 and 2021","1002800025","13 MARKET STREET","MANHATTAN","10002",,"YES","YES",,"NO BUSINESS ACTIVITY IDENTIFIED","13","MARKET STREET",,"MANHATTAN","10002","40.7133907","-73.9947804","3","1","8","1003409","1002800025","MN27","Chinatown"
"2020 and 2021","1002800026","11 MARKET STREET","MANHATTAN","10002",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","11","MARKET STREET",,"MANHATTAN","10002","40.713462","-73.9947912","3","1","8","1088220","1002800026","MN27","Chinatown"
"2020 and 2021","1002800027","67 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"RETAIL","67","EAST BROADWAY",,"MANHATTAN","10002","40.7135306","-73.994802","3","1","8","1003410","1002800027","MN27","Chinatown"
"2020 and 2021","1002800027","67 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","67","EAST BROADWAY",,"MANHATTAN","10002","40.7135306","-73.994802","3","1","8","1003410","1002800027","MN27","Chinatown"
"2020 and 2021","1002800029","63 East Broadway","MANHATTAN","10002",,"NO",,,"RETAIL","63","EAST BROADWAY",,"MANHATTAN","10002","40.7134373","-73.9950942","3","1","8","1003412","1002800029","MN27","Chinatown"
"2020 and 2021","1002800030","61 East Broadway","MANHATTAN","10002",,"NO",,,"RETAIL","61","EAST BROADWAY",,"MANHATTAN","10002","40.7134291","-73.9951808","3","1","8","1003413","1002800030","MN27","Chinatown"
"2020 and 2021","1002800031","59 East Broadway, 1FL","MANHATTAN","10002",,"NO",,,"OTHER","59","EAST BROADWAY",,"MANHATTAN","10002","40.7134236","-73.995271","3","1","8","1003414","1002800031","MN27","Chinatown"
"2020 and 2021","1002800032","57 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"OTHER","57","EAST BROADWAY",,"MANHATTAN","10002","40.7134126","-73.9953612","3","1","8","1003415","1002800032","MN27","Chinatown"
"2020 and 2021","1002800033","55 E. Broadway","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","55","EAST BROADWAY",,"MANHATTAN","10002","40.7134072","-73.9954513","3","1","8","1003416","1002800033","MN27","Chinatown"
"2020 and 2021","1002800038","45 EAST BROADWAY","MANHATTAN","10002",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","45","EAST BROADWAY",,"MANHATTAN","10002","40.7133687","-73.9959022","3","1","8","1003421","1002800038","MN27","Chinatown"
"2020 and 2021","1002800039","43 EAST BROADWAY","MANHATTAN","10002",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","43","EAST BROADWAY",,"MANHATTAN","10002","40.7133633","-73.995996","3","1","8","1003422","1002800039","MN27","Chinatown"
"2020 and 2021","1002800039","43 EAST BROADWAY","MANHATTAN","10002",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","43","EAST BROADWAY",,"MANHATTAN","10002","40.7133633","-73.995996","3","1","8","1003422","1002800039","MN27","Chinatown"
"2020 and 2021","1002800047","27 E. Broadway","MANHATTAN","10002",,"NO",,,"RETAIL","27","EAST BROADWAY",,"MANHATTAN","10002","40.7132864","-73.9967175","3","1","8","1003427","1002800047","MN27","Chinatown"
"2020 and 2021","1002800048","25 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"MISCELLANEOUS OTHER SERVICE","25","EAST BROADWAY",,"MANHATTAN","10002","40.7133331","-73.9968077","3","1","8","1003428","1002800048","MN27","Chinatown"
"2020 and 2021","1002800048","25 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","25","EAST BROADWAY",,"MANHATTAN","10002","40.7133331","-73.9968077","3","1","8","1003428","1002800048","MN27","Chinatown"
"2020 and 2021","1002801003","17 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"RETAIL","17","EAST BROADWAY","3","MANHATTAN","10002","0","0","3","1","8","1003432","1002801003","MN27","Chinatown"
"2020 and 2021","1002820027","101 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"RETAIL","101","EAST BROADWAY",,"MANHATTAN","10002","40.713558","-73.993251","3","1","8","1003537","1002820027","MN27","Chinatown"
"2020 and 2021","1002820028","99 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"RETAIL","99","EAST BROADWAY",,"MANHATTAN","10002","40.7135498","-73.9933447","3","1","8","1003538","1002820028","MN27","Chinatown"
"2020 and 2021","1002820029","97 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"RETAIL","97","EAST BROADWAY",,"MANHATTAN","10002","40.7135443","-73.9934313","3","1","8","1003539","1002820029","MN27","Chinatown"
"2020 and 2021","1002820029","97 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"OTHER","97","EAST BROADWAY",,"MANHATTAN","10002","40.7135443","-73.9934313","3","1","8","1003539","1002820029","MN27","Chinatown"
"2020 and 2021","1002820031","91 EAST BROADWAY","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","91","EAST BROADWAY",,"MANHATTAN","10002","40.7134016","-73.9936081","3","1","8","1003541","1002820031","MN27","Chinatown"
"2020 and 2021","1002820031","91 EAST BROADWAY","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","91","EAST BROADWAY",,"MANHATTAN","10002","40.7134016","-73.9936081","3","1","8","1003541","1002820031","MN27","Chinatown"
"2020 and 2021","1002820031","91 EAST BROADWAY","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","91","EAST BROADWAY",,"MANHATTAN","10002","40.7134016","-73.9936081","3","1","8","1003541","1002820031","MN27","Chinatown"
"2020 and 2021","1002820031","91 EAST BROADWAY","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","91","EAST BROADWAY",,"MANHATTAN","10002","40.7134016","-73.9936081","3","1","8","1003541","1002820031","MN27","Chinatown"
"2020 and 2021","1002820031","91 EAST BROADWAY","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","91","EAST BROADWAY",,"MANHATTAN","10002","40.7134016","-73.9936081","3","1","8","1003541","1002820031","MN27","Chinatown"
"2020 and 2021","1002820031","91 EAST BROADWAY","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","91","EAST BROADWAY",,"MANHATTAN","10002","40.7134016","-73.9936081","3","1","8","1003541","1002820031","MN27","Chinatown"
"2020 and 2021","1002820031","91 EAST BROADWAY","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","91","EAST BROADWAY",,"MANHATTAN","10002","40.7134016","-73.9936081","3","1","8","1003541","1002820031","MN27","Chinatown"
"2020 and 2021","1002820031","91 EAST BROADWAY","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","91","EAST BROADWAY",,"MANHATTAN","10002","40.7134016","-73.9936081","3","1","8","1003541","1002820031","MN27","Chinatown"
"2020 and 2021","1002820031","91 EAST BROADWAY","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","91","EAST BROADWAY",,"MANHATTAN","10002","40.7134016","-73.9936081","3","1","8","1003541","1002820031","MN27","Chinatown"
"2020 and 2021","1002820031","91 EAST BROADWAY","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","91","EAST BROADWAY",,"MANHATTAN","10002","40.7134016","-73.9936081","3","1","8","1003541","1002820031","MN27","Chinatown"
"2020 and 2021","1002820044","88 East Broadway","MANHATTAN","10002",,"NO",,,"RETAIL","88","EAST BROADWAY",,"MANHATTAN","10002","40.7140055","-73.9943944","3","1","8","1066526","1002820044","MN27","Chinatown"
"2020 and 2021","1002820044","88 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"RETAIL","88","EAST BROADWAY",,"MANHATTAN","10002","40.7140055","-73.9943944","3","1","8","1066526","1002820044","MN27","Chinatown"
"2020 and 2021","1002830049","19 Pike Street","MANHATTAN","10002",,"NO",,,"RETAIL","19","PIKE STREET",,"MANHATTAN","10002","40.7133576","-73.9921364","3","1","6","1003582","1002830049","MN28","Lower East Side"
"2020 and 2021","1002830049","19 Pike Street","MANHATTAN","10002",,"NO",,,"RETAIL","19","PIKE STREET",,"MANHATTAN","10002","40.7133576","-73.9921364","3","1","6","1003582","1002830049","MN28","Lower East Side"
