"_10_digit_bbl","borocode","block","lot","number_of_buildings","tax_class","street_number","street_address","borough","postcode","dof_square_footage","latitude","longitude","community_board","council_district","census_tract","bin","nta"
"1000160150","1","16","150","1","4","250","VESEY PLACE","MANHATTAN","10282","2084079",,,,,,,
"1000160180","1","16","180","1","2","20","RIVER TERRACE","MANHATTAN","10007","356786","40.716942","-74.016298","101","1","31703","1086174","Battery Park City-Lower Manhattan"
"1000160185","1","16","185","1","2","211","NORTH END AVENUE","MANHATTAN","10282","278142","40.71622","-74.015075","101","1","31703","1086547","Battery Park City-Lower Manhattan"
"1000160190","1","16","190","1","2","22","RIVER TERRACE","MANHATTAN","10282","331500","40.717375","-74.016035","101","1","31703","1085929","Battery Park City-Lower Manhattan"
"1000160195","1","16","195","1","2","325","NORTH END AVENUE","MANHATTAN","10282","356483","40.716637","-74.014754","101","1","31703","1086507","Battery Park City-Lower Manhattan"
"1000160200","1","16","200","1","2","400","CHAMBERS STREET","MANHATTAN","10282","484000","40.717774","-74.014206","101","1","31703","1085774","Battery Park City-Lower Manhattan"
"1000160205","1","16","205","1","2","455","NORTH END AVENUE","MANHATTAN","10282","239185","40.717384","-74.014166","101","1","31703","1085815","Battery Park City-Lower Manhattan"
"1000160210","1","16","210","1","2","399","CHAMBERS STREET","MANHATTAN","10282","357000","40.718073","-74.014855","101","1","31703","1085486","Battery Park City-Lower Manhattan"
"1000160221","1","16","221","1","2","201","WARREN STREET","MANHATTAN","10282","244617","40.716668","-74.013542","101","1","31703","1085568","Battery Park City-Lower Manhattan"
"1000160225","1","16","225","1","4","1","NORTH END AVENUE","MANHATTAN","10281","502000","40.714082","-74.01673","101","1","31703","1085502","Battery Park City-Lower Manhattan"
"1000160260","1","16","260","1","4","200","WEST STREET","MANHATTAN","10282","2152863","40.713846","-74.013812","101","1","31703","1087239","Battery Park City-Lower Manhattan"
"1000167501","1","16","7501","1","2","377","RECTOR PLACE","MANHATTAN","10280","220821","40.709506","-74.018002","101","1","31704","1000061","Battery Park City-Lower Manhattan"
"1000167502","1","16","7502","1","2","320","ALBANY STREET","MANHATTAN","10280","150855","40.710165","-74.016751","101","1","31704","1000301","Battery Park City-Lower Manhattan"
"1000167503","1","16","7503","1","2","250","SOUTH END AVENUE","MANHATTAN","10280","106052","40.709709","-74.01656","101","1","31704","1065089","Battery Park City-Lower Manhattan"
"1000167504","1","16","7504","1","2","300","ALBANY STREET","MANHATTAN","10280","91774","40.710118","-74.016574","101","1","31704","1000436","Battery Park City-Lower Manhattan"
"1000167505","1","16","7505","1","2","380","RECTOR PLACE","MANHATTAN","10280","257092","40.709311","-74.017764","101","1","31704","1000544","Battery Park City-Lower Manhattan"
"1000167506","1","16","7506","1","2","280","RECTOR PLACE","MANHATTAN","10280","106631","40.708921","-74.016505","101","1","31704","1065199","Battery Park City-Lower Manhattan"
"1000167507","1","16","7507","1","2","300","RECTOR PLACE","MANHATTAN","10280","129176","40.709097","-74.017104","101","1","31704","1065321","Battery Park City-Lower Manhattan"
"1000167508","1","16","7508","1","2","200","RECTOR PLACE","MANHATTAN","10280","590974","40.708809","-74.016116","101","1","31704","1065475","Battery Park City-Lower Manhattan"
"1000167509","1","16","7509","1","2","21","SOUTH END AVENUE","MANHATTAN","10280","237270","40.708114","-74.01763","101","1","31704","1075698","Battery Park City-Lower Manhattan"
"1000167510","1","16","7510","1","2","99","BATTERY PLACE","MANHATTAN","10280","348953","40.707977","-74.016729","101","1","31704","1080815","Battery Park City-Lower Manhattan"
"1000167511","1","16","7511","1","2","2","SOUTH END AVENUE","MANHATTAN","10280","189273","40.708037","-74.017656","101","1","31704","1082813","Battery Park City-Lower Manhattan"
"1000167512","1","16","7512","1","2","102","NORTH END AVENUE","MANHATTAN","10282","641681","40.714812","-74.016153","101","1","31703","1085867","Battery Park City-Lower Manhattan"
"1000167513","1","16","7513","1","2","10","LITTLE WEST STREET","MANHATTAN","10280","562340","40.705551","-74.0171","101","1","31704","1085789","Battery Park City-Lower Manhattan"
"1000167514","1","16","7514","1","2","30","LITTLE WEST STREET","MANHATTAN","10280","434680","40.706171","-74.016862","101","1","31704","1087238","Battery Park City-Lower Manhattan"
"1000167515","1","16","7515","1","2","225","RECTOR PLACE","MANHATTAN","10280","287819","40.70927","-74.016487","101","1","31704","1000053","Battery Park City-Lower Manhattan"
"1000167517","1","16","7517","1","2","70","BATTERY PLACE","MANHATTAN","10280","508458","40.707047","-74.017439","101","1","31704","1085778","Battery Park City-Lower Manhattan"
"1000167518","1","16","7518","0","2","333","RECTOR PLACE","MANHATTAN","10280","262021","40.709448","-74.017252","101","1","31704","1000055","Battery Park City-Lower Manhattan"
"1000167519","1","16","7519","0","2","300","NORTH END AVENUE","MANHATTAN","10282","273018","40.716525","-74.014815","101","1","31703","1087848","Battery Park City-Lower Manhattan"
"1000167520","1","16","7520","1","2","200","NORTH END AVENUE","MANHATTAN","10282","425407","40.71619","-74.015071","101","1","31703","1087847","Battery Park City-Lower Manhattan"
"1000169002","1","16","9002","1","4","2","WEST STREET","MANHATTAN","10004","289550","40.705523","-74.01711","101","1","31704","1085789","Battery Park City-Lower Manhattan"
"1000170029","1","17","29","1","2","90","WASHINGTON STREET","MANHATTAN","10006","325515","40.708082","-74.014446","101","1","13","1000793","Battery Park City-Lower Manhattan"
"1000170045","1","17","45","1","4","25","WEST STREET","MANHATTAN","10006","112000","40.706745","-74.016021","101","1","13","1088913","Battery Park City-Lower Manhattan"
"1000180100","1","18","100","1","4","56","GREENWICH STREET","MANHATTAN","10006","193026","40.706921","-74.014074","101","1","13","1078977","Battery Park City-Lower Manhattan"
"1000187501","1","18","7501","1","2","13","RECTOR STREET","MANHATTAN","10006","366993","40.707997","-74.013713","101","1","13","1000794","Battery Park City-Lower Manhattan"
"1000190013","1","19","13","1","4","42","TRINITY PLACE","MANHATTAN","10006","62089","40.707437","-74.013194","101","1","13","1000797","Battery Park City-Lower Manhattan"
"1000200001","1","20","1","1","4","29","BROADWAY","MANHATTAN","10006","316150","40.70601","-74.01315","101","1","13","1000802","Battery Park City-Lower Manhattan"
"1000200004","1","20","4","1","4","39","BROADWAY","MANHATTAN","10006","447452","40.706251","-74.012952","101","1","13","1000803","Battery Park City-Lower Manhattan"
"1000200009","1","20","9","1","4","45","BROADWAY","MANHATTAN","10006","368315","40.706397","-74.012829","101","1","13","1000804","Battery Park City-Lower Manhattan"
"1000200016","1","20","16","1","4","55","BROADWAY","MANHATTAN","10006","309381","40.706638","-74.012631","101","1","13","1000807","Battery Park City-Lower Manhattan"
"1000210001","1","21","1","1","4","61","BROADWAY","MANHATTAN","10006","650740","40.706995","-74.012335","101","1","13","1000808","Battery Park City-Lower Manhattan"
"1000210004","1","21","4","1","4","65","BROADWAY","MANHATTAN","10006","335184","40.707113","-74.012234","101","1","13","1000809","Battery Park City-Lower Manhattan"
"1000210006","1","21","6","1","2","69","BROADWAY","MANHATTAN","10006","303086","40.707234","-74.012137","101","1","13","1000810","Battery Park City-Lower Manhattan"
"1000220013","1","22","13","1","4","26","BROADWAY","MANHATTAN","10004","860889","40.70568","-74.013302","101","1","9","1000811","Battery Park City-Lower Manhattan"
"1000220017","1","22","17","1","4","32","BROADWAY","MANHATTAN","10004","143000","40.706045","-74.013096","101","1","9","1078979","Battery Park City-Lower Manhattan"
"1000220020","1","22","20","1","4","42","BROADWAY","MANHATTAN","10004","389927","40.70627","-74.012909","101","1","9","1000812","Battery Park City-Lower Manhattan"
"1000220024","1","22","24","1","4","50","BROADWAY","MANHATTAN","10004","300676","40.706449","-74.012761","101","1","9","1000813","Battery Park City-Lower Manhattan"
"1000220028","1","22","28","1","4","52","BROADWAY","MANHATTAN","10004","720400","40.706493","-74.012725","101","1","9","1000814","Battery Park City-Lower Manhattan"
"1000230007","1","23","7","2","4","80","BROADWAY","MANHATTAN","10004","1165659","40.707344","-74.012022","101","1","7","1000815","Battery Park City-Lower Manhattan"
"1000230019","1","23","19","1","4","2","BROAD STREET","MANHATTAN","10004","240279","40.706993","-74.010763","101","1","7","1078982","Battery Park City-Lower Manhattan"
"1000230050","1","23","50","1","4","20","BROAD STREET","MANHATTAN","10004","466820","40.706553","-74.011033","101","1","7","1000816","Battery Park City-Lower Manhattan"
"1000240001","1","24","1","1","4","60","BROAD STREET","MANHATTAN","10004","974958","40.705351","-74.011502","101","1","9","1000817","Battery Park City-Lower Manhattan"
"1000240029","1","24","29","1","4","30","BROAD STREET","MANHATTAN","10004","370000","40.70618","-74.01125","101","1","9","1000819","Battery Park City-Lower Manhattan"
"1000240036","1","24","36","1","4","50","BROAD STREET","MANHATTAN","10004","205940","40.705689","-74.011455","101","1","9","1000820","Battery Park City-Lower Manhattan"
"1000247501","1","24","7501","1","2","40","BROAD STREET","MANHATTAN","10004","319910","40.706021","-74.011332","101","1","9","1078985","Battery Park City-Lower Manhattan"
"1000250001","1","25","1","1","4","55","BROAD STREET","MANHATTAN","10004","406025","40.705189","-74.011505","101","1","9","1000821","Battery Park City-Lower Manhattan"
"1000250010","1","25","10","1","4","41","BROAD STREET","MANHATTAN","10004","91553","40.705576","-74.011448","101","1","9","1000823","Battery Park City-Lower Manhattan"
"1000250027","1","25","27","1","4","40","EXCHANGE PLACE","MANHATTAN","10005","237000","40.705939","-74.010283","101","1","9","1000825","Battery Park City-Lower Manhattan"
"1000257501","1","25","7501","1","2","15","WILLIAM STREET","MANHATTAN","10004","530168","40.705209","-74.009998","101","1","9","1087954","Battery Park City-Lower Manhattan"
"1000260014","1","26","14","1","2","37","WALL STREET","MANHATTAN","10005","377214","40.70674","-74.010095","101","1","7","1078992","Battery Park City-Lower Manhattan"
"1000260021","1","26","21","1","2","45","WALL STREET","MANHATTAN","10005","493187","40.706595","-74.009861","101","1","7","1000826","Battery Park City-Lower Manhattan"
"1000267501","1","26","7501","1","2","15","BROAD STREET","MANHATTAN","10005","944252","40.706531","-74.011022","101","1","7","1078988","Battery Park City-Lower Manhattan"
"1000270009","1","27","9","1","2","63","WALL STREET","MANHATTAN","10005","400531","40.705843","-74.008516","101","1","7","1000828","Battery Park City-Lower Manhattan"
"1000270017","1","27","17","1","2","67","WALL STREET","MANHATTAN","10005","303175","40.705749","-74.008342","101","1","7","1000829","Battery Park City-Lower Manhattan"
"1000277501","1","27","7501","1","2","55","WALL STREET","MANHATTAN","10005","274516","40.706191","-74.009165","101","1","7","1000827","Battery Park City-Lower Manhattan"
"1000277502","1","27","7502","1","2","20","EXCHANGE PLACE","MANHATTAN","10005","786942","40.705634","-74.009378","101","1","7","1000830","Battery Park City-Lower Manhattan"
"1000280001","1","28","1","1","2","3","HANOVER SQUARE","MANHATTAN","10004","239121","40.704808","-74.009623","101","1","7","1000831","Battery Park City-Lower Manhattan"
"1000280005","1","28","5","1","4","5","HANOVER SQUARE","MANHATTAN","10004","292466","40.704923","-74.009046","101","1","7","1000832","Battery Park City-Lower Manhattan"
"1000280012","1","28","12","1","4","76","BEAVER STREET","MANHATTAN","10005","94850","40.705324","-74.008873","101","1","7","1000833","Battery Park City-Lower Manhattan"
"1000287501","1","28","7501","1","2","82","BEAVER STREET","MANHATTAN","10005","108373","40.70536","-74.008602","101","1","7","1000835","Battery Park City-Lower Manhattan"
"1000290001","1","29","1","1","4","91","BROAD STREET","MANHATTAN","10004","993569","40.703954","-74.01157","101","1","9","1066031","Battery Park City-Lower Manhattan"
"1000290036","1","29","36","1","4","1","WILLIAM STREET","MANHATTAN","10004","105000","40.704827","-74.009792","101","1","9","1078995","Battery Park City-Lower Manhattan"
"1000290070","1","29","70","1","4","75","BROAD STREET","MANHATTAN","10004","661283","40.704541","-74.011552","101","1","9","1000849","Battery Park City-Lower Manhattan"
"1000290086","1","29","86","1","4","14","SOUTH WILLIAM STREET","MANHATTAN","10004","87775","40.704624","-74.010568","101","1","9","1000851","Battery Park City-Lower Manhattan"
"1000297501","1","29","7501","1","2","48","BEAVER STREET","MANHATTAN","10004","65396","40.70509","-74.010607","101","1","9","1078997","Battery Park City-Lower Manhattan"
"1000300005","1","30","5","1","4","80","PEARL STREET","MANHATTAN","10004","85472","40.703971","-74.010239","101","1","9","1000854","Battery Park City-Lower Manhattan"
"1000300019","1","30","19","1","4","7","HANOVER SQUARE","MANHATTAN","10004","782883","40.70447","-74.009406","101","1","9","1000855","Battery Park City-Lower Manhattan"
"1000310001","1","31","1","1","2","10","HANOVER SQUARE","MANHATTAN","10005","487404","40.704328","-74.00923","101","1","7","1000859","Battery Park City-Lower Manhattan"
"1000317501","1","31","7501","1","2","75","WALL STREET","MANHATTAN","10005","679316","40.705486","-74.007874","101","1","7","1085950","Battery Park City-Lower Manhattan"
"1000327501","1","32","7501","1","2","43","WATER STREET","MANHATTAN","10004","3678000","40.703383","-74.010138","101","1","9","1083346","Battery Park City-Lower Manhattan"
"1000330001","1","33","1","1","4","77","WATER STREET","MANHATTAN","10005","541569","40.704275","-74.008681","101","1","7","1000863","Battery Park City-Lower Manhattan"
"1000330011","1","33","11","1","2","95","WALL STREET","MANHATTAN","10005","456001","40.704932","-74.007488","101","1","7","1000864","Battery Park City-Lower Manhattan"
"1000330022","1","33","22","1","4","99","WALL STREET","MANHATTAN","10005","91358","40.705","-74.007156","101","1","7","1000865","Battery Park City-Lower Manhattan"
"1000350010","1","35","10","1","4","111","WALL STREET","MANHATTAN","10005","990205","40.704553","-74.006636","101","1","7","1000868","Battery Park City-Lower Manhattan"
"1000360012","1","36","12","1","4",,"PIER 9","MANHATTAN","0","320800",,,,,,,
"1000360018","1","36","18","1","4","PIER11","SOUTH STREET","MANHATTAN","0","199625","40.703611","-74.006611","101","1","7","1087760","Battery Park City-Lower Manhattan"
"1000360025","1","36","25","2","4","PIER13","SOUTH STREET","MANHATTAN","0","202275","40.704067","-74.005854","101","1","7","1000870","Battery Park City-Lower Manhattan"
"1000360030","1","36","30","1","4","PIER14","SOUTH STREET","MANHATTAN","0","169425","40.7046","-74.005143","101","1","7","1087761","Battery Park City-Lower Manhattan"
"1000370008","1","37","8","1","4","110","WALL STREET","MANHATTAN","10005","295376","40.704638","-74.006694","101","1","7","1000872","Battery Park City-Lower Manhattan"
"1000370023","1","37","23","1","4","180","MAIDEN LANE","MANHATTAN","10005","1079361","40.705308","-74.004873","101","1","7","1000874","Battery Park City-Lower Manhattan"
"1000377501","1","37","7501","1","2","120","WALL STREET","MANHATTAN","10005","582412","40.70438","-74.006427","101","1","7","1000871","Battery Park City-Lower Manhattan"
"1000380001","1","38","1","1","4","100","WALL STREET","MANHATTAN","10005","463664","40.70497","-74.007084","101","1","7","1000875","Battery Park City-Lower Manhattan"
"1000380017","1","38","17","1","4","88","PINE STREET","MANHATTAN","10005","566858","40.70536","-74.00629","101","1","7","1000876","Battery Park City-Lower Manhattan"
"1000390001","1","39","1","1","4","82","WALL STREET","MANHATTAN","10005","53253","40.705415","-74.007729","101","1","7","1000877","Battery Park City-Lower Manhattan"
"1000390004","1","39","4","1","4","80","WALL STREET","MANHATTAN","10005","50044","40.705456","-74.007794","101","1","7","1000878","Battery Park City-Lower Manhattan"
"1000390012","1","39","12","1","4","110","MAIDEN LANE","MANHATTAN","10005","1075808","40.7066","-74.006633","101","1","7","1000880","Battery Park City-Lower Manhattan"
"1000397501","1","39","7501","1","2","130","WATER STREET","MANHATTAN","10005","117641","40.705522","-74.006929","101","1","7","1000884","Battery Park City-Lower Manhattan"
"1000400003","1","40","3","1","4","60","WALL STREET","MANHATTAN","10005","1617206","40.705914","-74.008609","101","1","7","1001004","Battery Park City-Lower Manhattan"
"1000400014","1","40","14","1","4","48","WALL STREET","MANHATTAN","10005","281755","40.706331","-74.009396","101","1","7","1001005","Battery Park City-Lower Manhattan"
"1000400016","1","40","16","1","4","52","WILLIAM STREET","MANHATTAN","10005","119467","40.706773","-74.009143","101","1","7","1001006","Battery Park City-Lower Manhattan"
"1000407501","1","40","7501","0","2","72","WALL STREET","MANHATTAN","10005","306787","40.705694","-74.008205","101","1","7","1001003","Battery Park City-Lower Manhattan"
"1000410001","1","41","1","1","4","66","PINE STREET","MANHATTAN","10005","918919","40.7064","-74.008043","101","1","7","1001007","Battery Park City-Lower Manhattan"
"1000417503","1","41","7503","1","2","56","PINE STREET","MANHATTAN","10005","81412","40.706606","-74.008404","101","1","7","1001009","Battery Park City-Lower Manhattan"
"1000420001","1","42","1","1","2","100","MAIDEN LANE","MANHATTAN","10038","290116","40.706867","-74.00699","101","1","7","1001014","Battery Park City-Lower Manhattan"
"1000420022","1","42","22","1","2","10","LIBERTY STREET","MANHATTAN","10005","387000","40.707641","-74.008155","101","1","7","1086256","Battery Park City-Lower Manhattan"
"1000420031","1","42","31","1","4","80","MAIDEN LANE","MANHATTAN","10038","527605","40.707116","-74.007329","101","1","7","1001015","Battery Park City-Lower Manhattan"
"1000430001","1","43","1","1","4","44","WALL STREET","MANHATTAN","10005","289049","40.70654","-74.009738","101","1","7","1001017","Battery Park City-Lower Manhattan"
"1000430002","1","43","2","1","4","40","WALL STREET","MANHATTAN","10005","1061266","40.706625","-74.009875","101","1","7","1001018","Battery Park City-Lower Manhattan"
"1000430005","1","43","5","1","4","30","WALL STREET","MANHATTAN","10005","108663","40.706839","-74.010218","101","1","7","1001019","Battery Park City-Lower Manhattan"
"1000447501","1","44","7501","1","2","18","PINE STREET","MANHATTAN","10005","583639","40.707665","-74.010135","101","1","7","1001022","Battery Park City-Lower Manhattan"
"1000460001","1","46","1","1","4","2","WALL STREET","MANHATTAN","10005","173159","40.707725","-74.011632","101","1","7","1001023","Battery Park City-Lower Manhattan"
"1000460003","1","46","3","1","4","100","BROADWAY","MANHATTAN","10005","364390","40.70814","-74.011373","101","1","7","1001024","Battery Park City-Lower Manhattan"
"1000477501","1","47","7501","1","2","120","BROADWAY","MANHATTAN","10005","1736513","40.708546","-74.011041","101","1","7","1001026","Battery Park City-Lower Manhattan"
"1000480001","1","48","1","1","4","140","BROADWAY","MANHATTAN","10005","1141266","40.709043","-74.010626","101","1","7","1001027","Battery Park City-Lower Manhattan"
"1000490002","1","49","2","1","4","111","BROADWAY","MANHATTAN","10006","432093","40.708486","-74.011113","101","1","13","1001029","Battery Park City-Lower Manhattan"
"1000500001","1","50","1","1","4","115","BROADWAY","MANHATTAN","10006","396607","40.708631","-74.010997","101","1","13","1001030","Battery Park City-Lower Manhattan"
"1000510001","1","51","1","1","4","2","RECTOR STREET","MANHATTAN","10006","400294","40.707808","-74.013053","101","1","13","1001031","Battery Park City-Lower Manhattan"
"1000510007","1","51","7","1","4","68","TRINITY PLACE","MANHATTAN","10006","63271","40.708258","-74.012649","101","1","13","1090830","Battery Park City-Lower Manhattan"
"1000510013","1","51","13","1","4","78","TRINITY PLACE","MANHATTAN","10006","181725","40.708472","-74.012505","101","1","13","1001033","Battery Park City-Lower Manhattan"
"1000510017","1","51","17","1","4","74","TRINITY PLACE","MANHATTAN","10006","182835","40.708387","-74.012563","101","1","13","1000000","Battery Park City-Lower Manhattan"
"1000520021","1","52","21","1","2","120","LIBERTY STREET","MANHATTAN","10006","57945","40.71002","-74.012408","101","1","13","1001040","Battery Park City-Lower Manhattan"
"1000527502","1","52","7502","1","2","114","LIBERTY STREET","MANHATTAN","10006","74409","40.709938","-74.012235","101","1","13","1001041","Battery Park City-Lower Manhattan"
"1000530033","1","53","33","1","2","110","GREENWICH STREET","MANHATTAN","10006","57941","40.70856","-74.013349","101","1","13","1001051","Battery Park City-Lower Manhattan"
"1000537501","1","53","7501","1","2","120","GREENWICH STREET","MANHATTAN","10006","66872","40.709089","-74.013118","101","1","13","1001050","Battery Park City-Lower Manhattan"
"1000537502","1","53","7502","0","2","123","WASHINGTON STREET","MANHATTAN","10006","396477","40.709139","-74.01402","101","1","13","1088442","Battery Park City-Lower Manhattan"
"1000550014","1","55","14","1","2","71","WEST STREET","MANHATTAN","10006","250472","40.70904","-74.015117","101","1","13","1001060","Battery Park City-Lower Manhattan"
"1000550016","1","55","16","1","4","80","WEST STREET","MANHATTAN","10006","420322","40.709493","-74.014976","101","1","13","1001061","Battery Park City-Lower Manhattan"
"1000557501","1","55","7501","0","2","40","RECTOR STREET","MANHATTAN","10006","449355","40.708356","-74.014814","101","1","13","1088750","Battery Park City-Lower Manhattan"
"1000560001","1","56","1","1","4","140","WASHINGTON STREET","MANHATTAN","10006","181297","40.709729","-74.013818","101","1","13","1001063","Battery Park City-Lower Manhattan"
"1000560004","1","56","4","1","2","90","WEST STREET","MANHATTAN","10006","357001","40.710105","-74.014789","101","1","13","1001064","Battery Park City-Lower Manhattan"
"1000627501","1","62","7501","1","2","1","LIBERTY PLAZA","MANHATTAN","10006","2139035","40.70943","-74.011102","101","1","13","1001068","Battery Park City-Lower Manhattan"
"1000630003","1","63","3","1","4","22","CORTLANDT STREET","MANHATTAN","10007","647875","40.710223","-74.010897","101","1","13","1001069","Battery Park City-Lower Manhattan"
"1000630012","1","63","12","1","4","5","DEY STREET","MANHATTAN","10007","66686","40.71058","-74.009862","101","1","13","1000000","Battery Park City-Lower Manhattan"
"1000640008","1","64","8","1","2","53","LIBERTY STREET","MANHATTAN","10005","167448","40.708642","-74.009407","101","1","1502","1001084","Battery Park City-Lower Manhattan"
"1000640012","1","64","12","1","4","150","BROADWAY","MANHATTAN","10038","279669","40.70932","-74.010392","101","1","1502","1001087","Battery Park City-Lower Manhattan"
"1000640015","1","64","15","1","4","160","BROADWAY","MANHATTAN","10038","150000","40.709493","-74.01024","101","1","1502","1079040","Battery Park City-Lower Manhattan"
"1000640016","1","64","16","1","4","170","BROADWAY","MANHATTAN","10038","147844","40.709669","-74.010092","101","1","1502","1001088","Battery Park City-Lower Manhattan"
"1000650007","1","65","7","1","4","15","MAIDEN LANE","MANHATTAN","10038","124910","40.709482","-74.009356","101","1","1502","1001097","Battery Park City-Lower Manhattan"
"1000650010","1","65","10","1","2","9","MAIDEN LANE","MANHATTAN","10038","58354","40.709606","-74.009555","101","1","1502","1001098","Battery Park City-Lower Manhattan"
"1000650017","1","65","17","1","2","176","BROADWAY","MANHATTAN","10038","168176","40.709932","-74.009869","101","1","1502","1001100","Battery Park City-Lower Manhattan"
"1000650024","1","65","24","1","4","24","JOHN STREET","MANHATTAN","10038","52486","40.709765","-74.008765","101","1","1502","1001105","Battery Park City-Lower Manhattan"
"1000660001","1","66","1","1","4","19","LIBERTY STREET","MANHATTAN","10005","640000","40.707899","-74.008473","101","1","1502","1001108","Battery Park City-Lower Manhattan"
"1000670001","1","67","1","2","4","66","JOHN STREET","MANHATTAN","10038","1073000","40.708933","-74.007614","101","1","1502","1079043","Battery Park City-Lower Manhattan"
"1000680007","1","68","7","1","4","83","MAIDEN LANE","MANHATTAN","10038","155450","40.707443","-74.007607","101","1","1502","1001111","Battery Park City-Lower Manhattan"
"1000680011","1","68","11","1","4","75","MAIDEN LANE","MANHATTAN","10038","155026","40.707657","-74.007758","101","1","1502","1001112","Battery Park City-Lower Manhattan"
"1000680016","1","68","16","1","2","84","WILLIAM STREET","MANHATTAN","10038","111184","40.708028","-74.007939","101","1","1502","1001113","Battery Park City-Lower Manhattan"
"1000680028","1","68","28","1","4","15","GOLD STREET","MANHATTAN","10038","71539","40.707753","-74.006918","101","1","1502","1085948","Battery Park City-Lower Manhattan"
"1000680036","1","68","36","1","4","100","WILLIAM STREET","MANHATTAN","10038","377120","40.708497","-74.007477","101","1","1502","1001116","Battery Park City-Lower Manhattan"
"1000687501","1","68","7501","1","2","80","JOHN STREET","MANHATTAN","10038","149564","40.708445","-74.006886","101","1","1502","1001115","Battery Park City-Lower Manhattan"
"1000687502","1","68","7502","1","2","90","WILLIAM STREET","MANHATTAN","10038","126430","40.708184","-74.007787","101","1","1502","1087755","Battery Park City-Lower Manhattan"
"1000690006","1","69","6","1","2","211","PEARL STREET","MANHATTAN","10038","222000","40.707023","-74.006388","101","1","1502","1087832","Battery Park City-Lower Manhattan"
"1000690018","1","69","18","1","2","2","GOLD STREET","MANHATTAN","10038","627330","40.707295","-74.007336","101","1","1502","1087146","Battery Park City-Lower Manhattan"
