"filed","application","calendar","section","street_number","street_name","borough","borough_code","block","lots","zoning_district","cb","project_description","status","decisions_url","date","postcode","latitude","longitude","council_district","census_tract","bin","bbl","nta","location_1"
"2013-05-10T00:00:00.000","BZ","153-13-BZ","73-36","107","South 6th Street","Brooklyn","3","2456","0034","C4-3","1","Special Permit (§73-36) to permit the legalization of a physical culture establishment (Soma Health Club) contrary to §32-10.  C4-3 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/153-13-BZ.pdf","2014-02-25T00:00:00.000","11249","40.710734","-73.964554","34","549","3339457","3024560034","North Side-South Side","(40.710734, -73.964554)"
"2014-11-10T00:00:00.000","BZ","303-14-BZ","64-92","1032","Olympia Boulevard","Staten Island","5","380","80016","R31","2","Special Permit (§64-92) to waive bulk regulations for the replacement of homes damaged/destroyed by Hurricane Sandy. (GCL 36) waiver for properties located on an unmapped street on properties which are registered in the NYC Build it Back Program.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/303-14-BZ.pdf","2014-12-16T00:00:00.000","10306","40.573499","-74.092388","50","11202","5166639","5038080016","New Dorp-Midland Beach","(40.573499, -74.092388)"
"2011-08-08T00:00:00.000","SOC","11-01-BZIII","11-41","586/606","Conduit Boulevard","Brooklyn","3","4219","1","C1-2inR5","5","Extension of Term for a gasoline service station (BP British Petroleum) which expired on August 7, 2011 and Extension of Time to obtain a Certificate of Occupancy which expired on July 26, 2006. C1-2/R5 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/11-01-BZIII.pdf","2012-03-20T00:00:00.000",,,,,,,,,
"2017-02-17T00:00:00.000","BZ","2017-47-BZ","73-622","1052","East 22nd Street","Brooklyn","3","7585","77","R2","14","Special Permit (§73-622) for the enlargement of an existing single family home contrary to floor area and open space (ZR §23-142); side yard (ZR §23-461) and less than the required rear yard (ZR §23-47). R2 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-47-BZ.pdf","2018-11-20T00:00:00.000","11210","40.626658","-73.95458","45","762","3206672","3075850077","Midwood","(40.626658, -73.95458)"
"2003-06-25T00:00:00.000","BZ","218-03-BZ","72-21","19-73","38th Street","Queens","4","811","1","M1-1","1","Variance (§72-21) to permit the proposed nine-story mixed use building with residential, commercial and community facility uses, located in an M1-1 zoning district, which does not comply with the zoning requirements for the uses, permitted floor area, total height and perimeter wall, is contrary to Z.R. §42-00, §23-141 and §23-631.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/218-03-BZ.pdf","2005-07-12T00:00:00.000","11105","40.777568","-73.901635","22","12301","4616405","4008110001","Steinway","(40.777568, -73.901635)"
"2019-06-24T00:00:00.000","BZ","2019-180-BZ","73-36","1253","Lexington Avenue","Manhattan","1","1532","7502","C1-8X","8","Special Permit (§73-36) to permit the operation of a Physical Cultural Establishment (CorePower Yoga) to be located on a portion of the first floor of an existing fifteen-story mixed-use building contrary to ZR §32-10.  C1-8X zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2019-180-BZ.pdf","2019-12-17T00:00:00.000","10028","40.778538","-73.956271","5","14801","1047689","1015137502","Upper East Side-Carnegie Hill","(40.778538, -73.956271)"
"2002-03-20T00:00:00.000","BZ","79-02-BZ","72-21","1024","Dean Street","Brooklyn","3","1142","p/o 40","M1-1","8","Variance (§72-21) to permit in an M1-1 zoning district, the conversion of a four story industrial building into a residential building housing six dwelling units with an artist workshop on the ground floor, which is contrary to Z.R. §42-00.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/79-02-BZ.pdf","2002-11-26T00:00:00.000","11238","40.677717","-73.9562","35","305","3330647","3011420040","Crown Heights North","(40.677717, -73.9562)"
"2008-05-21T00:00:00.000","SOC","709-55-BZIII","11-41","2000","Rockaway Parkway","Brooklyn","3","8299","68","C1-2","18","Extension of Time to obtain a Certificate of Occupancy, in a C1-2/R4 zoning district, for a gasoline service station (Mobil) which expired on January 9, 2003; waiver of the rules and an Amendment to legalize existing condition contrary to previous approved plans.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/709-55-BZIII.pdf","2008-09-23T00:00:00.000","11236","40.634289","-73.890252","46","1024","3234512","3082990068","Canarsie","(40.634289, -73.890252)"
"2015-07-16T00:00:00.000","BZ","160-15-BZ","73-36","186","Montague Street","Brooklyn","3","250","034","C5-2A","2","Special Permit (73-36): to permit the operation of a Physical Culture Establishment (""PCE"") in the existing building at the Premises, which is located in a C5-2A zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/160-15-BZ.pdf","2017-01-24T00:00:00.000","11201","40.694026","-73.991565","33","9","3002106","3002500034","Brooklyn Heights-Cobble Hill","(40.694026, -73.991565)"
"2011-08-24T00:00:00.000","SOC","269-98-BZV","72-01 & 72-22","70","East 184th Street","Bronx","2","3183","42","R8","5","Extension of Time to obtain a Certificate of Occupancy for a Variance (§72-21) for the construction of a two-story building with UG6 commercial use which expired on August 25, 2011. R8 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/269-98-BZV.pdf","2011-11-01T00:00:00.000","10468","40.860101","-73.901177","14","239","2000000","2031830042","Fordham South","(40.860101, -73.901177)"
"2009-02-20T00:00:00.000","SOC","301-03-BZII","73-11","1103","East 22nd Street","Brooklyn","3","7604","31","R2","14","Extension of Time/waiver to Complete Construction and obtain a Certificate of Occupancy of previously granted Special Permit (§73-622) for the enlargement of single family home and an Amendment to modify the previously approved plans, in an R2 zoning district, which expired on January 13, 2008.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/301-03-BZII.pdf","2009-05-12T00:00:00.000","11210","40.625074","-73.954257","45","752","3207544","3076040031","Midwood","(40.625074, -73.954257)"
"2017-05-10T00:00:00.000","Appeal","2017-144-A","Revoke a C of O","25-30","44th Street","Queens","4","702","56","R5","1","Appeal filed by the Department of Buildings seeking to revoke Certificate of Occupancy.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-144-A.pdf","2020-02-25T00:00:00.000","11103","40.76606","-73.908825","22","143","4012273","4007020056","Astoria","(40.76606, -73.908825)"
"2016-09-23T00:00:00.000","Appeal","2016-4257-A","GCL 35","197-22","47th Avenue","Queens","4","5617","138","R3-2","11","Proposed construction of a two-story, two family residential building within the bed of a mapped street, pursuant to Article 3 of General City Law 35.  R3-2 zoning district.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2016-4257-A.pdf","2018-01-03T00:00:00.000","11358","40.752928","-73.782957","20","1429",,,"Auburndale","(40.752928, -73.782957)"
"2000-03-06T00:00:00.000","Appeal","40-00-A","GCL 36","117","Alberta Avenue","Staten Island","5","2642","80","R 3-2","3","Proposed enlargement to an existing one family dwelling, not fronting on a legally mapped street is contrary to Section 36, Article 3 of the General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/40-00-A.pdf","2000-05-30T00:00:00.000","10314","40.588656","-74.188973","50","29102","5151044","5026420080","New Springville-Bloomfield-Travis","(40.588656, -74.188973)"
"2013-01-25T00:00:00.000","Appeal","43-13-A","GCL","115","Berkshire Lane","Staten Island","5","7094","33","R3-1(SSRD)","3","Proposed construction of thirty-five (35) one and two-family dwellings that do not front on a legally mapped street, contrary to General City Law Section 36. R3-1(SRD) zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/43-13-A.pdf","2013-04-09T00:00:00.000","10309","40.54436","-74.221284","51","226","5170616","5070940033","Charleston-Richmond Valley-Tottenville","(40.54436, -74.221284)"
"2001-02-26T00:00:00.000","Appeal","85-01-A","GCL 36","128","Alberta Avenue","Staten Island","5","2643","20","R3-2","2","Proposed one family semi-detached dwelling, not fronting on a legally mapped street, is contrary to Section 36, Article 3 of the General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/85-01-A.pdf","2001-08-14T00:00:00.000","10314","40.588483","-74.188724","50","29102","5135165","5026430021","New Springville-Bloomfield-Travis","(40.588483, -74.188724)"
"2001-04-30T00:00:00.000","Appeal","184-01-A","GCL 35","20","Monahan Avenue","Staten Island","5","2370","5","R3-2","2","Proposed construction within a bed of a mapped street, contrary to Section 35, Article 3 of the General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/184-01-A.pdf","2002-07-23T00:00:00.000","10314","40.587671","-74.147429","50","27704",,,"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","(40.587671, -74.147429)"
"2011-03-01T00:00:00.000","SOC","65-90-BZII","73-11","61-19","190th Street","Queens","4","7117","4","C4-2 IN PC (SPD","8","Extension of Term of a Special Permit (§73-36) for the continued operation of a Physical Culture Establishment (Meadows Spa) which expired on January 29, 2011; Amendment to re-locate establishment from first floor to the cellar.  C4-1/PC zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/65-90-BZII.pdf","2011-06-07T00:00:00.000","11365","40.740925","-73.784616","23","1347","4444050","4071170004","Fresh Meadows-Utopia","(40.740925, -73.784616)"
"1999-02-02T00:00:00.000","Appeal","19-99-A","Appeal","2401","Wickham Avenue","Bronx","2","4491","71","R3-2","10","An appeal seeking the re-instatement of a lapsed building permit, and the continued construction and completion of a dwelling which no longer complies with Z.R. §23-141, due to an amendment pursuant to contextual zoning.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/19-99-A.pdf","1999-05-11T00:00:00.000","10469","40.861014","-73.835238","13","310","2103680","2044910071","Allerton-Pelham Gardens","(40.861014, -73.835238)"
"2012-05-03T00:00:00.000","BZ","141-12-BZ","11-41","65-02/10","164th Street","Queens","4","6762","53","R-4","8","Re-Instatement (§§11-411 & 11-412) of a previously approved variance which permitted retail (UG 6) in a residential district which expired on October 14, 1989; amendment to permit the installation of awnings/signage, and changes to the interior layout; Waiver of the Rules.  R4 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/141-12-BZ.pdf","2012-11-20T00:00:00.000",,,,,,,,,
"2005-02-24T00:00:00.000","Appeal","37-05-A","GCL 36","17","Fulton Walk","Queens","4","16350","400","R4","14","Proposed alteration to an existing one family dwelling, not fronting on a legally mapped street, also a proposal to upgrade the existing septic system, which is in the bed of the service road, is contrary to Section 36, Article 3 of the General City Law and Department of Buildings Policy.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/37-05-A.pdf","2005-05-24T00:00:00.000","11697","40.557076","-73.917621","32","91601","4607465","4163500400","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","(40.557076, -73.917621)"
"1999-06-11T00:00:00.000","BZ","127-99-BZ","72-21","118-120","South 4th Street","Brooklyn","3","2443","23","M1-1","1","Variance (§72-21) to permit four story multiple dwelling with ground floor Synagogue in an M1 district contrary to 42-00 Z.R.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/127-99-BZ.pdf","2001-12-18T00:00:00.000","11249","40.712068","-73.96341","34","549","3063429","3024430023","North Side-South Side","(40.712068, -73.96341)"
"2010-05-13T00:00:00.000","BZ","87-10-BZ","73-622","1333","East 24th Street","Brooklyn","3","7660","31","R2","14","Special Permit (§73-622) for the enlargement of an existing single family home, contrary to floor area and open space (§23-141), side yards (§23-461) and less than the required rear yard (§23-47). R-2 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/87-10-BZ.pdf","2010-07-13T00:00:00.000","11210","40.618074","-73.951041","48","758","3210104","3076600031","Midwood","(40.618074, -73.951041)"
"2009-08-13T00:00:00.000","Appeal","242-09-A","Common Law Vesting","75","First Avenue","Manhattan","1","446","29,32","R7A/C2-5","3","Appeal seeking a common law vested right to continue construction commenced under the prior R7-2/C2-5 Zoning district . R7-A/C2-5 Zoning District .","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/242-09-A.pdf","2010-10-25T00:00:00.000","10003","40.725541","-73.986795","2","38","1000000","1004460032","East Village","(40.725541, -73.986795)"
"2019-03-15T00:00:00.000","BZ","2019-48-BZ","72-21","31-45","41st Street","Queens","4","679","0023","R5","1","Variance (§72-21) to permit the construction of a three-story and cellar, two-family building contrary to ZR §23-49 (Special Provisions for Side Lot Line Walls).  R5 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2019-48-BZ.pdf","2020-06-15T00:00:00.000","11103","40.759852","-73.917172","22","155","4011175","4006790023","Astoria","(40.759852, -73.917172)"
"2008-04-24T00:00:00.000","Appeal","130-08-A","GCL 36","50","Gallant Loop","Staten Island","5","6517","120","R3X (SSRD)","3","Proposed construction of twelve homes not fronting a legally mapped street contrary to General City Law Section 36. R3x (SSRD) Series - 121-08-A thru 132-08-A.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/130-08-A.pdf","2008-11-18T00:00:00.000",,,,,,"5000000","5065170100",,
"2007-01-18T00:00:00.000","BZY","20-07-BZY","11-332","5310","Grosvenor Avenue","Bronx","2","5839","4018","R1-2/NA-2","8","Extension of time to complete construction (11-332 ) of a major development commenced under the prior zoning district regulations in effect on October 2004 . R1-2/NA-2 .","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/20-07-BZY.pdf","2007-04-24T00:00:00.000","10471","40.898958","-73.904599","11","335","2000000","2058394018","North Riverdale-Fieldston-Riverdale","(40.898958, -73.904599)"
"2005-06-23T00:00:00.000","SOC","780-45-BZ","11-41","1818-1820","Bleecker Street","Queens","4","3435","21 & 22","R6B","5","Pursuant to Z.R. §11-413 the legalization of the existing/proposed change of use within the same Use Group 16 from a beer storage of trucks to a plumbing contractor’s establishment with storage of plumbing tools, equipment, supplies and the storage of equipment vans.  The premise is located in an R6B zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/780-45-BZ.pdf","2006-02-14T00:00:00.000","11385","40.705361","-73.911014","34","545","4548600","4034350021","Ridgewood","(40.705361, -73.911014)"
"1998-02-12T00:00:00.000","BZ","48-98-BZ","72-21","13-19","East 15th Street","Manhattan","1","843","11, 14","C6-2 A","5","Variance (§72-21) to permit the proposed enlargement in an existing three story and two story building, located in a C6-2A zoning district~ situated on a small wedge-shaped zoning lot, createsnon-compliance in regards to the minimum required 10' rear yard, and is therefore contrary to §23-52.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/48-98-BZ.pdf","1998-06-30T00:00:00.000","10003","40.73651","-73.992664","2","52","1087180","1008437502","Hudson Yards-Chelsea-Flatiron-Union Square","(40.73651, -73.992664)"
"2020-05-22T00:00:00.000","BZ","2020-45-BZ","72-21","135-35","Northern Boulevard","Queens","4","4958","0038","R6/C2-2","7","Variance (§72-21) to permit the construction of a 16-story mixed-use building contrary to Residential FAR (ZR § 23-151), Commercial FAR (ZR §33-121), and Total FAR (ZR §35-311(d)); Open Space and Open Space Ratio (ZR §23-151) and (ZR §35-32), permitted obstruction in the rear yard (ZR §24-33(b)(3) and ZR §33-23(b)(3)), Density (ZR §23-22), location of eating and drinking establishment above the ground floor (ZR §32-421), and contrary to maximum height for new buildings in the Airport Approach District (ZR §61-21) ; Amendment of a previously approved Special Permit (§73-66) for the construction of a building in excess of the height limits in the Airport Approach District (ZR §61-21). R6 (C2-2) Zoning District.","Continued","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2020-45-BZ.pdf","2022-12-01T00:00:00.000","11354","40.762987","-73.831852","20","869","4112123","4049580038","Flushing","(40.762987, -73.831852)"
"2000-01-11T00:00:00.000","BZ","5-00-BZ","11-41","27-22/26","College Point Boulevard","Queens","4","4292","12,13","R-4","7","Re-instatement (§11-411) to permit the reestablishment of a gasoline service station use (Use Group 16B) previously granted under Calendar Number 359-47-BZ, in an R4 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/5-00-BZ.pdf","2000-10-03T00:00:00.000",,,,,,,,,
"2017-05-19T00:00:00.000","BZ","2017-183-BZ","64-92","28","Stanton Road","Brooklyn","3","8800","181","R4-1","15","Special Permit (§64-92) to waive bulk regulations for the replacement of homes damaged/destroyed by Hurricane Sandy, on properties which are registered in the NYC Build it Back Program. R3-1 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-183-BZ.pdf","2017-05-25T00:00:00.000","11235","40.585063","-73.936531","48","622","3247801","3088000181","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","(40.585063, -73.936531)"
"2017-03-27T00:00:00.000","Appeal","2017-73-A","GCL 36","29","Torrice Loop","Staten Island","5","7577","44","R3X (SRD)","3","Proposed construction of a two-family residence, not fronting on a legally mapped street, contrary to General City Law 36. R3-X (SRD) zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-73-A.pdf","2018-11-08T00:00:00.000",,,,,,,,,
"2008-04-24T00:00:00.000","BZY","110-08-BZY","11-332","609","Mill Road","Staten Island","5","4690","122","R3-X","3","Extension of time (§11-332) to complete construction and obtain a Certificate of Occupancy under the prior district regulations.  R3X zoning district Series cases 104-08-BZY thru 119-08-BZY","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/110-08-BZY.pdf","2008-07-29T00:00:00.000","10306","40.554587","-74.117135","50","12805","5000000","5046900122","Oakwood-Oakwood Beach","(40.554587, -74.117135)"
"2011-08-17T00:00:00.000","BZ","120-11-BZ","73-44","52-11","29th Street","Queens","4","295","1","M103","2","Special Permit (§73-44) to reduce the parking requirement for office use and catering use (parking requirement category B1) in a new commercial building. M1-3 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/120-11-BZ.pdf","2012-04-24T00:00:00.000","11101","40.738306","-73.940167","26","199","4003569","4002950001","Hunters Point-Sunnyside-West Maspeth","(40.738306, -73.940167)"
"2019-05-23T00:00:00.000","Appeal","2019-141-A","GCL 36","190","Bluebelt Loop","Staten Island","5","7562","190","R3X SRD LGMD LL","3","Application to permit the construction of 48, two story detached homes and five single family homes   not fronting on a mapped street contrary to General City Law §36.  R3X Large Lot zoning district within the Special South Richmond District and Lower Density Growth Management District.","Initial/New","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2019-141-A.pdf","2022-07-18T00:00:00.000",,,,,,,,,
"2004-03-19T00:00:00.000","SOC","134-04-BZ","72-01 & 72-22","184","Kent Avenue","Brooklyn","3","2348","1","M3-1","1","Amendment pursuant to §§72-22 and 1-05(e) to permit the proposed construction of a public esplanade between the building and bulkhead line, also the proposed construction of an additional forty seven residential units, located in an M3 1 zoning district, is contrary to a previous variance granted under Cal. No. 191 00 BZ.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/134-04-BZ.pdf","2005-05-24T00:00:00.000","11249","40.718491","-73.963698","33","555","3062358","3023487501","North Side-South Side","(40.718491, -73.963698)"
"2014-05-14T00:00:00.000","Appeal","107-09-AII","Common Law Vesting","82","El Camino Loop","Staten Island","5","6979","164","R3-2 (SSRD)","3","Application to permit an extension of time to complete construction and obtain a certificate of occupancy under the previously granted Common Law vested rights for a residential development approved under the prior zoning district regulations. R3-2(SSRD) zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/107-09-AII.pdf","2014-10-21T00:00:00.000","10309","40.537202","-74.213824","51","20803","5148721","5069790164","Rossville-Woodrow","(40.537202, -74.213824)"
"2001-11-27T00:00:00.000","BZ","370-01-BZ","73-622","1041","East 24th Street","Brooklyn","3","7606","28","R2","14","Special Permit (§73-622) to permit in an R2 zoning district, the enlargement to an existing one-family dwelling which creates non-compliance with regard to Floor Area Ratio, Open Space Ratio and side and rear yards contrary to Z.R. §23-141, §23-47 and §23-461.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/370-01-BZ.pdf","2002-03-19T00:00:00.000","11210","40.625109","-73.952373","45","752","3207588","3076060028","Midwood","(40.625109, -73.952373)"
"2009-12-01T00:00:00.000","Appeal","324-09-A","Administrative Appeal","50","Gansevoort Street","Manhattan","1","643","54","M1-5","2","Appeal challenging the Department of Buildings revocation of approvals and permits issued that allowed a  Use Group 12A eating and drinking establishment contrary to a Restrictive Declaration . M1-5 Zoning District . Litigation","Dismissed","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/324-09-A.pdf","2017-09-06T00:00:00.000","10014","40.739389","-74.006849","3","79","1012157","1006430054","West Village","(40.739389, -74.006849)"
"2001-01-11T00:00:00.000","SOC","245-32-BZ","11-41","123-05","101st Avenue","Queens","4","9464","30","C2-2 IN R5","9","Reopening for an amendment to the resolution to permit the legalization of the addition of a second floor office and to permit the change of use on the first floor from gas station to automobile repair.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/245-32-BZ.pdf","2002-07-09T00:00:00.000","11419","40.690901","-73.822691","28","154","4199854","4094640030","Richmond Hill","(40.690901, -73.822691)"
"2002-11-24T00:00:00.000","BZ","284-02-BZ","72-21","121-135","Court Street","Brooklyn","3","277","8","C6-2A (SDBD)","2","Variance (§72-21) to permit in a C6-2A (DB) Special Downtown Brooklyn zoning district, the erection of an eleven story mixed-use building contrary to base height, height, setback, rear yard, retail continuity and lot coverage requirements of Z.R. Sections 23-145, 23-663(b), 33-26, 35-24, and 101-10.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/284-02-BZ.pdf","2003-04-29T00:00:00.000","11201","40.690244","-73.992089","33","9","3388736","3002777501","Brooklyn Heights-Cobble Hill","(40.690244, -73.992089)"
"2005-08-08T00:00:00.000","Appeal","186-05-A","GCL 36","13","Beach 221 Street","Queens","4","16350","400","R4","14","Application filed on August 8, 2005 -Application for an Appeal to Department of Buildings to reconstruct and enlarge an existing single family frame dwelling not fronting on a mapped street contrary to General City Law Article 3, Section 36 and upgrading an existing private disposal system which is contrary to Department of Buildings policy.  Premises is located within an R4 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/186-05-A.pdf","2005-10-18T00:00:00.000","11697","40.556527","-73.929919","32","91601","4467077","4163500400","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","(40.556527, -73.929919)"
"2003-10-02T00:00:00.000","SOC","385-01-BZII","72-01 & 72-22","1449","39th Street","Brooklyn","3","5347","58","M1-2","12","Amendment to a previously approved application which permitted the legalization of an existing Yeshiva, at the first and second floor levels and an enlargement of the building, creating a third floor and a partial fourth floor with a play area at the roof level.  The amendment seeks to permit the proposed layout of the fourth floor.  Located within an M1-2 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/385-01-BZII.pdf","2003-12-23T00:00:00.000","11218","40.638647","-73.982997","39","228","3328392","3053470058","Borough Park","(40.638647, -73.982997)"
"2017-04-13T00:00:00.000","Appeal","2017-111-A","GCL 36","240","Avidita Place","Staten Island","5","3019","321","R3-2","1","Proposed construction of a single family residence, not fronting on a legally mapped street, contrary to General City Law 36.  R3-2 zoning district. Mount Manresa","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-111-A.pdf","2020-02-25T00:00:00.000",,,,,,,,,
"2002-03-19T00:00:00.000","SOC","545-56-BZII","11-41","2001-2007","Williamsbridge Road","Bronx","2","4306","20","C2-2 IN R3-2","11","reopening for an extension of term of variance which expired October 29, 2002 and for an amendment to the resolution  to permit the elimination of the swing gates on the southwest corner of the site and on the north side of the property, the use of a countertop rather than a partition to separate the attendant’s booth from the sales area and the maintenance of a vending machine and vacuum along the north side of the site","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/545-56-BZII.pdf","2002-08-06T00:00:00.000","10461","40.854381","-73.854561","13","248","2049167","2043060020","Pelham Parkway","(40.854381, -73.854561)"
"2006-07-18T00:00:00.000","BZY","166-06-BZY","11-331","84-59","162nd Street","Queens","4","9786","7","R4-A","8","Proposed extension of time (§11-331) to complete construction of a minor development for a multi-family building.  Prior zoning was R4 zoning district and new zoning is R4-A as of June 29, 2006.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/166-06-BZY.pdf","2007-02-13T00:00:00.000","11432","40.713329","-73.802911","24","450","4209395","4097860007","Briarwood-Jamaica Hills","(40.713329, -73.802911)"
"2008-07-18T00:00:00.000","BZ","84-08-BZ","11-41","67-24","Main Street","Queens","4","6486","38","C1-2 WITHIN R4","8","Re-instatement (§§11-411, 11-412 & 73-01 (d)) to reinstate and amend the variance granted under Cal. No. 410-48-BZ for an automotive service station with accessory uses located in a C1-2/R4 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/84-08-BZ.pdf","2008-10-28T00:00:00.000","11367","40.733564","-73.82532","24","809","4141569","4064860038","Kew Gardens Hills","(40.733564, -73.82532)"
"2010-04-05T00:00:00.000","SOC","164-04-BZII","Extension of Time","2241","Westchester Avenue","Bronx","2","3963","57","C2-4/R6","10","Extension of Time to obtain a Certificate of Occupancy for a previously granted physical culture establishment (Planet Fitness) which expired on February 7, 2007; Amendment to change operator, hours of operation and interior modification; Waiver of the Rules. C2-1/R6 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/164-04-BZII.pdf","2010-10-05T00:00:00.000","10462","40.834324","-73.850572","18","20601","2041407","2039630057","Westchester-Unionport","(40.834324, -73.850572)"
"2017-09-20T00:00:00.000","BZ","2017-269-BZ","72-21","65","Grasmere Avenue","Staten Island","5","3163","0001","R3-2","2","Variance (§72-21) to permit the legalization of a one-story enlargement of an existing non-conforming Automotive Repair Facility (UG 16B) contrary to ZR §22-00.  R3-2 zoning district.","Continued","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-269-BZ.pdf","2022-09-21T00:00:00.000","10305","40.602449","-74.084142","50","50","5127044","5031630001","Grasmere-Arrochar-Ft. Wadsworth","(40.602449, -74.084142)"
"2007-04-27T00:00:00.000","SOC","311-01-BZII","Extension of Time","65-86","Terrace Court","Queens","4","3605","200","M1-1M1-2","5","Extension of time to complete construction of a residential development which was granted on March 25, 2003.  M1-1/M1-2 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/311-01-BZII.pdf","2007-06-19T00:00:00.000","11379","40.710128","-73.893489","30","61301","4538250","4036050034","Ridgewood","(40.710128, -73.893489)"
"2010-12-06T00:00:00.000","Appeal","222-10-A","Appeal","97","Saint Marks Avenue","Brooklyn","3","1143","80","R6B","8","Appeal challenging the Department of Buildings’ revocation of a permit for a parking space and curb cut.  R6B zoning district","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/222-10-A.pdf","2011-05-10T00:00:00.000","11217","40.679512","-73.97318","35","161","3028087","3011430080","Prospect Heights","(40.679512, -73.97318)"
"2014-05-14T00:00:00.000","Appeal","144-09-AII","Common Law Vesting","85","El Camino Loop","Staten Island","5","6979","334","R3-2 (SSRD)","3","Application to permit an extension of time to complete construction and obtain a certificate of occupancy under the previously granted Common Law vested rights for a residential development approved under the prior zoning district regulations. R3-2(SSRD) zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/144-09-AII.pdf","2014-10-21T00:00:00.000","10309","40.537007","-74.213902","51","20803","5148870","5069790334","Rossville-Woodrow","(40.537007, -74.213902)"
"2018-03-15T00:00:00.000","BZ","2018-38-BZ","73-243","1717","Richmond Road","Staten Island","5","887","7","C1-2/R1-2","2","Special Permit (§73-243) to allow for an eating and drinking establishment (UG 6) (Starbucks) with an accessory drive-through facility contrary to ZR §32-15. C1-2/R1-2 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2018-38-BZ.pdf","2019-04-09T00:00:00.000","10306","40.588271","-74.102616","50","181","5022928","5008870007","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","(40.588271, -74.102616)"
