"uniqueid","inspectionid","inspectiondate","businessname","typeofbusiness","borough","location","question1","question2","_2_option1","_2_option2","_2_ticketnumber","_2_novcode","_2_novnumber","question3","_3_option1","_3_option2","_3_ticketnumber","_3_novcode","_3_novnumber","question4","_4_option1","_4_option2","_4_option3","_4_option4","_4_option5","_4_option6","_4_ticketnumber","_4_novcode","_4_novnumber","question5","_5_option1","_5_option2","_5_option3","_5_option4","_5_option5","_5_option6","_5_option7","_5_ticketnumber","_5_novcode","_5_novnumber","complaintnumber"
"3831","130631","2020-03-05T12:26:54.000Z","Zante Deli","Food Establishment","Queens","38-38 31 Street 11101","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3816","130630","2020-03-05T12:26:16.000Z","Kauki","Food Establishment","Queens","38-01 31 Street 11101","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5099","130629","2020-03-05T12:25:07.000Z","PLAN B","Food Establishment","Brooklyn","626 Vanderbilt Ave 11238","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5090","130628","2020-03-05T12:22:24.000Z","AMORINA","Food Establishment","Brooklyn","624 Vanderbilt Ave 11238","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5095","130627","2020-03-05T12:18:51.000Z","ZAYTOONS RESTAURANT","Food Establishment","Brooklyn","594 Vanderbilt Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5770","130626","2020-03-05T12:08:14.000Z","ROSA'S CAFE","Food Establishment","Queens","30-03 38th Ave 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5791","130625","2020-03-05T12:06:48.000Z","GOOD TASTE RESTAURANT","Food Establishment","Queens","38-01 29th St 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5113","130624","2020-03-05T12:06:39.000Z","INAKA","Food Establishment","Brooklyn","597 Vanderbilt Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6125","130623","2020-03-05T12:05:07.000Z","YING DELI INC.","Food Establishment","Queens","31-46 Greenpoint Ave 11101","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6908","130622","2020-03-05T12:03:50.000Z","BEIJA FLOR","Food Establishment","Queens","38-02 29th St 11101","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5800","130621","2020-03-05T11:57:56.000Z","ANGELOS PIZZA & DELI","Food Establishment","Queens","32-19 Greenpoint Ave 11101","Yes","Yes",,,,,,"Yes",,,,,,"No",,,"Yes",,,,"4-005800-03052020-430766965563","DF3","206243227","Yes",,,,,,,,,,,
"5105","130620","2020-03-05T11:56:10.000Z","CATALDO'S RESTAURANT","Food Establishment","Brooklyn","554 Vanderbilt Ave 11238","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5137","130619","2020-03-05T11:43:21.000Z","L. A. BURRITO","Food Establishment","Brooklyn","43 Underhill Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5133","130618","2020-03-05T11:42:48.000Z","STOCKED","Food Establishment","Brooklyn","635 Vanderbilt Ave 11238","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5109","130617","2020-03-05T11:32:34.000Z","MAYA TAQUERIA","Food Establishment","Brooklyn","637 Vanderbilt Ave 11238","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5086","130616","2020-03-05T11:27:26.000Z","THE USUAL RESTAURANT","Food Establishment","Brooklyn","637 Vanderbilt Ave 11238","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5774","130615","2020-03-05T11:18:33.000Z","TROPICAL II RESTAURANT","Food Establishment","Queens","36-10 Greenpoint Ave 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3807","130614","2020-03-04T16:42:39.000Z","No.1 Kitchen","Food Establishment","Queens","30-23 30 Avenue 11102","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3805","130613","2020-03-04T16:29:06.000Z","Petey's Burger","Food Establishment","Queens","30-17 30 Avenue 11102","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"7152","130612","2020-03-04T16:23:21.000Z","FUSION JUICE BAR","Food Establishment","Queens","34-02 36th Ave 11106","Yes","Yes",,,,,,"No",,,"4-007152-03042020-590018330903","DF9","206243391","Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3965","130611","2020-03-04T16:20:51.000Z","Ecuadorian","Food Establishment","Queens","34-06 36 Avenue 11106","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3806","130610","2020-03-04T16:14:30.000Z","Tastee Corner","Food Establishment","Queens","30-20 30 Avenue 11102","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"7153","130609","2020-03-04T16:12:42.000Z","JOE ASIAN & SUSHI","Food Establishment","Queens","33-19 36th Ave 11106","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3964","130608","2020-03-04T16:10:56.000Z","Chopsticks King","Food Establishment","Queens","33-19 36 Avenue 11106","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3963","130607","2020-03-04T16:09:16.000Z","Arharn Thai","Food Establishment","Queens","32-05 36 Avenue 11106","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3808","130606","2020-03-04T16:03:51.000Z","Namaste","Food Establishment","Queens","31-15 30 Avenue 11102","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4820","130605","2020-03-04T16:02:08.000Z","Gold Hot Bagels","Food Establishment","Queens","31-13 30th Ave 11102","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3804","130604","2020-03-04T15:50:24.000Z","Astoria Pizzeria","Food Establishment","Queens","32-04 30 Avenue 11102","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4450","130603","2020-03-04T15:32:35.000Z","New Yajai Thai Restaurant","Food Establishment","Queens","33-16 30th Ave 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17716","130602","2020-03-04T15:32:05.000Z","POCHANA THAI KITCHEN","Other (Please specify)","Queens","33-16 30th Ave 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3797","130601","2020-03-04T15:09:22.000Z","Gowasabi","Food Establishment","Queens","34-02 30 Avenue 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4832","130600","2020-03-04T15:04:41.000Z","Jujube Tree","Food Establishment","Queens","35-02 30 Avenue 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3961","130599","2020-03-04T14:41:32.000Z","LIC Bagel","Food Establishment","Queens","31-08 36 Avenue 11106","Yes","No","Yes",,,"DF5","206243373","No",,,"4-003961-03042020-529480582843","DF9","206243382","Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18279","130598","2020-03-04T14:29:10.000Z","Slice","Food Establishment","Queens","37-08 30th Ave 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3959","130597","2020-03-04T14:18:50.000Z","East Garden","Food Establishment","Queens","31-10 36 Avenue 11106","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17712","130596","2020-03-04T14:18:18.000Z","POKE BURRITO","Other (Please specify)","Queens","37-7 30th Ave 11103","Yes","No","Yes",,,"DF6","206244529","Yes",,,,,,"No","Yes",,"Yes",,,,"4-017712-03042020-517264924538","DF4","206244547","Yes",,,,,,,,,,,
"4178","130595","2020-03-04T14:17:55.000Z","Leo's Pizza","Food Establishment","Queens","31-01 36 Avenue 11106","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3957","130594","2020-03-04T14:16:24.000Z","Sun Wah","Food Establishment","Queens","30-16 36 Avenue 11106","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3788","130593","2020-03-04T13:59:26.000Z","Pita Pan","Food Establishment","Queens","37-15 30 Avenue 11103","Yes","Yes",,,,,,"Yes",,,,,,"No","Yes",,"Yes",,,,"4-003788-03042020-503955543222","DF4","206240807","Yes",,,,,,,,,,,
"17661","130592","2020-03-04T13:28:04.000Z","DAISY'S","Other (Please specify)","Queens","28-17 36th Ave 11106","Yes","No","Yes",,,"DF5","206243364","Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3956","130591","2020-03-04T13:01:41.000Z","One Stop Pizza","Food Establishment","Queens","28-15 36 Avenue 11106","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17713","130590","2020-03-04T12:54:18.000Z","SLICE","Other (Please specify)","Queens","37-08 30th Ave 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18280","130589","2020-03-04T12:51:05.000Z","BUTCHER BAR","Food Establishment","Queens","37-10 30th Ave 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5771","130588","2020-03-04T12:45:39.000Z","SARAJEVO FAST FOOD","Food Establishment","Queens","37-18 34th Ave 11101","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4492","130587","2020-03-04T12:29:11.000Z","Happy Gathering","Food Establishment","Queens","32-20 34th Ave 11106","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6012","130586","2020-03-04T12:27:53.000Z","FAT CAT'S PIZZA","Food Establishment","Queens","32-20 34 Avenue 11106","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3948","130585","2020-03-04T12:25:59.000Z","Happy Gathering","Food Establishment","Queens","32-20 34 Avenue 11106","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5777","130584","2020-03-03T16:46:00.000Z","BLINKS DELI","Food Establishment","Queens","43-01 35th St 11101","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4828","130583","2020-03-03T16:36:07.000Z","Ramen Okidoki","Food Establishment","Queens","34-05 30th Ave 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5814","130582","2020-03-03T16:32:32.000Z","REDSTONE ROCKET","Food Establishment","Queens","32-35 48th Ave 11101","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5767","130581","2020-03-03T16:26:02.000Z","VAN DAM DINER","Food Establishment","Queens","45-55 Van Dam St 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17940","130580","2020-03-03T16:24:43.000Z","BONJOUR CREPES","Other (Please specify)","Queens","34-10 30th Ave 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18004","130579","2020-03-03T16:22:12.000Z","TIKKA INDIAN GRILL","Other (Please specify)","Queens","34-14 30th Ave 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17718","130578","2020-03-03T16:21:47.000Z","TIKKA INDIAN GRILL","Other (Please specify)","Queens","34-14 30th Ave 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3795","130577","2020-03-03T16:15:07.000Z","Ovelia","Food Establishment","Queens","34-01 30 Avenue 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4827","130576","2020-03-03T16:09:46.000Z","Absolute Wine & Spirits","Food Establishment","Queens","34-13 30th Ave 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4831","130575","2020-03-03T16:07:20.000Z","The Shady Lady","Food Establishment","Queens","34-19 30th Ave 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3801","130574","2020-03-03T16:05:19.000Z","Golden House","Food Establishment","Queens","35-12 30 Avenue 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18449","130573","2020-03-03T16:01:07.000Z","Cardamom Indian Cuisine","Food Establishment","Queens","43-45 43rd St 11104","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18003","130572","2020-03-03T15:55:13.000Z","AMPLE HILLS CREAMERY","Other (Please specify)","Queens","34-02 30th Ave 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5839","130571","2020-03-03T15:53:17.000Z","BIRIYANI HOUSE","Food Establishment","Queens","43-45 43rd St 11104","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3798","130570","2020-03-03T15:40:18.000Z","Matsu Sushi","Food Establishment","Queens","34-11 30 Avenue 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3799","130569","2020-03-03T15:38:02.000Z","Grand Avenue Pizza","Food Establishment","Queens","34-24 30 Avenue 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5976","130568","2020-03-03T15:37:35.000Z","New Wah Yeung's Kitchen","Food Establishment","Queens","43-24  43 Avenue 11104","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4830","130567","2020-03-03T15:25:42.000Z","Sunberi Frozen Yogurt Crepe","Food Establishment","Queens","35-04 30th Ave 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6941","130566","2020-03-03T15:24:22.000Z","CHINA GARDEN","Food Establishment","Queens","39-20 47th St 11104","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5222","130565","2020-03-03T15:21:54.000Z","Jujube Tree","Food Establishment","Queens","35-02 30th Ave 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5783","130564","2020-03-03T15:20:23.000Z","CYPRIANA","Food Establishment","Queens","47-02 37th St 11101","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5846","130563","2020-03-03T14:41:48.000Z","SIKO FOOD","Food Establishment","Queens","39-09 47th Ave 11104","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3785","130562","2020-03-03T14:36:23.000Z","MARABELLAS PIZZA","Food Establishment","Queens","41-07 Greenpoint Avenue 11104","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5849","130561","2020-03-03T14:26:27.000Z","DON POLLO","Food Establishment","Queens","41-06 Greenpoint Ave 11104","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5848","130560","2020-03-03T14:12:24.000Z","OT REST & BAR CORP","Food Establishment","Queens","39-31 Queens Blvd 11104","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18622","130559","2020-03-03T14:11:28.000Z","Food Cave Lic","Food Establishment","Queens","33-22 Northern Blvd 11101","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5840","130558","2020-03-03T14:11:11.000Z","ARRIBA ARRIBA","Food Establishment","Queens","40-15 Queens Blvd 11104","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18446","130557","2020-03-03T14:09:59.000Z","Via Caramica","Food Establishment","Queens","33-00 Northern Blvd 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5775","130556","2020-03-03T14:06:46.000Z","BOULEVARD DELI","Food Establishment","Queens","33-00 Northern Blvd 11101","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3790","130555","2020-03-03T13:45:18.000Z","Create","Food Establishment","Queens","36-03 30 Avenue 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4834","130554","2020-03-03T13:44:47.000Z","Crave","Food Establishment","Queens","28-55 36th St 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6463","130553","2020-03-03T13:36:18.000Z","PIATSA SOUVLAKI","Food Establishment","Queens","36-02 30th Ave 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3230","130552","2020-03-03T13:35:05.000Z","No. 8 Chinese","Food Establishment","Bronx","694 Thwaites Place 10467","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17654","130551","2020-03-03T13:34:54.000Z","GYRO WORLD","Other (Please specify)","Queens","36-02 30th Ave 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3716","130550","2020-03-03T13:26:46.000Z","Singas Famous Pizza","Food Establishment","Queens","42-02 Northern Boulevard 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"4833","130549","2020-03-03T13:25:14.000Z","Pink Nori","Food Establishment","Queens","36-06 30th Ave 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3231","130548","2020-03-03T13:17:37.000Z","Steven Restaurant","Food Establishment","Bronx","2233 Boston Road 10467","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17993","130547","2020-03-03T13:06:36.000Z","VERA THAI RESTAURANT","Other (Please specify)","Queens","43-01 Queens Boulevard 11104","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3946","130546","2020-03-03T13:04:14.000Z","Homemade Tangeria","Food Establishment","Queens","45-09 34 Avenue 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3945","130545","2020-03-03T13:02:53.000Z","Daybreak","Food Establishment","Queens","45-01 34 Avenue 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3944","130544","2020-03-03T13:01:36.000Z","King Garden","Food Establishment","Queens","43-06 34 Avenue 11101","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3943","130543","2020-03-03T13:01:13.000Z","Ecuadorian","Food Establishment","Queens","41-20 34 Avenue 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5742","130542","2020-03-03T12:56:25.000Z","PRIK THAI KITCHEN","Food Establishment","Queens","47-16 30th Ave 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5741","130541","2020-03-03T12:52:22.000Z","NEW SUPER CHINA PAGODA","Food Establishment","Queens","47-20 30th Ave 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5740","130540","2020-03-03T12:34:17.000Z","DE MOLE RESTAURANT","Food Establishment","Queens","42-20 30th Ave 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18293","130539","2020-03-03T12:14:11.000Z","Ddlee Thai","Food Establishment","Queens","42-06 30th Ave 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5838","130538","2020-03-03T12:13:23.000Z","LATIN CABANA","Food Establishment","Queens","3415 Steinway St 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3726","130537","2020-03-03T12:11:24.000Z","Metro Coffee Shop","Food Establishment","Queens","34-10 Steinway Street 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5749","130536","2020-03-03T12:11:03.000Z","MEZQUITE","Food Establishment","Queens","45-6 30th Ave 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5818","130535","2020-03-03T12:10:03.000Z","TWIST AND SMASH'D SPORTS","Food Establishment","Queens","34-02 Steinway St 11101","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5968","130534","2020-03-03T12:02:45.000Z","Restoran Seher Old Bridge 3","Food Establishment","Queens","28-51 42 Street 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5745","130533","2020-03-03T11:45:44.000Z","LA LUNA CAFE","Food Establishment","Queens","44-01 30th Ave 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17677","130532","2020-03-03T11:26:29.000Z","BROTHER CREPE & TEPPAN SIZZLING STEAKS","Other (Please specify)","Queens","42-02 30th Ave 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6256","130531","2020-03-03T11:23:01.000Z","I AM THAI EXPRESS RESTAURANT","Food Establishment","Queens","49-08 43rd Ave 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3741","130530","2020-03-03T11:07:11.000Z","Los Cuencanitos","Food Establishment","Queens","54-18 Roosevelt Avenue 11377","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6916","130529","2020-03-03T11:00:35.000Z","3 ALARM DELI","Food Establishment","Queens","45-15 28th Ave 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6269","130528","2020-03-02T16:39:00.000Z","CHIN CHIN THAI KITCHEN","Food Establishment","Queens","57-17 Roosevelt Ave 11377","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"7151","130527","2020-03-02T16:29:48.000Z","FUSION JUICE BAR","Food Establishment","Queens","3093 31st Ave 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6295","130526","2020-03-02T16:21:48.000Z","Bagel's Plus","Food Establishment","Queens","57-22  Woodside Avenue 11377","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5738","130525","2020-03-02T16:14:11.000Z","TU CASA RESTAURANT","Food Establishment","Queens","30-10 Steinway St 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3731","130524","2020-03-02T16:04:50.000Z","Rizzo's Pizza","Food Establishment","Queens","30-13 Steinway Street 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3734","130523","2020-03-02T15:48:29.000Z","Aden","Food Establishment","Queens","24-42 Steinway Street 11103","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17989","130522","2020-03-02T15:47:35.000Z","BLVD DINER","Food Establishment","Queens","43-11 Queens Boulevard 11104","Yes","Yes",,,,,,"Yes",,,,,,"No","Yes",,,,,,"4-017989-03022020-568549945683","DF4","206243218","NULL",,,,,,,,,,,
"6922","130521","2020-03-02T15:35:38.000Z","PIZZA GHETTI","Food Establishment","Queens","24-07 Steinway St 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3735","130520","2020-03-02T15:33:25.000Z","Duzan","Food Establishment","Queens","24-11 Steinway Street 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"5847","130519","2020-03-02T15:30:14.000Z","VENTURO OSTERIA & WINE BAR","Food Establishment","Queens","44-07 Queens Blvd 11104","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"6271","130518","2020-03-02T15:28:28.000Z","BUNGALOW 31","Food Establishment","Queens","58-5 31st Ave 11377","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"18630","130517","2020-03-02T15:26:12.000Z","Fuyu Ramen","Food Establishment","Queens","4617 Queens Blvd 11104","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3733","130516","2020-03-02T15:25:32.000Z","Halal Egyptian Café","Food Establishment","Queens","25-61 Steinway Street 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3765","130515","2020-03-02T15:18:36.000Z","Pete's Grill","Food Establishment","Queens","39-14 Queens Boulevard 11104","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17709","130514","2020-03-02T15:17:52.000Z","ARIA KABAB","Other (Please specify)","Queens","25-58 Steinway St 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"3494","130513","2020-03-02T15:09:40.000Z","Pino's Pizzeria","Food Establishment","Brooklyn","5201 5 Avenue 11220","Yes","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"17986","130512","2020-03-02T15:06:04.000Z","3 BROS 99 CENT PIZZA","Other (Please specify)","Queens","25-89 Steinway St 11103","No","Yes",,,,,,"Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
"7154","130511","2020-03-02T14:23:42.000Z","WOODSIDE DELI AND BAGEL","Food Establishment","Queens","54-12 31st Ave 11377","Yes","No","Yes",,,"DF6","206243355","Yes",,,,,,"Yes",,,,,,,,,,"Yes",,,,,,,,,,,
