"acct_id","alpha","acct_num","owner_name","last_visit_dt","last_full_insp_dt","last_insp_stat","prem_addr","bin","communitydistrict","citycouncildistrict","bbl","cent_latitude","cent_longitude","zipcode","borough","number","street","census_tract","nta"
"1","P","4812798","BEN RIC FUR FASHIONS INC","2018-03-23T00:00:00.000","2018-03-23T00:00:00.000","APPROVAL","186-14 UNION TNPK","0",,,,,,,,"186-14","UNION TNPK",,
"2","P","6486682","RICHAL INC.","2018-03-23T00:00:00.000","2018-03-23T00:00:00.000","APPROVAL","179-10 UNION TNPK","0",,,,,,,,"179-10","UNION TNPK",,
"3","C","6743934","CROSSTOWN MGT. CORP.","2017-03-29T00:00:00.000","2017-03-29T00:00:00.000","NOV(HOLD)","179-18 UNION TNPK","0",,,,,,,,"179-18","UNION TNPK",,
"4","RR","23012560","F.D.N.Y.","2016-01-25T00:00:00.000","2016-01-25T00:00:00.000","APPROVAL","34-11 HUNTERS POINT AVE","0",,,,,,,,"34-11","HUNTERS POINT AVE",,
"5","G","26087460","MTA NYC TRANSIT","2014-08-21T00:00:00.000","2014-08-21T00:00:00.000","APPROVAL","1 176 STREET STATION","0",,,,,,,,"1","176 STREET STATION",,
"6","G","27149681","ANTLER APARTMENT","2014-06-10T00:00:00.000","2014-06-10T00:00:00.000","NOT APPROVAL(W/REASON)","2079 DOUGLAS BLVD","0",,,,,,,,"2079","DOUGLAS BLVD",,
"7","G","28029114","MTA NYC TRANSIT","2018-07-25T00:00:00.000","2018-07-25T00:00:00.000","NOT APPROVAL(VIO)","1 BEACH 116 ST STAT","0",,,,,,,,"1","BEACH 116 ST STAT",,
"9","G","28069136","MTA NYC TRANSIT","2018-06-30T00:00:00.000","2018-06-30T00:00:00.000","NOT APPROVAL(VIO)","3 CANAL ST STATION","0",,,,,,,,"3","CANAL ST STATION",,
"10","F","28084887","BAINBRIDGE CLUSTER ASSOC","2014-01-15T00:00:00.000","2014-01-15T00:00:00.000","APPROVAL","412 MCDONOUGH ST","0",,,,,,,,"412","MCDONOUGH ST",,
"11","G","28084895","BAINBRIDGE CLUSTER ASSOC","2014-12-10T00:00:00.000","2014-12-10T00:00:00.000","APPROVAL","412 MCDONOUGH ST","0",,,,,,,,"412","MCDONOUGH ST",,
"14","G","28106250","CHELSEA PIERS MGMT INC.","2015-07-08T00:00:00.000","2014-08-26T00:00:00.000","NOT APPROVAL(W/REASON)","1 CHELSEA PIERS","0",,,,,,,,"1","CHELSEA PIERS",,
"15","G","28106268","CHELSEA PIERS MGMT INC.","2014-10-28T00:00:00.000","2014-08-27T00:00:00.000","NOT APPROVAL(W/REASON)","1 CHELSEA PIERS","0",,,,,,,,"1","CHELSEA PIERS",,
"17","G","28129138","NYC RESTORATION PROJECT","2014-01-29T00:00:00.000","2014-01-29T00:00:00.000","APPROVAL","1 PETER JAY SHARP PL","0",,,,,,,,"1","PETER JAY SHARP PL",,
"19","F","28142271","JOSE ARIAS","2017-02-10T00:00:00.000","2017-02-10T00:00:00.000","NOT APPROVAL(W/REASON)","38 MARBLE HILL AVE","0",,,,,,,,"38","MARBLE HILL AVE",,
"23","P","28167344","UNION PLAZA MANAGEMENT","2018-07-27T00:00:00.000","2018-07-27T00:00:00.000","APPROVAL","211-18 UNION TNPK","0",,,,,,,,"211-18","UNION TNPK",,
"27","F","28209047","J.R.D. MGMT CORP","2014-08-01T00:00:00.000","2014-08-01T00:00:00.000","APPROVAL","10-36 NIELSON ST","0",,,,,,,,"10-36","NIELSON ST",,
"28","G","28209732","MTA NYC TRANSIT","2017-11-16T00:00:00.000","2017-04-20T00:00:00.000","NOT APPROVAL(W/REASON)","1 SO FERRY STATION","0",,,,,,,,"1","SO FERRY STATION",,
"29","G","28209807","MTA NYC TRANSIT","2018-03-14T00:00:00.000","2017-06-14T00:00:00.000","NOT APPROVAL(W/REASON)","1 SO FERRY STATION","0",,,,,,,,"1","SO FERRY STATION",,
"34","DV","28230506","CHELSEA PIERS MGMT INC.","2016-04-29T00:00:00.000","2015-08-22T00:00:00.000","NOT APPROVAL(W/REASON)","1 CHELSEA PIERS","0",,,,,,,,"1","CHELSEA PIERS",,
"36","DV","28231462","CELTIC HOLDING LLC","2014-04-03T00:00:00.000","2014-04-03T00:00:00.000","APPROVAL","30-30 THOMPSON AVE","0",,,,,,,,"30-30","THOMPSON AVE",,
"37","DV","28231850","PUBLIC STORAGE","2014-10-01T00:00:00.000","2014-04-09T00:00:00.000","NOT APPROVAL(W/REASON)","275 VETERANS RD","0",,,,,,,,"275","VETERANS RD",,
"38","DV","28233674","NY RESTORATION PROJECT","2016-02-02T00:00:00.000","2014-09-11T00:00:00.000","NOV(NO HOLD)","1 PETER JAY SHARP PL","0",,,,,,,,"1","PETER JAY SHARP PL",,
"39","F","29006954","LANGSAM PROP SERVICES","2015-01-29T00:00:00.000","2013-12-05T00:00:00.000","NOT APPROVAL(W/REASON)","63 ADRIAN AVE","0",,,,,,,,"63","ADRIAN AVE",,
"50","G","29099165","MTA NYC TRANSIT","2014-08-28T00:00:00.000","2014-08-28T00:00:00.000","APPROVAL","1 MT EDEN AVE STAT","0",,,,,,,,"1","MT EDEN AVE STAT",,
"58","G","29142460","BATTERY PK DEVELOP CORP","2015-11-17T00:00:00.000","2015-04-15T00:00:00.000","NOT APPROVAL(W/REASON)","1 NORTH RIVER-PIER A","0",,,,,,,,"1","NORTH RIVER-PIER A",,
"60","G","29147527","TINY FOOTSTEPS CHILDCARE","2016-10-31T00:00:00.000","2015-08-11T00:00:00.000","NOV(NO HOLD)","167-20 UNION TNPK","0",,,,,,,,"167-20","UNION TNPK",,
"77","P","30075402","G & L VENTURE LLC","2018-10-09T00:00:00.000","2018-10-09T00:00:00.000","APPROVAL","4231-33 ARTHUR KILL RD","0",,,,,,,,"4231-33","ARTHUR KILL RD",,
"80","N","30126585","CUNY","2014-07-09T00:00:00.000","2014-07-09T00:00:00.000","APPROVAL","94-45 GUY BREWER BLVD","0",,,,,,,,"94-45","GUY BREWER BLVD",,
"86","G","30197214","CHAMSA RLTY","2016-05-11T00:00:00.000","2016-05-11T00:00:00.000","NOT APPROVAL(W/REASON)","186-14 UNION TNPK","0",,,,,,,,"186-14","UNION TNPK",,
"88","P","30222202","P&C #1 CORP.","2018-12-14T00:00:00.000","2018-12-14T00:00:00.000","NOT APPROVAL(W/REASON)","56 50 ST","0",,,,,,,,"56","50 ST",,
"93","B","30272017","PUSH FITNESS CLUB","2018-10-05T00:00:00.000","2018-10-05T00:00:00.000","NOT APPROVAL(VIO)","188-02 UNION TNPK","0",,,,,,,,"188-02","UNION TNPK",,
"97","G","31045321","NYCHA","2015-01-15T00:00:00.000","2015-01-15T00:00:00.000","NOT APPROVAL(W/REASON)","3005 DOUGLAS BLVD","0",,,,,,,,"3005","DOUGLAS BLVD",,
"105","G","31143100","EMS STATION #4","2018-08-31T00:00:00.000","2018-08-31T00:00:00.000","NOT APPROVAL(W/REASON)","1 PIER 36 EMS BLDG","0",,,,,,,,"1","PIER 36 EMS BLDG",,
"106","G","31159494","HARLEM YMCA OUTREACH/1FL","2014-05-05T00:00:00.000","2011-06-15T00:00:00.000","APPROVAL","2621 ADAM CLAYTON BLVD","0",,,,,,,,"2621","ADAM CLAYTON BLVD",,
"108","G","31181571","MTA NYC TRANSIT","2016-07-13T00:00:00.000","2016-07-13T00:00:00.000","NOT APPROVAL(VIO)","1 BEACH 67 ST STATION","0",,,,,,,,"1","BEACH 67 ST STATION",,
"111","G","31215429","NYC DOE","2014-03-19T00:00:00.000","2014-03-19T00:00:00.000","NOT APPROVAL(W/REASON)","84 SCHAEFFER ST","0",,,,,,,,"84","SCHAEFFER ST",,
"121","G","32030348","MTA NYC TRANSIT","2017-02-25T00:00:00.000","2017-02-25T00:00:00.000","APPROVAL","1 BEACH 60 ST STATION","0",,,,,,,,"1","BEACH 60 ST STATION",,
"122","G","32072977","GARDEN OF EDEN ASSOC","2015-07-17T00:00:00.000","2015-07-17T00:00:00.000","NOT APPROVAL(W/REASON)","2217 DOUGLAS BLVD","0",,,,,,,,"2217","DOUGLAS BLVD",,
"123","G","32072985","GARDEN OF EDEN ASSOC.","2015-07-17T00:00:00.000","2015-07-17T00:00:00.000","NOT APPROVAL(W/REASON)","2211 DOUGLAS BLVD","0",,,,,,,,"2211","DOUGLAS BLVD",,
"124","P","32074718","CLEAN RITE LAUNDRY","2018-04-10T00:00:00.000","2018-04-10T00:00:00.000","APPROVAL","8209-11 FLATLANDS AVE","0",,,,,,,,"8209-11","FLATLANDS AVE",,
"125","DV","32093007","MB FAMILY LLC","2018-03-09T00:00:00.000","2018-03-09T00:00:00.000","NOT APPROVAL(W/REASON)","40-23 ITHACA ST","0",,,,,,,,"40-23","ITHACA ST",,
"130","S","32122798","CCA CIVIL INC","2014-06-18T00:00:00.000","2014-06-18T00:00:00.000","APPROVAL","29 LAMBERTS LA","0",,,,,,,,"29","LAMBERTS LA",,
"132","S","32143547","SKANSKA","2016-04-19T00:00:00.000","2016-04-19T00:00:00.000","APPROVAL","100 WASHINGTON ST","0",,,,,,,,"100","WASHINGTON ST",,
"135","P","32153595","GRAB & GO CONVENIENCE","2018-10-19T00:00:00.000","2018-10-19T00:00:00.000","APPROVAL","272-08 UNION TNPK","0",,,,,,,,"272-08","UNION TNPK",,
"136","F","32178105","394/6/98 MCDONOUGH HSG","2014-08-28T00:00:00.000","2014-08-28T00:00:00.000","APPROVAL","394 MCDONOUGH ST","0",,,,,,,,"394","MCDONOUGH ST",,
"138","F","32195075","CHASE COLLISION","2017-12-21T00:00:00.000","2017-12-21T00:00:00.000","NOT APPROVAL(VIO)","1213-43 E 15 ST","0",,,,,,,,"1213-43","E 15 ST",,
"142","T","32214827","JP MORGAN CHASE BANK","2015-02-05T00:00:00.000","2015-02-05T00:00:00.000","NOT APPROVAL(W/REASON)","98 W 225 ST","0",,,,,,,,"98","W 225 ST",,
"144","T","32238875","CELIT HOLDINGS LLC","2014-06-24T00:00:00.000","2014-06-24T00:00:00.000","NOT APPROVAL(W/REASON)","30-30 THOMPSON AVE","0",,,,,,,,"30-30","THOMPSON AVE",,
"147","R","32262115","SKANSKA KOCH INC","2014-05-29T00:00:00.000","2014-05-29T00:00:00.000","APPROVAL","100 WASHINGTON ST","0",,,,,,,,"100","WASHINGTON ST",,
"151","G","32290587","MTA NYC TRANSIT","2017-08-24T00:00:00.000","2017-08-05T00:00:00.000","NOT APPROVAL(W/REASON)","1 61 ST & WOODSIDE AVE STAT","0",,,,,,,,"1","61 ST & WOODSIDE AVE STAT",,
"158","F","33003054","CALVIN CLINTON","2015-11-19T00:00:00.000","2015-11-19T00:00:00.000","APPROVAL","324 MCDONOUGH ST","0",,,,,,,,"324","MCDONOUGH ST",,
"160","T","33004771","CELTIC HOLDING LLC","2014-06-24T00:00:00.000","2014-06-24T00:00:00.000","NOT APPROVAL(W/REASON)","30-30 THOMPSON AVE","0",,,,,,,,"30-30","THOMPSON AVE",,
"171","S","33081241","PETER SCALAMANDRE & SONS","2014-01-15T00:00:00.000","2014-01-15T00:00:00.000","APPROVAL","21 WEST END AVE","0",,,,,,,,"21","WEST END AVE",,
"179","F","33138025","MICHAEL NAIRNE","2015-11-13T00:00:00.000","2015-11-13T00:00:00.000","APPROVAL","558 MCDONOUGH ST","0",,,,,,,,"558","MCDONOUGH ST",,
"181","R","33154113","MACY'S FIREWORKS","2018-07-04T00:00:00.000","2018-07-04T00:00:00.000","APPROVAL","52-10 CENTER BLVD","0",,,,,,,,"52-10","CENTER BLVD",,
"183","R","33157157","RUTTURA & SONS","2014-01-16T00:00:00.000","2014-01-16T00:00:00.000","APPROVAL","340 GATEWAY DR","0",,,,,,,,"340","GATEWAY DR",,
"187","S","33179680","GRANITE DESIGNS","2018-09-27T00:00:00.000","2018-09-27T00:00:00.000","APPROVAL","485 INDUSTRIAL LOOP","0",,,,,,,,"485","INDUSTRIAL LOOP",,
"188","F","33179706","EDGE AUTO REPAIR","2018-09-27T00:00:00.000","2018-09-27T00:00:00.000","APPROVAL","487 INDUSTRIAL LOOP","0",,,,,,,,"487","INDUSTRIAL LOOP",,
"191","B","33216144","NYC DEPT OF PARKS","2018-10-11T00:00:00.000","2018-10-11T00:00:00.000","NOT APPROVAL(W/REASON)","338 STORY RD","0",,,,,,,,"338","STORY RD",,
"193","I","33225848","NYC PARKS & RECREATION","2018-09-04T00:00:00.000","2018-09-04T00:00:00.000","APPROVAL","77 CHEROKEE PL","0",,,,,,,,"77","CHEROKEE PL",,
"197","I","33237314","NYC PARKS & RECREATION","2018-08-29T00:00:00.000","2018-08-29T00:00:00.000","APPROVAL","67 CLAREMONT PKWY","0",,,,,,,,"67","CLAREMONT PKWY",,
"198","S","33239419","NYC DEP OF PARKS","2018-07-24T00:00:00.000","2018-07-24T00:00:00.000","APPROVAL","301 SHORE RD","0",,,,,,,,"301","SHORE RD",,
"201","S","33264557","TUTOR PERINI","2016-11-07T00:00:00.000","2016-11-07T00:00:00.000","APPROVAL","100 HUDSON RD","0",,,,,,,,"100","HUDSON RD",,
"205","N","33280819","CITY UNIVERSITY OF NY","2014-02-20T00:00:00.000","2014-02-20T00:00:00.000","APPROVAL","94-45 GUY BREWER BLVD","0",,,,,,,,"94-45","GUY BREWER BLVD",,
"206","N","33280835","CITY UNIVERSITY OF NY","2014-07-09T00:00:00.000","2014-07-09T00:00:00.000","APPROVAL","94-45 GUY BREWER BLVD","0",,,,,,,,"94-45","GUY BREWER BLVD",,
"208","A","33289448","USA ROOFING CO CORP","2015-05-13T00:00:00.000","2015-05-13T00:00:00.000","APPROVAL","163 FLUSHING AVE","0",,,,,,,,"163","FLUSHING AVE",,
"218","P","33311523","BELLROSE JEWISH CENTER","2018-10-15T00:00:00.000","2018-10-15T00:00:00.000","APPROVAL","254-14 UNION TNPK","0",,,,,,,,"254-14","UNION TNPK",,
