"acct_id","alpha","acct_num","owner_name","last_visit_dt","last_full_insp_dt","last_insp_stat","prem_addr","bin","communitydistrict","citycouncildistrict","bbl","cent_latitude","cent_longitude","zipcode","borough","number","street","census_tract","nta"
"220","Z","33316670","ISLAND INTERNATIONAL ENT","2014-03-20T00:00:00.000","2014-03-20T00:00:00.000","APPROVAL","340 GATEWAY DR","0",,,,,,,,"340","GATEWAY DR",,
"221","AA","33322371","WALTER T GORMAN","2014-08-18T00:00:00.000","2014-08-18T00:00:00.000","NOT APPROVAL(W/REASON)","114-15 GUY BREWER BLVD","0",,,,,,,,"114-15","GUY BREWER BLVD",,
"222","T","33325630","CUNY(YORK COLLEGE)","2014-10-07T00:00:00.000","2014-10-07T00:00:00.000","APPROVAL","94-45 GUY BREWER BLVD","0",,,,,,,,"94-45","GUY BREWER BLVD",,
"223","N","34001032","MG REALTY LLC","2016-06-03T00:00:00.000","2016-06-03T00:00:00.000","APPROVAL","1029 6 AVE","0",,,,,,,,"1029","6 AVE",,
"224","G","34011494","NORWAY ASSOCIATES INC.","2016-03-04T00:00:00.000","2015-03-17T00:00:00.000","NOT APPROVAL(W/REASON)","91 VAN CORTLANDT PARK W","0",,,,,,,,"91","VAN CORTLANDT PARK W",,
"225","N","34011775","NYCDEP","2014-05-30T00:00:00.000","2014-05-30T00:00:00.000","APPROVAL","301 SHORE RD","0",,,,,,,,"301","SHORE RD",,
"226","S","34012823","GRAMERCY GROUP, INC.","2014-01-14T00:00:00.000","2014-01-14T00:00:00.000","APPROVAL","17 W END AVE","0",,,,,,,,"17","W END AVE",,
"227","S","34016220","PETER SCALAMDRE & SONS I","2014-01-15T00:00:00.000","2014-01-15T00:00:00.000","APPROVAL","21 WEST END AVE","0",,,,,,,,"21","WEST END AVE",,
"228","AA","34019034","NY PRESBYTERIAN M.C.","2014-01-27T00:00:00.000","2014-01-27T00:00:00.000","NOT APPROVAL(W/REASON)","710 WEST ST","0",,,,,,,,"710","WEST ST",,
"231","AA","34035774","KINGSBRIDGE ASSOCIATES","2014-02-14T00:00:00.000","2014-02-14T00:00:00.000","NOT APPROVAL(W/REASON)","90 W 225 ST","0",,,,,,,,"90","W 225 ST",,
"232","E","34042283","NYC CUNY","2018-09-24T00:00:00.000","2018-09-24T00:00:00.000","APPROVAL","29-10 THOMPSON AVE","0",,,,,,,,"29-10","THOMPSON AVE",,
"233","T","34043158","SAKER AVIATION SERVICES","2014-04-09T00:00:00.000","2014-04-09T00:00:00.000","APPROVAL","1 PIER 6","0",,,,,,,,"1","PIER 6",,
"234","AA","34044131","DEPT OF CORRECTIONS","2014-02-25T00:00:00.000","2014-02-25T00:00:00.000","NOT APPROVAL(W/REASON)","17-19 HAZEN ST","0",,,,,,,,"17-19","HAZEN ST",,
"235","AA","34044149","DEPT OF CORRECTIONS","2014-02-25T00:00:00.000","2014-02-25T00:00:00.000","NOT APPROVAL(W/REASON)","17-19 HAZEN ST","0",,,,,,,,"17-19","HAZEN ST",,
"237","AA","34047720","N/A","2015-05-26T00:00:00.000","2015-05-26T00:00:00.000","NOT APPROVAL(W/REASON)","84-33 RADNOR ST","0",,,,,,,,"84-33","RADNOR ST",,
"238","S","34048926","EXPRESS BUILDERS JB INC","2014-02-25T00:00:00.000","2014-02-25T00:00:00.000","APPROVAL","23 S 10 ST","0",,,,,,,,"23","S 10 ST",,
"239","AA","34050294","DEPT OF CORRECTIONS","2014-03-04T00:00:00.000","2014-03-04T00:00:00.000","NOT APPROVAL(W/REASON)","17-19 HAZEN ST","0",,,,,,,,"17-19","HAZEN ST",,
"240","N","34051508","CUNY","2014-08-29T00:00:00.000","2014-08-29T00:00:00.000","APPROVAL","94-45 GUY BREWER BLVD","0",,,,,,,,"94-45","GUY BREWER BLVD",,
"241","G","34054692","SEIGEL  II LLC","2018-05-31T00:00:00.000","2018-05-31T00:00:00.000","APPROVAL","114 SIEGEL ST","0",,,,,,,,"114","SIEGEL ST",,
"242","G","34054700","GREEN COMPLEX INC.","2015-04-10T00:00:00.000","2014-11-06T00:00:00.000","NOT APPROVAL(W/REASON)","120 SIEGEL ST","0",,,,,,,,"120","SIEGEL ST",,
"243","S","34056242","STRATIS CONTRACTING CORP","2017-10-26T00:00:00.000","2017-07-01T00:00:00.000","NOT APPROVAL(VIO)","301 SHORE RD","0",,,,,,,,"301","SHORE RD",,
"244","RR","34057869","NYC POLICE DEPARTMENT","2015-08-27T00:00:00.000","2015-08-27T00:00:00.000","APPROVAL","90 FLOYD BENNETT FIELD","0",,,,,,,,"90","FLOYD BENNETT FIELD",,
"245","AA","34058339","JOSEPH R LORING & ASSOC","2014-06-30T00:00:00.000","2014-06-30T00:00:00.000","NOT APPROVAL(W/REASON)","29-10 THOMPSON AVE","0",,,,,,,,"29-10","THOMPSON AVE",,
"246","N","34067074","CELTICS HOLDING","2018-10-23T00:00:00.000","2018-10-23T00:00:00.000","APPROVAL","30-20 THOMPSON AVE","0",,,,,,,,"30-20","THOMPSON AVE",,
"247","B","34078477","THE GIBSON BROOKLYN","2018-10-13T00:00:00.000","2018-10-13T00:00:00.000","APPROVAL","108 BEDFORD AVE","0",,,,,,,,"108","BEDFORD AVE",,
"248","RR","34079376","NYPD","2017-11-01T00:00:00.000","2017-11-01T00:00:00.000","APPROVAL","90 FLOYD BENNETT FIELD","0",,,,,,,,"90","FLOYD BENNETT FIELD",,
"249","G","34083287","MTA NYC TRANSIT","2014-09-30T00:00:00.000","2014-03-29T00:00:00.000","NOT APPROVAL(W/REASON)","1 110 ST STATION","0",,,,,,,,"1","110 ST STATION",,
"250","P","34087320","RIVOLI REALTY CORP.","2018-07-26T00:00:00.000","2018-07-26T00:00:00.000","APPROVAL","188-10 UNION TNPK","0",,,,,,,,"188-10","UNION TNPK",,
"251","AA","34095257","DORMITORY AUTHORITY","2014-04-17T00:00:00.000","2014-04-17T00:00:00.000","NOT APPROVAL(W/REASON)","29-10 THOMPSON AVE","0",,,,,,,,"29-10","THOMPSON AVE",,
"252","AA","34099465","NYC SCHOOL CONSTRUCTION","2014-04-23T00:00:00.000","2014-04-23T00:00:00.000","NOT APPROVAL(W/REASON)","21 WEST END AVE","0",,,,,,,,"21","WEST END AVE",,
"253","A","34102848","REGAL USA CONSTRUCTION","2014-10-06T00:00:00.000","2014-10-06T00:00:00.000","APPROVAL","21 WEST END AVE","0",,,,,,,,"21","WEST END AVE",,
"254","AA","34108332","COFFEED OF LIC LANDING","2014-07-01T00:00:00.000","2014-07-01T00:00:00.000","NOT APPROVAL(W/REASON)","52-10 CENTER BLVD","0",,,,,,,,"52-10","CENTER BLVD",,
"255","S","34118935","D&S IRON WORKS, INC.","2014-05-12T00:00:00.000","2014-05-12T00:00:00.000","APPROVAL","150-29 CROSSBAY BLVD","0",,,,,,,,"150-29","CROSSBAY BLVD",,
"256","AA","34124693","CELTIC HOLDINGS LLC","2014-05-20T00:00:00.000","2014-05-20T00:00:00.000","NOT APPROVAL(W/REASON)","30-20 THOMPSON AVE","0",,,,,,,,"30-20","THOMPSON AVE",,
"257","AA","34126706","CITY OF NEW YORK PARKS","2014-10-01T00:00:00.000","2014-10-01T00:00:00.000","NOT APPROVAL(W/REASON)","260 CEDAR GROVE AVE","0",,,,,,,,"260","CEDAR GROVE AVE",,
"258","N","34137083","CELTIC HOLDINGS LLC","2014-07-29T00:00:00.000","2014-07-29T00:00:00.000","APPROVAL","30-20 THOMPSON AVE","0",,,,,,,,"30-20","THOMPSON AVE",,
"259","N","34138131","DORMITORY AUTORITY OF NY","2014-01-19T00:00:00.000","2014-01-19T00:00:00.000","APPROVAL","31-40 THOMPSON AVE","0",,,,,,,,"31-40","THOMPSON AVE",,
"260","N","34138149","DORMITORY AUTORITY OF NY","2017-04-26T00:00:00.000","2017-04-26T00:00:00.000","NOT APPROVAL(W/REASON)","31-40 THOMPSON AVE","0",,,,,,,,"31-40","THOMPSON AVE",,
"261","S","34142166","NYC DEPT OF CORRECTION","2014-06-05T00:00:00.000","2014-06-05T00:00:00.000","NOT APPROVAL(VIO)","30 PERIMETER RD","0",,,,,,,,"30","PERIMETER RD",,
"262","S","34142166","NYC DEPT OF CORRECTION","2014-06-05T00:00:00.000","2014-06-05T00:00:00.000","NOV(HOLD)","30 PERIMETER RD","0",,,,,,,,"30","PERIMETER RD",,
"263","AA","34151662","WILLIAMSBURG EDGE LLC","2014-06-17T00:00:00.000","2014-06-17T00:00:00.000","NOT APPROVAL(W/REASON)","2 N 6 ST","0",,,,,,,,"2","N 6 ST",,
"264","AA","34157651","M214 WEST 39TH STRET STE","2014-06-24T00:00:00.000","2014-06-24T00:00:00.000","NOT APPROVAL(W/REASON)","1029 6 AVE","0",,,,,,,,"1029","6 AVE",,
"265","T","34157883","NY KIDS CLUB","2015-09-14T00:00:00.000","2015-09-14T00:00:00.000","APPROVAL","2 NORTHSIDE PIER","0",,,,,,,,"2","NORTHSIDE PIER",,
"266","N","34173534","KINGSBRIDGE ASSOC","2016-02-17T00:00:00.000","2016-02-17T00:00:00.000","APPROVAL","90 W 225 ST","0",,,,,,,,"90","W 225 ST",,
"267","AA","34178145","STILLWELL SELF STORAGE","2014-07-15T00:00:00.000","2014-07-15T00:00:00.000","NOT APPROVAL(W/REASON)","1540 BASSETT AVE","0",,,,,,,,"1540","BASSETT AVE",,
"268","AA","34178640","GTJ REIT INC","2014-09-18T00:00:00.000","2014-09-18T00:00:00.000","NOT APPROVAL(W/REASON)","114-15 GUY BREWER BLVD","0",,,,,,,,"114-15","GUY BREWER BLVD",,
"269","G","34179374","AL PISNANI","2014-03-06T00:00:00.000","2014-03-06T00:00:00.000","APPROVAL","9-25 CROSSBAY BLVD","0",,,,,,,,"9-25","CROSSBAY BLVD",,
"270","AA","34180679","WYTHE & KENT REALTY LLC","2014-10-14T00:00:00.000","2014-10-14T00:00:00.000","NOT APPROVAL(W/REASON)","23 S 10 ST","0",,,,,,,,"23","S 10 ST",,
"271","S","34193045","KSW MECHANICAL SERV","2015-10-09T00:00:00.000","2015-10-09T00:00:00.000","APPROVAL","21 WEST END AVE","0",,,,,,,,"21","WEST END AVE",,
"272","S","34200642","PARKVIEW PLUMBING & HEAT","2016-06-07T00:00:00.000","2016-06-07T00:00:00.000","APPROVAL","21 WEST END AVE","0",,,,,,,,"21","WEST END AVE",,
"273","A","34209445","UNIQUE MECHANICAL SERV.","2014-08-12T00:00:00.000","2014-08-12T00:00:00.000","APPROVAL","30-30 THOMPSON AVE","0",,,,,,,,"30-30","THOMPSON AVE",,
"274","G","34218222","JOSHUA LYLES","2014-05-13T00:00:00.000","2014-05-13T00:00:00.000","APPROVAL","52-10 CENTER BLVD","0",,,,,,,,"52-10","CENTER BLVD",,
"275","N","34219402","E&Y DEVELOPMENT","2015-03-18T00:00:00.000","2015-03-18T00:00:00.000","APPROVAL","2257 ADAM CLAYTON BLVD","0",,,,,,,,"2257","ADAM CLAYTON BLVD",,
"276","S","34241299","NYC DEPT OF CORRECTION","2017-09-06T00:00:00.000","2017-09-06T00:00:00.000","NOT APPROVAL(W/REASON)","17-19 HAZEN ST","0",,,,,,,,"17-19","HAZEN ST",,
"277","AA","34263228","MICHAEL DIGIACOMO","2014-12-18T00:00:00.000","2014-12-18T00:00:00.000","NOT APPROVAL(W/REASON)","21 WEST END AVE","0",,,,,,,,"21","WEST END AVE",,
"278","S","34267286","PARAGON IRON INC.","2015-11-09T00:00:00.000","2015-11-09T00:00:00.000","APPROVAL","21 WEST END AVE","0",,,,,,,,"21","WEST END AVE",,
"279","Z","34274423","REGAL USA CONSTRUCTION I","2014-10-22T00:00:00.000","2014-10-22T00:00:00.000","APPROVAL","21 WEST END AVE","0",,,,,,,,"21","WEST END AVE",,
"280","A","34279794","REGAL USA CONSTRUCTION I","2014-10-28T00:00:00.000","2014-10-28T00:00:00.000","APPROVAL","21 WEST END AVE","0",,,,,,,,"21","WEST END AVE",,
"281","N","34282574","213-14 UNION TURNPIKE","2015-05-11T00:00:00.000","2015-05-11T00:00:00.000","APPROVAL","213-18 UNION TNPK","0",,,,,,,,"213-18","UNION TNPK",,
"282","N","34289314","LAGUARDIA COM COLLEGE","2015-03-18T00:00:00.000","2015-03-18T00:00:00.000","APPROVAL","29-10 THOMPSON AVE","0",,,,,,,,"29-10","THOMPSON AVE",,
"283","AA","34322727","KINGSBRIDGE ASSOCIATES","2014-12-16T00:00:00.000","2014-12-16T00:00:00.000","NOT APPROVAL(W/REASON)","90 W 225 ST","0",,,,,,,,"90","W 225 ST",,
"284","A","34328229","TUTOR PERINI CORP","2015-12-19T00:00:00.000","2015-12-19T00:00:00.000","APPROVAL","100 HUDSON RD","0",,,,,,,,"100","HUDSON RD",,
"285","AA","34331827","BELLEROSE JEWISH CENTER","2014-12-24T00:00:00.000","2014-12-24T00:00:00.000","NOT APPROVAL(W/REASON)","254-14 UNION TNPK","0",,,,,,,,"254-14","UNION TNPK",,
"286","AA","34333211","DASNY","2014-12-29T00:00:00.000","2014-12-29T00:00:00.000","NOT APPROVAL(W/REASON)","29-10 THOMPSON AVE","0",,,,,,,,"29-10","THOMPSON AVE",,
"287","T","35014851","HARLEM DOCTORS MED","2015-01-21T00:00:00.000","2015-01-21T00:00:00.000","APPROVAL","2257 ADAM CLAYTON BLVD","0",,,,,,,,"2257","ADAM CLAYTON BLVD",,
"288","AA","35078013","SAXON DESIGN GROUP","2015-03-26T00:00:00.000","2015-03-26T00:00:00.000","NOT APPROVAL(W/REASON)","2175 ADAM CLAYTON BLVD","0",,,,,,,,"2175","ADAM CLAYTON BLVD",,
"289","A","35087535","LIC LANDING BY COFFEED","2018-12-04T00:00:00.000","2018-12-04T00:00:00.000","NOT APPROVAL(VIO)","52-10 CENTER BLVD","0",,,,,,,,"52-10","CENTER BLVD",,
